id,occ,momage,anti,female,childage,hispanic,black,momwork,married,self,pov
Ep,A,21,4,M,8.0,Y,N,N,N,12.0,Y
Ep,B,21,5,M,8.0,Y,N,N,N,24.0,Y
Ep,C,21,3,M,8.0,Y,N,N,N,24.0,N
Eq,A,23,0,M,8.75,Y,N,N,N,21.0,N
Eq,B,23,1,M,8.75,Y,N,N,N,20.0,N
Eq,C,23,4,M,8.75,Y,N,N,N,22.0,Y
Er,A,22,3,F,9.0,Y,N,N,Y,12.0,N
Er,B,22,3,F,9.0,Y,N,N,Y,16.0,N
Er,C,22,4,F,9.0,Y,N,N,Y,22.0,Y
Es,A,22,0,F,8.416667,Y,N,Y,N,17.0,N
Es,B,22,0,F,8.416667,Y,N,Y,N,18.0,N
Es,C,22,0,F,8.416667,Y,N,Y,N,24.0,N
Et,A,24,1,M,8.5,Y,N,N,N,24.0,N
Et,B,24,3,M,8.5,Y,N,N,N,19.0,N
Et,C,24,3,M,8.5,Y,N,N,N,24.0,N
Eu,A,19,4,M,8.25,Y,N,Y,N,22.0,N
Eu,B,19,4,M,8.25,Y,N,Y,N,24.0,N
Eu,C,19,6,M,8.25,Y,N,Y,N,21.0,N
Ev,A,19,2,M,8.166667,Y,N,Y,N,14.0,N
Ev,B,19,0,M,8.166667,Y,N,Y,N,20.0,N
Ev,C,19,2,M,8.166667,Y,N,Y,N,20.0,N
Ew,A,19,0,F,8.833333,Y,N,N,N,24.0,N
Ew,B,19,0,F,8.833333,Y,N,N,N,20.0,N
Ew,C,19,0,F,8.833333,Y,N,N,N,24.0,N
Ex,A,20,2,M,8.0,N,Y,N,N,24.0,N
Ex,B,20,0,M,8.0,N,Y,N,N,20.0,N
Ex,C,20,0,M,8.0,N,Y,N,N,19.0,N
Ey,A,22,2,F,9.333333,N,Y,Y,N,22.0,N
Ey,B,22,3,F,9.333333,N,Y,Y,N,16.0,N
Ey,C,22,3,F,9.333333,N,Y,Y,N,22.0,Y
Ez,A,18,5,M,10.0,N,Y,N,N,24.0,Y
Ez,B,18,4,M,10.0,N,Y,N,N,22.0,N
Ez,C,18,6,M,10.0,N,Y,N,N,15.0,Y
F0,A,19,0,F,8.666667,N,Y,N,N,21.0,N
F0,B,19,0,F,8.666667,N,Y,N,N,23.0,Y
F0,C,19,0,F,8.666667,N,Y,N,N,21.0,N
F1,A,19,2,M,9.25,N,Y,N,N,17.0,Y
F1,B,19,3,M,9.25,N,Y,N,N,21.0,Y
F1,C,19,0,M,9.25,N,Y,N,N,24.0,Y
F2,A,23,1,F,9.25,N,Y,Y,N,24.0,Y
F2,B,23,2,F,9.25,N,Y,Y,N,20.0,Y
F2,C,23,2,F,9.25,N,Y,Y,N,23.0,Y
F3,A,20,1,F,8.25,N,Y,Y,N,20.0,Y
F3,B,20,1,F,8.25,N,Y,Y,N,23.0,Y
F3,C,20,1,F,8.25,N,Y,Y,N,19.0,Y
F4,A,17,1,M,9.916667,N,Y,Y,Y,23.0,Y
F4,B,17,0,M,9.916667,N,Y,Y,Y,20.0,Y
F4,C,17,0,M,9.916667,N,Y,Y,Y,23.0,Y
F5,A,20,3,M,9.0,N,Y,Y,N,21.0,Y
F5,B,20,2,M,9.0,N,Y,Y,N,19.0,Y
F5,C,20,1,M,9.0,N,Y,Y,N,24.0,Y
F6,A,21,1,M,9.833333,Y,N,N,N,21.0,N
F6,B,21,0,M,9.833333,Y,N,N,N,24.0,N
F6,C,21,1,M,9.833333,Y,N,N,N,19.0,N
F7,A,23,1,F,8.0,Y,N,N,N,22.0,N
F7,B,23,2,F,8.0,Y,N,N,N,17.0,N
F7,C,23,0,F,8.0,Y,N,N,N,15.0,N
F8,A,19,1,M,9.583333,N,Y,N,N,21.0,Y
F8,B,19,3,M,9.583333,N,Y,N,N,23.0,Y
F8,C,19,2,M,9.583333,N,Y,N,N,19.0,N
F9,A,21,2,M,8.083333,N,Y,N,N,21.0,Y
F9,B,21,2,M,8.083333,N,Y,N,N,21.0,Y
F9,C,21,4,M,8.083333,N,Y,N,N,18.0,N
FA,A,19,1,M,8.333333,N,Y,N,N,18.0,Y
FA,B,19,3,M,8.333333,N,Y,N,N,14.0,N
FA,C,19,2,M,8.333333,N,Y,N,N,18.0,N
FB,A,20,1,F,9.083333,N,Y,Y,Y,15.0,Y
FB,B,20,2,F,9.083333,N,Y,Y,Y,17.0,Y
FB,C,20,2,F,9.083333,N,Y,Y,Y,21.0,N
FC,A,21,1,F,8.583333,N,Y,Y,N,24.0,N
FC,B,21,1,F,8.583333,N,Y,Y,N,23.0,N
FC,C,21,2,F,8.583333,N,Y,Y,N,24.0,N
FD,A,23,0,M,9.333333,N,Y,N,N,22.0,N
FD,B,23,1,M,9.333333,N,Y,N,N,23.0,N
FD,C,23,2,M,9.333333,N,Y,N,N,24.0,N
FE,A,18,0,F,8.0,N,Y,Y,N,18.0,N
FE,B,18,2,F,8.0,N,Y,Y,N,22.0,N
FE,C,18,2,F,8.0,N,Y,Y,N,19.0,N
FF,A,23,3,M,8.833333,N,Y,N,Y,19.0,Y
FF,B,23,1,M,8.833333,N,Y,N,Y,23.0,N
FF,C,23,4,M,8.833333,N,Y,N,Y,22.0,Y
FG,A,21,2,F,8.666667,N,Y,N,Y,14.0,Y
FG,B,21,0,F,8.666667,N,Y,N,Y,18.0,Y
FG,C,21,1,F,8.666667,N,Y,N,Y,24.0,Y
FH,A,19,5,M,9.166667,N,Y,N,N,15.0,Y
FH,B,19,5,M,9.166667,N,Y,N,N,18.0,N
FH,C,19,6,M,9.166667,N,Y,N,N,19.0,Y
FI,A,23,2,F,9.833333,N,Y,N,Y,22.0,Y
FI,B,23,0,F,9.833333,N,Y,N,Y,22.0,N
FI,C,23,1,F,9.833333,N,Y,N,Y,21.0,N
FJ,A,24,0,M,8.833333,N,Y,N,Y,12.0,Y
FJ,B,24,0,M,8.833333,N,Y,N,Y,23.0,N
FJ,C,24,0,M,8.833333,N,Y,N,Y,24.0,N
FK,A,22,1,M,9.833333,N,Y,N,Y,18.0,N
FK,B,22,4,M,9.833333,N,Y,N,Y,22.0,N
FK,C,22,4,M,9.833333,N,Y,N,Y,20.0,Y
FL,A,21,0,M,8.0,N,Y,N,N,19.0,N
FL,B,21,1,M,8.0,N,Y,N,N,19.0,N
FL,C,21,1,M,8.0,N,Y,N,N,20.0,N
FM,A,21,3,F,8.166667,N,Y,N,Y,18.0,Y
FM,B,21,2,F,8.166667,N,Y,N,Y,17.0,N
FM,C,21,2,F,8.166667,N,Y,N,Y,13.0,Y
FN,A,23,4,F,9.0,N,Y,N,N,18.0,N
FN,B,23,4,F,9.0,N,Y,N,N,21.0,N
FN,C,23,2,F,9.0,N,Y,N,N,14.0,N
FO,A,20,1,F,9.166667,N,Y,N,N,20.0,N
FO,B,20,0,F,9.166667,N,Y,N,N,23.0,N
FO,C,20,1,F,9.166667,N,Y,N,N,23.0,N
FP,A,17,0,F,9.333333,N,Y,N,Y,21.0,Y
FP,B,17,4,F,9.333333,N,Y,N,Y,13.0,Y
FP,C,17,0,F,9.333333,N,Y,N,Y,23.0,N
FQ,A,19,1,F,9.833333,N,Y,N,N,16.0,Y
FQ,B,19,1,F,9.833333,N,Y,N,N,22.0,Y
FQ,C,19,5,F,9.833333,N,Y,N,N,22.0,Y
FR,A,23,5,F,9.25,N,Y,N,N,17.0,N
FR,B,23,6,F,9.25,N,Y,N,N,14.0,N
FR,C,23,4,F,9.25,N,Y,N,N,20.0,Y
FS,A,24,2,M,8.333333,N,Y,N,N,22.0,N
FS,B,24,2,M,8.333333,N,Y,N,N,21.0,N
FS,C,24,3,M,8.333333,N,Y,N,N,19.0,Y
FT,A,18,2,M,10.0,N,Y,N,Y,19.0,Y
FT,B,18,2,M,10.0,N,Y,N,Y,23.0,Y
FT,C,18,5,M,10.0,N,Y,N,Y,20.0,Y
FU,A,19,2,F,9.75,N,Y,N,N,21.0,Y
FU,B,19,1,F,9.75,N,Y,N,N,24.0,Y
FU,C,19,2,F,9.75,N,Y,N,N,23.0,N
FV,A,22,1,F,8.25,N,Y,N,N,21.0,N
FV,B,22,1,F,8.25,N,Y,N,N,20.0,N
FV,C,22,0,F,8.25,N,Y,N,N,24.0,N
FW,A,20,1,M,9.166667,N,Y,N,Y,18.0,Y
FW,B,20,4,M,9.166667,N,Y,N,Y,11.0,N
FW,C,20,2,M,9.166667,N,Y,N,Y,22.0,Y
FX,A,18,0,F,9.666667,N,Y,N,N,18.0,N
FX,B,18,1,F,9.666667,N,Y,N,N,20.0,Y
FX,C,18,1,F,9.666667,N,Y,N,N,19.0,N
FY,A,19,3,M,8.75,N,Y,N,Y,18.0,Y
FY,B,19,4,M,8.75,N,Y,N,Y,16.0,Y
FY,C,19,4,M,8.75,N,Y,N,Y,12.0,N
FZ,A,17,3,F,9.0,N,Y,Y,N,17.0,Y
FZ,B,17,2,F,9.0,N,Y,Y,N,23.0,Y
FZ,C,17,2,F,9.0,N,Y,Y,N,24.0,Y
Fa,A,22,3,F,8.166667,N,Y,Y,N,24.0,Y
Fa,B,22,1,F,8.166667,N,Y,Y,N,21.0,Y
Fa,C,22,2,F,8.166667,N,Y,Y,N,13.0,Y
Fb,A,22,3,M,9.666667,N,Y,Y,N,21.0,N
Fb,B,22,6,M,9.666667,N,Y,Y,N,20.0,Y
Fb,C,22,6,M,9.666667,N,Y,Y,N,24.0,Y
Fc,A,22,3,M,8.583333,N,Y,Y,N,20.0,Y
Fc,B,22,0,M,8.583333,N,Y,Y,N,24.0,Y
Fc,C,22,0,M,8.583333,N,Y,Y,N,24.0,Y
Fd,A,19,1,M,8.083333,N,Y,N,Y,21.0,Y
Fd,B,19,1,M,8.083333,N,Y,N,Y,18.0,N
Fd,C,19,0,M,8.083333,N,Y,N,Y,22.0,N
Fe,A,21,0,F,8.333333,N,Y,Y,N,20.0,Y
Fe,B,21,1,F,8.333333,N,Y,Y,N,24.0,Y
Fe,C,21,1,F,8.333333,N,Y,Y,N,18.0,Y
Ff,A,16,1,M,9.833333,N,Y,N,N,24.0,N
Ff,B,16,0,M,9.833333,N,Y,N,N,24.0,Y
Ff,C,16,0,M,9.833333,N,Y,N,N,23.0,Y
Fg,A,18,2,M,8.75,N,Y,N,N,17.0,N
Fg,B,18,2,M,8.75,N,Y,N,N,24.0,Y
Fg,C,18,2,M,8.75,N,Y,N,N,23.0,N
Fh,A,23,2,M,8.083333,N,Y,N,N,24.0,N
Fh,B,23,1,M,8.083333,N,Y,N,N,24.0,N
Fh,C,23,2,M,8.083333,N,Y,N,N,24.0,Y
Fi,A,20,2,M,9.083333,N,Y,Y,N,21.0,Y
Fi,B,20,0,M,9.083333,N,Y,Y,N,18.0,Y
Fi,C,20,0,M,9.083333,N,Y,Y,N,21.0,Y
Fj,A,18,1,F,8.583333,N,Y,N,N,14.0,N
Fj,B,18,0,F,8.583333,N,Y,N,N,18.0,N
Fj,C,18,0,F,8.583333,N,Y,N,N,16.0,N
Fk,A,18,5,M,9.666667,N,Y,N,N,20.0,Y
Fk,B,18,4,M,9.666667,N,Y,N,N,20.0,Y
Fk,C,18,2,M,9.666667,N,Y,N,N,20.0,Y
Fl,A,22,4,F,8.75,N,Y,Y,Y,15.0,Y
Fl,B,22,6,F,8.75,N,Y,Y,Y,18.0,Y
Fl,C,22,2,F,8.75,N,Y,Y,Y,20.0,Y
Fm,A,23,0,F,8.5,N,Y,N,Y,23.0,Y
Fm,B,23,2,F,8.5,N,Y,N,Y,18.0,Y
Fm,C,23,2,F,8.5,N,Y,N,Y,21.0,Y
Fn,A,17,3,M,9.166667,N,Y,N,N,14.0,N
Fn,B,17,1,M,9.166667,N,Y,N,N,23.0,N
Fn,C,17,4,M,9.166667,N,Y,N,N,21.0,Y
Fo,A,23,1,F,8.833333,Y,N,N,Y,18.0,Y
Fo,B,23,0,F,8.833333,Y,N,N,Y,15.0,N
Fo,C,23,0,F,8.833333,Y,N,N,Y,14.0,N
Fp,A,22,2,F,8.916667,N,Y,Y,Y,18.0,Y
Fp,B,22,1,F,8.916667,N,Y,Y,Y,21.0,Y
Fp,C,22,0,F,8.916667,N,Y,Y,Y,21.0,Y
Fq,A,19,2,M,8.0,Y,N,Y,Y,22.0,N
Fq,B,19,3,M,8.0,Y,N,Y,Y,24.0,N
Fq,C,19,2,M,8.0,Y,N,Y,Y,23.0,N
Fr,A,20,0,M,9.5,N,Y,N,N,19.0,Y
Fr,B,20,5,M,9.5,N,Y,N,N,18.0,N
Fr,C,20,3,M,9.5,N,Y,N,N,18.0,N
Fs,A,21,1,F,9.166667,Y,N,N,Y,17.0,Y
Fs,B,21,0,F,9.166667,Y,N,N,Y,16.0,Y
Fs,C,21,1,F,9.166667,Y,N,N,Y,17.0,N
Ft,A,24,0,F,8.25,Y,N,N,N,12.0,N
Ft,B,24,0,F,8.25,Y,N,N,N,18.0,N
Ft,C,24,0,F,8.25,Y,N,N,N,21.0,N
Fu,A,22,0,F,9.083333,N,Y,N,Y,14.0,N
Fu,B,22,1,F,9.083333,N,Y,N,Y,12.0,N
Fu,C,22,0,F,9.083333,N,Y,N,Y,16.0,N
Fv,A,18,2,M,8.333333,N,Y,Y,N,23.0,Y
Fv,B,18,1,M,8.333333,N,Y,Y,N,23.0,Y
Fv,C,18,0,M,8.333333,N,Y,Y,N,19.0,Y
Fw,A,20,1,F,9.416667,N,Y,Y,N,21.0,Y
Fw,B,20,1,F,9.416667,N,Y,Y,N,23.0,Y
Fw,C,20,1,F,9.416667,N,Y,Y,N,22.0,Y
Fx,A,21,1,F,8.75,Y,N,Y,N,24.0,Y
Fx,B,21,2,F,8.75,Y,N,Y,N,21.0,Y
Fx,C,21,3,F,8.75,Y,N,Y,N,22.0,Y
Fy,A,23,1,F,8.666667,N,Y,N,N,22.0,N
Fy,B,23,1,F,8.666667,N,Y,N,N,23.0,N
Fy,C,23,2,F,8.666667,N,Y,N,N,23.0,N
Fz,A,20,2,F,9.75,N,Y,N,N,17.0,N
Fz,B,20,1,F,9.75,N,Y,N,N,18.0,Y
Fz,C,20,1,F,9.75,N,Y,N,N,24.0,Y
G0,A,21,5,M,8.333333,N,Y,N,N,20.0,N
G0,B,21,3,M,8.333333,N,Y,N,N,23.0,Y
G0,C,21,5,M,8.333333,N,Y,N,N,24.0,Y
G1,A,24,2,F,8.25,N,Y,N,N,24.0,N
G1,B,24,6,F,8.25,N,Y,N,N,12.0,N
G1,C,24,3,F,8.25,N,Y,N,N,17.0,Y
G2,A,21,1,M,8.916667,N,Y,N,Y,21.0,N
G2,B,21,0,M,8.916667,N,Y,N,Y,22.0,N
G2,C,21,0,M,8.916667,N,Y,N,Y,21.0,N
G3,A,23,0,M,8.916667,N,Y,N,Y,17.0,N
G3,B,23,0,M,8.916667,N,Y,N,Y,18.0,N
G3,C,23,0,M,8.916667,N,Y,N,Y,22.0,N
G4,A,22,0,F,8.916667,N,Y,N,N,23.0,Y
G4,B,22,1,F,8.916667,N,Y,N,N,24.0,N
G4,C,22,1,F,8.916667,N,Y,N,N,24.0,N
G5,A,21,2,M,9.083333,N,Y,N,N,21.0,Y
G5,B,21,3,M,9.083333,N,Y,N,N,21.0,Y
G5,C,21,0,M,9.083333,N,Y,N,N,24.0,Y
G6,A,19,0,F,9.166667,N,Y,N,N,22.0,N
G6,B,19,0,F,9.166667,N,Y,N,N,23.0,N
G6,C,19,2,F,9.166667,N,Y,N,N,24.0,N
G7,A,17,1,F,9.916667,Y,N,Y,Y,24.0,Y
G7,B,17,3,F,9.916667,Y,N,Y,Y,19.0,Y
G7,C,17,2,F,9.916667,Y,N,Y,Y,21.0,N
G8,A,20,4,M,8.25,N,Y,N,Y,18.0,N
G8,B,20,3,M,8.25,N,Y,N,Y,21.0,N
G8,C,20,3,M,8.25,N,Y,N,Y,21.0,Y
G9,A,19,1,F,8.666667,N,Y,Y,N,18.0,Y
G9,B,19,3,F,8.666667,N,Y,Y,N,24.0,Y
G9,C,19,1,F,8.666667,N,Y,Y,N,23.0,Y
GA,A,21,5,F,9.333333,N,Y,Y,Y,20.0,Y
GA,B,21,5,F,9.333333,N,Y,Y,Y,17.0,Y
GA,C,21,4,F,9.333333,N,Y,Y,Y,19.0,Y
GB,A,22,5,F,8.0,N,Y,Y,Y,23.0,Y
GB,B,22,5,F,8.0,N,Y,Y,Y,21.0,Y
GB,C,22,6,F,8.0,N,Y,Y,Y,16.0,Y
GC,A,23,4,M,9.5,N,Y,N,Y,17.0,Y
GC,B,23,5,M,9.5,N,Y,N,Y,22.0,Y
GC,C,23,6,M,9.5,N,Y,N,Y,20.0,N
GD,A,19,4,M,8.166667,N,Y,Y,N,20.0,Y
GD,B,19,6,M,8.166667,N,Y,Y,N,23.0,Y
GD,C,19,3,M,8.166667,N,Y,Y,N,17.0,Y
GE,A,18,0,M,9.25,N,Y,N,N,23.0,Y
GE,B,18,1,M,9.25,N,Y,N,N,24.0,Y
GE,C,18,0,M,9.25,N,Y,N,N,24.0,Y
GF,A,17,1,F,8.333333,N,Y,N,N,16.0,Y
GF,B,17,2,F,8.333333,N,Y,N,N,23.0,Y
GF,C,17,2,F,8.333333,N,Y,N,N,24.0,Y
GG,A,22,5,M,9.083333,N,Y,N,N,20.0,N
GG,B,22,2,M,9.083333,N,Y,N,N,23.0,N
GG,C,22,2,M,9.083333,N,Y,N,N,22.0,Y
GH,A,22,2,F,9.333333,N,Y,Y,Y,22.0,Y
GH,B,22,4,F,9.333333,N,Y,Y,Y,11.0,Y
GH,C,22,6,F,9.333333,N,Y,Y,Y,12.0,Y
GI,A,20,1,M,9.166667,N,Y,N,N,21.0,N
GI,B,20,2,M,9.166667,N,Y,N,N,19.0,N
GI,C,20,0,M,9.166667,N,Y,N,N,13.0,N
GJ,A,20,0,F,9.833333,N,Y,Y,N,24.0,N
GJ,B,20,0,F,9.833333,N,Y,Y,N,20.0,N
GJ,C,20,1,F,9.833333,N,Y,Y,N,22.0,N
GK,A,21,3,M,8.75,N,Y,Y,N,22.0,N
GK,B,21,3,M,8.75,N,Y,Y,N,24.0,N
GK,C,21,4,M,8.75,N,Y,Y,N,24.0,N
GL,A,18,0,F,8.583333,N,Y,N,N,12.0,N
GL,B,18,2,F,8.583333,N,Y,N,N,22.0,N
GL,C,18,2,F,8.583333,N,Y,N,N,21.0,N
GM,A,19,0,M,8.25,N,Y,Y,N,11.0,N
GM,B,19,1,M,8.25,N,Y,Y,N,23.0,N
GM,C,19,2,M,8.25,N,Y,Y,N,21.0,N
GN,A,18,2,F,9.0,N,Y,N,N,16.0,N
GN,B,18,3,F,9.0,N,Y,N,N,17.0,N
GN,C,18,2,F,9.0,N,Y,N,N,23.0,N
GO,A,21,4,M,9.25,N,Y,Y,N,24.0,Y
GO,B,21,5,M,9.25,N,Y,Y,N,21.0,Y
GO,C,21,5,M,9.25,N,Y,Y,N,24.0,Y
GP,A,18,0,F,9.416667,N,Y,N,N,22.0,Y
GP,B,18,1,F,9.416667,N,Y,N,N,21.0,Y
GP,C,18,0,F,9.416667,N,Y,N,N,24.0,N
GQ,A,18,2,M,8.25,N,Y,N,N,16.0,N
GQ,B,18,2,M,8.25,N,Y,N,N,20.0,Y
GQ,C,18,1,M,8.25,N,Y,N,N,20.0,Y
GR,A,22,2,F,9.416667,N,Y,N,Y,23.0,N
GR,B,22,1,F,9.416667,N,Y,N,Y,20.0,N
GR,C,22,2,F,9.416667,N,Y,N,Y,21.0,N
GS,A,20,1,F,8.0,N,Y,N,N,24.0,N
GS,B,20,1,F,8.0,N,Y,N,N,22.0,N
GS,C,20,1,F,8.0,N,Y,N,N,23.0,N
GT,A,17,2,F,8.916667,N,Y,N,N,22.0,Y
GT,B,17,1,F,8.916667,N,Y,N,N,22.0,Y
GT,C,17,1,F,8.916667,N,Y,N,N,18.0,Y
GU,A,22,0,F,8.166667,N,Y,N,N,24.0,Y
GU,B,22,1,F,8.166667,N,Y,N,N,24.0,N
GU,C,22,0,F,8.166667,N,Y,N,N,21.0,N
GV,A,21,0,F,8.0,Y,N,N,N,23.0,N
GV,B,21,0,F,8.0,Y,N,N,N,18.0,N
GV,C,21,0,F,8.0,Y,N,N,N,24.0,N
GW,A,24,0,F,9.25,Y,N,N,Y,21.0,N
GW,B,24,0,F,9.25,Y,N,N,Y,16.0,N
GW,C,24,3,F,9.25,Y,N,N,Y,23.0,N
GX,A,24,3,M,8.583333,N,Y,N,Y,17.0,Y
GX,B,24,2,M,8.583333,N,Y,N,Y,24.0,N
GX,C,24,2,M,8.583333,N,Y,N,Y,20.0,N
GY,A,24,4,F,8.666667,N,Y,N,N,22.0,N
GY,B,24,1,F,8.666667,N,Y,N,N,17.0,N
GY,C,24,3,F,8.666667,N,Y,N,N,23.0,N
GZ,A,19,0,F,8.833333,N,Y,Y,N,23.0,Y
GZ,B,19,1,F,8.833333,N,Y,Y,N,24.0,Y
GZ,C,19,1,F,8.833333,N,Y,Y,N,21.0,Y
Ga,A,19,4,M,9.583333,N,Y,N,Y,22.0,Y
Ga,B,19,4,M,9.583333,N,Y,N,Y,21.0,Y
Ga,C,19,4,M,9.583333,N,Y,N,Y,21.0,N
Gb,A,16,0,M,9.583333,N,Y,N,N,23.0,N
Gb,B,16,1,M,9.583333,N,Y,N,N,23.0,N
Gb,C,16,1,M,9.583333,N,Y,N,N,23.0,Y
Gc,A,19,4,M,8.333333,Y,N,Y,Y,20.0,Y
Gc,B,19,4,M,8.333333,Y,N,Y,Y,11.0,N
Gc,C,19,2,M,8.333333,Y,N,Y,Y,19.0,N
Gd,A,22,2,F,10.0,N,Y,N,Y,19.0,N
Gd,B,22,2,F,10.0,N,Y,N,Y,22.0,N
Gd,C,22,4,F,10.0,N,Y,N,Y,24.0,N
Ge,A,19,1,F,8.083333,Y,N,N,N,19.0,N
Ge,B,19,1,F,8.083333,Y,N,N,N,24.0,N
Ge,C,19,2,F,8.083333,Y,N,N,N,20.0,N
Gf,A,19,3,M,8.916667,Y,N,Y,N,20.0,Y
Gf,B,19,3,M,8.916667,Y,N,Y,N,19.0,N
Gf,C,19,4,M,8.916667,Y,N,Y,N,24.0,N
Gg,A,20,0,F,8.583333,Y,N,N,N,23.0,N
Gg,B,20,0,F,8.583333,Y,N,N,N,23.0,N
Gg,C,20,0,F,8.583333,Y,N,N,N,19.0,N
Gh,A,22,0,M,9.416667,Y,N,N,N,15.0,N
Gh,B,22,0,M,9.416667,Y,N,N,N,22.0,N
Gh,C,22,0,M,9.416667,Y,N,N,N,20.0,N
Gi,A,19,1,F,8.0,N,Y,N,N,22.0,N
Gi,B,19,3,F,8.0,N,Y,N,N,12.0,N
Gi,C,19,1,F,8.0,N,Y,N,N,9.0,Y
Gj,A,17,3,M,9.916667,N,Y,Y,N,11.0,Y
Gj,B,17,2,M,9.916667,N,Y,Y,N,14.0,Y
Gj,C,17,5,M,9.916667,N,Y,Y,N,17.0,Y
Gk,A,18,1,M,8.833333,N,Y,Y,N,21.0,Y
Gk,B,18,2,M,8.833333,N,Y,Y,N,18.0,Y
Gk,C,18,5,M,8.833333,N,Y,Y,N,17.0,Y
Gl,A,18,0,F,8.333333,Y,N,Y,N,21.0,Y
Gl,B,18,1,F,8.333333,Y,N,Y,N,23.0,Y
Gl,C,18,2,F,8.333333,Y,N,Y,N,22.0,Y
Gm,A,20,0,M,9.5,Y,N,Y,N,15.0,N
Gm,B,20,0,M,9.5,Y,N,Y,N,16.0,Y
Gm,C,20,0,M,9.5,Y,N,Y,N,14.0,Y
Gn,A,23,2,F,9.333333,N,Y,Y,N,24.0,N
Gn,B,23,3,F,9.333333,N,Y,Y,N,17.0,N
Gn,C,23,1,F,9.333333,N,Y,Y,N,24.0,N
Go,A,22,2,M,8.25,Y,N,N,N,20.0,N
Go,B,22,0,M,8.25,Y,N,N,N,24.0,N
Go,C,22,1,M,8.25,Y,N,N,N,24.0,N
Gp,A,19,1,M,8.333333,Y,N,N,N,16.0,N
Gp,B,19,0,M,8.333333,Y,N,N,N,18.0,N
Gp,C,19,0,M,8.333333,Y,N,N,N,24.0,N
Gq,A,23,5,M,9.583333,N,Y,Y,N,24.0,N
Gq,B,23,5,M,9.583333,N,Y,Y,N,24.0,N
Gq,C,23,1,M,9.583333,N,Y,Y,N,24.0,N
Gr,A,23,2,F,9.333333,Y,N,Y,Y,21.0,Y
Gr,B,23,3,F,9.333333,Y,N,Y,Y,24.0,Y
Gr,C,23,1,F,9.333333,Y,N,Y,Y,23.0,Y
Gs,A,19,0,F,8.75,Y,N,Y,N,18.0,Y
Gs,B,19,0,F,8.75,Y,N,Y,N,15.0,N
Gs,C,19,2,F,8.75,Y,N,Y,N,14.0,N
Gt,A,19,0,M,9.833333,N,Y,N,N,19.0,N
Gt,B,19,2,M,9.833333,N,Y,N,N,24.0,N
Gt,C,19,2,M,9.833333,N,Y,N,N,22.0,Y
Gu,A,21,3,F,8.083333,Y,N,Y,N,21.0,Y
Gu,B,21,2,F,8.083333,Y,N,Y,N,17.0,Y
Gu,C,21,4,F,8.083333,Y,N,Y,N,23.0,Y
Gv,A,22,2,F,8.25,Y,N,Y,Y,21.0,Y
Gv,B,22,1,F,8.25,Y,N,Y,Y,18.0,Y
Gv,C,22,0,F,8.25,Y,N,Y,Y,24.0,Y
Gw,A,18,0,F,9.333333,Y,N,Y,N,24.0,Y
Gw,B,18,0,F,9.333333,Y,N,Y,N,21.0,N
Gw,C,18,1,F,9.333333,Y,N,Y,N,17.0,Y
Gx,A,18,0,F,9.166667,Y,N,N,N,21.0,Y
Gx,B,18,0,F,9.166667,Y,N,N,N,24.0,N
Gx,C,18,0,F,9.166667,Y,N,N,N,19.0,Y
Gy,A,20,4,M,9.916667,N,Y,Y,N,15.0,Y
Gy,B,20,5,M,9.916667,N,Y,Y,N,17.0,Y
Gy,C,20,6,M,9.916667,N,Y,Y,N,24.0,Y
Gz,A,22,0,M,8.75,Y,N,N,N,13.0,N
Gz,B,22,0,M,8.75,Y,N,N,N,19.0,N
Gz,C,22,0,M,8.75,Y,N,N,N,12.0,N
H0,A,20,3,M,9.916667,Y,N,Y,N,19.0,N
H0,B,20,6,M,9.916667,Y,N,Y,N,17.0,N
H0,C,20,6,M,9.916667,Y,N,Y,N,20.0,N
H1,A,21,2,M,8.833333,Y,N,Y,N,23.0,N
H1,B,21,3,M,8.833333,Y,N,Y,N,20.0,N
H1,C,21,2,M,8.833333,Y,N,Y,N,22.0,N
H2,A,19,1,F,8.083333,Y,N,N,Y,17.0,Y
H2,B,19,1,F,8.083333,Y,N,N,Y,11.0,Y
H2,C,19,2,F,8.083333,Y,N,N,Y,13.0,Y
H3,A,22,0,F,9.083333,Y,N,N,N,23.0,N
H3,B,22,1,F,9.083333,Y,N,N,N,23.0,N
H3,C,22,0,F,9.083333,Y,N,N,N,19.0,N
H4,A,24,1,M,8.25,Y,N,Y,N,20.0,N
H4,B,24,0,M,8.25,Y,N,Y,N,17.0,N
H4,C,24,1,M,8.25,Y,N,Y,N,20.0,Y
H5,A,24,1,F,8.25,Y,N,Y,N,18.0,N
H5,B,24,0,F,8.25,Y,N,Y,N,22.0,N
H5,C,24,2,F,8.25,Y,N,Y,N,15.0,Y
H6,A,20,1,F,8.083333,Y,N,Y,N,21.0,N
H6,B,20,3,F,8.083333,Y,N,Y,N,23.0,Y
H6,C,20,0,F,8.083333,Y,N,Y,N,21.0,Y
H7,A,24,3,F,8.666667,Y,N,N,N,12.0,N
H7,B,24,3,F,8.666667,Y,N,N,N,18.0,N
H7,C,24,2,F,8.666667,Y,N,N,N,21.0,N
H8,A,19,1,F,8.25,Y,N,Y,N,22.0,Y
H8,B,19,2,F,8.25,Y,N,Y,N,19.0,N
H8,C,19,1,F,8.25,Y,N,Y,N,24.0,Y
H9,A,21,2,M,8.916667,Y,N,Y,N,19.0,Y
