occ,serialno,year,constit,wt14,male,age87,manual,fv,right,inflation,rl,party,rank,age,rldist,yr87,yr92
1469,2964,92,708,0.8694613,0,62,0,1,7.75,5,4.477668,3,2,6.7,10.708158,0,1
1470,2965,87,708,0.780438,1,38,0,3,2.5,4,4.626119,3,1,3.8,4.5203824,1,0
1470,2965,87,708,0.780438,1,38,0,3,2.5,4,2.648171,2,2,3.8,0.02195463,1,0
1470,2965,87,708,0.780438,1,38,0,3,2.5,4,8.031557,1,3,3.8,30.598124,1,0
1471,2965,92,708,0.780438,1,38,0,3,4.25,4,4.477668,3,1,4.3,0.05183263,0,1
1471,2965,92,708,0.780438,1,38,0,3,4.25,4,3.011912,2,2,4.3,1.5328616,0,1
1471,2965,92,708,0.780438,1,38,0,3,4.25,4,7.790695,1,3,4.3,12.536523,0,1
1472,2966,87,708,0.780438,1,52,1,3,8.25,5,4.626119,3,1,5.2,13.132512,1,0
1472,2966,87,708,0.780438,1,52,1,3,8.25,5,8.031557,1,2,5.2,0.047717307,1,0
1472,2966,87,708,0.780438,1,52,1,3,8.25,5,2.648171,2,3,5.2,31.38049,1,0
1473,2966,92,708,0.780438,1,52,1,3,5.75,5,4.477668,3,1,5.7,1.6188293,0,1
1473,2966,92,708,0.780438,1,52,1,3,5.75,5,7.790695,1,2,5.7,4.164437,0,1
1473,2966,92,708,0.780438,1,52,1,3,5.75,5,3.011912,2,3,5.7,7.497125,0,1
1474,2969,87,708,0.780438,0,42,1,3,6.25,4,4.626119,3,1,4.2,2.636989,1,0
1474,2969,87,708,0.780438,0,42,1,3,6.25,4,8.031557,1,2,4.2,3.1739457,1,0
1474,2969,87,708,0.780438,0,42,1,3,6.25,4,2.648171,2,3,4.2,12.973172,1,0
1475,2969,92,708,0.780438,0,42,1,3,5.5,4,4.477668,3,1,4.7,1.0451632,0,1
1475,2969,92,708,0.780438,0,42,1,3,5.5,4,7.790695,1,2,4.7,5.2472844,0,1
1475,2969,92,708,0.780438,0,42,1,3,5.5,4,3.011912,2,3,4.7,6.1905813,0,1
1476,2972,87,708,0.780438,0,62,1,3,5.5,4,4.626119,3,1,6.2,0.76366776,1,0
1476,2972,87,708,0.780438,0,62,1,3,5.5,4,8.031557,1,2,6.2,6.408781,1,0
1476,2972,87,708,0.780438,0,62,1,3,5.5,4,2.648171,2,3,6.2,8.132929,1,0
1477,2972,92,708,0.780438,0,62,1,3,6.0,5,4.477668,3,1,6.7,2.3174953,0,1
1477,2972,92,708,0.780438,0,62,1,3,6.0,5,7.790695,1,2,6.7,3.2065892,0,1
1477,2972,92,708,0.780438,0,62,1,3,6.0,5,3.011912,2,3,6.7,8.928669,0,1
1478,2976,87,708,0.780438,1,37,1,3,4.75,5,4.626119,3,1,3.7,0.015346468,1,0
1478,2976,87,708,0.780438,1,37,1,3,4.75,5,2.648171,2,2,3.7,4.4176855,1,0
1478,2976,87,708,0.780438,1,37,1,3,4.75,5,8.031557,1,3,3.7,10.768617,1,0
1479,2976,92,708,0.780438,1,37,1,3,6.25,5,4.477668,3,1,4.2,3.1411614,0,1
1479,2976,92,708,0.780438,1,37,1,3,6.25,5,3.011912,2,2,4.2,10.485213,0,1
1479,2976,92,708,0.780438,1,37,1,3,6.25,5,7.790695,1,3,4.2,2.3737416,0,1
1480,2978,87,709,0.8694613,1,38,0,1,5.75,4,8.031557,1,1,3.8,5.2055025,1,0
1480,2978,87,709,0.8694613,1,38,0,1,5.75,4,4.626119,3,2,3.8,1.2631083,1,0
1480,2978,87,709,0.8694613,1,38,0,1,5.75,4,2.648171,2,3,3.8,9.621344,1,0
1481,2978,92,709,0.8694613,1,38,0,1,5.25,5,7.790695,1,1,4.3,6.455132,0,1
1481,2978,92,709,0.8694613,1,38,0,1,5.25,5,4.477668,3,2,4.3,0.596497,0,1
1481,2978,92,709,0.8694613,1,38,0,1,5.25,5,3.011912,2,3,4.3,5.0090375,0,1
1482,2998,87,709,0.8694613,0,43,1,1,7.25,4,8.031557,1,1,4.3,0.6108315,1,0
1482,2998,87,709,0.8694613,0,43,1,1,7.25,4,4.626119,3,2,4.3,6.884751,1,0
1482,2998,87,709,0.8694613,0,43,1,1,7.25,4,2.648171,2,3,4.3,21.17683,1,0
1483,2998,92,709,0.8694613,0,43,1,2,4.0,5,3.011912,2,1,4.8,0.9763177,0,1
1483,2998,92,709,0.8694613,0,43,1,2,4.0,5,4.477668,3,2,4.8,0.22816654,0,1
1483,2998,92,709,0.8694613,0,43,1,2,4.0,5,7.790695,1,3,4.8,14.36937,0,1
1484,2999,87,709,0.780438,1,36,0,3,6.0,5,4.626119,3,1,3.6,1.8875487,1,0
1484,2999,87,709,0.780438,1,36,0,3,6.0,5,8.031557,1,2,3.6,4.127224,1,0
1484,2999,87,709,0.780438,1,36,0,3,6.0,5,2.648171,2,3,3.6,11.234758,1,0
1485,2999,92,709,0.780438,1,36,0,3,3.5,5,4.477668,3,1,4.1,0.9558343,0,1
1485,2999,92,709,0.780438,1,36,0,3,3.5,5,7.790695,1,2,4.1,18.410065,0,1
1485,2999,92,709,0.780438,1,36,0,3,3.5,5,3.011912,2,2,4.1,0.2382298,0,1
1486,3000,87,709,0.780438,1,28,1,3,4.5,4,4.626119,3,1,2.8,0.015906036,1,0
1486,3000,87,709,0.780438,1,28,1,3,4.5,4,2.648171,2,2,2.8,3.4292707,1,0
1486,3000,87,709,0.780438,1,28,1,3,4.5,4,8.031557,1,3,2.8,12.471895,1,0
1487,3000,92,709,0.780438,1,28,1,3,5.0,4,4.477668,3,1,3.3,0.2728309,0,1
1487,3000,92,709,0.780438,1,28,1,3,5.0,4,7.790695,1,2,3.3,7.7879796,0,1
1487,3000,92,709,0.780438,1,28,1,3,5.0,4,3.011912,2,2,3.3,3.9524934,0,1
1490,3005,87,710,0.8694613,1,62,1,1,5.0,4,8.031557,1,1,6.2,9.190338,1,0
1490,3005,87,710,0.8694613,1,62,1,1,5.0,4,4.626119,3,2,6.2,0.1397869,1,0
1490,3005,87,710,0.8694613,1,62,1,1,5.0,4,2.648171,2,3,6.2,5.5311,1,0
1491,3005,92,710,0.8694613,1,62,1,1,5.5,5,7.790695,1,1,6.7,5.2472844,0,1
1491,3005,92,710,0.8694613,1,62,1,1,5.5,5,4.477668,3,2,6.7,1.0451632,0,1
1491,3005,92,710,0.8694613,1,62,1,1,5.5,5,3.011912,2,3,6.7,6.1905813,0,1
1492,3007,87,710,0.780438,0,50,0,3,8.5,4,4.626119,3,1,5.0,15.006953,1,0
1492,3007,87,710,0.780438,0,50,0,3,8.5,4,8.031557,1,2,5.0,0.21943876,1,0
1492,3007,87,710,0.780438,0,50,0,3,8.5,4,2.648171,2,3,5.0,34.243904,1,0
1493,3007,92,710,0.780438,0,50,0,3,7.75,5,4.477668,3,1,5.5,10.708158,0,1
1493,3007,92,710,0.780438,0,50,0,3,7.75,5,7.790695,1,2,5.5,0.0016560985,0,1
1493,3007,92,710,0.780438,0,50,0,3,7.75,5,3.011912,2,3,5.5,22.449476,0,1
1494,3010,87,710,0.780438,0,70,1,3,7.0,5,4.626119,3,1,7.0,5.63531,1,0
1494,3010,87,710,0.780438,0,70,1,3,7.0,5,8.031557,1,2,7.0,1.06411,1,0
1494,3010,87,710,0.780438,0,70,1,3,7.0,5,2.648171,2,3,7.0,18.938416,1,0
1495,3010,92,710,0.780438,0,70,1,3,4.75,5,4.477668,3,1,7.5,0.07416482,0,1
1495,3010,92,710,0.780438,0,70,1,3,4.75,5,3.011912,2,2,7.5,3.0209496,0,1
1495,3010,92,710,0.780438,0,70,1,3,4.75,5,7.790695,1,3,7.5,9.245828,0,1
1496,3019,87,710,0.780438,0,64,0,3,3.0,5,4.626119,3,1,6.4,2.6442635,1,0
1496,3019,87,710,0.780438,0,64,0,3,3.0,5,2.648171,2,2,6.4,0.123783685,1,0
1496,3019,87,710,0.780438,0,64,0,3,3.0,5,8.031557,1,2,6.4,25.316566,1,0
1497,3019,92,710,0.780438,0,64,0,3,2.0,5,4.477668,3,1,6.9,6.138838,0,1
1497,3019,92,710,0.780438,0,64,0,3,2.0,5,3.011912,2,2,6.9,1.0239661,0,1
1497,3019,92,710,0.780438,0,64,0,3,2.0,5,7.790695,1,2,6.9,33.53215,0,1
1502,3032,87,711,0.780438,1,31,1,3,6.0,5,4.626119,3,1,3.1,1.8875487,1,0
1502,3032,87,711,0.780438,1,31,1,3,6.0,5,2.648171,2,2,3.1,11.234758,1,0
1502,3032,87,711,0.780438,1,31,1,3,6.0,5,8.031557,1,3,3.1,4.127224,1,0
1503,3032,92,711,0.780438,1,31,1,3,5.0,5,4.477668,3,1,3.6,0.2728309,0,1
1503,3032,92,711,0.780438,1,31,1,3,5.0,5,3.011912,2,2,3.6,3.9524934,0,1
1503,3032,92,711,0.780438,1,31,1,3,5.0,5,7.790695,1,3,3.6,7.7879796,0,1
1504,3033,87,711,0.8694613,1,37,1,1,4.75,4,8.031557,1,1,3.7,10.768617,1,0
1504,3033,87,711,0.8694613,1,37,1,1,4.75,4,4.626119,3,2,3.7,0.015346468,1,0
1504,3033,87,711,0.8694613,1,37,1,1,4.75,4,2.648171,2,3,3.7,4.4176855,1,0
1505,3033,92,711,0.8694613,1,37,1,3,3.75,5,4.477668,3,1,4.2,0.5295004,0,1
1505,3033,92,711,0.8694613,1,37,1,3,3.75,5,3.011912,2,2,4.2,0.54477376,0,1
1505,3033,92,711,0.8694613,1,37,1,3,3.75,5,7.790695,1,3,4.2,16.327217,0,1
1506,3036,92,711,1.213195,1,27,0,1,3.75,4,7.790695,1,1,3.2,16.327217,0,1
1506,3036,92,711,1.213195,1,27,0,1,3.75,4,4.477668,3,2,3.2,0.5295004,0,1
1506,3036,92,711,1.213195,1,27,0,1,3.75,4,3.011912,2,3,3.2,0.54477376,0,1
1507,3044,87,711,0.780438,0,63,1,3,5.0,5,4.626119,3,1,6.3,0.1397869,1,0
1507,3044,87,711,0.780438,0,63,1,3,5.0,5,8.031557,1,2,6.3,9.190338,1,0
1507,3044,87,711,0.780438,0,63,1,3,5.0,5,2.648171,2,3,6.3,5.5311,1,0
1508,3044,92,711,0.780438,0,63,1,3,4.5,5,4.477668,3,1,6.8,0.0004987268,0,1
1508,3044,92,711,0.780438,0,63,1,3,4.5,5,7.790695,1,2,6.8,10.828675,0,1
1508,3044,92,711,0.780438,0,63,1,3,4.5,5,3.011912,2,3,6.8,2.2144055,0,1
1509,3048,87,711,0.8694613,1,49,1,1,4.25,5,8.031557,1,1,4.9,14.300174,1,0
1509,3048,87,711,0.8694613,1,49,1,1,4.25,5,4.626119,3,2,4.9,0.1414656,1,0
1509,3048,87,711,0.8694613,1,49,1,1,4.25,5,2.648171,2,3,4.9,2.5658562,1,0
1510,3048,92,711,0.8694613,1,49,1,1,7.75,5,7.790695,1,1,5.4,0.0016560985,0,1
1510,3048,92,711,0.8694613,1,49,1,1,7.75,5,4.477668,3,2,5.4,10.708158,0,1
1510,3048,92,711,0.8694613,1,49,1,1,7.75,5,3.011912,2,3,5.4,22.449476,0,1
1511,3049,87,712,0.8694613,1,33,1,1,7.25,4,8.031557,1,1,3.3,0.6108315,1,0
1511,3049,87,712,0.8694613,1,33,1,1,7.25,4,4.626119,3,2,3.3,6.884751,1,0
1511,3049,87,712,0.8694613,1,33,1,1,7.25,4,2.648171,2,3,3.3,21.17683,1,0
1512,3049,92,712,0.8694613,1,33,1,1,4.75,4,7.790695,1,1,3.8,9.245828,0,1
1512,3049,92,712,0.8694613,1,33,1,1,4.75,4,4.477668,3,2,3.8,0.07416482,0,1
1512,3049,92,712,0.8694613,1,33,1,1,4.75,4,3.011912,2,3,3.8,3.0209496,0,1
1513,3058,87,712,0.8694613,1,25,1,1,3.5,4,8.031557,1,1,2.5,20.53501,1,0
1513,3058,87,712,0.8694613,1,25,1,1,3.5,4,4.626119,3,2,2.5,1.2681444,1,0
1513,3058,87,712,0.8694613,1,25,1,1,3.5,4,2.648171,2,3,2.5,0.72561276,1,0
1514,3058,92,712,0.8694613,1,25,1,3,3.25,5,4.477668,3,1,3.0,1.5071683,0,1
1514,3058,92,712,0.8694613,1,25,1,3,3.25,5,7.790695,1,2,3.0,20.617912,0,1
1514,3058,92,712,0.8694613,1,25,1,3,3.25,5,3.011912,2,3,3.0,0.056685846,0,1
1515,3059,87,712,0.780438,1,30,1,3,4.75,4,4.626119,3,1,3.0,0.015346468,1,0
1515,3059,87,712,0.780438,1,30,1,3,4.75,4,2.648171,2,2,3.0,4.4176855,1,0
1515,3059,87,712,0.780438,1,30,1,3,4.75,4,8.031557,1,3,3.0,10.768617,1,0
1516,3059,92,712,0.780438,1,30,1,3,5.25,5,4.477668,3,1,3.5,0.596497,0,1
1516,3059,92,712,0.780438,1,30,1,3,5.25,5,3.011912,2,2,3.5,5.0090375,0,1
1516,3059,92,712,0.780438,1,30,1,3,5.25,5,7.790695,1,3,3.5,6.455132,0,1
1517,3060,92,712,1.213195,1,38,0,3,4.5,5,4.477668,3,1,4.3,0.0004987268,0,1
1517,3060,92,712,1.213195,1,38,0,3,4.5,5,7.790695,1,2,4.3,10.828675,0,1
1517,3060,92,712,1.213195,1,38,0,3,4.5,5,3.011912,2,3,4.3,2.2144055,0,1
1518,3061,87,712,0.8576016,1,24,0,2,2.5,4,2.648171,2,1,2.4,0.02195463,1,0
1518,3061,87,712,0.8576016,1,24,0,2,2.5,4,4.626119,3,2,2.4,4.5203824,1,0
1518,3061,87,712,0.8576016,1,24,0,2,2.5,4,8.031557,1,3,2.4,30.598124,1,0
1519,3061,92,712,0.8576016,1,24,0,3,3.25,4,4.477668,3,1,2.9,1.5071683,0,1
1519,3061,92,712,0.8576016,1,24,0,3,3.25,4,3.011912,2,2,2.9,0.056685846,0,1
1519,3061,92,712,0.8576016,1,24,0,3,3.25,4,7.790695,1,3,2.9,20.617912,0,1
1520,3062,87,712,0.780438,1,20,0,3,2.0,4,4.626119,3,1,2.0,6.8965015,1,0
1520,3062,87,712,0.780438,1,20,0,3,2.0,4,2.648171,2,2,2.0,0.42012557,1,0
1520,3062,87,712,0.780438,1,20,0,3,2.0,4,8.031557,1,3,2.0,36.37968,1,0
1521,3062,92,712,0.780438,1,20,0,2,1.25,5,3.011912,2,1,2.5,3.1043344,0,1
1521,3062,92,712,0.780438,1,20,0,2,1.25,5,4.477668,3,2,2.5,10.417839,0,1
1521,3062,92,712,0.780438,1,20,0,2,1.25,5,7.790695,1,3,2.5,42.780693,0,1
1522,3066,87,712,0.780438,0,29,0,3,4.0,5,4.626119,3,1,2.9,0.39202517,1,0
1522,3066,87,712,0.780438,0,29,0,3,4.0,5,2.648171,2,2,2.9,1.8274418,1,0
1522,3066,87,712,0.780438,0,29,0,3,4.0,5,8.031557,1,3,2.9,16.253452,1,0
1523,3066,92,712,0.780438,0,29,0,3,4.25,5,4.477668,3,1,3.4,0.05183263,0,1
1523,3066,92,712,0.780438,0,29,0,3,4.25,5,3.011912,2,2,3.4,1.5328616,0,1
1523,3066,92,712,0.780438,0,29,0,3,4.25,5,7.790695,1,3,3.4,12.536523,0,1
1524,3067,87,712,0.8694613,1,31,0,1,5.5,4,8.031557,1,1,3.1,6.408781,1,0
1524,3067,87,712,0.8694613,1,31,0,1,5.5,4,2.648171,2,2,3.1,8.132929,1,0
1524,3067,87,712,0.8694613,1,31,0,1,5.5,4,4.626119,3,2,3.1,0.76366776,1,0
1525,3067,92,712,0.8694613,1,31,0,1,3.75,5,7.790695,1,1,3.6,16.327217,0,1
1525,3067,92,712,0.8694613,1,31,0,1,3.75,5,4.477668,3,2,3.6,0.5295004,0,1
1525,3067,92,712,0.8694613,1,31,0,1,3.75,5,3.011912,2,2,3.6,0.54477376,0,1
1526,3071,87,712,0.780438,1,37,1,3,5.0,4,4.626119,3,1,3.7,0.1397869,1,0
1526,3071,87,712,0.780438,1,37,1,3,5.0,4,2.648171,2,2,3.7,5.5311,1,0
1526,3071,87,712,0.780438,1,37,1,3,5.0,4,8.031557,1,2,3.7,9.190338,1,0
1527,3071,92,712,0.780438,1,37,1,3,5.75,5,4.477668,3,1,4.2,1.6188293,0,1
1527,3071,92,712,0.780438,1,37,1,3,5.75,5,3.011912,2,2,4.2,7.497125,0,1
1527,3071,92,712,0.780438,1,37,1,3,5.75,5,7.790695,1,2,4.2,4.164437,0,1
1528,3074,87,713,0.8694613,0,79,0,1,7.75,5,8.031557,1,1,7.9,0.07927439,1,0
1528,3074,87,713,0.8694613,0,79,0,1,7.75,5,2.648171,2,2,7.9,26.02866,1,0
1528,3074,87,713,0.8694613,0,79,0,1,7.75,5,4.626119,3,2,7.9,9.758632,1,0
1529,3074,92,713,0.8694613,0,79,0,1,7.0,5,7.790695,1,1,8.4,0.6251989,0,1
1529,3074,92,713,0.8694613,0,79,0,1,7.0,5,4.477668,3,2,8.4,6.3621597,0,1
1529,3074,92,713,0.8694613,0,79,0,1,7.0,5,3.011912,2,3,8.4,15.904845,0,1
1530,3075,87,713,0.8694613,0,22,0,1,6.75,4,8.031557,1,1,2.2,1.6423886,1,0
1530,3075,87,713,0.8694613,0,22,0,1,6.75,4,2.648171,2,2,2.2,16.825,1,0
1530,3075,87,713,0.8694613,0,22,0,1,6.75,4,4.626119,3,2,2.2,4.51087,1,0
1531,3075,92,713,0.8694613,0,22,0,1,7.25,5,7.790695,1,1,2.7,0.29235128,0,1
1531,3075,92,713,0.8694613,0,22,0,1,7.25,5,4.477668,3,2,2.7,7.685826,0,1
1531,3075,92,713,0.8694613,0,22,0,1,7.25,5,3.011912,2,3,2.7,17.96139,0,1
1532,3077,87,713,0.8694613,1,58,0,1,5.75,4,8.031557,1,1,5.8,5.2055025,1,0
1532,3077,87,713,0.8694613,1,58,0,1,5.75,4,4.626119,3,2,5.8,1.2631083,1,0
1532,3077,87,713,0.8694613,1,58,0,1,5.75,4,2.648171,2,3,5.8,9.621344,1,0
1533,3077,92,713,0.8694613,1,58,0,1,8.25,4,7.790695,1,1,6.3,0.21096091,0,1
1533,3077,92,713,0.8694613,1,58,0,1,8.25,4,3.011912,2,2,6.3,27.437565,0,1
1533,3077,92,713,0.8694613,1,58,0,1,8.25,4,4.477668,3,2,6.3,14.23049,0,1
1534,3083,87,713,0.8694613,0,42,1,1,8.25,4,8.031557,1,1,4.2,0.047717307,1,0
1534,3083,87,713,0.8694613,0,42,1,1,8.25,4,4.626119,3,2,4.2,13.132512,1,0
1534,3083,87,713,0.8694613,0,42,1,1,8.25,4,2.648171,2,3,4.2,31.38049,1,0
1535,3083,92,713,0.8694613,0,42,1,1,7.25,5,7.790695,1,1,4.7,0.29235128,0,1
1535,3083,92,713,0.8694613,0,42,1,1,7.25,5,4.477668,3,2,4.7,7.685826,0,1
1535,3083,92,713,0.8694613,0,42,1,1,7.25,5,3.011912,2,3,4.7,17.96139,0,1
1536,3089,87,713,0.8694613,0,38,1,1,8.5,4,8.031557,1,1,3.8,0.21943876,1,0
1536,3089,87,713,0.8694613,0,38,1,1,8.5,4,4.626119,3,2,3.8,15.006953,1,0
1536,3089,87,713,0.8694613,0,38,1,1,8.5,4,2.648171,2,3,3.8,34.243904,1,0
1537,3089,92,713,0.8694613,0,38,1,1,6.75,4,7.790695,1,1,4.3,1.0830464,0,1
1537,3089,92,713,0.8694613,0,38,1,1,6.75,4,4.477668,3,2,4.3,5.1634936,0,1
1537,3089,92,713,0.8694613,0,38,1,1,6.75,4,3.011912,2,3,4.3,13.973301,0,1
1539,3094,87,713,0.8576016,0,41,1,2,3.25,5,2.648171,2,1,4.1,0.3621982,1,0
1539,3094,87,713,0.8576016,0,41,1,2,3.25,5,4.626119,3,2,4.1,1.8937039,1,0
1539,3094,87,713,0.8576016,0,41,1,2,3.25,5,8.031557,1,3,4.1,22.863289,1,0
1540,3094,92,713,0.8576016,0,41,1,2,3.75,4,3.011912,2,1,4.6,0.54477376,0,1
1540,3094,92,713,0.8576016,0,41,1,2,3.75,4,4.477668,3,2,4.6,0.5295004,0,1
1540,3094,92,713,0.8576016,0,41,1,2,3.75,4,7.790695,1,3,4.6,16.327217,0,1
1543,3100,87,714,0.8576016,1,23,0,2,2.0,4,2.648171,2,1,2.3,0.42012557,1,0
1543,3100,87,714,0.8576016,1,23,0,2,2.0,4,4.626119,3,2,2.3,6.8965015,1,0
1543,3100,87,714,0.8576016,1,23,0,2,2.0,4,8.031557,1,3,2.3,36.37968,1,0
1544,3100,92,714,0.8576016,1,23,0,2,4.5,5,3.011912,2,1,2.8,2.2144055,0,1
1544,3100,92,714,0.8576016,1,23,0,2,4.5,5,4.477668,3,2,2.8,0.0004987268,0,1
1544,3100,92,714,0.8576016,1,23,0,2,4.5,5,7.790695,1,2,2.8,10.828675,0,1
1547,3106,87,714,0.780438,1,40,1,3,5.5,5,4.626119,3,1,4.0,0.76366776,1,0
1547,3106,87,714,0.780438,1,40,1,3,5.5,5,8.031557,1,2,4.0,6.408781,1,0
1547,3106,87,714,0.780438,1,40,1,3,5.5,5,2.648171,2,3,4.0,8.132929,1,0
1548,3106,92,714,0.780438,1,40,1,2,4.25,5,3.011912,2,1,4.5,1.5328616,0,1
1548,3106,92,714,0.780438,1,40,1,2,4.25,5,4.477668,3,2,4.5,0.05183263,0,1
1548,3106,92,714,0.780438,1,40,1,2,4.25,5,7.790695,1,3,4.5,12.536523,0,1
1549,3111,87,714,0.8694613,0,23,1,1,7.25,4,8.031557,1,1,2.3,0.6108315,1,0
1549,3111,87,714,0.8694613,0,23,1,1,7.25,4,4.626119,3,2,2.3,6.884751,1,0
1549,3111,87,714,0.8694613,0,23,1,1,7.25,4,2.648171,2,3,2.3,21.17683,1,0
1550,3111,92,714,0.8694613,0,23,1,2,4.5,5,3.011912,2,1,2.8,2.2144055,0,1
1550,3111,92,714,0.8694613,0,23,1,2,4.5,5,4.477668,3,2,2.8,0.0004987268,0,1
1550,3111,92,714,0.8694613,0,23,1,2,4.5,5,7.790695,1,3,2.8,10.828675,0,1
1555,3125,87,715,0.780438,0,33,1,3,2.25,4,4.626119,3,1,3.3,5.645942,1,0
1555,3125,87,715,0.780438,0,33,1,3,2.25,4,2.648171,2,2,3.3,0.1585401,1,0
1555,3125,87,715,0.780438,0,33,1,3,2.25,4,8.031557,1,3,3.3,33.426403,1,0
1556,3125,92,715,0.780438,0,33,1,2,3.75,5,3.011912,2,1,3.8,0.54477376,0,1
1556,3125,92,715,0.780438,0,33,1,2,3.75,5,4.477668,3,2,3.8,0.5295004,0,1
1556,3125,92,715,0.780438,0,33,1,2,3.75,5,7.790695,1,3,3.8,16.327217,0,1
1557,3128,87,715,0.8576016,1,63,0,2,2.75,5,2.648171,2,1,6.3,0.010369156,1,0
1557,3128,87,715,0.8576016,1,63,0,2,2.75,5,4.626119,3,2,6.3,3.519823,1,0
1557,3128,87,715,0.8576016,1,63,0,2,2.75,5,8.031557,1,3,6.3,27.894846,1,0
1558,3128,92,715,0.8576016,1,63,0,2,2.5,5,3.011912,2,1,6.8,0.262054,0,1
1558,3128,92,715,0.8576016,1,63,0,2,2.5,5,4.477668,3,2,6.8,3.91117,0,1
1558,3128,92,715,0.8576016,1,63,0,2,2.5,5,7.790695,1,3,6.8,27.991455,0,1
1559,3132,87,715,0.8576016,0,52,0,2,5.25,2,2.648171,2,1,5.2,6.7695146,1,0
1559,3132,87,715,0.8576016,0,52,0,2,5.25,2,8.031557,1,2,5.2,7.7370596,1,0
1559,3132,87,715,0.8576016,0,52,0,2,5.25,2,4.626119,3,2,5.2,0.38922733,1,0
1560,3132,92,715,0.8576016,0,52,0,2,5.25,5,3.011912,2,1,5.7,5.0090375,0,1
1560,3132,92,715,0.8576016,0,52,0,2,5.25,5,4.477668,3,2,5.7,0.596497,0,1
1560,3132,92,715,0.8576016,0,52,0,2,5.25,5,7.790695,1,3,5.7,6.455132,0,1
1563,3138,87,715,0.8694613,1,62,0,1,2.5,5,8.031557,1,1,6.2,30.598124,1,0
1563,3138,87,715,0.8694613,1,62,0,1,2.5,5,2.648171,2,2,6.2,0.02195463,1,0
1563,3138,87,715,0.8694613,1,62,0,1,2.5,5,4.626119,3,3,6.2,4.5203824,1,0
1564,3138,92,715,0.8694613,1,62,0,2,2.75,4,3.011912,2,1,6.7,0.06859795,0,1
1564,3138,92,715,0.8694613,1,62,0,2,2.75,4,7.790695,1,2,6.7,25.408607,0,1
1564,3138,92,715,0.8694613,1,62,0,2,2.75,4,4.477668,3,3,6.7,2.984836,0,1
1565,3139,92,715,1.213195,0,42,1,2,4.5,5,3.011912,2,1,4.7,2.2144055,0,1
1565,3139,92,715,1.213195,0,42,1,2,4.5,5,4.477668,3,2,4.7,0.0004987268,0,1
1565,3139,92,715,1.213195,0,42,1,2,4.5,5,7.790695,1,3,4.7,10.828675,0,1
1566,3158,87,716,0.780438,1,57,1,3,2.75,5,4.626119,3,1,5.7,3.519823,1,0
1566,3158,87,716,0.780438,1,57,1,3,2.75,5,2.648171,2,2,5.7,0.010369156,1,0
1566,3158,87,716,0.780438,1,57,1,3,2.75,5,8.031557,1,2,5.7,27.894846,1,0
1567,3158,92,716,0.780438,1,57,1,2,4.5,5,3.011912,2,1,6.2,2.2144055,0,1
1567,3158,92,716,0.780438,1,57,1,2,4.5,5,4.477668,3,2,6.2,0.0004987268,0,1
1567,3158,92,716,0.780438,1,57,1,2,4.5,5,7.790695,1,3,6.2,10.828675,0,1
1570,3160,87,716,0.8694613,0,37,1,1,5.666667,4,8.031557,1,1,3.7,5.5927052,1,0
1570,3160,87,716,0.8694613,0,37,1,1,5.666667,4,2.648171,2,2,3.7,9.111319,1,0
1570,3160,87,716,0.8694613,0,37,1,1,5.666667,4,4.626119,3,2,3.7,1.0827398,1,0
1571,3160,92,716,0.8694613,0,37,1,1,6.25,4,7.790695,1,1,4.2,2.3737416,0,1
1571,3160,92,716,0.8694613,0,37,1,1,6.25,4,4.477668,3,2,4.2,3.1411614,0,1
1571,3160,92,716,0.8694613,0,37,1,1,6.25,4,3.011912,2,3,4.2,10.485213,0,1
1572,3162,92,716,1.213195,1,39,1,2,4.75,4,3.011912,2,1,4.4,3.0209496,0,1
1572,3162,92,716,1.213195,1,39,1,2,4.75,4,7.790695,1,2,4.4,9.245828,0,1
1572,3162,92,716,1.213195,1,39,1,2,4.75,4,4.477668,3,3,4.4,0.07416482,0,1
1573,3166,87,716,0.780438,0,63,1,3,5.5,1,4.626119,3,1,6.3,0.76366776,1,0
1573,3166,87,716,0.780438,0,63,1,3,5.5,1,8.031557,1,2,6.3,6.408781,1,0
1573,3166,87,716,0.780438,0,63,1,3,5.5,1,2.648171,2,3,6.3,8.132929,1,0
1574,3166,92,716,0.780438,0,63,1,2,5.5,5,3.011912,2,1,6.8,6.1905813,0,1
1574,3166,92,716,0.780438,0,63,1,2,5.5,5,7.790695,1,2,6.8,5.2472844,0,1
1574,3166,92,716,0.780438,0,63,1,2,5.5,5,4.477668,3,2,6.8,1.0451632,0,1
1575,3168,87,716,0.8576016,0,29,1,2,4.0,4,2.648171,2,1,2.9,1.8274418,1,0
1575,3168,87,716,0.8576016,0,29,1,2,4.0,4,4.626119,3,2,2.9,0.39202517,1,0
1575,3168,87,716,0.8576016,0,29,1,2,4.0,4,8.031557,1,3,2.9,16.253452,1,0
1576,3168,92,716,0.8576016,0,29,1,2,4.75,4,3.011912,2,1,3.4,3.0209496,0,1
1576,3168,92,716,0.8576016,0,29,1,2,4.75,4,4.477668,3,2,3.4,0.07416482,0,1
1576,3168,92,716,0.8576016,0,29,1,2,4.75,4,7.790695,1,3,3.4,9.245828,0,1
1577,3171,87,717,0.8694613,1,25,1,1,7.25,5,8.031557,1,1,2.5,0.6108315,1,0
1577,3171,87,717,0.8694613,1,25,1,1,7.25,5,4.626119,3,2,2.5,6.884751,1,0
