vrq,attain,pid,sex,sc,sid,fed,choice,med,cons,pupil
83,2,40,0,0,1,1,1,0,1,28
99,9,40,0,0,1,0,1,0,1,29
91,2,40,0,0,1,0,2,0,1,30
104,8,40,1,0,1,0,1,0,1,31
104,9,40,1,0,1,1,1,0,1,32
93,5,40,1,0,1,0,1,0,1,33
78,3,40,0,0,1,0,1,1,1,34
90,4,40,0,0,1,0,1,0,1,35
92,2,40,0,0,1,0,1,0,1,36
89,4,40,0,0,1,0,1,0,1,37
92,6,40,0,0,1,0,1,0,1,38
111,6,40,1,0,1,1,1,1,1,39
82,3,40,1,0,1,0,1,1,1,40
83,3,40,0,0,1,1,1,1,1,41
81,2,40,0,0,1,0,1,1,1,42
82,3,40,0,0,1,1,1,1,1,43
71,2,40,1,0,1,0,1,0,1,44
100,4,40,0,0,1,1,1,1,1,45
88,4,40,1,0,1,1,1,0,1,46
75,5,40,0,20,1,0,2,0,1,47
98,4,41,0,0,7,0,1,0,1,1
116,10,41,1,0,7,1,1,1,1,2
88,7,41,0,31,7,1,1,0,1,3
113,7,41,0,1,7,1,4,1,1,4
103,4,41,0,0,1,0,1,0,1,5
75,2,41,1,0,7,1,4,1,1,6
110,7,41,1,0,7,0,1,0,1,7
102,7,41,1,0,7,0,1,0,1,8
98,3,41,1,0,7,0,1,0,1,9
93,2,41,0,0,7,0,1,1,1,10
93,9,41,1,20,7,0,4,0,1,11
109,5,41,1,0,7,0,1,0,1,12
72,2,41,0,0,7,0,1,0,1,13
81,3,41,0,0,7,0,4,0,1,14
125,10,41,1,0,7,1,1,0,1,15
103,10,41,1,20,7,0,1,0,1,16
92,2,41,0,0,7,0,1,0,1,17
105,8,41,1,31,7,0,1,0,1,18
90,2,41,0,0,7,0,1,0,1,19
78,2,41,0,20,7,0,1,0,1,20
78,2,42,1,0,4,0,1,1,1,1
106,3,42,0,0,2,0,1,0,1,2
101,5,42,1,0,2,0,1,1,1,3
107,4,42,1,0,2,1,1,1,1,4
99,4,42,0,31,2,0,1,0,1,5
91,7,43,1,20,1,1,1,1,1,1
88,7,43,0,20,11,0,1,0,1,2
94,7,44,0,20,2,0,1,1,1,1
89,4,44,0,0,2,0,1,0,1,2
108,9,44,1,20,2,0,1,0,1,3
126,10,44,1,20,2,0,1,0,1,4
116,10,45,0,0,2,0,1,1,1,1
110,9,45,0,0,2,0,1,0,1,2
113,6,45,0,0,2,0,1,0,1,3
100,1,45,1,0,2,0,1,1,1,4
93,3,45,0,31,2,0,1,0,1,5
107,6,45,1,0,2,0,1,0,1,6
90,1,45,0,0,2,0,1,0,1,7
106,5,45,1,20,2,0,1,0,1,8
117,9,45,1,0,2,0,1,0,1,9
105,7,45,0,0,2,0,4,1,1,10
103,3,45,0,0,2,0,1,1,1,11
83,2,45,0,0,2,0,1,0,1,12
90,5,45,0,31,2,0,1,1,1,13
98,3,45,0,0,2,0,1,0,1,14
103,6,45,0,0,2,0,1,0,1,15
109,10,45,1,0,2,0,1,0,1,16
109,10,45,1,0,2,1,1,1,1,17
99,5,45,1,20,2,1,1,1,1,18
107,8,45,0,0,2,0,1,1,1,19
104,4,45,0,0,2,0,1,0,1,20
109,6,46,1,31,1,1,1,1,1,1
79,3,46,0,0,1,1,1,1,1,2
82,4,46,1,0,1,1,1,1,1,3
70,5,46,0,0,1,0,1,0,1,4
95,6,46,0,20,1,0,1,0,1,5
85,2,46,1,0,1,1,1,1,1,6
98,8,46,1,0,1,0,1,0,1,7
70,2,46,0,0,1,0,1,0,1,8
96,6,47,1,20,2,0,1,0,1,1
96,5,47,1,0,2,0,1,0,1,2
85,3,47,0,0,2,1,1,1,1,3
103,10,47,0,0,2,0,1,0,1,4
89,3,47,0,0,2,0,1,0,1,5
107,9,47,1,20,2,1,1,0,1,6
88,7,47,1,0,2,0,1,0,1,7
102,10,47,0,20,2,1,1,1,1,8
136,10,47,0,31,2,0,1,0,1,9
109,7,47,1,0,2,0,1,0,1,10
103,9,47,1,0,2,0,1,1,1,11
83,3,47,1,20,2,0,1,0,1,12
82,2,47,0,20,2,1,1,1,1,13
86,4,47,1,0,2,0,1,0,1,14
93,5,47,1,0,2,0,1,0,1,15
116,10,47,1,0,2,1,1,0,1,16
115,10,47,0,0,2,0,1,1,1,17
99,10,47,0,0,2,0,1,0,1,18
110,10,47,1,20,2,0,1,0,1,19
77,2,47,0,0,2,0,4,0,1,20
107,7,47,1,20,2,0,2,0,1,21
112,7,47,0,20,2,0,1,0,1,22
103,4,47,0,0,2,0,1,0,1,23
100,10,47,1,0,2,0,1,0,1,24
77,2,47,0,0,2,0,1,0,1,25
104,6,47,0,0,2,0,1,0,1,26
96,4,47,0,20,2,0,1,0,1,27
100,6,47,1,1,2,1,1,1,1,28
98,9,47,1,0,2,0,1,1,1,29
99,10,47,0,31,2,0,1,0,1,30
95,3,47,0,1,2,0,1,0,1,31
96,5,47,0,0,2,1,1,1,1,32
107,10,47,0,20,4,1,4,1,1,33
100,9,47,1,0,2,1,1,1,1,34
88,5,47,1,20,2,0,1,1,1,35
126,7,47,1,0,2,0,1,0,1,36
103,9,47,1,0,2,1,1,1,1,37
86,2,47,0,0,3,1,2,1,1,38
101,10,47,1,1,2,1,1,1,1,39
112,6,47,1,0,2,0,1,0,1,40
113,10,47,1,1,2,1,1,1,1,41
89,3,47,0,0,2,0,1,0,1,42
85,4,47,1,0,19,0,1,0,1,43
102,10,47,1,1,2,0,1,0,1,44
116,10,47,1,0,4,0,2,0,1,45
89,4,47,1,31,4,1,2,1,1,46
122,10,47,1,1,2,0,1,0,1,47
109,10,47,1,1,2,0,1,1,1,48
92,6,47,1,31,2,0,1,0,1,49
102,10,47,0,1,2,1,1,0,1,50
105,9,47,0,0,4,1,1,1,1,51
98,7,47,1,1,2,1,1,1,1,52
106,8,48,1,0,3,0,1,1,1,1
109,10,48,0,20,3,1,1,1,1,2
75,2,48,1,0,3,0,1,0,1,3
102,10,48,1,0,3,0,1,0,1,4
114,10,48,1,20,3,1,1,1,1,5
86,1,48,1,0,3,0,1,0,1,6
89,2,48,0,20,3,0,1,1,1,7
100,3,48,1,1,3,1,1,0,1,8
96,5,48,0,31,3,0,1,0,1,9
73,3,48,0,0,10,0,1,0,1,10
105,10,48,0,0,3,0,1,1,1,11
86,3,48,0,0,3,0,1,1,1,12
124,10,48,1,1,3,1,1,1,1,13
94,10,48,0,0,3,0,1,0,1,14
106,3,48,1,20,3,0,1,0,1,15
109,10,48,1,0,3,0,1,0,1,16
104,8,48,0,0,3,1,1,1,1,17
99,10,48,0,20,3,0,1,0,1,18
124,10,48,0,20,3,1,1,0,1,19
101,9,48,0,0,3,1,1,1,1,20
80,2,48,0,20,3,1,1,1,1,21
91,2,48,0,31,3,0,1,0,1,22
91,6,48,1,20,3,1,1,1,1,23
104,7,48,0,31,3,0,1,0,1,24
94,5,48,0,31,3,0,1,1,1,25
103,10,49,1,31,2,0,2,0,1,1
106,10,49,1,20,14,0,1,1,1,2
73,3,49,0,0,4,0,2,0,1,3
90,9,49,0,20,4,1,1,1,1,4
90,2,49,1,0,4,0,1,0,1,5
106,8,49,0,20,4,1,1,0,1,6
105,8,49,1,0,4,0,1,0,1,7
88,4,49,1,0,4,0,1,0,1,8
94,9,49,1,0,4,0,1,1,1,9
122,8,49,1,31,4,1,1,1,1,10
108,10,49,1,20,4,0,1,0,1,11
88,10,49,1,1,14,1,1,1,1,12
108,9,49,0,1,4,0,1,1,1,13
84,5,49,1,20,4,0,2,0,1,14
70,4,49,0,0,4,0,2,1,1,15
102,2,49,0,0,4,0,1,0,1,16
101,10,49,0,20,11,0,1,1,1,17
91,9,49,0,0,4,0,1,0,1,18
91,9,49,1,20,4,0,1,0,1,19
102,9,49,1,0,4,0,1,0,1,20
112,10,49,1,20,3,0,1,0,1,21
91,2,49,0,1,10,0,1,1,1,22
93,2,49,0,0,3,1,2,0,1,23
81,4,49,0,20,4,0,1,0,1,24
91,5,49,0,31,4,0,1,1,1,25
102,6,49,1,31,4,1,1,0,1,26
90,2,49,1,0,4,0,1,0,1,27
93,5,49,1,0,4,0,1,0,1,28
94,5,49,0,31,4,0,1,1,1,29
82,6,49,1,0,4,0,1,0,1,30
90,5,49,0,0,4,1,1,1,1,31
103,10,50,0,0,11,0,1,0,1,1
98,7,50,1,0,3,0,1,0,1,2
107,6,50,0,0,3,1,1,1,1,3
105,8,50,1,0,3,0,1,0,1,4
104,3,50,0,20,3,1,1,1,1,5
95,5,50,1,0,3,1,1,0,1,6
79,2,50,1,0,3,0,1,0,1,7
102,4,50,0,0,3,0,1,1,1,8
105,3,50,1,20,3,0,1,0,1,9
84,3,50,1,20,3,1,1,1,1,10
96,3,50,0,31,3,0,1,0,1,11
88,3,50,1,0,3,1,1,1,1,12
110,10,50,0,0,3,0,1,0,1,13
88,8,50,1,20,3,0,4,0,1,14
91,2,50,0,0,2,0,1,0,1,15
95,7,50,0,0,3,0,1,0,1,16
89,5,50,0,20,3,0,1,0,1,17
76,7,50,1,0,3,0,1,0,1,18
101,5,50,0,0,3,0,1,0,1,19
92,1,50,0,20,3,1,1,1,1,20
99,8,50,0,0,9,0,1,1,1,21
102,10,50,1,0,3,0,1,0,1,22
110,10,50,0,1,4,1,2,1,1,23
98,7,50,1,20,4,1,2,0,1,24
92,4,50,1,20,3,0,1,0,1,25
110,10,50,0,20,3,0,1,0,1,26
90,2,50,1,0,3,0,1,0,1,27
112,10,50,0,20,4,1,2,1,1,28
92,9,50,1,0,4,0,2,0,1,29
103,8,50,0,0,4,0,2,0,1,30
96,4,50,0,0,3,0,1,0,1,31
70,2,50,1,0,3,0,1,1,1,32
100,5,50,0,0,4,0,2,0,1,33
100,9,50,1,0,1,0,1,0,1,34
92,2,50,1,0,3,0,1,0,1,35
101,5,50,0,31,3,0,1,0,1,36
119,8,51,1,0,10,0,1,1,1,1
92,2,51,1,0,10,0,1,0,1,2
76,3,51,0,31,10,0,1,0,1,3
82,5,51,0,1,10,0,1,0,1,4
112,10,51,1,1,10,0,1,0,1,5
74,2,51,0,20,10,0,1,0,1,6
104,8,51,0,0,10,0,1,0,1,7
91,2,51,0,31,10,1,1,1,1,8
86,2,51,1,20,10,0,1,0,1,9
109,8,51,0,20,10,1,1,1,1,10
99,3,51,1,0,10,0,1,1,1,11
96,7,51,1,0,10,1,1,1,1,12
93,3,52,0,0,10,0,1,0,1,1
80,5,52,0,0,10,1,1,1,1,2
122,10,53,1,20,11,1,1,1,1,1
71,2,53,0,0,11,0,1,0,1,2
83,1,53,0,0,11,0,1,0,1,3
99,2,53,0,0,11,0,1,0,1,4
113,2,53,1,0,11,0,1,0,1,5
84,3,53,1,20,11,1,1,1,1,6
94,4,53,1,20,11,1,1,1,1,7
96,2,53,1,0,11,0,1,0,1,8
90,3,53,1,0,11,0,1,0,1,9
117,10,53,0,20,11,0,1,0,1,10
114,10,53,1,20,11,0,1,0,1,11
112,9,53,1,20,11,0,1,0,1,12
93,5,53,0,0,11,0,1,0,1,13
106,4,53,1,0,11,0,1,1,1,14
129,10,53,1,1,11,1,1,1,1,15
98,9,53,1,0,11,0,1,0,1,16
103,10,53,0,20,11,1,1,0,1,17
108,9,53,1,0,11,0,1,1,1,18
122,10,53,0,31,11,1,1,1,1,19
106,10,53,0,20,11,0,1,0,1,20
74,2,53,0,0,11,0,1,1,1,21
103,9,53,0,31,11,0,1,1,1,22
110,10,53,0,20,11,0,1,0,1,23
86,5,53,0,0,11,0,1,0,1,24
85,5,54,0,20,12,0,1,1,1,1
102,9,54,0,20,12,0,1,0,1,2
94,5,54,0,20,12,0,1,0,1,3
91,4,54,0,0,12,1,1,1,1,4
76,4,54,0,20,12,1,1,1,1,5
99,2,55,0,0,11,0,1,0,1,1
118,4,55,0,0,11,0,1,0,1,2
118,10,55,1,20,11,0,1,0,1,3
88,3,55,0,20,11,1,1,1,1,4
84,2,55,1,0,11,0,1,0,1,5
102,10,55,0,20,11,1,1,1,1,6
100,5,55,0,0,11,0,1,0,1,7
111,8,55,1,0,11,1,1,1,1,8
90,3,55,0,20,11,0,1,0,1,9
103,10,55,1,20,11,1,1,1,1,10
106,10,55,1,0,11,1,1,1,1,11
71,2,55,0,20,11,0,1,0,1,12
95,7,55,0,0,11,1,1,0,1,13
85,2,56,1,0,12,0,1,0,1,1
130,9,56,1,20,12,1,1,1,1,2
103,6,57,0,20,10,0,1,1,1,1
103,5,57,1,31,10,0,1,0,1,2
94,3,57,1,20,11,0,1,0,1,3
117,10,57,1,1,10,0,1,0,1,4
140,10,57,0,1,10,1,1,1,1,5
111,6,57,0,20,12,1,1,0,1,6
101,7,57,0,0,10,0,1,0,1,7
84,7,57,0,20,10,0,1,0,1,8
103,9,57,0,0,10,0,1,0,1,9
103,6,57,0,20,12,1,2,1,1,10
102,10,57,1,31,10,1,1,1,1,11
104,8,57,0,0,10,0,1,1,1,12
94,2,57,1,0,10,0,1,0,1,13
93,5,57,1,0,10,0,1,0,1,14
88,4,57,0,20,10,0,1,0,1,15
107,10,57,0,20,10,0,1,0,1,16
107,10,57,0,20,10,0,1,0,1,17
101,6,57,1,0,10,1,1,1,1,18
102,10,57,0,0,10,0,1,0,1,19
91,3,57,0,0,10,0,1,0,1,20
77,2,57,1,0,10,1,4,1,1,21
85,10,57,0,20,10,0,1,0,1,22
101,4,57,1,0,10,0,1,0,1,23
84,3,57,0,0,10,0,1,1,1,24
119,10,57,1,1,10,1,1,1,1,25
100,7,57,1,0,10,1,1,0,1,26
99,4,58,0,0,11,0,4,0,1,1
101,5,58,0,0,11,0,1,0,1,2
111,10,58,1,20,11,1,1,1,1,3
88,5,58,1,20,12,1,1,1,1,4
120,10,58,1,1,12,1,2,0,1,5
104,9,58,0,20,11,0,1,1,1,6
120,10,58,1,1,11,1,1,1,1,7
108,9,58,1,0,11,0,1,1,1,8
100,7,58,1,0,11,1,1,1,1,9
118,10,58,1,0,11,1,1,0,1,10
81,2,58,1,20,11,0,1,0,1,11
98,7,58,1,31,11,0,1,1,1,12
117,10,58,1,0,11,0,1,1,1,13
78,2,59,0,0,11,1,1,1,1,1
121,10,59,1,0,11,0,1,1,1,2
110,9,59,1,0,11,0,1,0,1,3
122,10,59,1,20,11,0,1,1,1,4
112,5,59,1,0,11,0,1,0,1,5
92,4,60,0,0,10,0,1,0,1,1
95,8,60,0,20,10,0,1,1,1,2
83,2,60,1,0,10,0,1,0,1,3
93,3,60,1,20,10,0,4,0,1,4
92,3,60,0,0,10,0,1,0,1,5
102,7,61,0,0,11,1,1,1,1,1
111,8,61,0,0,11,0,1,0,1,2
95,7,61,0,0,11,0,4,0,1,3
100,3,61,1,31,11,1,1,0,1,4
106,10,61,0,1,11,1,1,1,1,5
100,9,61,1,20,11,1,1,1,1,6
127,10,61,0,1,11,1,1,1,1,7
83,3,61,0,0,11,0,4,0,1,8
95,3,61,1,31,11,0,1,1,1,9
118,10,61,1,20,11,1,1,1,1,10
82,3,61,1,0,11,0,1,0,1,11
86,4,61,1,20,11,1,1,1,1,12
102,10,61,1,0,11,1,1,1,1,13
94,7,61,1,0,11,0,1,0,1,14
96,8,61,0,0,11,0,1,0,1,15
96,10,61,1,20,11,0,1,0,1,16
102,9,61,1,20,11,0,1,1,1,17
100,2,61,0,0,11,0,1,0,1,18
86,2,61,0,0,11,1,4,1,1,19
105,6,61,1,0,11,1,1,1,1,20
113,10,61,0,31,11,1,1,1,1,21
111,10,61,1,20,11,0,1,0,1,22
103,6,61,0,0,11,0,1,1,1,23
109,10,61,1,20,11,0,1,0,1,24
102,8,61,0,20,11,0,1,0,1,25
104,7,61,1,1,11,0,1,0,1,26
100,7,61,0,0,11,0,1,0,1,27
94,8,61,1,20,11,0,1,0,1,28
91,2,61,0,20,11,0,1,1,1,29
100,10,61,0,20,11,1,1,0,1,30
95,9,61,0,20,11,0,1,0,1,31
113,10,61,1,1,11,0,1,1,1,32
89,2,61,1,0,11,1,1,0,1,33
114,10,61,0,20,11,0,1,0,1,34
110,10,61,1,20,11,0,1,0,1,35
118,10,61,1,0,11,0,1,0,1,36
109,10,61,0,20,11,1,1,0,1,37
107,9,61,0,20,11,1,1,1,1,38
93,5,61,0,31,11,0,1,0,1,39
111,10,61,1,20,11,0,1,0,1,40
94,2,61,0,0,11,1,1,0,1,41
101,4,61,0,0,11,0,4,0,1,42
103,10,61,1,1,11,1,1,1,1,43
116,10,61,1,0,11,0,1,0,1,44
88,2,61,1,0,11,0,4,0,1,45
80,3,61,1,0,11,0,1,0,1,46
103,8,61,1,0,11,0,1,0,1,47
117,10,61,1,20,11,0,1,1,1,48
103,8,61,1,1,11,1,1,0,1,49
105,9,61,0,0,11,0,1,0,1,50
75,2,61,1,1,11,0,4,0,1,51
85,3,61,0,0,11,0,1,0,1,52
93,10,61,1,0,11,1,1,0,1,53
78,2,61,0,0,11,0,1,0,1,54
111,10,61,1,20,11,1,1,1,1,55
95,4,61,1,0,11,0,1,0,1,56
108,9,61,0,20,11,1,1,1,1,57
101,9,61,0,20,11,1,1,0,1,58
101,8,61,0,20,11,0,1,0,1,59
96,4,61,1,31,11,0,1,1,1,60
106,4,61,1,0,11,0,1,0,1,61
108,10,61,0,20,11,0,1,0,1,62
104,6,61,1,31,11,0,1,0,1,63
100,9,61,0,0,11,0,1,0,1,64
113,10,61,0,31,11,0,1,0,1,65
104,10,61,0,1,11,1,1,1,1,66
113,7,61,1,0,11,0,4,0,1,67
86,2,61,1,0,11,0,1,0,1,68
102,10,61,1,0,11,1,1,1,1,69
114,10,61,1,1,11,1,1,1,1,70
82,2,61,1,31,11,0,1,0,1,71
105,10,61,0,20,11,0,1,0,1,72
101,2,62,1,0,11,0,1,0,1,1
89,3,62,0,0,11,0,1,0,1,2
94,6,62,0,0,11,0,4,0,1,3
81,2,62,1,0,11,0,1,0,1,4
108,10,62,0,20,11,0,1,1,1,5
85,4,62,0,20,11,1,1,1,1,6
76,2,62,0,0,11,0,4,0,1,7
81,3,62,1,0,11,0,1,0,1,8
133,9,63,1,1,11,0,1,0,1,1
85,4,63,1,0,11,1,1,1,1,2
111,10,63,0,0,11,0,1,0,1,3
120,10,63,1,1,11,1,1,1,1,4
100,10,64,1,31,11,1,1,1,1,1
98,10,65,0,1,12,1,1,1,1,1
96,2,65,0,20,12,0,1,0,1,2
80,8,65,0,0,12,0,1,0,1,3
96,8,65,1,20,12,0,1,0,1,4
86,2,65,0,0,12,1,1,1,1,5
107,5,65,1,0,10,0,2,0,1,6
86,5,66,1,31,11,0,1,0,1,1
129,10,66,1,20,11,1,1,1,1,2
110,9,66,1,20,11,0,1,1,1,3
118,8,66,0,20,11,1,1,1,1,4
103,10,66,0,31,11,1,1,1,1,5
126,10,66,1,1,11,0,1,1,1,6
104,10,66,0,20,11,1,1,1,1,7
76,2,66,0,0,11,0,1,0,1,8
89,3,66,0,20,11,0,1,0,1,9
129,10,66,1,20,11,1,1,1,1,10
121,9,66,1,0,11,0,1,0,1,11
110,10,66,1,0,11,0,1,1,1,12
102,4,66,1,0,11,0,1,1,1,13
107,1,66,0,0,11,0,1,0,1,14
126,10,67,1,31,11,1,1,1,1,1
123,10,67,1,20,11,0,1,1,1,2
111,9,67,1,0,11,1,1,1,1,3
106,3,67,0,31,11,1,1,0,1,4
96,5,67,1,31,11,0,1,0,1,5
102,6,67,1,1,11,1,1,0,1,6
103,9,67,1,0,11,0,4,0,1,7
117,10,67,0,1,11,0,1,0,1,8
90,9,67,1,0,11,1,1,0,1,9
106,10,67,1,1,11,0,1,0,1,10
96,2,68,1,0,11,0,1,1,1,1
109,9,69,1,31,12,0,1,0,1,1
110,2,69,0,0,12,0,1,0,1,2
116,2,69,0,0,12,0,1,0,1,3
105,2,69,1,0,12,0,1,0,1,4
98,4,69,0,20,12,1,1,0,1,5
84,5,69,0,0,12,0,2,0,1,6
89,3,69,0,0,12,0,1,1,1,7
88,2,69,0,0,12,0,1,1,1,8
134,10,70,1,0,12,0,2,1,1,1
88,5,70,0,0,11,0,1,1,1,2
98,8,70,1,0,12,0,2,1,1,3
127,10,70,0,20,12,1,2,1,1,4
70,2,70,0,20,11,0,1,0,1,5
102,10,70,0,20,11,0,1,0,1,6
96,6,70,1,20,12,0,2,1,1,7
110,8,70,0,0,11,0,1,0,1,8
111,7,71,1,0,11,0,1,0,1,1
80,3,71,1,0,11,0,1,0,1,2
94,2,71,0,0,11,1,1,1,1,3
79,1,71,1,0,2,1,1,0,1,4
82,2,71,1,0,11,0,1,0,1,5
84,3,71,1,0,11,0,1,0,1,6
98,2,71,0,0,11,0,1,0,1,7
78,2,71,0,0,11,0,4,0,1,8
93,4,71,1,0,11,0,1,0,1,9
86,2,71,0,0,11,1,1,1,1,10
88,2,71,0,0,11,0,1,0,1,11
106,7,71,0,0,11,1,1,0,1,12
101,3,71,1,0,11,0,1,0,1,13
105,6,71,1,20,11,1,1,1,1,14
92,10,72,1,1,12,1,1,1,1,1
91,6,72,0,20,12,0,1,1,1,2
98,3,72,1,0,12,0,1,1,1,3
118,10,72,0,20,12,1,2,0,1,4
96,4,72,0,20,5,1,1,0,1,5
105,7,72,1,0,12,0,1,0,1,6
82,2,72,1,0,12,0,1,0,1,7
107,7,73,1,1,1,1,1,1,1,1
113,9,73,1,1,1,1,1,1,1,2
134,10,73,1,1,1,1,1,1,1,3
113,7,73,0,0,10,0,2,1,1,4
111,7,73,1,0,1,0,1,0,1,5
111,9,73,0,0,1,1,1,1,1,6
99,3,74,0,0,11,0,4,0,1,1
83,2,74,1,0,11,0,1,0,1,2
86,4,74,1,0,11,0,1,1,1,3
114,10,74,1,1,11,1,1,1,1,4
121,10,74,0,20,11,1,1,1,1,5
107,7,75,1,31,11,0,1,1,1,1
107,10,75,0,20,11,0,1,0,1,2
98,5,75,1,0,11,0,1,1,1,3
73,3,75,0,0,11,1,1,0,1,4
98,4,76,0,0,12,0,4,0,1,1
81,3,76,0,20,12,1,1,1,1,2
93,3,76,1,0,12,0,1,0,1,3
89,4,76,0,20,12,1,1,1,1,4
110,8,76,0,0,12,0,1,0,1,5
108,5,76,1,0,12,1,1,1,1,6
107,5,76,1,0,12,0,1,0,1,7
86,5,76,1,0,12,0,1,0,1,8
105,7,76,0,0,12,0,1,0,1,9
96,9,76,1,20,12,0,1,0,1,10
106,7,76,0,0,12,0,1,0,1,11
84,2,76,0,0,12,0,1,0,1,12
100,9,76,1,20,12,0,1,0,1,13
98,9,77,0,20,1,0,2,0,1,1
113,8,77,0,20,10,1,2,1,1,2
122,10,77,1,20,1,1,2,1,1,3
95,4,77,0,0,9,0,1,1,1,4
103,8,77,0,0,9,1,1,1,1,5
105,4,77,1,0,9,1,1,1,1,6
126,9,77,1,0,9,1,1,1,1,7
75,2,77,1,0,9,0,1,0,1,8
84,4,77,0,20,9,1,1,1,1,9
110,9,77,1,0,9,0,1,0,1,10
84,4,77,1,0,9,0,1,0,1,11
100,4,77,0,0,10,0,2,0,1,12
108,10,77,1,0,9,1,1,1,1,13
85,3,77,0,0,9,0,1,0,1,14
106,8,77,1,0,9,0,1,0,1,15
114,10,77,1,0,9,0,1,0,1,16
109,6,77,1,20,1,0,2,1,1,17
100,3,78,1,0,12,0,1,0,1,1
113,10,78,1,1,12,1,1,1,1,2
76,3,78,0,0,12,0,1,0,1,3
103,9,78,1,0,12,0,1,1,1,4
114,9,78,1,0,12,0,1,1,1,5
103,8,78,1,1,12,1,1,1,1,6
108,10,78,0,20,12,0,1,0,1,7
105,7,78,1,0,12,0,1,0,1,8
94,5,78,0,0,12,0,1,1,1,9
109,9,78,1,0,12,0,1,0,1,10
94,5,78,0,20,12,0,4,0,1,11
92,3,78,0,0,12,0,1,0,1,12
95,10,78,0,1,12,1,2,1,1,13
124,10,78,0,20,12,0,1,1,1,14
102,9,78,1,20,12,0,1,0,1,15
96,8,78,1,31,12,1,1,0,1,16
88,5,78,1,0,12,0,1,1,1,17
100,5,78,1,0,12,0,1,1,1,18
109,10,78,1,1,12,1,1,1,1,19
120,10,78,1,1,12,1,1,1,1,20
90,5,78,1,0,12,1,1,1,1,21
107,6,78,0,20,12,0,1,0,1,22
106,7,78,1,20,12,1,1,1,1,23
77,3,78,1,0,12,0,1,0,1,24
117,10,78,1,20,12,0,1,1,1,25
91,10,78,0,20,12,0,1,0,1,26
110,9,78,1,1,12,1,1,1,1,27
117,9,78,0,31,12,1,1,1,1,28
89,3,78,0,1,11,0,1,1,1,29
86,5,78,1,20,12,1,1,1,1,30
108,10,79,1,0,11,0,1,0,1,1
103,3,79,1,0,11,1,4,0,1,2
107,10,79,0,0,11,0,1,1,1,3
105,5,79,0,0,11,0,1,0,1,4
85,2,79,0,31,11,1,1,1,1,5
103,2,79,1,0,11,0,4,1,1,6
103,5,79,1,20,11,0,1,0,1,7
92,3,79,0,0,11,0,1,0,1,8
108,8,79,0,0,11,0,1,1,1,9
91,3,79,0,0,11,0,1,0,1,10
99,5,79,1,0,11,0,1,0,1,11
102,6,79,1,0,11,0,1,0,1,12
110,10,79,1,20,11,0,1,0,1,13
115,10,79,1,20,11,0,1,0,1,14
105,5,79,0,20,11,0,1,0,1,15
94,5,79,1,0,11,0,1,0,1,16
86,3,80,0,0,12,0,1,0,1,1
91,3,80,1,20,12,1,1,1,1,2
103,4,81,1,0,11,0,1,0,1,1
103,5,81,1,31,11,0,1,0,1,2
88,4,81,0,1,11,0,1,0,1,3
119,8,81,0,0,11,0,1,0,1,4
86,2,82,0,20,10,0,1,0,1,1
104,9,82,0,0,10,1,1,0,1,2
96,4,82,1,20,10,0,1,0,1,3
84,2,82,1,0,10,0,1,0,1,4
99,10,82,1,20,10,0,1,0,1,5
92,5,82,0,31,10,0,1,1,1,6
105,3,82,0,0,10,0,1,0,1,7
111,8,82,1,0,10,0,1,1,1,8
70,2,82,0,0,10,0,4,0,1,9
94,8,82,1,20,10,1,1,1,1,10
100,2,82,0,0,10,0,1,0,1,11
75,2,82,1,0,10,0,4,0,1,12
84,3,82,0,31,10,0,1,0,1,13
100,3,82,1,0,10,1,1,1,1,14
134,10,82,0,20,10,1,1,1,1,15
105,8,82,1,0,10,0,1,1,1,16
110,8,82,0,0,10,1,1,0,1,17
96,2,82,1,0,10,0,1,0,1,18
91,2,82,0,0,10,0,1,1,1,19
106,10,82,1,0,10,0,1,1,1,20
84,2,82,0,0,10,0,1,0,1,21
96,10,82,1,0,10,0,1,1,1,22
119,7,82,1,20,10,0,1,0,1,23
80,2,83,0,0,10,0,4,0,1,1
106,8,83,0,20,12,1,1,0,1,2
70,2,84,0,0,11,0,1,0,1,1
93,8,84,0,0,11,0,1,0,1,2
93,2,84,0,0,11,0,4,0,1,3
93,4,85,1,1,12,1,1,1,1,1
108,8,85,0,0,12,0,1,0,1,2
113,10,85,1,1,12,1,1,1,1,3
101,9,85,1,31,12,0,1,1,1,4
77,1,85,0,0,12,0,1,0,1,5
114,10,85,0,1,12,0,4,0,1,6
118,10,85,1,0,12,0,1,0,1,7
96,10,85,0,20,12,0,1,0,1,8
95,4,85,1,0,12,0,1,0,1,9
98,5,85,0,0,12,1,1,1,1,10
83,1,85,1,0,12,0,4,1,1,11
105,7,85,1,0,12,0,1,0,1,12
105,7,85,0,31,12,0,1,0,1,13
98,8,85,0,20,12,1,1,1,1,14
93,3,85,0,31,12,0,1,0,1,15
106,10,85,1,1,12,1,1,0,1,16
125,10,85,1,0,12,0,1,0,1,17
101,10,85,1,0,12,0,1,0,1,18
123,10,85,0,31,12,1,1,1,1,19
108,9,85,0,20,12,1,1,0,1,20
140,10,85,1,1,5,1,1,1,1,21
82,2,85,0,20,12,0,1,1,1,22
102,10,85,1,1,12,1,1,1,1,23
102,7,85,0,20,12,0,1,0,1,24
140,10,85,0,1,12,1,1,1,1,25
105,10,85,0,31,12,0,1,1,1,26
