exp,wks,occ,ind,south,smsa,ms,fem,union,ed,blk,lwage,nr,year
16,49,1,1,1,1,1,0,1,12,0,6.37673,125,1978
17,49,1,1,1,1,1,0,1,12,0,6.50129,125,1979
18,49,1,1,1,1,1,0,1,12,0,6.62007,125,1980
19,49,1,1,1,1,1,0,1,12,0,6.78672,125,1981
20,49,1,1,1,1,1,0,1,12,0,6.91672,125,1982
3,38,1,1,0,0,1,0,0,12,0,6.41673,126,1976
4,51,1,1,0,0,1,0,0,12,0,6.4892,126,1977
5,49,1,1,0,0,1,0,0,12,0,6.6174,126,1978
6,51,1,1,0,0,1,0,0,12,0,6.70564,126,1979
7,51,1,1,0,0,1,0,0,12,0,6.85646,126,1980
8,50,1,0,0,0,1,0,0,12,0,6.43775,126,1981
9,52,1,0,0,0,1,0,0,12,0,5.7462,126,1982
28,51,1,0,0,1,1,0,1,14,0,6.83518,127,1976
29,48,1,0,0,1,1,0,1,14,0,6.90575,127,1977
30,48,1,0,0,1,1,0,1,14,0,7.08171,127,1978
31,45,1,0,0,1,1,0,1,14,0,7.09838,127,1979
32,48,1,0,0,1,1,0,1,14,0,7.37776,127,1980
33,49,1,0,0,1,1,0,1,14,0,7.43838,127,1981
34,37,1,0,0,1,1,0,1,14,0,7.35244,127,1982
27,48,1,0,0,0,1,0,0,12,0,5.52146,128,1976
28,30,1,0,0,0,1,0,0,12,0,5.89715,128,1977
29,50,1,1,0,0,1,0,1,12,0,6.35611,128,1978
30,50,1,1,0,0,1,0,1,12,0,6.47697,128,1979
31,49,1,1,0,0,1,0,1,12,0,6.54679,128,1980
32,42,1,1,0,0,1,0,1,12,0,6.65673,128,1981
33,41,1,1,0,1,1,0,0,12,0,6.76273,128,1982
31,49,0,1,0,1,1,0,1,8,0,6.07074,129,1976
32,48,0,1,0,1,1,0,1,8,0,6.12687,129,1977
33,49,0,1,0,1,1,0,1,8,0,6.21461,129,1978
34,49,0,0,0,1,1,0,1,8,0,6.27288,129,1979
35,49,0,0,0,1,1,0,1,8,0,6.32794,129,1980
36,49,1,0,0,1,1,0,1,8,0,6.44413,129,1981
37,49,1,1,0,1,1,0,1,8,0,6.49072,129,1982
31,46,0,1,0,1,1,0,1,8,0,6.48311,130,1976
32,45,0,1,0,1,1,0,1,8,0,6.52503,130,1977
33,46,0,1,0,1,1,0,1,8,0,6.608,130,1978
34,46,0,0,0,1,1,0,1,8,0,6.71538,130,1979
35,46,0,0,0,1,1,0,1,8,0,6.84055,130,1980
36,46,0,1,0,1,1,0,1,8,0,6.96979,130,1981
37,46,1,1,0,1,1,0,1,8,0,7.04752,130,1982
30,45,1,1,0,1,1,0,1,8,0,6.48311,131,1976
31,43,1,1,0,1,1,0,1,8,0,6.55393,131,1977
32,45,1,1,0,1,1,0,1,8,0,6.59987,131,1978
33,45,1,1,0,1,1,0,1,8,0,6.7093,131,1979
34,43,1,1,0,1,1,0,1,8,0,6.85646,131,1980
35,38,1,1,0,1,1,0,1,8,0,6.96791,131,1981
36,41,1,1,0,1,1,0,1,8,0,7.06219,131,1982
21,51,0,0,1,0,1,0,0,17,0,6.90575,132,1976
22,51,0,0,1,0,1,0,0,17,0,6.90575,132,1977
23,50,0,0,1,0,1,0,0,17,0,7.43838,132,1978
24,50,0,0,1,0,1,0,0,17,0,7.49554,132,1979
25,51,0,0,1,0,1,0,0,17,0,7.57558,132,1980
26,46,0,0,1,0,1,0,0,17,0,7.64969,132,1981
27,50,0,0,1,0,1,0,0,17,0,7.54697,132,1982
19,51,1,1,1,1,1,0,1,12,1,6.32794,133,1976
20,50,1,1,1,1,1,0,1,12,1,6.47697,133,1977
21,50,1,1,1,1,1,0,1,12,1,6.58617,133,1978
22,50,1,1,1,1,1,0,1,12,1,6.68461,133,1979
23,50,1,1,1,1,1,0,1,12,1,6.68461,133,1980
24,50,1,1,1,1,1,0,1,12,1,6.94119,133,1981
25,40,1,1,1,1,1,0,1,12,1,7.04752,133,1982
4,47,1,1,0,0,0,0,1,12,0,5.72031,134,1976
5,48,1,1,0,0,0,0,1,12,0,5.95842,134,1977
6,51,1,1,0,0,0,0,1,12,0,6.02102,134,1978
7,49,1,1,0,0,0,0,1,12,0,6.21461,134,1979
8,49,1,1,0,0,0,0,1,12,0,6.29157,134,1980
9,48,1,1,0,0,0,0,1,12,0,6.37161,134,1981
10,49,1,1,0,0,0,0,1,12,0,6.45362,134,1982
15,49,0,0,0,0,1,0,0,12,0,6.65286,135,1976
16,49,0,0,0,0,1,0,0,12,0,6.77422,135,1977
17,47,0,0,0,0,1,0,0,12,0,7.09008,135,1978
18,48,0,1,0,0,1,0,0,12,0,6.90776,135,1979
19,48,0,1,0,0,1,0,0,12,0,7.10824,135,1980
20,48,0,1,0,0,1,0,0,12,0,7.0282,135,1981
21,48,0,1,0,0,1,0,0,12,0,7.31322,135,1982
20,48,0,1,0,1,1,0,0,13,0,6.90575,136,1976
21,51,0,1,0,1,1,0,0,13,0,6.57925,136,1977
22,50,0,1,0,1,1,0,0,13,0,7.18311,136,1978
23,51,0,1,0,1,1,0,0,13,0,7.31322,136,1979
24,49,0,1,0,1,1,0,0,13,0,7.40853,136,1980
25,47,0,0,0,1,1,0,0,13,0,7.38647,136,1981
26,48,0,1,0,1,1,0,0,13,0,7.64779,136,1982
23,49,1,1,0,1,1,0,0,11,0,6.63726,137,1976
24,49,1,1,0,1,1,0,0,11,0,6.78559,137,1977
25,49,1,1,0,1,1,0,0,11,0,6.91274,137,1978
26,49,1,1,0,1,1,0,0,11,0,6.98286,137,1979
27,50,1,1,0,1,1,0,0,11,0,6.95655,137,1980
28,49,1,1,0,1,1,0,0,11,0,7.0193,137,1981
29,50,1,1,0,1,1,0,0,11,0,7.25347,137,1982
23,47,0,0,0,1,1,0,0,16,0,6.90575,138,1976
24,48,0,0,0,1,1,0,0,16,0,6.90575,138,1977
25,48,0,0,0,1,1,0,0,16,0,7.46737,138,1978
26,49,0,0,0,1,1,0,0,16,0,7.50384,138,1979
27,45,0,0,0,1,1,0,0,16,0,7.58579,138,1980
28,48,0,0,0,1,1,0,0,16,0,7.66388,138,1981
29,47,0,1,0,1,1,0,0,16,0,7.46737,138,1982
4,51,0,0,0,0,0,0,0,16,0,6.43775,139,1976
5,51,0,0,0,0,0,0,0,16,0,6.62007,139,1977
6,51,0,0,0,0,0,0,0,16,0,6.62007,139,1978
7,50,0,0,0,0,0,0,0,16,0,6.77422,139,1979
8,51,0,0,0,0,0,0,0,16,0,7.1309,139,1980
9,49,0,0,0,1,0,0,0,16,0,7.1507,139,1981
10,49,0,0,0,1,1,0,0,16,0,7.24423,139,1982
10,44,1,1,1,0,1,0,1,9,0,6.23048,140,1976
11,48,1,1,1,0,1,0,1,9,0,6.33328,140,1977
12,48,1,1,1,0,1,0,1,9,0,6.36475,140,1978
13,49,1,1,1,0,1,0,1,9,0,6.45047,140,1979
14,48,1,1,1,0,1,0,1,9,0,6.57228,140,1980
15,38,1,1,1,0,1,0,1,9,0,6.99393,140,1981
16,52,1,1,1,0,1,0,1,9,0,7.21891,140,1982
15,46,1,1,0,0,1,0,0,8,0,5.8861,141,1976
16,44,1,0,0,0,1,0,0,8,0,5.78383,141,1977
17,45,1,0,0,0,1,0,0,8,0,5.99146,141,1978
18,51,1,0,0,0,1,0,0,8,0,6.10925,141,1979
19,50,1,0,0,0,1,0,0,8,0,6.32077,141,1980
20,50,1,0,0,0,1,0,0,8,0,6.43775,141,1981
21,49,1,0,0,0,1,0,0,8,0,6.50578,141,1982
35,47,0,1,0,1,1,0,0,16,0,6.72143,142,1976
36,45,0,1,0,1,1,0,0,16,0,6.68085,142,1977
37,48,0,1,0,1,1,0,0,16,0,6.72623,142,1978
38,47,0,1,0,1,1,0,0,16,0,6.8773,142,1979
39,47,0,1,0,1,1,0,0,16,0,6.8773,142,1980
40,47,0,1,0,1,1,0,0,16,0,6.9613,142,1981
41,47,0,1,0,1,1,0,0,16,0,7.10906,142,1982
34,50,1,1,0,1,1,0,0,12,0,6.37161,143,1976
35,49,1,1,0,1,1,0,0,12,0,6.47697,143,1977
36,49,1,1,0,1,1,0,0,12,0,6.58617,143,1978
37,49,1,1,0,1,1,0,0,12,0,6.68461,143,1979
38,48,1,1,0,1,1,0,0,12,0,6.81344,143,1980
39,48,1,1,0,1,1,0,0,12,0,6.8773,143,1981
40,48,1,1,0,1,1,0,0,12,0,6.96602,143,1982
7,49,0,1,0,1,1,0,0,14,0,6.23048,144,1976
8,50,0,1,0,1,1,0,0,14,0,6.30992,144,1977
9,49,0,1,0,1,1,0,0,14,0,6.39693,144,1978
10,49,0,1,0,0,1,0,0,14,0,6.62007,144,1979
11,49,0,1,0,0,1,0,0,14,0,6.77422,144,1980
12,48,0,1,0,0,1,0,0,14,0,6.74993,144,1981
13,48,0,1,0,0,1,0,0,14,0,7.17012,144,1982
19,48,0,0,0,1,1,0,0,16,0,6.77422,145,1976
20,49,0,1,0,1,1,0,0,16,0,6.90575,145,1977
21,49,0,1,0,1,1,0,0,16,0,7.31322,145,1978
22,49,0,0,0,1,1,0,0,16,0,7.49554,145,1979
23,49,0,0,0,1,1,0,0,16,0,6.91374,145,1980
24,49,0,1,0,1,1,0,0,16,0,7.10988,145,1981
25,49,0,0,0,1,1,0,0,16,0,7.39817,145,1982
36,48,0,1,0,0,1,0,0,15,0,6.90575,146,1976
37,48,0,1,0,0,1,0,0,15,0,6.90575,146,1977
38,48,0,1,0,0,1,0,0,15,0,7.1309,146,1978
39,48,0,1,0,0,1,0,0,15,0,7.17012,146,1979
40,48,0,1,0,0,1,0,0,15,0,7.24423,146,1980
41,48,0,1,0,0,1,0,0,15,0,7.31322,146,1981
42,48,0,1,0,0,1,0,0,15,0,7.40853,146,1982
12,47,0,1,0,0,1,0,0,12,0,6.47697,147,1976
13,48,0,1,0,0,1,0,0,12,0,6.61338,147,1977
14,48,0,1,0,0,1,0,0,12,0,6.72143,147,1978
15,48,0,0,0,0,1,0,0,12,0,7.00307,147,1979
16,47,0,1,0,0,1,0,0,12,0,7.00307,147,1980
17,49,0,1,0,0,1,0,0,12,0,7.19818,147,1981
18,47,0,1,0,0,1,0,0,12,0,7.21008,147,1982
4,45,1,0,0,1,1,0,0,14,0,5.75257,148,1976
5,50,0,0,0,1,1,0,0,14,0,5.75257,148,1977
6,50,0,0,0,1,1,0,0,14,0,6.23441,148,1978
7,47,0,0,0,1,1,0,0,14,0,6.47697,148,1979
8,51,0,0,0,1,1,0,0,14,0,6.62007,148,1980
9,50,0,0,0,1,1,0,0,14,0,6.95655,148,1981
10,49,0,0,0,1,1,0,0,14,0,6.86693,148,1982
6,36,0,0,0,1,1,0,1,16,0,6.53669,149,1976
7,36,0,0,0,1,1,0,1,16,0,6.84162,149,1977
8,36,0,0,0,1,1,0,1,16,0,6.68461,149,1978
9,36,0,0,0,1,0,0,1,16,0,6.84055,149,1979
10,39,0,0,0,1,0,0,1,16,0,6.90776,149,1980
11,36,0,0,0,1,0,0,1,16,0,6.85646,149,1981
12,37,0,0,0,1,0,0,1,16,0,6.90776,149,1982
16,48,1,0,0,1,1,0,1,12,0,6.27099,150,1976
17,37,1,1,0,1,1,0,1,12,0,6.53959,150,1977
18,32,1,1,0,1,1,0,1,12,0,6.56667,150,1978
19,47,1,1,0,1,1,0,1,12,0,6.59578,150,1979
20,40,1,1,0,1,1,0,1,12,0,6.83841,150,1980
21,42,1,1,0,1,1,0,1,12,0,6.94022,150,1981
22,5,1,1,0,1,1,0,1,12,0,6.80351,150,1982
20,50,1,0,1,0,1,0,0,16,0,6.30992,151,1976
21,50,1,0,1,0,1,0,0,16,0,6.43294,151,1977
22,46,1,0,1,0,1,0,0,16,0,6.48158,151,1978
23,49,1,0,1,0,1,0,0,16,0,6.60665,151,1979
24,50,1,0,1,0,1,0,0,16,0,6.63332,151,1980
25,48,0,0,1,0,1,0,0,16,0,6.74524,151,1981
26,46,1,0,1,0,1,0,0,16,0,6.82763,151,1982
4,50,1,0,1,0,1,0,0,8,1,5.4161,152,1976
5,44,1,0,1,0,1,0,0,8,1,5.45959,152,1977
6,48,1,0,1,0,1,0,0,8,1,5.45959,152,1978
7,43,1,0,1,0,0,0,0,8,1,5.57973,152,1979
8,6,1,0,1,0,0,0,0,8,1,5.70378,152,1980
9,6,1,0,1,0,0,0,0,8,1,5.70378,152,1981
10,35,1,0,1,0,0,0,0,8,1,5.70378,152,1982
13,49,1,0,0,1,1,0,0,12,0,6.22456,153,1976
14,37,1,0,0,1,1,0,0,12,0,6.30992,153,1977
15,49,1,0,0,1,1,0,0,12,0,6.30992,153,1978
16,48,1,0,0,1,1,0,0,12,0,6.38519,153,1979
17,22,1,0,0,1,1,0,0,12,0,6.43455,153,1980
18,50,1,0,0,1,1,0,0,12,0,6.55108,153,1981
19,48,1,0,0,1,0,0,0,12,0,6.68461,153,1982
12,50,0,0,1,1,0,0,0,17,0,6.74524,154,1976
13,44,0,0,1,1,0,0,0,17,0,6.72743,154,1977
14,50,0,0,1,1,0,0,0,17,0,6.88244,154,1978
15,45,0,0,1,1,1,0,0,17,0,6.92756,154,1979
16,44,0,0,1,1,0,0,0,17,0,6.89972,154,1980
17,51,0,0,1,1,0,0,0,17,0,7.02731,154,1981
18,49,0,0,1,1,0,0,0,17,0,7.1309,154,1982
3,49,0,0,0,1,1,0,0,16,0,6.52209,155,1976
4,46,0,0,0,1,1,0,0,16,0,6.68461,155,1977
5,48,0,0,0,1,1,0,0,16,0,6.80239,155,1978
6,48,0,0,0,1,1,0,0,16,0,7.00307,155,1979
7,48,0,0,0,1,1,0,0,16,0,7.00307,155,1980
8,48,0,0,0,1,1,0,0,16,0,7.27932,155,1981
9,48,0,1,0,1,1,0,0,16,0,7.37776,155,1982
33,47,0,0,0,0,1,0,0,13,0,6.65286,156,1976
34,47,0,0,0,0,1,0,0,13,0,6.77422,156,1977
35,47,0,0,0,0,1,0,0,13,0,6.80239,156,1978
36,47,0,0,0,0,1,0,0,13,0,6.85646,156,1979
37,48,0,0,0,0,1,0,0,13,0,7.00307,156,1980
38,48,1,0,0,0,1,0,0,13,0,7.09008,156,1981
39,48,1,0,0,0,1,0,0,13,0,7.06902,156,1982
8,48,1,1,0,0,1,0,1,12,0,6.54535,157,1976
9,51,0,1,0,0,1,0,1,12,0,6.45362,157,1977
10,49,0,1,0,0,1,0,1,12,0,6.57786,157,1978
11,49,0,1,0,0,1,0,1,12,0,6.67456,157,1979
12,50,1,1,0,0,1,0,1,12,0,6.77308,157,1980
13,50,0,1,0,0,1,0,1,12,0,6.86901,157,1981
14,50,1,1,0,0,1,0,1,12,0,6.90776,157,1982
29,46,1,1,0,1,1,0,0,12,0,6.63857,158,1976
30,47,1,1,0,1,1,0,0,12,0,6.68461,158,1977
31,47,1,1,0,1,1,0,0,12,0,6.7334,158,1978
32,47,1,1,0,1,1,0,0,12,0,6.88244,158,1979
33,47,1,1,0,1,1,0,0,12,0,6.9256,158,1980
34,47,1,1,0,1,1,0,0,12,0,7.04141,158,1981
35,47,1,1,0,1,1,0,0,12,0,7.08841,158,1982
30,49,0,1,0,0,1,0,0,12,0,6.55108,159,1976
31,49,0,1,0,0,1,0,0,12,0,6.58617,159,1977
32,49,0,0,0,0,1,0,0,12,0,6.65286,159,1978
33,52,0,1,0,0,1,0,0,12,0,6.43775,159,1979
34,48,0,1,0,0,1,0,0,12,0,6.62007,159,1980
35,50,0,1,0,0,1,0,0,12,0,6.80239,159,1981
36,49,1,1,0,0,1,0,1,12,0,6.68461,159,1982
25,38,0,0,0,1,1,0,1,17,0,6.62007,160,1976
26,40,0,0,0,1,1,0,1,17,0,6.80239,160,1977
27,39,0,0,0,1,1,0,1,17,0,6.85646,160,1978
28,38,0,0,0,1,1,0,1,17,0,6.90776,160,1979
29,39,0,0,0,1,1,0,1,17,0,6.95655,160,1980
30,39,0,0,0,1,1,0,1,17,0,7.09008,160,1981
31,35,0,0,0,1,1,0,1,17,0,7.1507,160,1982
9,50,1,0,0,0,1,0,0,12,0,6.10925,161,1976
10,52,1,0,0,0,1,0,0,12,0,6.21461,161,1977
11,52,1,0,0,0,1,0,0,12,0,6.21461,161,1978
12,52,1,0,0,0,1,0,0,12,0,6.5582,161,1979
13,52,1,0,0,0,1,0,0,12,0,6.66568,161,1980
14,46,1,0,0,0,1,0,0,12,0,6.86171,161,1981
15,52,1,0,0,0,1,0,0,12,0,6.97073,161,1982
8,50,1,0,0,1,1,0,0,12,0,5.743,162,1976
9,38,1,0,0,1,1,0,0,12,0,6.05209,162,1977
10,49,0,0,0,1,1,0,0,12,0,6.07993,162,1978
11,49,1,0,0,1,1,0,0,12,0,6.30992,162,1979
12,51,1,0,0,1,1,0,0,12,0,6.39693,162,1980
13,51,1,0,0,1,1,0,0,12,0,6.47697,162,1981
14,49,1,0,0,1,0,0,0,12,0,6.51471,162,1982
10,50,1,1,1,1,1,0,1,12,0,6.04025,163,1976
11,52,1,1,1,1,1,0,1,12,0,6.18415,163,1977
12,51,1,1,1,1,1,0,1,12,0,6.21461,163,1978
13,49,1,1,1,1,1,0,1,12,0,6.30992,163,1979
14,49,1,1,1,1,1,0,1,12,0,6.4552,163,1980
15,50,1,1,1,1,1,0,1,12,0,6.52209,163,1981
16,49,1,1,1,1,1,0,1,12,0,6.64249,163,1982
10,49,1,1,1,1,0,1,0,11,1,6.07304,164,1976
11,46,1,1,1,1,0,1,0,11,1,6.19441,164,1977
12,50,1,1,1,1,0,1,0,11,1,6.31897,164,1978
13,50,1,1,1,1,0,1,0,11,1,6.39526,164,1979
14,46,1,1,1,1,0,1,0,11,1,6.47697,164,1980
15,45,1,1,1,1,0,1,0,11,1,6.59715,164,1981
16,41,1,1,1,1,0,1,0,11,1,6.69208,164,1982
37,50,1,1,0,0,1,0,1,12,0,6.17794,165,1976
38,50,1,1,0,0,1,0,1,12,0,6.31716,165,1977
39,50,1,1,0,0,1,0,1,12,0,6.41182,165,1978
40,50,1,1,0,0,1,0,1,12,0,6.39693,165,1979
41,40,1,1,0,0,1,0,1,12,0,6.51471,165,1980
42,48,1,1,0,0,1,0,1,12,0,6.61338,165,1981
43,45,1,1,0,0,1,0,1,12,0,6.67834,165,1982
10,50,0,0,0,1,1,0,0,15,0,6.71538,166,1976
11,48,0,0,0,1,1,0,0,15,0,6.78559,166,1977
12,48,0,0,0,1,1,0,0,15,0,6.88449,166,1978
13,47,0,0,0,1,1,0,0,15,0,7.00307,166,1979
14,43,0,0,0,1,1,0,0,15,0,7.09008,166,1980
15,49,0,0,0,1,1,0,0,15,0,7.17012,166,1981
16,48,0,0,0,1,1,0,0,15,0,7.29302,166,1982
10,20,1,0,0,0,0,1,0,10,0,5.01064,167,1976
11,30,1,0,0,0,0,1,0,10,0,5.01064,167,1977
12,36,1,0,0,0,0,1,0,10,0,5.52146,167,1978
13,52,1,0,0,0,0,1,0,10,0,5.66988,167,1979
14,52,1,0,0,0,0,1,0,10,0,5.73657,167,1980
15,29,1,0,0,0,0,1,0,10,0,5.81413,167,1981
16,40,1,0,0,0,0,1,0,10,0,5.81413,167,1982
3,40,0,0,0,1,1,0,0,17,0,6.23245,168,1976
4,42,0,0,0,1,1,0,0,17,0,6.57925,168,1977
5,44,0,0,0,1,1,0,1,17,0,6.65286,168,1978
6,48,0,0,0,1,1,0,1,17,0,6.74524,168,1979
7,48,0,0,0,1,1,0,0,17,0,7.49554,168,1980
8,48,0,0,0,1,1,0,0,17,0,8.16052,168,1981
9,50,0,0,0,1,1,0,0,17,0,8.3082,168,1982
25,50,0,0,1,0,1,0,0,17,0,6.90575,169,1976
26,50,0,0,1,0,1,0,0,17,0,6.90575,169,1977
27,51,0,0,1,0,1,0,0,17,0,7.40853,169,1978
28,51,0,0,1,0,1,0,0,17,0,7.46737,169,1979
29,51,0,0,1,0,1,0,0,17,0,7.52294,169,1980
30,49,0,0,1,0,1,0,0,17,0,7.46737,169,1981
31,50,0,0,1,0,1,0,0,17,0,7.57558,169,1982
24,39,1,0,1,0,1,0,0,9,0,5.67332,170,1976
25,47,1,0,1,0,1,0,0,9,0,5.7462,170,1977
26,49,1,0,1,0,1,0,0,9,0,5.82895,170,1978
27,50,1,0,1,0,1,0,0,9,0,6.07993,170,1979
28,52,1,0,1,0,1,0,0,9,0,5.99146,170,1980
29,49,1,0,1,0,1,0,0,9,0,5.99146,170,1981
30,49,1,0,1,0,1,0,0,9,0,6.13773,170,1982
12,51,1,0,0,1,0,0,0,12,1,5.99146,171,1976
13,51,1,0,0,1,0,0,0,12,1,5.92693,171,1977
14,50,1,0,0,1,0,0,0,12,1,6.07993,171,1978
15,49,0,0,0,1,0,0,0,12,1,6.07993,171,1979
16,45,0,0,0,1,0,0,0,12,1,6.2634,171,1980
17,52,0,0,0,1,0,0,0,12,1,6.43775,171,1981
18,28,0,0,0,1,0,0,0,12,1,6.55108,171,1982
10,48,0,1,0,1,1,0,0,16,0,6.90575,172,1976
11,47,0,1,0,1,1,0,0,16,0,6.90575,172,1977
12,47,0,1,0,1,1,0,0,16,0,7.22766,172,1978
13,46,0,1,0,1,1,0,0,16,0,7.29302,172,1979
14,48,0,1,0,1,1,0,0,16,0,7.33368,172,1980
15,49,0,0,0,1,1,0,0,16,0,7.57353,172,1981
16,50,0,0,0,1,1,0,0,16,0,7.27101,172,1982
28,48,0,1,0,1,1,0,0,16,0,6.90575,173,1976
29,46,0,1,0,1,1,0,0,16,0,6.90575,173,1977
30,46,0,1,0,1,1,0,0,16,0,7.34601,173,1978
31,49,0,1,0,1,1,0,0,16,0,7.31322,173,1979
32,44,0,1,0,1,1,0,0,16,0,7.55486,173,1980
33,48,0,1,0,1,1,0,0,16,0,7.71869,173,1981
34,43,0,1,0,1,1,0,0,16,0,7.69621,173,1982
5,28,1,1,0,1,0,0,1,12,0,6.08222,174,1976
6,40,0,1,0,1,0,0,1,12,0,6.51323,174,1977
7,29,1,1,0,1,0,0,1,12,0,6.62141,174,1978
8,46,1,1,0,1,0,0,1,12,0,6.6995,174,1979
9,48,1,1,0,1,0,0,1,12,0,6.79571,174,1980
10,49,1,1,0,1,0,0,1,12,0,6.89669,174,1981
11,48,1,1,0,1,0,0,1,12,0,6.99668,174,1982
3,49,0,0,0,1,0,1,0,12,0,5.96615,175,1976
4,50,0,0,0,1,0,1,0,12,0,6.11147,175,1977
5,48,0,0,0,1,0,1,0,12,0,6.17379,175,1978
6,49,0,0,0,1,0,1,0,12,0,6.22059,175,1979
7,48,0,0,0,1,0,1,0,12,0,6.28972,175,1980
8,50,0,0,0,1,0,1,0,12,0,6.36475,175,1981
9,49,0,0,0,1,0,1,0,12,0,6.72743,175,1982
4,50,1,0,0,0,1,0,0,14,0,6.43615,176,1976
5,50,0,0,0,0,1,0,0,14,0,6.65929,176,1977
6,50,0,0,0,0,1,0,0,14,0,6.74524,176,1978
7,50,0,0,0,0,1,0,0,14,0,6.85646,176,1979
8,50,0,0,0,0,1,0,0,14,0,6.90776,176,1980
9,49,0,0,0,0,1,0,0,14,0,7.1333,176,1981
10,47,0,0,0,0,1,0,0,14,0,7.21891,176,1982
19,49,0,0,0,1,0,1,0,15,0,6.77422,177,1976
20,51,0,0,0,1,0,1,0,15,0,6.82546,177,1977
21,48,0,0,0,1,0,1,0,15,0,6.07993,177,1978
22,49,0,0,0,1,0,1,0,15,0,6.90776,177,1979
23,47,0,0,0,1,0,1,0,15,0,6.21461,177,1980
24,52,0,0,0,1,0,1,0,15,0,6.70073,177,1981
25,50,0,0,0,1,0,1,0,15,0,6.59304,177,1982
3,49,1,1,0,0,1,0,0,9,0,6.10032,178,1976
4,48,1,1,0,0,1,0,0,9,0,6.15698,178,1977
5,49,1,1,0,0,1,0,0,9,0,6.24222,178,1978
6,50,1,1,0,0,1,0,0,9,0,6.38351,178,1979
7,51,1,1,0,0,1,0,0,9,0,6.42487,178,1980
8,47,1,1,0,0,1,0,0,9,0,6.57228,178,1981
9,49,1,1,0,0,1,0,0,9,0,6.75693,178,1982
20,47,1,0,0,0,1,0,0,16,0,5.7462,179,1976
21,47,1,0,0,0,1,0,0,16,0,5.92693,179,1977
22,49,1,0,0,0,1,0,0,16,0,6.01616,179,1978
23,50,1,0,0,0,1,0,0,16,0,5.94803,179,1979
24,46,1,0,0,0,1,0,0,16,0,6.05209,179,1980
25,48,1,0,0,0,1,0,0,16,0,6.32436,179,1981
26,49,1,0,0,0,1,0,0,16,0,6.3699,179,1982
11,48,0,0,0,1,1,0,0,12,0,6.28972,180,1976
12,48,0,0,0,1,1,0,0,12,0,6.39693,180,1977
13,50,0,0,0,0,1,0,0,12,0,6.54535,180,1978
14,50,0,0,0,1,1,0,0,12,0,6.73102,180,1979
15,51,0,0,0,1,1,0,0,12,0,7.49332,180,1980
16,50,0,0,0,1,1,0,0,12,0,6.73102,180,1981
17,50,0,0,0,1,1,0,0,12,0,6.98286,180,1982
14,46,1,1,1,0,1,0,1,12,0,6.55108,181,1976
15,26,0,1,1,0,1,0,0,12,0,6.86693,181,1977
16,50,0,1,1,0,1,0,0,12,0,6.9256,181,1978
17,49,0,1,1,0,1,0,0,12,0,7.06476,181,1979
18,49,1,1,1,0,1,0,0,12,0,7.1309,181,1980
19,49,1,1,1,0,1,0,0,12,0,7.43838,181,1981
20,32,1,1,1,0,1,0,1,12,0,7.14441,181,1982
8,51,1,0,1,0,1,1,0,14,0,5.85793,182,1976
9,51,1,0,1,0,1,1,0,14,0,5.8861,182,1977
10,51,1,0,1,0,1,1,0,14,0,5.99146,182,1978
11,50,1,0,1,0,1,1,0,14,0,6.02828,182,1979
12,50,1,0,1,0,1,1,0,14,0,6.10925,182,1980
13,50,1,0,1,0,0,1,0,14,0,6.16331,182,1981
14,51,1,0,1,0,0,1,0,14,0,6.21461,182,1982
10,36,1,0,1,0,0,1,0,8,0,5.42053,183,1976
11,36,1,0,1,0,0,1,0,8,0,5.51745,183,1977
12,39,1,0,1,0,0,1,0,8,0,5.19296,183,1978
13,36,1,0,1,0,0,1,0,8,0,5.34711,183,1979
14,35,1,0,1,0,0,1,0,8,0,5.64191,183,1980
15,38,1,0,1,0,0,1,0,8,0,5.65948,183,1981
16,41,1,0,1,0,0,1,0,8,0,5.75257,183,1982
25,47,1,1,0,1,1,0,0,12,0,6.55393,184,1976
26,47,1,1,0,1,1,0,0,12,0,6.71538,184,1977
27,47,1,1,0,1,1,0,0,12,0,6.62407,184,1978
28,47,1,1,0,1,1,0,0,12,0,6.83087,184,1979
29,47,1,1,0,1,1,0,0,12,0,6.95655,184,1980
30,47,1,1,0,1,1,0,1,12,0,6.7901,184,1981
31,47,1,1,0,1,1,0,1,12,0,7.09008,184,1982
23,48,1,0,0,0,1,0,1,12,0,6.55108,185,1976
24,49,1,0,0,0,1,0,1,12,0,6.62007,185,1977
25,48,1,0,0,0,1,0,1,12,0,6.70564,185,1978
26,48,1,0,0,0,1,0,1,12,0,6.78559,185,1979
27,46,1,0,0,0,1,0,1,12,0,6.88857,185,1980
28,46,1,0,0,0,1,0,1,12,0,7.0076,185,1981
29,47,1,0,0,0,1,0,1,12,0,7.11233,185,1982
35,45,1,0,0,1,1,0,0,12,0,6.80239,186,1976
36,45,1,0,0,1,1,0,0,12,0,6.85646,186,1977
37,45,1,0,0,1,1,0,0,12,0,6.98008,186,1978
38,46,1,0,0,1,1,0,0,12,0,7.09589,186,1979
39,44,1,0,0,1,1,0,0,12,0,7.48829,186,1980
40,44,1,0,0,1,1,0,0,12,0,7.45124,186,1981
41,30,1,1,0,1,1,0,1,12,0,7.47873,186,1982
22,47,1,0,0,1,0,0,1,12,0,6.90575,187,1976
23,49,1,0,0,1,1,0,1,12,0,6.90575,187,1977
24,45,1,0,0,1,1,0,1,12,0,7.11639,187,1978
25,26,1,0,0,1,1,0,1,12,0,7.07412,187,1979
