year,grade,math,retained,female,black,hispanic,size,lowinc,mobility,school,child
-0.5,1,-0.921,N,M,N,N,417,17.2,22.2,AU,Nw
0.5,1,-0.197,Y,M,N,N,417,17.2,22.2,AU,Nw
0.5,2,1.146,N,M,N,N,417,17.2,22.2,AU,Nx
1.5,3,1.498,N,M,N,N,417,17.2,22.2,AU,Nx
2.5,4,2.6,N,M,N,N,417,17.2,22.2,AU,Nx
0.5,2,0.114,N,F,N,Y,417,17.2,22.2,AU,Ny
1.5,3,0.751,N,F,N,Y,417,17.2,22.2,AU,Ny
2.5,4,1.623,N,F,N,Y,417,17.2,22.2,AU,Ny
-0.5,1,-2.136,N,M,N,N,417,17.2,22.2,AU,Nz
0.5,1,-1.352,Y,M,N,N,417,17.2,22.2,AU,Nz
1.5,2,-0.883,N,M,N,N,417,17.2,22.2,AU,Nz
2.5,3,0.938,N,M,N,N,417,17.2,22.2,AU,Nz
-0.5,1,-2.162,N,F,Y,N,526,100.0,55.4,AV,O0
0.5,2,-1.34,N,F,Y,N,526,100.0,55.4,AV,O0
1.5,3,-0.563,N,F,Y,N,526,100.0,55.4,AV,O0
-1.5,0,-2.377,N,M,Y,N,526,100.0,55.4,AV,O1
-0.5,1,-1.464,N,M,Y,N,526,100.0,55.4,AV,O1
0.5,2,-1.34,N,M,Y,N,526,100.0,55.4,AV,O1
1.5,3,-0.403,N,M,Y,N,526,100.0,55.4,AV,O1
2.5,4,0.148,N,M,Y,N,526,100.0,55.4,AV,O1
-2.5,0,-3.068,N,M,Y,N,526,100.0,55.4,AV,O2
-1.5,0,-1.538,Y,M,Y,N,526,100.0,55.4,AV,O2
-0.5,1,-1.757,N,M,Y,N,526,100.0,55.4,AV,O2
0.5,2,-2.27,N,M,Y,N,526,100.0,55.4,AV,O2
1.5,3,-1.484,N,M,Y,N,526,100.0,55.4,AV,O2
-1.5,0,-1.538,N,F,Y,N,526,100.0,55.4,AV,O3
-0.5,1,-1.12,N,F,Y,N,526,100.0,55.4,AV,O3
0.5,2,-0.928,N,F,Y,N,526,100.0,55.4,AV,O3
1.5,3,0.128,N,F,Y,N,526,100.0,55.4,AV,O3
2.5,4,1.199,N,F,Y,N,526,100.0,55.4,AV,O3
-1.5,0,-2.377,N,F,Y,N,526,100.0,55.4,AV,O4
-0.5,1,-1.378,N,F,Y,N,526,100.0,55.4,AV,O4
0.5,2,-0.522,N,F,Y,N,526,100.0,55.4,AV,O4
-1.5,0,-2.732,N,M,Y,N,526,100.0,55.4,AV,O5
-0.5,1,-1.694,N,M,Y,N,526,100.0,55.4,AV,O5
0.5,2,-2.14,N,M,Y,N,526,100.0,55.4,AV,O5
-1.5,0,-1.538,N,F,Y,N,526,100.0,55.4,AV,O6
-0.5,1,-1.568,N,F,Y,N,526,100.0,55.4,AV,O6
0.5,2,-0.316,N,F,Y,N,526,100.0,55.4,AV,O6
1.5,3,0.403,N,F,Y,N,526,100.0,55.4,AV,O6
2.5,4,1.25,N,F,Y,N,526,100.0,55.4,AV,O6
-1.5,0,-2.188,N,F,Y,N,526,100.0,55.4,AV,O7
-0.5,1,-2.265,N,F,Y,N,526,100.0,55.4,AV,O7
0.5,2,-1.34,N,F,Y,N,526,100.0,55.4,AV,O7
1.5,3,0.021,N,F,Y,N,526,100.0,55.4,AV,O7
2.5,4,0.699,N,F,Y,N,526,100.0,55.4,AV,O7
-1.5,0,-2.188,N,F,Y,N,526,100.0,55.4,AV,O8
-0.5,1,-0.785,N,F,Y,N,526,100.0,55.4,AV,O8
0.5,2,-0.316,N,F,Y,N,526,100.0,55.4,AV,O8
1.5,3,0.459,N,F,Y,N,526,100.0,55.4,AV,O8
2.5,4,2.164,N,F,Y,N,526,100.0,55.4,AV,O8
-1.5,0,-1.538,N,F,Y,N,526,100.0,55.4,AV,O9
-0.5,1,-0.273,N,F,Y,N,526,100.0,55.4,AV,O9
0.5,2,0.716,N,F,Y,N,526,100.0,55.4,AV,O9
-0.5,1,-1.12,N,M,Y,N,526,100.0,55.4,AV,OA
0.5,2,-0.316,N,M,Y,N,526,100.0,55.4,AV,OA
1.5,3,-0.456,N,M,Y,N,526,100.0,55.4,AV,OA
2.5,4,0.848,N,M,Y,N,526,100.0,55.4,AV,OA
-1.5,0,-1.276,N,F,Y,N,526,100.0,55.4,AV,OB
-0.5,1,-0.988,N,F,Y,N,526,100.0,55.4,AV,OB
0.5,2,0.343,N,F,Y,N,526,100.0,55.4,AV,OB
1.5,3,0.811,N,F,Y,N,526,100.0,55.4,AV,OB
2.5,4,1.794,N,F,Y,N,526,100.0,55.4,AV,OB
-1.5,0,-1.772,N,F,Y,N,526,100.0,55.4,AV,OC
-0.5,1,-1.378,N,F,Y,N,526,100.0,55.4,AV,OC
0.5,2,-1.03,N,F,Y,N,526,100.0,55.4,AV,OC
1.5,3,0.128,N,F,Y,N,526,100.0,55.4,AV,OC
2.5,4,1.354,N,F,Y,N,526,100.0,55.4,AV,OC
-1.5,0,-1.772,N,M,Y,N,526,100.0,55.4,AV,OD
-0.5,1,-0.112,N,M,Y,N,526,100.0,55.4,AV,OD
0.5,2,0.227,N,M,Y,N,526,100.0,55.4,AV,OD
1.5,3,0.632,N,M,Y,N,526,100.0,55.4,AV,OD
2.5,4,1.047,N,M,Y,N,526,100.0,55.4,AV,OD
-0.5,1,-1.689,N,F,N,N,788,75.3,14.3,AW,OE
0.5,2,-0.419,N,F,N,N,788,75.3,14.3,AW,OE
1.5,3,0.573,N,F,N,N,788,75.3,14.3,AW,OE
2.5,4,0.402,N,F,N,N,788,75.3,14.3,AW,OE
-1.5,0,-3.068,N,M,Y,N,788,75.3,14.3,AW,OF
-0.5,1,-1.966,N,M,Y,N,788,75.3,14.3,AW,OF
0.5,2,-1.446,N,M,Y,N,788,75.3,14.3,AW,OF
-1.5,0,-0.974,N,M,N,Y,788,75.3,14.3,AW,OG
-0.5,1,-0.497,N,M,N,Y,788,75.3,14.3,AW,OG
0.5,2,0.114,N,M,N,Y,788,75.3,14.3,AW,OG
1.5,3,0.936,N,M,N,Y,788,75.3,14.3,AW,OG
2.5,4,1.794,N,M,N,Y,788,75.3,14.3,AW,OG
-1.5,0,-2.188,N,F,N,Y,788,75.3,14.3,AW,OH
-0.5,1,-0.942,N,F,N,Y,788,75.3,14.3,AW,OH
0.5,2,-0.316,N,F,N,Y,788,75.3,14.3,AW,OH
1.5,3,1.273,N,F,N,Y,788,75.3,14.3,AW,OH
2.5,4,0.452,N,F,N,Y,788,75.3,14.3,AW,OH
-1.5,0,-1.276,N,M,N,N,788,75.3,14.3,AW,OI
-0.5,1,-0.619,N,M,N,N,788,75.3,14.3,AW,OI
0.5,2,-0.105,N,M,N,N,788,75.3,14.3,AW,OI
1.5,3,0.873,N,M,N,N,788,75.3,14.3,AW,OI
2.5,4,1.047,N,M,N,N,788,75.3,14.3,AW,OI
-1.5,0,-1.987,N,M,N,Y,788,75.3,14.3,AW,OJ
-0.5,1,-0.84,N,M,N,Y,788,75.3,14.3,AW,OJ
0.5,2,0.716,N,M,N,Y,788,75.3,14.3,AW,OJ
1.5,3,1.421,N,M,N,Y,788,75.3,14.3,AW,OJ
2.5,4,0.148,N,M,N,Y,788,75.3,14.3,AW,OJ
-1.5,0,-1.772,N,M,N,N,788,75.3,14.3,AW,OK
-0.5,1,-1.303,N,M,N,N,788,75.3,14.3,AW,OK
0.5,2,-0.316,N,M,N,N,788,75.3,14.3,AW,OK
1.5,3,0.347,N,M,N,N,788,75.3,14.3,AW,OK
2.5,4,1.047,N,M,N,N,788,75.3,14.3,AW,OK
-1.5,0,-0.126,N,F,N,Y,788,75.3,14.3,AW,OL
-0.5,1,0.148,N,F,N,Y,788,75.3,14.3,AW,OL
0.5,2,1.678,N,F,N,Y,788,75.3,14.3,AW,OL
1.5,3,3.207,N,F,N,Y,788,75.3,14.3,AW,OL
2.5,4,3.163,N,F,N,Y,788,75.3,14.3,AW,OL
-1.5,0,-2.188,N,M,N,Y,788,75.3,14.3,AW,OM
-0.5,1,-0.365,N,M,N,Y,788,75.3,14.3,AW,OM
0.5,2,0.852,N,M,N,Y,788,75.3,14.3,AW,OM
1.5,3,2.14,N,M,N,Y,788,75.3,14.3,AW,OM
2.5,4,1.794,N,M,N,Y,788,75.3,14.3,AW,OM
-1.5,0,-0.06,N,F,Y,N,788,75.3,14.3,AW,ON
-0.5,1,0.546,N,F,Y,N,788,75.3,14.3,AW,ON
0.5,2,1.678,N,F,Y,N,788,75.3,14.3,AW,ON
-1.5,0,-1.276,N,F,Y,N,788,75.3,14.3,AW,OO
-0.5,1,-0.427,N,F,Y,N,788,75.3,14.3,AW,OO
0.5,2,0.343,N,F,Y,N,788,75.3,14.3,AW,OO
1.5,3,0.873,N,F,Y,N,788,75.3,14.3,AW,OO
2.5,4,1.568,N,F,Y,N,788,75.3,14.3,AW,OO
-1.5,0,-0.974,N,M,N,Y,788,75.3,14.3,AW,OP
-0.5,1,-0.427,N,M,N,Y,788,75.3,14.3,AW,OP
0.5,2,0.995,N,M,N,Y,788,75.3,14.3,AW,OP
1.5,3,1.839,N,M,N,Y,788,75.3,14.3,AW,OP
2.5,4,1.973,N,M,N,Y,788,75.3,14.3,AW,OP
-1.5,0,-0.608,N,M,Y,N,788,75.3,14.3,AW,OQ
-0.5,1,0.893,N,M,Y,N,788,75.3,14.3,AW,OQ
0.5,2,1.678,N,M,Y,N,788,75.3,14.3,AW,OQ
1.5,3,2.254,N,M,Y,N,788,75.3,14.3,AW,OQ
2.5,4,2.6,N,M,Y,N,788,75.3,14.3,AW,OQ
-1.5,0,-1.276,N,M,N,N,788,75.3,14.3,AW,OR
-0.5,1,0.058,N,M,N,N,788,75.3,14.3,AW,OR
0.5,2,0.716,N,M,N,N,788,75.3,14.3,AW,OR
1.5,3,1.001,N,M,N,N,788,75.3,14.3,AW,OR
2.5,4,1.973,N,M,N,N,788,75.3,14.3,AW,OR
-1.5,0,-0.608,N,F,N,N,788,75.3,14.3,AW,OS
-0.5,1,0.338,N,F,N,N,788,75.3,14.3,AW,OS
0.5,2,1.485,N,F,N,N,788,75.3,14.3,AW,OS
1.5,3,2.034,N,F,N,N,788,75.3,14.3,AW,OS
2.5,4,1.794,N,F,N,N,788,75.3,14.3,AW,OS
-0.5,1,-1.218,N,F,N,N,788,75.3,14.3,AW,OT
0.5,2,-0.623,N,F,N,N,788,75.3,14.3,AW,OT
1.5,3,0.573,N,F,N,N,788,75.3,14.3,AW,OT
2.5,4,0.848,N,F,N,N,788,75.3,14.3,AW,OT
-1.5,0,-0.733,N,M,N,N,788,75.3,14.3,AW,OU
-0.5,1,1.548,N,M,N,N,788,75.3,14.3,AW,OU
0.5,2,1.894,N,M,N,N,788,75.3,14.3,AW,OU
-1.5,0,-1.538,N,F,Y,N,788,75.3,14.3,AW,OV
-0.5,1,-0.497,N,F,Y,N,788,75.3,14.3,AW,OV
0.5,2,-0.105,N,F,Y,N,788,75.3,14.3,AW,OV
1.5,3,1.066,N,F,Y,N,788,75.3,14.3,AW,OV
-1.5,0,-1.218,N,F,N,Y,788,75.3,14.3,AW,OW
-0.5,1,0.777,N,F,N,Y,788,75.3,14.3,AW,OW
0.5,2,2.79,N,F,N,Y,788,75.3,14.3,AW,OW
1.5,3,3.775,N,F,N,Y,788,75.3,14.3,AW,OW
2.5,4,5.766,N,F,N,Y,788,75.3,14.3,AW,OW
-1.5,0,-1.276,N,M,N,Y,788,75.3,14.3,AW,OX
-0.5,1,1.325,N,M,N,Y,788,75.3,14.3,AW,OX
0.5,2,1.146,N,M,N,Y,788,75.3,14.3,AW,OX
1.5,3,1.934,N,M,N,Y,788,75.3,14.3,AW,OX
2.5,4,2.521,N,M,N,Y,788,75.3,14.3,AW,OX
-1.5,0,-1.987,N,F,Y,N,641,84.8,38.2,AX,OY
-0.5,1,-1.185,N,F,Y,N,641,84.8,38.2,AX,OY
0.5,2,-1.446,N,F,Y,N,641,84.8,38.2,AX,OY
1.5,3,-0.297,N,F,Y,N,641,84.8,38.2,AX,OY
2.5,4,0.65,N,F,Y,N,641,84.8,38.2,AX,OY
0.5,2,0.227,N,M,Y,N,641,84.8,38.2,AX,OZ
1.5,3,1.498,N,M,Y,N,641,84.8,38.2,AX,OZ
2.5,4,1.912,N,M,Y,N,641,84.8,38.2,AX,OZ
-0.5,1,-0.194,N,M,Y,N,641,84.8,38.2,AX,Oa
0.5,2,0.995,N,M,Y,N,641,84.8,38.2,AX,Oa
1.5,3,0.403,N,M,Y,N,641,84.8,38.2,AX,Oa
-2.5,0,-3.887,N,M,Y,N,641,84.8,38.2,AX,Ob
-1.5,0,-2.032,Y,M,Y,N,641,84.8,38.2,AX,Ob
-0.5,1,-1.185,N,M,Y,N,641,84.8,38.2,AX,Ob
0.5,2,-1.34,N,M,Y,N,641,84.8,38.2,AX,Ob
1.5,3,-0.509,N,M,Y,N,641,84.8,38.2,AX,Ob
2.5,4,0.997,N,M,Y,N,641,84.8,38.2,AX,Ob
-2.5,0,-2.596,N,M,Y,N,641,84.8,38.2,AX,Oc
-1.5,0,-2.474,Y,M,Y,N,641,84.8,38.2,AX,Oc
-0.5,1,-1.694,N,M,Y,N,641,84.8,38.2,AX,Oc
0.5,2,-0.928,N,M,Y,N,641,84.8,38.2,AX,Oc
1.5,3,-0.509,N,M,Y,N,641,84.8,38.2,AX,Oc
2.5,4,0.551,N,M,Y,N,641,84.8,38.2,AX,Oc
-1.5,0,-1.76,N,M,Y,N,641,84.8,38.2,AX,Od
-0.5,1,0.338,N,M,Y,N,641,84.8,38.2,AX,Od
0.5,2,0.463,N,M,Y,N,641,84.8,38.2,AX,Od
1.5,3,0.691,N,M,Y,N,641,84.8,38.2,AX,Od
2.5,4,1.852,N,M,Y,N,641,84.8,38.2,AX,Od
-1.5,0,-3.068,N,F,Y,N,641,84.8,38.2,AX,Oe
-0.5,1,-1.898,N,F,Y,N,641,84.8,38.2,AX,Oe
0.5,2,-1.778,N,F,Y,N,641,84.8,38.2,AX,Oe
-1.5,0,-2.657,N,F,Y,N,641,84.8,38.2,AX,Of
-0.5,1,-1.441,N,F,Y,N,641,84.8,38.2,AX,Of
0.5,2,-2.14,N,F,Y,N,641,84.8,38.2,AX,Of
1.5,3,-0.35,N,F,Y,N,641,84.8,38.2,AX,Of
-1.5,0,-2.732,N,F,Y,N,641,84.8,38.2,AX,Og
-0.5,1,-1.568,N,F,Y,N,641,84.8,38.2,AX,Og
0.5,1,-0.945,Y,F,Y,N,641,84.8,38.2,AX,Og
1.5,2,0.294,N,F,Y,N,641,84.8,38.2,AX,Og
-0.5,1,-1.505,N,F,Y,N,641,84.8,38.2,AX,Oh
0.5,2,-1.446,N,F,Y,N,641,84.8,38.2,AX,Oh
1.5,3,-0.456,N,F,Y,N,641,84.8,38.2,AX,Oh
2.5,4,0.402,N,F,Y,N,641,84.8,38.2,AX,Oh
-1.5,0,-2.351,N,M,Y,N,641,84.8,38.2,AX,Oi
-0.5,1,-0.574,N,M,Y,N,641,84.8,38.2,AX,Oi
0.5,2,0.003,N,M,Y,N,641,84.8,38.2,AX,Oi
1.5,3,0.074,N,M,Y,N,641,84.8,38.2,AX,Oi
2.5,4,1.098,N,M,Y,N,641,84.8,38.2,AX,Oi
-1.5,0,-3.395,N,M,Y,N,641,84.8,38.2,AX,Oj
-0.5,0,-3.232,Y,M,Y,N,641,84.8,38.2,AX,Oj
0.5,1,-2.423,N,M,Y,N,641,84.8,38.2,AX,Oj
-1.5,0,-4.228,N,M,Y,N,641,84.8,38.2,AX,Ok
-0.5,1,-2.528,N,M,Y,N,641,84.8,38.2,AX,Ok
0.5,2,-1.03,N,M,Y,N,641,84.8,38.2,AX,Ok
1.5,2,-1.485,Y,M,Y,N,641,84.8,38.2,AX,Ok
2.5,3,-0.759,N,M,Y,N,641,84.8,38.2,AX,Ok
-2.5,0,-3.887,N,F,Y,N,641,84.8,38.2,AX,Ol
-1.5,0,-2.839,Y,F,Y,N,641,84.8,38.2,AX,Ol
-0.5,1,-2.596,N,F,Y,N,641,84.8,38.2,AX,Ol
0.5,2,-1.236,N,F,Y,N,641,84.8,38.2,AX,Ol
1.5,3,-0.456,N,F,Y,N,641,84.8,38.2,AX,Ol
2.5,4,0.601,N,F,Y,N,641,84.8,38.2,AX,Ol
-1.5,0,-1.772,N,M,Y,N,641,84.8,38.2,AX,Om
-0.5,1,-1.25,N,M,Y,N,641,84.8,38.2,AX,Om
0.5,2,-0.522,N,M,Y,N,641,84.8,38.2,AX,Om
1.5,3,0.873,N,M,Y,N,641,84.8,38.2,AX,Om
2.5,4,1.46,N,M,Y,N,641,84.8,38.2,AX,Om
-1.5,0,-2.377,N,M,Y,N,641,84.8,38.2,AX,On
-0.5,1,0.12,N,M,Y,N,641,84.8,38.2,AX,On
0.5,2,0.114,N,M,Y,N,641,84.8,38.2,AX,On
1.5,3,0.237,N,M,Y,N,641,84.8,38.2,AX,On
2.5,4,0.997,N,M,Y,N,641,84.8,38.2,AX,On
-1.5,0,-2.732,N,F,Y,N,641,84.8,38.2,AX,Oo
-0.5,0,-3.068,Y,F,Y,N,641,84.8,38.2,AX,Oo
0.5,1,-2.174,N,F,Y,N,641,84.8,38.2,AX,Oo
1.5,2,-1.183,N,F,Y,N,641,84.8,38.2,AX,Oo
2.5,3,-0.703,N,F,Y,N,641,84.8,38.2,AX,Oo
-1.5,0,-2.778,N,F,Y,N,641,84.8,38.2,AX,Op
-0.5,1,-1.378,N,F,Y,N,641,84.8,38.2,AX,Op
0.5,2,-1.132,N,F,Y,N,641,84.8,38.2,AX,Op
1.5,3,-0.297,N,F,Y,N,641,84.8,38.2,AX,Op
-2.5,0,-3.395,N,M,Y,N,641,84.8,38.2,AX,Oq
-1.5,0,-2.778,Y,M,Y,N,641,84.8,38.2,AX,Oq
-0.5,1,-1.12,N,M,Y,N,641,84.8,38.2,AX,Oq
0.5,2,-1.555,N,M,Y,N,641,84.8,38.2,AX,Oq
-0.5,1,-1.054,N,F,Y,N,641,84.8,38.2,AX,Or
0.5,2,-0.316,N,F,Y,N,641,84.8,38.2,AX,Or
1.5,3,-0.086,N,F,Y,N,641,84.8,38.2,AX,Or
-1.5,0,-2.732,N,M,Y,N,641,84.8,38.2,AX,Os
-0.5,1,-1.384,N,M,Y,N,641,84.8,38.2,AX,Os
0.5,2,-1.132,N,M,Y,N,641,84.8,38.2,AX,Os
-2.5,0,-3.395,N,M,Y,N,641,84.8,38.2,AX,Ot
-1.5,0,-2.718,Y,M,Y,N,641,84.8,38.2,AX,Ot
-0.5,1,-1.76,N,M,Y,N,641,84.8,38.2,AX,Ot
0.5,2,-1.446,N,M,Y,N,641,84.8,38.2,AX,Ot
1.5,3,-1.296,N,M,Y,N,641,84.8,38.2,AX,Ot
-1.5,0,-2.902,N,F,Y,N,641,84.8,38.2,AX,Ou
-0.5,1,-1.441,N,F,Y,N,641,84.8,38.2,AX,Ou
0.5,2,-0.211,N,F,Y,N,641,84.8,38.2,AX,Ou
1.5,3,1.134,N,F,Y,N,641,84.8,38.2,AX,Ou
2.5,4,2.035,N,F,Y,N,641,84.8,38.2,AX,Ou
-0.5,1,-2.072,N,M,Y,N,641,84.8,38.2,AX,Ov
0.5,2,-1.446,N,M,Y,N,641,84.8,38.2,AX,Ov
1.5,3,-0.244,N,M,Y,N,641,84.8,38.2,AX,Ov
2.5,4,0.097,N,M,Y,N,641,84.8,38.2,AX,Ov
-1.5,0,-1.987,N,M,Y,N,641,84.8,38.2,AX,Ow
-0.5,1,-0.574,N,M,Y,N,641,84.8,38.2,AX,Ow
0.5,2,-0.623,N,M,Y,N,641,84.8,38.2,AX,Ow
1.5,3,1.066,N,M,Y,N,641,84.8,38.2,AX,Ow
2.5,4,0.798,N,M,Y,N,641,84.8,38.2,AX,Ow
-0.5,1,-1.694,N,F,Y,N,588,93.6,41.9,AY,Ox
0.5,2,-0.211,N,F,Y,N,588,93.6,41.9,AY,Ox
1.5,3,-0.403,N,F,Y,N,588,93.6,41.9,AY,Ox
2.5,4,0.501,N,F,Y,N,588,93.6,41.9,AY,Ox
-2.5,0,-4.055,N,M,Y,N,588,93.6,41.9,AY,Oy
-1.5,0,-2.839,Y,M,Y,N,588,93.6,41.9,AY,Oy
-0.5,1,-3.249,N,M,Y,N,588,93.6,41.9,AY,Oy
0.5,2,-1.894,N,M,Y,N,588,93.6,41.9,AY,Oy
1.5,3,-1.484,N,M,Y,N,588,93.6,41.9,AY,Oy
2.5,4,-1.552,N,M,Y,N,588,93.6,41.9,AY,Oy
-2.5,0,-3.395,N,M,Y,N,588,93.6,41.9,AY,Oz
-1.5,0,-3.021,Y,M,Y,N,588,93.6,41.9,AY,Oz
-0.5,1,-3.676,N,M,Y,N,588,93.6,41.9,AY,Oz
0.5,2,-1.446,N,M,Y,N,588,93.6,41.9,AY,Oz
1.5,3,-1.685,N,M,Y,N,588,93.6,41.9,AY,Oz
2.5,4,-1.462,N,M,Y,N,588,93.6,41.9,AY,Oz
-2.5,0,-3.558,N,F,Y,N,588,93.6,41.9,AY,P0
-1.5,0,-2.839,Y,F,Y,N,588,93.6,41.9,AY,P0
-0.5,1,-2.265,N,F,Y,N,588,93.6,41.9,AY,P0
-1.5,0,-2.413,N,F,Y,N,588,93.6,41.9,AY,P1
-0.5,1,-1.694,N,F,Y,N,588,93.6,41.9,AY,P1
0.5,2,-1.446,N,F,Y,N,588,93.6,41.9,AY,P1
1.5,3,-0.889,N,F,Y,N,588,93.6,41.9,AY,P1
2.5,4,0.749,N,F,Y,N,588,93.6,41.9,AY,P1
-1.5,0,-3.395,N,M,Y,N,588,93.6,41.9,AY,P2
-0.5,1,-2.265,N,M,Y,N,588,93.6,41.9,AY,P2
0.5,2,-1.894,N,M,Y,N,588,93.6,41.9,AY,P2
1.5,3,-0.67,N,M,Y,N,588,93.6,41.9,AY,P2
2.5,4,-0.396,N,M,Y,N,588,93.6,41.9,AY,P2
-1.5,0,-1.384,N,F,Y,N,588,93.6,41.9,AY,P3
-0.5,1,-1.054,N,F,Y,N,588,93.6,41.9,AY,P3
0.5,2,-0.928,N,F,Y,N,588,93.6,41.9,AY,P3
1.5,3,-0.403,N,F,Y,N,588,93.6,41.9,AY,P3
0.5,2,1.309,N,F,Y,N,588,93.6,41.9,AY,P4
1.5,3,1.661,N,F,Y,N,588,93.6,41.9,AY,P4
2.5,4,2.164,N,F,Y,N,588,93.6,41.9,AY,P4
-1.5,0,-2.032,N,F,Y,N,588,93.6,41.9,AY,P5
-0.5,1,-0.988,N,F,Y,N,588,93.6,41.9,AY,P5
0.5,2,-0.316,N,F,Y,N,588,93.6,41.9,AY,P5
-1.5,0,-2.188,N,M,Y,N,588,93.6,41.9,AY,P6
-0.5,1,-1.314,N,M,Y,N,588,93.6,41.9,AY,P6
0.5,1,-1.237,Y,M,Y,N,588,93.6,41.9,AY,P6
1.5,2,-1.364,N,M,Y,N,588,93.6,41.9,AY,P6
2.5,3,0.688,N,M,Y,N,588,93.6,41.9,AY,P6
-1.5,0,-2.288,N,M,Y,N,588,93.6,41.9,AY,P7
-0.5,1,-1.819,N,M,Y,N,588,93.6,41.9,AY,P7
0.5,2,-0.522,N,M,Y,N,588,93.6,41.9,AY,P7
-1.5,0,-2.718,N,M,Y,N,588,93.6,41.9,AY,P8
-0.5,1,-2.2,N,M,Y,N,588,93.6,41.9,AY,P8
0.5,2,-2.406,N,M,Y,N,588,93.6,41.9,AY,P8
-1.5,0,-2.778,N,F,Y,N,588,93.6,41.9,AY,P9
-0.5,1,-1.882,N,F,Y,N,588,93.6,41.9,AY,P9
0.5,2,-0.928,N,F,Y,N,588,93.6,41.9,AY,P9
1.5,3,-0.032,N,F,Y,N,588,93.6,41.9,AY,P9
2.5,4,1.148,N,F,Y,N,588,93.6,41.9,AY,P9
-1.5,0,-2.351,N,M,Y,N,588,93.6,41.9,AY,PA
-0.5,1,-1.185,N,M,Y,N,588,93.6,41.9,AY,PA
0.5,2,0.343,N,M,Y,N,588,93.6,41.9,AY,PA
1.5,3,1.498,N,M,Y,N,588,93.6,41.9,AY,PA
2.5,4,1.568,N,M,Y,N,588,93.6,41.9,AY,PA
-1.5,0,-2.032,N,F,Y,N,588,93.6,41.9,AY,PB
-0.5,1,-1.12,N,F,Y,N,588,93.6,41.9,AY,PB
0.5,2,-0.725,N,F,Y,N,588,93.6,41.9,AY,PB
1.5,3,-0.139,N,F,Y,N,588,93.6,41.9,AY,PB
-1.5,0,-2.162,N,F,Y,N,588,93.6,41.9,AY,PC
-0.5,1,-1.185,N,F,Y,N,588,93.6,41.9,AY,PC
0.5,2,-0.419,N,F,Y,N,588,93.6,41.9,AY,PC
1.5,3,-0.244,N,F,Y,N,588,93.6,41.9,AY,PC
-1.5,0,-2.413,N,F,Y,N,588,93.6,41.9,AY,PD
-0.5,1,-1.946,N,F,Y,N,588,93.6,41.9,AY,PD
0.5,2,-1.446,N,F,Y,N,588,93.6,41.9,AY,PD
-1.5,0,-2.596,N,F,Y,N,588,93.6,41.9,AY,PE
-0.5,1,-1.819,N,F,Y,N,588,93.6,41.9,AY,PE
0.5,2,-0.928,N,F,Y,N,588,93.6,41.9,AY,PE
1.5,3,0.691,N,F,Y,N,588,93.6,41.9,AY,PE
-1.5,0,-3.659,N,F,Y,N,588,93.6,41.9,AY,PF
-0.5,1,-1.819,N,F,Y,N,588,93.6,41.9,AY,PF
0.5,2,-0.928,N,F,Y,N,588,93.6,41.9,AY,PF
1.5,3,0.632,N,F,Y,N,588,93.6,41.9,AY,PF
2.5,4,1.098,N,F,Y,N,588,93.6,41.9,AY,PF
-0.5,2,-2.015,N,F,Y,N,588,93.6,41.9,AY,PG
0.5,3,-0.533,N,F,Y,N,588,93.6,41.9,AY,PG
1.5,4,0.182,N,F,Y,N,588,93.6,41.9,AY,PG
2.5,5,0.583,N,F,Y,N,588,93.6,41.9,AY,PG
-2.5,0,-4.228,N,M,Y,N,588,93.6,41.9,AY,PH
-1.5,0,-2.778,Y,M,Y,N,588,93.6,41.9,AY,PH
-0.5,2,-1.819,N,M,Y,N,588,93.6,41.9,AY,PH
-2.5,0,-3.232,N,M,Y,N,588,93.6,41.9,AY,PI
-1.5,0,-2.535,Y,M,Y,N,588,93.6,41.9,AY,PI
-0.5,1,-0.854,N,M,Y,N,588,93.6,41.9,AY,PI
0.5,1,-1.121,N,M,Y,N,588,93.6,41.9,AY,PJ
1.5,2,0.529,N,M,Y,N,588,93.6,41.9,AY,PJ
2.5,3,1.429,N,M,Y,N,588,93.6,41.9,AY,PJ
-2.5,0,-5.219,N,M,Y,N,588,93.6,41.9,AY,PK
-1.5,0,-4.175,Y,M,Y,N,588,93.6,41.9,AY,PK
-0.5,1,-3.33,N,M,Y,N,588,93.6,41.9,AY,PK
0.5,2,-1.894,N,M,Y,N,588,93.6,41.9,AY,PK
-2.5,0,-3.721,N,F,Y,N,588,93.6,41.9,AY,PL
-1.5,0,-2.96,Y,F,Y,N,588,93.6,41.9,AY,PL
-0.5,1,-3.249,N,F,Y,N,588,93.6,41.9,AY,PL
0.5,2,-1.446,N,F,Y,N,588,93.6,41.9,AY,PL
1.5,3,0.237,N,F,Y,N,588,93.6,41.9,AY,PL
2.5,4,0.097,N,F,Y,N,588,93.6,41.9,AY,PL
-1.5,0,-3.144,N,M,Y,N,588,93.6,41.9,AY,PM
-0.5,1,-2.33,N,M,Y,N,588,93.6,41.9,AY,PM
0.5,2,-1.34,N,M,Y,N,588,93.6,41.9,AY,PM
-1.5,0,-1.966,N,M,Y,N,588,93.6,41.9,AY,PN
-0.5,1,-1.314,N,M,Y,N,588,93.6,41.9,AY,PN
0.5,2,-0.725,N,M,Y,N,588,93.6,41.9,AY,PN
1.5,3,0.873,N,M,Y,N,588,93.6,41.9,AY,PN
