ms,hh,depend,age,f1040a,f1040ez,tpi,txrt,mr,emp,prep,tax,subject,time,lntpi,lntax
1,0,2,1,0,0,14960.539,12.0,16.0,0,1,306.06354,57,3,9.613172,5.7270546
1,0,3,0,1,0,34117.42,28.0,28.0,0,0,4670.8374,58,3,10.437563,8.449307
0,1,3,0,0,0,34279.113,32.0,32.0,0,1,5176.131,59,3,10.442291,8.552007
0,0,1,0,0,1,22472.57,26.0,26.0,0,0,3654.4753,60,3,10.020051,8.203981
1,0,2,0,0,0,23384.986,22.0,22.0,0,0,2790.1829,61,3,10.05985,7.934221
1,0,2,0,0,0,41064.484,33.0,33.0,0,0,6935.515,62,3,10.622899,8.844555
1,0,3,0,0,0,53077.96,38.0,38.0,0,1,10038.499,63,3,10.879517,9.214282
1,0,2,0,0,0,47121.27,33.0,38.0,0,0,6824.8315,64,3,10.76048,8.828469
1,0,2,0,0,0,84703.56,38.0,45.0,0,1,13291.627,65,3,11.346913,9.494965
0,0,1,0,0,1,12282.002,18.0,18.0,0,0,1318.5756,66,3,9.41589,7.1850653
1,0,5,0,0,0,23110.684,16.0,18.0,0,1,1648.7007,67,3,10.04805,7.408349
1,0,3,0,0,0,130703.56,45.0,49.0,1,1,29518.768,68,3,11.780687,10.292815
0,1,1,0,1,0,8788.258,14.0,14.0,0,0,580.3657,69,3,9.081172,6.3653803
1,0,3,0,0,0,30948.99,25.0,25.0,1,1,3436.9585,70,3,10.3400955,8.142633
1,0,2,0,1,0,22827.719,22.0,22.0,0,1,2461.9827,71,3,10.03573,7.8091283
1,0,3,0,0,0,56036.574,33.0,38.0,0,0,8412.897,72,3,10.93376,9.03764
0,0,1,0,0,1,12022.137,18.0,18.0,0,0,1266.6025,73,3,9.394505,7.1448827
1,0,2,0,0,0,47017.324,33.0,38.0,0,1,7814.2446,74,3,10.758271,8.963832
1,0,2,0,1,0,20817.133,18.0,18.0,0,1,2304.1387,75,3,9.943532,7.742896
1,0,3,0,1,0,29585.178,25.0,25.0,0,1,4086.6218,76,3,10.295029,8.315719
1,0,2,0,1,0,13302.214,14.0,14.0,0,0,1021.1742,77,3,9.495686,6.929687
1,0,2,0,1,0,11515.881,14.0,14.0,0,0,771.89606,78,3,9.351482,6.6501446
0,1,2,0,1,0,6256.978,12.0,12.0,0,0,0.0,79,3,8.741452,0.0
0,0,1,0,0,0,10549.566,11.0,16.0,0,1,86.62175,80,3,9.26384,4.473029
1,0,3,0,0,0,52572.668,33.0,38.0,0,0,8313.764,81,3,10.869951,9.025788
0,0,1,1,0,0,9644.851,15.0,15.0,0,1,720.88544,82,3,9.174179,6.5818663
1,0,2,0,0,0,68833.49,28.0,42.0,0,1,4886.429,83,3,11.139445,8.494422
1,0,3,0,0,0,41282.0,33.0,33.0,0,1,6062.56,84,3,10.628181,8.7100525
1,0,3,0,1,0,5232.9165,0.0,0.0,0,0,0.0,85,3,8.562724,0.0
1,0,4,0,0,0,38960.54,25.0,33.0,0,1,3882.5793,86,3,10.570305,8.264512
1,0,5,0,0,0,19310.875,12.0,16.0,0,1,421.5592,87,3,9.868423,6.0463295
1,0,2,1,0,0,118717.04,49.0,49.0,1,1,31693.936,88,3,11.684498,10.363913
1,0,3,0,0,0,50400.387,33.0,38.0,0,1,8205.967,89,3,10.827754,9.012739
0,0,1,0,1,0,10655.4375,16.0,16.0,0,1,1046.1982,90,3,9.273826,6.9538736
0,0,1,0,0,0,10452.358,15.0,16.0,0,0,713.1857,91,3,9.254582,6.571143
0,0,1,0,0,0,8039.461,15.0,15.0,0,1,0.0,92,3,8.992117,0.0
1,0,3,0,0,0,32148.219,25.0,28.0,0,1,3690.0867,93,3,10.378113,8.213676
1,0,5,0,0,0,24311.838,22.0,22.0,1,1,2419.6343,94,3,10.098719,7.791785
1,0,5,0,0,0,35521.656,25.0,28.0,0,1,3742.0596,95,3,10.477898,8.227658
1,0,4,0,0,0,47269.49,33.0,33.0,0,1,7098.1714,96,3,10.76362,8.867733
1,0,4,0,1,0,11521.655,14.0,14.0,0,0,475.45718,97,3,9.351984,6.166378
1,0,2,0,0,0,23527.43,18.0,22.0,0,1,1720.8855,98,3,10.065923,7.451175
1,0,5,0,0,0,35410.008,25.0,28.0,0,0,3223.2917,99,3,10.47475,8.078468
0,0,1,1,0,0,23736.285,26.0,26.0,0,1,3391.723,100,3,10.07476,8.129388
0,0,1,1,0,0,34266.6,30.0,34.0,0,1,3984.6006,101,3,10.441926,8.290443
0,0,1,0,0,1,2663.1377,0.0,0.0,0,0,0.0,102,3,7.8872604,0.0
1,0,2,0,0,0,26843.12,22.0,25.0,0,1,3250.2407,103,3,10.197764,8.086792
0,0,1,0,0,1,15920.115,23.0,23.0,0,0,2042.3484,104,3,9.675339,7.622345
0,0,1,0,1,0,25263.715,30.0,30.0,0,0,4459.095,105,3,10.137124,8.4029255
0,0,1,0,0,0,6604.4272,12.0,14.0,1,0,188.64293,106,3,8.795496,5.245143
0,0,1,0,0,0,30514.918,26.0,34.0,0,0,3323.388,107,3,10.325971,8.109041
0,0,1,0,0,1,2997.1125,0.0,0.0,0,0,0.0,108,3,8.005404,0.0
0,1,2,0,0,0,20226.18,24.0,24.0,0,1,2548.6045,109,3,9.914733,7.8436937
1,0,2,0,0,0,47964.39,28.0,38.0,0,0,5503.3687,110,3,10.778214,8.613297
0,1,2,0,1,0,21986.525,24.0,24.0,0,0,3033.6863,111,3,9.998185,8.017863
1,0,4,0,0,0,41358.035,28.0,33.0,0,0,4980.7505,112,3,10.630022,8.513536
1,0,2,0,0,0,26603.465,22.0,25.0,0,0,2772.8584,113,3,10.188797,7.9279947
1,0,2,0,0,0,38207.89,33.0,33.0,0,1,6427.334,114,3,10.550797,8.768471
1,0,2,0,0,0,31721.848,22.0,28.0,1,1,2620.7893,115,3,10.364761,7.871612
0,1,3,0,1,0,20722.81,24.0,24.0,0,0,2051.9731,116,3,9.938991,7.627044
0,0,1,0,0,0,37086.62,38.0,38.0,0,1,8360.924,117,3,10.521011,9.031444
0,0,1,0,0,0,16658.326,15.0,23.0,0,0,692.01154,118,3,9.720665,6.5410466
1,0,3,0,0,0,26320.5,22.0,22.0,0,1,3139.5574,119,3,10.178103,8.0521555
1,0,2,1,0,0,100892.2,42.0,45.0,0,0,21135.707,120,3,11.521808,9.958767
1,0,3,0,0,0,27214.629,18.0,25.0,1,1,2364.774,121,3,10.21151,7.7688603
1,0,5,0,0,0,1802.695,0.0,0.0,1,1,0.0,122,3,7.497038,0.0
1,0,4,0,0,0,38305.1,28.0,33.0,0,0,5384.9854,123,3,10.553338,8.591556
0,0,1,0,1,0,21988.451,26.0,26.0,0,0,3541.8672,124,3,9.998273,8.172691
1,0,5,0,0,0,36597.69,22.0,28.0,0,0,3171.3186,125,3,10.50774,8.062218
0,1,2,0,1,0,8814.244,12.0,14.0,0,0,0.0,126,3,9.084125,0.0
1,0,4,0,0,0,23163.62,16.0,18.0,1,1,1602.5024,127,3,10.050338,7.3799458
1,0,4,0,1,0,31240.615,25.0,25.0,0,1,4230.991,128,3,10.349474,8.350428
0,0,1,1,0,0,8623.677,15.0,15.0,0,0,563.0414,129,3,9.062266,6.335128
1,0,2,0,0,0,44000.0,33.0,33.0,0,1,6126.083,130,3,10.691945,8.720474
0,0,1,0,0,0,23841.193,26.0,30.0,0,0,3779.5957,131,3,10.07917,8.237637
1,0,3,0,1,0,10699.711,12.0,14.0,0,0,131.85756,132,3,9.277972,4.8892775
1,0,2,0,0,0,13570.741,14.0,16.0,0,1,534.1675,133,3,9.515672,6.28258
1,0,2,1,0,0,31416.746,14.0,25.0,0,1,468.7199,134,3,10.355097,6.152137
1,0,4,0,0,0,26301.252,22.0,22.0,0,1,2461.9827,135,3,10.177372,7.8091283
1,0,4,0,0,0,72939.37,33.0,42.0,0,1,8888.3545,136,3,11.197384,9.092609
0,1,3,0,1,0,14861.405,18.0,18.0,0,0,853.7055,137,3,9.606523,6.7507567
1,0,5,0,1,0,17554.379,14.0,16.0,0,0,444.65833,138,3,9.773059,6.0995526
1,0,5,0,0,0,21282.965,14.0,18.0,1,0,404.23483,139,3,9.965662,6.0044665
1,0,3,1,0,0,14128.008,14.0,14.0,0,0,711.2608,140,3,9.555915,6.5684443
1,0,2,0,0,0,47860.44,28.0,38.0,0,0,5419.6343,141,3,10.776045,8.597968
0,0,1,0,0,1,8676.612,15.0,15.0,0,0,720.88544,142,3,9.068386,6.5818663
1,0,2,1,0,0,142326.28,49.0,49.0,0,1,39470.645,143,3,11.865877,10.583338
0,0,1,0,0,1,6124.1577,14.0,14.0,0,0,357.0741,144,3,8.719996,5.88074
1,0,4,0,0,0,15309.913,14.0,16.0,0,1,806.54474,145,3,9.636256,6.6939983
1,0,2,0,0,0,48056.785,28.0,38.0,0,0,4966.314,146,3,10.780139,8.510634
1,0,3,0,0,0,23162.656,18.0,22.0,0,0,1697.7864,147,3,10.050297,7.4376693
0,0,1,0,0,0,6073.1475,0.0,14.0,0,1,0.0,148,3,8.711632,0.0
1,0,4,0,0,0,31415.785,16.0,25.0,0,0,1469.6824,149,3,10.355065,7.293482
0,0,1,0,0,0,18499.52,20.0,26.0,0,1,1738.2098,150,3,9.8255,7.461186
1,0,5,0,0,0,35917.227,25.0,28.0,1,0,2488.9316,151,3,10.488973,7.8200107
0,0,1,0,1,0,4083.7344,0.0,11.0,0,0,0.0,152,3,8.314767,0.0
0,0,1,0,0,0,6743.9844,11.0,14.0,1,1,11.549567,153,3,8.816406,2.5296862
0,0,1,0,0,0,16162.656,23.0,23.0,0,1,1953.8018,154,3,9.690458,7.578044
1,0,3,0,0,0,12028.874,0.0,14.0,0,1,0.0,155,3,9.395065,0.0
1,0,2,0,0,0,85613.086,42.0,45.0,0,0,17093.36,156,3,11.357594,9.746504
1,0,3,0,0,0,6615.977,11.0,11.0,1,0,0.0,157,3,8.797243,0.0
1,0,5,0,1,0,10964.389,11.0,11.0,0,0,2.8873918,158,3,9.302408,1.3577384
1,0,3,0,0,0,70897.98,28.0,42.0,1,0,5143.407,159,3,11.168997,8.545666
1,0,4,0,0,0,6390.7603,0.0,0.0,0,0,0.0,160,3,8.762609,0.0
1,0,5,0,0,0,34013.473,25.0,25.0,0,1,3267.565,161,3,10.434512,8.092106
1,0,5,0,1,0,13427.334,12.0,14.0,0,1,0.0,162,3,9.505048,0.0
1,0,3,0,0,0,14752.646,12.0,16.0,0,0,427.33398,163,3,9.599177,6.059903
0,0,1,0,1,0,12809.433,16.0,18.0,0,0,1069.2974,164,3,9.457937,6.975692
0,1,2,0,1,0,8630.414,14.0,14.0,0,0,405.1973,165,3,9.063047,6.006839
1,0,4,0,0,0,38605.39,25.0,33.0,0,1,4423.484,166,3,10.561147,8.394909
1,0,3,0,0,0,19948.99,16.0,18.0,1,1,1540.9047,167,3,9.900934,7.3407736
1,0,2,1,0,0,16758.422,12.0,16.0,0,1,311.83832,168,3,9.726656,5.7456865
1,0,3,0,0,0,30620.79,25.0,25.0,0,0,3930.7026,169,3,10.329434,8.276828
1,0,3,0,0,0,13894.129,12.0,14.0,1,1,300.28873,170,3,9.539222,5.708069
1,0,2,0,1,0,13542.83,14.0,16.0,0,0,1007.6997,171,3,9.513613,6.9164176
1,0,2,0,0,0,31729.547,25.0,28.0,0,0,3762.2715,172,3,10.365004,8.233044
0,1,2,0,0,0,11821.944,17.0,17.0,0,1,994.2252,173,3,9.377713,6.902969
0,1,2,0,0,0,31059.672,28.0,32.0,0,0,4613.0894,174,3,10.343665,8.43687
0,0,1,0,0,0,30973.05,34.0,34.0,0,1,5875.8423,175,3,10.340873,8.678775
0,0,1,0,0,1,4876.8047,12.0,12.0,0,0,194.41771,176,3,8.492246,5.2751393
1,0,3,0,1,0,38163.617,28.0,33.0,0,0,5007.6997,177,3,10.549638,8.518931
0,0,1,0,0,1,11117.421,16.0,16.0,0,0,1123.1954,178,3,9.316269,7.0248227
1,0,2,0,0,0,8940.327,0.0,12.0,1,0,0.0,179,3,9.098328,0.0
0,0,1,0,0,0,30708.373,26.0,34.0,0,1,3692.0115,180,3,10.332291,8.214197
1,0,4,0,0,0,52145.332,33.0,38.0,0,1,6907.6035,181,3,10.86179,8.840523
0,0,1,0,0,1,13744.947,20.0,20.0,0,0,1584.2156,182,3,9.528426,7.368476
1,0,2,0,0,0,62796.92,38.0,42.0,0,1,8902.791,183,3,11.047662,9.094233
1,0,5,1,1,0,11386.91,12.0,12.0,0,0,254.09047,184,3,9.3402195,5.5416183
0,1,2,0,1,0,3674.6873,0.0,0.0,0,0,0.0,185,3,8.209224,0.0
1,0,4,0,0,0,51173.242,33.0,38.0,1,1,6214.6294,186,3,10.842972,8.734822
1,0,2,0,1,0,22820.982,22.0,22.0,0,1,2493.744,187,3,10.035436,7.8219414
1,0,3,0,0,0,73044.27,42.0,42.0,0,0,16544.754,188,3,11.198821,9.713884
1,0,2,1,0,0,26984.6,16.0,25.0,1,0,1236.7661,189,3,10.203022,7.1210637
1,0,2,0,0,0,4845.0435,0.0,0.0,1,1,0.0,190,3,8.485711,0.0
0,0,1,0,0,1,32715.111,34.0,34.0,0,0,6841.1934,191,3,10.395593,8.830864
1,0,3,0,0,0,69474.49,38.0,42.0,0,1,14042.349,192,3,11.148715,9.549904
1,0,2,1,0,0,28869.105,16.0,25.0,0,1,1325.3127,193,3,10.270527,7.190158
0,0,1,0,0,0,33712.223,34.0,34.0,0,0,5695.8613,194,3,10.425615,8.647671
1,0,3,0,0,0,29901.828,18.0,25.0,0,1,1887.3917,195,3,10.305675,7.543481
1,0,2,1,0,0,8857.556,11.0,11.0,0,0,182.86815,196,3,9.089026,5.214219
1,0,4,0,0,0,53478.344,33.0,38.0,1,0,8825.794,197,3,10.8870325,9.085547
1,0,4,0,0,0,32977.863,22.0,28.0,1,1,2726.6602,198,3,10.403592,7.9111996
1,0,2,1,0,0,16670.838,16.0,16.0,1,0,1217.5168,199,3,9.721416,7.1053896
0,0,1,0,0,0,57640.04,42.0,48.0,0,1,10615.977,200,3,10.961973,9.270209
1,0,2,1,0,0,43149.184,25.0,33.0,0,1,3677.5747,201,3,10.672419,8.21028
0,0,1,0,0,1,11284.89,16.0,16.0,0,0,1146.2946,202,3,9.33122,7.0451617
0,0,1,0,0,1,11573.629,18.0,18.0,0,0,1188.643,203,3,9.356484,7.0814085
1,0,4,0,0,0,18624.639,16.0,16.0,0,0,1564.0039,204,3,9.832241,7.3556437
1,0,2,1,0,0,28416.746,14.0,25.0,0,1,733.3975,205,3,10.254734,6.5990505
1,0,2,0,1,0,18706.45,18.0,18.0,0,1,1914.3407,206,3,9.836623,7.5576506
1,0,4,0,0,0,18050.049,16.0,16.0,1,1,1448.5082,207,3,9.800903,7.27898
1,0,3,0,1,0,9113.57,12.0,12.0,0,0,317.6131,208,3,9.11752,5.7639775
1,0,4,0,0,0,55598.652,25.0,38.0,0,0,3914.3408,209,3,10.925914,8.272657
1,0,5,0,0,0,50326.273,33.0,38.0,0,0,6400.385,210,3,10.8262825,8.76427
0,1,2,0,1,0,8406.16,14.0,14.0,0,0,343.5996,211,3,9.03672,5.8423834
1,0,4,0,0,0,24041.387,22.0,22.0,0,0,2514.9182,212,3,10.087532,7.8303933
1,0,4,0,0,0,42809.434,28.0,33.0,0,0,5182.868,213,3,10.664514,8.553307
1,0,4,0,0,0,43556.305,28.0,33.0,0,1,4980.7505,214,3,10.681809,8.513536
1,0,4,0,0,0,37125.12,25.0,28.0,0,0,3593.8403,215,3,10.522049,8.187255
0,0,1,1,0,0,13230.991,16.0,18.0,1,1,801.7324,216,3,9.490317,6.6880217
1,0,4,0,0,0,37324.35,22.0,28.0,0,1,2663.1377,217,3,10.527401,7.8876357
1,0,3,0,0,0,68378.25,33.0,42.0,0,1,8515.881,218,3,11.13281,9.049806
1,0,4,0,0,0,40970.164,16.0,33.0,1,1,1424.4465,219,3,10.6206,7.2622404
0,0,1,1,0,0,15802.695,15.0,20.0,0,1,319.53802,220,3,9.667935,5.770001
1,0,2,0,0,0,45308.95,22.0,33.0,1,1,2042.3484,221,3,10.72126,7.622345
0,0,1,0,0,1,14620.789,20.0,20.0,0,0,1767.0837,222,3,9.590199,7.4776516
0,0,1,0,1,0,6897.979,14.0,14.0,0,0,235.80365,223,3,8.838984,5.4672313
0,0,1,0,0,1,10475.457,16.0,16.0,0,0,1007.6997,224,3,9.25679,6.9164176
0,0,1,0,0,1,9309.913,16.0,16.0,0,0,830.6063,225,3,9.138835,6.723359
1,0,3,0,1,0,25073.146,22.0,22.0,0,0,2874.8796,226,3,10.129553,7.9641137
0,0,4,0,1,0,12445.621,16.0,16.0,0,0,869.1049,227,3,9.429124,6.768614
0,0,1,0,0,0,16596.729,23.0,23.0,0,1,2197.3052,228,3,9.716961,7.6954417
1,0,3,0,0,0,49523.582,33.0,38.0,0,0,6187.6807,229,3,10.8102045,8.730477
0,0,1,0,0,0,22132.82,23.0,26.0,1,1,2451.3955,230,3,10.004817,7.8048205
1,0,3,0,0,0,51578.44,33.0,38.0,0,1,7411.9346,231,3,10.850859,8.910982
1,0,5,0,0,0,27000.963,11.0,22.0,1,1,76.034645,232,3,10.203628,4.3442554
1,0,4,0,1,0,13209.817,14.0,14.0,0,0,670.83734,233,3,9.488715,6.5100164
0,0,1,0,0,1,2242.541,0.0,0.0,0,0,0.0,234,3,7.715365,0.0
1,0,5,0,0,0,22111.646,14.0,18.0,0,1,704.52356,235,3,10.0038595,6.5589404
0,0,1,0,0,1,28440.809,30.0,30.0,0,0,5397.4976,236,3,10.25558,8.593876
1,0,2,0,0,0,58959.58,38.0,38.0,0,1,13272.377,237,3,10.984608,9.493516
1,0,2,0,0,0,55470.645,33.0,38.0,0,0,7920.1157,238,3,10.923609,8.977287
1,0,3,0,0,0,89953.805,42.0,45.0,0,1,15842.156,239,3,11.407051,9.670493
0,1,4,0,0,0,17315.688,18.0,18.0,0,1,444.65833,240,3,9.759368,6.0995526
0,0,1,0,0,1,2541.8672,0.0,0.0,0,0,0.0,241,3,7.8406544,0.0
1,0,2,1,0,0,6865.255,0.0,0.0,0,1,0.0,242,3,8.8342285,0.0
1,0,2,0,0,0,50243.504,33.0,38.0,0,1,9175.168,243,3,10.824636,9.124365
0,0,1,0,0,1,13895.092,20.0,20.0,0,0,1622.7141,244,3,9.539291,7.3924713
1,0,3,0,0,0,31416.746,25.0,25.0,0,1,3171.3186,245,3,10.355097,8.062218
0,0,3,0,0,0,35578.44,26.0,34.0,0,1,2853.7056,246,3,10.479495,7.956724
1,0,2,1,0,0,34008.664,22.0,28.0,0,1,2536.0923,247,3,10.434371,7.838774
1,0,2,0,0,0,42406.16,22.0,33.0,0,1,3142.4446,248,3,10.655049,8.053075
1,0,4,0,0,0,59247.35,28.0,38.0,0,1,5667.95,249,3,10.989476,8.642759
0,0,1,0,0,0,9800.77,16.0,16.0,1,1,815.2069,250,3,9.190216,6.704668
0,0,1,0,0,0,33413.86,30.0,34.0,0,0,4577.4785,251,3,10.416726,8.429122
0,0,1,0,0,1,6191.5303,14.0,14.0,0,0,370.5486,252,3,8.730938,5.91768
0,1,2,0,0,0,20435.996,20.0,24.0,0,1,2039.461,253,3,9.925054,7.620931
0,1,3,0,0,0,20825.795,18.0,24.0,1,1,927.8152,254,3,9.943948,6.83391
1,0,3,0,0,0,24033.686,22.0,22.0,0,0,2430.2214,255,3,10.087212,7.7961493
0,1,2,0,0,0,26794.033,24.0,28.0,0,0,3472.5698,256,3,10.195934,8.152938
1,0,3,0,0,0,21049.086,18.0,18.0,1,1,2113.5708,257,3,9.954613,7.656607
0,0,1,1,0,0,12166.506,16.0,16.0,0,1,779.59576,258,3,9.406442,6.6600575
1,0,2,0,0,0,22521.898,18.0,22.0,0,0,1813.8687,1,4,10.0222435,7.5037684
1,0,3,0,0,0,18554.744,16.0,16.0,0,0,1386.8613,2,4,9.828481,7.2355194
0,0,1,0,0,1,8836.679,15.0,15.0,0,0,747.26276,3,4,9.086666,6.617754
0,0,1,1,0,0,7914.2334,14.0,14.0,0,1,458.0292,4,4,8.9764185,6.1291137
1,0,2,0,0,0,29506.387,22.0,25.0,0,0,3333.9417,5,4,10.292362,8.11221
1,0,5,0,0,0,75635.945,38.0,42.0,0,0,11468.979,6,4,11.233687,9.347488
1,0,2,1,0,0,19796.533,14.0,18.0,1,1,1033.7592,7,4,9.893262,6.941924
1,0,2,0,0,0,169942.52,49.0,50.0,1,0,36204.38,8,4,12.043216,10.496963
1,0,4,0,0,0,22065.693,16.0,18.0,0,1,1401.4598,9,4,10.00178,7.245983
0,0,1,0,0,1,11597.628,16.0,16.0,0,0,1180.657,10,4,9.358556,7.0746727
1,0,2,0,1,0,38760.035,28.0,33.0,0,0,6123.1753,11,4,10.565145,8.719999
0,0,1,0,0,1,24.635036,0.0,0.0,0,0,0.0,12,4,3.2041698,0.0
1,0,2,1,0,0,19640.512,16.0,16.0,0,0,1620.438,13,4,9.885349,7.3910685
1,0,5,0,0,0,38609.49,25.0,28.0,0,1,4307.482,14,4,10.561254,8.3683405
1,0,2,1,0,0,3612.2263,18.0,0.0,1,0,2322.9927,15,4,8.19208,7.751042
0,0,1,0,0,0,1547.4453,20.0,0.0,0,1,1958.9417,16,4,7.344361,7.58067
0,1,2,0,0,0,37322.082,32.0,35.0,0,0,4966.2407,17,4,10.52734,8.51062
1,0,2,0,0,0,36247.26,11.0,28.0,1,1,65.69343,18,4,10.498119,4.2001066
1,0,4,0,0,0,41383.21,28.0,33.0,0,1,4807.482,19,4,10.6306305,8.478137
1,0,0,0,0,0,379018.25,49.0,50.0,0,1,61140.51,20,4,12.84534,11.0209465
1,0,2,0,0,0,54439.78,33.0,38.0,0,0,6775.5474,21,4,10.90485,8.821223
0,0,1,0,0,1,12270.985,18.0,18.0,0,0,1302.9197,22,4,9.414993,7.17313
1,0,4,0,0,0,33191.605,25.0,25.0,0,0,3252.7373,23,4,10.410052,8.08756
0,0,1,0,1,0,19179.744,26.0,26.0,0,0,2727.1897,24,4,9.86161,7.9113936
0,0,1,0,0,0,34091.242,26.0,34.0,0,1,2841.241,25,4,10.436796,7.952348
1,0,2,1,0,0,22605.84,16.0,18.0,0,1,1503.6497,26,4,10.025964,7.316315
1,0,2,0,0,0,16324.817,16.0,16.0,0,1,1109.489,27,4,9.700441,7.0125556
0,1,3,0,1,0,6917.8833,11.0,11.0,0,0,0.0,28,4,8.841866,0.0
0,0,1,0,0,0,6691.606,14.0,14.0,0,1,419.70804,29,4,8.808609,6.0419393
1,0,3,0,0,0,24104.928,22.0,22.0,0,0,2543.7957,30,4,10.090172,7.8418055
0,1,3,0,1,0,16077.555,18.0,18.0,0,0,564.781,31,4,9.68518,6.3382072
0,0,1,0,0,0,22188.87,26.0,26.0,0,1,3130.4744,32,4,10.007346,8.049259
0,0,1,0,0,1,15603.103,20.0,20.0,0,0,1931.5693,33,4,9.655225,7.5666056
0,0,1,0,0,0,7731.752,15.0,15.0,0,1,719.8905,34,4,8.953091,6.5804873
1,0,2,1,0,0,16597.627,16.0,16.0,0,1,1671.5328,35,4,9.717015,7.4220943
0,0,1,0,0,0,30950.73,23.0,34.0,1,0,2135.949,36,4,10.340152,7.6671343
1,0,4,0,0,0,33732.664,25.0,28.0,0,1,3714.416,37,4,10.426222,8.220246
1,0,3,0,0,0,11488.139,14.0,14.0,0,1,586.67883,38,4,9.349071,6.3761806
1,0,1,0,0,0,9900.548,18.0,18.0,1,1,962.59125,39,4,9.200345,6.870667
0,0,1,0,0,1,22624.088,26.0,26.0,0,0,3616.7883,40,4,10.026771,8.193618
0,0,1,0,0,0,28486.314,30.0,30.0,0,0,4070.2554,41,4,10.257179,8.311707
1,0,0,0,0,0,242011.86,50.0,50.0,0,1,77518.25,42,4,12.396742,11.258282
1,0,5,0,1,0,19648.723,14.0,16.0,0,0,976.27734,43,4,9.885768,6.8847704
1,0,2,0,0,0,18150.547,18.0,18.0,0,1,1731.7518,44,4,9.806456,7.457466
1,0,4,0,0,0,52414.234,25.0,38.0,0,1,4455.292,45,4,10.866934,8.402072
0,0,1,0,0,0,71079.38,48.0,48.0,0,1,19023.723,46,4,11.171553,9.853495
1,0,2,0,0,0,37583.94,28.0,33.0,0,1,5190.6934,47,4,10.534332,8.554815
0,0,1,0,0,0,0.91240877,0.0,0.0,1,1,0.0,48,4,-0.09166719,0.0
1,0,4,0,0,0,32105.84,22.0,25.0,0,0,2320.2554,49,4,10.376793,7.7498636
1,0,5,0,0,0,96350.37,38.0,45.0,0,1,10967.153,50,4,11.475746,9.302752
0,0,1,0,0,1,20398.723,26.0,26.0,0,0,3047.4453,51,4,9.923227,8.022387
1,0,2,0,0,0,40831.203,38.0,33.0,0,1,12728.103,52,4,10.617202,9.451646
1,0,2,1,0,0,12713.504,18.0,14.0,0,0,1731.7518,53,4,9.45042,7.457466
0,0,1,0,1,0,25390.512,30.0,30.0,0,0,4302.92,54,4,10.142131,8.367282
1,0,2,0,0,0,24275.547,18.0,22.0,0,0,2052.0073,55,4,10.097225,7.627061
0,1,2,0,0,0,13103.103,17.0,17.0,0,0,1147.8102,56,4,9.480604,7.046482
1,0,2,1,0,0,7040.146,11.0,11.0,0,1,61.131386,57,4,8.859385,4.1292515
1,0,3,0,0,0,12734.489,16.0,14.0,0,1,1364.9635,58,4,9.452069,7.2196155
0,0,2,0,0,0,2797.4453,30.0,0.0,0,1,4768.248,59,4,7.936462,8.469944
0,0,1,0,0,0,43114.965,34.0,42.0,0,0,6965.3286,60,4,10.671625,8.848844
1,0,2,0,0,0,17100.365,16.0,16.0,0,0,1583.9417,61,4,9.746855,7.368303
1,0,2,0,0,0,39005.473,33.0,33.0,0,0,6294.708,62,4,10.571457,8.747623
1,0,3,0,0,0,51501.824,33.0,38.0,0,1,8989.051,63,4,10.849373,9.103874
1,0,2,0,0,0,25517.336,22.0,22.0,0,0,2724.4526,64,4,10.147114,7.91039
1,0,2,0,0,0,88833.945,38.0,45.0,0,1,11122.263,65,4,11.394524,9.316794
1,0,2,0,1,0,25073.904,22.0,22.0,0,0,2955.292,66,4,10.129583,7.991691
1,0,5,0,0,0,16771.898,14.0,16.0,0,1,778.28467,67,4,9.72746,6.658376
1,0,2,0,0,0,91588.5,42.0,45.0,1,1,16377.737,68,4,11.425061,9.703739
0,1,3,0,1,0,13650.548,17.0,17.0,0,0,1141.4233,69,4,9.521535,7.040907
1,0,3,0,0,0,31750.912,28.0,25.0,1,0,5458.9414,70,4,10.365677,8.605193
1,0,2,0,1,0,27480.84,22.0,25.0,0,1,3256.387,71,4,10.221244,8.08868
1,0,3,0,0,0,56186.133,28.0,38.0,0,0,5650.5474,72,4,10.936425,8.639685
0,0,1,0,0,1,16019.16,23.0,23.0,0,0,1989.0511,73,4,9.6815405,7.595916
1,0,2,1,0,0,34432.48,28.0,28.0,0,1,4769.1606,74,4,10.446755,8.470136
1,0,2,0,1,0,21197.08,18.0,18.0,0,0,2339.416,75,4,9.961618,7.758084
1,0,2,0,1,0,31021.898,25.0,25.0,0,1,4614.9634,76,4,10.342448,8.437276
1,0,2,0,0,0,16447.08,16.0,16.0,0,0,1481.7518,77,4,9.707903,7.301655
1,0,3,0,1,0,13834.8545,14.0,14.0,0,0,925.1825,78,4,9.534946,6.8310714
0,1,2,0,1,0,6524.6353,12.0,12.0,0,0,0.0,79,4,8.78334,0.0
0,0,1,0,0,0,9672.445,15.0,16.0,0,1,774.635,80,4,9.177036,6.653682
1,0,3,0,0,0,65261.86,38.0,42.0,0,0,10273.723,81,4,11.0861635,9.237442
0,0,1,1,0,0,9698.905,15.0,15.0,0,1,535.5839,82,4,9.179769,6.285223
1,0,2,0,0,0,82490.875,42.0,42.0,0,1,15602.189,83,4,11.320443,9.6552305
1,0,3,0,0,0,37376.824,28.0,28.0,0,1,5995.438,84,4,10.528806,8.698921
