neighid,schid,attain,p7vrq,p7read,dadocc,dadunemp,daded,momed,male,deprive,dummy
544,7,1.1405,10.972,17.134,2.316,0,1,0,0,-0.873,2
551,7,2.4151,6.972,24.134,-3.454,0,1,1,0,-0.629,2
554,7,1.5177,-2.028,3.134,2.316,0,0,0,0,0.499,2
565,7,-1.3276,-17.028,-23.866,-3.454,0,0,0,1,2.186,2
554,7,0.561,10.972,27.134,-9.094,1,0,0,0,0.499,2
545,7,0.0293,5.972,11.134,16.196,0,1,1,0,-0.655,2
544,7,2.4151,7.972,22.134,16.196,0,1,1,1,-0.873,2
562,7,-1.3276,-10.028,-14.866,-3.454,0,0,0,0,-0.066,2
541,7,0.0293,-1.028,-4.866,-9.094,0,0,0,0,0.048,2
515,7,0.0293,4.972,3.134,-3.454,1,0,0,0,-0.336,2
544,7,0.3917,13.972,9.134,16.196,0,0,0,1,-0.873,2
510,7,-0.36,0.972,2.134,-9.094,0,0,0,1,0.256,2
570,7,-0.36,-1.028,-1.866,2.316,0,0,0,1,-0.368,2
571,7,-0.1325,0.972,4.134,-3.454,0,0,1,0,0.013,2
540,7,-1.3276,-12.028,-3.866,-3.454,0,0,0,0,1.007,2
560,7,0.1582,-3.028,8.134,-3.454,0,0,0,0,0.067,2
534,7,-1.3276,-3.028,-10.866,-3.454,0,0,0,0,0.292,2
561,7,0.735,9.972,28.134,16.196,0,1,0,0,-0.555,2
535,7,-1.3276,-11.028,-14.866,-3.454,0,0,0,1,0.771,2
572,7,-1.3276,-8.028,-14.866,2.316,0,1,1,1,-0.227,2
508,7,0.735,5.972,7.134,16.196,0,0,1,0,0.833,2
537,7,1.5177,27.972,25.134,-3.454,1,0,0,1,0.253,2
530,7,-0.1325,6.972,11.134,16.196,0,0,0,1,-0.023,2
546,7,-0.36,-1.028,-6.866,-3.454,0,0,0,1,-0.883,2
530,7,-1.3276,-13.028,3.134,-3.454,0,0,0,1,-0.023,2
548,7,2.4151,13.972,18.134,29.226,0,1,1,1,-0.628,2
571,7,0.1582,3.972,-3.866,16.196,0,0,0,1,0.013,2
531,7,0.0293,-1.028,-1.866,-23.454,0,0,0,1,0.126,2
526,7,2.4151,16.972,28.134,16.196,0,1,1,1,-0.765,2
541,7,0.0293,4.972,2.134,-3.454,0,0,1,0,0.048,2
561,7,0.561,-8.028,-1.866,-3.454,0,0,0,0,-0.555,2
568,7,0.2641,-2.028,5.134,-9.094,0,0,0,1,-0.023,2
565,7,-0.36,-9.028,-14.866,-11.494,0,1,1,0,2.186,2
508,7,-1.3276,-14.028,-17.866,-23.454,0,0,0,1,0.833,2
497,7,1.1405,0.972,11.134,16.196,0,0,1,1,0.916,2
510,7,0.561,-4.028,-6.866,-23.454,1,0,0,0,0.256,2
562,7,-1.3276,-5.028,-12.866,-3.454,0,0,0,1,-0.066,2
528,7,-0.36,-11.028,-17.866,-3.454,0,0,0,0,0.64,2
509,7,-0.1325,-1.028,-13.866,-3.454,0,0,0,0,0.661,2
518,7,-1.3276,-13.028,-18.866,-3.454,0,0,0,0,-0.201,2
824,7,1.1405,8.972,14.134,2.316,0,0,0,1,0.124,2
553,7,-1.3276,-7.028,-4.866,-3.454,0,0,1,1,0.043,2
558,7,0.0293,-10.028,-3.866,16.196,0,0,0,1,0.026,2
525,7,-1.3276,-9.028,-13.866,16.196,0,0,0,0,-0.983,2
527,7,-1.3276,-9.028,-20.866,-3.454,0,0,0,0,0.026,2
546,7,0.735,-0.028,-0.866,2.316,0,1,0,0,-0.883,2
571,7,-0.5812,-1.028,-5.866,-11.494,0,0,0,1,0.013,2
547,7,-0.1325,4.972,2.134,16.196,0,0,0,1,-0.793,2
547,7,0.561,-5.028,-1.866,-9.094,0,0,0,0,-0.793,2
558,7,0.735,6.972,16.134,16.196,0,0,0,1,0.026,2
530,7,-1.3276,-17.028,-22.866,-3.454,0,0,0,0,-0.023,2
557,7,-0.36,-3.028,4.134,16.196,0,0,0,1,0.34,2
545,7,-0.1325,-5.028,-17.866,-9.094,0,0,0,0,-0.655,2
539,7,2.4151,5.972,18.134,-3.454,0,0,0,0,0.348,2
532,7,1.1405,-4.028,-4.866,16.196,0,0,0,0,0.19,2
533,7,0.561,-8.028,3.134,-3.454,0,1,1,0,0.347,2
562,7,0.735,16.972,26.134,-9.094,0,0,0,1,-0.066,2
535,7,0.9127,20.972,26.134,-11.494,0,0,0,0,0.771,2
535,7,0.561,-2.028,4.134,-3.454,1,0,0,0,0.771,2
559,7,1.1405,9.972,21.134,29.226,0,1,1,1,-0.604,2
536,7,0.0293,-4.028,-15.866,-11.494,1,1,1,1,0.715,2
541,7,-1.3276,-13.028,-19.866,-3.454,0,0,0,1,0.048,2
558,7,0.0293,6.972,-0.866,-11.494,0,0,0,1,0.026,2
539,7,0.3917,5.972,6.134,-3.454,0,0,1,0,0.348,2
540,7,0.0293,-3.028,-5.866,-3.454,0,0,0,1,1.007,2
563,7,0.561,-4.028,-7.866,-3.454,0,0,0,0,-0.076,2
561,7,-0.36,-1.028,-5.866,-3.454,0,0,0,1,-0.555,2
556,7,0.561,5.972,12.134,-3.454,0,1,0,0,-0.081,2
548,7,1.5177,3.972,9.134,-3.454,0,0,0,1,-0.628,2
543,7,-0.1325,0.972,-7.866,16.196,0,1,0,0,-0.675,2
542,7,1.5177,6.972,2.134,16.196,0,0,0,0,-0.879,2
553,7,2.4151,5.972,19.134,-9.094,0,0,1,1,0.043,2
543,7,-0.36,0.972,2.134,-3.454,0,0,1,1,-0.675,2
557,7,-1.3276,-10.028,-15.866,-3.454,0,1,1,0,0.34,2
544,7,0.3917,-9.028,-1.866,-3.454,0,0,0,1,-0.873,2
544,7,0.0293,2.972,10.134,-3.454,0,1,0,1,-0.873,2
560,7,-0.36,-1.028,-10.866,-3.454,0,0,1,0,0.067,2
545,7,0.3917,7.972,12.134,16.196,0,1,0,1,-0.655,2
545,7,0.1582,1.972,-2.866,-3.454,0,0,0,0,-0.655,2
552,7,0.1582,0.972,3.134,-3.454,0,0,0,0,0.392,2
543,7,0.561,5.972,7.134,16.196,0,1,1,0,-0.675,2
569,7,-0.5812,-11.028,-15.866,-3.454,0,0,0,1,-0.199,2
560,7,0.561,17.972,17.134,-3.454,0,0,0,0,0.067,2
547,7,0.561,8.972,2.134,-11.494,0,0,0,0,-0.793,2
572,7,-0.36,2.972,-9.866,-3.454,0,0,0,1,-0.227,2
543,7,-0.36,-2.028,-3.866,16.196,0,0,0,1,-0.675,2
559,7,0.0293,-10.028,-6.866,-3.454,0,0,0,0,-0.604,2
549,7,0.9127,7.972,16.134,16.196,0,0,0,1,-0.932,2
549,7,0.561,-17.028,-7.866,-9.094,0,0,0,1,-0.932,2
549,7,-0.1325,9.972,4.134,-11.494,0,0,0,1,-0.932,2
550,7,0.9127,17.972,22.134,16.196,0,0,1,0,-0.679,2
573,7,0.9127,3.972,16.134,2.316,0,1,1,0,-0.377,2
551,7,-1.3276,-20.028,-16.866,-9.094,0,0,0,1,-0.629,2
529,7,-1.3276,-10.028,-4.866,-3.454,0,1,0,0,-0.003,2
544,7,-0.1325,-9.028,-2.866,16.196,0,0,0,1,-0.873,2
570,7,-1.3276,-6.028,-7.866,-23.454,0,0,0,0,-0.368,2
530,7,-0.36,-10.028,-5.866,-11.494,0,0,0,0,-0.023,2
540,7,-0.36,5.972,-5.866,-3.454,0,0,0,0,1.007,2
564,7,1.5177,3.972,6.134,-11.494,0,0,0,1,0.004,2
571,7,-1.3276,-3.028,-9.866,16.196,0,0,0,1,0.013,2
542,7,1.1405,10.972,8.134,29.226,0,1,0,0,-0.879,2
527,7,-1.3276,-16.028,-8.866,-3.454,0,0,0,1,0.026,2
546,7,2.4151,-4.028,2.134,16.196,0,1,0,0,-0.883,2
570,7,0.9127,7.972,21.134,-3.454,0,1,1,0,-0.368,2
531,7,-1.3276,-2.028,2.134,-3.454,1,0,0,1,0.126,2
567,7,-0.36,1.972,-6.866,-3.454,0,0,0,0,0.174,2
556,7,0.3917,17.972,22.134,-23.454,0,0,0,0,-0.081,2
559,7,0.9127,3.972,6.134,-3.454,0,1,0,1,-0.604,2
567,7,-1.3276,-3.028,-5.866,-9.094,1,0,0,1,0.174,2
571,7,1.5177,2.972,6.134,2.316,0,0,0,0,0.013,2
496,7,1.1405,12.972,21.134,29.226,0,1,1,1,0.997,2
569,7,0.0293,-9.028,-3.866,-3.454,1,0,0,0,-0.199,2
528,7,-1.3276,-7.028,-18.866,2.316,0,0,0,0,0.64,2
546,7,2.4151,31.972,28.134,16.196,0,1,1,0,-0.883,2
515,7,-1.3276,-7.028,-3.866,-23.454,0,0,0,1,-0.336,2
573,7,1.5177,6.972,15.134,2.316,1,0,0,0,-0.377,2
572,7,-1.3276,-9.028,-12.866,-11.494,0,0,0,1,-0.227,2
573,7,0.0293,2.972,0.134,16.196,0,0,0,0,-0.377,2
534,7,-1.3276,-7.028,-9.866,-9.094,1,0,0,1,0.292,2
528,7,0.561,6.972,-9.866,-3.454,0,1,1,1,0.64,2
544,7,2.4151,-0.028,-2.866,29.226,0,0,0,0,-0.873,2
573,7,2.4151,12.972,20.134,16.196,0,1,0,1,-0.377,2
561,7,0.2641,8.972,3.134,-3.454,0,0,0,1,-0.555,2
573,7,-0.36,-10.028,-14.866,-3.454,0,0,0,0,-0.377,2
553,7,-0.1325,-1.028,-10.866,-11.494,0,0,0,1,0.043,2
543,7,1.5177,2.972,20.134,16.196,0,1,1,0,-0.675,2
550,7,1.5177,10.972,15.134,29.226,0,1,1,1,-0.679,2
550,7,1.5177,11.972,20.134,16.196,0,1,1,0,-0.679,2
566,7,1.5177,4.972,11.134,2.316,0,0,1,1,-0.486,2
560,7,0.3917,7.972,4.134,16.196,0,0,1,0,0.067,2
573,7,0.2641,20.972,14.134,-3.454,1,1,1,0,-0.377,2
548,7,1.5177,13.972,22.134,2.316,0,1,1,1,-0.628,2
517,7,1.1405,26.972,28.134,-3.454,0,0,0,1,-0.185,2
549,7,2.4151,4.972,25.134,16.196,0,1,1,0,-0.932,2
569,7,-0.36,0.972,-6.866,-23.454,0,0,0,0,-0.199,2
542,7,1.1405,-4.028,0.134,-3.454,0,1,1,0,-0.879,2
572,7,0.2641,-2.028,3.134,16.196,0,0,0,0,-0.227,2
545,7,0.561,9.972,3.134,-3.454,0,0,0,0,-0.655,2
551,7,0.2641,19.972,12.134,2.316,0,0,0,0,-0.629,2
537,7,0.735,-3.028,1.134,-3.454,0,1,0,0,0.253,2
537,7,-1.3276,-6.028,-19.866,-3.454,0,0,0,1,0.253,2
544,7,0.9127,7.972,10.134,-3.454,0,0,0,1,-0.873,2
528,7,-0.1325,-6.028,7.134,-3.454,0,0,0,0,0.64,2
562,7,-1.3276,-10.028,-1.866,-3.454,0,0,0,1,-0.066,2
562,7,-0.36,-9.028,-17.866,-11.494,0,0,0,1,-0.066,2
546,7,0.561,0.972,-3.866,-11.494,0,0,1,0,-0.883,2
562,7,0.561,5.972,3.134,-3.454,0,0,0,1,-0.066,2
571,7,0.561,5.972,-5.866,-11.494,0,0,0,0,0.013,2
554,7,0.2641,1.972,3.134,-3.454,0,0,0,1,0.499,2
543,7,-0.36,-8.028,-5.866,-3.454,0,1,1,1,-0.675,2
570,7,0.735,-5.028,-0.866,-11.494,0,1,0,0,-0.368,2
544,7,0.9127,23.972,28.134,16.196,0,0,0,1,-0.873,2
510,7,-1.3276,-0.028,12.134,16.196,0,0,0,1,0.256,2
572,7,0.2641,0.972,-12.866,-9.094,0,0,0,0,-0.227,2
562,7,0.561,11.972,12.134,2.316,0,0,0,1,-0.066,2
538,7,0.735,13.972,19.134,16.196,0,0,0,1,0.486,2
559,7,0.0293,-5.028,-1.866,-9.094,0,0,1,0,-0.604,2
562,7,0.561,10.972,-1.866,2.316,0,0,0,0,-0.066,2
560,7,0.3917,10.972,9.134,-3.454,0,0,0,1,0.067,2
557,7,-1.3276,-8.028,-8.866,-3.454,0,1,0,1,0.34,2
557,7,0.0293,0.972,4.134,-3.454,0,0,0,0,0.34,2
542,7,0.2641,-8.028,-6.866,16.196,0,0,0,1,-0.879,2
545,7,2.4151,0.972,-1.866,2.316,0,0,0,1,-0.655,2
547,7,0.3917,10.972,4.134,16.196,0,0,1,1,-0.793,2
535,7,0.2641,1.972,4.134,-3.454,0,0,0,1,0.771,2
558,7,0.3917,-5.028,-4.866,16.196,0,0,0,1,0.026,2
561,7,-1.3276,1.972,10.134,-23.454,0,0,0,0,-0.555,2
572,7,-1.3276,-16.028,-9.866,16.196,0,0,0,0,-0.227,2
549,7,1.1405,1.972,9.134,2.316,0,0,0,1,-0.932,2
517,7,-1.3276,-1.028,-11.866,2.316,0,0,0,0,-0.185,2
507,7,1.1405,-5.028,20.134,-3.454,0,1,1,1,2.959,2
517,7,0.1582,-1.028,-4.866,-3.454,0,0,0,1,-0.185,2
562,7,-0.36,4.972,8.134,-3.454,0,0,0,0,-0.066,2
542,7,0.9127,14.972,22.134,16.196,0,0,0,0,-0.879,2
547,7,1.5177,20.972,22.134,16.196,0,1,1,0,-0.793,2
561,7,1.5177,5.972,9.134,2.316,1,0,0,1,-0.555,2
567,7,-1.3276,-1.028,5.134,-3.454,0,0,0,1,0.174,2
560,7,0.2641,2.972,9.134,-11.494,1,1,1,0,0.067,2
558,7,-0.36,-7.028,-18.866,-11.494,0,0,0,0,0.026,2
561,7,0.3917,10.972,7.134,-3.454,0,0,1,0,-0.555,2
562,7,0.735,-5.028,11.134,29.226,0,1,0,0,-0.066,2
535,7,-1.3276,-14.028,-24.866,-9.094,1,0,0,1,0.771,2
542,7,-0.1325,6.972,-6.866,-9.094,1,0,0,0,-0.879,2
561,7,0.2641,9.972,7.134,-3.454,0,0,0,1,-0.555,2
536,7,0.735,5.972,8.134,-3.454,0,0,0,0,0.715,2
571,7,-1.3276,-2.028,3.134,2.316,0,0,1,1,0.013,2
562,7,0.9127,10.972,-1.866,16.196,0,0,0,1,-0.066,2
571,7,0.2641,-10.028,-0.866,-11.494,0,0,0,0,0.013,2
545,7,1.1405,4.972,11.134,16.196,0,0,0,0,-0.655,2
540,7,-1.3276,-7.028,-11.866,-3.454,0,0,0,0,1.007,2
564,7,0.3917,2.972,0.134,-3.454,0,0,0,1,0.004,2
550,7,-0.36,-11.028,-6.866,16.196,0,0,1,0,-0.679,2
549,7,0.9127,-12.028,9.134,-3.454,0,0,0,0,-0.932,2
563,7,1.5177,23.972,28.134,16.196,0,1,1,0,-0.076,2
543,7,2.4151,11.972,9.134,-9.094,0,0,1,0,-0.675,2
535,7,-0.1325,1.972,1.134,-11.494,0,0,0,0,0.771,2
544,7,0.735,-1.028,-2.866,16.196,1,0,0,1,-0.873,2
550,7,0.3917,8.972,10.134,-3.454,0,0,0,1,-0.679,2
544,7,1.1405,4.972,7.134,29.226,0,0,0,0,-0.873,2
566,7,0.0293,4.972,0.134,-23.454,0,0,0,0,-0.486,2
543,7,1.5177,9.972,13.134,-3.454,0,0,0,1,-0.675,2
537,7,0.0293,0.972,2.134,-3.454,0,0,0,0,0.253,2
534,7,0.1582,0.972,9.134,2.316,1,0,0,0,0.292,2
539,7,0.3917,3.972,-6.866,-3.454,0,0,0,1,0.348,2
531,7,-1.3276,-4.028,-9.866,-11.494,0,0,0,0,0.126,2
563,7,-1.3276,-12.028,-6.866,-23.454,0,0,0,1,-0.076,2
526,7,1.5177,-0.028,4.134,16.196,0,0,1,1,-0.765,2
563,7,-1.3276,-13.028,-10.866,-23.454,0,0,0,1,-0.076,2
536,7,0.561,-7.028,-28.866,-3.454,0,1,0,1,0.715,2
535,7,-1.3276,-11.028,7.134,2.316,0,0,0,0,0.771,2
541,7,-0.36,-14.028,-7.866,-11.494,0,0,0,0,0.048,2
560,7,0.561,2.972,12.134,16.196,0,1,1,0,0.067,2
534,7,0.2641,-10.028,-20.866,-3.454,0,0,0,0,0.292,2
573,7,-0.1325,-8.028,-5.866,-11.494,0,0,0,0,-0.377,2
569,7,0.0293,2.972,-8.866,-3.454,0,0,0,0,-0.199,2
543,7,-0.1325,-6.028,-1.866,2.316,0,0,0,0,-0.675,2
555,7,-1.3276,-16.028,-30.866,-3.454,0,0,0,1,-0.094,2
524,7,-1.3276,-1.028,18.134,16.196,0,0,0,1,-0.726,2
541,7,-1.3276,-0.028,5.134,-3.454,0,0,0,1,0.048,2
545,7,-1.3276,-5.028,-3.866,-9.094,0,0,0,1,-0.655,2
533,7,0.735,8.972,28.134,-3.454,0,0,0,0,0.347,2
550,7,2.4151,8.972,24.134,29.226,0,1,1,1,-0.679,2
543,7,0.561,1.972,15.134,16.196,0,1,1,1,-0.675,2
539,7,-0.5812,-7.028,-10.866,-9.094,0,0,0,0,0.348,2
537,7,-0.1325,-10.028,-17.866,-9.094,0,0,0,1,0.253,2
544,7,0.561,10.972,5.134,2.316,0,0,1,1,-0.873,2
572,7,0.735,-4.028,5.134,-3.454,0,0,0,0,-0.227,2
564,7,0.735,5.972,3.134,-11.494,0,0,0,0,0.004,2
561,7,0.1582,-0.028,-3.866,-3.454,0,1,1,0,-0.555,2
565,7,-1.3276,-15.028,-16.866,-3.454,0,0,0,1,2.186,2
526,7,0.9127,3.972,-2.866,16.196,0,1,1,1,-0.765,2
569,7,-0.1325,10.972,5.134,2.316,0,0,0,0,-0.199,2
571,7,1.5177,8.972,15.134,-3.454,0,0,0,0,0.013,2
549,7,-0.1325,1.972,6.134,2.316,0,1,0,0,-0.932,2
517,7,-1.3276,-8.028,-6.866,-3.454,0,0,0,1,-0.185,2
546,7,0.1582,8.972,2.134,16.196,0,1,1,0,-0.883,2
532,7,2.4151,-2.028,-0.866,2.316,0,1,1,1,0.19,2
537,7,-1.3276,5.972,10.134,-3.454,0,0,0,1,0.253,2
565,7,2.4151,13.972,17.134,-3.454,0,1,0,1,2.186,2
517,7,-0.36,-5.028,4.134,16.196,0,0,0,0,-0.185,2
566,7,0.735,-2.028,1.134,16.196,0,1,1,0,-0.486,2
458,7,-1.3276,-10.028,-21.866,-3.454,0,0,0,0,-0.175,2
559,7,0.0293,-0.028,1.134,-3.454,0,0,0,0,-0.604,2
525,7,0.3917,11.972,17.134,16.196,0,1,1,1,-0.983,2
568,7,0.561,-5.028,-1.866,-3.454,0,1,1,1,-0.023,2
562,7,1.5177,22.972,20.134,-11.494,0,0,1,1,-0.066,2
539,7,-1.3276,-22.028,-30.866,-9.094,0,0,0,1,0.348,2
549,7,2.4151,15.972,11.134,29.226,0,1,1,0,-0.932,2
566,7,0.561,0.972,9.134,-3.454,0,0,0,0,-0.486,2
541,7,-0.1325,3.972,-3.866,-11.494,1,0,0,1,0.048,2
547,7,0.0293,11.972,3.134,16.196,0,1,0,1,-0.793,2
568,7,-0.1325,-1.028,3.134,16.196,0,0,0,0,-0.023,2
565,7,-0.36,-17.028,-31.866,-11.494,1,0,0,1,2.186,2
572,7,-1.3276,-6.028,-12.866,-3.454,0,0,0,0,-0.227,2
573,7,0.561,7.972,4.134,2.316,0,1,1,0,-0.377,2
569,7,-1.3276,-10.028,-7.866,-3.454,0,0,0,0,-0.199,2
544,7,1.5177,5.972,9.134,16.196,0,0,0,0,-0.873,2
571,7,0.561,0.972,5.134,-3.454,0,1,1,0,0.013,2
517,7,-0.36,3.972,-13.866,-11.494,0,0,0,1,-0.185,2
559,7,1.1405,6.972,16.134,-3.454,0,0,0,1,-0.604,2
564,7,0.1582,-0.028,-4.866,-3.454,0,0,0,0,0.004,2
571,7,-1.3276,-10.028,-9.866,2.316,0,0,0,1,0.013,2
541,7,0.1582,1.972,-1.866,-11.494,0,0,0,1,0.048,2
542,7,2.4151,25.972,24.134,16.196,0,1,1,0,-0.879,2
542,7,0.561,13.972,5.134,16.196,0,0,0,0,-0.879,2
565,7,-0.5812,-4.028,0.134,-3.454,0,1,1,0,2.186,2
544,7,1.5177,18.972,28.134,-3.454,0,0,0,0,-0.873,2
564,7,-1.3276,10.972,-0.866,-3.454,0,0,0,1,0.004,2
569,7,-1.3276,-1.028,5.134,-9.094,0,0,0,0,-0.199,2
568,7,0.735,-3.028,3.134,-23.454,0,0,0,0,-0.023,2
551,7,-1.3276,3.972,8.134,-11.494,0,0,0,1,-0.629,2
126,8,-1.3276,2.972,-5.866,-3.454,0,0,0,0,0.154,2
721,8,0.0293,0.972,-0.866,-3.454,0,1,1,1,1.226,2
126,8,1.1405,-7.028,-1.866,-3.454,0,0,0,0,0.154,2
435,8,0.735,0.972,-4.866,16.196,0,1,0,0,-0.36,2
427,8,0.735,10.972,13.134,16.196,0,0,0,0,-0.447,2
133,8,-1.3276,-6.028,-14.866,-11.494,0,0,0,0,0.581,2
464,8,-0.5812,1.972,-2.866,-23.454,0,0,0,0,-0.386,2
863,8,0.561,-6.028,-11.866,-3.454,1,0,0,1,-0.155,2
717,8,0.1582,3.972,-3.866,-23.454,0,0,0,0,1.264,2
723,8,-1.3276,-17.028,-16.866,-9.094,0,0,0,0,1.257,2
705,8,0.9127,-1.028,7.134,-3.454,0,1,1,0,-0.194,2
526,8,2.4151,19.972,26.134,2.316,0,0,0,0,-0.765,2
678,8,-0.36,-7.028,-9.866,-3.454,0,0,0,0,-0.045,2
127,8,-1.3276,-15.028,-18.866,-11.494,0,0,0,1,-0.189,2
535,8,-0.5812,2.972,-2.866,-3.454,0,0,0,0,0.771,2
713,8,0.0293,6.972,8.134,-3.454,1,0,0,0,0.153,2
817,8,-1.3276,-18.028,-16.866,-9.094,1,0,0,0,1.669,2
732,8,0.3917,3.972,8.134,2.316,0,1,1,1,0.223,2
454,8,1.5177,14.972,23.134,-3.454,0,0,0,1,1.044,2
735,8,-0.5812,-8.028,-15.866,-11.494,0,0,0,1,0.335,2
727,8,2.4151,19.972,18.134,2.316,0,1,0,0,-0.101,2
816,8,-0.36,-3.028,-8.866,-3.454,0,0,0,0,0.908,2
648,8,-1.3276,-11.028,-21.866,-3.454,0,0,1,1,0.188,2
794,8,0.561,17.972,26.134,-11.494,0,0,0,1,2.33,2
139,8,-0.36,-8.028,-5.866,-11.494,0,0,0,0,-0.168,2
434,8,1.5177,7.972,16.134,16.196,0,0,0,1,-0.621,2
718,8,-1.3276,-15.028,-27.866,-11.494,1,0,0,1,1.645,2
829,8,-1.3276,-11.028,-11.866,-11.494,0,1,0,0,-0.013,2
679,8,0.561,0.972,-2.866,-23.454,1,0,0,0,0.496,2
538,8,0.1582,-1.028,6.134,-3.454,0,0,0,0,0.486,2
710,8,0.0293,-2.028,-11.866,-23.454,0,1,0,1,0.174,2
712,8,-1.3276,3.972,-8.866,-3.454,1,0,0,0,0.076,2
661,8,-1.3276,-15.028,-7.866,-3.454,0,0,0,0,-0.402,2
861,8,0.2641,-0.028,-6.866,16.196,0,1,1,0,0.678,2
137,8,0.0293,-20.028,-25.866,-3.454,0,0,0,1,0.458,2
861,8,0.9127,10.972,4.134,16.196,0,0,0,0,0.678,2
498,8,-0.5812,7.972,13.134,-3.454,1,0,0,1,-0.323,2
785,8,0.1582,-15.028,-14.866,-3.454,0,0,0,0,0.945,2
549,8,0.735,4.972,-5.866,16.196,0,1,0,0,-0.932,2
556,8,1.1405,9.972,7.134,16.196,0,1,0,1,-0.081,2
121,8,-1.3276,-8.028,-20.866,-3.454,0,0,0,0,0.092,2
678,8,-0.36,-27.028,-31.866,2.316,0,0,0,1,-0.045,2
824,8,-0.1325,18.972,7.134,-11.494,0,0,0,1,0.124,2
797,8,-1.3276,-8.028,-13.866,-9.094,0,0,0,1,0.597,2
509,8,0.735,10.972,15.134,16.196,0,1,0,0,0.661,2
734,8,0.0293,0.972,12.134,-3.454,1,0,1,0,0.724,2
661,8,-0.36,8.972,9.134,-3.454,0,0,0,0,-0.402,2
554,8,1.1405,3.972,6.134,2.316,0,1,0,1,0.499,2
824,8,0.2641,19.972,9.134,16.196,0,1,0,1,0.124,2
517,8,-0.36,-0.028,3.134,-9.094,0,0,0,0,-0.185,2
431,8,-0.36,2.972,1.134,2.316,0,0,0,0,-0.204,2
466,8,-1.3276,-10.028,-8.866,-9.094,1,0,0,1,1.078,2
782,8,-1.3276,-12.028,-27.866,16.196,0,0,0,1,1.298,2
839,8,0.561,-2.028,-4.866,2.316,0,0,0,0,-0.424,2
657,8,2.4151,11.972,13.134,-9.094,0,1,0,1,0.061,2
434,8,1.5177,15.972,26.134,2.316,0,0,1,0,-0.621,2
776,8,-0.36,-5.028,-2.866,-3.454,0,0,0,1,0.406,2
507,8,-0.5812,-4.028,-0.866,-3.454,0,0,0,0,2.959,2
541,8,-0.36,0.972,5.134,16.196,0,0,0,1,0.048,2
807,8,-1.3276,-11.028,-10.866,-11.494,0,0,0,0,0.155,2
716,8,-0.36,-1.028,-10.866,-3.454,0,0,0,1,0.436,2
722,8,0.0293,-7.028,4.134,-3.454,0,0,0,0,0.101,2
140,8,-1.3276,-21.028,-19.866,-9.094,1,0,0,1,0.528,2
680,8,1.1405,16.972,21.134,-3.454,0,1,0,0,-0.115,2
728,8,1.1405,16.972,18.134,-9.094,1,0,0,1,0.088,2
798,8,-0.36,-6.028,-4.866,-3.454,0,0,0,0,0.074,2
503,8,0.9127,12.972,10.134,16.196,0,0,1,1,-0.422,2
645,8,-0.36,-0.028,-8.866,-3.454,0,0,0,0,0.177,2
528,8,-1.3276,0.972,-16.866,-11.494,0,0,0,0,0.64,2
468,8,-1.3276,-12.028,-12.866,-3.454,1,0,0,1,1.258,2
570,8,0.735,-0.028,2.134,-3.454,0,0,0,0,-0.368,2
648,8,0.3917,5.972,12.134,-3.454,0,0,0,1,0.188,2
788,8,1.5177,23.972,16.134,-9.094,0,0,0,1,0.005,2
679,8,-0.36,-13.028,-2.866,-23.454,0,0,0,1,0.496,2
712,8,-1.3276,14.972,11.134,-3.454,0,0,0,0,0.076,2
562,8,2.4151,5.972,3.134,-11.494,0,0,1,1,-0.066,2
472,8,0.3917,5.972,3.134,-3.454,1,0,0,0,-0.48,2
676,8,0.0293,2.972,1.134,16.196,0,0,1,1,-0.216,2
128,8,0.735,-10.028,5.134,-3.454,0,0,0,0,-0.441,2
717,8,0.2641,1.972,2.134,-11.494,0,1,0,0,1.264,2
746,8,-1.3276,-16.028,-16.866,-11.494,0,0,1,0,0.299,2
498,8,-1.3276,-27.028,-31.866,-9.094,0,0,1,1,-0.323,2
680,8,1.1405,1.972,-9.866,-11.494,1,0,0,1,-0.115,2
537,8,-1.3276,2.972,-15.866,-9.094,0,0,1,1,0.253,2
413,8,-0.36,-5.028,-10.866,-9.094,1,1,1,0,1.209,2
498,8,2.4151,4.972,0.134,29.226,0,0,0,1,-0.323,2
667,8,0.1582,-1.028,14.134,-3.454,0,1,1,1,0.15,2
822,8,0.735,-10.028,-11.866,16.196,0,0,0,0,0.164,2
140,8,-1.3276,-10.028,-11.866,-9.094,1,0,0,1,0.528,2
785,8,-0.1325,0.972,-12.866,-23.454,0,0,0,0,0.945,2
675,8,0.3917,15.972,12.134,16.196,0,1,0,1,-0.182,2
542,8,-0.5812,-11.028,-28.866,16.196,0,1,1,0,-0.879,2
449,8,0.9127,15.972,15.134,16.196,0,1,0,1,-0.211,2
518,8,0.0293,6.972,-6.866,-11.494,1,1,1,0,-0.201,2
793,8,-0.36,2.972,-6.866,-11.494,0,0,1,1,1.156,2
460,8,-0.36,0.972,-4.866,-3.454,0,0,0,1,-0.201,2
139,8,1.1405,4.972,11.134,16.196,0,1,1,0,-0.168,2
569,8,0.561,15.972,14.134,16.196,0,1,1,1,-0.199,2
681,8,-1.3276,-10.028,-25.866,-11.494,0,0,0,0,-0.198,2
123,8,-0.36,-2.028,-7.866,-11.494,0,1,1,0,0.12,2
769,8,0.1582,18.972,18.134,-3.454,1,0,0,1,0.502,2
709,8,-0.36,-11.028,-10.866,2.316,0,0,1,0,-0.266,2
