childid,s4_id,w1sesl,numrisks,profmath,s4pupri,male,prof45
0754014C,0754,-0.97,1,4,1,0,1
0754015C,0754,-0.67,0,5,1,1,1
0754016C,0754,-0.82,1,4,1,1,1
0754017C,0754,-1.25,2,5,1,0,1
0754018C,0754,-0.9,0,3,1,1,0
0754020C,0754,-0.61,0,3,1,0,0
0754021C,0754,-0.65,1,4,1,0,1
0754022C,0754,-0.42,0,3,1,1,0
0754012C,0755,-0.66,0,4,1,0,1
0755002C,0755,-1.61,2,3,1,1,0
0755004C,0755,-0.31,0,5,1,0,1
0755009C,0755,-0.36,1,4,1,1,1
0755010C,0755,0.52,0,4,1,1,1
0755014C,0755,-0.87,1,4,1,1,1
0755018C,0755,-0.19,1,4,1,0,1
0755023C,0755,1.51,0,5,1,0,1
0755024C,0755,0.65,0,4,1,0,1
0757002C,0757,-1.4,3,4,1,1,1
0757003C,0757,-0.62,1,3,1,1,0
0757004C,0757,-0.54,2,4,1,0,1
0757007C,0757,-0.11,1,3,1,0,0
0757009C,0757,-0.91,1,3,1,0,0
0757016C,0757,-0.67,1,3,1,1,0
0757017C,0757,-0.47,0,2,1,0,0
0757018C,0757,0.07,0,3,1,0,0
0757019C,0757,-0.4,1,4,1,0,1
0757020C,0757,-0.84,1,4,1,0,1
0757021C,0757,-1.17,3,2,1,1,0
0757023C,0757,0.15,0,4,1,0,1
0758001C,0758,-0.4,1,3,1,0,0
0758003C,0758,-0.92,1,2,1,0,0
0758004C,0758,0.42,0,4,1,1,1
0758006C,0758,-0.61,0,4,1,0,1
0758008C,0758,-1.11,1,4,1,0,1
0758009C,0758,-0.14,1,4,1,0,1
0758010C,0758,-1.99,3,3,1,1,0
0758011C,0758,-1.99,3,2,1,0,0
0758013C,0758,-0.72,1,4,1,1,1
0758014C,0758,-1.26,2,3,1,1,0
0758017C,0758,-0.89,0,3,1,1,0
0758019C,0758,-2.21,3,3,1,1,0
0759001C,0759,0.05,0,3,1,0,0
0759004C,0759,-0.63,1,3,1,1,0
0759006C,0759,-0.83,3,4,1,1,1
0759007C,0759,-1.34,3,0,1,0,0
0759008C,0759,-0.95,2,4,1,1,1
0759009C,0759,-1.2,3,3,1,0,0
0759010C,0759,-0.02,1,3,1,1,0
0759013C,0759,-1.01,1,4,1,1,1
0759014C,0759,-0.56,0,3,1,1,0
0759015C,0759,-0.21,1,4,1,1,1
0759017C,0759,-0.54,1,3,1,0,0
0759018C,0759,-0.8,0,2,1,1,0
0759020C,0759,-1.51,3,3,1,0,0
0759021C,0759,-0.52,0,3,1,0,0
0759022C,0759,-0.76,1,4,1,1,1
0759023C,0759,-0.65,2,3,1,0,0
0761001C,0761,-0.29,0,3,1,1,0
0761002C,0761,-0.94,2,3,1,0,0
0761004C,0761,-1.01,2,2,1,1,0
0761005C,0761,-0.97,1,4,1,1,1
0761006C,0761,0.62,1,2,1,0,0
0761007C,0761,-1.34,2,4,1,0,1
0761009C,0761,-0.11,1,3,1,0,0
0761010C,0761,-1.64,3,2,1,1,0
0761012C,0761,-0.75,0,3,1,1,0
0761013C,0761,-1.12,2,3,1,1,0
0761014C,0761,-0.75,1,3,1,0,0
0761016C,0761,-0.4,1,3,1,1,0
0761018C,0761,-1.71,2,3,1,1,0
0761020C,0761,-1.16,3,4,1,1,1
0761023C,0761,0.0,0,4,1,1,1
0761025C,0761,0.62,1,2,1,0,0
0762001C,0762,-1.72,3,3,1,0,0
0762002C,0762,-0.53,2,5,1,1,1
0762003C,0762,0.32,0,3,1,1,0
0762004C,0762,-0.58,0,3,1,1,0
0762006C,0762,-1.45,3,3,1,0,0
0762009C,0762,0.74,1,4,1,0,1
0762011C,0762,-0.21,1,3,1,1,0
0762012C,0762,-1.65,3,4,1,0,1
0762013C,0762,-0.62,0,4,1,0,1
0762014C,0762,-0.5,1,3,1,1,0
0762015C,0762,-0.61,0,4,1,1,1
0762016C,0762,-0.02,0,3,1,1,0
0762017C,0762,-1.71,2,4,1,0,1
0762018C,0762,-0.75,0,4,1,0,1
0762019C,0762,-0.43,0,3,1,1,0
0762020C,0762,0.01,0,4,1,0,1
0762025C,0762,-0.5,1,3,1,1,0
0765001C,0765,-1.12,2,4,1,0,1
0765002C,0765,-0.82,2,4,1,0,1
0765003C,0765,-1.34,3,4,1,1,1
0765005C,0765,-0.96,2,2,1,1,0
0765008C,0765,-1.44,2,3,1,0,0
0765009C,0765,-1.71,2,4,1,0,1
0765010C,0765,-2.96,1,3,1,0,0
0765011C,0765,0.63,1,4,1,0,1
0765012C,0765,-1.26,2,0,1,1,0
0765013C,0765,-1.14,2,4,1,1,1
0765016C,0765,-1.03,1,4,1,1,1
0765017C,0765,-1.19,1,3,1,0,0
0765019C,0765,-1.2,3,4,1,0,1
0765020C,0765,-0.95,2,2,1,1,0
0765021C,0765,-1.71,2,3,1,1,0
0765023C,0765,-2.05,3,3,1,1,0
0766002C,0766,-0.66,1,3,1,0,0
0766003C,0766,0.67,0,4,1,1,1
0766005C,0766,-1.34,3,4,1,0,1
0766007C,0766,-1.17,2,3,1,0,0
0766008C,0766,-1.52,2,3,1,1,0
0766009C,0766,-0.82,2,3,1,0,0
0766011C,0766,-0.92,1,4,1,0,1
0766012C,0766,-1.01,2,4,1,0,1
0766014C,0766,-0.79,0,3,1,0,0
0766016C,0766,-1.71,2,4,1,0,1
0766017C,0766,-0.98,2,0,1,0,0
0766018C,0766,-0.68,1,3,1,0,0
0766019C,0766,-0.45,2,4,1,1,1
0766020C,0766,-0.97,2,1,1,1,0
0766021C,0766,-1.45,2,3,1,1,0
0766022C,0766,-1.84,3,3,1,1,0
0766024C,0766,-1.01,2,5,1,1,1
0769001C,0769,1.21,0,5,1,0,1
0769003C,0769,0.4,0,5,1,1,1
0769005C,0769,0.88,1,4,1,1,1
0769006C,0769,0.55,0,5,1,1,1
0769007C,0769,1.03,0,5,1,1,1
0769009C,0769,0.83,0,5,1,1,1
0769011C,0769,-0.82,0,5,1,0,1
0769013C,0769,0.73,0,5,1,0,1
0769014C,0769,0.06,1,4,1,0,1
0769016C,0769,-1.26,2,2,1,0,0
0769017C,0769,0.86,0,4,1,0,1
0769020C,0769,0.54,0,5,1,1,1
0769021C,0769,1.08,0,5,1,1,1
0771001C,0771,-0.28,0,5,1,0,1
0771002C,0771,-0.55,0,3,1,0,0
0771004C,0771,1.55,0,4,1,0,1
0771005C,0771,1.2,0,4,1,0,1
0771007C,0771,0.43,0,4,1,1,1
0771010C,0771,0.3,0,5,1,1,1
0771011C,0771,0.24,0,5,1,1,1
0771012C,0771,1.13,0,4,1,0,1
0771014C,0771,0.38,0,4,1,1,1
0771015C,0771,0.78,0,4,1,0,1
0771017C,0771,0.4,0,4,1,0,1
0771021C,0771,0.61,0,5,1,1,1
0771024C,0771,0.48,0,4,1,1,1
0775004C,0775,0.45,0,5,1,1,1
0775010C,0775,-0.28,1,5,1,0,1
0775018C,0775,-0.42,1,5,1,0,1
0775019C,0775,-0.16,0,3,1,1,0
0776001C,0776,0.99,0,4,1,0,1
0776003C,0776,1.72,0,5,1,0,1
0776005C,0776,-0.16,0,4,1,0,1
0776007C,0776,-0.04,0,4,1,0,1
0776012C,0776,0.26,0,4,1,0,1
0776013C,0776,-0.37,0,4,1,1,1
0776015C,0776,-0.58,1,4,1,0,1
0776020C,0776,0.41,1,4,1,1,1
0776021C,0776,1.19,0,4,1,0,1
0776023C,0776,-0.42,1,4,1,0,1
0776024C,0776,0.31,0,5,1,1,1
0779003C,0779,-0.8,2,4,1,1,1
0779009C,0779,-0.65,0,4,1,1,1
0779010C,0779,-0.27,0,4,1,0,1
0779012C,0779,-0.46,0,5,1,1,1
0779013C,0779,-0.42,0,4,1,1,1
0779014C,0779,-0.84,1,3,1,0,0
0779015C,0779,-0.1,0,4,1,1,1
0779016C,0779,0.03,0,4,1,0,1
0779019C,0779,0.25,0,5,1,1,1
0779020C,0779,0.5,0,5,1,1,1
0779022C,0779,0.13,0,4,1,1,1
0779024C,0779,-0.4,0,4,1,1,1
0785003C,0785,0.79,0,4,1,1,1
0785008C,0785,-0.32,0,4,1,0,1
0785010C,0785,0.91,0,5,1,0,1
0785013C,0785,0.17,0,5,1,1,1
0785014C,0785,2.16,0,5,1,0,1
0785015C,0785,0.48,0,4,1,0,1
0785018C,0785,-1.01,2,4,1,1,1
0785020C,0785,0.59,0,4,1,1,1
0790002C,0790,1.18,0,5,1,0,1
0790007C,0790,0.98,1,4,1,0,1
0790014C,0790,2.73,0,4,1,1,1
0790015C,0790,1.04,0,5,1,1,1
0790018C,0790,0.13,0,4,1,0,1
0790020C,0790,1.36,0,5,1,0,1
0790021C,0790,0.24,0,4,1,0,1
0790022C,0790,-0.06,2,4,1,1,1
0790024C,0790,0.84,0,5,1,1,1
0797003C,0797,-0.72,1,3,1,1,0
0797010C,0797,-0.41,0,4,1,1,1
0797011C,0797,-0.28,0,5,1,0,1
0797014C,0797,-0.52,0,3,1,1,0
0797018C,0797,-0.3,0,3,1,1,0
0797019C,0797,-0.61,0,4,1,0,1
0797021C,0797,-0.51,1,5,1,1,1
0797025C,0797,-0.72,1,4,1,1,1
0800002C,0800,-0.61,0,4,1,1,1
0800003C,0800,-0.29,1,4,1,1,1
0800007C,0800,-0.81,1,4,1,1,1
0800011C,0800,0.2,1,3,1,1,0
0800013C,0800,-0.49,0,3,1,1,0
0800014C,0800,-0.58,1,5,1,1,1
0800015C,0800,0.17,0,5,1,1,1
0800017C,0800,-0.1,0,4,1,0,1
0800018C,0800,-1.22,2,3,1,1,0
0800019C,0800,-0.47,0,3,1,1,0
0800020C,0800,-0.13,1,4,1,0,1
0800021C,0800,0.79,0,4,1,1,1
0800023C,0800,0.18,1,5,1,1,1
0800024C,0800,-0.52,0,4,1,0,1
0803003C,0803,-1.75,3,5,1,0,1
0803004C,0803,-0.6,0,4,1,1,1
0803007C,0803,-1.42,3,4,1,0,1
0803008C,0803,-0.67,1,4,1,0,1
0803009C,0803,-0.87,1,4,1,0,1
0803014C,0803,-0.5,0,3,1,1,0
0803015C,0803,-0.61,0,3,1,0,0
0803016C,0803,-0.32,0,4,1,0,1
0803020C,0803,-0.21,2,4,1,0,1
0803021C,0803,-0.97,1,3,1,0,0
0803022C,0803,-0.97,1,5,1,1,1
0803023C,0803,-0.51,1,4,1,0,1
0804001C,0804,-0.4,0,4,1,1,1
0804002C,0804,-0.47,0,4,1,0,1
0804004C,0804,-0.76,1,3,1,0,0
0804007C,0804,-0.25,0,4,1,0,1
0804011C,0804,-1.8,2,4,1,0,1
0804012C,0804,-0.17,0,4,1,0,1
0804013C,0804,-0.28,0,5,1,1,1
0804014C,0804,-0.47,0,4,1,0,1
0804019C,0804,-0.79,0,5,1,0,1
0804020C,0804,0.36,0,5,1,0,1
0804022C,0804,0.08,0,5,1,0,1
0804023C,0804,-0.9,1,4,1,0,1
0804024C,0804,-0.54,0,4,1,1,1
0805001C,0805,-0.82,2,4,1,1,1
0805002C,0805,-1.36,0,1,1,0,0
0805005C,0805,-0.09,2,4,1,0,1
0805006C,0805,0.22,0,4,1,1,1
0805008C,0805,0.72,0,5,1,0,1
0805010C,0805,-0.25,0,4,1,0,1
0805017C,0805,1.13,0,4,1,0,1
0805018C,0805,0.01,0,5,1,1,1
0805019C,0805,-0.95,0,2,1,1,0
0805020C,0805,-0.27,0,4,1,1,1
0805021C,0805,0.1,0,4,1,0,1
0805023C,0805,-0.45,0,2,1,1,0
0808002C,0808,-0.37,0,4,1,1,1
0808003C,0808,-0.47,0,4,1,1,1
0808004C,0808,0.81,0,4,1,0,1
0808006C,0808,-0.24,0,3,1,1,0
0808008C,0808,0.03,0,3,1,1,0
0808009C,0808,-0.38,0,4,1,0,1
0808010C,0808,0.58,0,5,1,1,1
0808013C,0808,-1.9,3,3,1,1,0
0808014C,0808,-0.52,1,4,1,1,1
0808015C,0808,-0.37,0,4,1,1,1
0808017C,0808,0.4,0,5,1,1,1
0808019C,0808,-0.35,0,4,1,0,1
0808020C,0808,0.84,0,4,1,1,1
0808021C,0808,0.31,0,4,1,1,1
0808022C,0808,-0.44,0,5,1,0,1
0809002C,0809,0.26,1,4,1,1,1
0809003C,0809,-0.39,0,4,1,1,1
0809005C,0809,0.09,0,4,1,0,1
0809007C,0809,-0.51,1,5,1,1,1
0809009C,0809,-0.79,1,4,1,0,1
0809010C,0809,-0.48,0,4,1,1,1
0809011C,0809,-0.37,0,4,1,0,1
0809012C,0809,-0.9,1,4,1,1,1
0809013C,0809,-0.08,0,3,1,1,0
0809018C,0809,-0.04,0,5,1,1,1
0809019C,0809,-0.35,0,5,1,1,1
0809020C,0809,-0.8,1,5,1,0,1
0809023C,0809,-0.26,0,4,1,0,1
0810002C,0810,-0.76,2,1,1,1,0
0810004C,0810,-0.79,0,3,1,1,0
0810008C,0810,-0.45,1,2,1,1,0
0810010C,0810,-0.78,0,2,1,0,0
0810014C,0810,-0.82,2,3,1,1,0
0810015C,0810,-0.85,1,5,1,1,1
0810016C,0810,-0.79,2,3,1,1,0
0810018C,0810,-1.34,2,3,1,0,0
0810020C,0810,-0.2,1,3,1,1,0
0810021C,0810,-1.22,2,2,1,1,0
0812002C,0812,0.84,0,4,2,0,1
0812004C,0812,0.45,0,4,2,0,1
0812005C,0812,0.79,0,5,2,1,1
0812006C,0812,1.22,0,5,2,0,1
0812009C,0812,1.02,0,5,2,1,1
0812010C,0812,0.94,0,5,2,1,1
0812011C,0812,1.68,0,4,2,1,1
0812013C,0812,0.69,0,4,2,0,1
0812014C,0812,0.97,0,5,2,0,1
0812015C,0812,0.81,0,4,2,1,1
0812016C,0812,0.24,0,3,2,1,0
0812017C,0812,0.45,0,5,2,1,1
0812019C,0812,-0.11,0,3,2,0,0
0812023C,0812,0.72,0,5,2,1,1
0812024C,0812,0.59,0,4,2,1,1
0815003C,0815,-0.31,1,4,1,0,1
0815004C,0815,-0.19,0,4,1,1,1
0815005C,0815,-0.71,1,3,1,1,0
0815006C,0815,0.68,0,3,1,1,0
0815007C,0815,-0.2,1,4,1,1,1
0815008C,0815,0.41,0,5,1,1,1
0815009C,0815,-0.47,0,5,1,1,1
0815010C,0815,-0.47,0,5,1,1,1
0815011C,0815,-0.06,1,3,1,0,0
0815012C,0815,0.02,0,3,1,0,0
0815014C,0815,-0.72,2,4,1,1,1
0815015C,0815,-1.06,1,3,1,0,0
0815018C,0815,-1.05,1,4,1,0,1
0815019C,0815,-0.22,0,4,1,0,1
0815020C,0815,-0.56,0,5,1,1,1
0815022C,0815,-0.64,0,4,1,0,1
0815023C,0815,-1.82,2,3,1,0,0
0815024C,0815,-0.87,1,4,1,0,1
0816003C,0816,0.63,0,5,1,1,1
0816004C,0816,-0.69,0,4,1,1,1
0816008C,0816,0.14,1,5,1,0,1
0816012C,0816,-0.51,0,4,1,0,1
0816013C,0816,1.59,0,5,1,0,1
0816014C,0816,0.68,1,4,1,0,1
0816015C,0816,0.89,0,4,1,0,1
0816016C,0816,1.04,0,4,1,0,1
0816018C,0816,0.57,0,4,1,1,1
0816021C,0816,0.46,1,4,1,1,1
0816024C,0816,-0.4,1,5,1,1,1
0818001C,0818,-0.95,2,3,1,0,0
0818003C,0818,-0.73,0,4,1,0,1
0818005C,0818,0.17,1,2,1,1,0
0818007C,0818,-0.67,0,4,1,0,1
0818009C,0818,0.19,0,4,1,0,1
0818012C,0818,-0.52,0,5,1,1,1
0818013C,0818,0.03,0,2,1,1,0
0818014C,0818,-0.1,0,4,1,1,1
0818015C,0818,-0.59,0,3,1,1,0
0818016C,0818,-0.05,0,3,1,0,0
0818017C,0818,-0.79,1,4,1,1,1
0818018C,0818,-0.44,0,3,1,1,0
0818019C,0818,-0.99,1,4,1,0,1
0818020C,0818,-0.67,1,4,1,1,1
0818021C,0818,-0.72,1,4,1,0,1
0824001C,0824,-1.0,2,4,1,1,1
0824005C,0824,0.65,0,5,1,1,1
0824007C,0824,-0.25,0,4,1,0,1
0824010C,0824,-0.82,1,4,1,1,1
0824011C,0824,-0.48,0,4,1,1,1
0824015C,0824,-0.81,1,4,1,0,1
0824016C,0824,-0.97,2,2,1,0,0
0824017C,0824,0.46,0,4,1,0,1
0824019C,0824,-0.2,0,5,1,0,1
0824023C,0824,-1.75,3,4,1,0,1
0826004C,0826,-0.78,1,3,1,0,0
0826005C,0826,-0.56,0,4,1,1,1
0826008C,0826,-0.45,1,4,1,1,1
0826010C,0826,-0.37,2,4,1,1,1
0826012C,0826,-1.84,2,4,1,0,1
0826014C,0826,-0.97,2,3,1,1,0
0826018C,0826,-0.79,1,3,1,1,0
0826024C,0826,-0.73,0,4,1,0,1
0828002C,0828,0.94,0,4,2,1,1
0828003C,0828,0.74,0,3,2,1,0
0828004C,0828,0.77,0,5,2,1,1
0828005C,0828,0.31,0,4,2,0,1
0828006C,0828,0.94,0,5,2,0,1
0828010C,0828,0.49,0,3,2,1,0
0828011C,0828,0.37,0,4,2,1,1
0828012C,0828,0.84,0,5,2,0,1
0828013C,0828,1.61,0,5,2,1,1
0828015C,0828,-0.07,0,5,2,0,1
0828016C,0828,1.02,0,4,2,1,1
0828017C,0828,0.16,0,4,2,1,1
0828018C,0828,1.5,0,4,2,0,1
0828019C,0828,1.97,0,5,2,1,1
0828020C,0828,0.15,0,3,2,1,0
0828021C,0828,0.92,0,5,2,0,1
0828022C,0828,0.82,1,4,2,1,1
0828024C,0828,0.85,0,4,2,0,1
0829002C,0829,1.43,1,4,2,0,1
0829003C,0829,0.43,0,5,2,0,1
0829005C,0829,1.17,0,4,2,0,1
0829011C,0829,0.64,0,3,2,0,0
0829012C,0829,1.9,0,5,2,0,1
0829013C,0829,-0.08,0,4,2,1,1
0829014C,0829,-0.32,0,5,2,1,1
0829015C,0829,0.16,0,4,2,1,1
0829019C,0829,-0.02,0,4,2,0,1
0829020C,0829,0.39,0,5,2,1,1
0829021C,0829,0.03,0,3,2,0,0
0830001C,0830,0.33,0,3,2,1,0
0830003C,0830,0.13,0,5,2,0,1
0830004C,0830,-0.1,0,5,2,1,1
0830006C,0830,0.95,0,3,2,0,0
0830007C,0830,1.18,0,3,2,1,0
0830009C,0830,-0.34,0,4,2,0,1
0830010C,0830,1.16,0,5,2,0,1
0830011C,0830,0.59,0,4,2,1,1
0830013C,0830,0.25,0,5,2,1,1
0830014C,0830,0.72,0,4,2,1,1
0830016C,0830,-0.43,0,4,2,1,1
0830017C,0830,-0.58,0,4,2,0,1
0831002C,0831,-0.18,0,4,2,1,1
0831004C,0831,-0.32,0,3,2,0,0
0831007C,0831,0.84,0,3,2,1,0
0831008C,0831,0.25,0,3,2,1,0
0831009C,0831,-0.77,1,3,2,1,0
0831010C,0831,0.33,1,4,2,1,1
0831011C,0831,-1.34,2,3,2,0,0
0831013C,0831,-0.39,1,5,2,0,1
0831014C,0831,0.82,1,4,2,0,1
0831015C,0831,0.25,0,4,2,1,1
0833002C,0833,0.11,0,4,1,0,1
0833003C,0833,-1.17,3,4,1,0,1
0833004C,0833,-0.06,0,4,1,1,1
0833005C,0833,-0.69,1,4,1,0,1
0833007C,0833,-0.2,1,3,1,1,0
0833009C,0833,0.27,0,4,1,1,1
0833010C,0833,0.27,0,5,1,1,1
0833012C,0833,-0.47,0,5,1,1,1
0833014C,0833,-0.83,1,4,1,1,1
0833018C,0833,-0.01,1,5,1,1,1
0833019C,0833,-0.51,0,3,1,1,0
0833020C,0833,-0.62,1,4,1,0,1
0833021C,0833,0.23,0,4,1,1,1
0833022C,0833,-0.07,0,4,1,1,1
0834001C,0834,0.0,0,4,1,0,1
0834002C,0834,-0.93,1,3,1,0,0
0834004C,0834,0.67,0,5,1,1,1
0834006C,0834,0.74,0,5,1,1,1
0834011C,0834,-0.58,1,4,1,1,1
0834015C,0834,-0.33,1,4,1,0,1
0834017C,0834,-0.25,0,4,1,1,1
0834020C,0834,-0.4,1,4,1,0,1
0834021C,0834,-0.51,0,4,1,0,1
0834022C,0834,-0.78,0,4,1,1,1
0836003C,0836,-0.78,1,5,1,0,1
0836005C,0836,-0.2,1,3,1,0,0
0836008C,0836,-1.09,2,4,1,0,1
0836010C,0836,0.13,0,4,1,1,1
0836014C,0836,0.44,1,4,1,0,1
0836018C,0836,-2.28,3,4,1,0,1
0836019C,0836,-0.73,0,4,1,1,1
0836020C,0836,-0.32,0,4,1,0,1
0836021C,0836,-1.33,2,4,1,0,1
0836023C,0836,-0.64,2,3,1,0,0
0836024C,0836,0.13,0,3,1,1,0
0839002C,0839,0.85,0,5,1,1,1
0839004C,0839,0.46,0,4,1,0,1
0839005C,0839,1.02,1,3,1,0,0
0839009C,0839,-0.08,1,4,1,0,1
0839010C,0839,0.76,0,5,1,1,1
0839012C,0839,0.27,0,3,1,1,0
0839014C,0839,-0.02,0,4,1,1,1
0839015C,0839,-0.06,0,4,1,0,1
0839016C,0839,1.07,1,5,1,0,1
0839017C,0839,0.92,1,4,1,1,1
0839018C,0839,-0.14,0,5,1,0,1
0840002C,0840,2.16,0,5,2,1,1
0840004C,0840,0.97,0,5,2,1,1
0840005C,0840,0.01,0,4,2,1,1
0840006C,0840,1.27,0,4,2,1,1
0840007C,0840,-0.4,0,5,2,1,1
0840008C,0840,1.84,0,5,2,1,1
0840010C,0840,0.61,0,5,2,1,1
0840011C,0840,1.51,0,5,2,1,1
0840013C,0840,1.53,0,4,2,1,1
0840014C,0840,2.41,0,5,2,0,1
0840017C,0840,2.55,0,5,2,0,1
0840018C,0840,0.49,0,4,2,1,1
0840019C,0840,1.3,0,5,2,1,1
0840020C,0840,1.42,0,5,2,1,1
0840022C,0840,1.52,0,4,2,1,1
0840023C,0840,2.01,0,5,2,1,1
0840024C,0840,2.15,0,5,2,1,1
0841002C,0841,-0.13,0,4,1,0,1
0841003C,0841,-1.27,1,4,1,0,1
0841004C,0841,-0.12,1,4,1,1,1
0841005C,0841,-1.72,3,3,1,0,0
0841007C,0841,-0.84,1,1,1,0,0
0841008C,0841,0.34,1,4,1,0,1
0841011C,0841,-0.73,2,3,1,0,0
0841016C,0841,0.63,2,4,1,1,1
0841018C,0841,-1.12,3,3,1,0,0
0841019C,0841,-1.34,3,1,1,0,0
0841022C,0841,-0.3,1,4,1,0,1
0841023C,0841,0.39,1,4,1,1,1
0841024C,0841,-0.68,1,1,1,1,0
0845001C,0845,-0.03,0,4,1,0,1
0845003C,0845,-0.3,1,3,1,1,0
0845005C,0845,-0.62,1,4,1,1,1
0845009C,0845,-0.98,0,2,1,0,0
0845010C,0845,-0.37,0,4,1,1,1
0845017C,0845,-0.62,0,4,1,0,1
0847004C,0847,0.02,1,4,1,0,1
0847006C,0847,0.05,0,4,1,1,1
0847012C,0847,0.87,0,5,1,1,1
0847015C,0847,-0.83,2,4,1,0,1
0847019C,0847,0.69,1,4,1,0,1
0847022C,0847,-0.5,0,4,1,0,1
0848001C,0848,-0.78,2,2,1,1,0
0848002C,0848,-0.12,0,3,1,0,0
0848004C,0848,-0.16,1,4,1,1,1
0848006C,0848,0.26,2,4,1,1,1
0848010C,0848,-0.22,0,1,1,1,0
0848013C,0848,-0.2,0,3,1,1,0
0848015C,0848,-0.77,2,2,1,0,0
0848016C,0848,-0.43,2,3,1,0,0
0849006C,0849,-1.17,2,4,1,1,1
0849011C,0849,0.33,1,4,1,1,1
0849012C,0849,-0.01,2,4,1,1,1
0849014C,0849,-1.41,2,4,1,1,1
0849017C,0849,-0.79,1,4,1,0,1
0849020C,0849,-0.36,0,4,1,1,1
0850001C,0850,2.68,0,5,2,0,1
0850004C,0850,0.46,0,4,2,0,1
0850006C,0850,0.89,0,5,2,0,1
0850007C,0850,-0.27,0,4,2,0,1
0850008C,0850,0.67,0,4,2,1,1
0850010C,0850,1.43,0,4,2,0,1
0850013C,0850,0.38,0,4,2,0,1
0850015C,0850,1.74,0,5,2,1,1
0850020C,0850,0.78,0,5,2,1,1
0850021C,0850,0.32,1,4,2,0,1
0850024C,0850,0.98,0,4,2,1,1
0851007C,0851,-0.36,0,4,1,0,1
0851013C,0851,-1.84,3,3,1,1,0
0851017C,0851,-1.34,3,3,1,0,0
0851019C,0851,-1.59,3,3,1,0,0
0851020C,0851,-0.76,1,4,1,0,1
0851021C,0851,-1.53,3,3,1,1,0
0852002C,0852,-0.06,0,4,2,1,1
0852003C,0852,-0.33,1,5,2,0,1
0852004C,0852,0.17,0,3,2,0,0
0852005C,0852,0.35,0,5,2,1,1
0852006C,0852,-0.13,1,4,2,1,1
0852008C,0852,0.26,0,5,2,1,1
0852011C,0852,0.67,0,5,2,1,1
0852012C,0852,-0.63,0,4,2,1,1
0852014C,0852,-0.54,1,5,2,0,1
0852015C,0852,1.33,0,2,2,0,0
0852016C,0852,0.41,0,3,2,1,0
0852018C,0852,-0.36,0,4,2,0,1
0852019C,0852,0.02,0,4,2,0,1
0852020C,0852,0.65,0,4,2,1,1
0852021C,0852,-0.45,1,4,2,1,1
0852022C,0852,0.43,0,5,2,0,1
0852023C,0852,-0.25,1,4,2,0,1
0852024C,0852,-0.75,1,3,2,1,0
0853001C,0853,1.23,0,5,2,1,1
0853002C,0853,1.48,0,5,2,1,1
0853003C,0853,0.71,0,4,2,1,1
0853004C,0853,1.28,0,5,2,0,1
0853005C,0853,1.26,0,5,2,0,1
0853006C,0853,1.78,0,5,2,0,1
0853007C,0853,1.46,0,4,2,1,1
0853008C,0853,0.87,1,4,2,0,1
0853009C,0853,1.13,0,5,2,1,1
0853011C,0853,1.55,1,5,2,1,1
0853012C,0853,0.49,0,4,2,0,1
0853013C,0853,1.0,1,5,2,0,1
0853014C,0853,0.28,0,4,2,0,1
0853015C,0853,1.64,0,4,2,1,1
0853016C,0853,1.49,0,5,2,1,1
0853019C,0853,0.89,0,5,2,0,1
0853020C,0853,-0.1,0,5,2,1,1
0853021C,0853,1.35,0,4,2,0,1
0853023C,0853,0.15,0,4,2,0,1
0855002C,0855,0.32,1,4,1,0,1
0855007C,0855,0.35,0,5,1,0,1
0855008C,0855,-0.06,0,5,1,1,1
0855009C,0855,0.38,1,5,1,1,1
0855010C,0855,0.44,0,5,1,1,1
0855011C,0855,0.99,0,5,1,1,1
0855013C,0855,1.06,0,5,1,1,1
0855014C,0855,-0.67,1,4,1,0,1
0855017C,0855,0.46,0,4,1,1,1
0855019C,0855,-0.48,0,5,1,1,1
0855020C,0855,0.67,1,4,1,1,1
0856003C,0856,0.35,0,4,1,1,1
0856009C,0856,0.19,0,5,1,1,1
0856010C,0856,-0.09,0,4,1,1,1
0856011C,0856,0.9,0,4,1,0,1
0856013C,0856,1.16,0,4,1,1,1
0856014C,0856,-0.29,1,2,1,1,0
0856017C,0856,0.37,0,4,1,1,1
0858001C,0858,-0.92,1,3,1,0,0
0858003C,0858,-0.19,0,4,1,0,1
0858007C,0858,-0.93,1,1,1,0,0
0858008C,0858,-1.1,1,3,1,0,0
0858013C,0858,-0.21,1,4,1,0,1
0858019C,0858,-0.59,2,5,1,1,1
0858023C,0858,-0.94,1,4,1,1,1
0859001C,0859,-0.21,0,3,1,0,0
0859005C,0859,-0.67,1,4,1,1,1
0859008C,0859,-0.48,1,3,1,1,0
0859009C,0859,0.78,0,4,1,1,1
0859010C,0859,0.93,0,4,1,1,1
0859011C,0859,-0.9,2,4,1,0,1
0859017C,0859,-0.18,0,5,1,0,1
0859018C,0859,0.06,0,5,1,1,1
0859019C,0859,-0.18,0,5,1,1,1
0859021C,0859,0.41,0,0,1,0,0
0859023C,0859,-0.13,1,4,1,0,1
0859024C,0859,0.01,0,4,1,1,1
0860004C,0860,0.63,0,4,1,0,1
0860005C,0860,-0.53,0,5,1,1,1
0860010C,0860,-0.24,0,3,1,1,0
0860013C,0860,-0.59,0,4,1,0,1
0860015C,0860,0.69,0,4,1,1,1
0860018C,0860,0.06,0,4,1,1,1
0860020C,0860,0.01,1,5,1,0,1
