id,spans,weight,marnum,censor,lower,upper,hiseduc,hereduc,heblack,sheblack,age,agediff,time1,numkid1,time2,numkid2,time3,numkid3,time4,numkid4,time5,numkid5,time6,numkid6,time7,numkid7,time8,numkid8,time9,numkid9,time10,numkid10,time11,numkid11,time12,numkid12,time13,numkid13,time14,numkid14,time15,numkid15,time16,numkid16,time17,numkid17
7149,1,24,2,0,12.624,12.701,14,14,0,0,38.508,21.235,12.701,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7151,3,24,1,1,42.023,42.023,14,12,0,0,20.835,3.748,3.165,0,5.662,1,42.023,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7154,3,24,1,1,42.023,42.023,11,11,0,0,17.087,2.352,3.165,0,5.662,1,42.023,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7161,1,23,1,1,5.235,5.235,13,16,0,0,28.337,35.581,5.235,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7179,1,23,1,0,3.211,3.288,12,12,0,0,18.752,2.352,3.288,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7179,1,23,2,0,3.751,11.242,12,12,0,0,25.752,2.352,11.242,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7179,1,23,3,1,5.462,5.462,12,12,0,0,37.002,-1.749,5.462,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7192,2,23,1,1,51.57,51.57,8,8,0,0,14.702,2.352,0.767,0,51.57,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7195,4,23,1,1,38.585,38.585,14,14,0,0,25.002,2.352,3.663,0,4.83,1,32.271,2,38.585,3,,,,,,,,,,,,,,,,,,,,,,,,,,
7197,3,24,1,1,20.0,20.0,12,12,0,0,30.001,2.352,2.166,0,9.832,1,20.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7197,1,24,2,1,1.248,1.248,17,12,0,0,69.752,2.352,1.248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7201,1,26,1,1,15.997,15.997,12,12,0,0,33.5,2.352,15.997,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7204,1,26,1,1,15.997,15.997,12,12,0,0,29.5,2.352,15.997,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7207,3,27,1,1,24.999,24.999,12,12,0,0,37.169,2.352,0.83,0,2.16,1,24.999,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7210,1,27,1,0,5.38,5.462,16,16,0,0,27.584,2.352,5.462,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7210,3,27,2,0,5.21,5.867,17,16,0,0,33.418,-1.415,0.583,0,1.829,1,5.867,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7217,1,29,1,1,3.447,3.447,11,14,0,0,22.051,0.12,3.447,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7219,1,32,1,1,9.999,9.999,12,12,0,0,30.5,2.352,9.999,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7227,2,31,1,1,37.999,37.999,18,18,0,0,21.5,2.352,37.5,0,37.999,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7231,1,8,1,0,8.999,36.0,15,15,1,1,20.498,2.352,36.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7231,1,8,2,1,6.752,6.752,15,15,1,1,49.747,2.352,6.752,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7233,1,32,1,0,3.962,4.953,18,18,0,1,24.17,2.352,4.953,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7233,1,32,2,1,9.333,9.333,18,18,0,1,31.499,2.352,9.333,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7233,1,32,3,1,22.445,22.445,7,18,1,1,42.251,-4.849,22.445,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7236,1,25,1,0,4.999,20.0,12,12,0,0,35.499,2.352,20.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7236,1,25,2,1,3.751,3.751,12,12,0,0,51.748,2.352,3.751,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7239,1,25,1,1,8.35,8.35,8,8,0,0,22.149,2.352,8.35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7243,2,23,1,1,11.532,11.532,12,12,0,0,24.589,-2.001,1.999,0,11.532,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7249,5,23,1,1,18.237,18.237,12,12,0,0,22.004,-2.166,2.081,0,3.997,1,7.08,2,8.416,3,18.237,4,,,,,,,,,,,,,,,,,,,,,,,,
7251,5,23,1,1,18.237,18.237,12,12,0,0,18.248,6.341,2.081,0,3.997,1,7.08,2,8.416,3,18.237,4,,,,,,,,,,,,,,,,,,,,,,,,
7253,9,23,1,1,54.91,54.91,12,14,0,0,22.582,0.246,2.084,0,3.912,1,5.914,2,7.745,3,9.832,4,12.331,5,13.418,6,15.745,7,54.91,8,,,,,,,,,,,,,,,,
7257,2,23,1,0,1.711,1.793,12,12,0,0,21.837,32.999,0.75,0,1.793,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7257,2,23,2,0,13.046,13.128,16,12,0,0,24.085,-5.421,1.503,0,13.128,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7263,3,23,1,1,14.998,14.998,16,16,0,0,22.497,1.834,4.167,0,5.84,1,14.998,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7266,1,24,1,1,12.0,12.0,12,12,0,0,20.498,2.352,12.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7271,1,27,1,1,48.999,48.999,5,5,0,0,22.5,2.352,48.999,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7273,2,27,1,1,41.947,41.947,12,12,0,0,25.087,0.167,1.999,0,41.947,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7277,5,27,1,1,17.506,17.506,17,16,0,0,22.42,5.413,0.832,0,2.412,1,4.832,2,8.252,3,17.506,4,,,,,,,,,,,,,,,,,,,,,,,,
7278,5,27,1,1,17.506,17.506,16,12,0,0,27.833,-21.506,0.832,0,2.412,1,4.832,2,8.252,3,17.506,4,,,,,,,,,,,,,,,,,,,,,,,,
7283,1,25,1,1,1.465,1.465,12,10,0,0,23.083,2.352,1.465,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7289,2,27,1,0,5.791,5.867,12,12,0,0,19.422,-2.667,0.244,0,5.867,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7289,1,27,2,0,3.006,10.185,12,12,0,0,28.17,-2.667,10.185,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7289,1,27,3,1,1.626,1.626,12,12,0,0,38.36,2.352,1.626,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7295,2,27,1,1,37.158,37.158,12,12,0,0,20.249,2.352,18.582,0,37.158,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7297,1,27,1,1,29.999,29.999,10,10,0,0,22.5,-27.099,29.999,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7301,1,27,1,1,1.407,1.407,14,12,0,0,25.092,-3.069,1.407,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7303,1,25,1,1,9.999,9.999,14,14,0,0,30.5,2.352,9.999,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7305,1,24,1,0,0.778,1.539,12,12,0,0,25.749,2.352,1.539,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7310,1,25,1,0,9.958,10.04,16,12,0,0,24.753,4.416,10.04,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7310,2,25,2,1,7.099,7.099,16,15,0,0,35.581,5.254,2.749,0,7.099,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7317,5,25,1,1,12.769,12.769,11,16,0,0,20.255,-3.329,1.662,0,4.249,1,6.163,2,8.663,3,12.769,4,,,,,,,,,,,,,,,,,,,,,,,,
7320,14,3,1,1,44.999,44.999,6,6,0,1,20.162,2.352,1.166,0,2.669,1,3.915,2,5.752,3,7.083,4,10.669,5,11.838,6,13.081,7,14.587,8,17.333,9,19.502,10,22.001,11,22.839,12,44.999,13,,,,,,
7324,2,3,1,0,12.791,12.868,12,12,1,1,28.498,1.67,10.155,0,12.868,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7328,1,3,1,1,40.854,40.854,5,9,1,1,23.499,6.018,40.854,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7331,2,25,1,0,2.543,7.619,12,12,0,0,18.628,2.352,4.036,0,7.619,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7331,1,25,2,1,30.669,30.669,12,12,0,0,26.251,2.352,30.669,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7337,3,24,1,1,18.875,18.875,13,12,0,0,18.831,2.749,1.169,0,3.587,1,18.875,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7339,3,24,1,1,21.352,21.352,12,14,0,0,24.841,3.836,1.744,0,5.325,1,21.352,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7348,6,24,1,1,18.804,18.804,16,12,0,0,21.665,-0.58,0.999,0,2.084,1,3.168,2,5.084,3,7.748,4,18.804,5,,,,,,,,,,,,,,,,,,,,,,
7353,3,27,1,1,15.064,15.064,12,12,0,0,24.331,2.352,3.168,0,4.501,1,15.064,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7360,3,27,1,0,7.504,8.496,12,12,0,0,17.711,2.352,0.208,0,4.038,1,8.496,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7364,5,22,1,1,37.999,37.999,15,12,0,0,23.499,0.983,1.848,0,5.352,1,7.099,2,15.847,3,37.999,4,,,,,,,,,,,,,,,,,,,,,,,,
7367,1,24,1,1,29.355,29.355,12,12,0,0,30.5,2.352,29.355,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7370,1,24,1,1,4.794,4.794,17,17,0,0,25.919,3.581,4.794,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7373,1,24,1,1,13.372,13.372,12,12,0,1,26.88,2.352,13.372,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7373,1,24,2,1,2.749,2.749,12,12,0,1,53.834,2.352,2.749,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7375,6,23,1,1,35.08,35.08,14,15,0,0,21.5,1.333,1.331,0,2.919,1,5.667,2,8.997,3,16.835,4,35.08,5,,,,,,,,,,,,,,,,,,,,,,
7378,6,23,1,1,35.08,35.08,14,14,0,0,20.167,2.352,1.331,0,2.919,1,5.667,2,8.997,3,16.835,4,35.08,5,,,,,,,,,,,,,,,,,,,,,,
7384,1,23,1,1,2.79,2.79,17,17,0,0,33.421,3.001,2.79,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7386,1,23,1,0,23.923,24.969,12,12,0,0,23.499,6.522,24.969,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7389,4,23,1,0,19.379,19.461,12,12,0,0,22.171,2.352,0.83,0,4.249,1,9.996,2,19.461,3,,,,,,,,,,,,,,,,,,,,,,,,,,
7389,1,23,2,1,12.964,12.964,12,12,0,0,46.256,0.329,12.964,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7394,1,23,1,0,10.042,10.125,12,12,0,0,19.337,0.504,10.125,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7394,1,23,2,1,10.056,10.056,12,12,0,0,31.086,-2.664,10.056,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7402,2,23,1,1,4.789,4.789,10,12,0,0,22.171,-32.496,1.418,0,4.789,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7404,4,23,1,1,13.697,13.697,12,12,0,0,21.919,-5.585,1.495,0,3.748,1,5.747,2,13.697,3,,,,,,,,,,,,,,,,,,,,,,,,,,
7407,3,23,1,0,10.565,10.615,12,12,0,0,17.919,2.352,0.501,0,2.5,1,10.615,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7407,1,23,2,1,10.056,10.056,12,12,0,0,33.749,-2.664,10.056,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7410,1,23,1,1,24.999,24.999,12,12,0,0,48.498,2.352,24.999,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7413,1,23,1,1,16.0,16.0,12,12,0,0,32.498,2.352,16.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7417,1,23,1,1,12.739,12.739,16,16,0,0,27.918,5.834,12.739,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7421,5,26,1,1,21.648,21.648,10,14,0,0,22.757,2.924,1.243,0,4.329,1,7.915,2,8.914,3,21.648,4,,,,,,,,,,,,,,,,,,,,,,,,
7426,4,26,1,1,19.058,19.058,14,12,0,0,21.251,1.076,0.671,0,1.916,1,5.749,2,19.058,3,,,,,,,,,,,,,,,,,,,,,,,,,,
7434,4,26,1,1,20.424,20.424,14,12,0,0,21.834,1.413,4.329,0,6.412,1,9.495,2,20.424,3,,,,,,,,,,,,,,,,,,,,,,,,,,
7441,1,25,1,1,54.251,54.251,12,12,0,0,20.753,-39.086,54.251,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7458,5,26,1,1,25.194,25.194,12,12,0,0,29.752,13.002,1.081,0,3.335,1,6.081,2,9.333,3,25.194,4,,,,,,,,,,,,,,,,,,,,,,,,
7482,2,26,1,1,2.623,2.623,10,10,0,0,24.298,2.352,0.701,0,2.623,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7482,1,26,2,1,14.251,14.251,10,8,0,0,60.422,2.335,14.251,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7489,4,26,1,1,18.579,18.579,12,12,0,0,22.335,-1.832,6.001,0,10.001,1,14.168,2,18.579,3,,,,,,,,,,,,,,,,,,,,,,,,,,
7491,3,26,1,1,17.413,17.413,8,8,0,0,18.253,2.352,0.578,0,1.832,1,17.413,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7491,1,26,2,1,11.329,11.329,8,8,0,0,38.253,2.352,11.329,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7493,6,26,1,1,30.773,30.773,12,12,0,0,20.255,1.087,2.418,0,3.997,1,5.832,2,8.249,3,9.58,4,30.773,5,,,,,,,,,,,,,,,,,,,,,,
7497,2,26,1,1,5.424,5.424,12,9,0,0,22.834,-0.162,2.412,0,5.424,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7502,1,26,1,1,0.608,0.608,12,10,0,0,26.07,1.418,0.608,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7509,3,25,1,1,23.414,23.414,12,12,0,0,22.251,2.352,4.246,0,9.749,1,23.414,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7509,1,25,2,1,21.582,21.582,10,12,0,0,50.834,-5.081,21.582,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7510,1,25,1,0,0.49,0.539,8,8,0,0,21.5,2.352,0.539,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7510,3,25,2,0,19.491,19.54,8,8,0,0,24.498,2.352,1.169,0,11.587,1,19.54,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7510,1,25,3,1,21.582,21.582,8,8,0,0,45.752,2.352,21.582,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7512,2,32,1,1,13.999,13.999,9,6,0,0,23.499,0.808,12.416,0,13.999,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7515,2,32,1,1,13.999,13.999,6,6,0,0,22.5,2.352,12.416,0,13.999,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7518,3,24,1,0,22.111,22.773,12,12,0,0,20.726,2.352,1.21,0,2.376,1,22.773,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7521,5,29,1,1,38.612,38.612,16,16,0,0,21.421,2.352,0.832,0,3.083,1,7.663,2,14.33,3,38.612,4,,,,,,,,,,,,,,,,,,,,,,,,
7526,2,29,1,1,4.994,4.994,13,16,0,0,30.415,0.413,1.914,0,4.994,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7529,2,31,1,1,28.14,28.14,12,12,0,0,28.413,7.581,0.586,0,28.14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7531,2,31,1,1,24.0,24.0,9,9,0,0,26.5,2.352,4.0,0,24.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7534,4,29,1,1,57.062,57.062,9,9,0,0,17.169,2.352,0.745,0,6.998,1,12.501,2,57.062,3,,,,,,,,,,,,,,,,,,,,,,,,,,
7536,5,29,1,1,48.17,48.17,10,12,0,0,24.498,4.249,0.835,0,5.415,1,12.249,2,16.835,3,48.17,4,,,,,,,,,,,,,,,,,,,,,,,,
7543,3,29,1,1,23.4,23.4,12,12,0,0,22.754,22.248,5.832,0,7.915,1,23.4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7545,4,29,1,1,27.343,27.343,12,12,0,0,19.165,0.75,2.752,0,4.583,1,12.835,2,27.343,3,,,,,,,,,,,,,,,,,,,,,,,,,,
7549,5,16,1,0,16.791,16.873,12,9,0,0,15.086,7.247,1.248,0,2.669,1,7.915,2,10.585,3,16.873,4,,,,,,,,,,,,,,,,,,,,,,,,
7558,1,25,1,0,0.958,1.04,9,12,0,0,24.085,3.009,1.04,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7558,2,25,2,1,4.882,4.882,9,12,0,0,26.749,-3.986,3.502,0,4.882,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7563,1,25,1,0,1.462,1.544,12,12,0,0,17.251,1.484,1.544,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7563,1,25,2,1,10.086,10.086,12,12,0,0,28.085,-5.511,10.086,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7565,1,22,1,0,10.286,41.15,6,6,1,1,22.5,2.352,41.15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7565,1,22,2,1,12.567,12.567,6,5,1,1,55.932,23.069,12.567,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7568,1,22,1,1,33.752,33.752,5,5,0,1,12.747,2.352,33.752,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7569,2,22,1,1,22.428,22.428,5,12,1,1,18.084,26.034,1.665,0,22.428,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7572,1,22,1,1,27.406,27.406,11,11,0,0,22.437,2.352,27.406,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7584,1,17,1,1,0.115,0.115,10,9,0,0,17.67,7.852,0.115,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7586,1,27,1,1,52.172,52.172,17,14,0,0,23.332,2.415,52.172,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7589,1,27,1,1,52.172,52.172,14,14,0,0,20.917,2.352,52.172,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7593,4,27,1,0,19.044,19.121,16,16,0,0,19.751,1.919,8.331,0,12.745,1,15.745,2,19.121,3,,,,,,,,,,,,,,,,,,,,,,,,,,
7593,1,27,2,1,5.78,5.78,12,16,0,0,38.919,-2.916,5.78,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7594,4,27,1,0,19.044,19.121,16,14,0,0,21.67,-26.585,8.331,0,12.745,1,16.148,2,19.121,3,,,,,,,,,,,,,,,,,,,,,,,,,,
7594,1,27,2,1,2.951,2.951,16,12,0,0,43.704,4.835,2.951,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7596,6,23,1,1,32.923,32.923,12,16,1,1,25.5,1.588,1.09,0,2.256,1,3.34,2,9.257,3,22.76,4,32.923,5,,,,,,,,,,,,,,,,,,,,,,
7608,2,15,1,1,8.613,8.613,16,12,0,0,20.884,6.157,3.02,0,8.613,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7624,2,15,1,1,1.413,1.413,12,11,0,0,20.085,7.313,0.956,0,1.413,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7627,1,29,1,1,8.0,8.0,16,16,0,0,20.498,2.352,8.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7630,8,16,1,1,48.422,48.422,8,8,0,0,17.421,2.352,1.166,0,2.081,1,10.749,2,12.411,3,13.41,4,14.831,5,18.33,6,48.422,7,,,,,,,,,,,,,,,,,,
7638,2,16,1,1,24.526,24.526,10,12,0,0,21.834,1.248,6.251,0,24.526,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7643,4,17,1,1,22.467,22.467,12,9,0,0,20.756,4.413,0.58,0,3.997,1,7.159,2,22.467,3,,,,,,,,,,,,,,,,,,,,,,,,,,
7645,1,17,1,0,0.545,1.202,9,9,0,0,17.084,2.352,1.202,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7645,1,17,2,0,2.957,3.039,9,9,0,0,19.499,2.352,3.039,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7645,3,17,3,1,22.182,22.182,9,12,0,0,23.666,-1.834,0.914,0,3.499,1,22.182,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7646,2,17,1,0,3.88,3.962,12,12,0,0,19.25,2.352,1.749,0,3.962,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7646,4,17,2,1,22.467,22.467,12,8,0,0,25.169,-24.504,0.58,0,3.997,1,7.159,2,22.467,3,,,,,,,,,,,,,,,,,,,,,,,,,,
7647,3,17,1,1,9.27,9.27,10,10,0,0,17.421,9.415,1.829,0,3.83,1,9.27,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7649,4,13,1,0,29.374,29.451,5,5,1,0,20.674,2.352,21.914,0,24.58,1,25.747,2,29.451,3,,,,,,,,,,,,,,,,,,,,,,,,,,
7673,1,13,1,1,13.032,13.032,12,11,1,1,26.086,0.252,13.032,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7676,1,26,1,1,63.45,63.45,8,8,0,0,21.498,2.352,63.45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7678,6,29,1,1,43.953,43.953,12,12,0,0,22.667,0.917,2.42,0,4.334,1,8.419,2,10.664,3,13.418,4,43.953,5,,,,,,,,,,,,,,,,,,,,,,
7684,2,29,1,0,3.458,3.535,12,12,0,0,20.085,8.665,1.166,0,3.535,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7686,4,29,1,1,34.691,34.691,10,9,0,0,27.499,5.602,0.857,0,7.354,1,10.689,2,34.691,3,,,,,,,,,,,,,,,,,,,,,,,,,,
7688,2,28,1,0,5.38,6.371,11,11,0,0,17.585,2.352,0.164,0,6.371,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7688,1,28,2,0,11.504,12.496,11,11,0,0,25.459,2.352,12.496,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7692,1,23,1,0,1.503,2.018,13,12,0,0,31.48,-7.066,2.018,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7697,4,23,1,1,16.249,16.249,12,13,0,0,24.999,2.916,1.916,0,4.832,1,8.832,2,16.249,3,,,,,,,,,,,,,,,,,,,,,,,,,,
7703,3,23,1,1,8.534,8.534,12,12,0,0,30.59,1.834,1.662,0,3.244,1,8.534,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7718,3,23,1,1,12.2,12.2,12,12,0,0,22.415,2.669,1.418,0,4.668,1,12.2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7721,3,23,1,0,9.374,9.457,16,16,0,0,34.754,4.422,0.583,0,5.002,1,9.457,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7725,3,23,1,0,9.374,9.457,16,15,0,0,24.504,10.251,0.583,0,5.002,1,9.457,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7728,4,24,1,1,46.582,46.582,12,12,0,0,18.004,2.352,1.166,0,3.499,1,6.995,2,46.582,3,,,,,,,,,,,,,,,,,,,,,,,,,,
7732,2,24,1,0,3.463,3.546,14,14,0,0,19.918,-0.813,1.336,0,3.546,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7732,1,24,2,0,1.38,1.429,14,14,0,0,25.919,16.186,1.429,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7732,2,24,3,1,15.68,15.68,14,13,0,0,27.351,-6.333,13.043,0,15.68,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7734,1,23,1,1,46.705,46.705,20,16,0,0,36.044,6.669,46.705,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7736,1,23,1,1,20.824,20.824,16,14,0,0,23.499,2.322,20.824,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7742,1,23,1,0,5.963,6.04,16,11,0,0,20.085,15.168,6.04,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7742,1,23,2,1,1.651,1.651,17,11,0,0,30.253,2.916,1.651,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7743,1,23,1,0,18.045,18.127,16,14,0,0,22.834,-18.412,18.127,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7745,1,23,1,0,5.963,6.04,14,17,0,0,22.919,-5.832,6.04,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7747,1,23,1,0,10.248,40.999,16,16,0,0,24.498,2.352,40.999,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7747,1,23,2,1,7.688,7.688,16,16,0,0,57.81,2.352,7.688,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7749,3,25,1,0,22.962,23.039,12,12,0,0,18.754,2.352,1.832,0,10.831,1,23.039,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7749,1,25,2,1,25.352,25.352,12,12,0,0,42.675,4.504,25.352,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7752,3,23,1,1,20.999,20.999,12,12,0,0,22.5,2.352,0.999,0,20.501,1,20.999,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7755,2,27,1,1,30.998,30.998,12,12,0,0,20.501,2.352,8.0,0,30.998,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7760,3,32,1,0,14.042,14.125,16,17,0,0,27.504,4.252,0.999,0,12.419,1,14.125,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7760,1,32,2,1,12.903,12.903,16,12,0,0,47.253,3.168,12.903,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7766,2,31,1,1,16.816,16.816,12,12,0,0,24.413,12.767,1.166,0,16.816,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7768,3,31,1,1,9.58,9.58,8,9,0,0,21.919,2.943,0.914,0,5.974,1,9.58,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7772,6,31,1,1,35.669,35.669,8,8,0,0,18.253,2.352,0.334,0,2.749,1,6.749,2,11.001,3,15.587,4,35.669,5,,,,,,,,,,,,,,,,,,,,,,
