schid,chapt1,frlnch,natvam,asian,black,hspanc,white,othrac,avgdat,stdntid,gender,race,birthmon,birthday,birthyea,classt,tchid,freelu,treads,tmaths,motivr,school,_merge,grade,class
201449,1,32,,,3,,97,0,,12286,1,1,11,27,1979,3,20144902,2,427,520,26,201449,3,0,462
201449,1,32,,,3,,97,0,,12334,2,1,11,2,1979,3,20144904,1,472,536,21,201449,3,0,464
201449,1,32,,,3,,97,0,,12335,2,1,11,2,1979,3,20144902,1,472,536,26,201449,3,0,462
201449,1,32,,,3,,97,0,,12336,1,1,11,12,1979,2,20144903,1,424,506,26,201449,3,0,463
201449,1,32,,,3,,97,0,,12337,1,1,11,12,1979,3,20144902,2,439,489,23,201449,3,0,462
201449,1,32,,,3,,97,0,,12338,1,1,11,20,1979,2,20144903,2,425,463,26,201449,3,0,463
201449,1,32,,,3,,97,0,,12339,1,1,11,26,1979,1,20144906,2,476,520,26,201449,3,0,466
201449,1,32,,,3,,97,0,,12343,1,2,10,27,1979,3,20144902,2,439,459,23,201449,3,0,462
201449,1,32,,,3,,97,0,,12598,1,1,12,15,1979,2,20144905,2,503,559,26,201449,3,0,465
201449,1,32,,,3,,97,0,,12600,2,1,12,18,1979,2,20144903,2,450,500,27,201449,3,0,463
201449,1,32,,,3,,97,0,,12618,2,1,12,2,1979,2,20144903,1,430,454,22,201449,3,0,463
201449,1,32,,,3,,97,0,,12619,1,1,12,7,1979,1,20144906,2,490,536,26,201449,3,0,466
201449,1,32,,,3,,97,0,,12620,1,1,12,29,1979,2,20144905,1,421,478,28,201449,3,0,465
201449,1,32,,,3,,97,0,,12671,1,1,12,5,1979,3,20144902,2,421,494,27,201449,3,0,462
201449,1,32,,,3,,97,0,,12672,2,1,12,13,1979,1,20144901,2,492,576,24,201449,3,0,461
201449,1,32,,,3,,97,0,,12673,2,1,12,21,1979,2,20144903,1,448,506,24,201449,3,0,463
201449,1,32,,,3,,97,0,,12675,2,6,12,28,1979,3,20144902,2,455,547,27,201449,3,0,462
201449,1,32,,,3,,97,0,,13132,1,1,11,25,1979,3,20144904,2,450,463,,201449,3,0,464
201449,1,32,,,3,,97,0,,13222,2,2,1,4,1980,1,20144906,2,456,528,,201449,3,0,466
201449,1,32,,,3,,97,0,,13251,2,1,1,12,1980,2,20144903,2,472,513,25,201449,3,0,463
201449,1,32,,,3,,97,0,,13317,1,1,1,29,1980,3,20144904,2,447,536,25,201449,3,0,464
201449,1,32,,,3,,97,0,,13325,2,1,1,11,1980,1,20144906,2,472,576,26,201449,3,0,466
201449,1,32,,,3,,97,0,,13330,2,1,1,29,1980,1,20144906,2,447,473,26,201449,3,0,466
201449,1,32,,,3,,97,0,,13414,2,1,1,4,1980,2,20144905,2,478,559,26,201449,3,0,465
201449,1,32,,,3,,97,0,,13415,1,1,1,11,1980,3,20144902,2,442,454,26,201449,3,0,462
201449,1,32,,,3,,97,0,,13416,1,1,1,13,1980,3,20144904,2,440,500,25,201449,3,0,464
201449,1,32,,,3,,97,0,,13417,1,1,1,13,1980,2,20144905,1,474,500,28,201449,3,0,465
201449,1,32,,,3,,97,0,,13418,2,2,1,31,1980,2,20144903,1,447,536,30,201449,3,0,463
201449,1,32,,,3,,97,0,,13419,1,1,1,14,1980,2,20144905,2,458,536,29,201449,3,0,465
201449,1,32,,,3,,97,0,,13940,1,1,3,7,1980,2,20144905,1,433,559,,201449,3,0,465
201449,1,32,,,3,,97,0,,13975,1,1,2,11,1980,2,20144905,2,485,536,28,201449,3,0,465
201449,1,32,,,3,,97,0,,14075,1,2,2,5,1980,3,20144902,1,388,454,24,201449,3,0,462
201449,1,32,,,3,,97,0,,14076,2,1,2,7,1980,3,20144904,2,565,559,26,201449,3,0,464
201449,1,32,,,3,,97,0,,14077,1,2,2,19,1980,2,20144905,1,400,392,33,201449,3,0,465
201449,1,32,,,3,,97,0,,14078,2,2,2,20,1980,3,20144902,1,421,494,23,201449,3,0,462
201449,1,32,,,3,,97,0,,14548,1,1,3,14,1980,3,20144902,2,418,489,32,201449,3,0,462
201449,1,32,,,3,,97,0,,14554,2,1,3,14,1980,2,20144903,2,419,459,27,201449,3,0,463
201449,1,32,,,3,,97,0,,14689,2,1,3,7,1980,2,20144905,1,453,528,27,201449,3,0,465
201449,1,32,,,3,,97,0,,14690,2,1,3,23,1980,2,20144905,2,497,547,26,201449,3,0,465
201449,1,32,,,3,,97,0,,14691,2,2,3,25,1980,3,20144902,1,456,484,26,201449,3,0,462
201449,1,32,,,3,,97,0,,14801,2,1,2,8,1980,2,20144903,2,419,439,25,201449,3,0,463
201449,1,32,,,3,,97,0,,14882,1,1,3,1,1980,3,20144904,2,447,506,28,201449,3,0,464
201449,1,32,,,3,,97,0,,14978,1,1,4,2,1980,3,20144904,2,,,25,201449,3,0,464
201449,1,32,,,3,,97,0,,14992,2,1,4,7,1980,3,20144904,2,465,473,27,201449,3,0,464
201449,1,32,,,3,,97,0,,15012,1,1,4,18,1980,2,20144905,2,538,513,26,201449,3,0,465
201449,1,32,,,3,,97,0,,15025,2,1,4,22,1980,1,20144901,2,472,500,25,201449,3,0,461
201449,1,32,,,3,,97,0,,15035,1,1,4,28,1980,1,20144901,1,472,520,25,201449,3,0,461
201449,1,32,,,3,,97,0,,15036,2,1,4,28,1980,3,20144904,2,472,559,25,201449,3,0,464
201449,1,32,,,3,,97,0,,15055,2,1,4,4,1980,1,20144906,2,453,484,26,201449,3,0,466
201449,1,32,,,3,,97,0,,15106,2,1,4,2,1980,1,20144901,1,416,454,23,201449,3,0,461
201449,1,32,,,3,,97,0,,15107,1,1,4,4,1980,2,20144903,2,419,454,24,201449,3,0,463
201449,1,32,,,3,,97,0,,15108,1,1,4,4,1980,1,20144906,1,461,520,23,201449,3,0,466
201449,1,32,,,3,,97,0,,15110,1,1,4,17,1980,3,20144904,2,490,500,31,201449,3,0,464
201449,1,32,,,3,,97,0,,15112,2,1,4,22,1980,3,20144904,2,456,528,27,201449,3,0,464
201449,1,32,,,3,,97,0,,15193,2,2,3,24,1980,3,20144902,1,456,536,26,201449,3,0,462
201449,1,32,,,3,,97,0,,15476,2,1,5,1,1980,1,20144906,2,436,500,25,201449,3,0,466
201449,1,32,,,3,,97,0,,15477,1,1,5,12,1980,2,20144903,2,416,459,28,201449,3,0,463
201449,1,32,,,3,,97,0,,15478,2,1,5,15,1980,2,20144903,2,465,506,27,201449,3,0,463
201449,1,32,,,3,,97,0,,15763,1,1,6,12,1980,3,20144904,2,497,576,26,201449,3,0,464
201449,1,32,,,3,,97,0,,15764,1,2,6,12,1980,2,20144903,2,428,463,25,201449,3,0,463
201449,1,32,,,3,,97,0,,15787,1,1,6,29,1980,3,20144902,2,456,528,25,201449,3,0,462
201449,1,32,,,3,,97,0,,15834,2,1,6,6,1980,3,20144902,2,439,459,25,201449,3,0,462
201449,1,32,,,3,,97,0,,15835,1,1,6,22,1980,1,20144901,2,463,513,25,201449,3,0,461
201449,1,32,,,3,,97,0,,15942,1,1,6,11,1980,3,20144902,1,428,463,23,201449,3,0,462
201449,1,32,,,3,,97,0,,15945,2,1,5,14,1980,1,20144906,1,465,528,31,201449,3,0,466
201449,1,32,,,3,,97,0,,16114,2,1,7,3,1980,3,20144904,2,461,536,24,201449,3,0,464
201449,1,32,,,3,,97,0,,16128,2,1,7,16,1980,2,20144903,1,419,418,27,201449,3,0,463
201449,1,32,,,3,,97,0,,16134,1,1,7,16,1980,2,20144905,2,,,28,201449,3,0,465
201449,1,32,,,3,,97,0,,16145,2,1,7,25,1980,1,20144901,2,470,520,24,201449,3,0,461
201449,1,32,,,3,,97,0,,16210,2,1,7,19,1980,1,20144906,2,465,528,26,201449,3,0,466
201449,1,32,,,3,,97,0,,16211,2,1,6,24,1980,1,20144901,2,468,528,27,201449,3,0,461
201449,1,32,,,3,,97,0,,16512,2,1,8,8,1980,3,20144904,2,428,513,27,201449,3,0,464
201449,1,32,,,3,,97,0,,16553,1,1,8,1,1980,2,20144905,2,467,489,26,201449,3,0,465
201449,1,32,,,3,,97,0,,16554,2,1,8,10,1980,2,20144905,2,478,484,,201449,3,0,465
201449,1,32,,,3,,97,0,,16595,1,1,8,6,1980,2,20144905,1,421,473,26,201449,3,0,465
201449,1,32,,,3,,97,0,,16596,1,1,8,21,1980,1,20144901,2,451,506,24,201449,3,0,461
201449,1,32,,,3,,97,0,,16679,1,1,8,2,1980,2,20144905,2,461,536,27,201449,3,0,465
201449,1,32,,,3,,97,0,,16910,2,1,9,18,1980,3,20144904,2,455,484,25,201449,3,0,464
201449,1,32,,,3,,97,0,,16950,1,1,9,6,1980,2,20144903,1,436,463,23,201449,3,0,463
201449,1,32,,,3,,97,0,,16951,2,1,9,17,1980,3,20144902,2,453,513,27,201449,3,0,462
201449,1,32,,,3,,97,0,,16952,1,1,9,23,1980,3,20144902,2,413,449,27,201449,3,0,462
201449,1,32,,,3,,97,0,,16953,2,1,9,25,1980,3,20144902,2,447,536,25,201449,3,0,462
201449,1,32,,,3,,97,0,,17329,1,1,7,11,1980,2,20144903,2,398,375,28,201449,3,0,463
201449,1,32,,,3,,97,0,,17434,2,1,1,31,1980,2,20144905,1,437,500,,201449,3,0,465
201449,1,32,,,3,,97,0,,17439,2,1,1,6,1980,2,20144903,2,428,473,24,201449,3,0,463
201449,1,32,,,3,,97,0,,17605,2,1,7,23,1980,1,20144906,1,434,473,27,201449,3,0,466
201449,1,32,,,3,,97,0,,17643,2,1,1,19,1980,1,20144901,2,483,528,25,201449,3,0,461
201449,1,32,,,3,,97,0,,17803,1,1,12,3,1979,2,20144905,1,472,536,,201449,3,0,465
201449,1,32,,,3,,97,0,,18193,1,2,2,1,1980,2,20144903,1,439,439,29,201449,3,0,463
201449,1,32,,,3,,97,0,,18712,2,1,5,27,1980,3,20144904,2,510,626,,201449,3,0,464
201449,1,32,,,3,,97,0,,18721,1,1,6,10,1980,2,20144903,1,411,478,,201449,3,0,463
201449,1,32,,,3,,97,0,,18752,2,1,5,12,1980,1,20144906,2,470,559,25,201449,3,0,466
201449,1,32,,,3,,97,0,,19462,1,1,3,5,1980,2,20144905,2,467,494,,201449,3,0,465
201449,1,32,,,3,,97,0,,19497,2,1,8,16,1980,1,20144906,1,470,536,28,201449,3,0,466
201449,1,32,,,3,,97,0,,21408,1,1,4,19,1980,3,20144904,1,472,559,26,201449,3,0,464
201449,1,32,,,3,,97,0,,21409,1,1,2,22,1980,1,20144901,2,470,602,,201449,3,0,461
201449,1,32,,,3,,97,0,,21464,2,1,8,8,1980,3,20144902,1,403,434,28,201449,3,0,462
203452,1,41,0,1,4,0,95,0,617,10415,2,1,5,29,1980,1,20345207,,,,,203452,3,1,494
203452,1,41,0,1,4,0,95,0,617,10448,1,1,2,22,1980,2,20345210,2,564,512,52,203452,3,1,497
203452,1,41,0,1,4,0,95,0,617,11151,1,1,8,22,1979,2,20345209,2,604,572,,203452,3,1,496
203452,1,41,0,1,4,0,95,0,617,11206,1,1,12,12,1979,3,20345206,,553,612,,203452,3,1,493
203452,1,41,0,1,4,0,95,0,617,11214,1,1,1,24,1979,2,20345210,2,540,510,52,203452,3,1,497
203452,1,41,0,1,4,0,95,0,617,11252,1,1,2,20,1979,1,20345207,2,604,653,45,203452,3,1,494
203452,1,41,0,1,4,0,95,0,617,11360,2,1,3,4,1979,2,20345209,1,604,526,54,203452,3,1,496
203452,1,41,0,1,4,0,95,0,617,11613,2,1,5,23,1979,1,20345208,2,495,481,50,203452,3,1,495
203452,1,41,0,1,4,0,95,0,617,11753,1,1,7,24,1979,2,20345210,1,457,518,45,203452,3,1,497
203452,1,41,0,1,4,0,95,0,617,11829,1,1,8,23,1979,3,20345206,,651,627,52,203452,3,1,493
203452,1,41,0,1,4,0,95,0,617,11830,1,1,8,31,1979,3,20345206,,,472,45,203452,3,1,493
203452,1,41,0,1,4,0,95,0,617,11843,1,1,8,27,1979,1,20345207,1,548,553,43,203452,3,1,494
203452,1,41,0,1,4,0,95,0,617,12137,1,1,10,18,1979,1,20345207,2,604,601,54,203452,3,1,494
203452,1,41,0,1,4,0,95,0,617,12303,2,1,11,12,1979,1,20345208,2,590,592,45,203452,3,1,495
203452,1,41,0,1,4,0,95,0,617,12333,2,1,11,25,1979,2,20345210,2,564,578,54,203452,3,1,497
203452,1,41,0,1,4,0,95,0,617,12345,1,1,11,20,1979,2,20345209,2,579,557,,203452,3,1,496
203452,1,41,0,1,4,0,95,0,617,12367,1,1,11,16,1979,1,20345207,1,524,562,48,203452,3,1,494
203452,1,41,0,1,4,0,95,0,617,12372,1,1,10,16,1979,2,20345210,1,,497,53,203452,3,1,497
203452,1,41,0,1,4,0,95,0,617,12642,2,1,12,21,1979,1,20345208,2,544,523,52,203452,3,1,495
203452,1,41,0,1,4,0,95,0,617,12677,2,1,12,4,1979,2,20345209,2,521,505,48,203452,3,1,496
203452,1,41,0,1,4,0,95,0,617,12679,2,1,12,13,1979,1,20345208,1,488,523,50,203452,3,1,495
203452,1,41,0,1,4,0,95,0,617,13032,1,1,8,21,1979,1,20345208,,497,545,,203452,3,1,495
203452,1,41,0,1,4,0,95,0,617,13352,1,1,4,3,1980,2,20345209,1,483,545,54,203452,3,1,496
203452,1,41,0,1,4,0,95,0,617,13367,2,1,1,11,1980,2,20345209,1,492,523,53,203452,3,1,496
203452,1,41,0,1,4,0,95,0,617,13368,2,1,1,12,1980,2,20345209,1,468,484,52,203452,3,1,496
203452,1,41,0,1,4,0,95,0,617,13411,1,1,2,9,1980,1,20345208,1,604,592,,203452,3,1,495
203452,1,41,0,1,4,0,95,0,617,13424,1,1,1,14,1980,2,20345209,2,544,549,52,203452,3,1,496
203452,1,41,0,1,4,0,95,0,617,13425,1,1,1,22,1980,1,20345208,2,629,612,50,203452,3,1,495
203452,1,41,0,1,4,0,95,0,617,13479,1,1,1,13,1980,1,20345208,2,468,545,56,203452,3,1,495
203452,1,41,0,1,4,0,95,0,617,13482,2,1,1,18,1980,1,20345208,1,507,526,52,203452,3,1,495
203452,1,41,0,1,4,0,95,0,617,13654,2,1,9,29,1980,2,20345210,1,487,479,53,203452,3,1,497
203452,1,41,0,1,4,0,95,0,617,13736,1,1,9,16,1980,1,20345208,2,540,592,,203452,3,1,495
203452,1,41,0,1,4,0,95,0,617,14010,1,1,2,7,1980,3,20345206,,501,505,52,203452,3,1,493
203452,1,41,0,1,4,0,95,0,617,14011,1,1,2,8,1980,1,20345207,2,579,557,48,203452,3,1,494
203452,1,41,0,1,4,0,95,0,617,14017,1,1,2,25,1980,2,20345210,1,514,518,50,203452,3,1,497
203452,1,41,0,1,4,0,95,0,617,14081,2,1,1,17,1980,1,20345207,2,651,567,47,203452,3,1,494
203452,1,41,0,1,4,0,95,0,617,14082,2,1,2,28,1980,2,20345210,1,533,538,51,203452,3,1,497
203452,1,41,0,1,4,0,95,0,617,14108,1,1,2,19,1980,1,20345207,2,604,567,50,203452,3,1,494
203452,1,41,0,1,4,0,95,0,617,14413,1,1,2,14,1980,3,20345206,,571,553,49,203452,3,1,493
203452,1,41,0,1,4,0,95,0,617,14625,1,1,3,1,1980,2,20345210,2,485,520,53,203452,3,1,497
203452,1,41,0,1,4,0,95,0,617,14626,1,1,3,2,1980,2,20345209,1,629,578,53,203452,3,1,496
203452,1,41,0,1,4,0,95,0,617,14627,2,1,3,5,1980,3,20345206,,571,532,47,203457,3,1,493
203452,1,41,0,1,4,0,95,0,617,14692,1,1,3,1,1980,1,20345208,2,501,578,53,203452,3,1,495
203452,1,41,0,1,4,0,95,0,617,14694,2,1,3,12,1980,2,20345209,2,509,518,56,203452,3,1,496
203452,1,41,0,1,4,0,95,0,617,14867,2,1,2,25,1980,1,20345207,2,604,601,47,203452,3,1,494
203452,1,41,0,1,4,0,95,0,617,14933,2,1,3,16,1980,3,20345206,,604,545,48,203452,3,1,493
203452,1,41,0,1,4,0,95,0,617,15070,2,1,4,1,1980,3,20345206,,590,545,49,203452,3,1,493
203452,1,41,0,1,4,0,95,0,617,15115,2,1,4,1,1980,1,20345207,2,651,592,48,203452,3,1,494
203452,1,41,0,1,4,0,95,0,617,15116,2,1,4,9,1980,2,20345210,1,527,518,55,203452,3,1,497
203452,1,41,0,1,4,0,95,0,617,15117,1,1,4,18,1980,2,20345209,2,651,532,49,203452,3,1,496
203452,1,41,0,1,4,0,95,0,617,15118,2,1,4,27,1980,3,20345206,,527,535,51,203452,3,1,493
203452,1,41,0,1,4,0,95,0,617,15119,2,2,4,27,1980,2,20345210,2,,532,50,203452,3,1,497
203452,1,41,0,1,4,0,95,0,617,15120,1,1,4,28,1980,2,20345210,2,480,474,52,203452,3,1,497
203452,1,41,0,1,4,0,95,0,617,15125,2,3,4,7,1980,2,20345209,2,553,557,58,203452,3,1,496
203452,1,41,0,1,4,0,95,0,617,15126,1,3,4,7,1980,3,20345206,,540,567,37,203452,3,1,493
203452,1,41,0,1,4,0,95,0,617,15451,2,1,5,17,1980,3,20345206,,527,526,50,203452,3,1,493
203452,1,41,0,1,4,0,95,0,617,15453,2,1,5,23,1980,2,20345210,1,495,502,50,203452,3,1,497
203452,1,41,0,1,4,0,95,0,617,15454,2,1,5,25,1980,2,20345210,2,579,526,52,203452,3,1,497
203452,1,41,0,1,4,0,95,0,617,15481,1,1,5,1,1980,1,20345208,2,604,601,48,203452,3,1,495
203452,1,41,0,1,4,0,95,0,617,15482,2,1,5,18,1980,2,20345209,2,558,592,56,203452,3,1,496
203452,1,41,0,1,4,0,95,0,617,15484,2,1,5,19,1980,3,20345206,,514,538,46,203452,3,1,493
203452,1,41,0,1,4,0,95,0,617,15485,2,1,5,28,1980,1,20345207,2,629,567,46,203452,3,1,494
203452,1,41,0,1,4,0,95,0,617,15490,2,1,5,5,1980,1,20345207,2,553,532,52,203452,3,1,494
203452,1,41,0,1,4,0,95,0,617,15805,1,1,6,21,1980,2,20345210,1,519,532,49,203452,3,1,497
203452,1,41,0,1,4,0,95,0,617,15838,2,1,6,6,1980,1,20345207,2,651,584,50,203452,3,1,494
203452,1,41,0,1,4,0,95,0,617,15839,1,1,6,9,1980,2,20345209,1,509,545,52,203452,3,1,496
203452,1,41,0,1,4,0,95,0,617,15841,1,1,6,17,1980,1,20345207,1,544,515,46,203452,3,1,494
203452,1,41,0,1,4,0,95,0,617,15850,1,1,6,13,1980,3,20345206,,544,545,53,203452,3,1,493
203452,1,41,0,1,4,0,95,0,617,16175,1,1,7,15,1980,2,20345209,2,544,515,53,203452,3,1,496
203452,1,41,0,1,4,0,95,0,617,16213,2,1,7,6,1980,1,20345208,1,465,495,48,203452,3,1,495
203452,1,41,0,1,4,0,95,0,617,16215,2,1,7,16,1980,2,20345209,1,544,523,58,203452,3,1,496
203452,1,41,0,1,4,0,95,0,617,16216,2,1,7,21,1980,2,20345210,1,454,493,55,203452,3,1,497
203452,1,41,0,1,4,0,95,0,617,16218,2,1,7,30,1980,2,20345210,2,571,535,54,203452,3,1,497
203452,1,41,0,1,4,0,95,0,617,16230,1,1,7,3,1980,3,20345206,,521,523,47,203452,3,1,493
203452,1,41,0,1,4,0,95,0,617,16567,2,1,8,21,1980,3,20345206,,524,523,49,203452,3,1,493
203452,1,41,0,1,4,0,95,0,617,16569,2,1,8,23,1980,2,20345209,1,579,553,53,203452,3,1,496
203452,1,41,0,1,4,0,95,0,617,16597,1,1,8,3,1980,3,20345206,,501,520,50,203452,3,1,493
203452,1,41,0,1,4,0,95,0,617,16598,1,1,8,11,1980,2,20345210,2,507,549,49,203452,3,1,497
203452,1,41,0,1,4,0,95,0,617,16600,1,1,8,11,1980,1,20345208,1,558,538,48,203452,3,1,495
203452,1,41,0,1,4,0,95,0,617,16624,1,1,8,27,1980,2,20345209,2,590,523,46,203452,3,1,496
203452,1,41,0,1,4,0,95,0,617,16954,2,1,9,3,1980,2,20345209,2,488,523,,203452,3,1,496
203452,1,41,0,1,4,0,95,0,617,16955,2,2,9,15,1980,1,20345208,1,519,532,46,203452,3,1,495
203452,1,41,0,1,4,0,95,0,617,17294,2,1,4,11,1980,1,20345208,1,604,523,49,203452,3,1,495
203452,1,41,0,1,4,0,95,0,617,17315,2,1,7,14,1980,2,20345210,1,454,479,56,203452,3,1,497
203452,1,41,0,1,4,0,95,0,617,17386,1,1,9,12,1980,2,20345209,1,488,520,,203452,3,1,496
203452,1,41,0,1,4,0,95,0,617,17661,1,1,8,14,1980,2,20345210,2,553,526,48,203452,3,1,497
203452,1,41,0,1,4,0,95,0,617,17970,1,1,10,3,1978,2,20345210,1,503,472,50,203452,3,1,497
203452,1,41,0,1,4,0,95,0,617,18148,2,1,10,30,1979,3,20345206,,536,529,48,203452,3,1,493
203452,1,41,0,1,4,0,95,0,617,18186,1,1,1,9,1980,3,20345206,,590,592,,203452,3,1,493
203452,1,41,0,1,4,0,95,0,617,18295,2,1,6,20,1980,3,20345206,,604,592,51,203452,3,1,493
203452,1,41,0,1,4,0,95,0,617,18398,2,2,4,18,1980,1,20345207,1,505,520,,203452,3,1,494
203452,1,41,0,1,4,0,95,0,617,18481,2,1,5,4,1980,1,20345207,2,501,526,48,203452,3,1,494
203452,1,41,0,1,4,0,95,0,617,18612,1,1,10,30,1979,2,20345209,1,512,549,,203452,3,1,496
203452,1,41,0,1,4,0,95,0,617,19162,1,1,9,18,1978,3,20345206,,,523,48,203452,3,1,493
203452,1,41,0,1,4,0,95,0,617,19396,2,1,4,8,1980,1,20345208,2,590,592,52,203452,3,1,495
203452,1,41,0,1,4,0,95,0,617,19471,2,2,7,24,1979,2,20345209,1,516,523,52,203452,3,1,496
203452,1,41,0,1,4,0,95,0,617,19827,1,1,9,10,1980,1,20345207,2,651,601,,203452,3,1,494
203452,1,41,0,1,4,0,95,0,617,20124,2,1,10,31,1979,3,20345206,,651,526,52,203452,3,1,493
203452,1,41,0,1,4,0,95,0,617,20856,1,2,10,12,1980,3,20345206,,495,545,55,203452,3,1,493
203452,1,41,0,1,4,0,95,0,617,20867,2,1,6,30,1980,3,20345206,,483,512,49,203452,3,1,493
203452,1,41,0,1,4,0,95,0,617,21276,1,1,6,16,1980,2,20345209,1,604,538,48,203452,3,1,496
203452,1,41,0,1,4,0,95,0,617,21478,2,1,9,27,1980,2,20345210,2,516,512,55,203452,3,1,497
203452,1,38,0,1,4,0,95,0,591,10235,2,1,3,7,1980,3,20345214,1,591,596,50,203452,3,2,501
203452,1,38,0,1,4,0,95,0,591,10343,1,1,1,1,1979,2,20345212,1,608,593,47,203452,3,2,499
203452,1,38,0,1,4,0,95,0,591,10440,2,1,12,29,1980,1,20345215,2,,,,203452,3,2,502
203452,1,38,0,1,4,0,95,0,591,11151,1,1,8,22,1979,2,20345213,2,588,615,45,203452,3,2,500
203452,1,38,0,1,4,0,95,0,591,11206,1,1,12,12,1979,3,20345214,2,643,611,36,203452,3,2,501
203452,1,38,0,1,4,0,95,0,591,11214,1,1,1,24,1979,2,20345213,2,577,632,44,203452,3,2,500
203452,1,38,0,1,4,0,95,0,591,11252,1,1,2,20,1979,1,20345215,2,631,699,48,203452,3,2,502
203452,1,38,0,1,4,0,95,0,591,11360,2,1,3,4,1979,2,20345213,1,555,572,50,203452,3,2,500
203452,1,38,0,1,4,0,95,0,591,11753,1,1,7,24,1979,2,20345212,1,481,525,58,203452,3,2,499
203452,1,38,0,1,4,0,95,0,591,11829,1,1,8,23,1979,3,20345214,2,684,659,32,203452,3,2,501
203452,1,38,0,1,4,0,95,0,591,11843,1,1,8,27,1979,1,20345211,1,550,526,,203452,3,2,498
203452,1,38,0,1,4,0,95,0,591,11962,2,1,9,15,1979,3,20345214,2,494,530,45,203452,3,2,501
203452,1,38,0,1,4,0,95,0,591,12137,1,1,10,18,1979,1,20345215,2,684,721,51,203452,3,2,502
203452,1,38,0,1,4,0,95,0,591,12224,1,1,11,30,1979,1,20345211,2,,,,203452,3,2,498
203452,1,38,0,1,4,0,95,0,591,12303,2,1,11,12,1979,1,20345215,2,669,599,52,203452,3,2,502
203452,1,38,0,1,4,0,95,0,591,12345,1,1,11,20,1979,2,20345212,2,573,659,56,203452,3,2,499
203452,1,38,0,1,4,0,95,0,591,12367,1,1,11,16,1979,1,20345215,1,,,49,203452,3,2,502
203452,1,38,0,1,4,0,95,0,591,12642,2,1,12,21,1979,1,20345211,2,602,550,56,203452,3,2,498
203452,1,38,0,1,4,0,95,0,591,12677,2,1,12,4,1979,2,20345213,2,544,574,48,203452,3,2,500
203452,1,38,0,1,4,0,95,0,591,12679,2,1,12,13,1979,1,20345215,1,586,561,53,203452,3,2,502
203452,1,38,0,1,4,0,95,0,591,13032,1,1,8,21,1979,1,20345215,2,554,572,43,203452,3,2,502
203452,1,38,0,1,4,0,95,0,591,13352,1,1,4,3,1980,2,20345212,2,541,556,49,203452,3,2,499
203452,1,38,0,1,4,0,95,0,591,13367,2,1,1,11,1980,2,20345212,2,560,,48,203452,3,2,499
203452,1,38,0,1,4,0,95,0,591,13368,2,1,1,12,1980,2,20345212,1,515,533,57,203452,3,2,499
203452,1,38,0,1,4,0,95,0,591,13411,1,1,2,9,1980,1,20345215,1,637,632,43,203452,3,2,502
203452,1,38,0,1,4,0,95,0,591,13424,1,1,1,14,1980,2,20345212,1,579,607,54,203452,3,2,499
203452,1,38,0,1,4,0,95,0,591,13425,1,1,1,22,1980,1,20345211,2,586,590,48,203452,3,2,498
203452,1,38,0,1,4,0,95,0,591,13479,1,1,1,13,1980,1,20345211,2,552,522,50,203452,3,2,498
203452,1,38,0,1,4,0,95,0,591,13482,2,1,1,18,1980,1,20345215,1,549,543,53,203452,3,2,502
203452,1,38,0,1,4,0,95,0,591,13654,2,1,9,29,1980,2,20345212,1,499,517,55,203452,3,2,499
203452,1,38,0,1,4,0,95,0,591,13736,1,1,9,16,1980,1,20345211,2,577,648,54,203452,3,2,498
203452,1,38,0,1,4,0,95,0,591,14010,1,1,2,7,1980,3,20345214,1,500,536,24,203452,3,2,501
203452,1,38,0,1,4,0,95,0,591,14011,1,1,2,8,1980,1,20345211,2,591,590,53,203452,3,2,498
203452,1,38,0,1,4,0,95,0,591,14017,1,1,2,25,1980,2,20345212,1,562,563,49,203452,3,2,499
203452,1,38,0,1,4,0,95,0,591,14081,2,1,1,17,1980,1,20345215,,618,596,53,203452,3,2,502
203452,1,38,0,1,4,0,95,0,591,14082,2,1,2,28,1980,2,20345213,,596,582,,203452,3,2,500
203452,1,38,0,1,4,0,95,0,591,14108,1,1,2,19,1980,1,20345211,2,618,590,47,203452,3,2,498
203452,1,38,0,1,4,0,95,0,591,14413,1,1,2,14,1980,3,20345214,1,618,648,32,203452,3,2,501
203452,1,38,0,1,4,0,95,0,591,14625,1,1,3,1,1980,2,20345212,2,530,554,54,203452,3,2,499
203452,1,38,0,1,4,0,95,0,591,14626,1,1,3,2,1980,2,20345212,1,631,648,54,203452,3,2,499
203452,1,38,0,1,4,0,95,0,591,14692,1,1,3,1,1980,1,20345215,2,573,639,51,203452,3,2,502
203452,1,38,0,1,4,0,95,0,591,14694,2,1,3,12,1980,2,20345212,2,536,559,46,203452,3,2,499
203452,1,38,0,1,4,0,95,0,591,14867,2,1,2,25,1980,1,20345215,2,732,639,54,203452,3,2,502
203452,1,38,0,1,4,0,95,0,591,15070,2,1,4,1,1980,3,20345214,2,604,584,44,203452,3,2,501
203452,1,38,0,1,4,0,95,0,591,15116,2,1,4,9,1980,2,20345212,1,564,593,45,203452,3,2,499
203452,1,38,0,1,4,0,95,0,591,15117,1,1,4,18,1980,2,20345213,2,637,611,50,203452,3,2,500
203452,1,38,0,1,4,0,95,0,591,15118,2,1,4,27,1980,3,20345214,2,552,559,49,203452,3,2,501
203452,1,38,0,1,4,0,95,0,591,15119,2,2,4,27,1980,2,20345213,1,550,563,51,203452,3,2,500
