grp,cohes,lead,hrs,wbeing
Aw,3.5,3.2727273,10,3.5555556
Aw,3.8333333,3.6,10,3.8888888
Aw,3.375,2.909091,10,2.8333333
Aw,4.125,2.909091,11,3.5
Aw,2.375,3.090909,12,2.7222223
Aw,1.625,3.0,8,1.7777778
Aw,4.0,3.6363637,10,2.4444444
Aw,3.25,2.5454545,11,2.3888888
Aw,3.0,2.1666667,10,0.2777778
Aw,1.875,2.1818182,9,1.5555556
Aw,3.125,2.2727273,12,2.2222223
Aw,2.5,3.0,12,3.1111112
Aw,2.0,2.5454545,11,1.6666666
Aw,4.125,3.8181818,10,2.9444444
Aw,3.125,2.7272727,10,2.0
Aw,2.5,2.5454545,13,1.9444444
Aw,3.0,3.8333333,12,3.5555556
Aw,4.0,3.5,14,3.5
Aw,3.625,2.3636363,12,0.8888889
Aw,1.75,1.5454545,8,3.3888888
Aw,4.25,2.8181818,12,4.5555553
Aw,3.5,2.5454545,10,1.9444444
Aw,3.125,2.909091,11,2.0
Aw,2.5,2.7272727,6,3.3888888
Aw,2.375,2.4545455,12,2.3888888
Aw,3.625,2.3636363,14,3.1666667
Aw,1.875,1.5454545,12,2.0555556
Aw,3.0,3.4545455,11,1.0
Aw,4.0,3.8333333,11,1.5555556
Aw,3.25,3.090909,12,3.8888888
Aw,3.5,3.6363637,11,3.3888888
Aw,2.5,3.1818182,12,3.1666667
Aw,3.25,3.5454545,8,2.1111112
Aw,3.125,3.0,10,3.6666667
Aw,3.0,3.6666667,11,3.7777777
Aw,4.0,4.3636365,11,4.888889
Aw,2.5,2.5454545,10,3.0
Aw,2.0,3.090909,11,2.5555556
Aw,2.0,2.6666667,12,3.7777777
Aw,3.0,3.5,10,3.0
Aw,3.0,2.5454545,11,2.8333333
Aw,2.25,1.4545455,11,4.2222223
Aw,3.375,3.5454545,13,3.8888888
Aw,3.3333333,2.0,10,1.3333334
Aw,3.625,3.4545455,9,2.8333333
Aw,3.5,4.2727275,12,3.7222223
Aw,3.75,3.0,10,1.3888888
Aw,3.875,3.090909,12,3.6666667
Aw,3.25,3.0,12,1.5555556
Ax,3.625,4.0,16,2.5882354
Ax,3.875,3.090909,14,2.8333333
Ax,1.5,2.909091,12,0.8333333
Ax,3.0,3.6666667,16,4.0
Ax,2.75,2.3636363,12,1.7777778
Ax,3.375,2.4545455,13,1.7777778
Ax,5.0,3.1818182,12,3.1111112
Ax,3.2857144,3.5454545,12,3.0
Ax,1.0,2.6666667,13,3.3333333
Ax,2.75,3.0,14,2.8888888
Ax,3.75,1.2727273,12,1.0588236
Ax,4.875,4.2727275,12,2.8333333
Ax,3.125,3.6363637,12,2.8333333
Ax,3.5,3.7272727,12,3.8888888
Ax,3.25,3.3636363,10,1.0
Ax,3.75,3.909091,12,2.8333333
Ax,2.875,3.2727273,12,2.7777777
Ax,5.0,4.6363635,13,3.1666667
Ax,3.75,3.6363637,12,1.3888888
Ax,3.375,1.9090909,12,1.0
Ax,4.125,3.6363637,10,2.8888888
Ax,3.5,2.6363637,13,2.9444444
Ax,3.5,2.6666667,14,2.235294
Ax,3.25,1.8181819,12,1.9444444
Ax,4.75,3.0,12,3.4444444
Ax,3.375,3.1818182,12,2.3888888
Ax,2.0,2.7272727,18,0.3888889
Ax,2.5,3.090909,12,2.0
Ax,3.25,2.8181818,13,2.5555556
Ax,4.375,3.0,12,1.2777778
Ax,3.7142856,3.2222223,13,3.0
Ax,4.0,3.3333333,12,3.2222223
Ax,4.125,3.909091,13,2.1111112
Ax,4.285714,3.7272727,12,1.0
Ax,2.625,3.1818182,13,0.22222222
Ax,3.75,3.6363637,12,4.3333335
Ax,2.0,3.3333333,16,1.7777778
Ax,4.875,4.2727275,12,4.2777777
Ax,4.0,3.3636363,12,2.3888888
Ax,3.75,3.090909,12,3.3333333
Ax,4.0,3.4545455,12,3.5555556
Ax,4.0,4.4545455,12,4.6666665
Ax,4.25,4.2727275,15,3.8235295
Ax,3.75,4.0,12,3.6666667
Ax,3.0,3.7272727,12,2.8888888
Ax,4.625,3.7272727,12,3.8888888
Ax,2.75,3.1818182,12,3.2222223
Ax,3.0,3.3333333,14,3.0
Ax,4.0,3.909091,14,3.7222223
Ax,4.75,4.0,9,4.4444447
Ax,3.625,2.4545455,16,2.0555556
Ax,2.625,3.3636363,12,2.3888888
Ax,3.0,3.0,13,1.6666666
Ax,2.375,2.4545455,11,2.1111112
Ax,4.125,3.4545455,11,3.1666667
Ax,4.0,3.7272727,10,2.8888888
Ax,3.875,3.7272727,12,3.0
Ax,3.25,2.8181818,12,2.9444444
Ax,3.5,2.7272727,11,1.3888888
Ax,3.25,1.7272727,14,1.9444444
Ax,3.625,3.9,14,4.2777777
Ax,3.0,2.3333333,9,1.5
Ax,2.857143,1.0,13,0.0
Ax,3.5,3.7272727,12,3.9444444
Ax,3.0,3.6666667,12,1.8235294
Ax,2.75,2.4545455,13,2.6111112
Ax,3.625,3.0,12,2.8333333
Ax,3.875,3.8181818,12,4.2222223
Ax,2.5,3.3636363,13,1.8888888
Ax,2.625,3.3636363,12,1.9444444
Ax,4.5,4.6363635,12,3.5
Ax,3.0,3.0,13,1.7647059
Ax,4.0,4.2727275,10,4.5555553
Ax,4.0,3.909091,12,3.3333333
Ax,5.0,3.5,10,3.0555556
Ax,4.625,1.1818181,12,2.8333333
Ax,4.75,3.7272727,12,3.9444444
Ax,4.5,3.8,11,3.4444444
Ax,2.0,2.5,14,3.1111112
Ax,2.0,3.3333333,14,3.0
Ax,2.625,3.909091,15,3.8888888
Ax,2.5,3.1666667,15,3.5555556
Ax,2.125,2.7272727,10,0.7777778
Ax,3.0,4.6666665,10,4.0555553
Ax,4.625,3.3636363,12,2.0555556
Ax,1.125,1.3636364,12,0.5555556
Ax,3.5,3.2727273,12,2.7222223
Ax,4.625,4.6363635,10,3.3333333
Ax,1.875,3.090909,16,1.0555556
Ax,1.6666666,1.4444444,14,0.5555556
Ax,2.5,3.1666667,17,3.2222223
Ax,4.0,4.181818,11,1.7222222
Ax,2.0,3.0,12,3.2777777
Ax,1.0,3.3333333,12,2.1666667
Ay,4.0,2.6666667,12,3.1666667
Ay,2.625,2.1818182,11,3.7777777
Ay,4.25,2.1818182,10,3.1666667
Ay,3.0,3.6666667,12,4.0555553
Ay,2.25,2.1818182,14,2.4444444
Ay,4.0,1.4545455,12,1.1666666
Ay,2.25,2.2727273,12,3.2777777
Ay,4.125,2.6363637,9,3.0555556
Ay,3.875,2.8181818,12,2.7777777
Ay,2.0,3.0,12,2.4444444
Ay,2.625,2.5454545,10,2.7222223
Ay,1.5,3.0,11,3.7777777
Ay,2.75,2.5454545,12,2.8888888
Ay,3.625,3.3636363,11,3.8333333
Ay,3.5,2.2727273,5,1.7777778
Ay,3.875,3.0,12,2.6666667
Ay,2.625,1.7272727,12,2.3888888
Ay,2.0,2.5,16,2.9444444
Ay,4.0,3.090909,11,2.7222223
Ay,1.375,3.3636363,11,1.0555556
Ay,2.875,3.1818182,12,3.6111112
Ay,2.25,2.7272727,8,2.3333333
Ay,3.0,2.3636363,11,2.6111112
Ay,2.25,3.4545455,11,2.8888888
Ay,1.75,2.5,11,2.5555556
Ay,3.0,3.7272727,11,0.6111111
Ay,1.0,2.0,14,1.1666666
Ay,4.75,3.090909,10,2.8333333
Ay,4.0,2.1666667,10,1.6666666
Ay,1.0,2.0,11,2.5555556
Ay,2.625,3.0,11,2.2777777
Ay,3.0,2.6666667,11,3.2777777
Ay,3.125,2.7272727,13,2.7222223
Ay,1.0,2.3333333,14,2.7222223
Ay,1.8333334,1.6666666,13,1.4444444
Ay,2.5,2.2,14,3.1764705
Ay,1.5,2.1666667,12,3.1111112
Ay,3.5,3.3636363,12,3.4444444
Ay,2.5,2.6363637,8,3.6666667
Ay,2.375,3.1818182,10,1.8333334
Ay,1.75,2.1818182,12,1.4444444
Ay,4.5,1.6666666,24,3.1666667
Ay,4.0,2.5,12,2.4444444
Ay,1.75,1.1818181,11,2.235294
Ay,2.875,3.0,20,2.2777777
Ay,1.0,1.5,11,1.4444444
Ay,3.75,3.0,11,2.2941177
Ay,1.875,2.090909,14,2.1111112
Ay,4.25,3.1818182,10,3.1111112
Ay,4.0,3.5,10,3.8888888
Ay,2.625,1.9090909,12,3.1666667
Ay,4.0,3.2727273,11,2.6666667
Az,4.875,4.818182,14,2.5
Az,3.0,3.5,13,4.7777777
Az,2.75,2.090909,11,1.5
Az,3.375,2.6363637,11,1.6111112
Az,5.0,2.2727273,10,3.1111112
Az,3.125,3.8181818,16,4.611111
Az,1.5,1.0909091,14,2.1666667
Az,1.75,1.0,18,0.5
Az,4.0,3.4545455,18,1.8333334
Az,3.375,3.090909,11,2.5555556
Az,4.375,3.6363637,11,3.0555556
Az,3.0,3.0,8,2.764706
Az,2.875,2.2727273,10,1.4444444
Az,3.5,2.2727273,12,0.22222222
Az,3.625,4.2,16,4.2222223
Az,2.0,2.4545455,18,1.8333334
Az,4.0,4.0,18,3.5555556
Az,3.375,3.8181818,12,2.2222223
Az,3.0,2.6363637,23,3.0555556
Az,2.0,1.7272727,24,0.29411766
Az,3.0,2.6666667,14,2.9444444
Az,1.0,4.2727275,12,1.9444444
Az,5.0,3.0,14,2.7777777
Az,3.0,3.1818182,14,2.9444444
Az,3.875,3.4545455,12,3.6666667
Az,3.0,2.909091,12,1.4444444
Az,2.75,1.2727273,18,1.8888888
Az,1.5,1.8333334,14,2.1666667
Az,2.0,2.0,15,0.6111111
Az,3.5,3.1666667,12,4.388889
Az,3.0,2.8333333,2,0.44444445
Az,2.0,1.8333334,14,1.8888888
Az,3.0,2.3333333,13,2.4444444
Az,2.0,3.6666667,14,3.7222223
Az,3.375,3.090909,14,2.2777777
Az,3.125,3.0,14,3.3888888
Az,3.125,3.8181818,14,3.7777777
Az,3.25,3.3636363,14,3.5
Az,3.0,1.6363636,15,1.2222222
Az,2.0,2.8181818,12,1.5
Az,3.25,3.1818182,18,1.6666666
Az,3.125,1.8181819,12,1.5
Az,3.5,4.3636365,11,2.8888888
Az,4.125,3.4545455,15,3.4444444
Az,2.0,2.0,16,2.1111112
Az,1.0,2.0,14,2.8888888
Az,2.875,2.909091,13,3.2222223
Az,1.625,2.3636363,14,1.4444444
Az,4.25,2.909091,12,2.0
Az,3.8333333,1.6666666,14,1.0555556
Az,1.875,3.090909,7,1.3333334
Az,3.0,2.1111112,7,1.5
Az,1.25,2.7272727,12,0.7647059
Az,2.625,2.090909,10,2.3888888
Az,3.5,3.8181818,13,3.6111112
Az,1.875,1.1818181,15,1.3888888
Az,3.0,2.8181818,12,2.1111112
Az,2.625,4.3636365,15,1.9444444
Az,2.375,2.5454545,15,2.9444444
Az,3.125,3.1818182,12,1.1666666
Az,3.5,2.6363637,11,2.3333333
Az,3.0,1.3636364,14,2.0555556
Az,3.25,3.4545455,9,2.7777777
Az,3.5,3.0,12,2.7777777
Az,2.625,3.3636363,13,1.3888888
Az,2.75,2.6363637,11,3.0555556
Az,3.375,3.1818182,12,3.2941177
Az,3.75,2.4545455,12,3.8333333
Az,3.625,3.909091,12,3.7222223
Az,4.625,2.4545455,12,2.2222223
Az,2.25,2.5454545,12,1.9444444
Az,3.375,2.7272727,11,2.7777777
Az,2.25,1.7272727,10,0.7222222
Az,2.125,2.8181818,12,2.6666667
Az,4.375,3.090909,14,3.0555556
Az,4.125,3.2727273,12,2.7222223
Az,3.75,3.8181818,10,4.5555553
Az,3.75,3.090909,12,3.1111112
Az,3.0,3.6363637,10,1.3333334
Az,3.375,3.7272727,14,2.7777777
Az,2.375,1.5454545,12,0.44444445
Az,2.125,3.090909,11,2.5
Az,4.25,3.7272727,12,3.3888888
Az,3.5,2.4545455,12,0.6111111
Az,4.5,4.4545455,13,4.1666665
Az,3.375,3.6363637,12,4.111111
Az,3.875,2.6363637,13,2.5
Az,3.25,3.2727273,18,3.1666667
Az,2.375,2.1818182,12,4.2222223
Az,4.0,3.0,12,2.7777777
Az,3.5,2.5454545,12,3.764706
Az,3.75,3.8181818,12,3.5555556
Az,1.0,1.0,12,0.33333334
Az,4.0,2.909091,14,2.7777777
Az,2.375,1.9090909,14,2.7222223
Az,3.0,2.090909,17,1.0555556
Az,3.625,1.7272727,17,2.3333333
Az,2.5,2.4545455,13,2.5
Az,3.125,3.6363637,11,4.0555553
Az,3.375,3.4545455,10,3.5
Az,3.625,3.8181818,14,3.1176472
B0,3.0,1.9090909,10,1.8888888
B0,3.875,3.090909,12,2.7222223
B0,2.125,2.7272727,11,1.0
B0,3.5,2.3333333,12,2.2777777
B0,3.25,3.1818182,10,2.0
B0,2.0,2.8333333,12,2.4444444
B0,2.875,1.6363636,11,0.7777778
B0,1.375,1.9090909,14,2.1666667
B0,3.625,2.909091,12,1.8333334
B0,4.75,2.1818182,9,4.1666665
B0,4.125,4.0,15,2.4444444
B0,3.875,3.6,12,3.9444444
B0,2.25,1.6363636,12,2.9444444
B0,3.375,3.090909,12,3.6111112
B0,4.0,3.1666667,12,2.0555556
B0,2.5,2.3333333,14,2.4117646
B0,3.75,4.0,10,4.2222223
B0,1.0,3.0,12,1.9444444
B0,4.0,4.3333335,12,1.8888888
B0,2.0,2.1818182,13,2.3333333
B0,3.25,3.090909,11,2.0
B0,4.5,4.0,12,4.3333335
B0,2.875,1.1818181,9,3.3888888
B0,2.875,2.2727273,11,3.7222223
B0,3.5,2.4545455,12,2.0555556
B0,4.0,3.1818182,11,2.0588236
B0,3.5,3.5,18,2.0555556
B0,3.25,2.5454545,12,2.3888888
B0,3.0,2.1818182,11,3.0
B0,3.25,2.8181818,9,2.3333333
B0,3.375,2.7272727,11,2.1111112
B0,3.375,3.909091,12,2.9444444
B0,4.0,3.090909,11,3.6111112
B0,2.0,2.1818182,11,0.5
B0,3.625,2.6363637,9,2.8888888
B0,3.375,2.1818182,12,1.3888888
B0,4.0,3.4545455,12,2.9444444
B0,2.625,2.3636363,12,2.5
B0,3.125,3.2727273,10,3.6666667
B0,3.5,3.2727273,11,2.3333333
B0,3.625,2.6363637,11,3.2222223
B0,2.875,2.090909,13,0.7222222
B0,4.0,3.4545455,11,3.7777777
B0,3.0,2.909091,10,3.4444444
B0,3.75,2.6666667,12,2.3333333
B0,4.5,3.6363637,12,3.5
B0,3.625,1.5454545,11,2.6923077
B0,3.375,3.8181818,11,2.9444444
B0,3.875,3.090909,7,2.2777777
B0,3.875,3.5454545,12,3.2777777
B1,4.375,4.181818,12,3.3333333
B1,2.375,3.7272727,9,3.2777777
B1,2.375,2.090909,11,1.6666666
B1,3.5,3.3333333,12,2.1111112
B1,2.875,1.6363636,13,1.5
B1,2.875,3.909091,12,3.1111112
B1,3.75,3.6,12,2.3333333
B1,1.75,1.5454545,13,2.4444444
B1,3.375,3.1818182,12,1.9444444
B1,3.25,3.1818182,12,3.2222223
B1,1.375,3.2727273,11,2.5555556
B1,4.0,3.2,15,3.8888888
B1,3.5,3.4545455,18,0.8888889
B1,3.0,3.6666667,15,3.3333333
B1,3.25,2.0,12,1.5555556
B1,3.875,4.181818,11,3.2941177
B1,4.25,4.090909,10,4.2777777
B1,4.75,4.2727275,9,4.611111
B1,3.625,3.3636363,12,4.3333335
B1,3.0,3.0,12,2.0555556
B1,3.0,4.0,17,3.1666667
B1,2.5,3.0,8,1.5555556
B1,4.25,3.909091,12,2.7222223
B1,1.875,2.5454545,12,2.3888888
B1,2.625,3.8181818,12,2.8333333
B1,2.875,3.3636363,11,2.8333333
B1,2.0,3.5,12,3.1666667
B1,3.0,3.0,14,3.9444444
B1,3.625,4.0,15,2.6666667
B1,3.75,3.7272727,12,2.3888888
B1,2.0,2.3333333,11,3.7222223
B1,3.25,3.4545455,12,2.8888888
B1,4.0,2.1666667,14,1.8888888
B1,4.125,3.090909,12,3.1666667
B1,4.75,3.5454545,11,2.0555556
B1,3.625,3.4545455,12,3.1111112
B1,3.375,3.6363637,12,3.3888888
B1,3.25,2.6363637,10,3.0
B1,2.375,2.8181818,12,2.5
B1,3.375,3.0,14,3.1666667
B1,3.125,3.3636363,13,2.5
B1,2.5,3.3636363,11,2.3529413
B1,3.875,3.909091,11,4.2777777
B1,2.4285715,2.1818182,18,1.5
B1,2.25,3.2727273,11,2.3333333
B1,3.75,3.6363637,9,3.5
B1,3.4285715,4.181818,8,2.5
B1,1.875,2.0,12,1.0
B1,2.375,2.1818182,10,0.8333333
B1,1.375,1.4545455,10,0.6111111
B1,5.0,4.7272725,12,3.7777777
B1,3.0,2.090909,12,0.2777778
B2,3.5,3.8181818,8,3.7222223
B2,3.75,2.909091,9,2.8333333
B2,5.0,2.4545455,11,1.0
B2,3.0,3.0,12,3.0555556
B2,4.125,4.181818,15,1.7222222
B2,3.25,2.909091,6,2.3888888
B2,2.75,2.8,9,1.7222222
B2,3.25,3.7272727,10,2.4444444
B2,2.0,2.090909,14,2.0555556
B2,3.5,3.3636363,10,3.6666667
B2,2.5,3.3333333,13,2.1111112
B2,2.875,2.8,13,1.7222222
B2,4.75,3.8181818,10,4.7222223
B2,3.75,3.2727273,6,2.0
B2,2.875,3.1818182,9,1.5
B2,2.0,2.7272727,11,1.8333334
B2,4.75,4.3636365,10,4.5555553
B2,4.0,3.1818182,11,2.8235295
B2,4.5,2.8333333,11,1.6111112
B2,4.125,3.0,9,3.2777777
B2,3.75,2.7272727,11,2.3888888
B2,2.0,3.1666667,11,2.5555556
B2,4.25,3.7272727,9,1.1111112
B2,3.625,3.5454545,9,2.8888888
B2,2.875,2.4545455,9,2.3333333
B2,2.7142856,2.7272727,10,3.1111112
B2,4.5,3.7272727,12,4.1666665
B2,4.25,3.8181818,7,4.4444447
B2,4.5,4.2727275,8,2.8888888
B2,3.125,2.090909,7,2.4705882
B2,4.0,3.8181818,8,4.4444447
B2,3.25,3.4545455,10,2.6666667
B2,2.875,2.7272727,10,3.5
B2,2.5,2.3636363,8,2.9444444
B2,3.5,2.8333333,13,1.0555556
B2,3.625,3.2727273,16,3.4444444
B2,2.5,2.1818182,11,1.8333334
B2,1.0,2.5,16,1.2222222
B2,1.0,2.8333333,12,2.3333333
B2,1.5,2.8333333,12,2.1111112
B2,2.0,4.0,14,3.2777777
B2,4.25,3.6363637,16,1.6666666
B2,3.125,3.3636363,11,2.6111112
B2,3.5,3.6666667,10,3.3888888
B2,1.25,2.1818182,11,2.7777777
B2,3.375,4.0,13,2.3333333
B2,3.0,3.6666667,13,2.0555556
B2,2.25,2.7272727,13,1.5
B2,3.0,2.3636363,11,1.4444444
B2,2.875,2.909091,10,2.3333333
B2,3.625,2.1818182,10,2.6111112
B2,1.0,2.8333333,12,2.2777777
B2,2.5,3.1666667,10,3.6111112
B2,4.0,2.8181818,10,2.8333333
B2,3.375,2.8181818,10,1.8888888
B2,2.625,2.4545455,10,0.6666667
B2,1.0,1.4545455,8,1.4444444
B2,2.75,2.909091,13,2.0555556
B2,3.5,2.6,10,1.7777778
B2,3.875,3.1818182,9,3.0555556
B2,2.625,2.7272727,15,3.4375
B2,3.0,3.2727273,12,1.6111112
B2,2.375,2.3636363,10,2.5
B2,1.5,1.7272727,11,1.9444444
B2,2.625,2.6363637,12,1.7222222
B2,3.375,2.8181818,18,3.2777777
B2,3.75,1.9090909,10,3.0555556
B2,4.375,4.181818,12,4.1666665
B2,3.375,2.8181818,10,2.1176472
B2,4.25,2.8181818,10,2.8333333
B2,1.25,3.6363637,11,4.2777777
B2,3.75,3.1818182,11,2.0555556
B2,3.125,1.8181819,12,1.7222222
B2,3.0,3.1818182,12,2.3333333
B3,3.7142856,3.090909,11,1.4444444
B3,3.5,4.6666665,13,3.4444444
B3,4.0,3.4545455,8,3.5555556
B3,3.625,3.2727273,8,3.1111112
B3,3.3333333,3.7272727,12,3.8888888
B3,4.5,3.6363637,12,3.7222223
B3,3.625,3.3636363,12,3.5
B3,3.0,1.7272727,10,1.4444444
B3,2.5,2.6363637,10,1.6111112
B3,2.0,2.5454545,10,4.111111
B3,3.125,2.0,11,2.6666667
B3,2.75,1.6363636,11,1.9444444
B3,2.875,3.6363637,12,3.3333333
B3,2.25,1.9090909,13,2.5555556
B3,4.125,3.909091,10,2.5555556
B3,4.75,4.4545455,14,2.2777777
B3,4.0,3.909091,11,3.5555556
B3,4.625,2.909091,11,0.8888889
B3,4.375,4.0,11,4.0
B3,3.0,4.0,11,2.9444444
B3,3.0,3.2727273,12,2.9444444
B3,3.25,3.909091,10,2.3888888
B3,3.5,3.0,12,3.5294118
B3,2.75,3.2727273,10,3.1666667
B3,2.5,3.8181818,10,3.0555556
B3,4.0,3.7272727,8,3.7777777
B3,4.25,3.8181818,8,4.388889
B3,3.5,2.0,10,2.0555556
B3,3.625,3.1818182,10,4.4444447
B3,3.0,3.2727273,10,2.2777777
B3,2.5,3.8888888,11,3.7777777
B3,2.75,2.7272727,12,3.0555556
B3,2.25,1.5454545,12,3.5555556
B3,4.375,3.909091,11,1.7777778
B3,3.0,3.090909,10,3.2222223
B3,2.875,2.7272727,11,2.9444444
B3,3.5,2.8181818,11,1.6666666
B3,3.875,3.4545455,10,2.8888888
B3,1.875,1.9090909,12,2.6666667
B3,2.0,3.5,9,3.0
B3,4.25,3.8181818,12,3.2777777
B3,2.0,4.3333335,8,2.4444444
B3,3.375,3.1818182,10,3.3888888
B3,4.0,3.3333333,11,3.4444444
B3,2.5,2.8333333,12,2.4
B3,3.25,3.3636363,10,3.5555556
B3,3.375,3.4545455,11,2.8333333
B3,3.625,3.8181818,10,4.111111
B3,2.75,1.7272727,11,2.5
B3,3.6666667,1.6666666,11,3.0
B3,3.625,3.090909,11,3.6666667
B3,2.25,1.9090909,10,2.7222223
B3,3.375,3.4545455,12,3.5
B3,3.5,3.3333333,8,2.3333333
B3,4.75,4.5555553,7,4.388889
B3,3.5,3.3636363,7,2.0
B3,3.25,3.090909,12,3.8888888
B3,3.75,3.2727273,10,4.5555553
B3,2.75,3.4545455,4,2.8333333
B3,1.5,2.3333333,11,1.4444444
B3,3.0,3.1666667,8,2.8235295
B3,3.125,3.1818182,11,2.3888888
B4,3.625,3.3636363,12,2.4444444
B4,2.25,2.0,12,1.8888888
B4,3.75,2.2,12,1.8888888
B4,2.0,2.2727273,9,2.2777777
B4,3.0,3.2727273,11,2.9444444
B4,2.875,3.0,12,3.3333333
B4,2.75,3.6363637,13,1.8333334
B4,3.0,2.1818182,10,1.6666666
B4,2.0,2.8181818,12,1.5555556
B4,4.0,3.6666667,13,2.7222223
B4,2.125,3.909091,13,3.3333333
B4,3.5,2.0,13,2.0555556
B4,4.375,2.7272727,10,2.9444444
B4,3.0,3.8333333,13,3.1111112
B4,3.25,3.090909,12,3.0555556
B4,3.0,3.8181818,12,3.2777777
B4,3.875,3.8181818,7,3.4444444
B4,3.875,3.1818182,12,3.1666667
B4,3.375,3.1818182,9,3.6666667
B4,2.5,3.5454545,12,1.9444444
B4,3.2857144,3.1818182,14,3.0
B4,3.0,3.0,10,1.5
B4,3.0,2.8181818,10,2.3333333
B4,4.125,4.3636365,7,3.6111112
B4,3.375,3.6363637,9,3.1111112
B4,3.25,3.090909,11,2.3333333
B4,3.5,2.5454545,12,1.1111112
B4,3.25,4.0,16,2.7777777
B4,4.625,4.818182,11,3.6470587
B4,2.125,3.1818182,10,2.6666667
B4,2.875,3.2727273,14,4.0
B4,3.625,3.5454545,11,2.6111112
B4,2.75,2.1111112,11,2.7222223
B4,5.0,4.818182,11,3.6666667
B4,2.125,2.3636363,10,1.2777778
B4,3.5,2.8333333,14,1.7222222
B4,3.875,3.0,12,3.4444444
B4,3.5,3.5454545,10,2.9444444
B4,3.5,3.1818182,12,3.5
B4,3.0,3.6666667,12,3.3333333
B4,4.375,4.5454545,12,4.0555553
B4,2.25,2.3636363,12,2.5555556
B4,3.125,1.0909091,14,1.8888888
B4,2.125,1.0,14,0.3888889
B4,2.625,3.7272727,10,2.2222223
B4,2.625,2.7272727,13,1.8888888
B4,3.25,2.909091,8,2.5
B4,3.25,2.7272727,9,1.882353
B4,3.125,3.090909,12,3.2222223
B4,3.75,3.8181818,11,4.0555553
B4,3.0,2.090909,14,2.8333333
B4,2.375,2.0,11,1.3333334
B4,3.125,3.0,7,3.0
B4,3.5,3.8181818,9,4.0555553
B4,3.875,4.090909,12,3.9444444
B4,2.75,2.1818182,13,1.6666666
B4,3.25,3.5454545,7,3.8333333
B4,3.5,3.3333333,14,3.0588236
B4,3.0,2.3636363,13,2.2222223
B4,2.75,3.4545455,13,1.8333334
B4,2.375,3.1818182,7,1.5555556
B4,4.5,3.2727273,12,2.6470587
B4,3.0,2.8333333,14,3.5
B4,1.625,2.6363637,16,1.2222222
B4,3.25,2.909091,7,2.0588236
B4,3.375,3.8181818,12,3.3333333
B4,3.25,2.909091,12,2.0555556
B4,3.0,4.1666665,15,3.0555556
B4,1.0,1.3333334,17,0.11111111
B4,3.5,3.6666667,8,2.9444444
B4,3.75,3.6363637,12,2.3888888
B4,2.0,4.5,11,3.6111112
B4,1.0,3.6666667,14,4.388889
B4,3.0,3.8333333,13,4.2777777
B4,2.5,4.0,13,0.9444444
B4,3.375,3.7272727,13,3.7777777
B4,2.875,3.090909,13,3.4444444
B4,3.125,3.6363637,16,3.0555556
B4,3.75,3.2727273,7,3.9444444
B4,1.5,2.8181818,12,1.9444444
B4,4.5,4.8333335,12,4.388889
B4,1.25,2.2727273,12,1.4444444
B4,2.0,3.0,10,4.4444447
B4,3.125,3.1,12,2.7777777
B4,3.125,3.6363637,8,2.6111112
B4,3.875,2.5454545,11,2.5555556
B4,4.0,4.0,8,2.5555556
B4,4.25,3.6363637,10,4.0
B4,3.625,2.7272727,9,3.5
B4,2.875,3.0,8,3.4444444
B4,3.75,3.909091,18,3.2222223
B4,4.25,1.2727273,10,3.5
B4,2.5,3.3636363,14,3.1666667
B4,2.125,2.8181818,9,3.0
B5,3.125,3.7272727,9,2.7222223
B5,3.0,3.1666667,10,2.7222223
B5,4.0,3.4545455,7,2.8333333
B5,3.5,3.3,11,3.1666667
B5,3.0,2.8333333,10,3.7222223
B5,4.25,3.909091,11,3.7777777
B5,3.125,3.1818182,11,3.7222223
B5,2.875,4.090909,10,3.7777777
B5,5.0,5.0,12,3.8333333
B5,5.0,4.3636365,8,4.5555553
B5,3.5,4.0,8,4.0555553
B5,2.875,3.909091,9,3.7222223
B5,4.25,4.3636365,10,3.5555556
B5,3.5,4.1666665,10,3.6666667
B5,3.875,3.1818182,11,3.6666667
B5,4.0,4.3636365,8,3.3333333
B5,4.125,4.1,16,3.6111112
B5,3.0,3.4545455,7,2.5
B5,4.0,3.7272727,11,2.0
B5,1.5,3.8181818,10,2.2222223
B5,2.0,1.7272727,8,2.7777777
B5,4.0,3.3636363,10,3.4444444
B5,3.375,4.4,10,2.9444444
B5,4.0,3.7272727,12,4.0555553
B5,2.0,2.8333333,8,0.5
B5,2.625,2.5454545,10,2.2777777
B5,1.0,2.6666667,11,1.8333334
B5,4.0,4.8333335,8,4.8333335
B5,3.25,3.6363637,10,3.1111112
B5,4.5,4.090909,6,3.7222223
B5,3.125,4.0,11,3.6666667
B5,3.125,3.1818182,9,1.3888888
B5,2.5,4.0,8,4.2222223
B5,3.0,4.0,9,1.3888888
B5,2.5,3.8333333,10,3.4444444
B5,2.5,3.3333333,11,2.3888888
B5,4.0,4.3636365,9,2.6111112
B5,3.5,3.8181818,10,3.6666667
B5,4.25,4.090909,10,4.5
B5,3.0,3.2727273,8,3.2222223
B5,2.0,3.1666667,11,3.1666667
B5,4.0,4.2727275,11,3.8888888
B5,3.75,3.909091,8,3.6111112
B5,2.875,3.3636363,7,3.8333333
B6,4.0,3.909091,9,3.9444444
B6,3.75,3.1818182,9,0.7222222
B6,4.875,4.6363635,8,4.0555553
B6,3.125,3.6363637,8,3.9444444
B6,2.75,3.2727273,12,2.6666667
