class,time,event,cons,male,cc,tv,cc_tv,school,_merge
514102,1,0,1,1,1,1,1,514,3
514102,2,1,1,1,1,1,1,514,3
514102,2,0,1,0,1,1,1,514,3
514102,3,1,1,1,1,1,1,514,3
514102,2,0,1,1,1,1,1,514,3
514102,1,1,1,1,1,1,1,514,3
514102,3,0,1,1,1,1,1,514,3
514102,2,1,1,0,1,1,1,514,3
514102,2,0,1,0,1,1,1,514,3
514102,1,1,1,1,1,1,1,514,3
514103,3,0,1,0,1,1,1,514,3
514103,2,1,1,0,1,1,1,514,3
514103,1,0,1,1,1,1,1,514,3
514103,2,1,1,0,1,1,1,514,3
514103,2,0,1,0,1,1,1,514,3
514103,1,1,1,0,1,1,1,514,3
514103,1,1,1,1,1,1,1,514,3
514103,3,0,1,0,1,1,1,514,3
514103,2,0,1,0,1,1,1,514,3
514103,3,0,1,1,1,1,1,514,3
514103,1,1,1,0,1,1,1,514,3
514103,1,1,1,0,1,1,1,514,3
514103,3,0,1,1,1,1,1,514,3
514103,2,0,1,0,1,1,1,514,3
514103,3,0,1,1,1,1,1,514,3
514103,1,0,1,0,1,1,1,514,3
514104,1,1,1,1,1,1,1,514,3
514104,2,0,1,1,1,1,1,514,3
514104,1,1,1,0,1,1,1,514,3
514104,2,0,1,1,1,1,1,514,3
514104,2,0,1,0,1,1,1,514,3
514104,1,1,1,1,1,1,1,514,3
514104,1,0,1,1,1,1,1,514,3
514104,2,1,1,0,1,1,1,514,3
514104,3,0,1,1,1,1,1,514,3
514104,3,0,1,1,1,1,1,514,3
514104,1,0,1,1,1,1,1,514,3
514104,1,1,1,1,1,1,1,514,3
514104,1,0,1,0,1,1,1,514,3
514104,1,1,1,0,1,1,1,514,3
514105,2,0,1,0,1,1,1,514,3
514105,1,0,1,1,1,1,1,514,3
514105,1,1,1,1,1,1,1,514,3
514105,1,0,1,0,1,1,1,514,3
514105,1,1,1,1,1,1,1,514,3
514105,1,1,1,0,1,1,1,514,3
514105,2,1,1,0,1,1,1,514,3
514106,3,0,1,0,1,1,1,514,3
514106,2,0,1,0,1,1,1,514,3
514106,1,1,1,1,1,1,1,514,3
514106,3,0,1,1,1,1,1,514,3
514106,2,0,1,1,1,1,1,514,3
514106,3,0,1,0,1,1,1,514,3
514106,2,0,1,1,1,1,1,514,3
514106,1,1,1,1,1,1,1,514,3
514106,1,1,1,1,1,1,1,514,3
514106,2,0,1,0,1,1,1,514,3
514106,2,0,1,0,1,1,1,514,3
514106,1,1,1,1,1,1,1,514,3
514106,3,0,1,0,1,1,1,514,3
514107,1,1,1,0,1,1,1,514,3
514107,2,0,1,0,1,1,1,514,3
514107,3,1,1,1,1,1,1,514,3
514107,1,0,1,1,1,1,1,514,3
514107,1,0,1,1,1,1,1,514,3
514107,3,0,1,1,1,1,1,514,3
514107,1,0,1,1,1,1,1,514,3
514107,1,0,1,1,1,1,1,514,3
514107,1,1,1,1,1,1,1,514,3
514107,3,0,1,0,1,1,1,514,3
514107,2,1,1,0,1,1,1,514,3
514107,1,1,1,1,1,1,1,514,3
514107,1,1,1,1,1,1,1,514,3
514107,3,0,1,0,1,1,1,514,3
514107,2,0,1,0,1,1,1,514,3
514107,3,0,1,1,1,1,1,514,3
514107,1,1,1,1,1,1,1,514,3
515101,1,0,1,0,0,0,0,515,3
515101,3,1,1,1,0,0,0,515,3
515101,1,0,1,0,0,0,0,515,3
515101,1,1,1,0,0,0,0,515,3
515101,1,1,1,1,0,0,0,515,3
515101,2,0,1,1,0,0,0,515,3
515101,2,0,1,0,0,0,0,515,3
515101,2,0,1,1,0,0,0,515,3
515101,2,1,1,0,0,0,0,515,3
515101,3,0,1,1,0,0,0,515,3
515101,1,0,1,1,0,0,0,515,3
515101,3,0,1,0,0,0,0,515,3
515101,3,0,1,0,0,0,0,515,3
515101,2,1,1,1,0,0,0,515,3
515101,2,0,1,1,0,0,0,515,3
515101,3,1,1,1,0,0,0,515,3
515101,1,1,1,1,0,0,0,515,3
515101,2,1,1,1,0,0,0,515,3
515101,1,1,1,0,0,0,0,515,3
515101,2,1,1,1,0,0,0,515,3
515101,1,0,1,0,0,0,0,515,3
515101,1,1,1,1,0,0,0,515,3
515101,1,0,1,1,0,0,0,515,3
515102,3,0,1,0,0,0,0,515,3
515102,2,0,1,1,0,0,0,515,3
515102,1,0,1,1,0,0,0,515,3
515102,2,1,1,0,0,0,0,515,3
515102,3,0,1,0,0,0,0,515,3
515102,1,0,1,1,0,0,0,515,3
515102,1,0,1,1,0,0,0,515,3
515102,3,0,1,1,0,0,0,515,3
515102,3,0,1,0,0,0,0,515,3
515102,3,1,1,0,0,0,0,515,3
515103,3,0,1,1,0,0,0,515,3
515103,1,1,1,0,0,0,0,515,3
515103,1,1,1,1,0,0,0,515,3
515103,3,0,1,1,0,0,0,515,3
515103,2,0,1,0,0,0,0,515,3
515103,2,0,1,0,0,0,0,515,3
515103,1,0,1,0,0,0,0,515,3
515103,1,0,1,1,0,0,0,515,3
515103,1,1,1,1,0,0,0,515,3
515103,1,1,1,0,0,0,0,515,3
515103,3,0,1,0,0,0,0,515,3
515103,3,0,1,0,0,0,0,515,3
515103,2,0,1,1,0,0,0,515,3
515103,2,0,1,1,0,0,0,515,3
515103,2,0,1,0,0,0,0,515,3
515103,1,1,1,1,0,0,0,515,3
515104,3,0,1,0,0,0,0,515,3
515104,1,0,1,1,0,0,0,515,3
515104,2,0,1,1,0,0,0,515,3
515104,2,0,1,0,0,0,0,515,3
515104,2,0,1,1,0,0,0,515,3
515104,3,1,1,1,0,0,0,515,3
515104,1,0,1,0,0,0,0,515,3
515105,1,1,1,0,0,0,0,515,3
515105,2,0,1,0,0,0,0,515,3
515105,2,0,1,1,0,0,0,515,3
515105,2,1,1,0,0,0,0,515,3
515105,1,0,1,1,0,0,0,515,3
515105,2,1,1,0,0,0,0,515,3
515105,2,0,1,1,0,0,0,515,3
515105,2,1,1,1,0,0,0,515,3
515105,1,1,1,0,0,0,0,515,3
515105,2,1,1,0,0,0,0,515,3
515105,1,0,1,0,0,0,0,515,3
515105,2,0,1,0,0,0,0,515,3
515105,3,1,1,0,0,0,0,515,3
515106,2,0,1,1,0,0,0,515,3
515106,1,1,1,0,0,0,0,515,3
515106,1,1,1,0,0,0,0,515,3
515106,3,0,1,1,0,0,0,515,3
515106,2,1,1,1,0,0,0,515,3
515106,3,0,1,1,0,0,0,515,3
515106,3,0,1,1,0,0,0,515,3
515106,3,0,1,0,0,0,0,515,3
515106,3,0,1,0,0,0,0,515,3
515106,3,0,1,0,0,0,0,515,3
515106,3,0,1,1,0,0,0,515,3
515106,3,1,1,0,0,0,0,515,3
515106,1,0,1,0,0,0,0,515,3
515107,1,0,1,1,0,0,0,515,3
515107,1,0,1,1,0,0,0,515,3
515107,1,1,1,1,0,0,0,515,3
515107,1,1,1,1,0,0,0,515,3
515107,1,1,1,0,0,0,0,515,3
515107,1,1,1,1,0,0,0,515,3
515107,1,0,1,0,0,0,0,515,3
515108,3,0,1,1,0,0,0,515,3
515108,2,1,1,0,0,0,0,515,3
515108,3,0,1,0,0,0,0,515,3
515108,1,1,1,0,0,0,0,515,3
515108,2,0,1,1,0,0,0,515,3
515108,2,0,1,1,0,0,0,515,3
515108,2,0,1,0,0,0,0,515,3
515108,3,0,1,1,0,0,0,515,3
515108,2,0,1,0,0,0,0,515,3
515108,2,1,1,0,0,0,0,515,3
515108,3,0,1,1,0,0,0,515,3
515108,1,1,1,1,0,0,0,515,3
515108,2,0,1,1,0,0,0,515,3
515109,3,0,1,1,0,0,0,515,3
515109,2,0,1,0,0,0,0,515,3
515109,1,1,1,1,0,0,0,515,3
515109,1,1,1,1,0,0,0,515,3
515109,1,0,1,0,0,0,0,515,3
515110,3,0,1,1,0,0,0,515,3
515110,3,0,1,1,0,0,0,515,3
515110,3,0,1,0,0,0,0,515,3
515110,1,0,1,1,0,0,0,515,3
515110,3,0,1,1,0,0,0,515,3
515110,1,1,1,0,0,0,0,515,3
515110,3,0,1,0,0,0,0,515,3
515110,3,0,1,1,0,0,0,515,3
515111,3,0,1,1,0,0,0,515,3
515111,1,1,1,0,0,0,0,515,3
515111,1,0,1,0,0,0,0,515,3
515111,2,0,1,0,0,0,0,515,3
515111,3,1,1,0,0,0,0,515,3
515111,3,1,1,0,0,0,0,515,3
515111,3,1,1,0,0,0,0,515,3
515111,2,0,1,1,0,0,0,515,3
515111,3,0,1,1,0,0,0,515,3
515111,1,1,1,0,0,0,0,515,3
515111,3,0,1,1,0,0,0,515,3
515111,2,1,1,0,0,0,0,515,3
515111,1,1,1,1,0,0,0,515,3
515111,1,0,1,0,0,0,0,515,3
515112,3,0,1,0,0,0,0,515,3
515112,2,0,1,0,0,0,0,515,3
515112,1,1,1,0,0,0,0,515,3
515112,3,0,1,1,0,0,0,515,3
515112,3,0,1,0,0,0,0,515,3
515112,1,0,1,1,0,0,0,515,3
515112,1,0,1,0,0,0,0,515,3
515112,2,0,1,1,0,0,0,515,3
515112,1,1,1,1,0,0,0,515,3
515112,3,1,1,1,0,0,0,515,3
515112,3,0,1,1,0,0,0,515,3
515112,2,1,1,1,0,0,0,515,3
515112,1,1,1,0,0,0,0,515,3
515113,3,0,1,0,0,0,0,515,3
515113,1,1,1,0,0,0,0,515,3
515113,2,1,1,1,0,0,0,515,3
515113,1,1,1,0,0,0,0,515,3
515113,3,0,1,0,0,0,0,515,3
515113,1,0,1,1,0,0,0,515,3
515113,1,0,1,1,0,0,0,515,3
515113,3,0,1,1,0,0,0,515,3
515113,1,0,1,1,0,0,0,515,3
