id,read0,math0,age0,read1,math1,age1,read2,math2,age2,read3,math3,age3,female,minority
580101,44.04762,16.666666,78,,,,,,,60.714287,47.61905,105,0,1
580501,21.428572,11.904762,67,,,,34.52381,27.380953,96,,,,1,1
580901,29.761906,26.190475,76,,,,,,,60.714287,40.47619,101,1,1
581201,17.857143,13.095238,71,,,,,,,,,,0,1
582101,,,,,,,40.47619,32.142857,83,,,,1,1
582201,27.380953,16.666666,76,,,,,,,,,,1,1
582901,,,,,,,,,,61.904762,54.761906,99,0,1
583301,,,,25.0,13.095238,75,,,,41.666668,40.47619,99,1,1
583401,21.428572,25.0,75,,,,47.61905,42.857143,99,,,,0,1
583601,,,,,,,,,,39.285713,40.47619,104,0,1
583901,21.428572,15.476191,69,,,,,,,54.761906,52.38095,99,1,1
584401,,,,20.238094,22.619047,76,29.761906,44.04762,98,,,,0,1
585201,,,,26.190475,47.61905,85,,,,,,,0,1
585801,,,,,,,54.761906,44.04762,90,,,,1,0
586101,,,,27.380953,40.47619,82,,,,52.38095,61.904762,106,1,1
586201,,,,,,,50.0,40.47619,105,,,,0,1
586801,,,,20.238094,15.476191,77,,,,,,,0,1
587001,,,,,,,26.190475,33.333332,90,42.857143,48.809525,112,0,1
587301,17.857143,23.809525,68,,,,29.761906,29.761906,93,78.57143,50.0,116,1,1
587801,,,,,,,,,,35.714287,32.142857,105,0,1
588001,,,,,,,,,,,,,1,1
588301,9.523809,9.523809,65,,,,23.809525,16.666666,89,44.04762,42.857143,112,1,1
588801,26.190475,16.666666,85,,,,,,,,,,1,1
589501,21.428572,15.476191,66,,,,,,,,,,0,1
589701,3.5714285,16.666666,60,,,,21.428572,15.476191,83,,,,0,1
590901,20.238094,10.714286,70,,,,,,,38.095238,45.238094,96,0,1
591101,,,,21.428572,19.047619,73,,,,,,,1,1
592301,21.428572,19.047619,70,,,,,,,63.095238,52.38095,95,1,1
593601,20.238094,29.761906,71,,,,46.42857,41.666668,94,,,,1,1
594801,,,,23.809525,16.666666,86,,,,39.285713,33.333332,116,0,1
595201,,,,25.0,14.285714,77,,,,27.380953,50.0,106,1,1
597301,,,,21.428572,10.714286,83,,,,,,,0,1
598001,22.619047,20.238094,74,,,,34.52381,48.809525,97,,,,0,1
598301,,,,,,,69.04762,44.04762,80,67.85714,48.809525,103,0,1
599801,,,,28.571428,42.857143,85,,,,,,,1,1
600201,,,,,,,50.0,45.238094,99,,,,1,1
600301,14.285714,11.904762,66,,,,,,,84.52381,60.714287,119,0,1
600501,,,,21.428572,9.523809,83,35.714287,29.761906,108,,,,0,1
602301,22.619047,16.666666,73,,,,,,,65.47619,41.666668,103,1,1
603001,14.285714,5.952381,62,46.42857,25.0,90,,,,65.47619,35.714287,115,0,1
603301,21.428572,13.095238,71,41.666668,25.0,98,,,,,,,1,1
603601,20.238094,13.095238,74,25.0,29.761906,100,,,,40.47619,47.61905,124,0,1
604401,,,,,,,,,,64.28571,45.238094,119,0,1
604901,22.619047,16.666666,73,,,,,,,,,,1,1
605301,21.428572,15.476191,63,32.142857,33.333332,84,,,,,,,0,1
605501,21.428572,17.857143,80,,,,,,,,,,1,1
607401,,,,51.190475,17.857143,80,61.904762,30.952381,101,,,,0,1
607601,20.238094,13.095238,68,,,,26.190475,48.809525,97,,,,1,1
610701,21.428572,20.238094,72,,,,,,,,,,1,1
611401,,,,21.428572,15.476191,82,,,,32.142857,19.047619,106,0,1
611901,,,,21.428572,15.476191,81,30.952381,32.142857,110,,,,0,1
613201,19.047619,15.476191,68,,,,,,,,,,0,1
613401,21.428572,22.619047,73,,,,34.52381,46.42857,99,,,,0,1
615901,28.571428,17.857143,78,,,,55.95238,36.904762,102,,,,1,1
616001,,,,27.380953,16.666666,82,,,,50.0,38.095238,107,0,1
616101,,,,,,,38.095238,35.714287,88,,,,0,1
616301,20.238094,28.571428,77,,,,,,,,,,1,1
616801,40.47619,34.52381,80,,,,51.190475,54.761906,103,,,,1,1
616901,,,,,,,27.380953,14.285714,90,39.285713,25.0,118,1,1
617801,,,,,,,34.52381,25.0,94,,,,0,1
618101,,,,23.809525,26.190475,87,33.333332,50.0,110,,,,0,1
618901,,,,,,,,,,53.57143,48.809525,108,0,0
619001,8.333333,15.476191,66,,,,30.952381,28.571428,95,,,,0,0
619501,19.047619,8.333333,61,,,,,,,,,,1,1
620201,21.428572,14.285714,65,,,,,,,,,,1,1
620601,20.238094,13.095238,65,,,,58.333332,34.52381,94,,,,0,1
621001,,,,,,,32.142857,28.571428,90,,,,1,1
622001,21.428572,22.619047,75,,,,,,,36.904762,44.04762,107,1,1
622101,21.428572,15.476191,72,,,,29.761906,26.190475,101,,,,0,1
622501,21.428572,17.857143,75,,,,,,,,,,1,1
623201,20.238094,21.428572,82,,,,,,,47.61905,50.0,106,1,1
623801,19.047619,9.523809,70,,,,,,,,,,1,1
623901,21.428572,13.095238,72,23.809525,21.428572,98,,,,27.380953,30.952381,121,0,1
624301,21.428572,21.428572,72,,,,28.571428,38.095238,100,,,,1,1
624401,21.428572,8.333333,66,33.333332,23.809525,89,,,,,,,1,1
626201,20.238094,15.476191,72,,,,40.47619,55.95238,96,,,,0,1
626501,,,,27.380953,20.238094,79,,,,,,,0,1
627801,,,,,,,38.095238,29.761906,86,,,,1,1
628201,21.428572,7.142857,74,,,,,,,27.380953,33.333332,103,1,1
628401,,,,,,,,,,44.04762,21.428572,109,1,1
628901,21.428572,14.285714,71,35.714287,29.761906,95,,,,,,,0,1
629301,11.904762,13.095238,64,25.0,16.666666,92,,,,,,,1,1
629601,25.0,20.238094,70,,,,29.761906,32.142857,100,,,,0,1
629901,,,,52.38095,44.04762,82,,,,,,,0,1
631201,,,,35.714287,28.571428,86,,,,54.761906,53.57143,110,1,1
631301,,,,,,,,,,39.285713,42.857143,109,0,1
631801,22.619047,9.523809,64,,,,35.714287,28.571428,94,44.04762,46.42857,117,1,1
632001,,,,,,,44.04762,39.285713,94,,,,0,1
632101,25.0,14.285714,74,,,,,,,55.95238,33.333332,99,1,1
632201,,,,,,,46.42857,38.095238,89,,,,1,1
633201,21.428572,14.285714,77,,,,29.761906,25.0,106,,,,0,0
633301,21.428572,19.047619,64,35.714287,32.142857,85,,,,,,,1,1
633501,22.619047,20.238094,82,,,,,,,38.095238,39.285713,108,0,1
633601,21.428572,14.285714,73,,,,41.666668,28.571428,101,,,,0,1
633901,22.619047,13.095238,72,,,,45.238094,46.42857,101,,,,1,1
634201,14.285714,11.904762,61,33.333332,29.761906,84,,,,,,,1,1
634801,,,,34.52381,30.952381,89,,,,,,,1,0
634901,,,,,,,52.38095,45.238094,90,,,,1,0
635001,21.428572,19.047619,70,,,,,,,,,,1,0
635301,,,,30.952381,27.380953,86,,,,,,,0,1
635601,,,,21.428572,16.666666,75,38.095238,32.142857,99,47.61905,42.857143,122,1,1
635801,21.428572,19.047619,62,38.095238,27.380953,91,,,,,,,1,1
636801,,,,21.428572,13.095238,84,33.333332,41.666668,108,,,,1,1
637701,21.428572,16.666666,76,,,,,,,,,,0,1
637901,,,,23.809525,32.142857,79,,,,,,,1,1
639301,,,,21.428572,15.476191,71,,,,60.714287,34.52381,97,0,1
639601,,,,21.428572,19.047619,83,57.142857,38.095238,106,,,,1,1
640501,21.428572,10.714286,65,,,,34.52381,33.333332,94,59.52381,52.38095,118,0,1
640901,4.7619047,4.7619047,63,,,,29.761906,27.380953,93,,,,1,1
641001,10.714286,13.095238,70,,,,,,,23.809525,17.857143,123,0,1
642701,,,,23.809525,17.857143,78,48.809525,30.952381,102,,,,1,1
642901,,,,,,,,,,47.61905,51.190475,103,1,1
644201,16.666666,11.904762,77,,,,,,,,,,0,1
644801,,,,,,,32.142857,25.0,107,,,,1,1
644901,16.666666,14.285714,79,,,,,,,,,,1,1
645001,10.714286,10.714286,64,,,,44.04762,36.904762,94,65.47619,52.38095,116,0,1
645501,,,,,,,,,,54.761906,32.142857,96,1,1
648101,,,,,,,28.571428,23.809525,84,47.61905,46.42857,107,0,1
648201,21.428572,7.142857,80,,,,,,,30.952381,40.47619,111,0,1
648601,27.380953,22.619047,76,,,,,,,71.42857,41.666668,105,1,1
648901,22.619047,21.428572,80,,,,,,,,,,1,1
652001,20.238094,11.904762,68,,,,,,,,,,1,0
652101,,,,,,,55.95238,55.95238,104,,,,1,0
652201,,,,,,,,,,50.0,67.85714,115,1,0
652501,,,,26.190475,33.333332,92,,,,40.47619,40.47619,120,0,0
652601,20.238094,16.666666,75,,,,,,,,,,1,0
653201,21.428572,25.0,77,,,,,,,42.857143,28.571428,106,1,0
654801,17.857143,10.714286,62,,,,29.761906,39.285713,92,,,,1,0
655501,,,,,,,,,,57.142857,50.0,107,0,1
655601,,,,21.428572,20.238094,82,,,,,,,1,0
656301,,,,21.428572,27.380953,81,,,,,,,1,0
657801,15.476191,15.476191,81,,,,,,,,,,0,0
657901,22.619047,21.428572,80,,,,,,,,,,0,0
658601,21.428572,11.904762,73,,,,,,,,,,0,0
659201,9.523809,20.238094,66,,,,,,,,,,1,0
660201,,,,38.095238,21.428572,86,,,,53.57143,50.0,110,0,1
661001,4.7619047,8.333333,63,22.619047,17.857143,92,,,,,,,0,0
661101,8.333333,7.142857,61,22.619047,21.428572,90,,,,,,,1,0
661201,5.952381,19.047619,64,,,,,,,,,,1,0
661501,,,,25.0,19.047619,78,45.238094,39.285713,108,,,,1,0
662201,21.428572,15.476191,73,,,,,,,,,,1,0
662801,,,,,,,33.333332,29.761906,91,,,,1,0
662901,20.238094,8.333333,64,,,,47.61905,27.380953,93,,,,1,0
663801,,,,,,,,,,63.095238,53.57143,104,0,0
664101,21.428572,21.428572,72,,,,60.714287,46.42857,101,,,,1,0
664401,,,,,,,34.52381,42.857143,101,,,,0,1
665101,,,,19.047619,14.285714,71,28.571428,21.428572,94,,,,1,1
666201,,,,19.047619,20.238094,71,,,,,,,0,1
666701,21.428572,11.904762,74,,,,,,,,,,1,1
666901,8.333333,5.952381,64,,,,23.809525,15.476191,87,40.47619,41.666668,110,1,1
667101,21.428572,14.285714,73,,,,,,,,,,0,1
667201,,,,,,,36.904762,34.52381,107,,,,0,1
667401,21.428572,17.857143,65,,,,,,,61.904762,48.809525,94,1,1
667501,23.809525,22.619047,68,,,,59.52381,46.42857,93,,,,0,1
668501,,,,,,,47.61905,28.571428,96,,,,1,0
669301,20.238094,13.095238,59,,,,,,,,,,1,1
670401,,,,,,,19.047619,14.285714,95,21.428572,8.333333,119,0,1
670901,,,,22.619047,25.0,84,,,,40.47619,53.57143,107,1,1
671101,23.809525,23.809525,71,,,,42.857143,41.666668,96,,,,0,1
671401,,,,23.809525,23.809525,80,46.42857,39.285713,107,,,,0,0
673001,22.619047,21.428572,70,,,,64.28571,52.38095,95,,,,0,1
673401,,,,,,,52.38095,40.47619,89,,,,1,1
674001,,,,,,,,,,46.42857,45.238094,120,1,1
674201,21.428572,21.428572,72,,,,47.61905,57.142857,96,,,,0,1
674401,,,,,,,32.142857,29.761906,92,,,,1,1
674501,22.619047,15.476191,71,,,,,,,,,,1,1
674901,,,,,,,,,,,,,1,1
675201,20.238094,8.333333,75,,,,,,,39.285713,30.952381,105,1,1
675501,,,,30.952381,26.190475,79,,,,,,,0,1
675601,,,,23.809525,27.380953,86,,,,30.952381,21.428572,109,0,1
675801,,,,,,,,,,,,,0,1
676101,,,,21.428572,23.809525,74,,,,,,,0,1
677201,,,,25.0,13.095238,85,,,,48.809525,38.095238,114,0,1
678301,,,,19.047619,14.285714,75,40.47619,47.61905,100,,,,1,1
678801,,,,4.7619047,8.333333,80,,,,,,,1,1
680701,23.809525,16.666666,76,,,,42.857143,33.333332,100,,,,1,1
681001,,,,,,,,,,,,,0,1
681601,21.428572,14.285714,62,,,,41.666668,34.52381,86,,,,1,1
682501,,,,,,,,,,,,,1,1
683201,,,,,,,,,,,,,1,1
684501,21.428572,15.476191,73,,,,,,,52.38095,51.190475,103,1,1
684701,,,,,,,30.952381,19.047619,84,,,,1,1
685401,,,,26.190475,17.857143,72,60.714287,51.190475,95,,,,1,1
686601,,,,,,,,,,,,,0,1
687501,,,,21.428572,17.857143,87,,,,,,,0,1
687601,26.190475,22.619047,74,,,,,,,,,,0,1
688101,21.428572,16.666666,59,41.666668,50.0,83,,,,,,,1,1
688501,21.428572,14.285714,83,,,,,,,,,,0,1
689001,32.142857,11.904762,71,,,,48.809525,36.904762,100,,,,0,1
689101,21.428572,29.761906,76,,,,,,,,,,0,1
691701,22.619047,25.0,67,,,,,,,51.190475,33.333332,98,0,0
693001,21.428572,8.333333,66,30.952381,27.380953,95,,,,,,,0,1
693101,,,,44.04762,26.190475,84,,,,,,,0,1
694301,,,,,,,,,,42.857143,57.142857,113,1,0
695001,,,,,,,,,,41.666668,46.42857,106,0,1
695301,20.238094,21.428572,78,,,,,,,,,,0,1
695601,21.428572,17.857143,75,,,,,,,,,,1,0
696301,19.047619,11.904762,67,36.904762,33.333332,95,,,,,,,0,0
696501,21.428572,7.142857,69,,,,,,,,,,1,0
696601,20.238094,21.428572,77,,,,38.095238,36.904762,100,53.57143,42.857143,123,0,1
697101,,,,,,,30.952381,30.952381,85,,,,1,1
699201,,,,19.047619,16.666666,80,35.714287,29.761906,103,,,,1,1
699401,,,,,,,25.0,25.0,100,,,,0,1
699501,,,,,,,,,,,,,1,1
700601,,,,,,,,,,52.38095,50.0,102,1,0
701201,,,,,,,,,,48.809525,44.04762,103,1,0
702201,17.857143,14.285714,74,,,,,,,,,,0,0
703201,,,,21.428572,27.380953,80,,,,,,,1,0
704201,,,,,,,35.714287,29.761906,92,,,,0,0
704501,,,,,,,,,,,,,1,0
704901,17.857143,11.904762,67,36.904762,26.190475,96,,,,,,,1,1
705101,,,,,,,,,,,,,0,0
705401,,,,,,,51.190475,36.904762,85,,,,1,1
705801,21.428572,22.619047,69,,,,38.095238,46.42857,99,,,,1,0
706401,9.523809,8.333333,60,25.0,33.333332,88,,,,,,,1,1
707401,,,,,,,79.7619,46.42857,96,,,,1,1
707501,45.238094,15.476191,70,,,,,,,,,,1,1
709801,,,,,,,,,,,,,1,0
710201,21.428572,10.714286,73,,,,,,,,,,0,1
710501,,,,,,,39.285713,30.952381,82,46.42857,50.0,107,0,1
712001,,,,27.380953,25.0,76,,,,,,,1,1
712301,21.428572,13.095238,71,,,,,,,,,,1,1
712701,,,,23.809525,20.238094,84,,,,29.761906,28.571428,109,0,1
713901,19.047619,19.047619,76,26.190475,30.952381,97,,,,,,,0,1
714601,,,,26.190475,17.857143,76,,,,,,,0,1
714801,21.428572,15.476191,70,39.285713,42.857143,94,,,,,,,0,1
715301,21.428572,21.428572,71,,,,35.714287,26.190475,95,,,,1,1
715601,23.809525,15.476191,81,,,,,,,47.61905,40.47619,105,0,1
718101,10.714286,14.285714,67,28.571428,27.380953,96,,,,,,,0,1
718301,,,,22.619047,34.52381,73,45.238094,28.571428,95,,,,1,1
718401,25.0,20.238094,79,,,,,,,44.04762,39.285713,104,1,1
718601,9.523809,7.142857,72,,,,,,,,,,0,1
719401,23.809525,11.904762,71,,,,39.285713,23.809525,95,,,,0,1
720701,,,,,,,,,,,,,0,1
721401,,,,21.428572,20.238094,77,,,,,,,1,1
722001,20.238094,11.904762,73,,,,26.190475,28.571428,100,,,,0,1
722601,,,,19.047619,16.666666,75,27.380953,44.04762,97,,,,1,1
723201,21.428572,20.238094,72,,,,40.47619,40.47619,98,,,,0,1
723501,21.428572,17.857143,76,,,,,,,,,,1,1
724401,,,,,,,,,,,,,1,1
725301,19.047619,11.904762,63,,,,28.571428,19.047619,90,,,,1,1
725501,22.619047,14.285714,68,,,,46.42857,40.47619,96,,,,0,1
725601,,,,,,,,,,,,,0,1
726301,,,,,,,,,,48.809525,34.52381,99,0,1
728201,19.047619,15.476191,70,,,,38.095238,40.47619,98,34.52381,44.04762,123,0,1
728301,,,,,,,,,,64.28571,57.142857,111,0,1
730201,,,,32.142857,32.142857,83,,,,55.95238,48.809525,110,1,1
730401,,,,21.428572,21.428572,72,41.666668,27.380953,96,,,,0,1
730801,,,,,,,30.952381,32.142857,91,,,,1,0
731001,7.142857,5.952381,65,32.142857,21.428572,94,,,,,,,0,0
731401,,,,,,,,,,,,,0,1
732201,22.619047,16.666666,71,,,,36.904762,34.52381,94,,,,1,1
732301,22.619047,16.666666,77,,,,33.333332,30.952381,104,,,,1,1
732501,,,,44.04762,41.666668,91,,,,66.666664,69.04762,117,0,1
733101,,,,,,,,,,35.714287,30.952381,104,0,0
734101,,,,22.619047,20.238094,89,,,,,,,1,0
734501,19.047619,26.190475,69,,,,,,,,,,0,0
734801,,,,26.190475,26.190475,78,,,,47.61905,50.0,107,1,0
735501,15.476191,13.095238,71,,,,,,,,,,1,0
735901,11.904762,10.714286,86,,,,,,,,,,0,0
736701,,,,,,,30.952381,36.904762,106,,,,0,0
737501,,,,29.761906,27.380953,85,,,,58.333332,41.666668,113,1,0
737801,21.428572,17.857143,65,,,,46.42857,30.952381,90,86.90476,53.57143,112,0,1
738201,7.142857,13.095238,63,,,,30.952381,29.761906,86,,,,0,1
738901,,,,,,,39.285713,29.761906,88,55.95238,26.190475,109,0,1
740801,21.428572,22.619047,75,,,,,,,,,,0,0
740901,,,,26.190475,30.952381,85,,,,,,,1,0
743001,,,,,,,,,,51.190475,50.0,103,1,1
743201,,,,,,,50.0,35.714287,94,,,,0,1
743601,21.428572,34.52381,75,,,,41.666668,44.04762,103,,,,0,1
743901,22.619047,16.666666,68,46.42857,32.142857,90,,,,,,,0,1
744101,,,,,,,41.666668,25.0,95,,,,1,1
744301,,,,,,,30.952381,35.714287,89,40.47619,48.809525,111,1,1
744801,,,,21.428572,11.904762,77,48.809525,48.809525,103,54.761906,60.714287,124,0,1
744901,19.047619,20.238094,78,,,,26.190475,28.571428,106,,,,1,1
745001,19.047619,13.095238,68,,,,,,,,,,1,0
745101,,,,,,,29.761906,27.380953,83,48.809525,52.38095,107,0,1
745201,,,,23.809525,17.857143,80,36.904762,30.952381,110,,,,1,0
745301,21.428572,22.619047,66,,,,,,,55.95238,53.57143,97,0,0
745901,16.666666,11.904762,70,,,,,,,,,,0,1
746801,,,,,,,,,,,,,0,1
747901,21.428572,14.285714,77,,,,,,,,,,1,1
748001,15.476191,8.333333,67,,,,32.142857,26.190475,97,,,,1,1
748101,20.238094,13.095238,71,,,,,,,55.95238,50.0,98,0,1
748501,,,,,,,,,,46.42857,39.285713,99,0,1
749201,,,,20.238094,19.047619,80,,,,,,,1,1
749301,,,,,,,47.61905,36.904762,98,,,,0,1
749401,,,,,,,44.04762,28.571428,84,,,,1,1
750001,,,,,,,27.380953,40.47619,101,,,,0,1
750401,,,,,,,42.857143,66.666664,99,,,,0,1
750801,,,,34.52381,21.428572,81,,,,,,,1,1
751801,21.428572,11.904762,68,32.142857,25.0,90,,,,,,,1,1
752001,,,,23.809525,17.857143,85,,,,40.47619,35.714287,111,1,1
753101,,,,20.238094,14.285714,76,,,,,,,1,1
753201,,,,,,,36.904762,54.761906,94,,,,0,0
754301,,,,,,,,,,34.52381,48.809525,122,1,0
757101,,,,17.857143,16.666666,71,,,,,,,1,1
757801,,,,32.142857,28.571428,78,,,,,,,1,1
758001,16.666666,11.904762,62,,,,,,,47.61905,50.0,110,0,1
758501,9.523809,11.904762,72,20.238094,32.142857,93,,,,,,,1,1
758601,,,,,,,34.52381,44.04762,87,,,,1,1
758701,20.238094,19.047619,77,,,,47.61905,48.809525,100,,,,1,1
759801,21.428572,20.238094,72,,,,55.95238,46.42857,96,,,,1,1
760101,,,,,,,,,,67.85714,54.761906,111,1,1
760601,14.285714,14.285714,74,,,,27.380953,13.095238,96,,,,1,1
760901,57.142857,32.142857,81,,,,,,,,,,1,0
761701,,,,,,,50.0,38.095238,100,,,,1,1
761801,,,,,,,,,,41.666668,48.809525,97,0,1
761901,,,,,,,,,,,,,0,1
763201,,,,26.190475,29.761906,83,,,,39.285713,44.04762,111,0,0
764501,21.428572,11.904762,71,,,,45.238094,39.285713,99,,,,1,1
765201,11.904762,15.476191,66,,,,29.761906,19.047619,92,,,,1,1
765501,21.428572,25.0,77,,,,57.142857,57.142857,105,,,,0,1
767001,,,,26.190475,17.857143,74,,,,45.238094,34.52381,98,1,1
767301,,,,20.238094,17.857143,76,38.095238,41.666668,97,,,,1,1
767901,20.238094,16.666666,68,,,,39.285713,44.04762,93,54.761906,55.95238,114,1,1
768201,,,,,,,30.952381,42.857143,88,,,,0,1
768801,,,,23.809525,14.285714,79,44.04762,28.571428,99,,,,0,1
769501,,,,22.619047,27.380953,83,,,,48.809525,45.238094,106,0,1
775401,,,,64.28571,34.52381,82,,,,63.095238,46.42857,106,0,1
777401,21.428572,14.285714,80,,,,,,,,,,1,1
777501,,,,,,,42.857143,63.095238,101,,,,0,0
777901,,,,36.904762,39.285713,90,,,,,,,0,0
778101,,,,33.333332,36.904762,79,65.47619,46.42857,106,,,,0,0
779601,20.238094,17.857143,71,34.52381,22.619047,100,,,,46.42857,44.04762,125,1,1
779801,,,,,,,34.52381,27.380953,98,,,,1,1
780201,17.857143,8.333333,79,,,,23.809525,8.333333,107,,,,0,1
780401,20.238094,17.857143,72,,,,41.666668,48.809525,99,,,,0,1
780601,,,,,,,50.0,53.57143,104,,,,0,1
781001,15.476191,14.285714,61,,,,25.0,23.809525,90,,,,0,1
781401,,,,,,,,,,45.238094,40.47619,105,1,1
781501,21.428572,13.095238,77,,,,,,,,,,1,1
782001,,,,30.952381,20.238094,87,,,,,,,0,1
782101,,,,,,,60.714287,48.809525,96,,,,0,0
782301,21.428572,19.047619,73,,,,,,,,,,0,1
783001,,,,10.714286,13.095238,76,32.142857,29.761906,100,48.809525,40.47619,121,0,1
783201,45.238094,17.857143,69,,,,64.28571,42.857143,100,,,,0,1
783301,22.619047,20.238094,69,,,,,,,,,,0,1
783801,,,,26.190475,17.857143,72,,,,46.42857,36.904762,97,1,1
784601,,,,,,,36.904762,36.904762,91,27.380953,41.666668,115,1,1
784901,,,,21.428572,21.428572,72,48.809525,41.666668,94,,,,1,1
786401,21.428572,14.285714,66,,,,36.904762,42.857143,100,,,,0,1
786901,11.904762,13.095238,83,,,,22.619047,53.57143,107,,,,0,1
788201,,,,,,,,,,,,,1,1
788301,21.428572,16.666666,76,,,,45.238094,40.47619,105,,,,1,1
789101,,,,,,,38.095238,27.380953,86,,,,1,1
789201,21.428572,16.666666,61,,,,,,,,,,1,0
789301,25.0,16.666666,79,,,,41.666668,30.952381,105,,,,1,0
789401,,,,,,,,,,,,,0,0
789801,,,,,,,42.857143,58.333332,93,,,,1,0
790101,21.428572,13.095238,64,27.380953,30.952381,92,,,,,,,0,0
791001,21.428572,16.666666,78,,,,,,,,,,1,1
791101,,,,,,,,,,59.52381,32.142857,116,1,0
791201,,,,,,,41.666668,38.095238,93,,,,0,0
791401,,,,29.761906,33.333332,81,,,,,,,0,0
792201,,,,32.142857,22.619047,77,,,,57.142857,60.714287,107,0,0
792801,,,,23.809525,26.190475,75,,,,40.47619,40.47619,96,1,1
793001,8.333333,14.285714,60,,,,29.761906,27.380953,83,,,,1,1
794501,21.428572,15.476191,76,,,,,,,45.238094,23.809525,100,1,1
795001,,,,21.428572,30.952381,81,,,,,,,0,1
795801,,,,25.0,15.476191,75,,,,,,,1,1
796801,21.428572,20.238094,70,,,,,,,,,,0,1
796901,,,,21.428572,22.619047,78,,,,,,,0,1
797401,13.095238,11.904762,65,,,,,,,,,,0,1
797901,27.380953,25.0,79,,,,,,,48.809525,40.47619,104,1,1
798101,21.428572,15.476191,77,,,,32.142857,22.619047,102,,,,1,1
798301,20.238094,20.238094,75,,,,,,,35.714287,39.285713,99,0,1
798501,21.428572,14.285714,76,,,,,,,34.52381,42.857143,100,0,1
800001,20.238094,17.857143,62,,,,53.57143,41.666668,90,,,,0,1
800601,,,,26.190475,26.190475,84,,,,67.85714,51.190475,104,1,1
801801,,,,,,,29.761906,27.380953,93,,,,1,0
802301,,,,,,,,,,44.04762,33.333332,101,0,1
803001,,,,28.571428,28.571428,80,,,,40.47619,45.238094,105,1,1
803101,,,,25.0,26.190475,80,47.61905,38.095238,106,,,,0,1
803901,8.333333,14.285714,61,,,,23.809525,21.428572,90,45.238094,39.285713,115,0,1
804401,20.238094,13.095238,64,26.190475,34.52381,88,,,,50.0,53.57143,113,1,1
804701,21.428572,15.476191,64,,,,,,,35.714287,30.952381,94,0,1
804801,21.428572,22.619047,76,,,,27.380953,44.04762,100,,,,0,1
805101,21.428572,25.0,75,,,,59.52381,47.61905,103,,,,0,0
805701,,,,,,,,,,,,,0,1
809301,19.047619,13.095238,71,,,,36.904762,28.571428,94,61.904762,54.761906,118,1,1
810501,19.047619,17.857143,69,,,,,,,,,,1,1
810901,,,,25.0,20.238094,91,,,,48.809525,52.38095,119,0,1
811001,28.571428,11.904762,74,,,,,,,,,,1,1
811301,,,,,,,,,,,,,0,1
814001,,,,,,,33.333332,40.47619,94,,,,0,1
814101,17.857143,11.904762,66,,,,51.190475,39.285713,91,,,,0,1
814301,20.238094,14.285714,72,,,,,,,39.285713,39.285713,100,1,1
814401,9.523809,14.285714,72,,,,,,,,,,0,1
814801,,,,,,,40.47619,27.380953,94,,,,0,1
816101,,,,36.904762,27.380953,86,,,,,,,1,1
816901,,,,,,,46.42857,32.142857,97,,,,0,1
817401,,,,,,,,,,,,,0,1
817501,,,,,,,38.095238,29.761906,85,,,,1,1
818001,,,,,,,,,,,,,0,1
818401,,,,,,,22.619047,21.428572,91,,,,0,1
819501,14.285714,14.285714,67,,,,26.190475,34.52381,95,,,,0,1
821301,21.428572,19.047619,71,,,,,,,42.857143,50.0,97,1,1
822201,25.0,27.380953,80,,,,,,,,,,0,0
822601,,,,63.095238,47.61905,85,,,,66.666664,73.809525,109,1,1
823501,,,,25.0,20.238094,73,44.04762,33.333332,94,,,,0,1
826401,,,,,,,,,,,,,1,1
826901,21.428572,10.714286,71,,,,,,,28.571428,29.761906,97,1,1
827901,21.428572,19.047619,80,,,,,,,58.333332,38.095238,104,1,1
828901,,,,25.0,19.047619,84,,,,,,,0,1
829401,10.714286,7.142857,62,23.809525,21.428572,83,,,,,,,0,1
829601,13.095238,11.904762,74,,,,21.428572,30.952381,99,,,,1,1
830501,14.285714,11.904762,85,,,,,,,23.809525,38.095238,114,0,1
831301,,,,,,,,,,33.333332,58.333332,111,0,0
831701,21.428572,15.476191,77,,,,48.809525,34.52381,105,,,,0,1
831901,11.904762,16.666666,66,29.761906,25.0,95,,,,64.28571,47.61905,119,1,1
832401,,,,,,,,,,51.190475,42.857143,107,1,0
833001,22.619047,17.857143,75,,,,,,,,,,0,1
833401,,,,22.619047,14.285714,82,,,,,,,1,1
833601,21.428572,16.666666,65,,,,36.904762,36.904762,88,,,,1,1
834501,,,,,,,39.285713,29.761906,92,,,,1,1
835101,21.428572,11.904762,65,,,,34.52381,28.571428,89,,,,1,1
835301,1.1904762,10.714286,76,27.380953,16.666666,100,,,,,,,0,1
835401,26.190475,30.952381,77,,,,,,,46.42857,46.42857,103,1,1
835701,,,,,,,,,,45.238094,38.095238,100,0,1
835901,16.666666,14.285714,64,,,,,,,52.38095,40.47619,116,1,1
836701,,,,25.0,28.571428,92,,,,,,,1,1
837501,20.238094,14.285714,86,,,,35.714287,30.952381,110,,,,0,1
837701,,,,,,,,,,11.904762,13.095238,117,0,1
838301,10.714286,13.095238,64,,,,32.142857,28.571428,92,44.04762,46.42857,115,0,1
838701,,,,20.238094,34.52381,84,46.42857,38.095238,105,,,,0,1
839101,21.428572,19.047619,69,,,,41.666668,29.761906,95,,,,0,1
839301,20.238094,16.666666,79,,,,33.333332,36.904762,104,,,,1,1
839501,21.428572,20.238094,64,,,,28.571428,41.666668,88,51.190475,52.38095,109,0,1
