schid,stid,girl,written,coursework
74874,69,1,53.0,85.1
74874,72,0,49.0,85.1
74874,73,1,40.0,87.0
74874,76,1,46.0,83.3
74874,79,1,-1.0,80.5
74874,81,1,44.0,-1.0
74874,82,1,43.0,93.5
74874,83,1,-1.0,81.4
74874,84,0,37.0,73.1
74874,86,1,-1.0,92.5
76531,1,0,64.0,48.1
76531,30,1,36.0,62.0
76531,49,1,61.0,64.8
76531,53,0,38.0,62.9
76531,60,0,49.0,-1.0
76531,95,1,23.0,46.2
76631,4,1,39.0,65.7
76631,6,1,43.0,69.4
76631,12,0,45.0,55.5
76631,23,1,41.0,81.4
76631,29,1,37.0,78.7
76631,56,1,40.0,84.2
76631,76,1,51.0,79.6
76631,79,1,-1.0,84.2
76631,86,1,61.0,72.2
76631,88,1,51.0,88.8
76631,100,1,32.0,70.3
76631,106,0,43.0,78.7
76631,109,1,55.0,83.3
76631,119,0,44.0,31.4
76631,125,0,43.0,69.4
76631,127,1,43.0,-1.0
76631,130,0,38.0,81.4
76631,133,1,49.0,87.9
76631,139,0,58.0,78.7
76631,150,0,50.0,82.4
76631,155,1,57.0,76.8
76631,161,0,38.0,84.2
76631,165,1,36.0,81.4
76631,185,1,52.0,79.6
76631,188,1,60.0,-1.0
76631,193,0,-1.0,72.2
76631,201,1,40.0,92.5
76631,202,1,57.0,99.0
76631,206,0,46.0,38.8
76631,212,1,90.0,96.2
76631,221,1,-1.0,76.8
76631,223,1,53.0,75.9
76631,250,0,45.0,69.4
77207,5001,1,-1.0,82.4
77207,5002,1,34.0,74.0
77207,5004,1,34.0,60.1
77207,5005,0,35.0,78.7
77207,5008,1,35.0,81.4
77207,5013,1,28.0,68.5
77207,5018,0,33.0,86.1
77207,5019,1,23.0,62.9
77207,5023,0,23.0,-1.0
77207,5025,1,27.0,62.9
77207,5031,1,40.0,61.1
77207,5037,1,34.0,65.7
77207,5038,0,31.0,79.6
77207,5041,0,36.0,62.9
77207,5042,1,40.0,69.4
77207,5043,0,27.0,64.8
77207,5044,1,25.0,75.9
77207,5055,1,27.0,64.8
77207,5059,0,37.0,74.0
77207,5062,0,-1.0,75.0
77207,5063,1,-1.0,79.6
84707,5,1,60.0,87.9
84707,16,0,64.0,-1.0
84772,2,1,53.0,-1.0
84772,7,1,56.0,90.7
84772,12,1,58.0,72.2
84772,17,0,-1.0,88.8
84772,24,1,61.0,94.4
84772,27,1,65.0,91.6
84772,29,0,53.0,67.5
84772,31,1,58.0,90.7
84772,43,0,48.0,-1.0
84772,48,1,65.0,82.4
84772,49,0,-1.0,74.0
84772,52,0,62.0,77.7
84772,58,0,55.0,83.3
84772,63,1,60.0,97.2
84772,66,1,59.0,91.6
84772,75,1,53.0,-1.0
84772,85,1,-1.0,90.7
84772,95,1,65.0,94.4
84772,104,0,65.0,60.1
84772,105,0,48.0,-1.0
84772,111,0,71.0,-1.0
84772,114,0,66.0,82.4
