id,level,famnum,group,age,sex,tlm,tlpl,tlcpl,tlsub,tlcsub,occ,dtlm
229,-1,103,1,65,2,1.0986123,0.7991014,0.6981347,1.1537316,1.5830939,3,1
229,0,103,1,65,2,1.446919,0.5660524,0.70803577,2.2915242,1.5727739,4,0
229,1,103,1,65,2,1.8325815,0.8805955,0.36464316,3.4141135,1.9329696,5,0
230,-1,104,1,37,1,1.178655,0.41549945,0.37843648,2.11505,1.4398351,3,0
230,0,104,1,37,1,1.7491999,0.6039751,0.4317824,2.9673328,1.8082888,4,0
230,1,104,1,37,1,1.9810015,0.8379161,0.41871032,3.0066721,2.0175662,5,0
231,-1,105,1,32,1,1.178655,0.11772041,0.5068176,1.4516138,1.3217559,3,0
231,0,105,1,32,1,1.3862944,0.42410883,0.2776318,1.61542,1.5706971,4,1
231,1,105,1,32,1,1.609438,0.7789977,0.31481075,1.6695918,1.6919391,5,1
232,-1,106,1,26,2,1.0986123,0.46325287,0.14841998,2.1938858,1.3164083,3,1
232,0,106,1,26,2,2.1102133,0.7789977,0.058268853,3.6599655,1.5810385,4,0
232,1,106,1,26,2,1.704748,0.9475797,0.08617773,2.895912,1.7647308,5,0
233,-1,107,1,21,1,1.178655,0.5914733,0.14841998,1.876407,1.1052568,3,0
233,0,107,1,21,1,1.446919,-0.04954973,0.01980261,1.8082888,1.2149127,4,0
233,1,107,1,21,1,1.8718022,0.73329943,0.13976192,2.237513,1.4374627,5,0
234,-1,108,1,28,2,1.178655,0.12912558,1.1085626,1.4816046,1.3532544,3,0
234,0,108,1,28,2,1.5040774,0.61774147,0.41210964,1.8309802,1.8870696,4,0
234,1,108,1,28,2,2.3025851,0.89894986,0.1823216,4.331917,1.6974488,5,0
235,-1,109,1,25,1,1.704748,0.38694265,0.08617773,2.472328,1.1314021,3,0
235,0,109,1,25,1,1.609438,0.81336874,0.19885089,2.0719132,1.5390154,4,0
235,1,109,1,25,1,1.9810015,0.84047765,0.53062826,3.0267463,1.7850705,5,0
236,-1,110,1,46,1,1.178655,0.601333,0.3364722,2.1701958,1.4701759,3,0
236,0,110,1,46,1,2.1102133,0.70841813,0.29266962,4.2246413,1.6974488,4,0
236,1,110,1,46,1,1.658228,1.0073212,0.46373403,2.1644719,1.8718022,5,0
237,-1,111,1,34,1,1.0986123,0.5408086,0.64710325,1.3083328,1.2725656,3,1
237,0,111,1,34,1,1.3862944,0.92652965,0.7466879,1.678964,1.595339,4,1
237,1,111,1,34,1,1.7491999,0.9274782,0.6151857,2.6071243,1.8437192,5,0
238,-1,112,1,46,2,1.3217559,0.53341734,0.48242617,1.798404,1.1184149,3,0
238,0,112,1,46,2,2.014903,0.41982743,0.49469623,3.0582376,1.327075,4,0
238,1,112,1,46,2,1.7917595,0.39770138,0.36464316,2.2803395,1.5195132,5,0
239,-1,113,1,24,2,1.178655,0.42410883,0.13102825,1.9960599,1.2753627,3,0
239,0,113,1,24,2,2.0794415,0.45019364,-0.061875407,3.1307,1.2974632,4,0
239,1,113,1,24,2,1.9810015,1.0293012,0.23901689,2.903617,1.7281095,5,0
240,-1,114,1,37,2,1.178655,0.7051711,0.26236424,1.2697605,1.3217559,3,0
240,0,114,1,37,2,1.9810015,0.9122402,0.20701419,3.5272424,1.4838747,4,0
240,1,114,1,37,2,1.658228,1.1246548,0.36464316,1.975469,1.8082888,5,0
241,-1,115,1,58,2,1.0986123,0.8525602,1.1693814,1.5644406,1.442202,3,1
241,0,115,1,58,2,1.5581446,0.88207763,0.47000363,2.9538682,1.6992786,4,0
241,1,115,1,58,2,1.9459101,0.6227677,1.0079579,3.360028,1.7526721,5,0
242,-1,116,1,48,2,1.0986123,0.50803995,1.0188473,1.4206958,1.7369512,3,1
242,0,116,1,48,2,1.704748,0.86729866,0.8544153,3.0155349,2.1294215,4,0
242,1,116,1,48,2,1.704748,1.0084997,0.81536484,3.1552968,1.975469,5,0
243,-1,117,1,21,1,1.0986123,0.13472567,0.32930374,1.2669476,1.4060969,3,1
243,0,117,1,21,1,1.5581446,0.43114287,-0.105360545,2.3263016,1.6524974,4,0
243,1,117,1,21,1,1.7917595,0.50917995,-0.020202687,3.2538567,1.8017098,5,0
244,-1,118,1,26,2,1.0986123,-0.18283075,0.0,0.84156716,1.0043017,3,1
244,0,118,1,26,2,1.8325815,0.17469889,0.058268853,2.6844404,1.3190856,4,0
244,1,118,1,26,2,1.609438,0.6168967,-0.13926207,1.9629077,1.5539252,5,1
245,-1,119,1,77,1,1.0986123,0.9568299,1.2412686,2.4874034,1.7950872,3,1
245,0,119,1,77,1,1.609438,0.9696086,1.329724,5.060441,2.3214068,4,0
245,1,119,1,77,1,1.011601,1.0073212,1.3083328,4.30609,2.352327,5,1
246,-1,120,1,54,1,1.0986123,0.49170747,0.6981347,1.5347143,1.3428648,3,1
246,0,120,1,54,1,1.178655,0.62854165,0.3920421,3.5542045,1.5871923,4,1
246,1,120,1,54,1,1.5581446,0.80297095,0.22314355,2.9139798,1.7029282,5,1
247,-1,121,1,27,1,1.2527629,0.16697708,0.63657683,1.7101879,1.5581446,3,0
247,0,121,1,27,1,1.609438,0.2908988,0.53062826,3.180135,1.5151273,4,0
247,1,121,1,27,1,1.609438,0.89009714,0.20701419,2.276241,1.8733395,5,1
248,-1,122,1,35,2,1.178655,0.6793987,0.53062826,1.6714734,1.3056265,3,0
248,0,122,1,35,2,1.5581446,0.612642,0.26236424,2.507972,1.7351891,4,0
248,1,122,1,35,2,1.9459101,0.65301484,0.4382549,3.0699117,1.7715567,5,0
249,-1,123,1,45,1,1.0986123,0.6884413,0.7793249,1.7647308,1.5727739,3,1
249,0,123,1,45,1,1.3862944,0.4407841,0.79299253,1.9154509,1.8733395,4,1
249,1,123,1,45,1,1.8325815,0.57662696,0.7129498,2.778198,2.0347056,5,0
250,-1,124,1,43,2,1.0986123,0.45547026,-0.1863296,1.3454723,0.99694866,3,1
250,0,124,1,43,2,1.3862944,0.78055114,-0.07257068,1.4973884,1.4060969,4,1
250,1,124,1,43,2,1.609438,1.0443021,-0.1863296,1.8261609,1.4609379,5,1
251,-1,125,1,48,1,1.178655,0.52149576,0.4382549,1.7281095,1.3711808,3,0
251,0,125,1,48,1,1.5040774,0.5850536,0.07696108,2.6426225,1.4060969,4,0
251,1,125,1,48,1,2.5257287,0.680103,0.0676587,4.2813773,1.6733512,5,0
