region,herd,cow,obs,lact,cfs,lncfs,fscr,heifer,ai
2,36,1223,1154,2,58,4.060443,1,0,1
2,36,1223,1155,3,34,3.5263605,1,0,1
2,36,1224,1156,2,62,4.1271343,0,0,1
2,36,1224,1157,3,107,4.6728287,1,0,1
2,36,1224,1158,4,91,4.5108595,1,0,1
2,36,1225,1159,1,56,4.0253515,1,1,1
2,36,1225,1160,2,68,4.2195077,1,0,1
2,36,1225,1161,3,38,3.637586,1,0,1
2,36,1225,1162,4,57,4.0430512,1,0,1
2,36,1226,1163,1,65,4.1743875,0,1,1
2,36,1227,1164,1,71,4.26268,1,1,1
2,36,1227,1165,2,48,3.871201,1,0,1
2,36,1227,1166,3,34,3.5263605,0,0,1
2,36,1228,1167,1,55,4.0073333,1,1,1
2,36,1228,1168,2,55,4.0073333,0,0,1
2,36,1228,1169,3,33,3.4965076,0,0,1
2,36,1229,1170,1,64,4.158883,0,1,1
2,36,1230,1171,1,53,3.9702919,0,1,1
2,36,1230,1172,3,32,3.465736,0,0,1
2,36,1231,1173,1,38,3.637586,0,1,1
2,36,1231,1174,2,95,4.553877,1,0,1
2,36,1232,1175,1,52,3.9512436,0,1,1
2,36,1233,1176,1,34,3.5263605,0,1,1
2,36,1233,1177,2,46,3.8286414,0,0,1
2,36,1234,1178,1,48,3.871201,0,1,1
2,36,1234,1179,2,50,3.912023,0,0,1
2,36,1234,1180,3,45,3.8066626,0,0,1
2,36,1235,1181,2,71,4.26268,0,0,1
2,36,1236,1182,1,67,4.204693,0,1,1
2,36,1236,1183,2,87,4.465908,0,0,1
2,36,1237,1184,1,98,4.5849676,1,1,1
2,36,1238,1185,2,40,3.6888795,1,0,1
2,36,1239,1186,1,74,4.304065,1,1,1
3,1,1,1187,3,100,4.6051702,1,0,0
3,1,1,1188,4,86,4.454347,0,0,0
3,1,1,1189,5,60,4.0943446,0,0,1
3,1,2,1190,1,32,3.465736,1,1,0
3,1,2,1191,2,75,4.317488,0,0,1
3,1,2,1192,3,92,4.5217886,1,0,0
3,1,3,1193,1,45,3.8066626,1,1,1
3,1,4,1194,1,63,4.1431346,1,1,1
3,1,5,1195,2,65,4.1743875,1,0,0
3,1,5,1196,3,48,3.871201,0,0,1
3,1,6,1197,4,74,4.304065,1,0,0
3,1,6,1198,5,85,4.4426513,1,0,0
3,1,7,1199,2,132,4.882802,1,0,0
3,1,7,1200,3,46,3.8286414,1,0,0
3,1,8,1201,6,67,4.204693,1,0,0
3,1,9,1202,6,80,4.3820267,0,0,0
3,1,9,1203,7,75,4.317488,1,0,0
3,1,10,1204,6,66,4.189655,1,0,0
3,1,10,1205,7,79,4.3694477,1,0,0
3,1,11,1206,5,205,5.32301,1,0,0
3,1,12,1207,5,114,4.7361984,1,0,0
3,1,12,1208,6,57,4.0430512,1,0,0
3,1,13,1209,4,85,4.4426513,1,0,0
3,1,14,1210,4,74,4.304065,1,0,0
3,1,14,1211,5,85,4.4426513,1,0,0
3,1,14,1212,6,48,3.871201,0,0,1
3,1,15,1213,2,46,3.8286414,0,0,1
3,1,15,1214,3,31,3.4339871,1,0,0
3,1,16,1215,3,82,4.406719,1,0,1
3,1,16,1216,4,30,3.4011974,0,0,0
3,1,16,1217,5,45,3.8066626,1,0,0
3,1,17,1218,3,41,3.713572,1,0,0
3,1,17,1219,4,49,3.8918202,1,0,0
3,1,17,1220,5,45,3.8066626,0,0,0
3,1,18,1221,2,108,4.6821313,1,0,0
3,1,18,1222,3,67,4.204693,1,0,0
3,1,18,1223,4,84,4.4308167,0,0,1
3,1,19,1224,3,67,4.204693,1,0,0
3,1,19,1225,4,83,4.4188404,0,0,0
3,1,20,1226,1,95,4.553877,0,1,1
3,1,20,1227,2,91,4.5108595,1,0,0
3,1,21,1228,1,49,3.8918202,0,1,0
3,1,21,1229,2,64,4.158883,1,0,1
3,1,21,1230,3,93,4.5325994,1,0,1
3,1,22,1231,1,58,4.060443,1,1,0
3,1,22,1232,2,41,3.713572,1,0,0
3,1,22,1233,3,44,3.7841897,1,0,1
3,1,23,1234,2,60,4.0943446,1,0,0
3,1,24,1235,1,67,4.204693,0,1,0
3,2,25,1236,1,52,3.9512436,0,1,0
3,2,26,1237,1,76,4.3307333,0,1,1
3,2,27,1238,4,74,4.304065,0,0,1
3,2,28,1239,4,78,4.356709,0,0,0
3,2,29,1240,2,49,3.8918202,1,0,1
3,2,30,1241,1,65,4.1743875,0,1,1
3,2,31,1242,1,53,3.9702919,1,1,1
3,2,31,1243,2,51,3.9318256,1,0,1
3,2,32,1244,1,35,3.5553482,1,1,1
3,2,32,1245,2,63,4.1431346,1,0,1
3,2,33,1246,9,34,3.5263605,0,0,1
3,2,34,1247,6,78,4.356709,1,0,0
3,2,35,1248,7,117,4.762174,0,0,1
3,2,36,1249,7,57,4.0430512,1,0,0
3,2,36,1250,8,147,4.9904327,1,0,0
3,2,37,1251,8,215,5.370638,1,0,0
3,2,38,1252,7,147,4.9904327,0,0,1
3,2,39,1253,5,75,4.317488,1,0,0
3,2,39,1254,7,92,4.5217886,0,0,1
3,2,40,1255,6,30,3.4011974,0,0,0
3,2,41,1256,4,58,4.060443,1,0,0
3,2,41,1257,5,53,3.9702919,1,0,0
3,3,42,1258,2,66,4.189655,1,0,1
3,3,43,1259,1,55,4.0073333,0,1,1
3,3,44,1260,1,95,4.553877,0,1,1
3,3,45,1261,1,39,3.6635616,1,1,1
3,3,46,1262,2,67,4.204693,0,0,1
3,3,46,1263,3,49,3.8918202,1,0,1
3,3,46,1264,4,150,5.0106354,0,0,1
3,3,47,1265,3,68,4.2195077,0,0,1
3,3,48,1266,3,92,4.5217886,0,0,1
3,3,49,1267,1,87,4.465908,0,1,1
3,3,50,1268,1,209,5.3423343,0,1,1
3,3,51,1269,1,80,4.3820267,0,1,1
3,3,52,1270,1,47,3.8501475,0,1,1
3,3,53,1271,2,30,3.4011974,1,0,1
3,3,54,1272,3,68,4.2195077,0,0,1
3,3,54,1273,4,53,3.9702919,1,0,1
3,3,54,1274,5,44,3.7841897,0,0,1
3,3,55,1275,3,58,4.060443,0,0,1
3,3,56,1276,1,141,4.94876,0,1,1
3,3,56,1277,2,120,4.787492,1,0,1
3,3,57,1278,3,52,3.9512436,1,0,1
3,3,57,1279,4,48,3.871201,0,0,1
3,3,57,1280,5,81,4.394449,0,0,1
3,3,58,1281,4,83,4.4188404,0,0,1
3,3,58,1282,5,92,4.5217886,0,0,1
3,3,59,1283,3,53,3.9702919,1,0,1
3,3,59,1284,4,30,3.4011974,0,0,1
3,3,59,1285,5,52,3.9512436,0,0,1
3,3,59,1286,6,43,3.7612002,1,0,1
3,3,60,1287,1,61,4.1108737,1,1,1
3,3,60,1288,2,47,3.8501475,1,0,1
3,3,60,1289,3,104,4.644391,0,0,1
3,3,61,1290,4,53,3.9702919,0,0,1
3,3,62,1291,6,49,3.8918202,0,0,1
3,3,63,1292,7,61,4.1108737,0,0,1
3,3,63,1293,8,63,4.1431346,0,0,1
3,3,63,1294,9,59,4.0775375,0,0,1
3,3,64,1295,5,39,3.6635616,0,0,1
3,3,64,1296,6,48,3.871201,1,0,1
3,3,65,1297,3,33,3.4965076,0,0,1
3,3,66,1298,3,37,3.6109178,0,0,1
3,3,66,1299,4,39,3.6635616,0,0,1
3,3,66,1300,5,95,4.553877,0,0,1
3,3,67,1301,4,56,4.0253515,0,0,1
3,3,67,1302,5,87,4.465908,1,0,1
3,3,68,1303,3,47,3.8501475,0,0,1
3,3,69,1304,4,59,4.0775375,0,0,1
3,3,69,1305,6,63,4.1431346,0,0,1
3,3,70,1306,5,81,4.394449,0,0,1
3,3,70,1307,6,67,4.204693,0,0,1
3,3,71,1308,2,63,4.1431346,0,0,1
3,3,71,1309,3,93,4.5325994,0,0,1
3,3,72,1310,3,51,3.9318256,0,0,1
3,3,72,1311,4,60,4.0943446,0,0,1
3,3,72,1312,5,101,4.6151204,1,0,1
3,3,73,1313,1,94,4.543295,0,1,1
3,3,73,1314,2,45,3.8066626,0,0,1
3,3,74,1315,1,31,3.4339871,0,1,1
3,3,74,1316,2,48,3.871201,1,0,1
3,3,74,1317,3,69,4.2341065,1,0,1
3,3,74,1318,4,38,3.637586,1,0,1
3,3,75,1319,1,74,4.304065,0,1,1
3,3,75,1320,2,51,3.9318256,0,0,1
3,3,76,1321,1,55,4.0073333,0,1,1
3,3,77,1322,1,44,3.7841897,0,1,1
3,3,78,1323,1,112,4.7184987,0,1,1
3,3,79,1324,1,45,3.8066626,1,1,1
3,3,80,1325,1,56,4.0253515,1,1,1
3,4,81,1326,1,113,4.727388,0,1,1
3,4,82,1327,1,49,3.8918202,0,1,1
3,4,83,1328,2,109,4.691348,0,0,1
3,4,83,1329,3,52,3.9512436,0,0,1
3,4,83,1330,4,120,4.787492,0,0,1
3,4,84,1331,3,31,3.4339871,0,0,1
3,4,84,1332,4,48,3.871201,0,0,1
3,4,85,1333,1,71,4.26268,1,1,1
3,4,85,1334,2,44,3.7841897,1,0,1
3,4,86,1335,6,61,4.1108737,0,0,1
3,4,87,1336,4,69,4.2341065,1,0,1
3,4,88,1337,4,63,4.1431346,1,0,1
3,4,88,1338,5,95,4.553877,1,0,1
3,4,88,1339,6,99,4.59512,0,0,1
3,4,89,1340,3,41,3.713572,1,0,1
3,4,89,1341,4,36,3.583519,0,0,1
3,4,89,1342,5,60,4.0943446,0,0,1
3,4,90,1343,3,105,4.65396,0,0,1
3,4,91,1344,3,84,4.4308167,1,0,1
3,4,91,1345,4,78,4.356709,0,0,1
3,4,92,1346,2,73,4.2904596,0,0,1
3,4,92,1347,3,152,5.0238805,0,0,1
3,4,93,1348,3,79,4.3694477,0,0,1
3,4,93,1349,4,82,4.406719,1,0,1
3,4,93,1350,6,55,4.0073333,1,0,1
3,4,94,1351,3,54,3.988984,0,0,1
3,4,94,1352,4,67,4.204693,1,0,1
3,4,95,1353,3,57,4.0430512,0,0,1
3,4,95,1354,4,148,4.9972124,0,0,1
3,4,95,1355,5,62,4.1271343,1,0,1
3,4,95,1356,6,80,4.3820267,1,0,1
3,4,96,1357,3,76,4.3307333,1,0,1
3,4,96,1358,4,55,4.0073333,1,0,1
3,4,97,1359,3,45,3.8066626,0,0,1
3,4,97,1360,5,67,4.204693,0,0,1
3,4,97,1361,6,79,4.3694477,1,0,1
3,4,98,1362,3,51,3.9318256,0,0,1
3,4,98,1363,4,59,4.0775375,0,0,1
3,4,98,1364,5,48,3.871201,0,0,1
3,4,99,1365,2,73,4.2904596,0,0,1
3,4,99,1366,3,76,4.3307333,1,0,1
3,4,99,1367,4,44,3.7841897,0,0,1
3,4,100,1368,1,89,4.4886365,1,1,1
3,4,100,1369,2,137,4.919981,1,0,1
3,4,101,1370,1,49,3.8918202,0,1,1
3,4,101,1371,2,48,3.871201,0,0,1
3,4,101,1372,3,75,4.317488,0,0,1
3,4,102,1373,1,79,4.3694477,1,1,1
3,4,102,1374,2,55,4.0073333,0,0,1
3,4,103,1375,2,82,4.406719,0,0,1
3,4,104,1376,1,48,3.871201,1,1,1
3,4,104,1377,2,89,4.4886365,0,0,1
3,4,105,1378,2,51,3.9318256,0,0,1
3,4,105,1379,3,74,4.304065,0,0,1
4,6,120,1380,4,59,4.0775375,0,0,1
4,6,121,1381,6,70,4.248495,0,0,1
4,6,122,1382,6,51,3.9318256,0,0,1
4,6,123,1383,4,67,4.204693,0,0,1
4,6,123,1384,5,51,3.9318256,0,0,1
4,6,124,1385,5,75,4.317488,0,0,1
4,6,125,1386,4,73,4.2904596,1,0,1
4,6,125,1387,5,56,4.0253515,0,0,1
4,6,125,1388,7,78,4.356709,0,0,1
4,6,126,1389,3,44,3.7841897,0,0,1
4,6,127,1390,3,60,4.0943446,0,0,1
4,6,128,1391,4,63,4.1431346,0,0,1
4,6,129,1392,2,86,4.454347,1,0,1
4,6,130,1393,2,60,4.0943446,1,0,1
4,6,131,1394,2,71,4.26268,0,0,1
4,6,131,1395,3,63,4.1431346,0,0,1
4,6,131,1396,4,113,4.727388,0,0,1
4,6,132,1397,2,67,4.204693,0,0,1
4,6,132,1398,3,73,4.2904596,0,0,1
4,6,133,1399,2,52,3.9512436,1,0,1
4,6,133,1400,3,54,3.988984,1,0,1
4,6,133,1401,4,62,4.1271343,0,0,1
4,6,134,1402,2,63,4.1431346,0,0,1
4,6,134,1403,3,72,4.276666,0,0,1
4,6,134,1404,4,58,4.060443,1,0,1
4,6,135,1405,3,62,4.1271343,0,0,1
4,6,135,1406,4,43,3.7612002,0,0,1
4,6,136,1407,2,56,4.0253515,0,0,1
4,6,137,1408,1,88,4.477337,0,1,1
4,6,138,1409,3,48,3.871201,0,0,1
4,6,139,1410,1,123,4.8121843,0,1,1
4,6,139,1411,4,61,4.1108737,1,0,1
4,6,140,1412,1,56,4.0253515,0,1,1
4,6,140,1413,2,81,4.394449,0,0,1
4,6,141,1414,2,54,3.988984,0,0,1
4,6,142,1415,1,48,3.871201,1,1,1
4,6,142,1416,3,89,4.4886365,0,0,1
4,6,142,1417,4,47,3.8501475,0,0,1
4,6,143,1418,1,69,4.2341065,1,1,1
4,6,144,1419,2,69,4.2341065,0,0,1
4,6,145,1420,3,48,3.871201,1,0,1
4,6,146,1421,1,51,3.9318256,1,1,1
4,6,147,1422,2,65,4.1743875,0,0,1
4,6,148,1423,1,49,3.8918202,0,1,1
4,6,149,1424,1,61,4.1108737,0,1,1
4,6,150,1425,1,52,3.9512436,1,1,1
4,6,150,1426,3,53,3.9702919,1,0,1
4,6,151,1427,1,67,4.204693,0,1,1
4,6,151,1428,2,42,3.7376697,0,0,1
4,6,152,1429,1,98,4.5849676,0,1,1
4,6,153,1430,2,67,4.204693,1,0,1
4,6,154,1431,1,83,4.4188404,1,1,1
4,6,155,1432,1,59,4.0775375,0,1,1
4,6,156,1433,1,90,4.4998097,0,1,1
4,6,157,1434,1,47,3.8501475,0,1,1
4,6,158,1435,1,52,3.9512436,1,1,1
4,6,159,1436,1,82,4.406719,0,1,1
4,6,160,1437,1,67,4.204693,0,1,1
4,6,161,1438,1,49,3.8918202,1,1,1
4,6,162,1439,1,42,3.7376697,0,1,1
4,6,163,1440,1,56,4.0253515,1,1,1
4,6,164,1441,1,57,4.0430512,0,1,1
4,6,165,1442,1,50,3.912023,1,1,1
4,6,166,1443,1,43,3.7612002,0,1,1
4,6,167,1444,1,37,3.6109178,1,1,1
4,6,168,1445,1,74,4.304065,1,1,1
4,6,169,1446,1,50,3.912023,0,1,1
4,7,170,1447,1,175,5.164786,0,1,1
4,7,170,1448,2,41,3.713572,0,0,1
4,7,171,1449,3,49,3.8918202,0,0,1
4,7,172,1450,3,64,4.158883,0,0,1
4,7,173,1451,5,80,4.3820267,0,0,1
4,7,174,1452,2,164,5.0998664,0,0,1
4,7,175,1453,3,62,4.1271343,0,0,1
4,7,176,1454,1,93,4.5325994,0,1,1
4,7,177,1455,8,65,4.1743875,0,0,1
4,7,177,1456,9,69,4.2341065,0,0,1
4,7,178,1457,10,80,4.3820267,0,0,1
4,7,179,1458,9,85,4.4426513,0,0,1
4,7,180,1459,6,66,4.189655,0,0,1
4,7,181,1460,6,81,4.394449,0,0,1
4,7,181,1461,7,172,5.1474943,1,0,1
4,7,182,1462,5,65,4.1743875,1,0,1
4,7,182,1463,6,66,4.189655,0,0,1
4,7,183,1464,4,77,4.3438053,0,0,1
4,7,184,1465,4,44,3.7841897,0,0,1
4,7,184,1466,5,51,3.9318256,0,0,1
4,7,184,1467,6,54,3.988984,0,0,1
4,7,185,1468,4,58,4.060443,0,0,1
4,7,185,1469,5,120,4.787492,0,0,1
4,7,186,1470,4,73,4.2904596,0,0,0
4,7,186,1471,5,82,4.406719,1,0,1
4,7,186,1472,6,45,3.8066626,0,0,1
4,7,187,1473,4,60,4.0943446,1,0,1
4,7,187,1474,5,59,4.0775375,0,0,1
4,7,188,1475,4,48,3.871201,0,0,1
4,7,188,1476,5,75,4.317488,0,0,1
4,7,189,1477,3,62,4.1271343,0,0,1
4,7,189,1478,4,58,4.060443,0,0,1
4,7,189,1479,5,92,4.5217886,1,0,1
4,7,190,1480,2,62,4.1271343,1,0,1
4,7,190,1481,3,71,4.26268,0,0,0
4,7,190,1482,4,34,3.5263605,0,0,1
4,7,191,1483,2,61,4.1108737,0,0,1
4,7,191,1484,4,70,4.248495,1,0,1
4,7,192,1485,2,144,4.9698133,0,0,1
4,7,192,1486,3,98,4.5849676,1,0,1
4,7,192,1487,4,86,4.454347,1,0,1
4,7,193,1488,2,120,4.787492,0,0,1
4,7,193,1489,3,55,4.0073333,0,0,1
4,7,194,1490,2,62,4.1271343,0,0,1
4,7,195,1491,1,52,3.9512436,0,1,1
4,7,196,1492,2,107,4.6728287,0,0,1
4,7,197,1493,2,250,5.521461,1,0,1
4,7,197,1494,3,106,4.6634393,0,0,0
4,7,197,1495,4,104,4.644391,1,0,1
4,7,198,1496,1,50,3.912023,0,1,1
4,7,198,1497,3,94,4.543295,1,0,1
4,7,199,1498,1,109,4.691348,1,1,1
4,7,199,1499,3,125,4.828314,0,0,1
4,7,200,1500,1,38,3.637586,0,1,1
4,7,200,1501,2,70,4.248495,1,0,1
4,7,201,1502,2,102,4.624973,1,0,1
4,7,202,1503,1,86,4.454347,1,1,1
4,7,202,1504,2,70,4.248495,1,0,1
4,7,203,1505,1,124,4.8202815,1,1,1
4,7,203,1506,2,68,4.2195077,1,0,1
4,7,204,1507,1,43,3.7612002,0,1,1
4,7,204,1508,2,51,3.9318256,0,0,1
4,7,205,1509,1,133,4.890349,0,1,1
4,7,206,1510,1,63,4.1431346,0,1,1
4,7,207,1511,1,49,3.8918202,1,1,1
4,7,208,1512,1,47,3.8501475,0,1,1
4,7,209,1513,1,59,4.0775375,0,1,1
4,7,210,1514,1,87,4.465908,1,1,1
4,7,211,1515,1,51,3.9318256,0,1,1
4,8,212,1516,1,51,3.9318256,1,1,1
4,8,212,1517,2,55,4.0073333,0,0,1
4,8,213,1518,1,70,4.248495,0,1,1
4,8,214,1519,2,114,4.7361984,0,0,1
4,8,214,1520,3,85,4.4426513,1,0,1
4,8,215,1521,2,99,4.59512,0,0,1
4,8,216,1522,2,84,4.4308167,0,0,1
4,8,216,1523,3,74,4.304065,1,0,1
4,8,216,1524,4,78,4.356709,0,0,1
4,8,217,1525,5,73,4.2904596,1,0,1
4,8,217,1526,6,78,4.356709,1,0,1
4,8,217,1527,7,59,4.0775375,1,0,1
4,8,218,1528,4,85,4.4426513,0,0,1
4,8,218,1529,5,117,4.762174,0,0,1
4,8,219,1530,3,48,3.871201,0,0,1
4,8,220,1531,3,96,4.564348,1,0,1
4,8,221,1532,5,61,4.1108737,1,0,1
4,8,221,1533,6,46,3.8286414,0,0,1
4,8,221,1534,7,45,3.8066626,1,0,1
4,8,221,1535,8,63,4.1431346,0,0,1
4,8,222,1536,3,56,4.0253515,0,0,1
4,8,222,1537,4,110,4.7004805,0,0,1
4,8,222,1538,5,81,4.394449,0,0,1
4,8,223,1539,4,48,3.871201,1,0,1
4,8,223,1540,5,48,3.871201,0,0,1
4,8,223,1541,6,40,3.6888795,1,0,1
4,8,224,1542,4,173,5.1532917,0,0,1
4,8,225,1543,2,37,3.6109178,1,0,1
4,8,225,1544,4,41,3.713572,0,0,1
4,8,226,1545,2,210,5.3471074,0,0,1
4,8,226,1546,3,36,3.583519,1,0,1
4,8,227,1547,2,296,5.6903596,0,0,1
4,8,227,1548,3,48,3.871201,1,0,1
4,8,227,1549,4,79,4.3694477,1,0,1
4,8,228,1550,2,64,4.158883,0,0,1
4,8,229,1551,1,130,4.8675346,1,1,1
4,8,229,1552,2,101,4.6151204,1,0,1
4,8,229,1553,3,62,4.1271343,0,0,1
4,8,230,1554,2,90,4.4998097,0,0,1
4,8,231,1555,1,88,4.477337,1,1,1
4,8,231,1556,2,88,4.477337,0,0,1
4,8,231,1557,3,117,4.762174,0,0,1
4,8,232,1558,1,41,3.713572,1,1,1
4,8,233,1559,1,59,4.0775375,1,1,1
4,8,233,1560,2,78,4.356709,1,0,1
4,8,233,1561,3,60,4.0943446,1,0,1
4,8,233,1562,4,65,4.1743875,1,0,1
4,8,234,1563,1,104,4.644391,0,1,1
4,8,235,1564,1,104,4.644391,0,1,1
4,8,236,1565,1,43,3.7612002,0,1,1
4,11,281,1566,1,65,4.1743875,0,1,1
4,11,281,1567,2,54,3.988984,0,0,1
4,11,282,1568,3,60,4.0943446,0,0,1
4,11,282,1569,4,69,4.2341065,0,0,1
4,11,283,1570,3,85,4.4426513,1,0,1
4,11,283,1571,4,132,4.882802,0,0,1
4,11,284,1572,2,62,4.1271343,1,0,1
4,11,284,1573,3,127,4.8441873,1,0,1
4,11,285,1574,9,72,4.276666,1,0,1
4,11,285,1575,10,95,4.553877,1,0,1
4,11,286,1576,5,73,4.2904596,1,0,1
4,11,287,1577,4,65,4.1743875,1,0,1
4,11,288,1578,1,78,4.356709,1,1,1
4,11,288,1579,2,57,4.0430512,1,0,1
4,11,288,1580,3,84,4.4308167,0,0,1
4,11,288,1581,4,91,4.5108595,0,0,1
4,11,289,1582,1,60,4.0943446,0,1,1
4,11,289,1583,3,95,4.553877,0,0,1
4,11,289,1584,4,68,4.2195077,0,0,1
4,11,290,1585,1,82,4.406719,0,1,1
4,11,290,1586,2,101,4.6151204,0,0,1
4,11,291,1587,1,69,4.2341065,1,1,1
4,11,292,1588,1,120,4.787492,0,1,1
4,11,293,1589,1,68,4.2195077,0,1,1
4,11,294,1590,1,46,3.8286414,1,1,1
4,22,616,1591,2,32,3.465736,1,0,1
4,22,617,1592,1,41,3.713572,0,1,1
4,22,618,1593,1,85,4.4426513,0,1,1
4,22,619,1594,4,64,4.158883,0,0,1
4,22,620,1595,3,47,3.8501475,0,0,1
4,22,621,1596,4,55,4.0073333,0,0,1
4,22,621,1597,5,63,4.1431346,0,0,1
4,22,622,1598,2,86,4.454347,0,0,1
4,22,622,1599,3,82,4.406719,1,0,1
4,22,623,1600,5,57,4.0430512,0,0,1
4,22,624,1601,3,76,4.3307333,0,0,1
4,22,625,1602,1,49,3.8918202,0,1,1
4,22,625,1603,3,75,4.317488,0,0,1
4,22,626,1604,1,49,3.8918202,1,1,1
4,22,627,1605,1,64,4.158883,1,1,1
4,22,627,1606,2,72,4.276666,1,0,1
4,22,627,1607,3,40,3.6888795,0,0,1
4,22,628,1608,1,99,4.59512,0,1,1
4,22,629,1609,1,67,4.204693,0,1,1
4,22,630,1610,1,46,3.8286414,0,1,1
4,22,631,1611,1,55,4.0073333,0,1,1
4,22,632,1612,1,48,3.871201,0,1,1
4,23,633,1613,1,72,4.276666,0,1,1
4,23,633,1614,2,60,4.0943446,1,0,1
4,23,634,1615,4,67,4.204693,0,0,1
4,23,634,1616,7,42,3.7376697,1,0,1
4,23,635,1617,2,59,4.0775375,0,0,1
4,23,636,1618,4,86,4.454347,0,0,1
4,23,637,1619,3,77,4.3438053,0,0,1
4,23,638,1620,3,95,4.553877,0,0,1
4,23,638,1621,6,62,4.1271343,0,0,1
4,23,639,1622,1,49,3.8918202,1,1,1
4,23,639,1623,3,67,4.204693,0,0,1
4,23,640,1624,1,61,4.1108737,1,1,1
4,23,640,1625,2,74,4.304065,0,0,1
4,23,640,1626,3,45,3.8066626,0,0,1
4,23,641,1627,1,84,4.4308167,0,1,1
4,23,642,1628,1,73,4.2904596,0,1,1
4,23,642,1629,2,45,3.8066626,0,0,1
4,23,642,1630,3,70,4.248495,0,0,1
4,23,643,1631,3,46,3.8286414,1,0,1
4,23,644,1632,5,39,3.6635616,1,0,1
4,23,644,1633,6,101,4.6151204,0,0,1
4,23,645,1634,1,100,4.6051702,0,1,1
4,23,645,1635,3,57,4.0430512,1,0,1
4,23,646,1636,2,73,4.2904596,0,0,1
4,23,647,1637,1,53,3.9702919,0,1,1
4,23,648,1638,1,37,3.6109178,1,1,1
4,37,1240,1639,2,133,4.890349,0,0,1
4,37,1240,1640,3,77,4.3438053,0,0,1
4,37,1241,1641,1,43,3.7612002,0,1,1
4,37,1241,1642,2,75,4.317488,0,0,1
4,37,1242,1643,3,131,4.8751974,1,0,1
4,37,1242,1644,4,63,4.1431346,1,0,1
4,37,1243,1645,4,40,3.6888795,0,0,1
4,37,1243,1646,5,93,4.5325994,1,0,1
4,37,1243,1647,6,74,4.304065,0,0,1
4,37,1244,1648,4,33,3.4965076,0,0,1
4,37,1245,1649,1,60,4.0943446,0,1,1
4,37,1246,1650,4,138,4.9272537,0,0,1
4,37,1247,1651,4,254,5.5373344,0,0,1
4,37,1248,1652,4,149,5.0039463,0,0,1
4,37,1248,1653,5,91,4.5108595,0,0,1
4,37,1248,1654,6,83,4.4188404,1,0,1
4,37,1249,1655,3,71,4.26268,0,0,1
4,37,1250,1656,3,61,4.1108737,0,0,1
4,37,1251,1657,1,85,4.4426513,0,1,1
4,37,1251,1658,2,62,4.1271343,0,0,1
4,38,1252,1659,3,56,4.0253515,0,0,1
4,38,1253,1660,4,84,4.4308167,1,0,1
4,38,1254,1661,1,42,3.7376697,0,1,1
4,38,1255,1662,3,55,4.0073333,0,0,1
4,38,1255,1663,4,59,4.0775375,1,0,1
4,38,1255,1664,5,59,4.0775375,1,0,1
4,38,1255,1665,6,55,4.0073333,1,0,1
4,38,1256,1666,3,54,3.988984,1,0,1
4,38,1256,1667,4,96,4.564348,1,0,1
4,38,1256,1668,5,80,4.3820267,0,0,1
4,38,1256,1669,6,56,4.0253515,0,0,1
4,38,1257,1670,1,173,5.1532917,0,1,1
4,38,1258,1671,1,84,4.4308167,0,1,1
4,38,1259,1672,1,56,4.0253515,0,1,1
4,38,1259,1673,2,56,4.0253515,1,0,1
4,38,1259,1674,3,95,4.553877,1,0,1
4,38,1259,1675,4,95,4.553877,0,0,1
4,38,1260,1676,2,134,4.89784,0,0,1
4,38,1260,1677,3,75,4.317488,1,0,1
4,38,1261,1678,1,93,4.5325994,0,1,1
4,38,1261,1679,2,60,4.0943446,1,0,1
4,38,1261,1680,3,132,4.882802,1,0,1
4,38,1262,1681,1,91,4.5108595,1,1,1
4,38,1262,1682,2,72,4.276666,0,0,1
4,38,1262,1683,3,60,4.0943446,1,0,1
4,38,1263,1684,1,249,5.5174527,1,1,1
4,38,1263,1685,2,93,4.5325994,1,0,1
4,38,1264,1686,2,96,4.564348,1,0,1
4,38,1264,1687,3,101,4.6151204,1,0,1
4,38,1265,1688,1,58,4.060443,1,1,1
4,38,1265,1689,2,70,4.248495,0,0,1
4,38,1266,1690,1,98,4.5849676,1,1,1
4,38,1266,1691,2,75,4.317488,0,0,1
4,38,1267,1692,1,64,4.158883,1,1,1
4,39,1268,1693,1,79,4.3694477,0,1,1
4,39,1268,1694,2,119,4.7791233,0,0,1
4,39,1269,1695,4,45,3.8066626,1,0,1
4,39,1269,1696,5,85,4.4426513,1,0,1
4,39,1269,1697,6,47,3.8501475,0,0,1
4,39,1269,1698,7,67,4.204693,1,0,1
4,39,1270,1699,4,100,4.6051702,0,0,1
4,39,1271,1700,6,107,4.6728287,0,0,1
4,39,1272,1701,3,58,4.060443,0,0,1
4,39,1272,1702,4,82,4.406719,0,0,1
4,39,1272,1703,5,46,3.8286414,0,0,1
4,39,1272,1704,6,109,4.691348,1,0,1
4,39,1273,1705,3,112,4.7184987,1,0,1
4,39,1273,1706,4,79,4.3694477,0,0,1
4,39,1273,1707,5,94,4.543295,0,0,1
4,39,1274,1708,2,40,3.6888795,0,0,1
4,39,1274,1709,3,75,4.317488,0,0,1
4,39,1274,1710,4,64,4.158883,0,0,1
4,39,1275,1711,2,39,3.6635616,0,0,1
4,39,1276,1712,2,62,4.1271343,0,0,1
4,39,1276,1713,3,57,4.0430512,0,0,1
4,39,1276,1714,4,50,3.912023,1,0,1
4,39,1276,1715,5,155,5.043425,1,0,1
