nr,year,agric,black,bus,construc,ent,exper,fin,hisp,poorhlth,hours,manuf,married,min,nrthcen,nrtheast,occ1,occ2,occ3,occ4,occ5,occ6,occ7,occ8,occ9,per,pro,pub,rur,south,educ,tra,trad,union,lwage,d81,d82,d83,d84,d85,d86,d87,expersq
5122,1981,0,0,0,0,0,4,0,0,0,2340,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12,1,0,0,1.6992942,1,0,0,0,0,0,0,16
5122,1982,0,0,0,0,0,5,0,0,0,2340,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12,1,0,0,2.042724,0,1,0,0,0,0,0,25
5122,1983,0,0,0,0,0,6,0,0,0,2340,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12,1,0,0,1.9705325,0,0,1,0,0,0,0,36
5122,1984,0,0,0,0,0,7,0,0,0,2340,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12,1,0,0,2.2886822,0,0,0,1,0,0,0,49
5122,1985,0,0,0,0,0,8,0,0,0,2587,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12,1,0,0,1.9896635,0,0,0,0,1,0,0,64
5122,1986,0,0,0,0,0,9,0,0,0,2682,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12,1,0,0,1.9547343,0,0,0,0,0,1,0,81
5122,1987,0,0,0,0,0,10,0,0,0,2480,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12,1,0,0,1.8595417,0,0,0,0,0,0,1,100
5141,1980,0,0,0,1,0,2,0,1,0,2155,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,12,0,0,0,2.154514,0,0,0,0,0,0,0,4
5141,1981,0,0,0,1,0,3,0,1,0,2392,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,12,0,0,0,1.9004589,1,0,0,0,0,0,0,9
5141,1982,0,0,0,1,0,4,0,1,0,2400,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,12,0,0,0,2.0174062,0,1,0,0,0,0,0,16
5141,1983,0,0,0,0,0,5,0,1,0,2233,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,0,1.1844283,0,0,1,0,0,0,0,25
5141,1984,0,0,0,1,0,6,0,1,0,2611,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,0,1.3906425,0,0,0,1,0,0,0,36
5141,1985,0,0,0,1,0,7,0,1,0,2380,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,0,2.2962055,0,0,0,0,1,0,0,49
5141,1986,0,0,0,1,0,8,0,1,0,2145,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,0,2.3212583,0,0,0,0,0,1,0,64
5141,1987,0,0,0,1,0,9,0,1,0,2185,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,0,2.3508275,0,0,0,0,0,0,1,81
5147,1980,0,0,0,0,0,4,0,1,0,2265,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,12,1,0,1,2.05594,0,0,0,0,0,0,0,16
5147,1981,0,0,0,0,0,5,0,1,0,2379,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,12,1,0,0,2.129052,1,0,0,0,0,0,0,25
5147,1982,0,0,0,0,0,6,0,1,0,2350,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,12,1,0,1,2.2781324,0,1,0,0,0,0,0,36
5147,1983,0,0,0,0,0,7,0,1,0,2340,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,1,0,1,2.053914,0,0,1,0,0,0,0,49
5147,1984,0,0,1,0,0,8,0,1,1,2379,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,1,1.8666878,0,0,0,1,0,0,0,64
5147,1985,0,0,0,0,0,9,0,1,0,2486,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,1,0,1,2.3348691,0,0,0,0,1,0,0,81
5147,1986,0,0,0,0,0,10,0,1,0,2370,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,1,0,1,2.531663,0,0,0,0,0,1,0,100
5147,1987,0,0,0,0,0,11,0,1,0,2378,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,1,0,1,2.4668543,0,0,0,0,0,0,1,121
5158,1980,0,0,1,0,0,3,0,0,0,1960,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,0,0,1.8236926,0,0,0,0,0,0,0,9
5158,1981,0,0,0,0,0,4,0,0,0,2080,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,11,0,0,0,1.8170773,1,0,0,0,0,0,0,16
5158,1982,0,0,0,0,0,5,0,0,0,2940,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,11,0,0,0,1.5808505,0,1,0,0,0,0,0,25
5158,1983,0,0,0,0,0,6,0,0,0,2440,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,1.7376302,0,0,1,0,0,0,0,36
5158,1984,0,0,0,0,0,7,0,0,0,1670,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,2.073941,0,0,0,1,0,0,0,49
5158,1985,0,0,0,0,0,8,0,0,0,1134,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,1.7847918,0,0,0,0,1,0,0,64
5158,1986,0,0,0,0,0,9,0,0,0,2080,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,1.7999614,0,0,0,0,0,1,0,81
5158,1987,0,0,1,0,0,10,0,0,0,2154,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,2.1761062,0,0,0,0,0,0,1,100
5221,1980,1,0,0,0,0,3,0,1,0,2060,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,14,0,0,0,1.3747146,0,0,0,0,0,0,0,9
5221,1981,0,0,0,0,0,4,0,1,0,2080,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,14,1,0,1,1.609438,1,0,0,0,0,0,0,16
5221,1982,0,0,0,0,0,5,0,1,0,2080,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,14,1,0,1,1.5474025,0,1,0,0,0,0,0,25
5221,1983,0,0,0,0,0,6,0,1,0,2080,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,14,1,0,1,1.5918787,0,0,1,0,0,0,0,36
5221,1984,0,0,0,0,0,7,0,1,0,2080,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,14,1,0,0,1.8003294,0,0,0,1,0,0,0,49
5221,1985,0,0,0,0,0,8,0,1,0,2080,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,14,1,0,0,1.820029,0,0,0,0,1,0,0,64
5221,1986,0,0,0,0,0,9,0,1,0,2080,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,14,1,0,1,1.7999614,0,0,0,0,0,1,0,81
5221,1987,0,0,0,0,0,10,0,1,0,1440,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,14,1,0,0,2.3623352,0,0,0,0,0,0,1,100
5223,1980,0,0,0,0,0,3,0,0,0,2396,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12,0,1,0,1.5411645,0,0,0,0,0,0,0,9
5223,1981,0,0,1,0,0,4,0,0,0,2104,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,1.8056049,1,0,0,0,0,0,0,16
5223,1982,0,0,0,0,0,5,0,0,0,2080,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,12,0,1,0,1.9756823,0,1,0,0,0,0,0,25
5223,1983,0,0,0,0,0,6,0,0,0,2980,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,12,0,1,0,1.791939,0,0,1,0,0,0,0,36
5223,1984,0,0,0,0,0,7,0,0,0,2580,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,12,0,1,0,1.8553166,0,0,0,1,0,0,0,49
5223,1985,0,0,0,0,0,8,0,0,0,2831,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,12,0,1,0,1.2753781,0,0,0,0,1,0,0,64
5223,1986,0,0,1,0,0,9,0,0,0,2511,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,0,1.5575811,0,0,0,0,0,1,0,81
5223,1987,0,0,0,0,0,10,0,0,0,2560,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,1,0,1.1346458,0,0,0,0,0,0,1,100
5227,1980,0,0,0,0,0,5,0,0,0,720,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,12,0,0,0,2.691193,0,0,0,0,0,0,0,25
5227,1981,0,0,0,0,0,6,0,0,0,4096,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,12,0,0,0,0.4462871,1,0,0,0,0,0,0,36
5227,1982,0,0,0,0,0,7,0,0,0,2080,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,12,0,0,0,1.5474025,0,1,0,0,0,0,0,49
5227,1983,0,0,0,0,0,8,0,0,0,2336,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,12,0,0,1,1.727121,0,0,1,0,0,0,0,64
5227,1984,0,0,0,0,0,9,0,0,0,1674,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,12,0,0,0,1.0730197,0,0,0,1,0,0,0,81
5227,1985,0,0,0,0,0,10,0,0,0,2070,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,12,0,0,0,1.770781,0,0,0,0,1,0,0,100
5227,1986,0,0,0,0,0,11,0,0,0,2260,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,12,0,0,0,2.030622,0,0,0,0,0,1,0,121
5227,1987,0,0,0,0,0,12,0,0,0,2080,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,12,0,0,0,1.907599,0,0,0,0,0,0,1,144
5248,1980,1,0,0,0,0,2,0,0,0,3120,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,14,0,0,0,1.1378447,0,0,0,0,0,0,0,4
5248,1981,1,0,0,0,0,3,0,0,0,2640,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,14,0,0,0,1.0895817,1,0,0,0,0,0,0,9
5248,1982,1,0,0,0,0,4,0,0,1,938,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,14,0,0,0,2.0301182,0,1,0,0,0,0,0,16
5248,1983,1,0,0,0,0,5,0,0,0,2720,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,14,0,0,1,1.044562,0,0,1,0,0,0,0,25
5248,1984,1,0,0,0,0,6,0,0,0,2856,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,14,0,0,0,1.1297699,0,0,0,1,0,0,0,36
5248,1985,1,0,0,0,0,7,0,0,0,3066,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,14,0,0,0,1.1956344,0,0,0,0,1,0,0,49
5248,1986,0,0,0,0,0,8,0,0,0,2742,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,0,0,0,1.5749351,0,0,0,0,0,1,0,64
5248,1987,0,0,0,0,0,9,0,0,0,2270,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,0,0,0,1.9071984,0,0,0,0,0,0,1,81
5252,1980,0,0,1,0,0,2,0,0,0,1525,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,10,0,0,0,0.4112994,0,0,0,0,0,0,0,4
5252,1981,0,0,0,0,0,3,0,0,0,2080,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,10,0,1,0,1.6835458,1,0,0,0,0,0,0,9
5252,1982,0,0,0,0,0,4,0,0,0,2510,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,10,0,1,0,1.2794449,0,1,0,0,0,0,0,16
5252,1983,0,0,0,0,0,5,0,0,0,2510,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,10,0,1,0,1.5981199,0,0,1,0,0,0,0,25
5252,1984,0,0,0,0,0,6,0,0,0,3872,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,10,0,0,1,1.2329934,0,0,0,1,0,0,0,36
5252,1985,0,0,1,0,0,7,0,0,0,2480,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,10,0,0,0,1.4722881,0,0,0,0,1,0,0,49
5252,1986,1,0,0,0,0,8,0,0,0,3520,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,10,0,0,0,1.2198011,0,0,0,0,0,1,0,64
5252,1987,1,0,0,0,0,9,0,0,0,2400,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,10,0,0,0,1.6691879,0,0,0,0,0,0,1,81
5263,1980,0,0,0,0,0,3,0,0,0,2080,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,14,0,1,0,1.6303211,0,0,0,0,0,0,0,9
5263,1981,0,0,0,0,0,4,0,0,0,2080,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,14,0,1,0,1.5939337,1,0,0,0,0,0,0,16
5263,1982,0,0,0,0,0,5,0,0,0,2080,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,14,0,1,0,1.6566018,0,1,0,0,0,0,0,25
5263,1983,0,0,0,0,0,6,0,0,0,2080,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,14,0,1,0,1.7860347,0,0,1,0,0,0,0,36
5263,1984,0,0,0,0,0,7,0,0,0,2392,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,14,0,1,0,1.603409,0,0,0,1,0,0,0,49
5263,1985,0,0,0,0,0,8,0,0,0,2144,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,14,0,1,0,1.678498,0,0,0,0,1,0,0,64
5263,1986,0,0,0,0,0,9,0,0,0,2080,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,14,0,1,0,1.8512547,0,0,0,0,0,1,0,81
5263,1987,0,0,0,0,0,10,0,0,0,2760,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,14,0,1,0,1.529426,0,0,0,0,0,0,1,100
5274,1980,0,0,0,0,0,2,0,0,0,1840,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,12,0,0,0,1.6657302,0,0,0,0,0,0,0,4
5274,1981,0,0,0,0,0,3,0,0,0,220,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,12,0,1,0,2.900422,1,0,0,0,0,0,0,9
5274,1982,0,0,0,0,0,4,0,0,0,644,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,12,0,1,0,1.7643155,0,1,0,0,0,0,0,16
5274,1983,0,0,0,0,0,5,0,0,1,3443,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,12,0,1,0,1.3392178,0,0,1,0,0,0,0,25
5274,1984,0,0,0,0,0,6,0,0,0,3774,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,12,0,1,0,1.5330659,0,0,0,1,0,0,0,36
5274,1985,0,0,0,0,0,7,0,0,0,3920,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12,0,1,0,1.7972143,0,0,0,0,1,0,0,49
5274,1986,0,0,0,0,0,8,0,0,0,3669,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12,0,1,0,1.6891686,0,0,0,0,0,1,0,64
5274,1987,0,0,0,0,0,9,0,0,0,2320,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,12,0,1,1,3.3125274,0,0,0,0,0,0,1,81
5335,1980,0,0,0,0,0,3,0,0,0,2080,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,12,0,1,0,1.4479996,0,0,0,0,0,0,0,9
5335,1981,0,0,0,0,0,4,0,0,0,2080,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0,1,0,1.8170773,1,0,0,0,0,0,0,16
5335,1982,0,0,0,0,0,5,0,0,0,2080,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,12,0,1,0,1.7550418,0,1,0,0,0,0,0,25
5335,1983,0,0,0,0,0,6,0,0,0,2560,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12,0,1,0,1.4532322,0,0,1,0,0,0,0,36
5335,1984,0,0,0,0,0,7,0,0,0,2830,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,12,0,1,0,1.4924206,0,0,0,1,0,0,0,49
5335,1985,0,0,0,0,0,8,0,0,0,3535,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,12,0,1,0,1.0532948,0,0,0,0,1,0,0,64
5335,1986,0,0,0,0,0,9,0,0,0,2800,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,12,0,1,0,1.5027099,0,0,0,0,0,1,0,81
5335,1987,0,0,0,0,0,10,0,0,0,2600,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,12,0,1,1,1.4837847,0,0,0,0,0,0,1,100
5345,1980,0,0,0,0,0,2,0,0,0,1360,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,12,0,0,0,1.5162078,0,0,0,0,0,0,0,4
5345,1981,0,0,0,0,0,3,0,0,0,1760,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,12,0,0,0,0.82098055,1,0,0,0,0,0,0,9
5345,1982,0,0,1,0,0,4,0,0,0,1820,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12,0,0,0,1.2560507,0,1,0,0,0,0,0,16
5345,1983,0,0,1,0,0,5,0,0,0,2045,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,1.1098577,0,0,1,0,0,0,0,25
5345,1984,0,0,0,0,0,6,0,0,0,2080,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,12,0,0,0,1.3948643,0,0,0,1,0,0,0,36
5345,1985,0,0,0,0,0,7,0,0,0,2285,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,12,0,0,0,1.4206492,0,0,0,0,1,0,0,49
5345,1986,0,0,0,0,0,8,0,0,0,2750,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,12,0,0,0,1.9774868,0,0,0,0,0,1,0,64
5345,1987,0,0,1,0,0,9,0,0,0,2860,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12,0,0,0,1.9638387,0,0,0,0,0,0,1,81
5359,1980,0,0,0,0,0,4,0,0,0,2080,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,12,0,1,0,0.24402677,0,0,0,0,0,0,0,16
5359,1981,0,0,0,0,0,5,0,0,0,2080,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,12,0,1,0,1.0009147,1,0,0,0,0,0,0,25
5359,1982,0,0,0,0,0,6,0,0,0,1855,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,12,0,0,0,0.9820344,0,1,0,0,0,0,0,36
5359,1983,0,0,0,0,0,7,0,0,0,1820,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,12,0,1,0,1.0604337,0,0,1,0,0,0,0,49
5359,1984,0,0,0,0,0,8,0,0,0,1882,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,12,0,1,0,1.0248935,0,0,0,1,0,0,0,64
5359,1985,0,0,0,0,0,9,0,0,0,1846,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,12,0,1,0,1.0990709,0,0,0,0,1,0,0,81
5359,1986,0,0,0,0,0,10,0,0,0,1949,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,12,0,1,0,1.281428,0,0,0,0,0,1,0,100
5359,1987,0,0,0,0,0,11,0,0,0,2012,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,12,0,1,0,1.1219211,0,0,0,0,0,0,1,121
5368,1980,0,0,0,0,0,1,0,0,0,1129,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0,1,0,1.1174266,0,0,0,0,0,0,0,1
5368,1981,0,0,0,0,0,2,0,0,0,1695,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,1,0,0.7532511,1,0,0,0,0,0,0,4
5368,1982,0,0,0,0,0,3,0,0,0,983,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,1,0,1.3005831,0,1,0,0,0,0,0,9
5368,1983,0,0,0,0,0,4,0,0,0,2900,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12,0,1,0,1.4536918,0,0,1,0,0,0,0,16
5368,1984,0,0,0,0,0,5,0,0,0,2640,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,1.50476,0,0,0,1,0,0,0,25
5368,1985,0,0,0,0,0,6,0,0,0,2600,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,1.4856598,0,0,0,0,1,0,0,36
5368,1986,0,0,0,0,0,7,0,0,0,2270,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,12,0,1,0,1.6013238,0,0,0,0,0,1,0,49
5368,1987,0,0,0,0,0,8,0,0,0,2400,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1.506669,0,0,0,0,0,0,1,64
5377,1980,0,0,0,0,0,2,0,0,0,960,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12,0,0,0,1.5280423,0,0,0,0,0,0,0,4
5377,1981,0,0,0,0,0,3,0,0,0,2080,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,12,0,0,0,1.6322526,1,0,0,0,0,0,0,9
5377,1982,0,0,0,0,0,4,0,0,0,2080,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,12,0,0,0,1.6356951,0,1,0,0,0,0,0,16
5377,1983,0,0,0,0,0,5,0,0,0,2080,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,12,0,0,0,1.7254101,0,0,1,0,0,0,0,25
5377,1984,0,0,0,0,0,6,0,0,0,2330,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,12,0,0,0,1.5092961,0,0,0,1,0,0,0,36
5377,1985,0,0,0,0,0,7,0,0,0,2130,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,12,0,0,0,1.4908932,0,0,0,0,1,0,0,49
5377,1986,0,0,0,0,0,8,0,0,0,2080,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,12,0,0,0,1.5635726,0,0,0,0,0,1,0,64
5377,1987,0,0,0,0,0,9,0,0,0,2080,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,12,0,0,0,1.5246067,0,0,0,0,0,0,1,81
5390,1980,0,0,0,0,0,2,0,0,0,2396,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,14,0,1,0,1.5992364,0,0,0,0,0,0,0,4
5390,1981,0,0,0,0,0,3,0,0,0,2555,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,14,0,1,0,1.3237109,1,0,0,0,0,0,0,9
5390,1982,0,0,0,0,0,4,0,0,0,2474,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,14,0,1,0,1.517035,0,1,0,0,0,0,0,16
5390,1983,0,0,0,0,0,5,0,0,0,2702,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,14,0,1,0,1.4637858,0,0,1,0,0,0,0,25
5390,1984,0,0,0,0,0,6,0,0,0,2799,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,14,0,0,0,1.5575023,0,0,0,1,0,0,0,36
5390,1985,0,0,0,0,0,7,0,0,0,2636,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,14,0,0,0,1.5831343,0,0,0,0,1,0,0,49
5390,1986,0,0,0,0,0,8,0,0,0,2748,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,14,0,1,0,1.5727493,0,0,0,0,0,1,0,64
5390,1987,0,0,0,0,0,9,0,0,0,2808,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,14,0,0,0,1.6074944,0,0,0,0,0,0,1,81
5419,1980,0,0,0,0,0,2,0,0,0,1660,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0.6518986,0,0,0,0,0,0,0,4
5419,1981,0,0,0,0,0,3,0,0,0,1444,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0.9135168,1,0,0,0,0,0,0,9
5419,1982,0,0,0,0,0,4,0,0,0,1760,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0.65358466,0,1,0,0,0,0,0,16
5419,1983,0,0,0,0,0,5,0,0,0,1590,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,11,0,0,0,1.1955363,0,0,1,0,0,0,0,25
5419,1984,0,0,0,0,0,6,0,0,0,2022,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,11,0,0,0,1.6260859,0,0,0,1,0,0,0,36
5419,1985,0,0,0,0,0,7,0,0,0,2300,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,11,0,0,0,1.8195713,0,0,0,0,1,0,0,49
5419,1986,0,0,0,0,0,8,0,0,0,2340,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,11,0,0,1,1.9364126,0,0,0,0,0,1,0,64
5419,1987,0,0,0,0,0,9,0,0,0,2180,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,11,0,0,1,2.008278,0,0,0,0,0,0,1,81
5435,1980,0,0,0,0,0,2,0,0,0,2600,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,11,0,1,0,1.1194955,0,0,0,0,0,0,0,4
5435,1981,0,0,0,0,0,3,0,0,0,2216,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,11,0,0,0,1.2609808,1,0,0,0,0,0,0,9
5435,1982,0,0,0,0,0,4,0,0,0,2280,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,11,0,1,0,1.1932307,0,1,0,0,0,0,0,16
