y,price,contract,local,known,tod,seasonal,experiment,id
0,0,5,0,1,0,1,388,33
0,9,5,0,1,0,0,389,33
0,0,0,0,0,0,1,389,33
0,7,1,0,0,0,0,389,33
1,0,0,1,0,1,0,389,33
1,7,0,0,0,0,0,390,33
0,0,0,0,1,1,0,390,33
0,0,5,0,1,0,1,390,33
0,9,1,0,0,0,0,390,33
1,7,5,1,0,0,0,391,33
0,0,1,0,0,0,1,391,33
0,0,5,0,0,1,0,391,33
0,9,0,0,1,0,0,391,33
0,0,0,0,1,0,1,392,33
0,0,1,0,0,1,0,392,33
1,9,0,0,1,0,0,392,33
0,7,5,1,0,0,0,392,33
0,0,5,0,0,0,1,393,33
0,0,1,0,0,1,0,393,33
0,9,5,1,0,0,0,393,33
1,7,0,0,1,0,0,393,33
0,9,5,0,1,0,0,394,33
1,0,0,0,1,1,0,394,33
0,0,5,1,0,0,1,394,33
0,7,1,0,0,0,0,394,33
0,9,1,0,1,0,0,395,33
1,7,0,1,0,0,0,395,33
0,0,5,0,1,1,0,395,33
0,0,0,0,0,0,1,395,33
0,9,5,0,1,0,0,396,34
1,7,1,0,0,0,0,396,34
0,0,0,0,0,0,1,396,34
0,0,5,0,0,0,1,396,34
1,0,1,0,1,1,0,397,34
0,0,5,1,0,0,1,397,34
0,9,5,1,0,0,0,397,34
0,7,0,0,1,0,0,397,34
0,0,1,0,1,0,1,398,34
0,7,0,0,0,0,0,398,34
0,9,0,0,0,0,0,398,34
1,0,5,0,1,1,0,398,34
0,9,1,1,0,0,0,399,34
1,0,5,0,1,1,0,399,34
0,7,0,0,0,0,0,399,34
0,0,5,0,1,0,1,399,34
0,9,5,0,0,0,0,400,34
0,0,0,0,1,0,1,400,34
1,0,1,1,0,1,0,400,34
0,7,5,0,1,0,0,400,34
0,0,0,0,1,0,1,401,34
0,0,5,0,0,1,0,401,34
0,9,5,0,0,0,0,401,34
1,7,1,0,1,0,0,401,34
0,0,1,0,1,1,0,402,34
1,9,5,1,0,0,0,402,34
0,0,5,0,1,0,1,402,34
0,7,0,0,0,0,0,402,34
0,9,0,0,1,0,0,403,34
0,0,1,0,0,0,1,403,34
0,0,1,0,1,1,0,403,34
1,7,5,0,0,0,0,403,34
0,0,5,0,0,0,1,404,34
0,0,0,0,0,1,0,404,34
0,9,1,0,1,0,0,404,34
1,7,1,0,1,0,0,404,34
0,7,5,0,0,0,0,405,34
1,0,1,0,1,1,0,405,34
0,0,0,0,1,0,1,405,34
0,9,1,0,0,0,0,405,34
0,9,5,0,0,0,0,406,34
0,0,1,0,0,1,0,406,34
0,7,5,0,1,0,0,406,34
1,0,0,1,0,0,1,406,34
0,9,5,0,0,0,0,407,34
0,7,0,0,0,0,0,407,34
0,0,0,0,1,1,0,407,34
1,0,1,0,1,0,1,407,34
1,7,5,1,0,0,0,408,35
0,0,1,0,1,0,1,408,35
0,0,0,0,0,1,0,408,35
0,9,0,0,0,0,0,408,35
0,0,5,0,1,1,0,409,35
0,0,5,0,0,0,1,409,35
0,9,1,1,0,0,0,409,35
1,7,0,0,1,0,0,409,35
0,0,1,0,0,0,1,410,35
1,7,0,0,0,0,0,410,35
0,9,0,1,0,0,0,410,35
0,0,5,0,1,1,0,410,35
0,9,1,1,0,0,0,411,35
1,7,1,0,1,0,0,411,35
0,0,0,0,1,1,0,411,35
0,0,5,0,0,0,1,411,35
0,0,5,0,0,1,0,412,35
1,7,0,1,0,0,0,412,35
0,0,1,0,1,0,1,412,35
0,9,0,0,0,0,0,412,35
0,0,5,1,0,0,1,413,35
1,7,1,0,1,0,0,413,35
0,0,0,0,0,1,0,413,35
0,9,1,0,0,0,0,413,35
1,7,1,0,0,0,0,414,35
0,9,0,0,1,0,0,414,35
0,0,5,0,0,1,0,414,35
0,0,1,1,0,0,1,414,35
0,9,0,0,1,0,0,415,35
1,7,0,0,0,0,0,415,35
0,0,1,0,1,0,1,415,35
0,0,5,1,0,1,0,415,35
1,0,0,1,0,0,1,416,35
0,0,1,0,0,1,0,416,35
0,9,1,0,0,0,0,416,35
0,9,5,0,1,0,0,416,35
1,9,0,0,1,0,0,417,35
0,7,5,0,0,0,0,417,35
0,0,1,1,0,0,1,417,35
0,0,0,0,0,1,0,417,35
0,0,1,0,1,0,1,418,35
1,9,0,0,1,0,0,418,35
0,0,0,0,0,1,0,418,35
0,7,5,1,0,0,0,418,35
0,0,5,0,1,0,1,419,35
0,9,0,0,1,0,0,419,35
1,7,1,0,0,0,0,419,35
0,0,0,0,0,1,0,419,35
1,7,5,0,1,0,0,420,36
0,9,1,1,0,0,0,420,36
0,0,0,0,0,0,1,420,36
0,0,5,0,1,1,0,420,36
0,7,0,0,1,0,0,421,36
1,9,5,0,1,0,0,421,36
0,0,1,1,0,1,0,421,36
0,0,5,0,0,0,1,421,36
0,9,5,0,0,0,0,422,36
1,7,1,0,1,0,0,422,36
0,0,0,0,1,1,0,422,36
0,0,0,1,0,0,1,422,36
0,0,1,0,1,0,1,423,36
0,9,1,0,0,0,0,423,36
1,7,0,1,0,0,0,423,36
0,0,5,0,1,1,0,423,36
0,0,0,1,0,1,0,424,36
1,9,1,0,1,0,0,424,36
0,0,0,0,0,0,1,424,36
0,7,5,0,1,0,0,424,36
0,0,0,0,0,0,1,425,36
0,9,0,0,0,0,0,425,36
0,0,1,1,0,1,0,425,36
1,7,5,0,1,0,0,425,36
0,0,5,0,1,0,1,426,36
0,9,0,0,0,0,0,426,36
0,0,1,0,0,1,0,426,36
1,7,5,1,0,0,0,426,36
0,9,0,0,1,0,0,427,36
0,7,1,0,0,0,0,427,36
0,0,1,1,0,0,1,427,36
1,0,5,0,0,1,0,427,36
1,0,5,0,1,0,1,428,36
0,0,5,0,0,1,0,428,36
0,9,0,0,1,0,0,428,36
0,7,1,0,0,0,0,428,36
0,0,1,0,1,0,1,429,36
1,0,5,1,0,1,0,429,36
0,7,0,0,0,0,0,429,36
0,9,0,0,1,0,0,429,36
1,9,5,0,1,0,0,430,36
0,0,0,0,1,1,0,430,36
0,0,5,1,0,0,1,430,36
0,7,1,0,0,0,0,430,36
0,0,1,0,1,1,0,431,36
0,7,5,0,0,0,0,431,36
1,9,5,1,0,0,0,431,36
0,0,0,0,1,0,1,431,36
0,9,5,0,1,0,0,432,37
0,7,1,0,0,0,0,432,37
1,0,0,0,0,0,1,432,37
0,0,5,0,0,0,1,432,37
0,0,1,0,1,1,0,433,37
0,0,5,1,0,0,1,433,37
0,9,5,1,0,0,0,433,37
1,7,0,0,1,0,0,433,37
0,9,1,1,0,0,0,434,37
0,0,5,0,1,1,0,434,37
0,7,0,0,0,0,0,434,37
1,0,5,0,1,0,1,434,37
0,9,5,0,0,0,0,435,37
1,0,0,0,1,0,1,435,37
0,0,1,1,0,1,0,435,37
0,7,5,0,1,0,0,435,37
0,0,0,0,1,0,1,436,37
0,0,5,0,0,1,0,436,37
0,9,5,0,0,0,0,436,37
1,7,1,0,1,0,0,436,37
0,0,1,0,1,1,0,437,37
0,9,5,1,0,0,0,437,37
0,0,5,0,1,0,1,437,37
1,7,0,0,0,0,0,437,37
0,9,0,0,1,0,0,438,37
0,0,1,0,0,0,1,438,37
1,0,1,0,1,1,0,438,37
0,7,5,0,0,0,0,438,37
0,0,5,0,0,0,1,439,37
1,0,0,0,0,1,0,439,37
0,9,1,0,1,0,0,439,37
0,7,1,0,1,0,0,439,37
0,9,5,0,0,0,0,440,37
0,0,1,0,0,1,0,440,37
1,7,5,0,1,0,0,440,37
0,0,0,1,0,0,1,440,37
0,9,0,0,0,0,0,441,38
0,0,0,0,1,0,1,441,38
1,0,1,1,0,1,0,441,38
0,7,5,0,1,0,0,441,38
1,0,0,0,0,1,0,442,38
0,7,5,0,0,0,0,442,38
0,0,0,1,0,0,1,442,38
0,9,1,0,1,0,0,442,38
1,0,1,0,0,1,0,443,38
0,9,5,0,1,0,0,443,38
0,0,5,0,1,0,1,443,38
0,7,0,0,0,0,0,443,38
0,9,0,1,0,0,0,444,38
0,7,5,0,0,0,0,444,38
0,0,1,0,1,0,1,444,38
1,0,1,0,0,1,0,444,38
1,0,0,1,0,1,0,445,38
0,7,1,0,0,0,0,445,38
0,9,5,0,1,0,0,445,38
0,0,5,0,1,0,1,445,38
0,9,5,0,1,0,0,446,38
0,0,0,0,0,0,1,446,38
0,7,1,0,0,0,0,446,38
1,0,0,1,0,1,0,446,38
1,7,0,0,0,0,0,447,38
0,0,0,0,1,1,0,447,38
0,0,5,0,1,0,1,447,38
0,9,1,0,0,0,0,447,38
0,7,5,1,0,0,0,448,38
1,0,1,0,0,0,1,448,38
0,0,5,0,0,1,0,448,38
0,9,0,0,1,0,0,448,38
0,0,0,0,1,0,1,449,38
1,0,1,0,0,1,0,449,38
0,9,0,0,1,0,0,449,38
0,7,5,1,0,0,0,449,38
0,0,5,0,0,0,1,450,38
0,0,1,0,0,1,0,450,38
0,9,5,1,0,0,0,450,38
1,7,0,0,1,0,0,450,38
0,9,5,0,1,0,0,451,38
1,0,0,0,1,1,0,451,38
0,0,5,1,0,0,1,451,38
0,7,1,0,0,0,0,451,38
0,9,1,0,1,0,0,452,38
1,7,0,1,0,0,0,452,38
0,0,5,0,1,1,0,452,38
0,0,0,0,0,0,1,452,38
1,7,5,1,0,0,0,453,39
0,0,1,0,1,0,1,453,39
0,0,0,0,0,1,0,453,39
0,9,0,0,0,0,0,453,39
0,0,5,0,1,1,0,454,39
0,0,5,0,0,0,1,454,39
0,9,1,1,0,0,0,454,39
1,7,0,0,1,0,0,454,39
0,0,1,0,0,0,1,455,39
0,7,0,0,0,0,0,455,39
1,9,0,1,0,0,0,455,39
0,0,5,0,1,1,0,455,39
0,9,1,1,0,0,0,456,39
1,7,1,0,1,0,0,456,39
0,0,0,0,1,1,0,456,39
0,0,5,0,0,0,1,456,39
0,0,5,0,0,1,0,457,39
1,7,0,1,0,0,0,457,39
0,0,1,0,1,0,1,457,39
0,9,0,0,0,0,0,457,39
1,0,5,1,0,0,1,458,39
0,7,1,0,1,0,0,458,39
0,0,0,0,0,1,0,458,39
0,9,1,0,0,0,0,458,39
1,7,1,0,0,0,0,459,39
0,9,0,0,1,0,0,459,39
0,0,5,0,0,1,0,459,39
0,0,1,1,0,0,1,459,39
1,9,0,0,1,0,0,460,39
0,7,0,0,0,0,0,460,39
0,0,1,0,1,0,1,460,39
0,0,5,1,0,1,0,460,39
0,0,0,1,0,0,1,461,39
0,0,1,0,0,1,0,461,39
0,9,1,0,0,0,0,461,39
1,9,5,0,1,0,0,461,39
0,9,0,0,1,0,0,462,39
1,7,5,0,0,0,0,462,39
0,0,1,1,0,0,1,462,39
0,0,0,0,0,1,0,462,39
0,0,1,0,1,0,1,463,39
0,9,0,0,1,0,0,463,39
0,0,0,0,0,1,0,463,39
1,7,5,1,0,0,0,463,39
0,0,5,0,1,0,1,464,39
1,9,0,0,1,0,0,464,39
0,7,1,0,0,0,0,464,39
0,0,0,0,0,1,0,464,39
1,7,5,1,0,0,0,465,40
0,0,1,0,1,0,1,465,40
0,0,0,0,0,1,0,465,40
0,9,0,0,0,0,0,465,40
0,0,5,0,1,1,0,466,40
0,0,5,0,0,0,1,466,40
1,9,1,1,0,0,0,466,40
0,7,0,0,1,0,0,466,40
0,0,1,0,0,0,1,467,40
0,7,0,0,0,0,0,467,40
1,9,0,1,0,0,0,467,40
0,0,5,0,1,1,0,467,40
0,9,1,1,0,0,0,468,40
1,7,1,0,1,0,0,468,40
0,0,0,0,1,1,0,468,40
0,0,5,0,0,0,1,468,40
0,0,5,0,0,1,0,469,40
1,7,0,1,0,0,0,469,40
0,0,1,0,1,0,1,469,40
0,9,0,0,0,0,0,469,40
1,0,5,1,0,0,1,470,40
0,7,1,0,1,0,0,470,40
0,0,0,0,0,1,0,470,40
0,9,1,0,0,0,0,470,40
0,7,1,0,0,0,0,471,40
1,9,0,0,1,0,0,471,40
0,0,5,0,0,1,0,471,40
0,0,1,1,0,0,1,471,40
1,9,0,0,1,0,0,472,40
0,7,0,0,0,0,0,472,40
0,0,1,0,1,0,1,472,40
0,0,5,1,0,1,0,472,40
1,0,0,1,0,0,1,473,40
0,0,1,0,0,1,0,473,40
0,9,1,0,0,0,0,473,40
0,9,5,0,1,0,0,473,40
1,9,0,0,1,0,0,474,40
0,7,5,0,0,0,0,474,40
0,0,1,1,0,0,1,474,40
0,0,0,0,0,1,0,474,40
0,0,1,0,1,0,1,475,40
0,9,0,0,1,0,0,475,40
0,0,0,0,0,1,0,475,40
1,7,5,1,0,0,0,475,40
1,0,5,0,1,0,1,476,40
0,9,0,0,1,0,0,476,40
0,7,1,0,0,0,0,476,40
0,0,0,0,0,1,0,476,40
0,9,0,0,0,0,0,477,41
1,0,0,0,1,0,1,477,41
0,0,1,1,0,1,0,477,41
0,7,5,0,1,0,0,477,41
0,0,0,0,0,1,0,478,41
0,7,5,0,0,0,0,478,41
1,0,0,1,0,0,1,478,41
0,9,1,0,1,0,0,478,41
0,0,1,0,0,1,0,479,41
1,9,5,0,1,0,0,479,41
0,0,5,0,1,0,1,479,41
0,7,0,0,0,0,0,479,41
1,9,0,1,0,0,0,480,41
0,7,5,0,0,0,0,480,41
0,0,1,0,1,0,1,480,41
0,0,1,0,0,1,0,480,41
1,0,0,1,0,1,0,481,41
0,7,1,0,0,0,0,481,41
0,9,5,0,1,0,0,481,41
0,0,5,0,1,0,1,481,41
0,9,5,0,1,0,0,482,41
0,0,0,0,0,0,1,482,41
0,7,1,0,0,0,0,482,41
1,0,0,1,0,1,0,482,41
0,7,0,0,0,0,0,483,41
0,0,0,0,1,1,0,483,41
1,0,5,0,1,0,1,483,41
0,9,1,0,0,0,0,483,41
0,7,5,1,0,0,0,484,41
0,0,1,0,0,0,1,484,41
0,0,5,0,0,1,0,484,41
1,9,0,0,1,0,0,484,41
0,0,0,0,1,0,1,485,41
0,0,1,0,0,1,0,485,41
1,9,0,0,1,0,0,485,41
0,7,5,1,0,0,0,485,41
0,0,5,0,0,0,1,486,41
0,0,1,0,0,1,0,486,41
0,9,5,1,0,0,0,486,41
1,7,0,0,1,0,0,486,41
0,9,5,0,1,0,0,487,41
1,0,0,0,1,1,0,487,41
0,0,5,1,0,0,1,487,41
0,7,1,0,0,0,0,487,41
0,9,1,0,1,0,0,488,41
1,7,0,1,0,0,0,488,41
0,0,5,0,1,1,0,488,41
0,0,0,0,0,0,1,488,41
0,0,0,1,0,0,1,489,42
1,7,5,0,1,0,0,489,42
0,0,1,0,0,1,0,489,42
0,9,1,0,1,0,0,489,42
0,7,5,0,0,0,0,490,42
0,0,1,0,1,1,0,490,42
0,0,0,0,1,0,1,490,42
1,9,5,1,0,0,0,490,42
0,9,1,0,0,0,0,491,42
0,0,1,0,0,1,0,491,42
1,7,5,0,1,0,0,491,42
0,0,0,1,0,0,1,491,42
0,7,5,0,1,0,0,492,42
0,9,1,0,0,0,0,492,42
0,0,0,0,1,1,0,492,42
1,0,1,1,0,0,1,492,42
1,7,5,0,1,0,0,493,42
0,9,1,1,0,0,0,493,42
0,0,0,0,0,0,1,493,42
0,0,5,0,1,1,0,493,42
0,7,0,0,1,0,0,494,42
1,9,5,0,1,0,0,494,42
0,0,1,1,0,1,0,494,42
0,0,5,0,0,0,1,494,42
0,9,5,0,0,0,0,495,42
1,7,1,0,1,0,0,495,42
0,0,0,0,1,1,0,495,42
0,0,0,1,0,0,1,495,42
0,0,1,0,1,0,1,496,42
0,9,1,0,0,0,0,496,42
1,7,0,1,0,0,0,496,42
0,0,5,0,1,1,0,496,42
0,0,0,1,0,1,0,497,42
1,9,1,0,1,0,0,497,42
0,0,0,0,0,0,1,497,42
0,7,5,0,1,0,0,497,42
0,0,0,0,0,0,1,498,42
0,9,0,0,0,0,0,498,42
1,0,1,1,0,1,0,498,42
0,7,5,0,1,0,0,498,42
0,0,5,0,1,0,1,499,42
0,9,0,0,0,0,0,499,42
0,0,1,0,0,1,0,499,42
1,7,5,1,0,0,0,499,42
0,9,0,0,1,0,0,500,42
1,7,1,0,0,0,0,500,42
0,0,1,1,0,0,1,500,42
0,0,5,0,0,1,0,500,42
1,9,5,0,1,0,0,501,43
0,7,1,0,0,0,0,501,43
0,0,0,0,0,0,1,501,43
0,0,5,0,0,0,1,501,43
1,0,1,0,1,1,0,502,43
0,0,5,1,0,0,1,502,43
0,9,5,1,0,0,0,502,43
0,7,0,0,1,0,0,502,43
0,0,1,0,1,0,1,503,43
0,7,0,0,0,0,0,503,43
0,9,0,0,0,0,0,503,43
1,0,5,0,1,1,0,503,43
0,9,1,1,0,0,0,504,43
1,0,5,0,1,1,0,504,43
0,7,0,0,0,0,0,504,43
0,0,5,0,1,0,1,504,43
0,9,5,0,0,0,0,505,43
0,0,0,0,1,0,1,505,43
0,0,1,1,0,1,0,505,43
1,7,5,0,1,0,0,505,43
0,0,0,0,1,0,1,506,43
0,0,5,0,0,1,0,506,43
0,9,5,0,0,0,0,506,43
1,7,1,0,1,0,0,506,43
1,0,1,0,1,1,0,507,43
0,9,5,1,0,0,0,507,43
0,0,5,0,1,0,1,507,43
0,7,0,0,0,0,0,507,43
0,9,0,0,1,0,0,508,43
0,0,1,0,0,0,1,508,43
1,0,1,0,1,1,0,508,43
0,7,5,0,0,0,0,508,43
0,0,5,0,0,0,1,509,43
0,0,0,0,0,1,0,509,43
0,9,1,0,1,0,0,509,43
1,7,1,0,1,0,0,509,43
0,7,5,0,0,0,0,510,43
1,0,1,0,1,1,0,510,43
0,0,0,0,1,0,1,510,43
0,9,1,0,0,0,0,510,43
0,9,5,0,0,0,0,511,43
0,0,1,0,0,1,0,511,43
1,7,5,0,1,0,0,511,43
0,0,0,1,0,0,1,511,43
0,9,5,0,0,0,0,512,43
0,7,0,0,0,0,0,512,43
0,0,0,0,1,1,0,512,43
1,0,1,0,1,0,1,512,43
0,9,5,0,1,0,0,513,44
1,7,1,0,0,0,0,513,44
0,0,0,0,0,0,1,513,44
0,0,5,0,0,0,1,513,44
0,0,1,0,1,1,0,514,44
0,0,5,1,0,0,1,514,44
0,9,5,1,0,0,0,514,44
1,7,0,0,1,0,0,514,44
0,0,1,0,1,0,1,515,44
1,7,0,0,0,0,0,515,44
0,9,0,0,0,0,0,515,44
0,0,5,0,1,1,0,515,44
0,9,1,1,0,0,0,516,44
0,0,5,0,1,1,0,516,44
1,7,0,0,0,0,0,516,44
0,0,5,0,1,0,1,516,44
0,9,5,0,0,0,0,517,44
0,0,0,0,1,0,1,517,44
0,0,1,1,0,1,0,517,44
1,7,5,0,1,0,0,517,44
0,0,0,0,1,0,1,518,44
0,0,5,0,0,1,0,518,44
0,9,5,0,0,0,0,518,44
1,7,1,0,1,0,0,518,44
0,0,1,0,1,1,0,519,44
0,9,5,1,0,0,0,519,44
0,0,5,0,1,0,1,519,44
1,7,0,0,0,0,0,519,44
1,9,0,0,1,0,0,520,44
0,0,1,0,0,0,1,520,44
0,0,1,0,1,1,0,520,44
0,7,5,0,0,0,0,520,44
0,0,5,0,0,0,1,521,44
0,0,0,0,0,1,0,521,44
0,9,1,0,1,0,0,521,44
1,7,1,0,1,0,0,521,44
0,7,5,0,0,0,0,522,44
0,0,1,0,1,1,0,522,44
0,0,0,0,1,0,1,522,44
1,9,1,0,0,0,0,522,44
0,9,5,0,0,0,0,523,44
0,0,1,0,0,1,0,523,44
1,7,5,0,1,0,0,523,44
0,0,0,1,0,0,1,523,44
1,9,5,0,0,0,0,524,44
0,7,0,0,0,0,0,524,44
0,0,0,0,1,1,0,524,44
0,0,1,0,1,0,1,524,44
0,0,0,1,0,1,0,525,45
1,7,1,0,0,0,0,525,45
0,9,5,0,1,0,0,525,45
0,0,5,0,1,0,1,525,45
0,9,5,0,1,0,0,526,45
0,0,0,0,0,0,1,526,45
1,7,1,0,0,0,0,526,45
0,0,0,1,0,1,0,526,45
1,7,0,0,0,0,0,527,45
0,0,0,0,1,1,0,527,45
0,0,5,0,1,0,1,527,45
0,9,1,0,0,0,0,527,45
1,7,5,1,0,0,0,528,45
0,0,1,0,0,0,1,528,45
0,0,5,0,0,1,0,528,45
0,9,0,0,1,0,0,528,45
0,0,0,0,1,0,1,529,45
0,0,1,0,0,1,0,529,45
0,9,0,0,1,0,0,529,45
1,7,5,1,0,0,0,529,45
0,0,5,0,0,0,1,530,45
0,0,1,0,0,1,0,530,45
0,9,5,1,0,0,0,530,45
1,7,0,0,1,0,0,530,45
0,9,5,0,1,0,0,531,45
0,0,0,0,1,1,0,531,45
0,0,5,1,0,0,1,531,45
1,7,1,0,0,0,0,531,45
0,9,1,0,1,0,0,532,45
1,7,0,1,0,0,0,532,45
0,0,5,0,1,1,0,532,45
0,0,0,0,0,0,1,532,45
0,0,0,0,0,1,0,533,45
1,9,1,0,0,0,0,533,45
0,0,5,0,0,0,1,533,45
0,0,5,0,1,0,1,533,45
0,9,5,0,1,0,0,534,45
0,0,5,0,0,0,1,534,45
1,7,1,0,0,0,0,534,45
0,0,0,0,0,1,0,534,45
1,7,1,0,0,0,0,535,45
0,0,0,0,0,1,0,535,45
0,0,5,1,0,0,1,535,45
0,9,5,0,1,0,0,535,45
0,0,0,0,0,1,0,536,45
0,0,1,0,1,0,1,536,45
1,7,5,0,0,0,0,536,45
0,9,0,0,0,0,0,536,45
0,0,5,0,1,1,0,537,46
0,9,0,1,0,0,0,537,46
1,0,1,0,1,0,1,537,46
0,7,5,0,0,0,0,537,46
0,0,5,1,0,0,1,538,46
1,7,1,0,0,0,0,538,46
0,0,0,0,0,1,0,538,46
0,9,1,0,0,0,0,538,46
0,0,1,0,0,1,0,539,46
1,7,5,0,1,0,0,539,46
0,0,0,0,0,1,0,539,46
0,0,1,0,0,0,1,539,46
0,9,0,0,1,0,0,540,46
0,7,0,0,0,0,0,540,46
1,0,1,0,1,0,1,540,46
0,0,5,1,0,1,0,540,46
1,7,5,1,0,0,0,541,46
0,0,1,0,1,0,1,541,46
0,0,0,0,0,1,0,541,46
0,9,0,0,0,0,0,541,46
0,0,5,0,1,1,0,542,46
0,0,5,0,0,0,1,542,46
0,9,1,1,0,0,0,542,46
1,7,0,0,1,0,0,542,46
0,0,1,0,0,0,1,543,46
1,7,0,0,0,0,0,543,46
0,9,0,1,0,0,0,543,46
0,0,5,0,1,1,0,543,46
0,9,1,1,0,0,0,544,46
1,7,1,0,1,0,0,544,46
0,0,0,0,1,1,0,544,46
0,0,5,0,0,0,1,544,46
0,0,5,0,0,1,0,545,46
1,7,0,1,0,0,0,545,46
0,0,1,0,1,0,1,545,46
0,9,0,0,0,0,0,545,46
0,0,5,1,0,0,1,546,46
1,7,1,0,1,0,0,546,46
0,0,0,0,0,1,0,546,46
0,9,1,0,0,0,0,546,46
1,7,1,0,0,0,0,547,46
0,9,0,0,1,0,0,547,46
0,0,5,0,0,1,0,547,46
0,0,1,1,0,0,1,547,46
0,9,0,0,1,0,0,548,46
1,7,0,0,0,0,0,548,46
0,0,1,0,1,0,1,548,46
0,0,5,1,0,1,0,548,46
0,7,5,1,0,0,0,549,47
1,0,1,0,1,0,1,549,47
0,0,0,0,0,1,0,549,47
0,9,0,0,0,0,0,549,47
0,0,5,0,1,1,0,550,47
0,0,5,0,0,0,1,550,47
0,9,1,1,0,0,0,550,47
1,7,0,0,1,0,0,550,47
0,0,1,0,0,0,1,551,47
0,7,0,0,0,0,0,551,47
1,9,0,1,0,0,0,551,47
0,0,5,0,1,1,0,551,47
1,9,1,1,0,0,0,552,47
0,7,1,0,1,0,0,552,47
0,0,0,0,1,1,0,552,47
0,0,5,0,0,0,1,552,47
0,0,5,0,0,1,0,553,47
1,7,0,1,0,0,0,553,47
0,0,1,0,1,0,1,553,47
0,9,0,0,0,0,0,553,47
0,0,5,1,0,0,1,554,47
1,7,1,0,1,0,0,554,47
0,0,0,0,0,1,0,554,47
0,9,1,0,0,0,0,554,47
0,7,1,0,0,0,0,555,47
0,9,0,0,1,0,0,555,47
0,0,5,0,0,1,0,555,47
1,0,1,1,0,0,1,555,47
0,9,0,0,1,0,0,556,47
0,7,0,0,0,0,0,556,47
0,0,1,0,1,0,1,556,47
1,0,5,1,0,1,0,556,47
1,0,0,1,0,0,1,557,47
0,0,1,0,0,1,0,557,47
0,9,1,0,0,0,0,557,47
0,9,5,0,1,0,0,557,47
0,9,0,0,1,0,0,558,47
0,7,5,0,0,0,0,558,47
1,0,1,1,0,0,1,558,47
0,0,0,0,0,1,0,558,47
0,0,1,0,1,0,1,559,47
0,9,0,0,1,0,0,559,47
0,0,0,0,0,1,0,559,47
1,7,5,1,0,0,0,559,47
1,0,5,0,1,0,1,560,47
0,9,0,0,1,0,0,560,47
0,7,1,0,0,0,0,560,47
0,0,0,0,0,1,0,560,47
0,7,5,1,0,0,0,561,48
0,0,1,0,1,0,1,561,48
1,0,0,0,0,1,0,561,48
0,9,0,0,0,0,0,561,48
0,0,5,0,1,1,0,562,48
0,0,5,0,0,0,1,562,48
0,9,1,1,0,0,0,562,48
1,7,0,0,1,0,0,562,48
0,0,1,0,0,0,1,563,48
1,7,0,0,0,0,0,563,48
0,9,0,1,0,0,0,563,48
0,0,5,0,1,1,0,563,48
0,9,1,1,0,0,0,564,48
0,7,1,0,1,0,0,564,48
1,0,0,0,1,1,0,564,48
0,0,5,0,0,0,1,564,48
0,0,5,0,0,1,0,565,48
1,7,0,1,0,0,0,565,48
0,0,1,0,1,0,1,565,48
0,9,0,0,0,0,0,565,48
0,0,5,1,0,0,1,566,48
0,7,1,0,1,0,0,566,48
1,0,0,0,0,1,0,566,48
0,9,1,0,0,0,0,566,48
1,7,1,0,0,0,0,567,48
0,9,0,0,1,0,0,567,48
0,0,5,0,0,1,0,567,48
0,0,1,1,0,0,1,567,48
0,9,0,0,1,0,0,568,48
1,7,0,0,0,0,0,568,48
0,0,1,0,1,0,1,568,48
0,0,5,1,0,1,0,568,48
0,0,0,1,0,0,1,569,48
1,0,1,0,0,1,0,569,48
0,9,1,0,0,0,0,569,48
0,9,5,0,1,0,0,569,48
0,9,0,0,1,0,0,570,48
0,7,5,0,0,0,0,570,48
0,0,1,1,0,0,1,570,48
1,0,0,0,0,1,0,570,48
0,0,1,0,1,0,1,571,48
0,9,0,0,1,0,0,571,48
1,0,0,0,0,1,0,571,48
0,7,5,1,0,0,0,571,48
0,0,5,0,1,0,1,572,48
0,9,0,0,1,0,0,572,48
0,7,1,0,0,0,0,572,48
1,0,0,0,0,1,0,572,48
1,7,5,0,1,0,0,573,49
0,9,1,1,0,0,0,573,49
0,0,0,0,0,0,1,573,49
0,0,5,0,1,1,0,573,49
1,7,0,0,1,0,0,574,49
0,9,5,0,1,0,0,574,49
0,0,1,1,0,1,0,574,49
0,0,5,0,0,0,1,574,49
0,9,5,0,0,0,0,575,49
0,7,1,0,1,0,0,575,49
0,0,0,0,1,1,0,575,49
1,0,0,1,0,0,1,575,49
0,0,1,0,1,0,1,576,49
0,9,1,0,0,0,0,576,49
1,7,0,1,0,0,0,576,49
0,0,5,0,1,1,0,576,49
0,0,0,1,0,1,0,577,49
0,9,1,0,1,0,0,577,49
0,0,0,0,0,0,1,577,49
1,7,5,0,1,0,0,577,49
0,0,0,0,0,0,1,578,49
0,9,0,0,0,0,0,578,49
0,0,1,1,0,1,0,578,49
1,7,5,0,1,0,0,578,49
0,0,5,0,1,0,1,579,49
0,9,0,0,0,0,0,579,49
0,0,1,0,0,1,0,579,49
1,7,5,1,0,0,0,579,49
0,9,0,0,1,0,0,580,49
1,7,1,0,0,0,0,580,49
0,0,1,1,0,0,1,580,49
0,0,5,0,0,1,0,580,49
0,0,5,0,1,0,1,581,49
0,0,5,0,0,1,0,581,49
0,9,0,0,1,0,0,581,49
1,7,1,0,0,0,0,581,49
0,0,1,0,1,0,1,582,49
0,0,5,1,0,1,0,582,49
1,7,0,0,0,0,0,582,49
