obsno,year,cusip,ardssic,scisect,logk,sumpat,pat,pat1,pat2,pat3,pat4,logr,logr1,logr2,logr3,logr4,logr5
94,1,345370,15,0,8.60912,1267,128,214,205,176,192,6.36611,6.55826,6.6548,6.43149,6.27744,6.20574
94,2,345370,15,0,8.60912,1267,109,128,214,205,176,6.52147,6.36611,6.55826,6.6548,6.43149,6.27744
94,3,345370,15,0,8.60912,1267,112,109,128,214,205,6.68701,6.52147,6.36611,6.55826,6.6548,6.43149
94,4,345370,15,0,8.60912,1267,140,112,109,128,214,6.83567,6.68701,6.52147,6.36611,6.55826,6.6548
94,5,345370,15,0,8.60912,1267,183,140,112,109,128,6.90874,6.83567,6.68701,6.52147,6.36611,6.55826
95,1,350244,12,0,3.84223,191,23,35,16,19,21,1.38259,1.06264,1.31899,1.25276,1.29776,1.26187
95,2,350244,12,0,3.84223,191,19,23,35,16,19,1.45651,1.38259,1.06264,1.31899,1.25276,1.29776
95,3,350244,12,0,3.84223,191,26,19,23,35,16,1.63715,1.45651,1.38259,1.06264,1.31899,1.25276
95,4,350244,12,0,3.84223,191,33,26,19,23,35,1.87916,1.63715,1.45651,1.38259,1.06264,1.31899
95,5,350244,12,0,3.84223,191,20,33,26,19,23,1.75137,1.87916,1.63715,1.45651,1.38259,1.06264
96,1,351604,17,1,3.75789,75,10,9,7,12,8,2.51732,2.37112,2.36551,2.5604,2.6054,2.63724
96,2,351604,17,1,3.75789,75,6,10,9,7,12,2.50659,2.51732,2.37112,2.36551,2.5604,2.6054
96,3,351604,17,1,3.75789,75,11,6,10,9,7,2.68667,2.50659,2.51732,2.37112,2.36551,2.5604
96,4,351604,17,1,3.75789,75,13,11,6,10,9,2.76581,2.68667,2.50659,2.51732,2.37112,2.36551
96,5,351604,17,1,3.75789,75,7,13,11,6,10,2.77796,2.76581,2.68667,2.50659,2.51732,2.37112
97,1,353514,13,0,2.46352,32,2,1,7,12,12,0.69587,0.5623,0.8126,0.45108,0.08614,0.07749
97,2,353514,13,0,2.46352,32,1,2,1,7,12,0.67909,0.69587,0.5623,0.8126,0.45108,0.08614
97,3,353514,13,0,2.46352,32,1,1,2,1,7,0.67062,0.67909,0.69587,0.5623,0.8126,0.45108
97,4,353514,13,0,2.46352,32,2,1,1,2,1,0.36017,0.67062,0.67909,0.69587,0.5623,0.8126
97,5,353514,13,0,2.46352,32,6,2,1,1,2,0.2176,0.36017,0.67062,0.67909,0.69587,0.5623
98,1,361428,5,0,5.69324,392,30,47,40,84,71,2.06504,2.17863,2.19636,2.23687,2.17226,2.22828
98,2,361428,5,0,5.69324,392,30,30,47,40,84,2.16931,2.06504,2.17863,2.19636,2.23687,2.17226
98,3,361428,5,0,5.69324,392,65,30,30,47,40,2.11032,2.16931,2.06504,2.17863,2.19636,2.23687
98,4,361428,5,0,5.69324,392,47,65,30,30,47,2.23023,2.11032,2.16931,2.06504,2.17863,2.19636
98,5,361428,5,0,5.69324,392,49,47,65,30,30,2.29211,2.23023,2.11032,2.16931,2.06504,2.17863
99,1,361765,8,0,5.31483,231,24,26,33,28,42,2.01868,2.18547,2.17761,2.09998,2.34337,2.48288
99,2,361765,8,0,5.31483,231,26,24,26,33,28,0.82318,2.01868,2.18547,2.17761,2.09998,2.34337
99,3,361765,8,0,5.31483,231,38,26,24,26,33,1.6504,0.82318,2.01868,2.18547,2.17761,2.09998
99,4,361765,8,0,5.31483,231,26,38,26,24,26,1.88882,1.6504,0.82318,2.01868,2.18547,2.17761
99,5,361765,8,0,5.31483,231,30,26,38,26,24,1.96844,1.88882,1.6504,0.82318,2.01868,2.18547
100,1,367410,16,0,1.44172,0,0,0,0,0,2,1.1275,1.08657,0.67847,0.83291,0.45046,1.01501
100,2,367410,16,0,1.44172,0,0,0,0,0,0,1.26372,1.1275,1.08657,0.67847,0.83291,0.45046
100,3,367410,16,0,1.44172,0,0,0,0,0,0,2.03754,1.26372,1.1275,1.08657,0.67847,0.83291
100,4,367410,16,0,1.44172,0,0,0,0,0,0,2.14599,2.03754,1.26372,1.1275,1.08657,0.67847
100,5,367410,16,0,1.44172,0,0,0,0,0,0,1.74163,2.14599,2.03754,1.26372,1.1275,1.08657
101,1,368514,17,1,0.86253,10,2,0,0,3,0,-1.08087,-1.07329,-1.27606,-1.76609,-2.25759,-2.20387
101,2,368514,17,1,0.86253,10,0,2,0,0,3,-0.6493,-1.08087,-1.07329,-1.27606,-1.76609,-2.25759
101,3,368514,17,1,0.86253,10,2,0,2,0,0,-0.54381,-0.6493,-1.08087,-1.07329,-1.27606,-1.76609
101,4,368514,17,1,0.86253,10,3,2,0,2,0,-0.29941,-0.54381,-0.6493,-1.08087,-1.07329,-1.27606
101,5,368514,17,1,0.86253,10,0,3,2,0,2,-0.34642,-0.29941,-0.54381,-0.6493,-1.08087,-1.07329
102,1,369856,1,0,6.71253,340,46,58,61,60,47,3.38263,3.28588,3.26095,3.32038,3.26747,3.25742
102,2,369856,1,0,6.71253,340,29,46,58,61,60,3.6008,3.38263,3.28588,3.26095,3.32038,3.26747
102,3,369856,1,0,6.71253,340,34,29,46,58,61,3.69168,3.6008,3.38263,3.28588,3.26095,3.32038
102,4,369856,1,0,6.71253,340,21,34,29,46,58,3.80041,3.69168,3.6008,3.38263,3.28588,3.26095
102,5,369856,1,0,6.71253,340,31,21,34,29,46,3.82988,3.80041,3.69168,3.6008,3.38263,3.28588
103,1,370334,1,0,6.04032,156,16,20,28,25,21,2.99573,2.97431,3.01274,2.94375,2.90147,2.77974
103,2,370334,1,0,6.04032,156,20,16,20,28,25,3.08964,2.99573,2.97431,3.01274,2.94375,2.90147
103,3,370334,1,0,6.04032,156,28,20,16,20,28,3.03998,3.08964,2.99573,2.97431,3.01274,2.94375
103,4,370334,1,0,6.04032,156,7,28,20,16,20,3.16601,3.03998,3.08964,2.99573,2.97431,3.01274
103,5,370334,1,0,6.04032,156,12,7,28,20,16,3.25208,3.16601,3.03998,3.08964,2.99573,2.97431
104,1,370442,15,0,8.96021,3082,318,443,507,557,553,6.76486,7.06524,7.06211,6.97009,6.95687,6.56641
104,2,370442,15,0,8.96021,3082,300,318,443,507,557,6.8285,6.76486,7.06524,7.06211,6.97009,6.95687
104,3,370442,15,0,8.96021,3082,306,300,318,443,507,6.90253,6.8285,6.76486,7.06524,7.06211,6.97009
104,4,370442,15,0,8.96021,3082,332,306,300,318,443,6.96345,6.90253,6.8285,6.76486,7.06524,7.06211
104,5,370442,15,0,8.96021,3082,319,332,306,300,318,7.03432,6.96345,6.90253,6.8285,6.76486,7.06524
105,1,370622,7,0,4.53263,49,10,6,5,6,6,1.13378,1.09031,1.05703,0.87171,0.75057,0.65833
105,2,370622,7,0,4.53263,49,6,10,6,5,6,1.24317,1.13378,1.09031,1.05703,0.87171,0.75057
105,3,370622,7,0,4.53263,49,6,6,10,6,5,1.0797,1.24317,1.13378,1.09031,1.05703,0.87171
105,4,370622,7,0,4.53263,49,8,6,6,10,6,1.14032,1.0797,1.24317,1.13378,1.09031,1.05703
105,5,370622,7,0,4.53263,49,2,8,6,6,10,1.29923,1.14032,1.0797,1.24317,1.13378,1.09031
106,1,373730,17,1,1.268,77,3,9,18,16,14,0.11388,0.06933,0.26077,0.24373,-0.06147,0.32106
106,2,373730,17,1,1.268,77,6,3,9,18,16,0.18097,0.11388,0.06933,0.26077,0.24373,-0.06147
106,3,373730,17,1,1.268,77,13,6,3,9,18,0.31038,0.18097,0.11388,0.06933,0.26077,0.24373
106,4,373730,17,1,1.268,77,5,13,6,3,9,0.73181,0.31038,0.18097,0.11388,0.06933,0.26077
106,5,373730,17,1,1.268,77,7,5,13,6,3,1.12994,0.73181,0.31038,0.18097,0.11388,0.06933
107,1,375046,12,0,3.19719,24,4,1,1,1,0,0.55348,1.08715,1.08537,0.84027,1.38,1.83918
107,2,375046,12,0,3.19719,24,5,4,1,1,1,0.1281,0.55348,1.08715,1.08537,0.84027,1.38
107,3,375046,12,0,3.19719,24,6,5,4,1,1,0.17383,0.1281,0.55348,1.08715,1.08537,0.84027
107,4,375046,12,0,3.19719,24,2,6,5,4,1,0.10434,0.17383,0.1281,0.55348,1.08715,1.08537
107,5,375046,12,0,3.19719,24,4,2,6,5,4,0.00985,0.10434,0.17383,0.1281,0.55348,1.08715
108,1,375766,4,1,5.3356,201,16,23,24,33,36,3.20328,3.22075,3.17872,2.85647,2.91289,2.94362
108,2,375766,4,1,5.3356,201,25,16,23,24,33,3.24432,3.20328,3.22075,3.17872,2.85647,2.91289
108,3,375766,4,1,5.3356,201,35,25,16,23,24,3.26461,3.24432,3.20328,3.22075,3.17872,2.85647
108,4,375766,4,1,5.3356,201,18,35,25,16,23,3.28611,3.26461,3.24432,3.20328,3.22075,3.17872
108,5,375766,4,1,5.3356,201,27,18,35,25,16,3.29201,3.28611,3.26461,3.24432,3.20328,3.22075
109,1,377118,6,0,1.81564,23,6,2,5,0,2,-1.57878,-0.76765,-1.64678,-1.36649,-1.3453,-1.82543
109,2,377118,6,0,1.81564,23,7,6,2,5,0,-0.87915,-1.57878,-0.76765,-1.64678,-1.36649,-1.3453
109,3,377118,6,0,1.81564,23,1,7,6,2,5,-2.36553,-0.87915,-1.57878,-0.76765,-1.64678,-1.36649
109,4,377118,6,0,1.81564,23,1,1,7,6,2,-2.44076,-2.36553,-0.87915,-1.57878,-0.76765,-1.64678
109,5,377118,6,0,1.81564,23,1,1,1,7,6,-2.01957,-2.44076,-2.36553,-0.87915,-1.57878,-0.76765
110,1,377316,18,0,4.46854,0,0,0,0,0,0,-0.42511,-0.36526,-0.39471,-0.41552,-0.40129,-0.47754
110,2,377316,18,0,4.46854,0,0,0,0,0,0,-0.37757,-0.42511,-0.36526,-0.39471,-0.41552,-0.40129
110,3,377316,18,0,4.46854,0,0,0,0,0,0,-0.31384,-0.37757,-0.42511,-0.36526,-0.39471,-0.41552
110,4,377316,18,0,4.46854,0,0,0,0,0,0,-0.31235,-0.31384,-0.37757,-0.42511,-0.36526,-0.39471
110,5,377316,18,0,4.46854,0,0,0,0,0,0,-0.37057,-0.31235,-0.31384,-0.37757,-0.42511,-0.36526
111,1,383883,3,1,6.66306,696,85,96,107,82,126,3.07729,3.29003,3.27209,3.07079,3.06625,3.13232
111,2,383883,3,1,6.66306,696,87,85,96,107,82,3.03393,3.07729,3.29003,3.27209,3.07079,3.06625
111,3,383883,3,1,6.66306,696,89,87,85,96,107,3.0882,3.03393,3.07729,3.29003,3.27209,3.07079
111,4,383883,3,1,6.66306,696,84,89,87,85,96,3.24948,3.0882,3.03393,3.07729,3.29003,3.27209
111,5,383883,3,1,6.66306,696,66,84,89,87,85,3.28032,3.24948,3.0882,3.03393,3.07729,3.29003
112,1,384109,12,0,2.2786,41,13,9,5,5,6,0.49165,0.61449,0.68038,0.45171,0.40964,0.17475
112,2,384109,12,0,2.2786,41,4,13,9,5,5,0.74365,0.49165,0.61449,0.68038,0.45171,0.40964
112,3,384109,12,0,2.2786,41,2,4,13,9,5,0.66887,0.74365,0.49165,0.61449,0.68038,0.45171
112,4,384109,12,0,2.2786,41,2,2,4,13,9,0.63254,0.66887,0.74365,0.49165,0.61449,0.68038
112,5,384109,12,0,2.2786,41,1,2,2,4,13,0.73812,0.63254,0.66887,0.74365,0.49165,0.61449
113,1,400181,16,0,5.06177,124,22,16,5,8,2,2.2298,2.38349,1.87108,1.49515,1.58057,1.86225
113,2,400181,16,0,5.06177,124,18,22,16,5,8,2.66736,2.2298,2.38349,1.87108,1.49515,1.58057
113,3,400181,16,0,5.06177,124,22,18,22,16,5,2.4957,2.66736,2.2298,2.38349,1.87108,1.49515
113,4,400181,16,0,5.06177,124,17,22,18,22,16,2.0916,2.4957,2.66736,2.2298,2.38349,1.87108
113,5,400181,16,0,5.06177,124,16,17,22,18,22,2.36983,2.0916,2.4957,2.66736,2.2298,2.38349
114,1,401352,4,1,-1.63277,3,0,1,0,0,0,-2.56339,-2.36428,-2.45893,-2.97593,-3.53055,-3.09547
114,2,401352,4,1,-1.63277,3,2,0,1,0,0,-2.87217,-2.56339,-2.36428,-2.45893,-2.97593,-3.53055
114,3,401352,4,1,-1.63277,3,0,2,0,1,0,-2.9417,-2.87217,-2.56339,-2.36428,-2.45893,-2.97593
114,4,401352,4,1,-1.63277,3,0,0,2,0,1,-2.91809,-2.9417,-2.87217,-2.56339,-2.36428,-2.45893
114,5,401352,4,1,-1.63277,3,0,0,0,2,0,-3.00597,-2.91809,-2.9417,-2.87217,-2.56339,-2.36428
115,1,401460,3,1,1.92752,0,0,0,0,0,0,0.08285,-0.07083,0.06987,0.02762,-0.0084,-0.05211
115,2,401460,3,1,1.92752,0,0,0,0,0,0,0.12939,0.08285,-0.07083,0.06987,0.02762,-0.0084
115,3,401460,3,1,1.92752,0,0,0,0,0,0,0.23689,0.12939,0.08285,-0.07083,0.06987,0.02762
115,4,401460,3,1,1.92752,0,0,0,0,0,0,0.20764,0.23689,0.12939,0.08285,-0.07083,0.06987
115,5,401460,3,1,1.92752,0,0,0,0,0,0,0.24593,0.20764,0.23689,0.12939,0.08285,-0.07083
116,1,402784,14,1,2.82814,23,4,3,3,4,9,-0.58623,0.00851,0.43753,0.31335,0.45046,0.50418
116,2,402784,14,1,2.82814,23,2,4,3,3,4,-0.38079,-0.58623,0.00851,0.43753,0.31335,0.45046
116,3,402784,14,1,2.82814,23,2,2,4,3,3,-0.31009,-0.38079,-0.58623,0.00851,0.43753,0.31335
116,4,402784,14,1,2.82814,23,4,2,2,4,3,-0.27903,-0.31009,-0.38079,-0.58623,0.00851,0.43753
116,5,402784,14,1,2.82814,23,1,4,2,2,4,0.39493,-0.27903,-0.31009,-0.38079,-0.58623,0.00851
117,1,404245,19,0,2.31538,33,2,8,9,6,12,-0.49283,-0.41577,-1.04286,-0.94161,-0.31168,-0.03253
117,2,404245,19,0,2.31538,33,4,2,8,9,6,-0.51524,-0.49283,-0.41577,-1.04286,-0.94161,-0.31168
117,3,404245,19,0,2.31538,33,3,4,2,8,9,-1.73255,-0.51524,-0.49283,-0.41577,-1.04286,-0.94161
117,4,404245,19,0,2.31538,33,0,3,4,2,8,-1.38693,-1.73255,-0.51524,-0.49283,-0.41577,-1.04286
117,5,404245,19,0,2.31538,33,1,0,3,4,2,-1.6468,-1.38693,-1.73255,-0.51524,-0.49283,-0.41577
118,1,404504,17,1,1.05344,15,0,1,2,3,1,-0.79376,-0.88061,-0.82132,-0.87467,-0.89661,-0.03253
118,2,404504,17,1,1.05344,15,2,0,1,2,3,-0.69095,-0.79376,-0.88061,-0.82132,-0.87467,-0.89661
118,3,404504,17,1,1.05344,15,1,2,0,1,2,-0.14268,-0.69095,-0.79376,-0.88061,-0.82132,-0.87467
118,4,404504,17,1,1.05344,15,5,1,2,0,1,-0.17082,-0.14268,-0.69095,-0.79376,-0.88061,-0.82132
118,5,404504,17,1,1.05344,15,1,5,1,2,0,-0.25194,-0.17082,-0.14268,-0.69095,-0.79376,-0.88061
119,1,408306,18,0,5.71967,9,0,3,2,2,0,0.0116,0.10536,0.27444,0.26236,0.45046,0.43519
119,2,408306,18,0,5.71967,9,0,0,3,2,2,0.09724,0.0116,0.10536,0.27444,0.26236,0.45046
119,3,408306,18,0,5.71967,9,1,0,0,3,2,0.09225,0.09724,0.0116,0.10536,0.27444,0.26236
119,4,408306,18,0,5.71967,9,0,1,0,0,3,0.18887,0.09225,0.09724,0.0116,0.10536,0.27444
119,5,408306,18,0,5.71967,9,1,0,1,0,0,0.2473,0.18887,0.09225,0.09724,0.0116,0.10536
120,1,415864,8,0,4.79465,45,8,9,6,10,12,-1.20268,0.1379,-0.05209,0.0344,0.11918,0.3487
120,2,415864,8,0,4.79465,45,1,8,9,6,10,-0.58003,-1.20268,0.1379,-0.05209,0.0344,0.11918
120,3,415864,8,0,4.79465,45,4,1,8,9,6,-0.2476,-0.58003,-1.20268,0.1379,-0.05209,0.0344
120,4,415864,8,0,4.79465,45,5,4,1,8,9,-0.10586,-0.2476,-0.58003,-1.20268,0.1379,-0.05209
120,5,415864,8,0,4.79465,45,2,5,4,1,8,0.52527,-0.10586,-0.2476,-0.58003,-1.20268,0.1379
121,1,418056,19,0,2.09708,16,0,3,2,3,2,0.20032,0.3285,0.28651,0.33146,0.22732,-0.00664
121,2,418056,19,0,2.09708,16,2,0,3,2,3,0.29773,0.20032,0.3285,0.28651,0.33146,0.22732
121,3,418056,19,0,2.09708,16,0,2,0,3,2,0.45298,0.29773,0.20032,0.3285,0.28651,0.33146
121,4,418056,19,0,2.09708,16,2,0,2,0,3,0.50445,0.45298,0.29773,0.20032,0.3285,0.28651
121,5,418056,19,0,2.09708,16,4,2,0,2,0,0.4668,0.50445,0.45298,0.29773,0.20032,0.3285
122,1,421596,11,1,2.8021,37,1,10,8,4,4,0.20667,0.87867,0.34009,0.53063,0.73814,1.19733
122,2,421596,11,1,2.8021,37,3,1,10,8,4,0.45071,0.20667,0.87867,0.34009,0.53063,0.73814
122,3,421596,11,1,2.8021,37,3,3,1,10,8,0.54412,0.45071,0.20667,0.87867,0.34009,0.53063
122,4,421596,11,1,2.8021,37,5,3,3,1,10,0.60202,0.54412,0.45071,0.20667,0.87867,0.34009
122,5,421596,11,1,2.8021,37,3,5,3,3,1,0.96735,0.60202,0.54412,0.45071,0.20667,0.87867
123,1,423002,12,0,0.80641,4,1,1,0,1,0,-2.48569,-1.8444,-1.84583,-1.88387,-2.06697,-2.07284
123,2,423002,12,0,0.80641,4,1,1,1,0,1,-3.30395,-2.48569,-1.8444,-1.84583,-1.88387,-2.06697
123,3,423002,12,0,0.80641,4,0,1,1,1,0,-2.68034,-3.30395,-2.48569,-1.8444,-1.84583,-1.88387
123,4,423002,12,0,0.80641,4,0,0,1,1,1,-2.16778,-2.68034,-3.30395,-2.48569,-1.8444,-1.84583
123,5,423002,12,0,0.80641,4,0,0,0,1,1,-1.33967,-2.16778,-2.68034,-3.30395,-2.48569,-1.8444
124,1,423074,-999,0,5.80365,28,4,2,9,5,7,2.00725,1.94871,1.94806,1.78002,1.63423,1.5961
124,2,423074,-999,0,5.80365,28,3,4,2,9,5,1.93196,2.00725,1.94871,1.94806,1.78002,1.63423
124,3,423074,-999,0,5.80365,28,2,3,4,2,9,1.98893,1.93196,2.00725,1.94871,1.94806,1.78002
124,4,423074,-999,0,5.80365,28,2,2,3,4,2,2.03334,1.98893,1.93196,2.00725,1.94871,1.94806
124,5,423074,-999,0,5.80365,28,1,2,2,3,4,2.08053,2.03334,1.98893,1.93196,2.00725,1.94871
125,1,427056,3,1,6.29914,413,70,47,70,77,70,3.15127,3.24489,3.13835,3.12562,3.10839,3.17081
125,2,427056,3,1,6.29914,413,43,70,47,70,77,3.25818,3.15127,3.24489,3.13835,3.12562,3.10839
125,3,427056,3,1,6.29914,413,46,43,70,47,70,3.24288,3.25818,3.15127,3.24489,3.13835,3.12562
125,4,427056,3,1,6.29914,413,30,46,43,70,47,3.23792,3.24288,3.25818,3.15127,3.24489,3.13835
125,5,427056,3,1,6.29914,413,30,30,46,43,70,3.3026,3.23792,3.24288,3.25818,3.15127,3.24489
126,1,427866,1,0,4.92956,21,3,2,3,1,5,0.44638,0.30421,0.55908,0.35206,0.19428,0.09872
126,2,427866,1,0,4.92956,21,5,3,2,3,1,0.44461,0.44638,0.30421,0.55908,0.35206,0.19428
126,3,427866,1,0,4.92956,21,2,5,3,2,3,0.6103,0.44461,0.44638,0.30421,0.55908,0.35206
126,4,427866,1,0,4.92956,21,3,2,5,3,2,0.57162,0.6103,0.44461,0.44638,0.30421,0.55908
126,5,427866,1,0,4.92956,21,2,3,2,5,3,0.73112,0.57162,0.6103,0.44461,0.44638,0.30421
127,1,428146,10,0,2.11588,128,16,13,19,12,17,1.06189,1.15564,0.83528,0.54754,0.30967,0.34401
127,2,428146,10,0,2.11588,128,21,16,13,19,12,1.07557,1.06189,1.15564,0.83528,0.54754,0.30967
127,3,428146,10,0,2.11588,128,21,21,16,13,19,1.01552,1.07557,1.06189,1.15564,0.83528,0.54754
127,4,428146,10,0,2.11588,128,14,21,21,16,13,0.88386,1.01552,1.07557,1.06189,1.15564,0.83528
127,5,428146,10,0,2.11588,128,12,14,21,21,16,0.51559,0.88386,1.01552,1.07557,1.06189,1.15564
128,1,428236,11,1,4.74547,455,73,56,45,57,47,4.24474,4.10123,3.99492,3.78789,3.71942,3.71535
128,2,428236,11,1,4.74547,455,56,73,56,45,57,4.36995,4.24474,4.10123,3.99492,3.78789,3.71942
128,3,428236,11,1,4.74547,455,71,56,73,56,45,4.45376,4.36995,4.24474,4.10123,3.99492,3.78789
128,4,428236,11,1,4.74547,455,53,71,56,73,56,4.58397,4.45376,4.36995,4.24474,4.10123,3.99492
128,5,428236,11,1,4.74547,455,44,53,71,56,73,4.77696,4.58397,4.45376,4.36995,4.24474,4.10123
129,1,429812,14,1,2.68954,28,0,2,7,7,1,0.02839,-0.03037,-0.19214,-0.04604,-0.43304,0.08765
129,2,429812,14,1,2.68954,28,4,0,2,7,7,-0.05203,0.02839,-0.03037,-0.19214,-0.04604,-0.43304
129,3,429812,14,1,2.68954,28,3,4,0,2,7,-0.01868,-0.05203,0.02839,-0.03037,-0.19214,-0.04604
129,4,429812,14,1,2.68954,28,3,3,4,0,2,0.12363,-0.01868,-0.05203,0.02839,-0.03037,-0.19214
129,5,429812,14,1,2.68954,28,2,3,3,4,0,0.05492,0.12363,-0.01868,-0.05203,0.02839,-0.03037
130,1,431573,21,0,3.12316,18,2,7,1,4,2,-0.1473,-0.03479,-0.1039,-0.28104,-0.0783,0.08765
130,2,431573,21,0,3.12316,18,3,2,7,1,4,-0.02605,-0.1473,-0.03479,-0.1039,-0.28104,-0.0783
130,3,431573,21,0,3.12316,18,0,3,2,7,1,-0.0666,-0.02605,-0.1473,-0.03479,-0.1039,-0.28104
130,4,431573,21,0,3.12316,18,1,0,3,2,7,-0.12945,-0.0666,-0.02605,-0.1473,-0.03479,-0.1039
130,5,431573,21,0,3.12316,18,0,1,0,3,2,-0.11851,-0.12945,-0.0666,-0.02605,-0.1473,-0.03479
131,1,438506,11,1,7.14108,1517,200,183,220,206,228,4.85019,4.97972,5.01213,4.99721,4.96498,5.03319
131,2,438506,11,1,7.14108,1517,188,200,183,220,206,4.5245,4.85019,4.97972,5.01213,4.99721,4.96498
131,3,438506,11,1,7.14108,1517,191,188,200,183,220,4.6483,4.5245,4.85019,4.97972,5.01213,4.99721
131,4,438506,11,1,7.14108,1517,149,191,188,200,183,4.77919,4.6483,4.5245,4.85019,4.97972,5.01213
131,5,438506,11,1,7.14108,1517,180,149,191,188,200,4.91672,4.77919,4.6483,4.5245,4.85019,4.97972
132,1,445582,17,1,2.42665,15,1,3,4,0,2,0.78207,0.91252,0.76258,0.63393,0.51812,0.49548
132,2,445582,17,1,2.42665,15,2,1,3,4,0,0.82092,0.78207,0.91252,0.76258,0.63393,0.51812
132,3,445582,17,1,2.42665,15,2,2,1,3,4,0.95988,0.82092,0.78207,0.91252,0.76258,0.63393
132,4,445582,17,1,2.42665,15,2,2,2,1,3,1.07589,0.95988,0.82092,0.78207,0.91252,0.76258
132,5,445582,17,1,2.42665,15,1,2,2,2,1,1.1365,1.07589,0.95988,0.82092,0.78207,0.91252
133,1,448510,2,0,3.35863,19,2,1,3,0,4,0.95101,0.96206,0.98071,0.74479,1.10209,1.12512
133,2,448510,2,0,3.35863,19,3,2,1,3,0,1.02757,0.95101,0.96206,0.98071,0.74479,1.10209
133,3,448510,2,0,3.35863,19,3,3,2,1,3,1.05567,1.02757,0.95101,0.96206,0.98071,0.74479
133,4,448510,2,0,3.35863,19,4,3,3,2,1,1.01535,1.05567,1.02757,0.95101,0.96206,0.98071
133,5,448510,2,0,3.35863,19,3,4,3,3,2,0.90552,1.01535,1.05567,1.02757,0.95101,0.96206
134,1,449680,-999,0,0.40712,12,1,1,0,0,0,-1.44478,-1.41578,-1.42071,-1.52326,-1.15898,-1.28758
134,2,449680,-999,0,0.40712,12,4,1,1,0,0,-0.82573,-1.44478,-1.41578,-1.42071,-1.52326,-1.15898
134,3,449680,-999,0,0.40712,12,5,4,1,1,0,-0.52509,-0.82573,-1.44478,-1.41578,-1.42071,-1.52326
134,4,449680,-999,0,0.40712,12,0,5,4,1,1,-0.4943,-0.52509,-0.82573,-1.44478,-1.41578,-1.42071
134,5,449680,-999,0,0.40712,12,1,0,5,4,1,-0.44676,-0.4943,-0.52509,-0.82573,-1.44478,-1.41578
135,1,451542,7,0,5.62261,0,0,0,0,0,0,-0.11973,0.00426,0.03327,0.09531,0.19428,0.49749
135,2,451542,7,0,5.62261,0,0,0,0,0,0,-0.25848,-0.11973,0.00426,0.03327,0.09531,0.19428
135,3,451542,7,0,5.62261,0,0,0,0,0,0,0.12242,-0.25848,-0.11973,0.00426,0.03327,0.09531
135,4,451542,7,0,5.62261,0,0,0,0,0,0,0.25751,0.12242,-0.25848,-0.11973,0.00426,0.03327
135,5,451542,7,0,5.62261,0,0,0,0,0,0,0.00058,0.25751,0.12242,-0.25848,-0.11973,0.00426
136,1,452308,9,0,3.77767,502,69,101,69,48,43,1.31765,1.50294,1.68542,1.38329,1.03825,1.19733
136,2,452308,9,0,3.77767,502,56,69,101,69,48,1.0525,1.31765,1.50294,1.68542,1.38329,1.03825
136,3,452308,9,0,3.77767,502,53,56,69,101,69,1.14591,1.0525,1.31765,1.50294,1.68542,1.38329
136,4,452308,9,0,3.77767,502,47,53,56,69,101,1.11979,1.14591,1.0525,1.31765,1.50294,1.68542
136,5,452308,9,0,3.77767,502,59,47,53,56,69,1.15555,1.11979,1.14591,1.0525,1.31765,1.50294
137,1,456740,11,1,1.458,4,1,1,1,1,1,0.05599,-0.17619,-0.02089,-0.18272,-0.12817,0.03897
137,2,456740,11,1,1.458,4,0,1,1,1,1,0.28731,0.05599,-0.17619,-0.02089,-0.18272,-0.12817
137,3,456740,11,1,1.458,4,0,0,1,1,1,0.38865,0.28731,0.05599,-0.17619,-0.02089,-0.18272
137,4,456740,11,1,1.458,4,0,0,0,1,1,0.3222,0.38865,0.28731,0.05599,-0.17619,-0.02089
137,5,456740,11,1,1.458,4,0,0,0,0,1,0.32539,0.3222,0.38865,0.28731,0.05599,-0.17619
138,1,456866,12,0,5.56261,323,40,44,51,56,41,3.65121,3.65855,3.61317,3.4746,3.44619,3.35681
138,2,456866,12,0,5.56261,323,45,40,44,51,56,3.71891,3.65121,3.65855,3.61317,3.4746,3.44619
138,3,456866,12,0,5.56261,323,39,45,40,44,51,3.69298,3.71891,3.65121,3.65855,3.61317,3.4746
138,4,456866,12,0,5.56261,323,19,39,45,40,44,3.75914,3.69298,3.71891,3.65121,3.65855,3.61317
138,5,456866,12,0,5.56261,323,29,19,39,45,40,3.84336,3.75914,3.69298,3.71891,3.65121,3.65855
139,1,457776,17,1,1.71772,3,0,1,0,0,0,-0.03888,0.06614,-0.04715,-0.03459,-0.13533,-0.04978
139,2,457776,17,1,1.71772,3,0,0,1,0,0,0.01603,-0.03888,0.06614,-0.04715,-0.03459,-0.13533
139,3,457776,17,1,1.71772,3,1,0,0,1,0,0.45429,0.01603,-0.03888,0.06614,-0.04715,-0.03459
139,4,457776,17,1,1.71772,3,1,1,0,0,1,0.56586,0.45429,0.01603,-0.03888,0.06614,-0.04715
139,5,457776,17,1,1.71772,3,0,1,1,0,0,0.63349,0.56586,0.45429,0.01603,-0.03888,0.06614
140,1,459101,18,0,3.16938,17,1,2,7,4,5,-0.46148,-0.03567,-1.29304,-0.40947,-0.5277,-0.57659
140,2,459101,18,0,3.16938,17,2,1,2,7,4,0.01241,-0.46148,-0.03567,-1.29304,-0.40947,-0.5277
140,3,459101,18,0,3.16938,17,0,2,1,2,7,0.26199,0.01241,-0.46148,-0.03567,-1.29304,-0.40947
