school,student,gcse,lrt,girl,schgend,avslrt,schav,vrband
14,168,11.094,14.456,0,1,3.2644,3,1
14,169,-12.195,2.8845,0,1,3.2644,3,1
14,170,4.7819,2.8845,1,1,3.2644,3,2
14,171,-6.9951,-7.0336003,0,1,3.2644,3,2
14,172,-6.9951,-0.42152,0,1,3.2644,3,2
14,173,-10.290999,6.1906,1,1,3.2644,3,1
14,174,-6.9951,2.8845,0,1,3.2644,3,2
14,175,7.4723,9.4967,0,1,3.2644,3,1
14,176,11.757999,3.711,1,1,3.2644,3,1
14,177,-1.2908,1.2315,1,1,3.2644,3,1
14,178,15.792,17.762001,1,1,3.2644,3,1
14,179,8.2199,10.323,1,1,3.2644,3,1
14,180,-2.6516,-5.3806,0,1,3.2644,3,2
14,181,-1.2908,1.2315,1,1,3.2644,3,2
14,182,11.094,3.711,1,1,3.2644,3,2
14,183,4.7819,1.2315,0,1,3.2644,3,2
14,184,2.6132,-8.6867,1,1,3.2644,3,2
14,185,6.1073,-2.0746,1,1,3.2644,3,2
14,186,-2.6516,2.058,1,1,3.2644,3,2
14,187,8.9657,4.5376,0,1,3.2644,3,2
14,188,-3.3884,2.058,1,1,3.2644,3,2
14,189,9.6758995,-10.34,1,1,3.2644,3,2
14,190,-5.5511,0.40499002,0,1,3.2644,3,2
14,191,-6.2304997,-11.166,1,1,3.2644,3,3
14,192,0.043218,13.629,0,1,3.2644,3,1
14,193,2.6132,5.3640995,0,1,3.2644,3,2
14,194,-15.267,-4.5541,0,1,3.2644,3,2
14,195,-9.3938,6.1906,1,1,3.2644,3,1
14,196,-18.367,-12.819,0,1,3.2644,3,2
14,197,11.757999,7.0171,1,1,3.2644,3,1
14,198,5.4434004,10.323,0,1,3.2644,3,1
15,1,-8.5267,-6.2071,1,1,2.7029,3,2
15,2,-1.9761001,2.058,1,1,2.7029,3,1
15,3,-6.2304997,-7.8602,1,1,2.7029,3,2
15,4,-1.2908,-0.42152,1,1,2.7029,3,2
15,5,1.3406999,8.6701,0,1,2.7029,3,1
15,6,22.031,9.4967,0,1,2.7029,3,1
15,7,15.792,16.109001,1,1,2.7029,3,1
15,8,2.6132,10.323,0,1,2.7029,3,1
15,9,-12.195,10.323,0,1,2.7029,3,1
15,10,15.792,16.935001,0,1,2.7029,3,1
15,11,18.138,13.629,1,1,2.7029,3,1
15,12,6.1073,0.40499002,1,1,2.7029,3,1
15,13,0.73536,2.058,1,1,2.7029,3,1
15,14,1.9415,-2.0746,0,1,2.7029,3,2
15,15,4.7819,-0.42152,1,1,2.7029,3,2
15,16,-4.9278,2.058,1,1,2.7029,3,2
15,17,-6.2304997,-7.8602,0,1,2.7029,3,2
15,18,6.1073,11.15,0,1,2.7029,3,2
15,19,-4.198,-10.34,0,1,2.7029,3,3
15,20,-19.621,-8.6867,1,1,2.7029,3,2
15,21,11.094,11.15,0,1,2.7029,3,1
15,22,-8.5267,-6.2071,0,1,2.7029,3,2
15,23,3.2807002,2.8845,1,1,2.7029,3,2
15,24,-13.353,-2.0746,0,1,2.7029,3,2
15,25,8.2199,11.976,1,1,2.7029,3,1
15,26,3.2807002,13.629,0,1,2.7029,3,1
15,27,11.094,11.976,1,1,2.7029,3,1
15,28,-4.9278,7.0171,1,1,2.7029,3,1
15,29,-3.3884,12.803,1,1,2.7029,3,1
15,30,-1.9761001,-2.9011,0,1,2.7029,3,2
15,31,-8.5267,0.40499002,0,1,2.7029,3,2
15,32,-16.237,1.2315,1,1,2.7029,3,2
15,33,1.9415,-0.42152,0,1,2.7029,3,1
15,34,-16.237,-9.5132,0,1,2.7029,3,2
15,35,-1.2908,-2.9011,0,1,2.7029,3,2
15,36,-8.5267,-3.7276,1,1,2.7029,3,2
15,37,-1.9761001,-5.3806,1,1,2.7029,3,2
15,38,6.7876,11.15,1,1,2.7029,3,1
15,39,-9.3938,-2.0746,0,1,2.7029,3,2
15,40,-9.3938,-2.0746,0,1,2.7029,3,2
15,41,1.3406999,5.3640995,1,1,2.7029,3,1
15,42,-2.6516,5.3640995,1,1,2.7029,3,1
15,43,-11.186,-10.34,0,1,2.7029,3,2
15,44,-10.290999,-13.646,1,1,2.7029,3,3
15,45,-8.5267,-9.5132,1,1,2.7029,3,2
15,46,-0.62088,-1.2479999,1,1,2.7029,3,1
15,47,14.3949995,2.8845,1,1,2.7029,3,1
15,48,-2.6516,1.2315,1,1,2.7029,3,2
15,49,19.003,7.8436,1,1,2.7029,3,2
15,50,-0.62088,-6.2071,0,1,2.7029,3,2
15,51,-12.195,2.058,0,1,2.7029,3,2
15,52,-11.186,-10.34,1,1,2.7029,3,1
15,53,0.043218,14.456,1,1,2.7029,3,1
15,54,-6.2304997,-5.3806,0,1,2.7029,3,2
15,55,21.029999,16.109001,1,1,2.7029,3,1
15,56,9.6758995,11.976,0,1,2.7029,3,1
15,57,-6.9951,-6.2071,0,1,2.7029,3,2
15,58,-8.5267,-7.0336003,1,1,2.7029,3,2
15,59,4.7819,-4.5541,1,1,2.7029,3,1
15,60,4.0267,21.068,1,1,2.7029,3,3
15,61,11.094,12.803,0,1,2.7029,3,2
15,62,15.792,7.0171,0,1,2.7029,3,1
15,63,-0.62088,3.711,0,1,2.7029,3,1
15,64,1.3406999,2.8845,1,1,2.7029,3,2
15,65,-4.198,3.711,0,1,2.7029,3,2
15,66,6.1073,3.711,1,1,2.7029,3,2
15,67,-1.9761001,-3.7276,0,1,2.7029,3,2
15,68,6.1073,15.282001,0,1,2.7029,3,2
15,69,-25.100998,-6.2071,0,1,2.7029,3,3
15,70,13.101,6.1906,1,1,2.7029,3,1
15,71,11.757999,11.15,0,1,2.7029,3,1
15,72,-14.386999,2.8845,1,1,2.7029,3,2
15,73,1.9415,-0.42152,0,1,2.7029,3,2
15,74,-6.2304997,9.4967,1,1,2.7029,3,1
15,75,-1.9761001,0.40499002,1,1,2.7029,3,1
15,76,-5.5511,5.3640995,0,1,2.7029,3,2
15,77,-5.5511,16.109001,0,1,2.7029,3,1
15,78,15.792,7.8436,0,1,2.7029,3,1
15,79,-10.290999,-0.42152,1,1,2.7029,3,1
15,80,-0.62088,0.40499002,1,1,2.7029,3,2
15,81,-16.237,-4.5541,0,1,2.7029,3,2
15,82,6.7876,-6.2071,1,1,2.7029,3,1
15,83,11.094,16.109001,0,1,2.7029,3,1
15,84,-2.6516,-10.34,0,1,2.7029,3,2
15,85,6.1073,-0.42152,0,1,2.7029,3,1
15,86,7.4723,14.456,0,1,2.7029,3,1
15,87,-4.198,7.0171,0,1,2.7029,3,1
15,88,-7.7611,-1.2479999,0,1,2.7029,3,1
15,89,-6.2304997,6.1906,0,1,2.7029,3,2
15,90,-2.6516,0.40499002,1,1,2.7029,3,2
15,91,0.043218,6.1906,0,1,2.7029,3,1
16,1,4.7819,9.4967,1,3,3.2319999,3,2
16,2,-8.5267,4.5376,1,3,3.2319999,3,2
16,3,7.4723,-12.819,1,3,3.2319999,3,2
16,4,10.396,5.3640995,1,3,3.2319999,3,2
16,5,8.2199,11.15,1,3,3.2319999,3,1
16,6,-7.7611,6.1906,1,3,3.2319999,3,1
16,7,-1.2908,8.6701,1,3,3.2319999,3,2
16,8,0.043218,14.456,1,3,3.2319999,3,1
16,9,6.7876,19.414999,1,3,3.2319999,3,1
16,10,-0.62088,13.629,1,3,3.2319999,3,2
16,11,-0.62088,-5.3806,1,3,3.2319999,3,2
16,12,-8.5267,22.721,1,3,3.2319999,3,2
16,13,1.9415,9.4967,1,3,3.2319999,3,1
16,14,0.043218,3.711,1,3,3.2319999,3,1
16,15,-2.6516,-0.42152,1,3,3.2319999,3,2
16,16,-19.621,-0.42152,1,3,3.2319999,3,2
16,17,6.1073,11.15,1,3,3.2319999,3,1
16,18,0.043218,10.323,1,3,3.2319999,3,1
16,19,-9.3938,-6.2071,1,3,3.2319999,3,2
16,20,3.2807002,-4.5541,1,3,3.2319999,3,2
16,21,-4.9278,3.711,1,3,3.2319999,3,2
16,22,4.0267,14.456,1,3,3.2319999,3,1
16,23,-1.2908,3.711,1,3,3.2319999,3,2
16,24,-17.239,-2.9011,1,3,3.2319999,3,2
16,25,-21.085999,0.40499002,1,3,3.2319999,3,2
16,26,-9.3938,4.5376,1,3,3.2319999,3,2
16,27,3.2807002,-0.42152,1,3,3.2319999,3,1
16,28,3.2807002,6.1906,1,3,3.2319999,3,2
16,29,-6.9951,-6.2071,1,3,3.2319999,3,2
16,30,-4.198,12.803,1,3,3.2319999,3,2
16,31,-2.6516,6.1906,1,3,3.2319999,3,1
16,32,-0.62088,5.3640995,1,3,3.2319999,3,2
16,33,-4.9278,-2.0746,1,3,3.2319999,3,2
16,34,-10.290999,-7.8602,1,3,3.2319999,3,3
16,35,-19.621,-6.2071,1,3,3.2319999,3,2
16,36,3.2807002,8.6701,1,3,3.2319999,3,2
16,37,-16.237,2.8845,1,3,3.2319999,3,2
16,38,4.7819,5.3640995,1,3,3.2319999,3,2
16,39,8.2199,1.2315,1,3,3.2319999,3,1
16,40,-7.7611,-3.7276,1,3,3.2319999,3,2
16,41,6.1073,5.3640995,1,3,3.2319999,3,1
16,42,-6.2304997,-2.9011,1,3,3.2319999,3,2
16,43,-4.198,6.1906,1,3,3.2319999,3,2
16,44,-15.267,-6.2071,1,3,3.2319999,3,2
16,45,-5.5511,12.803,1,3,3.2319999,3,2
16,46,-13.353,-15.299,1,3,3.2319999,3,2
16,47,-2.6516,-1.2479999,1,3,3.2319999,3,2
16,48,-12.195,-3.7276,1,3,3.2319999,3,3
16,49,-1.9761001,8.6701,1,3,3.2319999,3,1
16,50,-4.198,2.8845,1,3,3.2319999,3,2
16,51,-1.2908,2.058,1,3,3.2319999,3,2
16,52,-3.3884,-16.952,1,3,3.2319999,3,2
16,53,-4.198,16.109001,1,3,3.2319999,3,2
16,54,-7.7611,-13.646,1,3,3.2319999,3,3
16,55,-6.2304997,-1.2479999,1,3,3.2319999,3,2
16,56,1.3406999,6.1906,1,3,3.2319999,3,2
16,57,1.3406999,0.40499002,1,3,3.2319999,3,2
16,58,6.7876,14.456,1,3,3.2319999,3,1
16,59,4.0267,2.058,1,3,3.2319999,3,2
16,60,6.1073,7.0171,1,3,3.2319999,3,1
16,61,12.405,11.976,1,3,3.2319999,3,1
16,62,-12.195,-0.42152,1,3,3.2319999,3,2
16,63,0.043218,6.1906,1,3,3.2319999,3,1
16,64,1.3406999,8.6701,1,3,3.2319999,3,1
16,65,-3.3884,-1.2479999,1,3,3.2319999,3,2
16,66,9.6758995,11.976,1,3,3.2319999,3,1
16,67,6.1073,14.456,1,3,3.2319999,3,1
16,68,6.7876,7.0171,1,3,3.2319999,3,1
16,69,-5.5511,-2.9011,1,3,3.2319999,3,2
16,70,-1.2908,1.2315,1,3,3.2319999,3,2
16,71,-2.6516,10.323,1,3,3.2319999,3,2
16,72,-6.9951,-8.6867,1,3,3.2319999,3,2
16,73,5.4434004,10.323,1,3,3.2319999,3,1
16,74,-12.195,-16.125,1,3,3.2319999,3,3
16,75,-9.3938,2.058,1,3,3.2319999,3,2
16,76,-7.7611,1.2315,1,3,3.2319999,3,2
16,77,-3.3884,-9.5132,1,3,3.2319999,3,2
16,78,-3.3884,6.1906,1,3,3.2319999,3,2
16,79,-4.9278,-6.2071,1,3,3.2319999,3,2
16,80,0.043218,19.414999,1,3,3.2319999,3,1
16,81,-8.5267,-2.9011,1,3,3.2319999,3,2
16,82,-1.2908,11.976,1,3,3.2319999,3,2
16,83,-7.7611,4.5376,1,3,3.2319999,3,1
16,84,8.9657,5.3640995,1,3,3.2319999,3,1
16,85,-7.7611,3.711,1,3,3.2319999,3,1
16,86,0.043218,5.3640995,1,3,3.2319999,3,2
16,87,4.0267,11.15,1,3,3.2319999,3,1
16,88,-6.9951,-10.34,1,3,3.2319999,3,3
17,1,-8.5267,-7.8602,1,1,-1.1824,2,2
17,2,5.4434004,-2.9011,0,1,-1.1824,2,2
17,3,3.2807002,9.4967,1,1,-1.1824,2,1
17,4,-25.100998,-16.952,1,1,-1.1824,2,3
17,5,-3.3884,-5.3806,0,1,-1.1824,2,2
17,6,-2.6516,-21.911,0,1,-1.1824,2,3
17,7,-16.237,-20.258,0,1,-1.1824,2,3
17,8,-1.9761001,-1.2479999,1,1,-1.1824,2,2
17,9,-5.5511,2.058,1,1,-1.1824,2,2
17,10,-12.195,-11.993,1,1,-1.1824,2,3
17,11,-15.267,-5.3806,1,1,-1.1824,2,2
17,12,8.2199,13.629,1,1,-1.1824,2,2
17,13,0.73536,-7.0336003,1,1,-1.1824,2,2
17,14,8.9657,-2.0746,1,1,-1.1824,2,1
17,15,-1.9761001,-16.952,1,1,-1.1824,2,2
17,16,-8.5267,-3.7276,1,1,-1.1824,2,2
17,17,5.4434004,11.976,0,1,-1.1824,2,1
17,18,13.747,16.935001,1,1,-1.1824,2,1
17,19,-13.353,0.40499002,1,1,-1.1824,2,2
17,20,-11.186,-5.3806,0,1,-1.1824,2,2
17,21,-25.100998,-17.778,1,1,-1.1824,2,3
17,22,3.2807002,3.711,1,1,-1.1824,2,2
17,23,-4.198,3.711,1,1,-1.1824,2,1
17,24,0.73536,-23.564,1,1,-1.1824,2,3
17,25,-9.3938,-7.0336003,1,1,-1.1824,2,2
17,26,-2.6516,-2.0746,1,1,-1.1824,2,2
17,27,0.043218,5.3640995,0,1,-1.1824,2,2
17,28,-4.198,9.4967,0,1,-1.1824,2,1
17,29,3.2807002,-5.3806,0,1,-1.1824,2,2
17,30,-1.9761001,-11.166,1,1,-1.1824,2,2
17,31,4.0267,6.1906,1,1,-1.1824,2,2
17,32,3.2807002,22.721,1,1,-1.1824,2,2
17,33,-4.198,-2.0746,1,1,-1.1824,2,2
17,34,-10.290999,-2.9011,0,1,-1.1824,2,2
17,35,6.1073,-1.2479999,0,1,-1.1824,2,2
17,36,-18.367,-21.084002,0,1,-1.1824,2,2
17,37,11.757999,6.1906,1,1,-1.1824,2,1
17,38,-4.198,-16.952,0,1,-1.1824,2,3
17,39,1.3406999,10.323,1,1,-1.1824,2,1
17,40,11.757999,18.588001,0,1,-1.1824,2,1
17,41,-5.5511,7.0171,1,1,-1.1824,2,2
17,42,13.101,16.935001,1,1,-1.1824,2,1
17,43,5.4434004,-4.5541,1,1,-1.1824,2,2
17,44,-1.9761001,7.8436,1,1,-1.1824,2,1
17,45,-25.100998,-15.299,1,1,-1.1824,2,3
17,46,-0.62088,-5.3806,1,1,-1.1824,2,2
17,47,-11.186,-10.34,1,1,-1.1824,2,3
17,48,-13.353,2.058,0,1,-1.1824,2,2
17,49,11.094,9.4967,1,1,-1.1824,2,2
17,50,4.0267,22.721,0,1,-1.1824,2,1
17,51,-3.3884,-8.6867,1,1,-1.1824,2,2
17,52,-3.3884,2.8845,1,1,-1.1824,2,3
17,53,-1.2908,-1.2479999,1,1,-1.1824,2,2
17,54,2.6132,6.1906,1,1,-1.1824,2,2
17,55,-7.7611,3.711,1,1,-1.1824,2,2
17,56,-13.353,-26.87,0,1,-1.1824,2,2
17,57,7.4723,6.1906,1,1,-1.1824,2,2
17,58,8.9657,6.1906,1,1,-1.1824,2,1
17,59,-4.198,-11.993,1,1,-1.1824,2,2
17,60,12.405,16.935001,1,1,-1.1824,2,1
17,61,-7.7611,-3.7276,1,1,-1.1824,2,1
17,62,3.2807002,-0.42152,1,1,-1.1824,2,1
17,63,15.061999,4.5376,0,1,-1.1824,2,2
17,64,-1.9761001,-7.0336003,1,1,-1.1824,2,2
17,65,2.6132,-19.431,1,1,-1.1824,2,3
17,66,4.0267,-8.6867,1,1,-1.1824,2,2
17,67,-1.9761001,-4.5541,1,1,-1.1824,2,2
17,68,-14.386999,-14.471999,1,1,-1.1824,2,3
17,69,-4.9278,-7.8602,1,1,-1.1824,2,2
17,70,-9.3938,1.2315,0,1,-1.1824,2,2
17,71,8.9657,11.15,0,1,-1.1824,2,1
17,72,14.3949995,9.4967,1,1,-1.1824,2,1
17,73,0.043218,2.8845,1,1,-1.1824,2,2
17,74,-3.3884,7.0171,1,1,-1.1824,2,2
17,75,-11.186,-1.2479999,1,1,-1.1824,2,2
17,76,-14.386999,-2.9011,1,1,-1.1824,2,2
17,77,0.73536,-4.5541,1,1,-1.1824,2,2
17,78,-12.195,-14.471999,0,1,-1.1824,2,2
17,79,-4.9278,5.3640995,1,1,-1.1824,2,2
17,80,0.043218,5.3640995,1,1,-1.1824,2,2
17,81,-2.6516,-0.42152,1,1,-1.1824,2,2
17,82,1.3406999,6.1906,1,1,-1.1824,2,1
17,83,1.9415,-2.0746,0,1,-1.1824,2,2
17,84,-10.290999,-0.42152,1,1,-1.1824,2,2
17,85,-17.239,-0.42152,0,1,-1.1824,2,1
17,86,0.043218,4.5376,0,1,-1.1824,2,1
17,87,-2.6516,-14.471999,1,1,-1.1824,2,2
17,88,-6.2304997,-6.2071,1,1,-1.1824,2,2
17,89,-6.2304997,-6.2071,1,1,-1.1824,2,2
17,90,-1.2908,16.109001,0,1,-1.1824,2,1
17,91,-3.3884,16.109001,1,1,-1.1824,2,1
17,92,-9.3938,2.058,1,1,-1.1824,2,1
17,93,-9.3938,-2.9011,0,1,-1.1824,2,2
17,94,-5.5511,7.0171,1,1,-1.1824,2,2
17,95,10.396,11.15,1,1,-1.1824,2,1
17,96,-6.2304997,-3.7276,1,1,-1.1824,2,3
17,97,-18.367,1.2315,1,1,-1.1824,2,2
17,98,6.7876,0.40499002,1,1,-1.1824,2,2
17,99,-15.267,-4.5541,1,1,-1.1824,2,3
17,100,7.4723,0.40499002,1,1,-1.1824,2,2
17,101,10.396,30.16,1,1,-1.1824,2,1
17,102,-1.2908,-11.166,1,1,-1.1824,2,2
17,103,2.6132,-9.5132,1,1,-1.1824,2,2
17,104,4.0267,2.8845,1,1,-1.1824,2,1
17,105,4.0267,3.711,1,1,-1.1824,2,1
17,106,13.101,-8.6867,1,1,-1.1824,2,2
17,107,11.757999,-4.5541,1,1,-1.1824,2,2
17,108,-21.085999,-9.5132,1,1,-1.1824,2,2
17,109,-0.62088,1.2315,1,1,-1.1824,2,2
17,110,-8.5267,-2.9011,1,1,-1.1824,2,2
17,111,0.73536,2.058,1,1,-1.1824,2,2
17,112,2.6132,2.8845,1,1,-1.1824,2,2
17,113,7.4723,7.8436,1,1,-1.1824,2,1
17,114,-4.198,-16.952,0,1,-1.1824,2,3
17,115,-4.198,-2.0746,1,1,-1.1824,2,2
17,116,10.396,4.5376,1,1,-1.1824,2,2
17,117,2.6132,13.629,0,1,-1.1824,2,1
17,118,4.0267,0.40499002,1,1,-1.1824,2,1
17,119,-4.9278,0.40499002,1,1,-1.1824,2,2
17,120,6.1073,5.3640995,1,1,-1.1824,2,1
17,121,-3.3884,-8.6867,1,1,-1.1824,2,2
17,122,-6.9951,-2.9011,1,1,-1.1824,2,2
17,123,-8.5267,-6.2071,0,1,-1.1824,2,2
17,124,-18.367,-29.349998,0,1,-1.1824,2,3
17,125,-7.7611,1.2315,1,1,-1.1824,2,2
17,126,-30.595,-18.605,0,1,-1.1824,2,3
18,1,-13.353,0.40499002,1,3,1.4244001,2,2
18,2,22.031,16.109001,1,3,1.4244001,2,1
18,3,-6.9951,-6.2071,1,3,1.4244001,2,2
18,4,-1.2908,-6.2071,1,3,1.4244001,2,2
18,5,-4.198,5.3640995,1,3,1.4244001,2,2
18,6,8.2199,-4.5541,1,3,1.4244001,2,1
18,7,-4.198,-1.2479999,1,3,1.4244001,2,2
18,8,-4.9278,0.40499002,1,3,1.4244001,2,2
18,9,-6.9951,9.4967,1,3,1.4244001,2,2
18,10,-1.2908,-0.42152,1,3,1.4244001,2,2
18,11,6.7876,-0.42152,1,3,1.4244001,2,1
18,12,7.4723,2.058,1,3,1.4244001,2,1
18,13,-4.9278,2.8845,1,3,1.4244001,2,2
18,14,-6.9951,-10.34,1,3,1.4244001,2,2
18,15,-11.186,6.1906,1,3,1.4244001,2,2
18,16,-1.9761001,7.8436,1,3,1.4244001,2,2
18,17,3.2807002,9.4967,1,3,1.4244001,2,1
18,18,-10.290999,2.8845,1,3,1.4244001,2,2
18,19,0.043218,0.40499002,1,3,1.4244001,2,2
18,20,9.6758995,8.6701,1,3,1.4244001,2,1
18,21,-3.3884,0.40499002,1,3,1.4244001,2,2
18,22,4.0267,4.5376,1,3,1.4244001,2,1
18,23,0.043218,5.3640995,1,3,1.4244001,2,1
18,24,5.4434004,-0.42152,1,3,1.4244001,2,2
18,25,-2.6516,-3.7276,1,3,1.4244001,2,2
18,26,-4.198,5.3640995,1,3,1.4244001,2,1
18,27,-7.7611,1.2315,1,3,1.4244001,2,2
18,28,-17.239,-2.9011,1,3,1.4244001,2,2
18,29,-1.2908,-8.6867,1,3,1.4244001,2,2
18,30,-11.186,5.3640995,1,3,1.4244001,2,2
18,31,2.6132,1.2315,1,3,1.4244001,2,1
18,32,-6.9951,0.40499002,1,3,1.4244001,2,2
18,33,12.405,-14.471999,1,3,1.4244001,2,1
18,34,-7.7611,-2.0746,1,3,1.4244001,2,2
18,35,4.7819,-7.0336003,1,3,1.4244001,2,2
18,36,-13.353,-6.2071,1,3,1.4244001,2,2
18,37,1.9415,3.711,1,3,1.4244001,2,1
18,38,8.9657,2.8845,1,3,1.4244001,2,2
18,39,16.618,-5.3806,1,3,1.4244001,2,2
18,40,-5.5511,-6.2071,1,3,1.4244001,2,2
18,41,-0.62088,8.6701,1,3,1.4244001,2,2
18,42,5.4434004,-0.42152,1,3,1.4244001,2,2
18,43,-1.2908,4.5376,1,3,1.4244001,2,2
18,44,14.3949995,5.3640995,1,3,1.4244001,2,1
18,45,0.043218,5.3640995,1,3,1.4244001,2,1
18,46,0.043218,6.1906,1,3,1.4244001,2,1
18,47,-2.6516,0.40499002,1,3,1.4244001,2,2
18,48,2.6132,1.2315,1,3,1.4244001,2,2
18,49,-10.290999,7.0171,1,3,1.4244001,2,2
18,50,0.043218,3.711,1,3,1.4244001,2,2
18,51,-6.9951,-9.5132,1,3,1.4244001,2,3
18,52,-0.62088,-6.2071,1,3,1.4244001,2,3
18,53,-2.6516,-2.0746,1,3,1.4244001,2,2
18,54,-4.9278,-7.8602,1,3,1.4244001,2,2
18,55,-6.2304997,4.5376,1,3,1.4244001,2,2
18,56,14.3949995,2.058,1,3,1.4244001,2,2
18,57,-11.186,-5.3806,1,3,1.4244001,2,2
18,58,6.7876,3.711,1,3,1.4244001,2,1
18,59,-2.6516,1.2315,1,3,1.4244001,2,2
18,60,-1.2908,3.711,1,3,1.4244001,2,2
18,61,8.2199,-14.471999,1,3,1.4244001,2,2
18,62,-2.6516,-6.2071,1,3,1.4244001,2,2
18,63,15.061999,16.109001,1,3,1.4244001,2,1
18,64,2.6132,6.1906,1,3,1.4244001,2,2
18,65,-1.2908,-3.7276,1,3,1.4244001,2,1
18,66,14.3949995,19.414999,1,3,1.4244001,2,1
18,67,-9.3938,11.976,1,3,1.4244001,2,2
18,68,6.7876,6.1906,1,3,1.4244001,2,2
18,69,9.6758995,-1.2479999,1,3,1.4244001,2,2
18,70,6.7876,-4.5541,1,3,1.4244001,2,2
18,71,-6.9951,-0.42152,1,3,1.4244001,2,2
18,72,13.747,12.803,1,3,1.4244001,2,1
18,73,-4.198,11.15,1,3,1.4244001,2,2
18,74,-12.195,-10.34,1,3,1.4244001,2,2
18,75,-4.198,9.4967,1,3,1.4244001,2,1
18,76,-6.2304997,3.711,1,3,1.4244001,2,2
18,77,-14.386999,-6.2071,1,3,1.4244001,2,2
18,78,-10.290999,-3.7276,1,3,1.4244001,2,2
18,79,6.1073,6.1906,1,3,1.4244001,2,1
18,80,9.6758995,5.3640995,1,3,1.4244001,2,1
18,81,14.3949995,12.803,1,3,1.4244001,2,1
18,82,-4.9278,-7.8602,1,3,1.4244001,2,2
18,83,-5.5511,-1.2479999,1,3,1.4244001,2,2
18,84,0.043218,7.0171,1,3,1.4244001,2,1
18,85,13.101,-0.42152,1,3,1.4244001,2,2
18,86,7.4723,-15.299,1,3,1.4244001,2,2
18,87,-10.290999,-3.7276,1,3,1.4244001,2,2
18,88,12.405,-0.42152,1,3,1.4244001,2,1
18,89,-1.2908,-5.3806,1,3,1.4244001,2,3
18,90,-19.621,-6.2071,1,3,1.4244001,2,3
18,91,4.7819,3.711,1,3,1.4244001,2,2
18,92,-8.5267,3.711,1,3,1.4244001,2,1
18,93,-10.290999,-2.0746,1,3,1.4244001,2,2
18,94,3.2807002,4.5376,1,3,1.4244001,2,2
18,95,-21.085999,2.058,1,3,1.4244001,2,2
18,96,-10.290999,4.5376,1,3,1.4244001,2,1
18,97,0.043218,2.8845,1,3,1.4244001,2,2
18,98,11.757999,4.5376,1,3,1.4244001,2,1
18,99,3.2807002,-7.8602,1,3,1.4244001,2,2
18,100,-7.7611,-3.7276,1,3,1.4244001,2,2
18,101,8.2199,5.3640995,1,3,1.4244001,2,1
18,102,10.396,8.6701,1,3,1.4244001,2,1
18,103,8.9657,1.2315,1,3,1.4244001,2,2
18,104,3.2807002,1.2315,1,3,1.4244001,2,2
18,105,6.7876,3.711,1,3,1.4244001,2,2
18,106,9.6758995,11.976,1,3,1.4244001,2,1
18,107,8.2199,7.0171,1,3,1.4244001,2,2
18,108,-9.3938,-1.2479999,1,3,1.4244001,2,2
18,109,0.73536,-7.0336003,1,3,1.4244001,2,2
18,110,0.73536,3.711,1,3,1.4244001,2,2
18,111,-1.2908,7.8436,1,3,1.4244001,2,1
18,112,4.7819,6.1906,1,3,1.4244001,2,1
18,113,2.6132,-2.9011,1,3,1.4244001,2,2
18,114,0.73536,-2.0746,1,3,1.4244001,2,2
18,115,4.0267,11.15,1,3,1.4244001,2,1
18,116,-1.2908,7.8436,1,3,1.4244001,2,1
18,117,-5.5511,2.8845,1,3,1.4244001,2,2
18,118,-3.3884,1.2315,1,3,1.4244001,2,2
18,119,5.4434004,5.3640995,1,3,1.4244001,2,1
18,120,0.043218,7.0171,1,3,1.4244001,2,1
19,1,-16.237,-14.471999,0,1,3.8463,3,2
19,2,3.2807002,5.3640995,1,1,3.8463,3,2
19,3,4.7819,2.8845,0,1,3.8463,3,1
19,4,14.3949995,5.3640995,1,1,3.8463,3,1
19,5,-1.2908,11.15,0,1,3.8463,3,2
19,6,15.792,7.0171,1,1,3.8463,3,1
19,7,13.101,16.935001,1,1,3.8463,3,1
19,8,-10.290999,2.8845,0,1,3.8463,3,2
19,9,-3.3884,2.058,0,1,3.8463,3,1
19,10,3.2807002,8.6701,0,1,3.8463,3,1
19,11,2.6132,8.6701,0,1,3.8463,3,1
19,12,4.7819,2.8845,0,1,3.8463,3,1
19,13,6.1073,-3.7276,1,1,3.8463,3,2
19,14,-7.7611,-2.9011,0,1,3.8463,3,2
19,15,14.3949995,10.323,1,1,3.8463,3,1
19,16,-6.2304997,4.5376,0,1,3.8463,3,2
19,17,-13.353,-0.42152,0,1,3.8463,3,2
19,18,14.3949995,2.058,1,1,3.8463,3,1
19,19,-0.62088,2.8845,0,1,3.8463,3,2
19,20,13.101,11.976,0,1,3.8463,3,1
19,21,-7.7611,6.1906,0,1,3.8463,3,2
19,22,-6.9951,1.2315,0,1,3.8463,3,2
19,23,19.771,8.6701,1,1,3.8463,3,1
19,24,7.4723,-0.42152,1,1,3.8463,3,2
19,25,-0.62088,2.058,0,1,3.8463,3,2
19,26,-6.2304997,-7.8602,0,1,3.8463,3,2
19,27,9.6758995,11.15,0,1,3.8463,3,1
19,28,-6.2304997,7.8436,1,1,3.8463,3,2
19,29,-7.7611,2.058,1,1,3.8463,3,2
19,30,-1.9761001,-1.2479999,1,1,3.8463,3,2
19,31,4.0267,-0.42152,0,1,3.8463,3,2
19,32,-1.2908,1.2315,0,1,3.8463,3,1
19,33,4.7819,10.323,0,1,3.8463,3,2
19,34,-1.9761001,-4.5541,0,1,3.8463,3,2
