Y,U,I,H,G
-2,12,67,20024,20024:67
0,12,27,20046,20046:27
-12,12,109,20029,20029:109
4,12,129,10084,10084:129
-2,12,109,10014,10014:109
-7,12,83,10099,10099:83
17,12,129,20086,20086:129
4,12,74,20057,20057:74
-1,12,67,10047,10047:67
50,12,137,20057,20057:137
0,12,71,20039,20039:71
-6,12,77,10085,10085:77
2,12,21,10076,10076:21
0,12,131,10104,10104:131
2,12,63,20023,20023:63
-3,12,10,20024,20024:10
24,12,135,20088,20088:135
28,12,137,10119,10119:137
0,12,53,10042,10042:53
-1,12,14,20047,20047:14
12,12,63,10029,10029:63
0,12,10,20046,20046:10
11,12,41,10020,10020:41
1,12,137,10052,10052:137
50,12,41,10015,10015:41
6,12,121,20004,20004:121
0,12,81,20035,20035:81
-4,12,95,10109,10109:95
-1,12,95,10074,10074:95
-23,12,74,10059,10059:74
3,12,83,20008,20008:83
9,12,109,10027,10027:109
-22,12,71,10002,10002:71
-31,12,121,10094,10094:121
-1,12,63,10028,10028:63
-1,12,77,10011,10011:77
3,12,105,10044,10044:105
0,12,37,10005,10005:37
-20,12,41,10131,10131:41
1,12,55,10053,10053:55
50,12,99,10112,10112:99
0,12,23,20075,20075:23
34,12,55,20054,20054:55
0,12,77,20018,20018:77
-12,12,23,10073,10073:23
-1,12,139,10036,10036:139
0,12,37,20023,20023:37
9,12,95,20017,20017:95
-2,12,53,20063,20063:53
1,12,74,10113,10113:74
15,12,53,10058,10058:53
-5,12,77,10100,10100:77
33,12,95,10133,10133:95
0,12,113,20046,20046:113
3,12,45,20067,20067:45
0,12,2,10090,10090:2
-4,12,33,10049,10049:33
5,12,129,20073,20073:129
-37,12,85,20035,20035:85
19,12,21,10049,10049:21
2,12,101,10117,10117:101
15,12,115,20088,20088:115
50,12,77,20067,20067:77
7,12,27,10051,10051:27
11,12,21,20012,20012:21
0,12,83,20022,20022:83
4,12,135,10030,10030:135
22,12,69,10029,10029:69
0,12,81,20074,20074:81
50,12,69,10112,10112:69
-2,12,101,10109,10109:101
31,12,41,20086,20086:41
-30,12,83,20039,20039:83
-6,12,71,20011,20011:71
0,12,2,10088,10088:2
-1,12,55,20018,20018:55
14,12,69,10133,10133:69
22,12,27,10105,10105:27
0,12,33,20006,20006:33
0,12,67,10054,10054:67
0,12,81,20014,20014:81
22,12,129,10075,10075:129
26,12,77,20047,20047:77
4,12,67,10077,10077:67
50,12,129,10091,10091:129
-16,12,63,10032,10032:63
1,12,23,20078,20078:23
26,12,109,20023,20023:109
-33,12,27,10114,10114:27
6,12,23,10003,10003:23
-7,12,74,10020,10020:74
0,12,95,10024,10024:95
3,12,45,10117,10117:45
2,12,81,10113,10113:81
-5,12,33,20037,20037:33
28,12,55,10014,10014:55
0,12,14,10054,10054:14
-1,12,14,10018,10018:14
8,12,129,10120,10120:129
0,12,95,10021,10021:95
11,12,63,20080,20080:63
0,12,77,20019,20019:77
-1,12,74,10037,10037:74
30,12,55,10083,10083:55
-12,12,23,20029,20029:23
-20,12,55,20075,20075:55
2,12,74,10114,10114:74
1,12,41,20080,20080:41
42,12,37,10039,10039:37
5,12,81,10096,10096:81
-23,12,71,20066,20066:71
0,12,81,10036,10036:81
50,12,45,10112,10112:45
0,12,27,20032,20032:27
9,12,2,20008,20008:2
1,12,41,10099,10099:41
0,12,37,20075,20075:37
0,12,23,20065,20065:23
2,12,33,10105,10105:33
50,12,99,20080,20080:99
-3,12,55,10030,10030:55
-45,12,115,10102,10102:115
-1,12,41,10037,10037:41
50,12,115,10112,10112:115
2,12,115,20023,20023:115
29,12,105,10054,10054:105
2,12,129,10098,10098:129
-2,12,121,20078,20078:121
2,12,131,20054,20054:131
21,12,37,10104,10104:37
-2,12,27,20069,20069:27
50,12,81,10112,10112:81
-2,12,53,10004,10004:53
0,12,129,20010,20010:129
11,12,85,10090,10090:85
0,12,101,10036,10036:101
0,12,2,20004,20004:2
-4,12,95,10055,10055:95
-2,12,71,20024,20024:71
-2,12,137,10091,10091:137
0,12,137,10100,10100:137
50,12,27,10052,10052:27
29,12,2,10046,10046:2
-2,12,85,10109,10109:85
9,12,21,10102,10102:21
17,12,121,10041,10041:121
10,12,53,10101,10101:53
31,12,63,10047,10047:63
4,12,21,20081,20081:21
19,12,74,20080,20080:74
2,12,139,10033,10033:139
0,12,63,20078,20078:63
0,12,131,10026,10026:131
11,12,129,20017,20017:129
30,12,69,10095,10095:69
-1,12,71,10114,10114:71
14,12,14,10064,10064:14
0,12,105,10047,10047:105
0,12,81,20066,20066:81
15,12,23,10061,10061:23
-2,12,83,20081,20081:83
0,12,45,10039,10039:45
0,12,109,20044,20044:109
-50,12,23,10043,10043:23
0,12,101,20037,20037:101
-2,12,139,10029,10029:139
15,12,115,10018,10018:115
2,12,14,10132,10132:14
-3,12,77,10122,10122:77
-3,12,129,10104,10104:129
3,12,33,10005,10005:33
22,12,83,10034,10034:83
0,12,67,10014,10014:67
-2,12,71,20063,20063:71
18,12,101,20055,20055:101
0,12,135,10076,10076:135
-10,12,37,20084,20084:37
24,12,10,20008,20008:10
0,12,105,10100,10100:105
0,12,41,20087,20087:41
0,12,137,20039,20039:137
-1,12,101,20024,20024:101
-10,12,2,20029,20029:2
-9,12,63,10056,10056:63
0,12,71,10021,10021:71
-3,12,77,10105,10105:77
-2,12,41,10014,10014:41
-2,12,83,10012,10012:83
38,12,113,10066,10066:113
50,12,53,10015,10015:53
15,12,14,20073,20073:14
0,12,45,20073,20073:45
2,12,81,20008,20008:81
-2,12,77,20063,20063:77
0,12,105,20074,20074:105
-1,12,2,20051,20051:2
1,12,69,20056,20056:69
-14,12,41,20020,20020:41
21,12,99,10051,10051:99
19,12,129,10133,10133:129
6,12,55,10029,10029:55
-2,12,105,20056,20056:105
0,12,81,20026,20026:81
-2,12,10,10003,10003:10
0,12,53,20075,20075:53
47,12,14,20042,20042:14
-8,12,21,20048,20048:21
26,12,2,10040,10040:2
9,12,99,10041,10041:99
3,12,113,10076,10076:113
18,12,105,10071,10071:105
7,12,129,10074,10074:129
1,12,105,10113,10113:105
3,12,2,20090,20090:2
0,12,77,20046,20046:77
-25,12,85,20016,20016:85
-2,12,135,10104,10104:135
-5,12,139,10077,10077:139
-1,12,101,10077,10077:101
10,12,53,10062,10062:53
0,12,115,10073,10073:115
0,12,131,20032,20032:131
13,12,2,10086,10086:2
1,12,81,10043,10043:81
4,12,63,10067,10067:63
34,12,53,10114,10114:53
17,12,23,10104,10104:23
26,12,81,20085,20085:81
17,12,137,10105,10105:137
0,12,109,20087,20087:109
-2,12,129,10109,10109:129
10,12,27,20054,20054:27
2,12,69,10104,10104:69
0,12,2,10056,10056:2
-4,12,139,10061,10061:139
-4,12,63,20063,20063:63
1,12,14,20069,20069:14
0,12,27,10036,10036:27
0,12,45,20032,20032:45
50,12,37,20067,20067:37
5,12,139,20087,20087:139
3,12,95,20037,20037:95
1,12,101,10074,10074:101
0,12,131,20021,20021:131
-2,12,21,20047,20047:21
1,12,41,10052,10052:41
15,12,81,20083,20083:81
0,12,83,10058,10058:83
-2,12,81,20024,20024:81
2,12,27,10021,10021:27
2,12,10,20020,20020:10
25,12,71,10125,10125:71
-3,12,45,10010,10010:45
-24,12,77,10131,10131:77
-1,12,74,10041,10041:74
13,12,14,10071,10071:14
17,12,55,20047,20047:55
50,12,69,10019,10019:69
0,12,21,20032,20032:21
17,12,121,10062,10062:121
-1,12,74,20042,20042:74
0,12,74,10024,10024:74
-2,12,2,10030,10030:2
16,12,10,10083,10083:10
9,12,14,10115,10115:14
2,12,131,10080,10080:131
-9,12,129,10018,10018:129
-3,12,71,10065,10065:71
-20,12,139,10102,10102:139
0,12,77,20003,20003:77
0,12,55,20024,20024:55
9,12,21,10059,10059:21
1,12,53,20032,20032:53
1,12,45,10045,10045:45
-21,12,74,10065,10065:74
-2,12,33,10001,10001:33
2,12,81,10103,10103:81
50,12,21,10111,10111:21
7,12,121,10119,10119:121
-2,12,105,10037,10037:105
0,12,135,20065,20065:135
1,12,74,10116,10116:74
4,12,37,10098,10098:37
-2,12,109,10009,10009:109
24,12,109,20006,20006:109
2,12,74,10025,10025:74
-2,12,21,10009,10009:21
2,12,135,10080,10080:135
12,12,53,10045,10045:53
50,12,69,10042,10042:69
-4,12,77,10065,10065:77
0,12,55,10047,10047:55
50,12,137,10056,10056:137
37,12,74,10044,10044:74
0,12,131,10006,10006:131
-4,12,99,10074,10074:99
1,12,55,10113,10113:55
0,12,113,20005,20005:113
-50,12,137,20075,20075:137
-9,12,113,10029,10029:113
0,12,33,20087,20087:33
36,12,67,20054,20054:67
1,12,137,10008,10008:137
0,12,55,10045,10045:55
-1,12,129,10042,10042:129
25,12,23,10096,10096:23
0,12,21,20086,20086:21
-2,12,67,10073,10073:67
-2,12,77,10067,10067:77
-7,12,135,10004,10004:135
-1,12,113,10074,10074:113
0,12,109,20026,20026:109
1,12,67,10122,10122:67
-1,12,77,20014,20014:77
0,12,99,10042,10042:99
50,12,69,10015,10015:69
2,12,55,10110,10110:55
1,12,99,20026,20026:99
19,12,33,10038,10038:33
2,12,121,20009,20009:121
32,12,105,10088,10088:105
5,12,101,20008,20008:101
36,12,139,10004,10004:139
6,12,2,10083,10083:2
0,12,67,20075,20075:67
-1,12,21,10054,10054:21
4,12,27,10117,10117:27
-1,12,14,10024,10024:14
-4,12,71,20010,20010:71
37,12,63,10125,10125:63
32,12,53,10053,10053:53
-2,12,99,10073,10073:99
2,12,23,10004,10004:23
3,12,95,10104,10104:95
50,12,53,10112,10112:53
0,12,45,10024,10024:45
0,12,21,20051,20051:21
0,12,81,10086,10086:81
-2,12,21,10034,10034:21
17,12,2,10110,10110:2
17,12,63,10026,10026:63
-37,12,101,10039,10039:101
50,12,55,10020,10020:55
-28,12,10,10105,10105:10
-3,12,55,20051,20051:55
-11,12,85,10056,10056:85
4,12,81,10067,10067:81
0,12,137,20042,20042:137
50,12,21,20067,20067:21
-1,12,137,10024,10024:137
0,12,101,10047,10047:101
0,12,55,10067,10067:55
-2,12,10,20037,20037:10
6,12,115,10061,10061:115
-1,12,41,10073,10073:41
-1,12,10,10036,10036:10
0,12,131,20088,20088:131
19,12,113,10018,10018:113
-2,12,81,20037,20037:81
0,12,137,20022,20022:137
7,12,115,10004,10004:115
-2,12,115,10020,10020:115
0,12,131,10011,10011:131
0,12,137,20018,20018:137
-10,12,23,20011,20011:23
-9,12,99,10008,10008:99
5,12,67,10059,10059:67
-12,12,85,20040,20040:85
9,12,115,10010,10010:115
2,12,27,10041,10041:27
4,12,21,10078,10078:21
0,12,74,10132,10132:74
-8,12,101,10002,10002:101
-2,12,115,10099,10099:115
3,12,63,20090,20090:63
-2,12,41,10105,10105:41
-2,12,14,10075,10075:14
-1,12,105,10006,10006:105
2,12,74,20025,20025:74
11,12,137,10073,10073:137
-1,12,33,10028,10028:33
3,12,67,10083,10083:67
34,12,139,10073,10073:139
2,12,14,10058,10058:14
-1,12,74,10035,10035:74
19,12,53,10012,10012:53
-5,12,21,10088,10088:21
35,12,14,10049,10049:14
4,12,33,20023,20023:33
13,12,2,10115,10115:2
50,12,137,10085,10085:137
39,12,105,10062,10062:105
0,12,2,20025,20025:2
2,12,2,10073,10073:2
25,12,53,10073,10073:53
50,12,14,10119,10119:14
27,12,55,10015,10015:55
2,12,27,10086,10086:27
18,12,77,10035,10035:77
9,12,99,10090,10090:99
3,12,113,10122,10122:113
50,12,41,20078,20078:41
3,12,69,20032,20032:69
-1,12,101,10013,10013:101
0,12,74,20018,20018:74
-3,12,33,20051,20051:33
26,12,105,10089,10089:105
18,12,105,20086,20086:105
1,12,2,10098,10098:2
4,12,10,10060,10060:10
2,12,129,10048,10048:129
10,12,105,20010,20010:105
20,12,99,10102,10102:99
4,12,23,10064,10064:23
12,12,83,10108,10108:83
49,12,83,10039,10039:83
0,12,83,10073,10073:83
3,12,129,10086,10086:129
50,12,139,10060,10060:139
9,12,63,10131,10131:63
4,12,33,10083,10083:33
1,12,101,10090,10090:101
2,12,83,10113,10113:83
6,12,137,10109,10109:137
26,12,113,10088,10088:113
-1,12,101,10026,10026:101
1,12,14,10043,10043:14
-13,12,10,10019,10019:10
-15,12,74,10101,10101:74
-18,12,10,10027,10027:10
0,12,139,10104,10104:139
-5,12,63,20040,20040:63
-15,12,45,20045,20045:45
-5,12,10,10013,10013:10
0,12,101,10110,10110:101
-2,12,55,10091,10091:55
7,12,45,20084,20084:45
0,12,81,20039,20039:81
1,12,45,10131,10131:45
-1,12,81,10042,10042:81
4,12,45,10094,10094:45
50,12,27,10085,10085:27
26,12,2,20089,20089:2
-30,12,10,10122,10122:10
6,12,14,20039,20039:14
-5,12,33,10032,10032:33
-4,12,69,20081,20081:69
-1,12,10,10055,10055:10
-2,12,85,10100,10100:85
-1,12,99,10028,10028:99
-1,12,95,10095,10095:95
3,12,23,10033,10033:23
0,12,41,10116,10116:41
-17,12,85,10009,10009:85
6,12,41,10097,10097:41
1,12,2,10026,10026:2
0,12,55,20040,20040:55
-29,12,137,20016,20016:137
1,12,115,10060,10060:115
-2,12,27,20063,20063:27
-6,12,77,10109,10109:77
0,12,14,10125,10125:14
2,12,81,20078,20078:81
22,12,74,10078,10078:74
50,12,53,10113,10113:53
23,12,101,10051,10051:101
2,12,81,10063,10063:81
0,12,129,10067,10067:129
-4,12,69,10099,10099:69
21,12,21,20002,20002:21
1,12,95,10080,10080:95
-3,12,101,20081,20081:101
11,12,109,20073,20073:109
19,12,37,10032,10032:37
0,12,83,10030,10030:83
0,12,55,20032,20032:55
0,12,105,20065,20065:105
-13,12,55,20045,20045:55
29,12,131,10111,10111:131
-6,12,121,10083,10083:121
-2,12,67,10066,10066:67
-2,12,45,20051,20051:45
-3,12,135,20012,20012:135
0,12,135,10028,10028:135
-2,12,2,10074,10074:2
26,12,14,10034,10034:14
-8,12,85,20004,20004:85
1,12,115,20086,20086:115
-2,12,21,10028,10028:21
23,12,10,20089,20089:10
0,12,121,20056,20056:121
12,12,95,10085,10085:95
2,12,101,20002,20002:101
0,12,95,20075,20075:95
0,12,105,10038,10038:105
0,12,115,10038,10038:115
0,12,137,20063,20063:137
0,12,113,20066,20066:113
27,12,27,10059,10059:27
2,12,41,10098,10098:41
0,12,2,10008,10008:2
0,12,95,10050,10050:95
25,12,137,10051,10051:137
-26,12,83,10096,10096:83
0,12,129,20039,20039:129
-21,12,131,20075,20075:131
-1,12,137,10122,10122:137
18,12,10,10051,10051:10
-2,12,113,10037,10037:113
6,12,71,10088,10088:71
50,12,77,10064,10064:77
0,12,137,20010,20010:137
3,12,41,10076,10076:41
-40,12,71,10059,10059:71
3,12,41,10066,10066:41
0,12,137,20088,20088:137
3,12,81,10019,10019:81
17,12,121,10063,10063:121
2,12,109,10101,10101:109
4,12,2,10050,10050:2
14,12,101,10085,10085:101
34,12,113,10133,10133:113
-5,12,10,20010,20010:10
4,12,33,10113,10113:33
7,12,139,10115,10115:139
0,12,129,10011,10011:129
0,12,99,20088,20088:99
-15,12,135,20020,20020:135
4,12,77,20042,20042:77
0,12,121,10117,10117:121
-17,12,137,20084,20084:137
39,12,71,20054,20054:71
0,12,95,10036,10036:95
4,12,105,10122,10122:105
17,12,137,10132,10132:137
13,12,83,10020,10020:83
6,12,27,10115,10115:27
2,12,95,10103,10103:95
0,12,77,20016,20016:77
50,12,105,20057,20057:105
4,12,14,20048,20048:14
0,12,105,20018,20018:105
2,12,14,10073,10073:14
6,12,2,10095,10095:2
7,12,109,20054,20054:109
14,12,135,10013,10013:135
8,12,83,10083,10083:83
-19,12,85,20010,20010:85
0,12,101,20065,20065:101
-2,12,139,10009,10009:139
12,12,85,10020,10020:85
-2,12,129,10108,10108:129
6,12,23,20018,20018:23
13,12,10,20012,20012:10
-50,12,113,10114,10114:113
1,12,14,20081,20081:14
0,12,74,20088,20088:74
-26,12,85,10037,10037:85
22,12,115,10095,10095:115
-15,12,113,10120,10120:113
0,12,23,10098,10098:23
1,12,33,10117,10117:33
2,12,10,10038,10038:10
0,12,101,20066,20066:101
4,12,135,20069,20069:135
10,12,69,20074,20074:69
2,12,37,10103,10103:37
6,12,53,20040,20040:53
-13,12,81,10095,10095:81
-11,12,27,20011,20011:27
0,12,2,20056,20056:2
4,12,109,10058,10058:109
1,12,77,10033,10033:77
2,12,74,10043,10043:74
3,12,67,10060,10060:67
0,12,74,20087,20087:74
0,12,109,10033,10033:109
-1,12,99,10103,10103:99
0,12,109,20045,20045:109
0,12,137,20026,20026:137
-1,12,21,10042,10042:21
5,12,85,10033,10033:85
10,12,81,20045,20045:81
-1,12,101,10059,10059:101
-1,12,10,10046,10046:10
0,12,109,10011,10011:109
-4,12,55,20085,20085:55
2,12,45,10114,10114:45
5,12,95,20073,20073:95
-4,12,83,10076,10076:83
0,12,41,10060,10060:41
-5,12,23,10088,10088:23
38,12,139,10026,10026:139
1,12,41,10003,10003:41
1,12,27,10099,10099:27
3,12,135,20078,20078:135
24,12,77,20024,20024:77
-37,12,21,20016,20016:21
-4,12,21,10008,10008:21
0,12,77,10038,10038:77
0,12,115,20026,20026:115
0,12,113,20018,20018:113
11,12,85,20080,20080:85
7,12,113,10027,10027:113
8,12,135,20009,20009:135
1,12,74,20056,20056:74
7,12,95,10020,10020:95
0,12,113,20088,20088:113
0,12,14,20078,20078:14
2,12,135,10041,10041:135
19,12,21,20008,20008:21
24,12,121,10067,10067:121
-2,12,45,10014,10014:45
1,12,45,20002,20002:45
16,12,67,10119,10119:67
0,12,113,20040,20040:113
0,12,121,10101,10101:121
50,12,121,10112,10112:121
16,12,14,20037,20037:14
14,12,14,10001,10001:14
10,12,21,10045,10045:21
19,12,77,10089,10089:77
10,12,63,10105,10105:63
0,12,83,20062,20062:83
2,12,69,20011,20011:69
7,12,37,10065,10065:37
-31,12,63,10095,10095:63
0,12,139,10053,10053:139
0,12,113,20025,20025:113
8,12,2,10078,10078:2
-2,12,71,20037,20037:71
4,12,113,20051,20051:113
0,12,2,20067,20067:2
2,12,101,10084,10084:101
0,12,101,20006,20006:101
-1,12,69,10115,10115:69
0,12,27,10053,10053:27
6,12,69,20028,20028:69
0,12,33,10024,10024:33
0,12,129,10116,10116:129
41,12,53,10111,10111:53
-1,12,105,10056,10056:105
-4,12,135,10067,10067:135
2,12,10,10132,10132:10
18,12,105,20008,20008:105
-2,12,23,20012,20012:23
50,12,139,10001,10001:139
0,12,41,10122,10122:41
0,12,131,20039,20039:131
6,12,81,20067,20067:81
-5,12,53,10094,10094:53
1,12,2,10066,10066:2
21,12,53,10083,10083:53
50,12,109,10056,10056:109
7,12,71,20028,20028:71
8,12,101,10004,10004:101
1,12,37,10099,10099:37
40,12,109,10110,10110:109
-2,12,41,20057,20057:41
4,12,2,10045,10045:2
1,12,95,10122,10122:95
1,12,27,10033,10033:27
16,12,105,10043,10043:105
2,12,74,10048,10048:74
11,12,2,10053,10053:2
-2,12,81,10009,10009:81
0,12,21,20065,20065:21
4,12,131,10067,10067:131
1,12,2,10099,10099:2
-1,12,23,10006,10006:23
0,12,109,20082,20082:109
34,12,37,10122,10122:37
-22,12,95,10041,10041:95
2,12,37,10113,10113:37
12,12,81,10065,10065:81
-2,12,135,10012,10012:135
1,12,23,10052,10052:23
17,12,77,10133,10133:77
34,12,135,10133,10133:135
-1,12,2,10011,10011:2
0,12,41,10024,10024:41
30,12,109,10085,10085:109
0,12,115,20040,20040:115
-17,12,27,10062,10062:27
-7,12,135,20004,20004:135
-1,12,109,20081,20081:109
3,12,109,10116,10116:109
-1,12,23,10028,10028:23
4,12,81,10091,10091:81
15,12,21,10133,10133:21
2,12,67,10085,10085:67
-3,12,105,20024,20024:105
0,12,135,10036,10036:135
13,12,2,10131,10131:2
-2,12,135,10009,10009:135
-25,12,101,10066,10066:101
3,12,55,10077,10077:55
0,12,74,20044,20044:74
0,12,37,20003,20003:37
50,12,71,10039,10039:71
-1,12,14,10042,10042:14
4,12,53,10067,10067:53
4,12,55,20004,20004:55
13,12,74,20068,20068:74
0,12,101,20026,20026:101
-3,12,81,10115,10115:81
-1,12,105,10059,10059:105
-4,12,74,10066,10066:74
-4,12,135,10108,10108:135
0,12,27,10028,10028:27
-8,12,83,20004,20004:83
-1,12,41,10001,10001:41
0,12,63,20056,20056:63
2,12,81,10101,10101:81
50,12,137,10114,10114:137
1,12,121,20069,20069:121
0,12,101,20018,20018:101
0,12,129,10036,10036:129
-3,12,137,10120,10120:137
-1,12,139,20008,20008:139
-47,12,37,20039,20039:37
34,12,33,10111,10111:33
2,12,115,10028,10028:115
-2,12,109,10035,10035:109
4,12,101,20028,20028:101
0,12,14,20075,20075:14
0,12,101,10033,10033:101
0,12,74,20035,20035:74
1,12,33,10071,10071:33
0,12,55,10054,10054:55
26,12,2,10020,10020:2
6,12,113,10117,10117:113
0,12,69,20018,20018:69
22,12,77,20002,20002:77
-2,12,85,20028,20028:85
0,12,67,20022,20022:67
10,12,81,10097,10097:81
-3,12,81,10012,10012:81
-2,12,37,20024,20024:37
15,12,53,10105,10105:53
0,12,81,20054,20054:81
21,12,83,20065,20065:83
7,12,83,20068,20068:83
-4,12,101,10071,10071:101
0,12,74,20017,20017:74
-1,12,2,10071,10071:2
0,12,113,10035,10035:113
-1,12,74,10011,10011:74
0,12,67,20046,20046:67
25,12,85,10105,10105:85
-50,12,71,10102,10102:71
-3,12,131,20002,20002:131
10,12,23,10076,10076:23
2,12,139,20037,20037:139
38,12,53,10133,10133:53
-4,12,33,10019,10019:33
-1,12,105,20020,20020:105
31,12,53,20054,20054:53
0,12,85,20082,20082:85
1,12,105,10060,10060:105
16,12,115,20006,20006:115
0,12,74,10038,10038:74
-12,12,83,20017,20017:83
0,12,45,20047,20047:45
-3,12,129,10010,10010:129
-10,12,53,20020,20020:53
-1,12,137,10036,10036:137
-2,12,85,10098,10098:85
-1,12,131,10117,10117:131
4,12,129,10078,10078:129
-1,12,27,10037,10037:27
-3,12,131,10010,10010:131
1,12,33,10018,10018:33
0,12,55,10073,10073:55
1,12,95,10032,10032:95
4,12,67,20086,20086:67
0,12,101,20011,20011:101
1,12,109,10060,10060:109
-1,12,23,10001,10001:23
-12,12,27,10002,10002:27
-16,12,55,20020,20020:55
-1,12,121,10050,10050:121
6,12,131,20028,20028:131
6,12,101,10099,10099:101
0,12,129,20024,20024:129
29,12,53,10110,10110:53
0,12,67,10100,10100:67
8,12,115,20037,20037:115
-3,12,105,20069,20069:105
13,12,121,20042,20042:121
-2,12,27,20016,20016:27
0,12,77,20078,20078:77
2,12,131,10125,10125:131
-4,12,95,10033,10033:95
-7,12,115,20019,20019:115
0,12,85,10073,10073:85
7,12,37,10045,10045:37
0,12,23,20087,20087:23
2,12,67,10086,10086:67
34,12,113,20067,20067:113
-21,12,135,10102,10102:135
-3,12,45,10030,10030:45
0,12,115,20025,20025:115
0,12,21,10113,10113:21
1,12,139,10052,10052:139
3,12,53,20028,20028:53
50,12,10,20048,20048:10
0,12,53,10050,10050:53
-1,12,37,20080,20080:37
0,12,109,20040,20040:109
20,12,53,20089,20089:53
0,12,74,20022,20022:74
0,12,137,20066,20066:137
-1,12,67,10082,10082:67
-2,12,109,10034,10034:109
0,12,139,20032,20032:139
-15,12,115,20017,20017:115
2,12,37,10078,10078:37
8,12,105,20012,20012:105
-3,12,135,10109,10109:135
0,12,83,20040,20040:83
-1,12,113,10030,10030:113
0,12,33,10021,10021:33
0,12,71,10073,10073:71
2,12,41,20025,20025:41
7,12,101,10049,10049:101
11,12,33,20057,20057:33
-1,12,99,10034,10034:99
11,12,14,20009,20009:14
-4,12,95,10108,10108:95
2,12,77,10077,10077:77
3,12,33,10104,10104:33
-24,12,139,10005,10005:139
1,12,14,20051,20051:14
2,12,10,10099,10099:10
0,12,2,20040,20040:2
18,12,113,10095,10095:113
-1,12,53,10086,10086:53
1,12,63,10060,10060:63
2,12,83,20078,20078:83
0,12,67,10088,10088:67
19,12,113,10078,10078:113
5,12,105,10099,10099:105
-2,12,23,10009,10009:23
-17,12,63,10104,10104:63
0,12,27,20056,20056:27
28,12,41,10078,10078:41
1,12,137,10013,10013:137
13,12,109,10045,10045:109
-1,12,81,10080,10080:81
8,12,115,10090,10090:115
39,12,21,20042,20042:21
-21,12,55,10058,10058:55
0,12,63,20006,20006:63
0,12,137,10028,10028:137
38,12,95,10111,10111:95
-3,12,74,10034,10034:74
-1,12,23,10005,10005:23
1,12,101,10080,10080:101
10,12,45,10067,10067:45
0,12,131,10100,10100:131
1,12,21,10116,10116:21
2,12,55,20023,20023:55
0,12,69,20026,20026:69
6,12,45,10086,10086:45
-5,12,115,20073,20073:115
1,12,81,20016,20016:81
6,12,37,10096,10096:37
0,12,67,10080,10080:67
6,12,115,10056,10056:115
40,12,55,20086,20086:55
1,12,2,10062,10062:2
1,12,105,10066,10066:105
0,12,115,20048,20048:115
-2,12,113,10020,10020:113
11,12,14,10012,10012:14
-43,12,74,20016,20016:74
-4,12,10,20080,20080:10
-2,12,129,10043,10043:129
-2,12,139,10012,10012:139
-2,12,21,10055,10055:21
28,12,55,10109,10109:55
0,12,99,10033,10033:99
-15,12,135,20045,20045:135
0,12,63,20028,20028:63
0,12,129,20019,20019:129
2,12,23,20025,20025:23
-2,12,71,10082,10082:71
-2,12,95,10005,10005:95
1,12,129,10038,10038:129
1,12,95,10113,10113:95
-2,12,74,10108,10108:74
0,12,83,10025,10025:83
0,12,10,20087,20087:10
0,12,41,10077,10077:41
5,12,83,10115,10115:83
0,12,45,10042,10042:45
5,12,101,20063,20063:101
2,12,74,10062,10062:74
11,12,85,10116,10116:85
-1,12,71,10006,10006:71
-3,12,23,10030,10030:23
-2,12,45,10115,10115:45
-2,12,83,10018,10018:83
25,12,2,10049,10049:2
-1,12,105,10028,10028:105
7,12,2,10019,10019:2
0,12,33,20073,20073:33
-1,12,45,10053,10053:45
-16,12,101,10055,10055:101
1,12,45,10073,10073:45
-1,12,37,10011,10011:37
-23,12,95,10083,10083:95
10,12,121,20073,20073:121
4,12,55,20080,20080:55
2,12,2,10059,10059:2
-32,12,131,10083,10083:131
0,12,14,10089,10089:14
0,12,115,20046,20046:115
26,12,71,10038,10038:71
-39,12,139,20039,20039:139
-9,12,113,10094,10094:113
0,12,113,20044,20044:113
50,12,139,20057,20057:139
0,12,14,20022,20022:14
3,12,45,10085,10085:45
34,12,74,10111,10111:74
0,12,121,10028,10028:121
50,12,69,20044,20044:69
32,12,105,10131,10131:105
21,12,53,10026,10026:53
-2,12,101,10003,10003:101
-2,12,74,10012,10012:74
15,12,83,20016,20016:83
11,12,21,20057,20057:21
50,12,63,10065,10065:63
16,12,113,10039,10039:113
-1,12,139,10075,10075:139
29,12,23,10066,10066:23
15,12,109,20055,20055:109
1,12,135,20025,20025:135
-10,12,131,10133,10133:131
2,12,121,10115,10115:121
3,12,131,20069,20069:131
17,12,74,10014,10014:74
-4,12,10,10096,10096:10
0,12,71,20056,20056:71
0,12,105,20026,20026:105
4,12,115,10098,10098:115
1,12,105,10021,10021:105
-2,12,67,10096,10096:67
2,12,10,10052,10052:10
2,12,83,20002,20002:83
0,12,113,20019,20019:113
5,12,115,10076,10076:115
-3,12,131,10074,10074:131
23,12,137,10071,10071:137
1,12,81,20057,20057:81
-9,12,33,20011,20011:33
-2,12,131,20019,20019:131
1,12,81,10033,10033:81
-2,12,137,10108,10108:137
0,12,45,20016,20016:45
32,12,77,20068,20068:77
0,12,135,10039,10039:135
-8,12,23,10083,10083:23
-2,12,74,20081,20081:74
5,12,131,10062,10062:131
2,12,131,10060,10060:131
9,12,135,10085,10085:135
34,12,55,10034,10034:55
-5,12,23,20073,20073:23
-9,12,135,20011,20011:135
2,12,139,20082,20082:139
2,12,45,10113,10113:45
0,12,2,10042,10042:2
2,12,33,10099,10099:33
-5,12,129,10046,10046:129
