a,g,item,resp,id,b,s,m,r2
18,F,S4WantShout,perhaps,12,shout,self,want,Y
36,M,S4WantShout,no,13,shout,self,want,N
22,M,S4WantShout,no,14,shout,self,want,N
16,F,S4WantShout,no,15,shout,self,want,N
18,F,S4WantShout,no,16,shout,self,want,N
23,F,S4WantShout,no,17,shout,self,want,N
16,F,S4WantShout,no,18,shout,self,want,N
21,F,S4WantShout,no,19,shout,self,want,N
25,F,S4WantShout,no,20,shout,self,want,N
22,F,S4WantShout,no,21,shout,self,want,N
15,F,S4WantShout,yes,22,shout,self,want,Y
26,F,S4WantShout,yes,23,shout,self,want,Y
13,F,S4WantShout,no,24,shout,self,want,N
33,F,S4WantShout,no,25,shout,self,want,N
17,F,S4WantShout,no,26,shout,self,want,N
17,F,S4WantShout,no,27,shout,self,want,N
22,F,S4WantShout,perhaps,28,shout,self,want,Y
21,M,S4WantShout,perhaps,29,shout,self,want,Y
17,F,S4WantShout,no,30,shout,self,want,N
19,F,S4WantShout,yes,31,shout,self,want,Y
18,M,S4WantShout,yes,32,shout,self,want,Y
33,M,S4WantShout,no,33,shout,self,want,N
19,F,S4WantShout,no,34,shout,self,want,N
25,F,S4WantShout,no,35,shout,self,want,N
17,F,S4WantShout,no,36,shout,self,want,N
12,F,S4WantShout,no,37,shout,self,want,N
14,F,S4WantShout,yes,38,shout,self,want,Y
25,M,S4WantShout,no,39,shout,self,want,N
22,M,S4WantShout,no,40,shout,self,want,N
20,F,S4WantShout,yes,41,shout,self,want,Y
25,F,S4WantShout,yes,42,shout,self,want,Y
12,F,S4WantShout,no,43,shout,self,want,N
16,F,S4WantShout,no,44,shout,self,want,N
23,F,S4WantShout,no,45,shout,self,want,N
19,F,S4WantShout,yes,46,shout,self,want,Y
22,F,S4WantShout,yes,47,shout,self,want,Y
15,F,S4WantShout,no,48,shout,self,want,N
25,F,S4WantShout,perhaps,49,shout,self,want,Y
35,F,S4WantShout,no,50,shout,self,want,N
24,F,S4WantShout,no,51,shout,self,want,N
24,F,S4WantShout,yes,52,shout,self,want,Y
13,F,S4WantShout,no,53,shout,self,want,N
26,F,S4WantShout,no,54,shout,self,want,N
25,F,S4WantShout,no,55,shout,self,want,N
20,F,S4WantShout,yes,56,shout,self,want,Y
27,F,S4WantShout,no,57,shout,self,want,N
19,F,S4WantShout,perhaps,58,shout,self,want,Y
15,M,S4WantShout,no,59,shout,self,want,N
18,F,S4WantShout,perhaps,60,shout,self,want,Y
26,F,S4WantShout,perhaps,61,shout,self,want,Y
26,F,S4WantShout,perhaps,62,shout,self,want,Y
23,F,S4WantShout,perhaps,63,shout,self,want,Y
20,F,S4WantShout,perhaps,64,shout,self,want,Y
18,F,S4WantShout,perhaps,65,shout,self,want,Y
30,F,S4WantShout,no,66,shout,self,want,N
24,F,S4WantShout,perhaps,67,shout,self,want,Y
22,F,S4WantShout,yes,68,shout,self,want,Y
19,F,S4WantShout,perhaps,69,shout,self,want,Y
13,F,S4WantShout,perhaps,70,shout,self,want,Y
17,F,S4WantShout,no,71,shout,self,want,N
29,F,S4WantShout,yes,72,shout,self,want,Y
12,F,S4WantShout,no,73,shout,self,want,N
19,F,S4WantShout,no,74,shout,self,want,N
23,F,S4WantShout,no,75,shout,self,want,N
11,F,S4WantShout,perhaps,76,shout,self,want,Y
18,F,S4WantShout,perhaps,77,shout,self,want,Y
22,F,S4WantShout,no,78,shout,self,want,N
22,M,S4WantShout,perhaps,79,shout,self,want,Y
19,M,S4WantShout,no,80,shout,self,want,N
19,M,S4WantShout,no,81,shout,self,want,N
21,F,S4WantShout,no,82,shout,self,want,N
25,F,S4WantShout,no,83,shout,self,want,N
19,F,S4WantShout,no,84,shout,self,want,N
26,F,S4WantShout,perhaps,85,shout,self,want,Y
18,F,S4WantShout,no,86,shout,self,want,N
20,F,S4WantShout,no,87,shout,self,want,N
17,F,S4WantShout,perhaps,88,shout,self,want,Y
17,M,S4WantShout,no,89,shout,self,want,N
16,F,S4WantShout,no,90,shout,self,want,N
22,F,S4WantShout,no,91,shout,self,want,N
16,F,S4WantShout,no,92,shout,self,want,N
19,M,S4WantShout,no,93,shout,self,want,N
20,M,S4WantShout,no,94,shout,self,want,N
22,F,S4WantShout,no,95,shout,self,want,N
18,F,S4WantShout,no,96,shout,self,want,N
26,F,S4WantShout,no,97,shout,self,want,N
23,F,S4WantShout,perhaps,98,shout,self,want,Y
15,F,S4WantShout,no,99,shout,self,want,N
18,F,S4WantShout,no,100,shout,self,want,N
27,F,S4WantShout,no,101,shout,self,want,N
21,F,S4WantShout,no,102,shout,self,want,N
21,F,S4WantShout,no,103,shout,self,want,N
15,F,S4WantShout,no,104,shout,self,want,N
17,F,S4WantShout,perhaps,105,shout,self,want,Y
15,F,S4WantShout,perhaps,106,shout,self,want,Y
23,F,S4WantShout,no,107,shout,self,want,N
23,F,S4WantShout,no,108,shout,self,want,N
19,F,S4WantShout,no,109,shout,self,want,N
21,F,S4WantShout,no,110,shout,self,want,N
18,F,S4WantShout,no,111,shout,self,want,N
18,F,S4WantShout,no,112,shout,self,want,N
16,F,S4WantShout,perhaps,113,shout,self,want,Y
20,F,S4WantShout,no,114,shout,self,want,N
24,F,S4WantShout,yes,115,shout,self,want,Y
26,F,S4WantShout,no,116,shout,self,want,N
20,F,S4WantShout,perhaps,117,shout,self,want,Y
22,F,S4WantShout,no,118,shout,self,want,N
16,M,S4WantShout,no,119,shout,self,want,N
18,M,S4WantShout,perhaps,120,shout,self,want,Y
19,F,S4WantShout,no,121,shout,self,want,N
25,F,S4WantShout,no,122,shout,self,want,N
22,F,S4WantShout,no,123,shout,self,want,N
23,M,S4WantShout,yes,124,shout,self,want,Y
21,F,S4WantShout,no,125,shout,self,want,N
13,F,S4WantShout,no,126,shout,self,want,N
16,F,S4WantShout,no,127,shout,self,want,N
21,F,S4WantShout,no,128,shout,self,want,N
15,F,S4WantShout,no,129,shout,self,want,N
23,F,S4WantShout,no,130,shout,self,want,N
17,F,S4WantShout,no,131,shout,self,want,N
14,F,S4WantShout,no,132,shout,self,want,N
29,F,S4WantShout,perhaps,133,shout,self,want,Y
24,F,S4WantShout,no,134,shout,self,want,N
15,F,S4WantShout,no,135,shout,self,want,N
25,F,S4WantShout,perhaps,136,shout,self,want,Y
17,F,S4WantShout,no,137,shout,self,want,N
17,M,S4WantShout,no,138,shout,self,want,N
28,M,S4WantShout,perhaps,139,shout,self,want,Y
15,F,S4WantShout,no,140,shout,self,want,N
19,F,S4WantShout,no,141,shout,self,want,N
26,F,S4WantShout,no,142,shout,self,want,N
18,F,S4WantShout,no,143,shout,self,want,N
11,F,S4WantShout,no,144,shout,self,want,N
25,F,S4WantShout,perhaps,145,shout,self,want,Y
28,F,S4WantShout,no,146,shout,self,want,N
25,F,S4WantShout,no,147,shout,self,want,N
14,F,S4WantShout,no,148,shout,self,want,N
17,F,S4WantShout,no,149,shout,self,want,N
18,F,S4WantShout,no,150,shout,self,want,N
22,M,S4WantShout,perhaps,151,shout,self,want,Y
17,F,S4WantShout,no,152,shout,self,want,N
15,M,S4WantShout,no,153,shout,self,want,N
16,M,S4WantShout,no,154,shout,self,want,N
22,M,S4WantShout,no,155,shout,self,want,N
21,F,S4WantShout,no,156,shout,self,want,N
19,F,S4WantShout,no,157,shout,self,want,N
21,F,S4WantShout,no,158,shout,self,want,N
16,F,S4WantShout,no,159,shout,self,want,N
17,F,S4WantShout,perhaps,160,shout,self,want,Y
15,M,S4WantShout,perhaps,161,shout,self,want,Y
27,M,S4WantShout,no,162,shout,self,want,N
21,M,S4WantShout,no,163,shout,self,want,N
19,F,S4WantShout,no,164,shout,self,want,N
17,F,S4WantShout,no,165,shout,self,want,N
21,F,S4WantShout,no,166,shout,self,want,N
24,M,S4WantShout,no,167,shout,self,want,N
20,F,S4WantShout,no,168,shout,self,want,N
16,M,S4WantShout,no,169,shout,self,want,N
14,F,S4WantShout,no,170,shout,self,want,N
14,F,S4WantShout,perhaps,171,shout,self,want,Y
20,M,S4WantShout,no,172,shout,self,want,N
23,F,S4WantShout,no,173,shout,self,want,N
23,M,S4WantShout,yes,174,shout,self,want,Y
23,F,S4WantShout,no,175,shout,self,want,N
23,F,S4WantShout,perhaps,176,shout,self,want,Y
18,M,S4WantShout,perhaps,177,shout,self,want,Y
22,F,S4WantShout,perhaps,178,shout,self,want,Y
20,F,S4WantShout,yes,179,shout,self,want,Y
23,F,S4WantShout,yes,180,shout,self,want,Y
16,M,S4WantShout,no,181,shout,self,want,N
18,F,S4WantShout,no,182,shout,self,want,N
12,F,S4WantShout,no,183,shout,self,want,N
17,F,S4WantShout,perhaps,184,shout,self,want,Y
21,F,S4WantShout,yes,185,shout,self,want,Y
21,F,S4WantShout,no,186,shout,self,want,N
16,F,S4WantShout,no,187,shout,self,want,N
19,M,S4WantShout,no,188,shout,self,want,N
19,M,S4WantShout,no,189,shout,self,want,N
13,M,S4WantShout,no,190,shout,self,want,N
31,M,S4WantShout,no,191,shout,self,want,N
23,F,S4WantShout,no,192,shout,self,want,N
25,F,S4WantShout,no,193,shout,self,want,N
19,F,S4WantShout,no,194,shout,self,want,N
11,F,S4WantShout,perhaps,195,shout,self,want,Y
28,F,S4WantShout,yes,196,shout,self,want,Y
27,F,S4WantShout,no,197,shout,self,want,N
16,M,S4WantShout,no,198,shout,self,want,N
16,M,S4WantShout,no,199,shout,self,want,N
16,F,S4WantShout,yes,200,shout,self,want,Y
13,F,S4WantShout,yes,201,shout,self,want,Y
21,M,S4WantShout,no,202,shout,self,want,N
19,M,S4WantShout,no,203,shout,self,want,N
20,F,S4WantShout,no,204,shout,self,want,N
13,M,S4WantShout,no,205,shout,self,want,N
15,M,S4WantShout,no,206,shout,self,want,N
14,F,S4WantShout,no,207,shout,self,want,N
15,F,S4WantShout,no,208,shout,self,want,N
23,M,S4WantShout,perhaps,209,shout,self,want,Y
13,M,S4WantShout,no,210,shout,self,want,N
21,M,S4WantShout,perhaps,211,shout,self,want,Y
19,F,S4WantShout,perhaps,212,shout,self,want,Y
23,F,S4WantShout,perhaps,213,shout,self,want,Y
20,M,S4WantShout,no,214,shout,self,want,N
19,M,S4WantShout,no,215,shout,self,want,N
14,F,S4WantShout,no,216,shout,self,want,N
18,M,S4WantShout,no,217,shout,self,want,N
22,M,S4WantShout,perhaps,218,shout,self,want,Y
23,M,S4WantShout,perhaps,219,shout,self,want,Y
24,M,S4WantShout,no,220,shout,self,want,N
20,F,S4WantShout,yes,221,shout,self,want,Y
22,F,S4WantShout,perhaps,222,shout,self,want,Y
19,F,S4WantShout,no,223,shout,self,want,N
19,F,S4WantShout,no,224,shout,self,want,N
11,M,S4WantShout,no,225,shout,self,want,N
26,F,S4WantShout,no,226,shout,self,want,N
19,F,S4WantShout,perhaps,227,shout,self,want,Y
11,M,S4WantShout,no,228,shout,self,want,N
13,F,S4WantShout,perhaps,229,shout,self,want,Y
19,F,S4WantShout,perhaps,230,shout,self,want,Y
17,F,S4WantShout,perhaps,231,shout,self,want,Y
16,M,S4WantShout,perhaps,232,shout,self,want,Y
18,F,S4WantShout,no,233,shout,self,want,N
27,M,S4WantShout,no,234,shout,self,want,N
18,F,S4WantShout,no,235,shout,self,want,N
17,F,S4WantShout,no,236,shout,self,want,N
20,F,S4WantShout,no,237,shout,self,want,N
18,F,S4WantShout,no,238,shout,self,want,N
14,F,S4WantShout,yes,239,shout,self,want,Y
17,F,S4WantShout,no,240,shout,self,want,N
18,F,S4WantShout,no,241,shout,self,want,N
15,F,S4WantShout,no,242,shout,self,want,N
18,F,S4WantShout,no,243,shout,self,want,N
27,F,S4WantShout,yes,244,shout,self,want,Y
22,F,S4WantShout,no,245,shout,self,want,N
18,F,S4WantShout,no,246,shout,self,want,N
30,M,S4WantShout,no,247,shout,self,want,N
13,F,S4WantShout,no,248,shout,self,want,N
22,M,S4WantShout,perhaps,249,shout,self,want,Y
19,F,S4WantShout,no,250,shout,self,want,N
13,F,S4WantShout,no,251,shout,self,want,N
34,F,S4WantShout,yes,252,shout,self,want,Y
19,F,S4WantShout,no,253,shout,self,want,N
23,M,S4WantShout,no,254,shout,self,want,N
21,F,S4WantShout,perhaps,255,shout,self,want,Y
18,F,S4WantShout,no,256,shout,self,want,N
18,F,S4WantShout,no,257,shout,self,want,N
15,M,S4WantShout,no,258,shout,self,want,N
21,M,S4WantShout,perhaps,259,shout,self,want,Y
26,F,S4WantShout,perhaps,260,shout,self,want,Y
19,F,S4WantShout,perhaps,261,shout,self,want,Y
34,F,S4WantShout,yes,262,shout,self,want,Y
20,F,S4WantShout,yes,263,shout,self,want,Y
21,F,S4WantShout,yes,264,shout,self,want,Y
26,F,S4WantShout,no,265,shout,self,want,N
23,F,S4WantShout,no,266,shout,self,want,N
14,F,S4WantShout,no,267,shout,self,want,N
23,F,S4WantShout,no,268,shout,self,want,N
17,F,S4WantShout,perhaps,269,shout,self,want,Y
18,F,S4WantShout,no,270,shout,self,want,N
19,F,S4WantShout,no,271,shout,self,want,N
25,F,S4WantShout,yes,272,shout,self,want,Y
20,M,S4WantShout,perhaps,273,shout,self,want,Y
26,F,S4WantShout,no,274,shout,self,want,N
21,F,S4WantShout,no,275,shout,self,want,N
15,F,S4WantShout,no,276,shout,self,want,N
18,F,S4WantShout,perhaps,277,shout,self,want,Y
21,F,S4WantShout,no,278,shout,self,want,N
17,F,S4WantShout,no,279,shout,self,want,N
15,F,S4WantShout,no,280,shout,self,want,N
22,F,S4WantShout,yes,281,shout,self,want,Y
19,M,S4WantShout,no,282,shout,self,want,N
19,M,S4WantShout,no,283,shout,self,want,N
18,F,S4WantShout,yes,284,shout,self,want,Y
18,F,S4WantShout,no,285,shout,self,want,N
16,M,S4WantShout,no,286,shout,self,want,N
22,F,S4WantShout,no,287,shout,self,want,N
19,F,S4WantShout,yes,288,shout,self,want,Y
25,F,S4WantShout,no,289,shout,self,want,N
17,M,S4WantShout,no,290,shout,self,want,N
30,F,S4WantShout,yes,291,shout,self,want,Y
29,F,S4WantShout,yes,292,shout,self,want,Y
27,F,S4WantShout,perhaps,293,shout,self,want,Y
18,F,S4WantShout,perhaps,294,shout,self,want,Y
27,F,S4WantShout,no,295,shout,self,want,N
31,F,S4WantShout,no,296,shout,self,want,N
19,F,S4WantShout,no,297,shout,self,want,N
18,M,S4WantShout,no,298,shout,self,want,N
17,F,S4WantShout,perhaps,299,shout,self,want,Y
15,F,S4WantShout,no,300,shout,self,want,N
20,F,S4WantShout,no,301,shout,self,want,N
24,F,S4WantShout,no,302,shout,self,want,N
12,M,S4WantShout,no,303,shout,self,want,N
16,M,S4WantShout,no,304,shout,self,want,N
20,F,S4WantShout,no,305,shout,self,want,N
33,M,S4WantShout,perhaps,306,shout,self,want,Y
17,F,S4WantShout,no,307,shout,self,want,N
13,F,S4WantShout,perhaps,308,shout,self,want,Y
14,F,S4WantShout,no,309,shout,self,want,N
23,F,S4WantShout,no,310,shout,self,want,N
24,M,S4WantShout,no,311,shout,self,want,N
17,M,S4WantShout,no,312,shout,self,want,N
20,F,S4WantShout,no,313,shout,self,want,N
25,F,S4WantShout,no,314,shout,self,want,N
23,F,S4WantShout,no,315,shout,self,want,N
12,F,S4WantShout,no,316,shout,self,want,N
20,M,S1DoCurse,perhaps,1,curse,other,do,Y
11,M,S1DoCurse,no,2,curse,other,do,N
17,F,S1DoCurse,no,3,curse,other,do,N
21,F,S1DoCurse,perhaps,4,curse,other,do,Y
17,F,S1DoCurse,perhaps,5,curse,other,do,Y
21,F,S1DoCurse,yes,6,curse,other,do,Y
39,F,S1DoCurse,yes,7,curse,other,do,Y
21,F,S1DoCurse,yes,8,curse,other,do,Y
24,F,S1DoCurse,yes,9,curse,other,do,Y
16,F,S1DoCurse,perhaps,10,curse,other,do,Y
15,F,S1DoCurse,perhaps,11,curse,other,do,Y
18,F,S1DoCurse,yes,12,curse,other,do,Y
36,M,S1DoCurse,perhaps,13,curse,other,do,Y
22,M,S1DoCurse,yes,14,curse,other,do,Y
16,F,S1DoCurse,perhaps,15,curse,other,do,Y
18,F,S1DoCurse,perhaps,16,curse,other,do,Y
23,F,S1DoCurse,perhaps,17,curse,other,do,Y
16,F,S1DoCurse,perhaps,18,curse,other,do,Y
21,F,S1DoCurse,no,19,curse,other,do,N
25,F,S1DoCurse,perhaps,20,curse,other,do,Y
22,F,S1DoCurse,perhaps,21,curse,other,do,Y
15,F,S1DoCurse,yes,22,curse,other,do,Y
26,F,S1DoCurse,yes,23,curse,other,do,Y
13,F,S1DoCurse,perhaps,24,curse,other,do,Y
33,F,S1DoCurse,yes,25,curse,other,do,Y
17,F,S1DoCurse,no,26,curse,other,do,N
17,F,S1DoCurse,no,27,curse,other,do,N
22,F,S1DoCurse,perhaps,28,curse,other,do,Y
21,M,S1DoCurse,yes,29,curse,other,do,Y
17,F,S1DoCurse,perhaps,30,curse,other,do,Y
19,F,S1DoCurse,yes,31,curse,other,do,Y
18,M,S1DoCurse,yes,32,curse,other,do,Y
33,M,S1DoCurse,yes,33,curse,other,do,Y
19,F,S1DoCurse,perhaps,34,curse,other,do,Y
25,F,S1DoCurse,perhaps,35,curse,other,do,Y
17,F,S1DoCurse,perhaps,36,curse,other,do,Y
12,F,S1DoCurse,no,37,curse,other,do,N
14,F,S1DoCurse,yes,38,curse,other,do,Y
25,M,S1DoCurse,no,39,curse,other,do,N
22,M,S1DoCurse,no,40,curse,other,do,N
20,F,S1DoCurse,no,41,curse,other,do,N
25,F,S1DoCurse,no,42,curse,other,do,N
12,F,S1DoCurse,no,43,curse,other,do,N
16,F,S1DoCurse,yes,44,curse,other,do,Y
23,F,S1DoCurse,perhaps,45,curse,other,do,Y
19,F,S1DoCurse,perhaps,46,curse,other,do,Y
22,F,S1DoCurse,yes,47,curse,other,do,Y
15,F,S1DoCurse,no,48,curse,other,do,N
25,F,S1DoCurse,yes,49,curse,other,do,Y
35,F,S1DoCurse,yes,50,curse,other,do,Y
24,F,S1DoCurse,perhaps,51,curse,other,do,Y
24,F,S1DoCurse,yes,52,curse,other,do,Y
13,F,S1DoCurse,perhaps,53,curse,other,do,Y
26,F,S1DoCurse,yes,54,curse,other,do,Y
25,F,S1DoCurse,yes,55,curse,other,do,Y
20,F,S1DoCurse,perhaps,56,curse,other,do,Y
27,F,S1DoCurse,yes,57,curse,other,do,Y
19,F,S1DoCurse,perhaps,58,curse,other,do,Y
15,M,S1DoCurse,perhaps,59,curse,other,do,Y
18,F,S1DoCurse,no,60,curse,other,do,N
26,F,S1DoCurse,yes,61,curse,other,do,Y
26,F,S1DoCurse,yes,62,curse,other,do,Y
23,F,S1DoCurse,no,63,curse,other,do,N
20,F,S1DoCurse,no,64,curse,other,do,N
18,F,S1DoCurse,yes,65,curse,other,do,Y
30,F,S1DoCurse,yes,66,curse,other,do,Y
24,F,S1DoCurse,yes,67,curse,other,do,Y
22,F,S1DoCurse,yes,68,curse,other,do,Y
19,F,S1DoCurse,no,69,curse,other,do,N
13,F,S1DoCurse,no,70,curse,other,do,N
17,F,S1DoCurse,no,71,curse,other,do,N
29,F,S1DoCurse,no,72,curse,other,do,N
12,F,S1DoCurse,no,73,curse,other,do,N
19,F,S1DoCurse,no,74,curse,other,do,N
23,F,S1DoCurse,no,75,curse,other,do,N
11,F,S1DoCurse,no,76,curse,other,do,N
18,F,S1DoCurse,no,77,curse,other,do,N
22,F,S1DoCurse,no,78,curse,other,do,N
22,M,S1DoCurse,no,79,curse,other,do,N
19,M,S1DoCurse,yes,80,curse,other,do,Y
19,M,S1DoCurse,no,81,curse,other,do,N
21,F,S1DoCurse,perhaps,82,curse,other,do,Y
25,F,S1DoCurse,perhaps,83,curse,other,do,Y
19,F,S1DoCurse,perhaps,84,curse,other,do,Y
26,F,S1DoCurse,perhaps,85,curse,other,do,Y
18,F,S1DoCurse,no,86,curse,other,do,N
20,F,S1DoCurse,perhaps,87,curse,other,do,Y
17,F,S1DoCurse,perhaps,88,curse,other,do,Y
17,M,S1DoCurse,perhaps,89,curse,other,do,Y
16,F,S1DoCurse,no,90,curse,other,do,N
22,F,S1DoCurse,no,91,curse,other,do,N
16,F,S1DoCurse,no,92,curse,other,do,N
19,M,S1DoCurse,yes,93,curse,other,do,Y
20,M,S1DoCurse,no,94,curse,other,do,N
22,F,S1DoCurse,yes,95,curse,other,do,Y
18,F,S1DoCurse,yes,96,curse,other,do,Y
26,F,S1DoCurse,no,97,curse,other,do,N
23,F,S1DoCurse,perhaps,98,curse,other,do,Y
15,F,S1DoCurse,no,99,curse,other,do,N
18,F,S1DoCurse,no,100,curse,other,do,N
27,F,S1DoCurse,yes,101,curse,other,do,Y
21,F,S1DoCurse,no,102,curse,other,do,N
21,F,S1DoCurse,yes,103,curse,other,do,Y
15,F,S1DoCurse,no,104,curse,other,do,N
17,F,S1DoCurse,perhaps,105,curse,other,do,Y
15,F,S1DoCurse,perhaps,106,curse,other,do,Y
23,F,S1DoCurse,perhaps,107,curse,other,do,Y
23,F,S1DoCurse,perhaps,108,curse,other,do,Y
19,F,S1DoCurse,perhaps,109,curse,other,do,Y
21,F,S1DoCurse,no,110,curse,other,do,N
18,F,S1DoCurse,perhaps,111,curse,other,do,Y
18,F,S1DoCurse,no,112,curse,other,do,N
16,F,S1DoCurse,no,113,curse,other,do,N
20,F,S1DoCurse,perhaps,114,curse,other,do,Y
24,F,S1DoCurse,yes,115,curse,other,do,Y
26,F,S1DoCurse,yes,116,curse,other,do,Y
20,F,S1DoCurse,yes,117,curse,other,do,Y
22,F,S1DoCurse,perhaps,118,curse,other,do,Y
16,M,S1DoCurse,no,119,curse,other,do,N
18,M,S1DoCurse,yes,120,curse,other,do,Y
19,F,S1DoCurse,perhaps,121,curse,other,do,Y
25,F,S1DoCurse,perhaps,122,curse,other,do,Y
22,F,S1DoCurse,yes,123,curse,other,do,Y
23,M,S1DoCurse,yes,124,curse,other,do,Y
21,F,S1DoCurse,perhaps,125,curse,other,do,Y
13,F,S1DoCurse,yes,126,curse,other,do,Y
16,F,S1DoCurse,no,127,curse,other,do,N
21,F,S1DoCurse,no,128,curse,other,do,N
15,F,S1DoCurse,no,129,curse,other,do,N
23,F,S1DoCurse,yes,130,curse,other,do,Y
17,F,S1DoCurse,no,131,curse,other,do,N
14,F,S1DoCurse,perhaps,132,curse,other,do,Y
29,F,S1DoCurse,no,133,curse,other,do,N
24,F,S1DoCurse,no,134,curse,other,do,N
15,F,S1DoCurse,perhaps,135,curse,other,do,Y
25,F,S1DoCurse,perhaps,136,curse,other,do,Y
17,F,S1DoCurse,no,137,curse,other,do,N
17,M,S1DoCurse,perhaps,138,curse,other,do,Y
28,M,S1DoCurse,perhaps,139,curse,other,do,Y
15,F,S1DoCurse,no,140,curse,other,do,N
19,F,S1DoCurse,no,141,curse,other,do,N
26,F,S1DoCurse,yes,142,curse,other,do,Y
18,F,S1DoCurse,yes,143,curse,other,do,Y
11,F,S1DoCurse,yes,144,curse,other,do,Y
25,F,S1DoCurse,yes,145,curse,other,do,Y
28,F,S1DoCurse,yes,146,curse,other,do,Y
25,F,S1DoCurse,yes,147,curse,other,do,Y
14,F,S1DoCurse,perhaps,148,curse,other,do,Y
17,F,S1DoCurse,yes,149,curse,other,do,Y
18,F,S1DoCurse,perhaps,150,curse,other,do,Y
22,M,S1DoCurse,perhaps,151,curse,other,do,Y
17,F,S1DoCurse,yes,152,curse,other,do,Y
15,M,S1DoCurse,yes,153,curse,other,do,Y
16,M,S1DoCurse,perhaps,154,curse,other,do,Y
22,M,S1DoCurse,no,155,curse,other,do,N
21,F,S1DoCurse,no,156,curse,other,do,N
19,F,S1DoCurse,yes,157,curse,other,do,Y
21,F,S1DoCurse,yes,158,curse,other,do,Y
16,F,S1DoCurse,perhaps,159,curse,other,do,Y
17,F,S1DoCurse,yes,160,curse,other,do,Y
15,M,S1DoCurse,yes,161,curse,other,do,Y
27,M,S1DoCurse,perhaps,162,curse,other,do,Y
21,M,S1DoCurse,yes,163,curse,other,do,Y
19,F,S1DoCurse,yes,164,curse,other,do,Y
17,F,S1DoCurse,no,165,curse,other,do,N
21,F,S1DoCurse,yes,166,curse,other,do,Y
24,M,S1DoCurse,yes,167,curse,other,do,Y
20,F,S1DoCurse,yes,168,curse,other,do,Y
16,M,S1DoCurse,yes,169,curse,other,do,Y
14,F,S1DoCurse,perhaps,170,curse,other,do,Y
14,F,S1DoCurse,no,171,curse,other,do,N
20,M,S1DoCurse,perhaps,172,curse,other,do,Y
23,F,S1DoCurse,perhaps,173,curse,other,do,Y
23,M,S1DoCurse,no,174,curse,other,do,N
23,F,S1DoCurse,yes,175,curse,other,do,Y
23,F,S1DoCurse,yes,176,curse,other,do,Y
18,M,S1DoCurse,yes,177,curse,other,do,Y
22,F,S1DoCurse,yes,178,curse,other,do,Y
20,F,S1DoCurse,perhaps,179,curse,other,do,Y
23,F,S1DoCurse,no,180,curse,other,do,N
16,M,S1DoCurse,no,181,curse,other,do,N
18,F,S1DoCurse,yes,182,curse,other,do,Y
12,F,S1DoCurse,perhaps,183,curse,other,do,Y
17,F,S1DoCurse,yes,184,curse,other,do,Y
21,F,S1DoCurse,no,185,curse,other,do,N
21,F,S1DoCurse,no,186,curse,other,do,N
16,F,S1DoCurse,perhaps,187,curse,other,do,Y
19,M,S1DoCurse,yes,188,curse,other,do,Y
19,M,S1DoCurse,perhaps,189,curse,other,do,Y
13,M,S1DoCurse,yes,190,curse,other,do,Y
31,M,S1DoCurse,no,191,curse,other,do,N
23,F,S1DoCurse,perhaps,192,curse,other,do,Y
25,F,S1DoCurse,yes,193,curse,other,do,Y
19,F,S1DoCurse,perhaps,194,curse,other,do,Y
11,F,S1DoCurse,yes,195,curse,other,do,Y
28,F,S1DoCurse,yes,196,curse,other,do,Y
27,F,S1DoCurse,no,197,curse,other,do,N
16,M,S1DoCurse,yes,198,curse,other,do,Y
16,M,S1DoCurse,yes,199,curse,other,do,Y
16,F,S1DoCurse,perhaps,200,curse,other,do,Y
13,F,S1DoCurse,perhaps,201,curse,other,do,Y
21,M,S1DoCurse,yes,202,curse,other,do,Y
19,M,S1DoCurse,yes,203,curse,other,do,Y
20,F,S1DoCurse,perhaps,204,curse,other,do,Y
13,M,S1DoCurse,yes,205,curse,other,do,Y
15,M,S1DoCurse,perhaps,206,curse,other,do,Y
14,F,S1DoCurse,yes,207,curse,other,do,Y
15,F,S1DoCurse,perhaps,208,curse,other,do,Y
23,M,S1DoCurse,yes,209,curse,other,do,Y
13,M,S1DoCurse,perhaps,210,curse,other,do,Y
21,M,S1DoCurse,perhaps,211,curse,other,do,Y
19,F,S1DoCurse,perhaps,212,curse,other,do,Y
23,F,S1DoCurse,no,213,curse,other,do,N
20,M,S1DoCurse,yes,214,curse,other,do,Y
19,M,S1DoCurse,yes,215,curse,other,do,Y
14,F,S1DoCurse,yes,216,curse,other,do,Y
18,M,S1DoCurse,perhaps,217,curse,other,do,Y
22,M,S1DoCurse,no,218,curse,other,do,N
23,M,S1DoCurse,perhaps,219,curse,other,do,Y
24,M,S1DoCurse,yes,220,curse,other,do,Y
20,F,S1DoCurse,perhaps,221,curse,other,do,Y
22,F,S1DoCurse,perhaps,222,curse,other,do,Y
19,F,S1DoCurse,perhaps,223,curse,other,do,Y
19,F,S1DoCurse,yes,224,curse,other,do,Y
11,M,S1DoCurse,yes,225,curse,other,do,Y
26,F,S1DoCurse,no,226,curse,other,do,N
19,F,S1DoCurse,perhaps,227,curse,other,do,Y
11,M,S1DoCurse,yes,228,curse,other,do,Y
13,F,S1DoCurse,perhaps,229,curse,other,do,Y
19,F,S1DoCurse,perhaps,230,curse,other,do,Y
17,F,S1DoCurse,perhaps,231,curse,other,do,Y
16,M,S1DoCurse,no,232,curse,other,do,N
18,F,S1DoCurse,perhaps,233,curse,other,do,Y
