G,H,studage,lectage,A,I,Y
AiT,KL,6,6,Y,n,4
AiT,EL,6,4,Y,c,2
AiT,DF,6,1,Y,i,1
AiT,AO,6,3,Y,i,4
AiT,NS,6,5,N,k,5
AiT,Hl,6,4,Y,b,1
AiT,KW,6,2,Y,f,5
AiT,CE,6,6,Y,n,1
AiT,Ml,6,6,N,k,1
AiT,KN,6,6,Y,n,1
AiT,Lp,6,6,Y,n,1
AiT,Lq,6,6,Y,n,1
AiT,Bu,6,6,Y,n,1
AiT,Be,6,4,N,k,5
AiT,Bm,6,1,Y,b,5
AiT,ET,6,5,Y,c,3
AiT,Mm,6,6,Y,n,3
AiT,Aw,6,1,N,k,2
AiT,LT,6,1,N,k,2
AiT,BF,6,4,Y,f,2
AiT,Hp,6,6,Y,b,1
AiT,Cp,6,3,Y,f,3
AiT,Ax,6,2,N,k,3
AiT,By,6,6,Y,n,1
AiT,Ls,6,6,N,k,4
AiT,OI,6,3,Y,c,4
AiU,Jg,8,5,Y,f,3
AiU,Eb,8,6,N,d,2
AiU,Fi,8,5,N,d,2
AiU,RS,8,6,N,d,1
AiU,IG,8,6,N,d,4
AiU,Fj,8,4,Y,h,3
AiU,Fl,8,6,N,d,5
AiU,Fm,8,6,Y,k,1
AiU,Fn,8,4,Y,b,2
AiU,KS,8,6,Y,f,2
AiU,Fp,8,4,Y,g,2
AiU,RV,8,6,N,d,1
AiU,Fq,8,6,Y,f,4
AiU,An,8,1,N,d,1
AiU,Ah,8,1,Y,h,2
AiU,Fr,8,4,Y,a,5
AiU,Fs,8,4,N,d,3
AiU,JI,8,5,Y,b,4
AiU,Fu,8,1,Y,h,3
AiU,Fv,8,4,N,d,2
AiU,Dm,8,5,Y,l,2
AiU,Jr,8,1,Y,a,2
AiU,Eu,8,6,N,d,5
AiU,Jj,8,6,N,d,3
AiU,Fw,8,5,Y,g,5
AiU,Ev,8,6,N,d,1
AiU,Fy,8,1,N,d,4
AiU,Ex,8,6,N,d,3
AiU,Hw,8,6,N,d,1
AiU,Fz,8,3,N,d,5
AiU,FC,8,4,Y,h,5
AiU,GA,8,3,Y,g,3
AiU,Hx,8,4,N,d,4
AiU,RX,8,6,Y,h,3
AiU,Hn,8,3,Y,b,2
AiU,FH,8,6,N,d,1
AiU,Ap,8,1,Y,g,2
AiU,FL,8,6,Y,l,2
AiU,GD,8,3,N,d,1
AiU,GE,8,4,N,d,1
AiU,FP,8,4,N,d,2
AiU,FR,8,6,Y,l,2
AiU,GF,8,4,Y,c,1
AiU,KH,8,6,N,d,3
AiU,ID,8,3,Y,b,3
AiU,GG,8,3,N,d,2
AiU,As,8,4,N,d,3
AiU,Rb,8,6,Y,g,3
AiU,GH,8,5,Y,f,1
AiU,HS,8,1,Y,a,3
AiU,GI,8,4,Y,b,4
AiU,GJ,8,3,Y,j,2
AiU,GK,8,3,N,d,3
AiU,GL,8,4,N,d,5
AiU,Rc,8,6,Y,f,4
AiU,GN,8,3,Y,g,1
AiV,DW,2,1,N,c,4
AiV,SE,2,1,N,c,5
AiV,EJ,2,2,Y,k,4
AiV,Da,2,1,N,c,2
AiV,EN,2,1,Y,k,5
AiV,Rd,2,2,N,c,1
AiV,Re,2,1,N,c,1
AiV,OC,2,1,Y,i,4
AiV,Rf,2,1,Y,f,3
AiV,Dh,2,2,N,c,4
AiV,EZ,2,1,N,c,5
AiV,Rg,2,1,Y,f,3
AiW,TO,4,4,N,j,2
AiW,Eb,4,2,Y,d,2
AiW,Jo,4,1,Y,c,3
AiW,AJ,4,2,N,j,5
AiW,Sg,4,3,N,j,2
AiW,MY,4,3,N,j,5
AiW,BI,4,4,N,j,3
AiW,Kd,4,1,N,j,2
AiW,TI,4,3,N,j,3
AiW,Fq,4,1,Y,f,1
AiW,AO,4,4,Y,i,1
AiW,Sk,4,4,Y,g,3
AiW,Sp,4,4,N,j,2
AiW,Kg,4,1,Y,d,5
AiW,IS,4,1,N,j,1
AiW,Bh,4,4,Y,k,1
AiW,Gw,4,4,Y,d,5
AiW,Rc,4,1,Y,f,4
AiW,Bi,4,3,Y,k,1
AiW,IU,4,1,N,j,5
AiW,IW,4,2,Y,b,4
AiX,Eb,4,2,Y,d,5
AiX,CT,4,2,N,l,1
AiX,Di,4,1,N,l,2
AiX,Dj,4,1,N,l,4
AiX,CO,4,2,N,l,3
AiX,Eh,4,4,Y,d,5
AiX,Ej,4,3,Y,f,1
AiX,Cb,4,2,N,l,2
AiX,Ep,4,1,N,l,1
AiX,Er,4,2,N,l,1
AiX,Dm,4,1,N,l,1
AiX,Ev,4,2,Y,d,5
AiX,Ex,4,1,Y,d,3
AiX,FB,4,4,Y,f,1
AiX,FG,4,2,Y,f,2
AiX,Dt,4,1,N,l,1
AiX,FJ,4,3,N,l,5
AiX,Dw,4,1,N,l,3
AiX,FL,4,4,N,l,5
AiX,Qq,4,4,N,l,1
AiX,Cj,4,2,Y,f,2
AiX,SI,4,1,Y,f,3
AiX,EU,4,1,Y,h,4
AiX,Bf,4,3,Y,k,2
AiX,FR,4,1,N,l,2
AiX,LT,4,2,Y,k,3
AiX,EA,4,1,N,l,3
AiX,Bh,4,3,Y,k,1
AiX,EB,4,1,N,l,5
AiX,Co,4,2,N,l,1
AiX,Lx,4,1,N,l,2
AiX,Cs,4,2,Y,f,1
AiX,EE,4,2,Y,f,2
AiX,Qt,4,4,N,l,4
AiY,OK,6,6,Y,k,3
AiY,Hb,6,4,N,i,5
AiY,Hc,6,3,Y,n,5
AiY,Bo,6,1,N,i,4
AiY,Hf,6,3,N,i,3
AiY,SL,6,2,N,i,5
AiY,LV,6,5,N,i,2
AiY,LW,6,1,N,i,3
AiY,LY,6,2,N,i,2
AiY,Ba,6,1,N,i,5
AiY,Fu,6,1,Y,h,5
AiY,LZ,6,6,N,i,3
AiY,KU,6,4,N,i,1
AiY,La,6,2,Y,a,2
AiY,LJ,6,5,Y,b,4
AiY,BW,6,1,N,i,4
AiY,Le,6,4,Y,n,4
AiY,Bc,6,1,N,i,3
AiY,FC,6,3,Y,h,2
AiY,Ri,6,4,N,i,3
AiY,Lf,6,2,Y,n,4
AiY,DH,6,1,N,i,4
AiY,Bl,6,5,Y,k,4
AiY,DI,6,2,N,i,4
AiY,RP,6,3,N,i,2
AiY,OE,6,3,N,i,4
AiY,Ov,6,4,N,i,2
AiY,Bg,6,6,Y,k,4
AiY,DJ,6,2,N,i,3
AiY,Lj,6,2,N,i,3
AiY,Lk,6,6,Y,k,4
AiY,Ll,6,3,N,i,4
AiY,Hs,6,2,Y,h,2
AiZ,IX,8,2,N,o,5
AiZ,CG,8,4,N,o,5
AiZ,IY,8,4,N,o,2
AiZ,Ea,8,3,N,o,5
AiZ,Eb,8,2,Y,d,3
AiZ,GP,8,6,N,o,5
AiZ,Ia,8,1,N,o,4
AiZ,GR,8,3,N,o,1
AiZ,Dj,8,6,Y,l,5
AiZ,GS,8,4,N,o,5
AiZ,Nl,8,2,N,o,3
AiZ,Fm,8,6,Y,k,1
AiZ,Oj,8,6,Y,i,1
AiZ,GU,8,2,N,o,5
AiZ,Ib,8,1,N,o,3
AiZ,Eh,8,6,Y,d,5
AiZ,Ic,8,1,N,o,5
AiZ,HY,8,6,Y,h,4
AiZ,Ie,8,1,N,o,4
AiZ,AM,8,6,Y,i,2
AiZ,GV,8,4,N,o,4
AiZ,GW,8,4,N,o,5
AiZ,GX,8,3,N,o,2
AiZ,GY,8,6,N,o,1
AiZ,Nm,8,6,Y,l,1
AiZ,Gb,8,2,N,o,4
AiZ,Eq,8,6,Y,h,5
AiZ,If,8,2,N,o,4
AiZ,Tj,8,6,Y,h,4
AiZ,Dm,8,6,Y,l,4
AiZ,Es,8,6,Y,d,5
AiZ,Gd,8,1,N,o,3
AiZ,Ge,8,2,N,o,3
AiZ,Ex,8,6,Y,d,1
AiZ,Pk,8,6,Y,f,3
AiZ,Gf,8,4,N,o,5
AiZ,Gg,8,3,N,o,2
AiZ,GB,8,2,Y,d,2
AiZ,Gi,8,1,N,o,4
AiZ,FH,8,6,Y,d,2
AiZ,Gj,8,1,N,o,2
AiZ,AY,8,6,Y,b,1
AiZ,Mv,8,2,N,o,5
AiZ,Gk,8,1,N,o,5
AiZ,Gl,8,6,Y,a,5
AiZ,Gn,8,2,N,o,5
AiZ,MS,8,6,Y,l,4
AiZ,FL,8,6,Y,l,4
AiZ,Gr,8,6,N,o,4
AiZ,RB,8,6,Y,l,1
AiZ,Gs,8,3,Y,d,5
AiZ,GE,8,6,Y,d,5
AiZ,Ij,8,1,N,o,5
AiZ,Ik,8,2,N,o,5
AiZ,FR,8,6,Y,l,3
AiZ,Gw,8,2,Y,d,2
AiZ,Mw,8,6,Y,f,1
AiZ,Gx,8,3,N,o,5
AiZ,HB,8,6,N,o,5
AiZ,HC,8,1,N,o,5
AiZ,Ts,8,2,Y,d,2
AiZ,Nt,8,6,Y,l,1
AiZ,Il,8,1,N,o,4
AiZ,Im,8,4,N,o,2
AiZ,Am,8,6,Y,h,3
AiZ,HE,8,4,N,o,1
Aia,BZ,2,2,Y,k,1
Aia,Ba,2,1,N,i,3
Aia,Qy,2,1,Y,k,2
Aia,LZ,2,4,N,i,5
Aia,LJ,2,1,Y,b,1
Aia,RQ,2,2,N,i,1
Aia,DH,2,1,N,i,4
Aia,PS,2,1,N,i,1
Aia,OE,2,2,N,i,5
Aia,Dv,2,2,Y,k,2
Aia,Ho,2,3,Y,k,5
Aia,Lk,2,2,Y,k,2
Aia,Ll,2,2,N,i,2
Aia,PT,2,3,Y,b,4
Aib,QS,2,1,N,e,5
Aib,QT,2,1,N,e,3
Aib,QU,2,1,N,e,2
Aib,RL,2,1,Y,a,1
Aib,QW,2,1,N,e,5
Aib,DQ,2,1,N,e,3
Aib,QZ,2,1,N,e,4
Aib,NW,2,1,N,e,5
Aib,DS,2,1,N,e,3
Aib,RM,2,1,Y,k,5
Aib,RN,2,1,N,e,3
Aib,RO,2,2,N,e,4
Aib,NZ,2,1,N,e,4
Aic,DN,2,1,N,b,5
Aic,Hi,2,1,Y,k,5
Aic,Oh,2,1,Y,k,4
Aic,Eq,2,1,Y,h,5
Aic,Ou,2,2,Y,i,3
Aic,Nz,2,1,Y,k,3
Aic,Rl,2,2,Y,h,5
Aid,Hb,4,2,Y,i,3
Aid,OJ,4,1,N,n,1
Aid,Qg,4,2,Y,k,3
Aid,Bb,4,3,Y,k,4
Aid,Qy,4,3,Y,k,2
Aid,KV,4,2,Y,h,5
Aid,AA,4,3,Y,b,1
Aid,Hm,4,1,Y,b,3
Aid,EP,4,2,N,n,5
Aid,Dv,4,1,Y,k,3
Aid,Nb,4,2,N,n,5
Aid,Qi,4,1,Y,k,3
Aid,Lj,4,1,Y,i,4
Aid,Mn,4,2,N,n,5
Aid,OB,4,4,Y,i,1
Aie,DN,2,1,Y,b,5
Aie,Hi,2,1,N,k,3
Aie,Oh,2,1,N,k,3
Aie,Ln,2,1,Y,h,3
Aie,On,2,2,Y,b,3
Aie,Ou,2,2,Y,i,2
Aie,Nz,2,1,N,k,1
Aie,Op,2,2,Y,b,4
Aie,NT,2,2,N,k,1
Aif,OK,6,6,Y,k,3
Aif,AV,6,6,Y,k,1
Aif,Hb,6,1,N,i,5
Aif,Hc,6,3,Y,n,5
Aif,Ln,6,4,Y,h,3
Aif,Hf,6,1,N,i,3
Aif,LW,6,2,N,i,5
Aif,LY,6,2,N,i,1
Aif,Ba,6,5,N,i,5
Aif,KL,6,2,Y,n,4
Aif,LZ,6,6,N,i,5
Aif,KU,6,4,N,i,2
Aif,LJ,6,5,Y,b,2
Aif,BW,6,3,N,i,5
Aif,Le,6,2,Y,n,1
Aif,Ri,6,4,N,i,4
Aif,DH,6,5,N,i,4
Aif,DI,6,2,N,i,3
Aif,RP,6,3,N,i,3
Aif,OE,6,3,N,i,2
Aif,MD,6,1,N,i,5
Aif,Ov,6,2,N,i,4
Aif,Bg,6,6,Y,k,2
Aif,DJ,6,1,N,i,4
Aif,Lk,6,6,Y,k,2
Aif,Ll,6,3,N,i,5
Aif,Hh,6,1,N,i,4
Aif,Ow,6,3,N,i,3
Aif,PT,6,6,Y,b,4
Aig,CT,6,4,Y,l,1
Aig,UX,6,2,N,f,2
Aig,Dj,6,3,Y,l,4
Aig,CN,6,5,N,f,2
Aig,Bp,6,1,N,f,3
Aig,CO,6,4,Y,l,5
Aig,Eg,6,5,N,f,3
Aig,Rj,6,2,N,f,2
Aig,Pv,6,5,N,f,3
Aig,Pw,6,5,N,f,4
Aig,Px,6,1,N,f,3
Aig,Cb,6,4,Y,l,5
Aig,Cw,6,4,Y,h,5
Aig,Er,6,4,Y,l,4
Aig,Dm,6,3,Y,l,3
Aig,Ez,6,4,N,f,3
Aig,Ue,6,1,N,f,3
Aig,FD,6,1,N,f,3
Aig,FE,6,3,Y,l,2
Aig,FG,6,4,N,f,3
Aig,Dt,6,3,Y,l,4
Aig,QC,6,1,N,f,3
Aig,QD,6,5,N,f,3
Aig,Du,6,4,Y,k,2
Aig,HP,6,3,N,f,4
Aig,FJ,6,5,Y,l,2
Aig,FN,6,3,Y,l,5
Aig,Cj,6,4,N,f,2
Aig,EU,6,1,Y,h,4
Aig,Bf,6,5,Y,k,2
Aig,EV,6,1,Y,h,2
Aig,EB,6,3,Y,l,4
Aig,Co,6,4,Y,l,4
Aig,FT,6,3,N,f,3
Aig,QH,6,5,N,f,2
Aig,Cr,6,2,N,f,4
Aig,DC,6,4,Y,h,3
Aig,Cs,6,4,N,f,2
Aig,HW,6,3,Y,b,1
Aig,EE,6,4,N,f,1
Aih,Ee,2,1,N,f,5
Aih,Dj,2,2,Y,l,3
Aih,Oj,2,1,Y,i,1
Aih,Ef,2,2,N,f,3
Aih,Rj,2,1,N,f,2
Aih,CX,2,1,Y,l,3
Aih,Pv,2,1,N,f,4
Aih,Ej,2,1,N,f,3
Aih,CY,2,1,Y,l,2
Aih,Dm,2,2,Y,l,5
Aih,Ev,2,2,Y,d,3
Aih,FB,2,2,N,f,1
Aih,Rp,2,2,N,f,5
Aih,FG,2,1,N,f,2
Aih,QD,2,1,N,f,4
Aih,Qs,2,1,N,f,4
Aih,FJ,2,1,Y,l,3
Aih,Qq,2,2,Y,l,1
Aih,Bf,2,1,Y,k,2
Aih,Bh,2,1,Y,k,1
Aih,EB,2,2,Y,l,2
Aih,QH,2,1,N,f,5
Aih,Cr,2,1,N,f,1
Aih,Qt,2,2,Y,l,2
Aii,CG,4,6,Y,o,4
Aii,Eb,4,1,N,d,5
Aii,NH,4,1,N,d,1
Aii,Jh,4,3,N,d,4
Aii,GQ,4,2,N,d,2
Aii,Fj,4,5,Y,h,3
Aii,Ed,4,2,N,d,5
Aii,NO,4,3,N,d,1
Aii,Dj,4,5,Y,l,4
Aii,Fm,4,4,Y,k,4
Aii,VH,4,4,N,d,2
Aii,Fn,4,6,Y,b,4
Aii,GU,4,6,Y,o,3
Aii,KS,4,5,Y,f,1
Aii,Eh,4,5,N,d,2
Aii,RV,4,6,N,d,3
Aii,Fq,4,2,Y,f,2
Aii,Pe,4,2,N,d,1
Aii,Ft,4,3,N,d,4
Aii,Hu,4,1,Y,j,3
Aii,Fv,4,4,N,d,4
Aii,NA,4,4,Y,g,2
Aii,Es,4,2,N,d,4
Aii,Tb,4,3,Y,j,3
Aii,Eu,4,2,N,d,2
Aii,Jj,4,6,N,d,3
Aii,Kg,4,1,N,d,3
Aii,Ev,4,2,N,d,1
Aii,Ph,4,3,N,d,3
Aii,Ne,4,2,Y,o,3
Aii,Ex,4,6,N,d,2
Aii,LQ,4,2,N,d,3
Aii,Hw,4,4,N,d,4
Aii,Fz,4,6,N,d,3
Aii,SK,4,3,N,d,4
Aii,Hx,4,4,N,d,2
Aii,Hy,4,2,N,d,4
Aii,Sz,4,5,Y,b,1
Aii,FH,4,1,N,d,2
Aii,VG,4,3,N,d,5
Aii,TA,4,2,Y,o,3
Aii,Gl,4,6,Y,a,2
Aii,FI,4,2,Y,l,3
Aii,MS,4,5,Y,l,5
Aii,FJ,4,1,Y,l,5
Aii,FL,4,5,Y,l,2
Aii,RZ,4,1,Y,j,3
Aii,GD,4,3,N,d,3
Aii,Gs,4,1,N,d,3
Aii,GE,4,4,N,d,2
Aii,FP,4,2,N,d,5
Aii,Dy,4,2,Y,b,3
Aii,FR,4,6,Y,l,1
Aii,KH,4,4,N,d,2
Aii,LT,4,3,Y,k,2
Aii,Gw,4,1,N,d,4
Aii,GG,4,3,N,d,4
Aii,Jb,4,6,Y,g,2
Aii,Rb,4,5,Y,g,3
Aii,HD,4,3,Y,l,2
Aij,Qj,4,1,N,l,3
Aij,Qk,4,3,N,l,2
Aij,Ee,4,3,Y,f,2
Aij,Dj,4,4,N,l,4
Aij,Ef,4,4,Y,f,3
Aij,Ql,4,4,N,l,2
Aij,CX,4,3,N,l,3
Aij,Ej,4,3,Y,f,5
Aij,El,4,3,Y,o,2
Aij,CY,4,3,N,l,2
Aij,Qm,4,3,N,l,2
Aij,Eo,4,3,N,l,3
Aij,JI,4,2,Y,b,5
Aij,Dm,4,4,N,l,5
Aij,RI,4,3,N,l,1
Aij,Qn,4,4,N,l,1
Aij,Sc,4,1,N,l,3
Aij,FB,4,4,Y,f,3
Aij,Nd,4,3,N,l,3
Aij,RJ,4,2,N,l,2
Aij,FE,4,2,N,l,3
Aij,Qp,4,3,N,l,2
Aij,Dt,4,3,N,l,4
Aij,VJ,4,2,N,l,1
Aij,FN,4,2,N,l,5
Aij,Bf,4,3,Y,k,5
Aij,Bh,4,3,Y,k,4
Aij,EB,4,4,N,l,2
Aij,FT,4,2,Y,f,3
Aij,HU,4,2,N,l,5
Aik,EF,4,1,Y,n,5
Aik,Au,4,1,Y,i,1
Aik,EG,4,1,N,c,5
Aik,EH,4,4,N,c,4
Aik,DW,4,1,N,c,2
Aik,SE,4,3,N,c,3
Aik,EJ,4,1,Y,k,2
Aik,CC,4,1,N,c,3
Aik,EK,4,1,Y,b,3
Aik,NR,4,2,Y,k,5
Aik,SC,4,1,N,c,2
Aik,Da,4,2,N,c,2
Aik,NJ,4,1,N,c,4
Aik,Rd,4,4,N,c,3
Aik,Ri,4,3,Y,i,1
Aik,EO,4,3,N,c,3
Aik,ES,4,1,N,c,2
Aik,EU,4,3,Y,h,3
Aik,DB,4,2,N,c,5
Aik,SF,4,2,Y,n,2
Aik,Qi,4,3,Y,k,3
Aik,Rf,4,3,Y,f,4
Aik,Rv,4,3,Y,f,2
Aik,Rg,4,3,Y,f,2
Ail,Eb,4,2,Y,d,5
Ail,CT,4,2,N,l,3
Ail,Ec,4,1,N,l,3
Ail,Di,4,1,N,l,2
Ail,Ee,4,3,Y,f,3
Ail,Dj,4,1,N,l,3
Ail,Oj,4,3,Y,i,2
Ail,CO,4,2,N,l,3
Ail,Ef,4,4,Y,f,3
Ail,Lu,4,1,N,l,4
Ail,Eh,4,4,Y,d,4
Ail,CX,4,3,N,l,2
Ail,Ei,4,1,N,l,3
Ail,Ej,4,3,Y,f,4
Ail,El,4,3,Y,o,3
Ail,Dl,4,1,N,l,3
Ail,CY,4,3,N,l,2
Ail,Eo,4,3,N,l,2
Ail,Cb,4,2,N,l,5
Ail,Ep,4,1,N,l,2
Ail,JI,4,1,Y,b,1
Ail,Eq,4,2,Y,h,4
Ail,Er,4,2,N,l,3
Ail,Dm,4,1,N,l,4
Ail,Eu,4,2,Y,d,2
Ail,Ev,4,2,Y,d,4
Ail,Ex,4,1,Y,d,1
Ail,KW,4,2,Y,f,3
Ail,Ey,4,1,N,l,2
Ail,FA,4,1,N,l,4
Ail,FB,4,4,Y,f,1
Ail,UD,4,1,N,l,2
Ail,Iu,4,3,N,l,3
Ail,FG,4,2,Y,f,1
Ail,Dt,4,1,N,l,4
Ail,FJ,4,3,N,l,1
Ail,Dw,4,1,N,l,4
Ail,FL,4,4,N,l,5
Ail,Qq,4,4,N,l,2
Ail,Cj,4,2,Y,f,4
Ail,Bf,4,3,Y,k,2
Ail,FQ,4,3,N,l,2
Ail,FR,4,1,N,l,4
Ail,LT,4,2,Y,k,3
Ail,Bh,4,3,Y,k,2
Ail,EB,4,1,N,l,2
Ail,Co,4,2,N,l,2
Ail,Lx,4,1,N,l,3
Ail,EX,4,1,Y,h,4
Ail,Cs,4,2,Y,f,3
Ail,EE,4,2,Y,f,5
Ail,Qt,4,4,N,l,1
Aim,BZ,2,2,Y,k,3
Aim,Ba,2,1,N,i,5
Aim,Qy,2,1,Y,k,2
Aim,LJ,2,1,Y,b,5
Aim,RQ,2,2,N,i,3
Aim,DH,2,1,N,i,1
Aim,PS,2,1,N,i,2
Aim,OE,2,2,N,i,4
Aim,Qi,2,2,Y,k,2
Aim,Lk,2,2,Y,k,4
Aim,Ll,2,2,N,i,5
Ain,Lt,6,6,N,f,1
Ain,TS,6,1,N,f,2
Ain,Dj,6,5,Y,l,3
Ain,BA,6,1,N,f,3
Ain,CV,6,2,N,f,3
Ain,KS,6,1,N,f,3
Ain,TT,6,2,N,f,1
Ain,JI,6,1,Y,b,1
Ain,Cc,6,2,N,f,3
Ain,TF,6,5,N,f,4
Ain,Dm,6,5,Y,l,3
Ain,KV,6,3,Y,h,5
Ain,Cg,6,3,N,f,2
Ain,TU,6,1,N,f,3
Ain,Do,6,6,N,f,5
Ain,Dp,6,1,N,f,4
Ain,Dq,6,1,N,f,2
Ain,Dr,6,2,N,f,2
Ain,Iv,6,5,N,f,3
Ain,Ih,6,1,Y,h,2
Ain,Mj,6,6,N,f,4
Ain,Du,6,5,Y,k,4
Ain,Dx,6,5,N,f,5
Ain,Cl,6,2,N,f,4
Ain,Bh,6,5,Y,k,1
Ain,Cn,6,2,N,f,4
Ain,Cp,6,1,N,f,2
Ain,EC,6,2,N,f,2
Ain,TW,6,1,N,f,5
Ain,Rc,6,5,N,f,1
Ain,TX,6,2,N,f,3
Ain,Ct,6,2,N,f,5
Ain,Bi,6,2,Y,k,2
Ain,EE,6,6,N,f,4
Ain,TY,6,1,N,f,3
Aio,VN,2,2,N,f,4
Aio,VO,2,2,N,f,5
Aio,Os,2,2,Y,c,5
Aio,Pa,2,2,N,f,2
Aio,VP,2,2,N,f,2
Aio,Rg,2,2,N,f,5
Aio,TW,2,2,N,f,5
Aio,Ot,2,2,Y,l,3
Aio,Cu,2,1,Y,a,4
Aip,CG,2,2,Y,o,5
Aip,Fj,2,1,Y,h,3
Aip,NO,2,2,N,d,5
Aip,Dj,2,1,Y,l,3
Aip,Fm,2,1,Y,k,5
Aip,Oj,2,2,Y,i,3
Aip,Fn,2,2,Y,b,5
Aip,GU,2,2,Y,o,2
Aip,RV,2,2,N,d,4
Aip,Fq,2,1,Y,f,3
Aip,Ah,2,2,Y,h,3
Aip,Dm,2,1,Y,l,5
Aip,Jj,2,2,N,d,4
Aip,Ex,2,2,N,d,4
Aip,Fz,2,2,N,d,5
Aip,JO,2,2,Y,g,1
Aip,FH,2,2,N,d,4
Aip,MS,2,1,Y,l,5
Aip,FL,2,1,Y,l,5
Aip,GE,2,1,N,d,3
Aip,Dy,2,1,Y,b,4
Aip,FR,2,2,Y,l,5
Aip,Rb,2,1,Y,g,3
Aip,Rc,2,1,Y,f,4
Aiq,EF,4,1,Y,n,5
Aiq,Au,4,1,Y,i,4
Aiq,EG,4,1,N,c,4
Aiq,EH,4,4,N,c,4
Aiq,DW,4,3,N,c,5
Aiq,EJ,4,1,Y,k,1
Aiq,CC,4,1,N,c,2
Aiq,EK,4,1,Y,b,4
Aiq,EL,4,1,N,c,4
Aiq,Da,4,2,N,c,4
Aiq,NJ,4,1,N,c,3
Aiq,Rd,4,4,N,c,3
Aiq,SD,4,1,N,c,4
Aiq,EO,4,3,N,c,4
Aiq,ES,4,1,N,c,4
Aiq,DB,4,2,N,c,4
Aiq,SF,4,2,Y,n,3
Aiq,Qi,4,3,Y,k,5
Aiq,Rv,4,3,Y,f,5
Air,IX,6,2,N,o,5
Air,CG,6,3,N,o,5
Air,Ea,6,1,N,o,5
Air,Eb,6,4,Y,d,3
Air,GP,6,2,N,o,1
Air,Fj,6,5,Y,h,2
Air,Di,6,4,Y,l,1
Air,NO,6,6,Y,d,3
Air,Dj,6,5,Y,l,4
Air,Fm,6,4,Y,k,4
Air,Oj,6,6,Y,i,3
Air,Fn,6,6,Y,b,3
Air,GU,6,4,N,o,4
Air,Ib,6,2,N,o,2
Air,KS,6,5,Y,f,1
Air,Ag,6,3,N,o,5
Air,Eh,6,5,Y,d,4
Air,Ic,6,2,N,o,3
Air,Id,6,1,N,o,1
Air,Ie,6,2,N,o,5
Air,AM,6,3,Y,i,2
Air,GV,6,4,N,o,1
Air,GW,6,1,N,o,2
Air,Fq,6,5,Y,f,1
Air,Dl,6,4,Y,l,1
Air,Gb,6,1,N,o,3
Air,Dm,6,4,Y,l,4
Air,Gc,6,1,N,o,3
Air,Gd,6,2,N,o,4
Air,Ex,6,5,Y,d,5
Air,Pk,6,5,Y,f,2
Air,LQ,6,4,Y,d,2
Air,AB,6,5,Y,f,1
Air,RA,6,2,N,o,2
Air,Sy,6,3,N,o,5
Air,Ig,6,1,N,o,1
Air,Gi,6,1,N,o,2
Air,Sz,6,4,Y,b,1
Air,FH,6,6,Y,d,2
Air,Gj,6,2,N,o,4
Air,Mv,6,1,N,o,1
Air,TA,6,4,N,o,1
Air,Gk,6,3,N,o,3
Air,Gl,6,4,Y,a,5
Air,FI,6,4,Y,l,2
Air,Kl,6,4,Y,d,1
Air,MS,6,5,Y,l,3
Air,FL,6,5,Y,l,5
Air,Gp,6,4,N,o,2
Air,Al,6,1,N,o,5
Air,RB,6,3,Y,l,1
Air,Ii,6,1,N,o,5
Air,GE,6,4,Y,d,2
Air,Ng,6,6,N,o,3
Air,Ra,6,5,Y,f,1
Air,Gu,6,2,N,o,1
Air,FR,6,6,Y,l,1
Air,LT,6,3,Y,k,1
Air,Gw,6,4,Y,d,1
Air,Mw,6,5,Y,f,1
Air,Gx,6,1,N,o,2
Air,Jb,6,6,Y,g,5
Air,Rb,6,5,Y,g,1
Air,NQ,6,1,N,o,2
Air,HB,6,4,N,o,2
Air,HC,6,2,N,o,4
Air,Am,6,3,Y,h,3
Air,Rc,6,5,Y,f,2
Air,HE,6,1,N,o,4
Ais,Lt,2,2,N,f,1
Ais,Dj,2,1,Y,l,4
Ais,BA,2,2,N,f,1
Ais,Dm,2,1,Y,l,4
Ais,Do,2,2,N,f,3
Ais,UM,2,1,N,f,1
Ais,Mj,2,2,N,f,4
Ais,Du,2,1,Y,k,3
Ais,Rq,2,1,N,f,4
Ais,Dx,2,1,N,f,2
Ais,Bh,2,1,Y,k,3
Ais,Rc,2,1,N,f,3
Ais,EE,2,2,N,f,3
Ait,AU,6,1,N,b,3
Ait,Bj,6,1,N,b,4
Ait,Lz,6,5,N,b,2
Ait,Ln,6,5,Y,h,3
Ait,Az,6,1,N,b,4
Ait,BX,6,6,Y,k,5
Ait,Ao,6,1,N,b,3
Ait,AA,6,2,N,b,2
Ait,Aa,6,5,N,b,5
Ait,Ho,6,5,Y,k,1
Ait,Qz,6,4,Y,k,1
Ait,CK,6,2,N,b,2
Aiu,QS,2,1,N,e,3
Aiu,QT,2,1,N,e,1
Aiu,QU,2,1,N,e,1
Aiu,RL,2,1,Y,a,2
Aiu,QW,2,1,N,e,5
Aiu,DQ,2,1,N,e,1
Aiu,QZ,2,1,N,e,2
Aiu,NW,2,1,N,e,1
Aiu,DS,2,1,N,e,2
Aiu,NX,2,2,N,e,1
Aiu,RM,2,1,Y,k,3
Aiu,RN,2,1,N,e,5
Aiu,RO,2,2,N,e,5
Aiu,NZ,2,1,N,e,5
Aiv,CG,2,2,N,o,4
Aiv,Fj,2,1,Y,h,1
Aiv,NO,2,2,Y,d,2
Aiv,Dj,2,1,Y,l,5
