G,Y,B,U,A
18,0.3280722,girls,0.1231502,F
18,0.6787592,girls,0.3711052,F
18,0.9675862,girls,1.1976192,F
18,0.8219882,girls,0.7017112,F
18,-0.939378,girls,-0.124804,F
18,0.0735362,girls,-0.703364,F
18,0.0735362,girls,0.3711052,F
18,-0.129085,girls,0.7843622,F
18,0.4781942,girls,0.6190592,F
18,0.2613242,girls,-0.290107,F
18,0.0735362,girls,-0.207455,F
18,0.4026692,girls,1.1149682,F
18,-0.129085,girls,0.7843622,F
18,-0.555112,girls,0.2884532,F
18,-0.338842,girls,0.1231502,F
18,0.5443412,girls,0.5364082,F
18,0.0043222,girls,0.7017112,F
19,-1.62373,mixed,-1.447227,M
19,0.3280722,mixed,0.5364082,F
19,0.4781942,mixed,0.2884532,M
19,1.4395322,mixed,0.5364082,F
19,-0.129085,mixed,1.1149682,M
19,1.5792202,mixed,0.7017112,F
19,1.3101422,mixed,1.6935282,F
19,-1.029067,mixed,0.2884532,M
19,-0.338842,mixed,0.2058022,M
19,0.3280722,mixed,0.8670142,M
19,0.2613242,mixed,0.8670142,M
19,0.4781942,mixed,0.2884532,M
19,0.6107292,mixed,-0.372758,F
19,-0.776109,mixed,-0.290107,M
19,1.4395322,mixed,1.0323172,F
19,-0.623051,mixed,0.4537562,M
19,-1.335315,mixed,-0.042152,M
19,1.4395322,mixed,0.2058022,F
19,-0.062088,mixed,0.2884532,M
19,1.3101422,mixed,1.1976192,M
19,-0.776109,mixed,0.6190592,M
19,-0.699505,mixed,0.1231502,M
19,1.9771072,mixed,0.8670142,F
19,0.7472282,mixed,-0.042152,F
19,-0.062088,mixed,0.2058022,M
19,-0.623051,mixed,-0.786016,M
19,0.9675862,mixed,1.1149682,M
19,-0.623051,mixed,0.7843622,F
19,-0.776109,mixed,0.2058022,F
19,-0.197611,mixed,-0.124804,F
19,0.4026692,mixed,-0.042152,M
19,-0.129085,mixed,0.1231502,M
19,0.4781942,mixed,1.0323172,M
19,-0.197611,mixed,-0.45541,M
19,0.0043222,mixed,1.1149682,F
19,0.2613242,mixed,0.5364082,F
19,0.5443412,mixed,0.9496652,M
19,0.4026692,mixed,0.6190592,M
19,1.1094382,mixed,0.2058022,M
19,1.3101422,mixed,1.1976192,F
19,0.6787592,mixed,-0.124804,M
19,0.7472282,mixed,1.0323172,M
19,-0.699505,mixed,-0.372758,M
19,-0.776109,mixed,-1.199273,M
19,1.5792202,mixed,0.7017112,F
19,-1.219486,mixed,-0.868667,M
19,-0.623051,mixed,1.1149682,F
19,1.7348992,mixed,0.8670142,F
19,0.0735362,mixed,0.8670142,F
19,0.4026692,mixed,-0.207455,F
19,0.5443412,mixed,1.1149682,M
19,-1.526653,mixed,0.2884532,F
19,1.6618062,mixed,1.3629222,M
19,0.2613242,mixed,0.2884532,F
19,-0.699505,mixed,-0.372758,M
20,-0.939378,mixed,0.2884532,M
20,0.8965662,mixed,2.4373912,M
20,0.1941492,mixed,0.7017112,M
20,0.2613242,mixed,-0.951318,F
20,-0.265159,mixed,-0.124804,M
20,1.2405332,mixed,-0.042152,F
20,-0.623051,mixed,-0.042152,F
20,1.8138272,mixed,0.9496652,F
20,0.0735362,mixed,-0.868667,M
20,0.4781942,mixed,-1.03397,M
20,1.3747412,mixed,0.0404992,M
20,-2.291731,mixed,-1.364576,M
20,-0.062088,mixed,0.0404992,F
20,1.3101422,mixed,1.1149682,M
20,-0.419801,mixed,-0.538061,F
20,0.0735362,mixed,-0.951318,F
20,0.5443412,mixed,-0.620713,M
20,1.3101422,mixed,1.5282252,F
20,-0.129085,mixed,0.7017112,F
20,-0.197611,mixed,-0.620713,F
20,1.1094382,mixed,0.5364082,M
20,1.0396082,mixed,1.9414832,M
20,-0.265159,mixed,-0.042152,M
20,-0.338842,mixed,0.7017112,F
20,0.1340672,mixed,0.2884532,M
20,1.6618062,mixed,2.3547402,M
20,1.6618062,mixed,1.6108772,F
20,1.2405332,mixed,1.4455742,F
20,0.6787592,mixed,0.0404992,F
20,1.2405332,mixed,1.6108772,F
20,1.5792202,mixed,2.3547402,F
20,0.1941492,mixed,0.7843622,M
20,0.6107292,mixed,0.5364082,M
20,1.2405332,mixed,0.6190592,M
20,0.8965662,mixed,0.8670142,M
20,1.0396082,mixed,1.6108772,M
20,-0.197611,mixed,0.0404992,F
20,0.9675862,mixed,-0.951318,M
20,0.3280722,mixed,0.2058022,F
21,-0.419801,girls,-1.03397,F
21,0.6787592,girls,0.2884532,F
21,0.7472282,girls,-0.786016,F
21,-0.338842,girls,0.0404992,F
21,-0.492781,girls,-0.207455,F
21,0.3280722,girls,-0.372758,F
21,0.3280722,girls,0.7017112,F
21,0.6107292,girls,1.1149682,F
21,0.4026692,girls,0.0404992,F
21,0.4026692,girls,0.8670142,F
21,1.1094382,girls,-0.207455,F
21,-0.062088,girls,-0.620713,F
21,1.3101422,girls,0.7843622,F
21,1.4395322,girls,1.1149682,F
21,0.4026692,girls,-0.620713,F
21,1.1758492,girls,0.4537562,F
21,1.9003352,girls,1.9414832,F
21,0.0043222,girls,-0.207455,F
21,1.1758492,girls,0.9496652,F
21,-0.939378,girls,0.2884532,F
21,1.1094382,girls,1.3629222,F
21,0.6107292,girls,1.0323172,F
21,-0.338842,girls,0.2884532,F
21,-1.029067,girls,0.7017112,F
21,1.7348992,girls,1.5282252,F
21,0.1340672,girls,-0.042152,F
21,1.1758492,girls,0.1231502,F
21,1.9003352,girls,2.3547402,F
21,0.4026692,girls,0.1231502,F
21,-0.699505,girls,-0.786016,F
21,0.0043222,girls,-0.786016,F
21,0.5443412,girls,-0.290107,F
21,0.2613242,girls,0.3711052,F
21,0.8965662,girls,0.2058022,F
21,1.1094382,girls,2.0241342,F
21,1.3747412,girls,0.3711052,F
21,0.7472282,girls,0.5364082,F
21,-0.197611,girls,-1.281924,F
21,-1.118624,girls,-2.356393,F
21,1.4395322,girls,0.3711052,F
21,1.1094382,girls,0.4537562,F
21,0.0735362,girls,0.5364082,F
21,-1.219486,girls,-1.61253,F
21,0.6787592,girls,0.6190592,F
21,-0.265159,girls,0.9496652,F
21,1.2405332,girls,0.8670142,F
21,-0.197611,girls,-1.61253,F
21,0.9675862,girls,1.1976192,F
21,-0.492781,girls,-0.868667,F
21,-1.62373,girls,-1.860484,F
21,0.8965662,girls,-0.207455,F
21,0.2613242,girls,0.5364082,F
21,0.4026692,girls,0.5364082,F
21,0.1941492,girls,-0.372758,F
21,0.0043222,girls,-0.620713,F
21,0.0735362,girls,0.7017112,F
21,0.0043222,girls,-0.042152,F
21,-0.623051,girls,-0.786016,F
21,1.1094382,girls,0.9496652,F
21,0.1941492,girls,-1.199273,F
21,1.3747412,girls,0.8670142,F
21,0.1941492,girls,-0.042152,F
21,0.4026692,girls,0.4537562,F
21,-0.129085,girls,0.2884532,F
21,-0.062088,girls,0.4537562,F
21,1.5061852,girls,-0.042152,F
21,0.4026692,girls,-0.45541,F
21,0.6787592,girls,0.7843622,F
21,0.0043222,girls,1.0323172,F
21,1.5792202,girls,1.3629222,F
21,-0.265159,girls,0.3711052,F
21,-0.197611,girls,1.1976192,F
21,-0.338842,girls,-0.124804,F
22,-0.265159,mixed,-0.868667,F
22,1.7348992,mixed,3.0159522,M
22,-1.526653,mixed,0.2884532,F
22,0.8965662,mixed,1.4455742,M
22,-0.129085,mixed,1.7761802,F
22,-0.419801,mixed,0.5364082,F
22,0.4026692,mixed,-0.124804,F
22,0.2613242,mixed,1.2802712,M
22,0.3280722,mixed,-0.620713,M
22,0.3280722,mixed,1.2802712,F
22,-0.265159,mixed,-0.372758,F
22,-1.118624,mixed,-0.290107,F
22,-0.623051,mixed,0.4537562,F
22,-1.335315,mixed,0.4537562,M
22,-0.338842,mixed,-0.703364,M
22,-0.776109,mixed,0.2884532,M
22,0.8219882,mixed,0.9496652,M
22,-0.492781,mixed,0.2058022,M
22,-1.118624,mixed,-1.199273,M
22,0.9675862,mixed,1.3629222,F
22,0.6107292,mixed,0.2884532,F
22,-1.526653,mixed,-2.273742,M
22,-0.555112,mixed,-2.025787,M
22,-0.492781,mixed,-0.042152,F
22,-0.062088,mixed,0.2058022,M
22,0.5443412,mixed,0.4537562,M
22,-1.335315,mixed,-1.116621,M
22,0.5443412,mixed,-0.207455,M
22,0.6107292,mixed,-0.290107,M
22,0.0043222,mixed,0.1231502,F
22,-0.129085,mixed,-0.124804,F
22,-0.062088,mixed,-0.538061,F
22,0.1941492,mixed,0.6190592,M
22,-0.419801,mixed,-0.538061,F
22,-0.555112,mixed,0.3711052,M
22,0.1941492,mixed,0.7843622,F
22,0.4026692,mixed,-1.364576,M
22,-1.836687,mixed,-1.860484,M
22,-0.492781,mixed,1.2802712,M
22,-2.291731,mixed,-0.786016,F
22,-1.118624,mixed,-0.868667,F
22,-0.776109,mixed,0.2058022,M
22,-0.492781,mixed,-0.538061,M
22,-0.939378,mixed,0.7017112,F
22,-0.85267,mixed,-1.364576,M
22,-0.623051,mixed,0.0404992,M
22,1.4395322,mixed,0.8670142,F
22,-0.939378,mixed,-0.703364,F
22,-0.85267,mixed,-0.620713,F
22,-0.85267,mixed,1.6108772,M
22,-0.623051,mixed,0.0404992,F
22,-1.836687,mixed,-0.538061,F
22,-0.197611,mixed,1.6108772,F
22,-0.776109,mixed,0.6190592,F
22,-1.438662,mixed,-0.372758,M
22,-0.197611,mixed,2.1067862,M
22,1.2405332,mixed,0.8670142,F
22,-1.962075,mixed,-1.03397,M
22,-0.939378,mixed,-0.786016,M
22,-0.939378,mixed,-0.45541,M
22,-0.419801,mixed,0.0404992,F
22,-0.939378,mixed,-2.273742,M
22,-1.526653,mixed,-1.529879,M
22,-1.526653,mixed,-0.703364,F
22,0.6107292,mixed,0.8670142,M
22,-2.291731,mixed,-1.116621,M
22,0.3280722,mixed,0.7017112,F
22,0.1941492,mixed,-0.042152,F
22,-0.338842,mixed,-1.695182,F
22,-1.962075,mixed,-1.447227,M
22,-0.699505,mixed,-0.703364,M
22,-2.510121,mixed,-0.868667,M
22,-1.219486,mixed,0.2058022,M
22,-0.419801,mixed,-0.207455,F
22,-0.419801,mixed,-1.03397,M
22,0.9675862,mixed,1.7761802,M
22,-0.129085,mixed,0.4537562,F
22,-0.338842,mixed,0.1231502,M
22,0.1941492,mixed,0.8670142,M
22,-0.85267,mixed,-0.951318,F
22,-2.291731,mixed,-1.281924,M
22,-0.419801,mixed,-0.290107,F
22,-2.291731,mixed,-1.860484,M
22,-1.219486,mixed,-0.868667,M
22,0.1340672,mixed,-0.207455,F
22,0.0735362,mixed,0.0404992,F
22,0.0735362,mixed,1.8588312,M
22,-1.335315,mixed,-0.042152,F
22,-1.335315,mixed,-0.372758,F
22,0.0735362,mixed,1.4455742,F
23,0.3280722,mixed,-0.207455,F
23,-2.291731,mixed,-0.703364,M
23,-0.85267,mixed,0.3711052,M
23,-0.555112,mixed,1.6935282,M
23,-1.029067,mixed,-1.281924,F
23,0.7472282,mixed,-1.777833,M
23,-0.338842,mixed,1.1149682,M
23,-1.723882,mixed,-1.116621,F
23,0.5443412,mixed,0.1231502,F
23,-0.555112,mixed,0.4537562,M
23,0.7472282,mixed,-0.207455,F
23,-0.776109,mixed,0.5364082,F
23,0.6107292,mixed,0.9496652,F
23,-2.108644,mixed,-1.116621,F
23,-2.75266,mixed,-2.356393,F
23,0.7472282,mixed,1.4455742,M
23,-0.776109,mixed,0.0404992,F
23,-1.029067,mixed,-0.290107,F
23,-1.029067,mixed,-1.61253,M
23,-0.062088,mixed,0.2884532,F
23,-0.338842,mixed,0.7843622,F
23,-2.291731,mixed,0.0404992,F
23,-0.939378,mixed,0.6190592,F
23,-0.338842,mixed,-0.703364,F
23,-2.510121,mixed,-1.61253,M
23,0.8219882,mixed,-1.03397,M
23,-1.962075,mixed,0.2058022,F
23,-0.939378,mixed,-1.777833,F
24,0.2613242,boys,1.4455742,M
24,1.9003352,boys,0.7017112,M
24,-0.197611,boys,-0.538061,M
24,0.8965662,boys,-0.620713,M
24,0.1941492,boys,-0.124804,M
24,1.4395322,boys,0.1231502,M
24,-0.699505,boys,-2.934953,M
24,-1.219486,boys,-1.447227,M
24,-0.555112,boys,-0.868667,M
24,-0.129085,boys,-0.124804,M
24,0.9675862,boys,-0.042152,M
24,1.7348992,boys,1.1976192,M
24,-0.265159,boys,0.2884532,M
24,-0.492781,boys,0.2884532,M
24,0.0043222,boys,-2.273742,M
24,-1.438662,boys,-0.207455,M
24,1.5061852,boys,-0.951318,M
24,0.2613242,boys,1.2802712,M
24,1.8138272,boys,0.6190592,M
24,0.4781942,boys,-1.695182,M
24,-2.510121,boys,-0.538061,M
24,-0.419801,boys,0.1231502,M
24,0.4781942,boys,0.4537562,M
24,0.0735362,boys,-0.042152,M
24,-0.699505,boys,-0.951318,M
24,-0.85267,boys,-0.45541,M
24,0.5443412,boys,-0.372758,M
24,-0.699505,boys,-1.281924,M
24,-1.526653,boys,-1.364576,M
24,0.6107292,boys,-1.281924,M
24,-0.776109,boys,-0.042152,M
24,-0.555112,boys,0.0404992,M
24,-0.939378,boys,-1.529879,M
24,1.0396082,boys,-0.786016,M
24,0.7472282,boys,-0.703364,M
24,0.6107292,boys,-0.042152,M
24,-1.118624,boys,-0.703364,M
25,-0.85267,girls,0.2884532,F
25,-0.338842,girls,-1.61253,F
25,0.1941492,girls,-0.372758,F
25,-0.129085,girls,0.6190592,F
25,0.0043222,girls,-1.03397,F
25,-0.197611,girls,-1.116621,F
25,-0.492781,girls,-1.777833,F
25,0.8219882,girls,-0.786016,F
25,-0.338842,girls,1.0323172,F
25,-1.219486,girls,-1.03397,F
25,-0.85267,girls,-1.61253,F
25,0.0735362,girls,1.3629222,F
25,0.1340672,girls,-0.124804,F
25,-0.129085,girls,0.2058022,F
25,-0.265159,girls,-0.786016,F
25,-1.836687,girls,-2.108439,F
25,0.4781942,girls,1.4455742,F
25,-2.510121,girls,-1.777833,F
25,-3.059543,girls,-2.356393,F
25,-3.059543,girls,-1.943136,F
25,-0.623051,girls,0.3711052,F
25,-1.723882,girls,-2.108439,F
25,0.5443412,girls,-0.042152,F
25,-1.723882,girls,-2.604348,F
25,-0.265159,girls,-1.447227,F
25,-1.335315,girls,-0.45541,F
25,-1.118624,girls,-0.786016,F
25,0.1941492,girls,1.1976192,F
25,-0.062088,girls,-0.372758,F
25,0.8965662,girls,0.5364082,F
25,-0.197611,girls,0.2884532,F
25,-0.85267,girls,-1.695182,F
25,-1.118624,girls,-1.943136,F
25,-0.776109,girls,-0.620713,F
25,0.3280722,girls,-0.042152,F
25,-0.197611,girls,0.0404992,F
25,-0.85267,girls,-2.108439,F
25,-0.338842,girls,-1.116621,F
25,-0.419801,girls,-0.538061,F
25,-0.699505,girls,0.0404992,F
25,-0.699505,girls,-0.620713,F
25,-1.723882,girls,-0.207455,F
25,0.2613242,girls,0.1231502,F
25,-0.338842,girls,-0.042152,F
25,0.0735362,girls,1.1976192,F
25,-0.555112,girls,-0.703364,F
25,-0.776109,girls,-1.03397,F
25,-0.555112,girls,0.0404992,F
25,-0.062088,girls,0.7017112,F
25,0.6107292,girls,0.5364082,F
25,-0.129085,girls,-0.786016,F
25,-0.623051,girls,-0.538061,F
25,-0.939378,girls,-1.943136,F
25,0.6787592,girls,-0.207455,F
25,-0.699505,girls,-1.281924,F
25,0.3280722,girls,1.7761802,F
25,-1.118624,girls,-1.447227,F
25,-0.265159,girls,-1.529879,F
25,-0.699505,girls,-1.199273,F
25,-3.059543,girls,-2.934953,F
25,-0.419801,girls,-0.290107,F
25,0.4026692,girls,-1.199273,F
25,-0.419801,girls,-0.703364,F
25,-0.939378,girls,-0.538061,F
25,-1.723882,girls,-0.786016,F
25,-0.555112,girls,-1.777833,F
25,-0.623051,girls,-1.529879,F
25,-1.526653,girls,0.2058022,F
25,0.0735362,girls,-0.538061,F
25,-1.219486,girls,-1.199273,F
25,-1.219486,girls,-1.364576,F
25,-2.510121,girls,-2.025787,F
25,0.1340672,girls,1.3629222,F
26,-0.623051,mixed,-2.108439,M
26,0.1941492,mixed,0.1231502,M
26,1.0396082,mixed,-1.116621,M
26,-0.129085,mixed,-1.199273,F
26,0.0735362,mixed,0.1231502,F
26,0.4026692,mixed,-0.703364,F
26,0.1941492,mixed,0.2058022,M
26,-0.939378,mixed,-0.786016,M
26,-0.197611,mixed,0.4537562,M
26,0.7472282,mixed,-0.786016,M
26,-0.939378,mixed,-0.703364,M
26,-2.108644,mixed,-1.695182,M
26,-0.699505,mixed,-1.281924,F
26,-1.219486,mixed,-1.116621,M
26,0.4026692,mixed,0.6190592,M
26,0.6787592,mixed,0.0404992,M
26,-0.492781,mixed,-0.620713,F
26,-0.492781,mixed,-1.447227,F
26,1.0396082,mixed,0.0404992,F
26,0.1340672,mixed,-0.620713,F
26,0.0735362,mixed,-0.703364,F
26,-1.438662,mixed,-2.686999,M
26,0.1340672,mixed,-1.116621,M
26,-0.623051,mixed,0.2058022,M
26,1.1758492,mixed,0.5364082,F
26,-0.699505,mixed,-0.124804,M
26,1.1758492,mixed,0.9496652,F
26,-1.526653,mixed,0.9496652,F
26,0.1941492,mixed,0.1231502,M
26,0.8219882,mixed,0.4537562,M
26,-1.219486,mixed,0.2884532,M
26,-0.419801,mixed,-0.951318,F
26,-1.219486,mixed,-0.868667,M
26,-1.219486,mixed,-0.620713,F
26,-0.419801,mixed,-1.777833,M
26,-0.419801,mixed,-0.372758,M
26,-1.219486,mixed,-0.538061,F
26,0.6107292,mixed,0.5364082,M
26,-0.197611,mixed,-1.529879,F
26,-0.419801,mixed,-1.695182,M
26,-0.492781,mixed,0.0404992,F
26,-1.029067,mixed,-1.777833,M
26,-1.219486,mixed,-0.620713,M
26,-0.265159,mixed,0.2058022,M
26,-0.492781,mixed,-1.199273,F
26,-1.335315,mixed,-1.943136,M
26,-0.85267,mixed,-1.116621,M
26,0.1340672,mixed,0.4537562,F
26,-0.492781,mixed,-2.521696,F
26,-1.62373,mixed,-2.19109,F
26,0.0043222,mixed,-0.951318,M
26,-0.419801,mixed,-0.042152,F
26,0.4781942,mixed,1.5282252,M
26,-0.419801,mixed,-0.951318,M
26,0.7472282,mixed,-0.207455,M
26,0.1941492,mixed,-0.124804,F
26,-1.962075,mixed,-2.439045,F
26,-0.555112,mixed,-0.290107,M
26,0.4781942,mixed,-0.124804,F
26,-0.338842,mixed,-0.951318,F
26,0.4026692,mixed,0.7017112,F
26,-1.526653,mixed,-0.703364,F
26,1.5792202,mixed,0.9496652,F
26,-0.492781,mixed,-1.695182,M
26,-1.029067,mixed,-1.61253,M
26,0.4026692,mixed,-0.124804,M
26,0.6787592,mixed,-0.207455,F
26,-2.75266,mixed,-0.951318,M
26,-0.776109,mixed,-0.620713,M
26,-1.335315,mixed,-1.860484,M
26,-2.108644,mixed,-2.76965,M
26,-0.197611,mixed,-0.124804,M
26,-0.776109,mixed,-0.703364,M
26,-0.776109,mixed,-0.951318,F
26,-1.438662,mixed,-1.695182,M
27,1.3101422,boys,0.7017112,M
27,0.0043222,boys,-2.934953,M
27,0.2613242,boys,-0.951318,M
27,0.5443412,boys,0.1231502,M
27,-2.291731,boys,-2.356393,M
27,-0.062088,boys,-0.290107,M
27,-0.699505,boys,-0.620713,M
27,-1.723882,boys,-1.943136,M
27,0.0735362,boys,0.1231502,M
27,0.3280722,boys,-0.207455,M
27,0.4026692,boys,0.2884532,M
27,-1.029067,boys,0.0404992,M
27,-0.85267,boys,-0.042152,M
27,0.7472282,boys,1.0323172,M
27,-0.197611,boys,-0.620713,M
27,0.7472282,boys,0.7017112,M
27,-1.029067,boys,-1.364576,M
27,-1.526653,boys,-2.521696,M
27,-1.029067,boys,-1.03397,M
27,0.1340672,boys,-1.529879,M
27,-1.029067,boys,-0.951318,M
27,0.6787592,boys,0.7843622,M
27,-0.062088,boys,0.5364082,M
27,-0.85267,boys,-1.364576,M
27,-0.062088,boys,-0.703364,M
27,-1.118624,boys,-1.03397,M
27,0.0735362,boys,-0.290107,M
27,0.5443412,boys,-0.786016,M
27,-0.699505,boys,-2.686999,M
27,1.3747412,boys,0.5364082,M
27,-0.419801,boys,-0.620713,M
27,-1.118624,boys,-0.786016,M
27,-1.526653,boys,-0.786016,M
27,-0.623051,boys,-1.281924,M
27,-1.335315,boys,-0.207455,M
27,-1.438662,boys,-1.447227,M
27,0.1941492,boys,-0.042152,M
27,-0.265159,boys,-0.45541,M
27,0.7472282,boys,0.2058022,M
28,-1.029067,mixed,0.3711052,M
28,-0.939378,mixed,0.8670142,F
28,0.1941492,mixed,-0.703364,M
28,-0.85267,mixed,-0.124804,F
28,-0.419801,mixed,0.1231502,M
28,-1.029067,mixed,-1.61253,F
28,-0.623051,mixed,-0.124804,F
28,0.0043222,mixed,0.7843622,M
28,-1.836687,mixed,-2.025787,M
28,-1.219486,mixed,-0.45541,M
28,-0.419801,mixed,1.6108772,F
28,-1.335315,mixed,-0.620713,M
28,-0.623051,mixed,-0.124804,M
28,-0.776109,mixed,-0.868667,M
28,-1.438662,mixed,-0.868667,M
28,-1.118624,mixed,0.2058022,M
28,-1.118624,mixed,0.3711052,F
28,-0.555112,mixed,-0.290107,M
28,-1.335315,mixed,0.2884532,M
28,-0.062088,mixed,-0.207455,F
28,0.0735362,mixed,0.7843622,F
28,-0.419801,mixed,0.1231502,M
28,-1.526653,mixed,-1.116621,M
28,-1.526653,mixed,-0.868667,M
28,-1.962075,mixed,0.1231502,M
28,-1.335315,mixed,-0.290107,F
28,0.0735362,mixed,0.4537562,F
28,-0.338842,mixed,-1.364576,M
28,-1.335315,mixed,-1.364576,F
28,-0.265159,mixed,0.7843622,F
28,-1.526653,mixed,0.5364082,F
28,-1.62373,mixed,0.3711052,M
28,-1.118624,mixed,-1.199273,F
28,-0.338842,mixed,0.6190592,M
28,-1.219486,mixed,-1.116621,M
28,-1.335315,mixed,-0.868667,M
28,-1.62373,mixed,-1.695182,M
28,-1.335315,mixed,0.3711052,M
28,-0.85267,mixed,-0.207455,F
28,-0.265159,mixed,0.2884532,F
28,-0.419801,mixed,-0.45541,F
28,-0.776109,mixed,-0.703364,F
28,-1.526653,mixed,-2.19109,F
28,0.0043222,mixed,-0.042152,F
28,-0.129085,mixed,1.2802712,F
28,-2.510121,mixed,-2.934953,M
28,-0.555112,mixed,0.3711052,F
28,-0.623051,mixed,-1.529879,M
28,0.4781942,mixed,-1.61253,M
28,-0.939378,mixed,-0.372758,F
28,-1.219486,mixed,0.0404992,F
28,-1.029067,mixed,0.2884532,F
28,0.0735362,mixed,-0.620713,M
28,-1.029067,mixed,-0.703364,M
28,-1.62373,mixed,-0.868667,M
28,-0.555112,mixed,-0.290107,F
28,-1.029067,mixed,-0.786016,M
29,0.5443412,girls,0.9496652,F
29,-0.623051,girls,-1.03397,F
29,1.3747412,girls,0.7843622,F
29,0.6107292,girls,-1.529879,F
29,-0.129085,girls,-0.45541,F
29,-0.129085,girls,0.5364082,F
29,0.9675862,girls,0.2058022,F
29,0.4781942,girls,0.7843622,F
29,0.0735362,girls,-0.372758,F
29,-0.419801,girls,-0.868667,F
29,0.8965662,girls,-0.45541,F
29,-0.939378,girls,-1.447227,F
29,1.3747412,girls,1.1149682,F
29,-0.776109,girls,-0.45541,F
29,-1.118624,girls,-2.439045,F
29,-0.338842,girls,0.0404992,F
29,0.2613242,girls,-0.786016,F
29,1.2405332,girls,0.2884532,F
29,0.0735362,girls,-0.868667,F
29,1.2405332,girls,0.2884532,F
29,-1.219486,girls,-1.943136,F
29,0.3280722,girls,-0.45541,F
29,-0.265159,girls,0.1231502,F
29,-0.265159,girls,-1.03397,F
29,-0.623051,girls,-1.03397,F
29,0.1941492,girls,-0.786016,F
29,0.8965662,girls,-0.207455,F
29,0.2613242,girls,0.2884532,F
29,0.6107292,girls,0.4537562,F
29,-0.776109,girls,-0.042152,F
29,-0.265159,girls,-1.943136,F
29,0.2613242,girls,-0.868667,F
29,0.3280722,girls,0.3711052,F
29,-0.265159,girls,0.2884532,F
29,0.0043222,girls,-0.786016,F
29,1.1758492,girls,-0.372758,F
29,0.6787592,girls,1.0323172,F
29,0.6107292,girls,-1.529879,F
29,-0.062088,girls,-1.116621,F
29,0.8219882,girls,0.1231502,F
29,0.2613242,girls,-0.538061,F
29,0.0043222,girls,-0.703364,F
29,0.3280722,girls,-0.868667,F
29,-0.939378,girls,-1.199273,F
29,-0.776109,girls,-0.951318,F
29,0.6107292,girls,0.6190592,F
29,0.4026692,girls,1.2802712,F
29,0.1340672,girls,-1.199273,F
29,0.5443412,girls,-0.207455,F
29,-0.85267,girls,-0.372758,F
29,-0.265159,girls,-0.45541,F
29,0.9675862,girls,0.7843622,F
29,1.3747412,girls,0.3711052,F
29,-0.062088,girls,-0.372758,F
29,0.9675862,girls,-0.124804,F
29,0.6787592,girls,-2.273742,F
29,-0.338842,girls,-1.199273,F
29,-1.219486,girls,-1.199273,F
29,0.8965662,girls,-1.116621,F
29,-1.335315,girls,-1.03397,F
29,0.4026692,girls,0.6190592,F
29,-0.555112,girls,0.6190592,F
29,-0.623051,girls,-0.45541,F
29,0.0043222,girls,-0.620713,F
29,1.6618062,girls,2.8506492,F
29,-0.555112,girls,-0.042152,F
29,-0.623051,girls,0.5364082,F
29,0.1340672,girls,0.5364082,F
29,-1.335315,girls,-1.943136,F
29,0.0735362,girls,-1.116621,F
29,-0.939378,girls,-1.943136,F
29,0.4026692,girls,0.4537562,F
29,-0.939378,girls,-0.124804,F
29,-1.723882,girls,0.2884532,F
29,0.1340672,girls,-0.45541,F
29,0.4026692,girls,-0.620713,F
29,0.6787592,girls,0.7843622,F
29,0.0043222,girls,-0.786016,F
29,-0.062088,girls,-0.45541,F
30,0.1340672,girls,-0.290107,F
30,0.3280722,girls,-0.124804,F
30,0.8219882,girls,0.1231502,F
30,0.1340672,girls,0.0404992,F
30,-0.338842,girls,-2.025787,F
30,1.1094382,girls,0.6190592,F
30,-1.335315,girls,-0.538061,F
30,2.1029752,girls,1.8588312,F
30,0.9675862,girls,-2.19109,F
30,-1.723882,girls,-0.786016,F
30,-0.129085,girls,-0.372758,F
30,-1.335315,girls,-0.290107,F
30,0.4781942,girls,0.3711052,F
30,-1.836687,girls,-0.951318,F
30,1.8138272,girls,1.6108772,F
30,-1.723882,girls,-0.45541,F
30,-0.419801,girls,0.7843622,F
30,0.8965662,girls,0.2058022,F
30,2.5323522,girls,1.4455742,F
30,0.6787592,girls,0.6190592,F
30,-1.219486,girls,-0.207455,F
30,0.6787592,girls,0.7843622,F
30,0.8219882,girls,0.1231502,F
30,1.8138272,girls,0.7843622,F
30,-0.197611,girls,-0.786016,F
30,1.0396082,girls,2.1067862,F
30,1.0396082,girls,1.2802712,F
30,0.9675862,girls,0.5364082,F
30,0.1941492,girls,1.1149682,F
30,-1.335315,girls,-0.124804,F
30,-1.219486,girls,-1.03397,F
30,-1.335315,girls,-1.695182,F
30,1.3101422,girls,0.7017112,F
30,1.1758492,girls,0.9496652,F
30,-0.338842,girls,-0.45541,F
30,-1.118624,girls,-0.372758,F
30,0.8965662,girls,2.8506492,F
30,-0.555112,girls,-0.538061,F
30,2.7018012,girls,2.8506492,F
30,3.6660912,girls,1.8588312,F
30,1.8138272,girls,1.1149682,F
30,0.1340672,girls,-0.207455,F
31,0.5443412,girls,0.2058022,F
31,-0.939378,girls,-0.951318,F
31,0.1340672,girls,-0.620713,F
31,-1.118624,girls,-0.124804,F
31,-1.029067,girls,-0.620713,F
31,0.2613242,girls,-0.124804,F
31,-0.338842,girls,0.2058022,F
31,0.7472282,girls,0.0404992,F
31,0.7472282,girls,-0.372758,F
31,0.1941492,girls,-0.951318,F
31,-0.939378,girls,-0.124804,F
31,-0.419801,girls,0.2058022,F
31,-0.699505,girls,-1.447227,F
31,0.4781942,girls,0.4537562,F
