id,sch,gr,cltype,hdeg,clad,exp,trace,read,math,ses,schtype,sx,eth,birthq,birthy,yrs,tch
1934,27,1,reg,BS/BA,PROB,5,W,478,567,F,inner,M,B,1980:2,1980,1.0,457
1934,27,2,reg+A,BS/BA,1,35,B,582,611,F,inner,M,B,1980:2,1980,2.0,468
1934,27,3,reg,MS/MA/MEd,3,14,W,622,642,F,inner,M,B,1980:2,1980,3.0,473
19355,50,2,small,BS/BA,1,23,W,555,568,F,rural,M,W,1979:3,1979,2.0,840
19355,50,3,small,BS/BA,1,12,W,600,606,F,rural,M,W,1979:3,1979,3.0,844
19368,63,1,reg,BS/BA,1,21,W,548,542,N,rural,F,W,1979:4,1979,1.0,1084
19368,63,2,reg,BS/BA,PROB,0,W,,,F,rural,F,W,1979:4,1979,2.0,1092
19368,63,3,reg,BS/BA,NOT,23,W,,,N,rural,F,W,1979:4,1979,3.0,1100
19386,11,K,reg,MS/MA/MEd,2,11,W,422,412,F,rural,F,B,1980:3,1980,0.0,176
19386,11,1,reg,BS/BA,1,16,W,421,449,F,rural,F,B,1980:3,1980,1.0,180
19403,24,1,reg,BS/BA,PROB,2,B,524,535,N,suburb,M,W,1980:3,1980,1.0,404
19415,3,2,reg,BS/BA,NOT,23,W,506,559,F,rural,M,W,1979:4,1979,2.0,44
19435,2,K,reg,MS/MA/MEd,1,6,W,397,412,F,urban,M,B,1980:3,1980,0.0,20
19435,2,1,small,BS/BA,1,12,W,436,488,F,urban,M,B,1980:3,1980,1.0,22
19447,4,3,reg+A,MS/MA/MEd,APPR,2,W,592,580,F,suburb,M,W,1978:4,1978,3.0,66
19463,53,3,reg+A,BS/BA,1,7,W,582,622,F,inner,M,B,1978:4,1978,3.0,925
19482,58,1,reg,BS/BA,PROB,0,W,629,529,N,suburb,M,W,1979:3,1979,1.0,1001
19482,58,2,reg,BS/BA,PROB,3,W,584,535,N,suburb,M,W,1979:3,1979,2.0,1006
19482,58,3,reg,BS/BA,1,11,W,588,576,N,suburb,M,W,1979:3,1979,3.0,1012
19497,34,K,reg+A,MS/MA/MEd,1,5,W,398,418,N,rural,M,W,1980:3,1980,0.0,593
19497,34,1,reg+A,MS/MA/MEd,1,23,W,448,474,N,rural,M,W,1980:3,1980,1.0,597
19497,35,2,reg,MS/MA/MEd,3,18,W,520,492,,rural,M,W,1980:3,1980,2.0,616
19497,35,3,reg,MS/MA/MEd,NOT,17,W,,,N,rural,M,W,1980:3,1980,3.0,620
19514,51,3,reg,BS/BA,PROB,5,W,644,655,N,suburb,F,W,1980:3,1980,3.0,886
1952,17,K,reg+A,BS/BA,1,8,B,425,520,N,suburb,F,B,1980:1,1980,0.0,269
1952,17,1,reg,BS/BA,1,16,W,457,510,F,suburb,F,B,1980:1,1980,1.0,272
1952,17,2,reg,BS/BA,NOT,12,W,,,F,suburb,F,B,1980:1,1980,2.0,276
19535,63,1,reg+A,BS/BA,1,16,W,495,529,F,rural,M,W,1979:1,1979,1.0,1088
19543,46,K,reg,BS/BA,1,12,W,507,547,N,suburb,F,W,1979:4,1979,0.0,760
19543,46,1,reg+A,BS/BA,APPR,3,W,590,612,N,suburb,F,W,1979:4,1979,1.0,766
19543,46,2,reg+A,BS/BA,1,25,W,709,674,N,suburb,F,W,1979:4,1979,2.0,770
19561,70,K,reg,BS/BA,1,10,W,461,536,N,rural,M,W,1979:3,1979,0.0,1216
19561,70,1,reg,BS/BA,PROB,0,W,,507,N,rural,M,W,1979:3,1979,1.0,1221
19561,70,2,reg,MS/MA/MEd,3,18,W,,,N,rural,M,W,1979:3,1979,2.0,1226
19561,70,3,reg,MS/MA/MEd,1,14,W,,700,N,rural,M,W,1979:3,1979,3.0,1231
1958,9,K,reg,BS/BA,1,8,W,522,559,N,urban,F,W,1979:4,1979,0.0,137
1958,9,1,reg+A,MS/MA/MEd,1,8,W,651,627,N,urban,F,W,1979:4,1979,1.0,146
1958,9,2,reg+A,MS/MA/MEd,1,19,W,669,659,N,urban,F,W,1979:4,1979,2.0,154
1958,9,3,reg+A,MS/MA/MEd,1,16,W,675,700,N,urban,F,W,1979:4,1979,3.0,160
19583,3,1,reg,BS/BA,NOT,12,W,521,549,F,rural,M,W,1979:1,1979,1.0,38
19583,3,2,reg+A,BS/BA,NOT,5,W,538,572,F,rural,M,W,1979:1,1979,2.0,45
19583,3,3,reg+A,BS/BA,PROB,3,W,564,591,F,rural,M,W,1979:1,1979,3.0,50
19599,40,3,reg+A,Ed.S,2,12,W,557,558,F,rural,F,W,1979:1,1979,3.0,692
19612,36,K,small,MS/MA/MEd,1,7,W,402,439,N,suburb,M,W,1980:2,1980,0.0,622
19612,36,1,small,BS/BA,3,19,W,505,505,N,suburb,M,W,1980:2,1980,1.0,626
19612,36,2,small,MS/MA/MEd,1,17,W,552,546,N,suburb,M,W,1980:2,1980,2.0,630
19612,36,3,small,MS/MA/MEd,1,17,W,597,610,N,suburb,M,W,1980:2,1980,3.0,634
19633,69,K,small,BS/BA,1,6,W,439,520,F,rural,F,W,1980:1,1980,0.0,1200
19633,69,1,small,BS/BA,1,13,W,579,653,F,rural,F,W,1980:1,1980,1.0,1203
19633,69,2,small,BS/BA,NOT,14,W,,,F,rural,F,W,1980:1,1980,2.0,1207
19644,1,3,reg+A,BS/BA,1,30,W,614,651,N,rural,M,W,1979:2,1979,3.0,18
19661,52,1,reg+A,MS/MA/MEd,1,13,W,527,505,F,suburb,M,B,1979:2,1979,1.0,899
19661,52,2,reg,BS/BA,1,9,W,591,541,F,suburb,M,B,1979:2,1979,2.0,903
19661,52,3,reg,BS/BA,NOT,15,B,641,583,F,suburb,M,B,1979:2,1979,3.0,908
19681,67,K,reg+A,BS/BA,1,13,W,434,478,N,rural,M,W,1980:1,1980,0.0,1165
19697,74,K,small,BS/BA,1,12,W,418,513,F,rural,F,W,1980:1,1980,0.0,1287
19697,74,1,small,MS/MA/MEd,1,13,W,536,562,F,rural,F,W,1980:1,1980,1.0,1291
19697,74,2,small,MS/MA/MEd,1,10,W,602,626,F,rural,F,W,1980:1,1980,2.0,1295
19702,59,K,reg,BS/BA,PROB,0,W,443,528,N,urban,F,B,1979:4,1979,0.0,1019
19702,59,1,reg,MS/MA/MEd,1,8,W,558,510,N,urban,F,B,1979:4,1979,1.0,1024
19702,59,2,reg,BS/BA,APPR,1,W,622,563,N,urban,F,B,1979:4,1979,2.0,1028
19702,59,3,reg,MS/MA/MEd,1,7,W,631,604,N,urban,F,B,1979:4,1979,3.0,1032
19718,73,K,reg,BS/BA,1,19,W,456,547,N,rural,F,W,1979:4,1979,0.0,1273
19718,73,1,reg+A,MS/MA/MEd,1,11,W,604,592,N,rural,F,W,1979:4,1979,1.0,1278
19718,73,2,reg+A,BS/BA,APPR,2,W,586,570,N,rural,F,W,1979:4,1979,2.0,1281
19718,73,3,reg+A,MS/MA/MEd,1,15,W,633,610,N,rural,F,W,1979:4,1979,3.0,1285
19742,37,1,reg+A,BS/BA,1,22,W,571,627,N,urban,F,W,1980:2,1980,1.0,648
19758,68,1,reg+A,BS/BA,1,9,W,492,549,F,rural,M,W,1979:2,1979,1.0,1185
19758,68,2,reg+A,BS/BA,1,23,W,542,596,F,rural,M,W,1979:2,1979,2.0,1193
19769,44,K,small,BS/BA,1,3,W,468,520,F,suburb,F,W,1980:3,1980,0.0,730
19792,37,K,reg,BS/BA,1,5,W,436,520,N,urban,M,W,1980:1,1980,0.0,640
19792,37,1,reg,BS/BA,1,20,W,530,592,N,urban,M,W,1980:1,1980,1.0,646
1980,39,K,reg+A,MS/MA/MEd,1,5,W,413,459,N,rural,F,W,1980:2,1980,0.0,664
1980,39,1,reg,BS/BA,1,12,W,553,553,N,rural,F,W,1980:2,1980,1.0,667
1980,39,2,reg,MS/MA/MEd,APPR,1,W,611,603,N,rural,F,W,1980:2,1980,2.0,671
1980,39,3,reg,MS/MA/MEd,1,18,W,610,642,N,rural,F,W,1980:2,1980,3.0,675
19806,68,1,reg,BS/BA,1,5,W,558,612,N,rural,M,W,1980:2,1980,1.0,1184
19806,68,2,reg,BS/BA,1,31,W,669,648,N,rural,M,W,1980:2,1980,2.0,1191
19806,68,3,reg,BS/BA,1,8,W,670,684,N,rural,M,W,1980:2,1980,3.0,1197
19815,25,K,reg,BS/BA,,18,B,421,454,F,suburb,F,B,1979:4,1979,0.0,419
19833,70,K,small,BS/BA,1,8,W,408,439,N,rural,M,W,1980:3,1980,0.0,1214
19833,70,1,small,MS/MA/MEd,1,12,W,,526,N,rural,M,W,1980:3,1980,1.0,1219
19851,48,1,reg+A,BS/BA,NOT,0,W,439,439,F,urban,M,W,1979:3,1979,1.0,802
19851,48,2,reg+A,MS/MA/MEd,NOT,30,W,476,481,,urban,M,W,1979:3,1979,2.0,808
19851,48,3,reg+A,MS/MA/MEd,1,9,W,517,510,F,urban,M,W,1979:3,1979,3.0,812
19863,48,1,small,MS/MA/MEd,3,16,W,651,627,N,urban,F,W,1979:4,1979,1.0,799
19863,48,2,small,BS/BA,1,28,W,709,659,,urban,F,W,1979:4,1979,2.0,805
19863,48,3,small,BS/BA,1,13,W,665,631,N,urban,F,W,1979:4,1979,3.0,810
19883,5,K,reg,BS/BA,1,8,W,400,439,N,rural,F,W,1980:3,1980,0.0,68
19883,5,1,reg,BS/BA,PROB,0,W,492,512,N,rural,F,W,1980:3,1980,1.0,72
19883,5,2,reg,BS/BA,1,9,W,549,546,N,rural,F,W,1980:3,1980,2.0,76
19883,5,3,reg,BS/BA,1,8,W,578,565,N,rural,F,W,1980:3,1980,3.0,80
19904,25,1,reg+A,MS/MA/MEd,1,9,B,474,512,F,suburb,F,B,1979:1,1979,1.0,424
19904,25,2,reg+A,MS/MA/MEd,1,18,W,,,F,suburb,F,B,1979:1,1979,2.0,428
19918,11,2,reg,BS/BA,1,13,W,,,F,rural,M,W,1978:2,1978,2.0,183
1993,55,K,reg,MS/MA/MEd,1,13,W,416,513,N,rural,M,W,1980:3,1980,0.0,943
1993,55,1,small,MS/MA/MEd,1,11,W,536,578,N,rural,M,W,1980:3,1980,1.0,946
19936,33,2,reg+A,BS/BA,NOT,6,W,560,554,F,inner,M,B,1980:1,1980,2.0,583
19936,33,3,reg+A,BS/BA,1,5,W,565,556,F,inner,M,B,1980:1,1980,3.0,588
19951,6,K,small,MS/MA/MEd,1,12,W,422,449,F,rural,M,W,1980:1,1980,0.0,82
19962,73,1,reg,MS/MA/MEd,1,13,W,,505,F,rural,M,W,1979:3,1979,1.0,1276
19962,73,2,reg+A,BS/BA,APPR,2,W,542,550,F,rural,M,W,1979:3,1979,2.0,1281
19962,73,3,reg+A,MS/MA/MEd,1,15,W,583,574,F,rural,M,W,1979:3,1979,3.0,1285
19974,27,K,reg+A,BS/BA,1,10,B,,,N,inner,F,B,1978:4,1978,0.0,451
20000,16,1,reg+A,MS/MA/MEd,2,33,B,,446,F,inner,M,B,1979:1,1979,1.0,253
20016,3,K,reg,BS/BA,1,8,W,458,536,N,rural,F,W,1980:1,1980,0.0,33
20016,3,1,reg+A,MS/MA/MEd,NOT,20,W,579,578,N,rural,F,W,1980:1,1980,1.0,41
20016,3,2,reg+A,BS/BA,1,11,W,631,620,N,rural,F,W,1980:1,1980,2.0,46
20016,3,3,reg+A,MS/MA/MEd,2,13,W,629,645,N,rural,F,W,1980:1,1980,3.0,51
20029,21,1,small,BS/BA,1,4,W,512,490,F,suburb,F,B,1980:2,1980,1.0,336
20047,76,K,small,MS/MA/MEd,1,8,W,430,494,F,rural,M,W,1980:1,1980,0.0,1321
20047,77,1,small,MS/MA/MEd,1,14,W,474,526,N,rural,M,W,1980:1,1980,1.0,1329
20058,27,2,reg+A,,,,,562,514,F,inner,M,B,1979:3,1979,2.0,469
20058,27,3,reg,MS/MA/MEd,3,14,W,582,583,F,inner,M,B,1979:3,1979,3.0,473
20075,25,1,reg+A,MS/MA/MEd,1,9,B,469,465,F,suburb,F,W,1979:3,1979,1.0,424
20088,57,K,reg+A,MS/MA/MEd,1,8,W,425,478,N,rural,M,W,1979:4,1979,0.0,981
20088,57,1,reg+A,MS/MA/MEd,1,11,W,509,518,N,rural,M,W,1979:4,1979,1.0,985
20088,57,2,reg+A,BS/BA,1,6,B,552,557,N,rural,M,W,1979:4,1979,2.0,989
20088,57,3,reg+A,BS/BA,1,7,W,629,645,N,rural,M,W,1979:4,1979,3.0,993
20109,66,K,reg+A,BS/BA,1,13,W,463,489,N,rural,F,W,1980:2,1980,0.0,1142
20109,66,1,reg,BS/BA,1,12,W,553,549,N,rural,F,W,1980:2,1980,1.0,1147
20109,66,2,reg,BS/BA,APPR,2,W,622,721,N,rural,F,W,1980:2,1980,2.0,1153
20109,66,3,reg+A,BS/BA,1,13,W,631,659,N,rural,F,W,1980:2,1980,3.0,1162
20125,37,K,reg,BS/BA,1,5,W,,,N,urban,M,B,1980:2,1980,0.0,640
20125,37,1,reg+A,MS/MA/MEd,2,11,W,519,486,F,urban,M,B,1980:2,1980,1.0,647
2013,33,2,reg,BS/BA,PROB,2,W,555,611,F,inner,M,B,1980:2,1980,2.0,582
20144,52,3,reg,BS/BA,NOT,15,B,636,636,F,suburb,M,W,1980:1,1980,3.0,908
20153,3,K,reg+A,MS/MA/MEd,1,9,W,431,444,N,rural,F,W,1980:3,1980,0.0,34
20153,3,1,reg,BS/BA,NOT,12,W,512,497,N,rural,F,W,1980:3,1980,1.0,38
20153,3,3,small,BS/BA,NOT,6,W,,,N,rural,F,W,1980:3,1980,3.0,47
20172,51,1,small,MS/MA/MEd,3,14,W,553,515,N,suburb,F,W,1980:2,1980,1.0,858
20172,51,2,small,BS/BA,1,16,B,669,620,F,suburb,F,W,1980:2,1980,2.0,873
20192,40,1,small,BS/BA,APPR,2,W,482,549,F,rural,M,W,1980:1,1980,1.0,681
20192,40,2,reg,MS/MA/MEd,1,12,W,,,F,rural,M,W,1980:1,1980,2.0,687
20192,40,3,reg,BS/BA,PROB,3,W,604,622,F,rural,M,W,1980:1,1980,3.0,691
20203,68,K,reg,BS/BA,2,10,W,487,559,F,rural,F,W,1980:3,1980,0.0,1177
20203,68,1,reg+A,BS/BA,1,9,W,571,578,F,rural,F,W,1980:3,1980,1.0,1185
20203,68,2,reg+A,BS/BA,1,23,W,637,611,F,rural,F,W,1980:3,1980,2.0,1193
20203,68,3,reg+A,MS/MA/MEd,1,15,W,647,659,F,rural,F,W,1980:3,1980,3.0,1198
20221,37,1,reg,BS/BA,1,20,W,460,505,F,urban,M,B,1980:2,1980,1.0,646
20231,70,K,reg,BS/BA,1,10,W,416,473,F,rural,F,W,1979:4,1979,0.0,1216
20231,70,1,reg+A,BS/BA,1,13,W,,,F,rural,F,W,1979:4,1979,1.0,1222
20248,72,2,reg+A,MS/MA/MEd,PROB,13,W,562,587,N,rural,M,W,1979:4,1979,2.0,1265
20248,72,3,reg+A,MS/MA/MEd,1,7,W,582,616,N,rural,M,W,1979:4,1979,3.0,1269
20270,39,1,small,BS/BA,3,19,W,553,526,N,rural,F,W,1980:2,1980,1.0,666
20286,23,K,reg+A,BS/BA,1,21,B,408,500,N,suburb,F,B,1980:2,1980,0.0,383
20286,23,1,small,BS/BA,1,4,W,527,592,N,suburb,F,B,1980:2,1980,1.0,384
20286,23,2,small,BS/BA,NOT,28,W,596,599,N,suburb,F,B,1980:2,1980,2.0,389
20301,8,2,reg,BS/BA,NOT,13,W,552,548,F,rural,F,W,1979:2,1979,2.0,125
20301,9,3,reg,BS/BA,1,7,W,,,F,urban,F,W,1979:2,1979,3.0,158
20313,43,K,small,BS/BA,,15,W,407,463,N,suburb,M,W,1980:3,1980,0.0,716
2033,33,1,reg+A,BS/BA,NOT,36,B,499,481,F,inner,M,B,1980:1,1980,1.0,578
2033,33,2,reg+A,BS/BA,1,31,B,577,577,F,inner,M,B,1980:1,1980,2.0,584
2033,33,3,reg+A,BS/BA,1,18,B,612,614,F,inner,M,B,1980:1,1980,3.0,589
20335,56,2,small,MS/MA/MEd,NOT,29,B,604,568,F,rural,M,B,1979:1,1979,2.0,968
20335,56,3,small,MS/MA/MEd,1,11,W,595,576,F,rural,M,B,1979:1,1979,3.0,974
20347,11,K,reg+A,BS/BA,1,13,W,480,602,N,rural,F,W,1980:3,1980,0.0,177
20347,11,1,reg,MS/MA/MEd,1,11,W,571,601,N,rural,F,W,1980:3,1980,1.0,179
20365,63,K,reg,MS/MA/MEd,1,6,W,416,459,N,rural,M,W,1980:2,1980,0.0,1077
20365,63,1,small,BS/BA,1,15,W,590,549,N,rural,M,W,1980:2,1980,1.0,1083
20378,15,2,reg+A,MS/MA/MEd,1,25,B,530,556,F,inner,M,B,1978:3,1978,2.0,238
20378,15,3,reg+A,MS/MA/MEd,NOT,25,W,550,535,F,inner,M,B,1978:3,1978,3.0,241
20394,7,K,reg,BS/BA,PROB,0,W,442,468,F,rural,F,W,1979:3,1979,0.0,87
20410,69,2,reg,BS/BA,1,31,W,,,N,rural,M,W,1980:3,1980,2.0,1208
20410,69,3,reg,BS/BA,1,7,W,620,636,N,rural,M,W,1980:3,1980,3.0,1212
20427,80,K,reg+A,MS/MA/MEd,1,13,W,447,520,N,rural,M,W,1979:3,1979,0.0,1377
20427,80,1,reg+A,MS/MA/MEd,2,12,W,505,553,F,rural,M,W,1979:3,1979,1.0,1380
20427,80,2,reg+A,MS/MA/MEd,1,6,W,584,559,F,rural,M,W,1979:3,1979,2.0,1383
20427,80,3,reg+A,BS/BA,PROB,16,B,592,608,F,rural,M,W,1979:3,1979,3.0,1387
20446,9,K,reg+A,BS/BA,1,11,W,456,449,N,urban,M,W,1980:2,1980,0.0,138
20446,9,1,reg,BS/BA,1,11,W,553,572,N,urban,M,W,1980:2,1980,1.0,143
20446,9,2,reg,MS/MA/MEd,1,15,W,588,554,N,urban,M,W,1980:2,1980,2.0,152
20446,9,3,reg,MS/MA/MEd,3,16,W,604,642,,urban,M,W,1980:2,1980,3.0,159
20459,24,K,reg,BS/BA,1,6,W,407,423,F,suburb,M,B,1980:3,1980,0.0,401
20459,24,1,reg,BS/BA,PROB,2,B,490,512,F,suburb,M,B,1980:3,1980,1.0,404
20459,24,2,small,MS/MA/MEd,NOT,10,B,526,526,F,suburb,M,B,1980:3,1980,2.0,408
20459,24,3,small,MS/MA/MEd,1,10,B,593,655,F,suburb,M,B,1980:3,1980,3.0,413
20471,13,K,small,BS/BA,1,4,W,,,F,rural,F,W,1979:4,1979,0.0,204
20471,13,1,small,BS/BA,1,8,W,579,578,F,rural,F,W,1979:4,1979,1.0,207
20471,13,2,small,MS/MA/MEd,1,9,W,637,611,,rural,F,W,1979:4,1979,2.0,210
20471,13,3,small,MS/MA/MEd,1,9,W,650,639,,rural,F,W,1979:4,1979,3.0,213
2048,51,1,small,BS/BA,NOT,23,W,457,449,N,suburb,F,W,1979:1,1979,1.0,859
20496,17,2,reg,BS/BA,NOT,12,W,,,F,suburb,F,B,1980:1,1980,2.0,276
20508,60,K,small,BS/BA,1,11,W,,,N,urban,M,W,1980:2,1980,0.0,1035
20508,60,1,small,BS/BA,1,12,W,571,612,N,urban,M,W,1980:2,1980,1.0,1038
20508,60,2,small,BS/BA,1,6,W,659,721,N,urban,M,W,1980:2,1980,2.0,1041
20508,60,3,small,BS/BA,1,14,W,636,678,N,urban,M,W,1980:2,1980,3.0,1044
20526,7,K,reg,MS/MA/MEd,1,15,W,465,494,F,rural,F,W,1980:2,1980,0.0,88
20526,7,1,reg+A,MS/MA/MEd,1,9,W,579,578,F,rural,F,W,1980:2,1980,1.0,96
20526,7,2,reg+A,BS/BA,1,8,W,650,593,N,rural,F,W,1980:2,1980,2.0,102
20526,7,3,reg+A,BS/BA,PROB,0,W,661,663,F,rural,F,W,1980:2,1980,3.0,109
2054,27,K,reg,BS/BA,PROB,0,B,419,423,F,inner,F,B,1980:4,1980,0.0,448
20543,23,K,reg,BS/BA,1,20,B,421,463,N,suburb,F,B,1980:1,1980,0.0,382
20555,16,K,small,BS/BA,APPR,1,B,,,F,inner,M,B,1980:3,1980,0.0,242
20555,16,1,small,MS/MA/MEd,2,25,B,,,F,inner,M,B,1980:3,1980,1.0,248
20571,21,2,reg+A,BS/BA,1,10,B,582,523,F,suburb,M,B,1979:3,1979,2.0,344
20590,53,1,reg,BS/BA,NOT,8,B,553,549,N,inner,F,W,1980:2,1980,1.0,915
20603,14,K,reg+A,BS/BA,APPR,1,B,431,459,F,inner,F,B,1980:3,1980,0.0,217
20603,14,1,reg+A,BS/BA,PROB,17,B,468,456,F,inner,F,B,1980:3,1980,1.0,221
20603,14,2,reg+A,BS/BA,1,10,B,577,536,F,inner,F,B,1980:3,1980,2.0,224
20603,14,3,reg+A,BS/BA,PROB,0,W,612,608,F,inner,F,B,1980:3,1980,3.0,227
20620,56,K,small,BS/BA,APPR,3,W,421,468,F,rural,F,W,1980:2,1980,0.0,957
20639,19,K,reg+A,BS/BA,PROB,0,W,453,489,F,inner,M,B,1979:1,1979,0.0,289
20639,19,1,reg+A,MS/MA/MEd,NOT,27,B,495,518,F,inner,M,B,1979:1,1979,1.0,296
20639,19,2,reg+A,MS/MA/MEd,,2,W,544,541,F,inner,M,B,1979:1,1979,2.0,302
20639,19,3,reg+A,BS/BA,1,26,B,570,604,F,inner,M,B,1979:1,1979,3.0,308
20657,68,K,reg+A,BS/BA,1,10,W,391,478,F,rural,M,W,1980:1,1980,0.0,1179
20672,9,K,reg+A,BS/BA,1,11,W,453,463,F,urban,M,B,1980:1,1980,0.0,138
20672,9,1,reg,BS/BA,1,11,W,548,510,F,urban,M,B,1980:1,1980,1.0,143
20687,15,K,reg,MS/MA/MEd,1,11,B,408,418,F,inner,M,B,1980:1,1980,0.0,230
20687,15,1,reg,MS/MA/MEd,1,11,W,447,465,F,inner,M,B,1980:1,1980,1.0,234
20700,24,3,reg,MS/MA/MEd,1,19,B,555,589,,suburb,M,B,1979:2,1979,3.0,415
20711,38,K,small,Ed.S,2,8,W,456,494,F,rural,F,W,1979:4,1979,0.0,649
20711,38,1,small,BS/BA,PROB,1,W,492,535,F,rural,F,W,1979:4,1979,1.0,652
20711,38,2,small,MS/MA/MEd,1,8,W,637,626,F,rural,F,W,1979:4,1979,2.0,655
20711,38,3,small,BS/BA,1,9,W,661,642,N,rural,F,W,1979:4,1979,3.0,658
20731,68,K,reg,BS/BA,2,10,W,476,547,N,rural,F,W,1980:3,1980,0.0,1177
20731,68,1,reg+A,MS/MA/MEd,1,9,W,544,557,N,rural,F,W,1980:3,1980,1.0,1187
20731,68,2,reg+A,BS/BA,APPR,2,W,650,648,N,rural,F,W,1980:3,1980,2.0,1192
20731,68,3,reg+A,MS/MA/MEd,1,19,W,657,651,N,rural,F,W,1980:3,1980,3.0,1199
2074,58,K,reg+A,BS/BA,1,3,W,431,494,N,suburb,F,W,1980:3,1980,0.0,997
20753,39,K,small,BS/BA,1,2,W,416,489,F,rural,M,W,1980:1,1980,0.0,661
20753,39,1,small,BS/BA,1,15,W,466,529,F,rural,M,W,1980:1,1980,1.0,665
20753,39,2,small,BS/BA,1,5,W,584,590,F,rural,M,W,1980:1,1980,2.0,669
20753,39,3,small,BS/BA,1,31,W,595,599,F,rural,M,W,1980:1,1980,3.0,674
20764,9,K,reg,BS/BA,1,5,W,427,454,N,urban,M,W,1980:2,1980,0.0,135
20764,9,1,reg+A,BS/BA,1,10,W,521,518,F,urban,M,W,1980:2,1980,1.0,147
20764,9,2,reg+A,MS/MA/MEd,1,19,W,593,603,F,urban,M,W,1980:2,1980,2.0,154
20764,9,3,reg+A,MS/MA/MEd,1,16,W,612,583,F,urban,M,W,1980:2,1980,3.0,160
20781,26,2,reg+A,MS/MA/MEd,1,13,W,637,639,N,inner,F,B,1980:2,1980,2.0,442
20781,26,3,reg+A,MS/MA/MEd,2,13,B,680,691,N,inner,F,B,1980:2,1980,3.0,445
20794,58,1,reg+A,BS/BA,1,27,W,509,520,N,suburb,F,W,1980:3,1980,1.0,1003
20794,58,2,reg+A,BS/BA,PROB,1,W,593,557,N,suburb,F,W,1980:3,1980,2.0,1008
20794,58,3,reg+A,MS/MA/MEd,1,16,W,639,622,N,suburb,F,W,1980:3,1980,3.0,1015
20815,17,2,reg+A,BS/BA,1,12,B,492,528,F,suburb,M,B,1979:1,1979,2.0,277
20830,62,K,reg+A,BS/BA,1,4,W,421,500,N,rural,M,W,1979:2,1979,0.0,1065
20830,62,1,reg+A,MS/MA/MEd,1,8,W,,523,N,rural,M,W,1979:2,1979,1.0,1068
20830,62,2,reg+A,BS/BA,1,34,W,,590,N,rural,M,W,1979:2,1979,2.0,1071
20830,62,3,reg+A,BS/BA,1,10,W,595,626,N,rural,M,W,1979:2,1979,3.0,1074
20845,29,K,reg,BS/BA,1,5,W,408,468,F,inner,M,B,1980:2,1980,0.0,503
20856,48,1,reg+A,BS/BA,NOT,0,W,480,488,F,urban,M,W,1979:4,1979,1.0,802
20856,48,2,reg+A,BS/BA,1,12,W,573,531,,urban,M,W,1979:4,1979,2.0,807
20856,48,3,reg+A,BS/BA,NOT,31,W,,,F,urban,M,W,1979:4,1979,3.0,813
20877,26,2,small,BS/BA,1,5,W,,,F,inner,M,B,1980:2,1980,2.0,440
20877,26,3,reg+A,MS/MA/MEd,2,13,B,614,558,F,inner,M,B,1980:2,1980,3.0,445
20891,62,1,reg+A,MS/MA/MEd,1,8,W,,529,F,rural,M,W,1978:3,1978,1.0,1068
20891,62,2,reg+A,BS/BA,1,34,W,524,561,F,rural,M,W,1978:3,1978,2.0,1071
20891,62,3,reg+A,BS/BA,1,10,W,592,599,F,rural,M,W,1978:3,1978,3.0,1074
20912,38,1,reg,BS/BA,1,19,W,471,488,F,rural,F,W,1979:1,1979,1.0,653
20912,38,2,reg,BS/BA,3,14,W,535,584,F,rural,F,W,1979:1,1979,2.0,656
20912,38,3,reg,BS/BA,1,3,W,542,556,F,rural,F,W,1979:1,1979,3.0,659
20920,14,1,reg+A,BS/BA,PROB,17,B,501,468,F,inner,M,B,1979:4,1979,1.0,221
20920,14,2,reg+A,BS/BA,1,10,B,582,561,F,inner,M,B,1979:4,1979,2.0,224
20920,14,3,reg+A,BS/BA,PROB,0,W,599,573,F,inner,M,B,1979:4,1979,3.0,227
20942,60,K,reg+A,BS/BA,APPR,5,W,440,536,N,urban,F,W,1980:2,1980,0.0,1037
2095,70,1,reg+A,BS/BA,1,13,W,,500,F,rural,F,W,1978:1,1978,1.0,1222
2095,70,2,reg+A,MS/MA/MEd,1,11,W,,,F,rural,F,W,1978:1,1978,2.0,1227
2095,70,3,reg+A,Ed.S,2,16,W,,543,F,rural,F,W,1978:1,1978,3.0,1233
20958,48,3,reg+A,MS/MA/MEd,1,9,W,,,,urban,F,W,1980:2,1980,3.0,812
20973,74,K,small,BS/BA,1,14,W,503,602,N,rural,M,W,1979:2,1979,0.0,1288
20973,74,1,small,MS/MA/MEd,1,13,W,651,612,N,rural,M,W,1979:2,1979,1.0,1291
20973,74,2,small,MS/MA/MEd,1,10,W,684,721,N,rural,M,W,1979:2,1979,2.0,1295
20973,74,3,small,,1,30,W,713,672,N,rural,M,W,1979:2,1979,3.0,1299
20986,44,2,reg+A,MS/MA/MEd,1,8,W,499,509,F,suburb,M,B,1978:3,1978,2.0,741
20986,44,3,reg+A,BS/BA,1,18,W,,,F,suburb,M,B,1978:3,1978,3.0,746
21002,61,K,reg,MS/MA/MEd,1,22,W,421,484,N,suburb,M,W,1980:3,1980,0.0,1049
21018,48,2,reg+A,MS/MA/MEd,NOT,30,W,573,552,,urban,M,W,1980:3,1980,2.0,808
21040,1,2,reg+A,BS/BA,1,13,W,614,587,F,rural,F,W,1979:1,1979,2.0,13
21040,1,3,reg+A,BS/BA,1,30,W,657,593,F,rural,F,W,1979:1,1979,3.0,18
