H,G,U,Y,A,V
3280,QV,1.5,1.134,M,417
3280,QV,2.5,1.568,M,417
3280,QW,-1.5,-1.13,F,417
3280,QW,-0.5,-0.112,F,417
3280,QW,0.5,1.678,F,417
3280,QW,1.5,0.873,F,417
3280,QW,2.5,1.568,F,417
3280,QX,-1.5,-1.76,F,417
3280,QX,-0.5,-1.378,F,417
3280,QX,0.5,-0.826,F,417
3280,QX,1.5,0.021,F,417
3280,QX,2.5,1.514,F,417
3280,QY,0.5,0.114,M,417
3280,QY,1.5,0.691,M,417
3280,QY,2.5,1.568,M,417
3280,QZ,-1.5,-0.365,M,417
3280,QZ,-0.5,-0.645,M,417
3280,QZ,0.5,1.146,M,417
3280,QZ,1.5,0.873,M,417
3280,QZ,2.5,2.6,M,417
3280,Qa,-1.5,-0.84,M,417
3280,Qa,-0.5,-0.427,M,417
3280,Qa,0.5,1.485,M,417
3280,Qa,1.5,0.182,M,417
3280,Qa,2.5,1.679,M,417
3280,Qb,-1.5,-0.942,M,417
3280,Qb,-0.5,-0.112,M,417
3280,Qb,0.5,0.995,M,417
3280,Qb,1.5,0.936,M,417
3280,Qb,2.5,2.099,M,417
3280,Qc,-1.5,-0.84,F,417
3280,Qc,-0.5,-0.921,F,417
3280,Qc,0.5,-0.211,F,417
3280,Qc,1.5,0.347,F,417
3280,Qc,2.5,1.098,F,417
3280,Qd,-1.5,-1.038,F,417
3280,Qd,-0.5,-0.988,F,417
3280,Qd,0.5,1.894,F,417
3280,Qd,1.5,1.578,F,417
3280,Qd,2.5,3.163,F,417
3280,Qe,-1.5,-0.619,F,417
3280,Qe,-0.5,0.338,F,417
3280,Qe,0.5,1.309,F,417
3280,Qe,1.5,2.034,F,417
3280,Qe,2.5,2.035,F,417
3280,Qf,-1.5,-1.218,M,417
3280,Qf,-0.5,-0.427,M,417
3280,Qf,0.5,-0.211,M,417
3280,Qf,1.5,0.811,M,417
3280,Qf,2.5,1.973,M,417
3280,Qg,-1.5,-1.689,F,417
3280,Qg,-0.5,-0.921,F,417
3280,Qg,0.5,-0.197,F,417
3280,Qh,0.5,1.146,F,417
3280,Qh,1.5,1.498,F,417
3280,Qh,2.5,2.6,F,417
3280,Qi,0.5,0.114,M,417
3280,Qi,1.5,0.751,M,417
3280,Qi,2.5,1.623,M,417
3280,Qj,-0.5,-2.136,F,417
3280,Qj,0.5,-1.352,F,417
3280,Qj,1.5,-0.883,F,417
3280,Qj,2.5,0.938,F,417
3360,Qk,-0.5,-2.162,M,526
3360,Qk,0.5,-1.34,M,526
3360,Qk,1.5,-0.563,M,526
3360,Ql,-1.5,-2.377,F,526
3360,Ql,-0.5,-1.464,F,526
3360,Ql,0.5,-1.34,F,526
3360,Ql,1.5,-0.403,F,526
3360,Ql,2.5,0.148,F,526
3360,Qm,-2.5,-3.068,F,526
3360,Qm,-1.5,-1.538,F,526
3360,Qm,-0.5,-1.757,F,526
3360,Qm,0.5,-2.27,F,526
3360,Qm,1.5,-1.484,F,526
3360,Qn,-1.5,-1.538,M,526
3360,Qn,-0.5,-1.12,M,526
3360,Qn,0.5,-0.928,M,526
3360,Qn,1.5,0.128,M,526
3360,Qn,2.5,1.199,M,526
3360,Qo,-1.5,-2.377,M,526
3360,Qo,-0.5,-1.378,M,526
3360,Qo,0.5,-0.522,M,526
3360,Qp,-1.5,-2.732,F,526
3360,Qp,-0.5,-1.694,F,526
3360,Qp,0.5,-2.14,F,526
3360,Qq,-1.5,-1.538,M,526
3360,Qq,-0.5,-1.568,M,526
3360,Qq,0.5,-0.316,M,526
3360,Qq,1.5,0.403,M,526
3360,Qq,2.5,1.25,M,526
3360,Qr,-1.5,-2.188,M,526
3360,Qr,-0.5,-2.265,M,526
3360,Qr,0.5,-1.34,M,526
3360,Qr,1.5,0.021,M,526
3360,Qr,2.5,0.699,M,526
3360,Qs,-1.5,-2.188,M,526
3360,Qs,-0.5,-0.785,M,526
3360,Qs,0.5,-0.316,M,526
3360,Qs,1.5,0.459,M,526
3360,Qs,2.5,2.164,M,526
3360,Qt,-1.5,-1.538,M,526
3360,Qt,-0.5,-0.273,M,526
3360,Qt,0.5,0.716,M,526
3360,Qu,-0.5,-1.12,F,526
3360,Qu,0.5,-0.316,F,526
3360,Qu,1.5,-0.456,F,526
3360,Qu,2.5,0.848,F,526
3360,Qv,-1.5,-1.276,M,526
3360,Qv,-0.5,-0.988,M,526
3360,Qv,0.5,0.343,M,526
3360,Qv,1.5,0.811,M,526
3360,Qv,2.5,1.794,M,526
3360,Qw,-1.5,-1.772,M,526
3360,Qw,-0.5,-1.378,M,526
3360,Qw,0.5,-1.03,M,526
3360,Qw,1.5,0.128,M,526
3360,Qw,2.5,1.354,M,526
3360,Qx,-1.5,-1.772,F,526
3360,Qx,-0.5,-0.112,F,526
3360,Qx,0.5,0.227,F,526
3360,Qx,1.5,0.632,F,526
3360,Qx,2.5,1.047,F,526
3370,Qy,-0.5,-1.689,M,788
3370,Qy,0.5,-0.419,M,788
3370,Qy,1.5,0.573,M,788
3370,Qy,2.5,0.402,M,788
3370,Qz,-1.5,-3.068,F,788
3370,Qz,-0.5,-1.966,F,788
3370,Qz,0.5,-1.446,F,788
3370,RA,-1.5,-0.974,F,788
3370,RA,-0.5,-0.497,F,788
3370,RA,0.5,0.114,F,788
3370,RA,1.5,0.936,F,788
3370,RA,2.5,1.794,F,788
3370,RB,-1.5,-2.188,M,788
3370,RB,-0.5,-0.942,M,788
3370,RB,0.5,-0.316,M,788
3370,RB,1.5,1.273,M,788
3370,RB,2.5,0.452,M,788
3370,RC,-1.5,-1.276,F,788
3370,RC,-0.5,-0.619,F,788
3370,RC,0.5,-0.105,F,788
3370,RC,1.5,0.873,F,788
3370,RC,2.5,1.047,F,788
3370,RD,-1.5,-1.987,F,788
3370,RD,-0.5,-0.84,F,788
3370,RD,0.5,0.716,F,788
3370,RD,1.5,1.421,F,788
3370,RD,2.5,0.148,F,788
3370,RE,-1.5,-1.772,F,788
3370,RE,-0.5,-1.303,F,788
3370,RE,0.5,-0.316,F,788
3370,RE,1.5,0.347,F,788
3370,RE,2.5,1.047,F,788
3370,RF,-1.5,-0.126,M,788
3370,RF,-0.5,0.148,M,788
3370,RF,0.5,1.678,M,788
3370,RF,1.5,3.207,M,788
3370,RF,2.5,3.163,M,788
3370,RG,-1.5,-2.188,F,788
3370,RG,-0.5,-0.365,F,788
3370,RG,0.5,0.852,F,788
3370,RG,1.5,2.14,F,788
3370,RG,2.5,1.794,F,788
3370,RH,-1.5,-0.06,M,788
3370,RH,-0.5,0.546,M,788
3370,RH,0.5,1.678,M,788
3370,RI,-1.5,-1.276,M,788
3370,RI,-0.5,-0.427,M,788
3370,RI,0.5,0.343,M,788
3370,RI,1.5,0.873,M,788
3370,RI,2.5,1.568,M,788
3370,RJ,-1.5,-0.974,F,788
3370,RJ,-0.5,-0.427,F,788
3370,RJ,0.5,0.995,F,788
3370,RJ,1.5,1.839,F,788
3370,RJ,2.5,1.973,F,788
3370,RK,-1.5,-0.608,F,788
3370,RK,-0.5,0.893,F,788
3370,RK,0.5,1.678,F,788
3370,RK,1.5,2.254,F,788
3370,RK,2.5,2.6,F,788
3370,RL,-1.5,-1.276,F,788
3370,RL,-0.5,0.058,F,788
3370,RL,0.5,0.716,F,788
3370,RL,1.5,1.001,F,788
3370,RL,2.5,1.973,F,788
3370,RM,-1.5,-0.608,M,788
3370,RM,-0.5,0.338,M,788
3370,RM,0.5,1.485,M,788
3370,RM,1.5,2.034,M,788
3370,RM,2.5,1.794,M,788
3370,RN,-0.5,-1.218,M,788
3370,RN,0.5,-0.623,M,788
3370,RN,1.5,0.573,M,788
3370,RN,2.5,0.848,M,788
3370,RO,-1.5,-0.733,F,788
3370,RO,-0.5,1.548,F,788
3370,RO,0.5,1.894,F,788
3370,RP,-1.5,-1.538,M,788
3370,RP,-0.5,-0.497,M,788
3370,RP,0.5,-0.105,M,788
3370,RP,1.5,1.066,M,788
3370,RQ,-1.5,-1.218,M,788
3370,RQ,-0.5,0.777,M,788
3370,RQ,0.5,2.79,M,788
3370,RQ,1.5,3.775,M,788
3370,RQ,2.5,5.766,M,788
3370,RR,-1.5,-1.276,F,788
3370,RR,-0.5,1.325,F,788
3370,RR,0.5,1.146,F,788
3370,RR,1.5,1.934,F,788
3370,RR,2.5,2.521,F,788
3430,RS,-1.5,-1.987,M,641
3430,RS,-0.5,-1.185,M,641
3430,RS,0.5,-1.446,M,641
3430,RS,1.5,-0.297,M,641
3430,RS,2.5,0.65,M,641
3430,RT,0.5,0.227,F,641
3430,RT,1.5,1.498,F,641
3430,RT,2.5,1.912,F,641
3430,RU,-0.5,-0.194,F,641
3430,RU,0.5,0.995,F,641
3430,RU,1.5,0.403,F,641
3430,RV,-2.5,-3.887,F,641
3430,RV,-1.5,-2.032,F,641
3430,RV,-0.5,-1.185,F,641
3430,RV,0.5,-1.34,F,641
3430,RV,1.5,-0.509,F,641
3430,RV,2.5,0.997,F,641
3430,RW,-2.5,-2.596,F,641
3430,RW,-1.5,-2.474,F,641
3430,RW,-0.5,-1.694,F,641
3430,RW,0.5,-0.928,F,641
3430,RW,1.5,-0.509,F,641
3430,RW,2.5,0.551,F,641
3430,RX,-1.5,-1.76,F,641
3430,RX,-0.5,0.338,F,641
3430,RX,0.5,0.463,F,641
3430,RX,1.5,0.691,F,641
3430,RX,2.5,1.852,F,641
3430,RY,-1.5,-3.068,M,641
3430,RY,-0.5,-1.898,M,641
3430,RY,0.5,-1.778,M,641
3430,RZ,-1.5,-2.657,M,641
3430,RZ,-0.5,-1.441,M,641
3430,RZ,0.5,-2.14,M,641
3430,RZ,1.5,-0.35,M,641
3430,Ra,-1.5,-2.732,M,641
3430,Ra,-0.5,-1.568,M,641
3430,Ra,0.5,-0.945,M,641
3430,Ra,1.5,0.294,M,641
3430,Rb,-0.5,-1.505,M,641
3430,Rb,0.5,-1.446,M,641
3430,Rb,1.5,-0.456,M,641
3430,Rb,2.5,0.402,M,641
3430,Rc,-1.5,-2.351,F,641
3430,Rc,-0.5,-0.574,F,641
3430,Rc,0.5,0.003,F,641
3430,Rc,1.5,0.074,F,641
3430,Rc,2.5,1.098,F,641
3430,Rd,-1.5,-3.395,F,641
3430,Rd,-0.5,-3.232,F,641
3430,Rd,0.5,-2.423,F,641
3430,Re,-1.5,-4.228,F,641
3430,Re,-0.5,-2.528,F,641
3430,Re,0.5,-1.03,F,641
3430,Re,1.5,-1.485,F,641
3430,Re,2.5,-0.759,F,641
3430,Rf,-2.5,-3.887,M,641
3430,Rf,-1.5,-2.839,M,641
3430,Rf,-0.5,-2.596,M,641
3430,Rf,0.5,-1.236,M,641
3430,Rf,1.5,-0.456,M,641
3430,Rf,2.5,0.601,M,641
3430,Rg,-1.5,-1.772,F,641
3430,Rg,-0.5,-1.25,F,641
3430,Rg,0.5,-0.522,F,641
3430,Rg,1.5,0.873,F,641
3430,Rg,2.5,1.46,F,641
3430,Rh,-1.5,-2.377,F,641
3430,Rh,-0.5,0.12,F,641
3430,Rh,0.5,0.114,F,641
3430,Rh,1.5,0.237,F,641
3430,Rh,2.5,0.997,F,641
3430,Ri,-1.5,-2.732,M,641
3430,Ri,-0.5,-3.068,M,641
3430,Ri,0.5,-2.174,M,641
3430,Ri,1.5,-1.183,M,641
3430,Ri,2.5,-0.703,M,641
3430,Rj,-1.5,-2.778,M,641
3430,Rj,-0.5,-1.378,M,641
3430,Rj,0.5,-1.132,M,641
3430,Rj,1.5,-0.297,M,641
3430,Rk,-2.5,-3.395,F,641
3430,Rk,-1.5,-2.778,F,641
3430,Rk,-0.5,-1.12,F,641
3430,Rk,0.5,-1.555,F,641
3430,Rl,-0.5,-1.054,M,641
3430,Rl,0.5,-0.316,M,641
3430,Rl,1.5,-0.086,M,641
3430,Rm,-1.5,-2.732,F,641
3430,Rm,-0.5,-1.384,F,641
3430,Rm,0.5,-1.132,F,641
3430,Rn,-2.5,-3.395,F,641
3430,Rn,-1.5,-2.718,F,641
3430,Rn,-0.5,-1.76,F,641
3430,Rn,0.5,-1.446,F,641
3430,Rn,1.5,-1.296,F,641
3430,Ro,-1.5,-2.902,M,641
3430,Ro,-0.5,-1.441,M,641
3430,Ro,0.5,-0.211,M,641
3430,Ro,1.5,1.134,M,641
3430,Ro,2.5,2.035,M,641
3430,Rp,-0.5,-2.072,F,641
3430,Rp,0.5,-1.446,F,641
3430,Rp,1.5,-0.244,F,641
3430,Rp,2.5,0.097,F,641
3430,Rq,-1.5,-1.987,F,641
3430,Rq,-0.5,-0.574,F,641
3430,Rq,0.5,-0.623,F,641
3430,Rq,1.5,1.066,F,641
3430,Rq,2.5,0.798,F,641
3440,Rr,-0.5,-1.694,M,588
3440,Rr,0.5,-0.211,M,588
3440,Rr,1.5,-0.403,M,588
3440,Rr,2.5,0.501,M,588
3440,Rs,-2.5,-4.055,F,588
3440,Rs,-1.5,-2.839,F,588
3440,Rs,-0.5,-3.249,F,588
3440,Rs,0.5,-1.894,F,588
3440,Rs,1.5,-1.484,F,588
3440,Rs,2.5,-1.552,F,588
3440,Rt,-2.5,-3.395,F,588
3440,Rt,-1.5,-3.021,F,588
3440,Rt,-0.5,-3.676,F,588
3440,Rt,0.5,-1.446,F,588
3440,Rt,1.5,-1.685,F,588
3440,Rt,2.5,-1.462,F,588
3440,Ru,-2.5,-3.558,M,588
3440,Ru,-1.5,-2.839,M,588
3440,Ru,-0.5,-2.265,M,588
3440,Rv,-1.5,-2.413,M,588
3440,Rv,-0.5,-1.694,M,588
3440,Rv,0.5,-1.446,M,588
3440,Rv,1.5,-0.889,M,588
3440,Rv,2.5,0.749,M,588
3440,Rw,-1.5,-3.395,F,588
3440,Rw,-0.5,-2.265,F,588
3440,Rw,0.5,-1.894,F,588
3440,Rw,1.5,-0.67,F,588
3440,Rw,2.5,-0.396,F,588
3440,Rx,-1.5,-1.384,M,588
3440,Rx,-0.5,-1.054,M,588
3440,Rx,0.5,-0.928,M,588
3440,Rx,1.5,-0.403,M,588
3440,Ry,0.5,1.309,M,588
3440,Ry,1.5,1.661,M,588
3440,Ry,2.5,2.164,M,588
3440,Rz,-1.5,-2.032,M,588
3440,Rz,-0.5,-0.988,M,588
3440,Rz,0.5,-0.316,M,588
3440,SA,-1.5,-2.188,F,588
3440,SA,-0.5,-1.314,F,588
3440,SA,0.5,-1.237,F,588
3440,SA,1.5,-1.364,F,588
3440,SA,2.5,0.688,F,588
3440,SB,-1.5,-2.288,F,588
3440,SB,-0.5,-1.819,F,588
3440,SB,0.5,-0.522,F,588
3440,SC,-1.5,-2.718,F,588
3440,SC,-0.5,-2.2,F,588
3440,SC,0.5,-2.406,F,588
3440,SD,-1.5,-2.778,M,588
3440,SD,-0.5,-1.882,M,588
3440,SD,0.5,-0.928,M,588
3440,SD,1.5,-0.032,M,588
3440,SD,2.5,1.148,M,588
3440,SE,-1.5,-2.351,F,588
3440,SE,-0.5,-1.185,F,588
3440,SE,0.5,0.343,F,588
3440,SE,1.5,1.498,F,588
3440,SE,2.5,1.568,F,588
3440,SF,-1.5,-2.032,M,588
3440,SF,-0.5,-1.12,M,588
3440,SF,0.5,-0.725,M,588
3440,SF,1.5,-0.139,M,588
3440,SG,-1.5,-2.162,M,588
3440,SG,-0.5,-1.185,M,588
3440,SG,0.5,-0.419,M,588
3440,SG,1.5,-0.244,M,588
3440,SH,-1.5,-2.413,M,588
3440,SH,-0.5,-1.946,M,588
3440,SH,0.5,-1.446,M,588
3440,SI,-1.5,-2.596,M,588
3440,SI,-0.5,-1.819,M,588
3440,SI,0.5,-0.928,M,588
3440,SI,1.5,0.691,M,588
3440,SJ,-1.5,-3.659,M,588
3440,SJ,-0.5,-1.819,M,588
3440,SJ,0.5,-0.928,M,588
3440,SJ,1.5,0.632,M,588
3440,SJ,2.5,1.098,M,588
3440,SK,-0.5,-2.015,M,588
3440,SK,0.5,-0.533,M,588
3440,SK,1.5,0.182,M,588
3440,SK,2.5,0.583,M,588
3440,SL,-2.5,-4.228,F,588
3440,SL,-1.5,-2.778,F,588
3440,SL,-0.5,-1.819,F,588
3440,SM,-2.5,-3.232,F,588
3440,SM,-1.5,-2.535,F,588
3440,SM,-0.5,-0.854,F,588
3440,SN,0.5,-1.121,F,588
3440,SN,1.5,0.529,F,588
3440,SN,2.5,1.429,F,588
3440,SO,-2.5,-5.219,F,588
3440,SO,-1.5,-4.175,F,588
3440,SO,-0.5,-3.33,F,588
3440,SO,0.5,-1.894,F,588
3440,SP,-2.5,-3.721,M,588
3440,SP,-1.5,-2.96,M,588
3440,SP,-0.5,-3.249,M,588
3440,SP,0.5,-1.446,M,588
3440,SP,1.5,0.237,M,588
3440,SP,2.5,0.097,M,588
3440,SQ,-1.5,-3.144,F,588
3440,SQ,-0.5,-2.33,F,588
3440,SQ,0.5,-1.34,F,588
3440,SR,-1.5,-1.966,F,588
3440,SR,-0.5,-1.314,F,588
3440,SR,0.5,-0.725,F,588
3440,SR,1.5,0.873,F,588
3440,SR,2.5,1.148,F,588
3440,SS,-1.5,-2.162,F,588
3440,SS,-0.5,-1.12,F,588
3440,SS,0.5,0.114,F,588
3440,SS,1.5,-0.032,F,588
3440,SS,2.5,0.65,F,588
3440,ST,-1.5,-2.535,F,588
3440,ST,-0.5,-1.631,F,588
3440,ST,0.5,-0.623,F,588
3440,ST,1.5,0.632,F,588
3440,SU,-1.5,-1.13,F,588
3440,SU,-0.5,-0.112,F,588
3440,SU,0.5,0.716,F,588
3440,SU,1.5,0.691,F,588
3440,SU,2.5,1.514,F,588
3440,SV,-2.5,-3.395,F,588
3440,SV,-1.5,-2.718,F,588
3440,SV,-0.5,-1.819,F,588
3440,SV,0.5,-1.665,F,588
3440,SV,1.5,-1.55,F,588
3440,SW,0.5,-0.211,F,588
3440,SW,1.5,0.516,F,588
3440,SW,2.5,1.354,F,588
3440,SX,-1.5,-2.657,F,588
3440,SX,-0.5,-0.351,F,588
3440,SX,0.5,0.463,F,588
3440,SX,1.5,0.237,F,588
3440,SX,2.5,1.407,F,588
3440,SY,0.5,-1.236,M,588
3440,SY,1.5,-0.297,M,588
3440,SY,2.5,-0.062,M,588
3440,SZ,-1.5,-2.162,M,588
3440,SZ,-0.5,-0.785,M,588
3440,SZ,0.5,0.463,M,588
3440,SZ,1.5,1.202,M,588
3440,Sa,-0.5,-2.351,M,588
3440,Sa,0.5,-2.113,M,588
3440,Sa,1.5,-0.454,M,588
3440,Sb,0.5,-2.113,F,588
3440,Sb,2.5,-1.107,F,588
3440,Sc,-1.5,-2.718,M,588
3440,Sc,-0.5,-1.185,M,588
3440,Sc,0.5,-2.015,M,588
3440,Sc,1.5,-0.509,M,588
3440,Sc,2.5,0.749,M,588
3440,Sd,-1.5,-2.097,F,588
3440,Sd,-0.5,-0.988,F,588
3440,Sd,0.5,-0.316,F,588
3440,Sd,1.5,1.001,F,588
3440,Sd,2.5,0.699,F,588
3450,Se,-1.5,-3.068,M,1052
3450,Se,-0.5,-2.899,M,1052
3450,Se,0.5,-1.132,M,1052
3450,Sf,-1.5,-0.974,F,1052
3450,Sf,-0.5,-0.921,F,1052
3450,Sf,0.5,-0.419,F,1052
3450,Sg,-1.5,-3.395,F,1052
3450,Sg,-0.5,-3.082,F,1052
3450,Sg,0.5,-1.874,F,1052
3450,Sh,-1.5,-1.538,M,1052
3450,Sh,-0.5,-0.351,M,1052
3450,Sh,0.5,-0.316,M,1052
3450,Si,-2.5,-3.068,F,1052
3450,Si,-1.5,-4.406,F,1052
3450,Si,-0.5,-2.351,F,1052
3450,Sj,-2.5,-3.887,M,1052
3450,Sj,-1.5,-1.772,M,1052
3450,Sj,-0.5,-1.054,M,1052
3450,Sk,-1.5,-3.232,F,1052
3450,Sk,-0.5,-3.144,F,1052
3450,Sk,0.5,-2.235,F,1052
3450,Sl,-2.5,-3.558,F,1052
3450,Sl,-1.5,-2.188,F,1052
3450,Sl,-0.5,-1.384,F,1052
3450,Sm,-2.5,-3.232,F,1052
3450,Sm,-1.5,-2.188,F,1052
3450,Sm,-0.5,-2.072,F,1052
3450,Sn,-1.5,-3.721,M,1052
3450,Sn,-0.5,-3.082,M,1052
3450,Sn,0.5,-1.525,M,1052
3450,So,-2.5,-3.558,F,1052
3450,So,-1.5,-3.068,F,1052
3450,So,-0.5,-2.839,F,1052
3450,Sp,-0.5,-1.898,F,1052
3450,Sp,0.5,-1.778,F,1052
3450,Sp,1.5,-1.063,F,1052
3450,Sq,-1.5,-3.721,M,1052
3450,Sq,-0.5,-2.663,M,1052
3450,Sq,0.5,-1.446,M,1052
3450,Sr,-1.5,-3.558,F,1052
3450,Sr,-0.5,-1.538,F,1052
3450,Sr,0.5,-1.004,F,1052
3450,Ss,-1.5,-3.068,M,1052
3450,Ss,-0.5,-2.657,M,1052
3450,Ss,0.5,-0.458,M,1052
3450,St,-1.5,-3.887,M,1052
3450,St,-0.5,-2.461,M,1052
3450,St,0.5,-1.757,M,1052
3450,Su,-1.5,-3.232,F,1052
3450,Su,-0.5,-1.464,F,1052
3450,Su,0.5,-0.928,F,1052
3450,Sv,-1.5,-3.887,F,1052
3450,Sv,-0.5,-2.839,F,1052
3450,Sv,0.5,-1.121,F,1052
3450,Sv,1.5,-1.303,F,1052
3450,Sw,-2.5,-3.558,F,1052
3450,Sw,-1.5,-3.232,F,1052
3450,Sw,-0.5,-3.331,F,1052
3450,Sx,-1.5,-1.538,M,1052
3450,Sx,-0.5,-1.441,M,1052
3450,Sx,0.5,0.003,M,1052
3450,Sy,-2.5,-3.721,F,1052
3450,Sy,-1.5,-2.732,F,1052
3450,Sy,-0.5,-3.395,F,1052
3450,Sz,-1.5,-2.377,M,1052
3450,Sz,-0.5,-1.966,M,1052
3450,Sz,0.5,-1.132,M,1052
3450,TA,-1.5,-3.232,M,1052
3450,TA,-0.5,-2.413,M,1052
3450,TA,0.5,-2.015,M,1052
3450,TB,-0.5,-2.902,M,1052
3450,TB,0.5,-1.816,M,1052
3450,TB,1.5,-0.807,M,1052
3450,TC,-1.5,-0.126,M,1052
3450,TC,-0.5,0.148,M,1052
3450,TC,0.5,0.852,M,1052
3450,TD,-1.5,-3.232,M,1052
3450,TD,-0.5,-3.395,M,1052
3450,TD,0.5,-2.36,M,1052
3450,TE,-1.5,-0.608,F,1052
3450,TE,-0.5,-1.314,F,1052
3450,TE,0.5,-0.211,F,1052
3450,TF,-1.5,-4.228,M,1052
3450,TF,-0.5,-3.206,M,1052
3450,TF,0.5,-2.618,M,1052
3450,TF,1.5,-2.056,M,1052
3450,TG,-1.5,-1.538,M,1052
3450,TG,-0.5,-1.882,M,1052
3450,TG,0.5,-0.33,M,1052
3450,TH,-1.5,-3.887,F,1052
3450,TH,-0.5,-1.689,F,1052
3450,TH,0.5,-0.316,F,1052
3450,TI,-1.5,-2.377,F,1052
3450,TI,-0.5,-2.839,F,1052
3450,TI,0.5,-1.295,F,1052
3450,TJ,-1.5,-1.538,F,1052
3450,TJ,-0.5,-0.785,F,1052
3450,TJ,0.5,0.114,F,1052
3450,TK,-1.5,-0.974,M,1052
3450,TK,-0.5,-1.631,M,1052
3450,TK,0.5,-1.446,M,1052
3450,TL,-1.5,-2.732,F,1052
3450,TL,-0.5,-2.873,F,1052
3450,TL,0.5,-1.816,F,1052
3450,TL,1.5,-1.67,F,1052
3510,TM,-0.5,0.058,F,353
3510,TM,0.5,2.14,F,353
3510,TM,1.5,1.578,F,353
3510,TN,-1.5,-0.619,M,353
3510,TN,-0.5,-0.273,M,353
3510,TN,0.5,1.485,M,353
3510,TN,1.5,0.632,M,353
3510,TO,-1.5,-2.535,M,353
3510,TO,-0.5,-1.378,M,353
3510,TO,0.5,-1.132,M,353
3510,TO,1.5,-0.509,M,353
3510,TO,2.5,0.749,M,353
3510,TP,-1.5,-1.464,F,353
3510,TP,-0.5,0.338,F,353
3510,TP,0.5,0.587,F,353
3510,TP,1.5,1.661,F,353
3510,TP,2.5,1.623,F,353
3510,TQ,-1.5,-0.221,F,353
3510,TQ,-0.5,1.548,F,353
3510,TQ,0.5,1.146,F,353
3510,TQ,1.5,1.134,F,353
3510,TQ,2.5,1.407,F,353
3510,TR,-1.5,-2.732,M,353
3510,TR,-0.5,-1.12,M,353
3510,TR,0.5,0.463,M,353
3510,TR,1.5,0.632,M,353
3510,TR,2.5,1.623,M,353
3510,TS,-1.5,-1.987,M,353
3510,TS,-0.5,-0.645,M,353
3510,TS,0.5,0.227,M,353
3510,TT,-1.5,0.12,M,353
3510,TT,-0.5,1.36,M,353
3510,TT,0.5,3.273,M,353
3510,TT,1.5,3.458,M,353
3510,TT,2.5,3.163,M,353
3510,TU,0.5,-0.522,F,353
3510,TU,1.5,-0.509,F,353
3510,TU,2.5,-0.116,F,353
3580,TV,-1.5,-1.966,M,247
3580,TV,-0.5,-0.645,M,247
3580,TV,0.5,-0.316,M,247
3580,TV,1.5,0.347,M,247
3580,TV,2.5,1.098,M,247
3580,TW,-1.5,-3.082,M,247
3580,TW,-0.5,-1.694,M,247
3580,TW,0.5,0.343,M,247
3580,TW,1.5,-0.945,M,247
3580,TW,2.5,0.352,M,247
3580,TX,-1.5,-2.778,F,247
3580,TX,-0.5,-2.009,F,247
3580,TX,0.5,-0.826,F,247
3580,TX,1.5,-0.725,F,247
3580,TY,-1.5,-1.76,F,247
3580,TY,-0.5,-0.785,F,247
3580,TY,0.5,0.716,F,247
3580,TY,1.5,0.811,F,247
3580,TY,2.5,1.736,F,247
3580,TZ,-1.5,-0.942,F,247
3580,TZ,-0.5,0.777,F,247
3580,TZ,0.5,1.678,F,247
3580,TZ,1.5,1.934,F,247
3580,TZ,2.5,3.163,F,247
3580,Ta,-1.5,-2.596,M,247
3580,Ta,-0.5,-1.568,M,247
3580,Ta,0.5,-0.928,M,247
3580,Ta,1.5,-0.779,M,247
3580,Ta,2.5,0.251,M,247
3580,Tb,-1.5,-2.778,M,247
3580,Tb,-0.5,-2.265,M,247
3580,Tb,0.5,-1.778,M,247
3580,Tb,1.5,-0.563,M,247
3580,Tb,2.5,1.199,M,247
3580,Tc,-1.5,-3.268,M,247
3580,Tc,-0.5,-0.921,M,247
3580,Tc,0.5,-0.522,M,247
3580,Tc,1.5,-0.779,M,247
3580,Tc,2.5,0.452,M,247
3580,Td,-1.5,-1.303,M,247
3580,Td,-0.5,0.241,M,247
3580,Td,0.5,0.995,M,247
3580,Td,1.5,1.001,M,247
3580,Td,2.5,2.164,M,247
3580,Te,-1.5,-1.966,F,247
3580,Te,-0.5,-1.314,F,247
3580,Te,0.5,-0.105,F,247
3580,Te,1.5,0.021,F,247
3580,Te,2.5,0.897,F,247
3580,Tf,-1.5,-2.413,M,247
3580,Tf,-0.5,-0.988,M,247
3580,Tf,0.5,-1.555,M,247
3580,Tg,-1.5,-1.966,F,247
3580,Tg,-0.5,-1.882,F,247
3580,Tg,0.5,-0.522,F,247
3580,Tg,1.5,-0.834,F,247
3580,Tg,2.5,0.601,F,247
3580,Th,-1.5,-1.616,M,247
3580,Th,-0.5,-0.988,M,247
3580,Th,0.5,-1.34,M,247
3580,Th,1.5,-0.509,M,247
3580,Th,2.5,0.551,M,247
3580,Ti,-1.5,-2.097,F,247
3580,Ti,-0.5,-0.716,F,247
3580,Ti,0.5,-0.826,F,247
3580,Ti,1.5,0.459,F,247
3580,Ti,2.5,1.852,F,247
3580,Tj,0.5,0.716,F,247
3580,Tj,1.5,1.421,F,247
3580,Tj,2.5,2.371,F,247
3580,Tk,-1.5,-3.525,M,247
3580,Tk,-0.5,-2.009,M,247
3580,Tk,0.5,-0.928,M,247
3580,Tl,-1.5,-2.097,F,247
3580,Tl,-0.5,-0.501,F,247
3580,Tl,0.5,0.716,F,247
3580,Tl,1.5,0.128,F,247
3580,Tl,2.5,0.749,F,247
