schoolNR,pupilNR,IQ_verb,IQ_perf,sex,Minority,repeatgr,aritPRET,classNR,aritPOST,langPRET,langPOST,ses,denomina,schoolSES,satiprin,natitest,meetings,currmeet,mixedgra,percmino,aritdiff,homework,classsiz,groupsiz,IQ_ver_cen,avg_IQ_ver_cen,grpSiz_cen
152,1527005,14.5,13.66667,1,N,0,12.0,15280.0,27.0,41.0,49.0,37.0,2,28.0,3.0,1,1.5,1.66667,0,0.0,13.0,3.66667,17.0,17.0,2.665937909925667,0.5482908511021374,-6.1005684302579795
152,1527006,11.5,10.33333,0,N,0,14.0,15280.0,24.0,35.0,40.0,47.0,2,28.0,3.0,1,1.5,1.66667,0,0.0,13.0,3.66667,17.0,17.0,-0.3340620900743332,0.5482908511021374,-6.1005684302579795
152,1527007,12.0,9.33333,0,N,1,9.0,15280.0,27.0,36.0,49.0,43.0,2,28.0,3.0,1,1.5,1.66667,0,0.0,13.0,3.66667,17.0,17.0,0.16593790992566682,0.5482908511021374,-6.1005684302579795
152,1527008,11.5,12.33333,1,N,0,15.0,15280.0,27.0,38.0,54.0,40.0,2,28.0,3.0,1,1.5,1.66667,0,0.0,13.0,3.66667,17.0,17.0,-0.3340620900743332,0.5482908511021374,-6.1005684302579795
152,1527009,13.0,15.33333,1,N,0,15.0,15280.0,28.0,41.0,51.0,30.0,2,28.0,3.0,1,1.5,1.66667,0,0.0,13.0,3.66667,17.0,17.0,1.1659379099256668,0.5482908511021374,-6.1005684302579795
152,1527010,13.5,14.0,1,N,0,19.0,15280.0,29.0,40.0,56.0,43.0,2,28.0,3.0,1,1.5,1.66667,0,0.0,13.0,3.66667,17.0,17.0,1.6659379099256668,0.5482908511021374,-6.1005684302579795
152,1527011,12.5,12.33333,1,N,0,15.0,15280.0,29.0,38.0,54.0,47.0,2,28.0,3.0,1,1.5,1.66667,0,0.0,13.0,3.66667,17.0,17.0,0.6659379099256668,0.5482908511021374,-6.1005684302579795
152,1527012,12.5,12.33333,1,N,0,11.0,15280.0,28.0,33.0,52.0,47.0,2,28.0,3.0,1,1.5,1.66667,0,0.0,13.0,3.66667,17.0,17.0,0.6659379099256668,0.5482908511021374,-6.1005684302579795
152,1527013,12.0,8.0,0,N,0,11.0,15280.0,15.0,23.0,39.0,30.0,2,28.0,3.0,1,1.5,1.66667,0,0.0,13.0,3.66667,17.0,17.0,0.16593790992566682,0.5482908511021374,-6.1005684302579795
152,1527014,10.0,12.33333,1,N,0,15.0,15280.0,27.0,29.0,47.0,43.0,2,28.0,3.0,1,1.5,1.66667,0,0.0,13.0,3.66667,17.0,17.0,-1.8340620900743332,0.5482908511021374,-6.1005684302579795
152,1527015,11.5,12.33333,0,N,0,8.0,15280.0,18.0,38.0,38.0,47.0,2,28.0,3.0,1,1.5,1.66667,0,0.0,13.0,3.66667,17.0,17.0,-0.3340620900743332,0.5482908511021374,-6.1005684302579795
152,1527016,12.0,12.33333,1,N,0,13.0,15280.0,27.0,42.0,52.0,37.0,2,28.0,3.0,1,1.5,1.66667,0,0.0,13.0,3.66667,17.0,17.0,0.16593790992566682,0.5482908511021374,-6.1005684302579795
152,1527017,12.5,12.33333,0,N,0,13.0,15280.0,29.0,32.0,48.0,43.0,2,28.0,3.0,1,1.5,1.66667,0,0.0,13.0,3.66667,17.0,17.0,0.6659379099256668,0.5482908511021374,-6.1005684302579795
155,1557001,10.0,10.66667,0,N,0,9.0,15580.0,11.0,28.0,34.0,30.0,2,21.0,3.71429,1,2.5,2.16667,0,0.0,16.0,2.66667,34.0,34.0,-1.8340620900743332,-0.09163784765009075,10.89943156974202
155,1557002,11.0,12.0,0,N,1,8.0,15580.0,17.0,38.0,39.0,33.0,2,21.0,3.71429,1,2.5,2.16667,0,0.0,16.0,2.66667,34.0,34.0,-0.8340620900743332,-0.09163784765009075,10.89943156974202
155,1557003,9.0,13.0,0,N,0,5.0,15580.0,16.0,26.0,40.0,40.0,2,21.0,3.71429,1,2.5,2.16667,0,0.0,16.0,2.66667,34.0,34.0,-2.834062090074333,-0.09163784765009075,10.89943156974202
155,1557004,13.0,9.66667,1,N,0,14.0,15580.0,22.0,39.0,51.0,40.0,2,21.0,3.71429,1,2.5,2.16667,0,0.0,16.0,2.66667,34.0,34.0,1.1659379099256668,-0.09163784765009075,10.89943156974202
155,1557005,13.0,9.0,1,N,0,12.0,15580.0,21.0,42.0,54.0,40.0,2,21.0,3.71429,1,2.5,2.16667,0,0.0,16.0,2.66667,34.0,34.0,1.1659379099256668,-0.09163784765009075,10.89943156974202
155,1557006,13.5,14.66667,0,N,0,10.0,15580.0,27.0,37.0,51.0,30.0,2,21.0,3.71429,1,2.5,2.16667,0,0.0,16.0,2.66667,34.0,34.0,1.6659379099256668,-0.09163784765009075,10.89943156974202
155,1557007,13.0,9.66667,0,N,0,15.0,15580.0,24.0,38.0,51.0,25.0,2,21.0,3.71429,1,2.5,2.16667,0,0.0,16.0,2.66667,34.0,34.0,1.1659379099256668,-0.09163784765009075,10.89943156974202
155,1557008,13.5,15.0,0,N,0,15.0,15580.0,27.0,44.0,54.0,30.0,2,21.0,3.71429,1,2.5,2.16667,0,0.0,16.0,2.66667,34.0,34.0,1.6659379099256668,-0.09163784765009075,10.89943156974202
155,1557009,10.0,12.66667,1,N,0,8.0,15580.0,24.0,37.0,49.0,27.0,2,21.0,3.71429,1,2.5,2.16667,0,0.0,16.0,2.66667,34.0,34.0,-1.8340620900743332,-0.09163784765009075,10.89943156974202
155,1557010,12.0,13.66667,1,N,0,12.0,15580.0,21.0,33.0,42.0,35.0,2,21.0,3.71429,1,2.5,2.16667,0,0.0,16.0,2.66667,34.0,34.0,0.16593790992566682,-0.09163784765009075,10.89943156974202
155,1557011,15.0,14.66667,1,N,0,13.0,15580.0,25.0,44.0,55.0,40.0,2,21.0,3.71429,1,2.5,2.16667,0,0.0,16.0,2.66667,34.0,34.0,3.165937909925667,-0.09163784765009075,10.89943156974202
155,1557012,10.5,12.0,1,N,1,9.0,15580.0,17.0,30.0,42.0,23.0,2,21.0,3.71429,1,2.5,2.16667,0,0.0,16.0,2.66667,34.0,34.0,-1.3340620900743332,-0.09163784765009075,10.89943156974202
155,1557013,12.0,10.33333,1,N,0,15.0,15580.0,27.0,34.0,54.0,33.0,2,21.0,3.71429,1,2.5,2.16667,0,0.0,16.0,2.66667,34.0,34.0,0.16593790992566682,-0.09163784765009075,10.89943156974202
155,1557014,8.0,7.33333,0,N,0,7.0,15580.0,22.0,12.0,29.0,17.0,2,21.0,3.71429,1,2.5,2.16667,0,0.0,16.0,2.66667,34.0,34.0,-3.834062090074333,-0.09163784765009075,10.89943156974202
155,1557015,12.5,11.66667,1,N,0,11.0,15580.0,23.0,35.0,35.0,50.0,2,21.0,3.71429,1,2.5,2.16667,0,0.0,16.0,2.66667,34.0,34.0,0.6659379099256668,-0.09163784765009075,10.89943156974202
155,1557016,14.0,10.33333,1,N,0,12.0,15580.0,25.0,34.0,50.0,50.0,2,21.0,3.71429,1,2.5,2.16667,0,0.0,16.0,2.66667,34.0,34.0,2.165937909925667,-0.09163784765009075,10.89943156974202
155,1557017,12.0,13.33333,0,N,0,11.0,15580.0,26.0,31.0,37.0,30.0,2,21.0,3.71429,1,2.5,2.16667,0,0.0,16.0,2.66667,34.0,34.0,0.16593790992566682,-0.09163784765009075,10.89943156974202
155,1557018,11.5,13.0,0,N,0,6.0,15580.0,22.0,26.0,40.0,33.0,2,21.0,3.71429,1,2.5,2.16667,0,0.0,16.0,2.66667,34.0,34.0,-0.3340620900743332,-0.09163784765009075,10.89943156974202
155,1557019,11.0,11.66667,1,N,0,14.0,15580.0,19.0,40.0,52.0,30.0,2,21.0,3.71429,1,2.5,2.16667,0,0.0,16.0,2.66667,34.0,34.0,-0.8340620900743332,-0.09163784765009075,10.89943156974202
155,1557020,14.0,12.33333,1,N,0,18.0,15580.0,28.0,39.0,52.0,37.0,2,21.0,3.71429,1,2.5,2.16667,0,0.0,16.0,2.66667,34.0,34.0,2.165937909925667,-0.09163784765009075,10.89943156974202
155,1557021,12.0,13.33333,1,N,0,10.0,15580.0,19.0,32.0,41.0,33.0,2,21.0,3.71429,1,2.5,2.16667,0,0.0,16.0,2.66667,34.0,34.0,0.16593790992566682,-0.09163784765009075,10.89943156974202
155,1557022,15.0,15.0,0,N,0,16.0,15580.0,30.0,44.0,51.0,23.0,2,21.0,3.71429,1,2.5,2.16667,0,0.0,16.0,2.66667,34.0,34.0,3.165937909925667,-0.09163784765009075,10.89943156974202
155,1557023,11.5,12.33333,0,N,0,12.0,15580.0,20.0,32.0,45.0,43.0,2,21.0,3.71429,1,2.5,2.16667,0,0.0,16.0,2.66667,34.0,34.0,-0.3340620900743332,-0.09163784765009075,10.89943156974202
155,1557025,12.0,11.33333,0,N,0,5.0,15580.0,7.0,31.0,40.0,37.0,2,21.0,3.71429,1,2.5,2.16667,0,0.0,16.0,2.66667,34.0,34.0,0.16593790992566682,-0.09163784765009075,10.89943156974202
155,1557026,11.0,12.0,1,N,1,11.0,15580.0,11.0,29.0,34.0,30.0,2,21.0,3.71429,1,2.5,2.16667,0,0.0,16.0,2.66667,34.0,34.0,-0.8340620900743332,-0.09163784765009075,10.89943156974202
155,1557027,12.5,11.33333,1,N,0,11.0,15580.0,18.0,29.0,38.0,40.0,2,21.0,3.71429,1,2.5,2.16667,0,0.0,16.0,2.66667,34.0,34.0,0.6659379099256668,-0.09163784765009075,10.89943156974202
155,1557028,10.5,9.0,1,N,0,12.0,15580.0,23.0,38.0,47.0,20.0,2,21.0,3.71429,1,2.5,2.16667,0,0.0,16.0,2.66667,34.0,34.0,-1.3340620900743332,-0.09163784765009075,10.89943156974202
155,1557029,11.0,9.66667,0,N,0,16.0,15580.0,25.0,26.0,34.0,20.0,2,21.0,3.71429,1,2.5,2.16667,0,0.0,16.0,2.66667,34.0,34.0,-0.8340620900743332,-0.09163784765009075,10.89943156974202
155,1557030,9.0,9.33333,1,N,1,8.0,15580.0,21.0,23.0,23.0,23.0,2,21.0,3.71429,1,2.5,2.16667,0,0.0,16.0,2.66667,34.0,34.0,-2.834062090074333,-0.09163784765009075,10.89943156974202
155,1557031,8.5,12.0,0,N,0,15.0,15580.0,24.0,39.0,34.0,40.0,2,21.0,3.71429,1,2.5,2.16667,0,0.0,16.0,2.66667,34.0,34.0,-3.334062090074333,-0.09163784765009075,10.89943156974202
155,1557033,12.5,14.0,0,N,0,13.0,15580.0,21.0,40.0,51.0,40.0,2,21.0,3.71429,1,2.5,2.16667,0,0.0,16.0,2.66667,34.0,34.0,0.6659379099256668,-0.09163784765009075,10.89943156974202
155,1557034,10.5,14.0,0,N,0,14.0,15580.0,27.0,30.0,47.0,37.0,2,21.0,3.71429,1,2.5,2.16667,0,0.0,16.0,2.66667,34.0,34.0,-1.3340620900743332,-0.09163784765009075,10.89943156974202
155,1557035,13.0,13.33333,1,N,0,15.0,15580.0,27.0,34.0,50.0,30.0,2,21.0,3.71429,1,2.5,2.16667,0,0.0,16.0,2.66667,34.0,34.0,1.1659379099256668,-0.09163784765009075,10.89943156974202
156,1567001,14.0,10.33333,1,N,0,15.0,15680.0,19.0,44.0,47.0,23.0,1,15.0,3.57143,1,2.1,2.16667,1,10.0,20.0,2.33333,39.0,16.0,2.165937909925667,-0.4173954234076665,-7.1005684302579795
156,1567002,11.0,12.33333,0,N,0,12.0,15680.0,24.0,33.0,38.0,48.0,1,15.0,3.57143,1,2.1,2.16667,1,10.0,20.0,2.33333,39.0,16.0,-0.8340620900743332,-0.4173954234076665,-7.1005684302579795
156,1567003,11.5,15.0,0,N,0,12.0,15680.0,23.0,34.0,49.0,30.0,1,15.0,3.57143,1,2.1,2.16667,1,10.0,20.0,2.33333,39.0,16.0,-0.3340620900743332,-0.4173954234076665,-7.1005684302579795
156,1567004,10.0,12.66667,0,N,0,15.0,15680.0,16.0,27.0,29.0,28.0,1,15.0,3.57143,1,2.1,2.16667,1,10.0,20.0,2.33333,39.0,16.0,-1.8340620900743332,-0.4173954234076665,-7.1005684302579795
156,1567005,11.5,12.66667,0,N,0,5.0,15680.0,16.0,40.0,38.0,28.0,1,15.0,3.57143,1,2.1,2.16667,1,10.0,20.0,2.33333,39.0,16.0,-0.3340620900743332,-0.4173954234076665,-7.1005684302579795
156,1567006,14.0,15.66667,0,N,0,17.0,15680.0,26.0,42.0,48.0,23.0,1,15.0,3.57143,1,2.1,2.16667,1,10.0,20.0,2.33333,39.0,16.0,2.165937909925667,-0.4173954234076665,-7.1005684302579795
156,1567007,12.0,13.0,0,N,0,15.0,15680.0,21.0,31.0,25.0,20.0,1,15.0,3.57143,1,2.1,2.16667,1,10.0,20.0,2.33333,39.0,16.0,0.16593790992566682,-0.4173954234076665,-7.1005684302579795
156,1567008,7.0,10.0,1,N,0,11.0,15680.0,17.0,25.0,31.0,10.0,1,15.0,3.57143,1,2.1,2.16667,1,10.0,20.0,2.33333,39.0,16.0,-4.834062090074333,-0.4173954234076665,-7.1005684302579795
156,1567009,12.5,12.33333,0,N,1,9.0,15680.0,11.0,30.0,45.0,18.0,1,15.0,3.57143,1,2.1,2.16667,1,10.0,20.0,2.33333,39.0,16.0,0.6659379099256668,-0.4173954234076665,-7.1005684302579795
156,1567010,8.0,10.33333,0,N,1,8.0,15680.0,11.0,23.0,31.0,10.0,1,15.0,3.57143,1,2.1,2.16667,1,10.0,20.0,2.33333,39.0,16.0,-3.834062090074333,-0.4173954234076665,-7.1005684302579795
156,1567011,12.0,8.33333,0,N,0,6.0,15680.0,9.0,26.0,40.0,10.0,1,15.0,3.57143,1,2.1,2.16667,1,10.0,20.0,2.33333,39.0,16.0,0.16593790992566682,-0.4173954234076665,-7.1005684302579795
156,1567012,13.5,15.0,0,N,0,18.0,15680.0,29.0,38.0,47.0,20.0,1,15.0,3.57143,1,2.1,2.16667,1,10.0,20.0,2.33333,39.0,16.0,1.6659379099256668,-0.4173954234076665,-7.1005684302579795
159,1597001,12.0,13.33333,1,N,0,13.0,15980.0,27.0,39.0,49.0,25.0,2,23.0,3.57143,1,1.8,1.5,0,3.0,18.0,2.0,33.0,33.0,0.16593790992566682,0.4562604905708281,9.89943156974202
159,1597002,13.0,11.0,0,N,0,15.0,15980.0,27.0,38.0,50.0,30.0,2,23.0,3.57143,1,1.8,1.5,0,3.0,18.0,2.0,33.0,33.0,1.1659379099256668,0.4562604905708281,9.89943156974202
159,1597003,11.0,12.66667,0,N,1,20.0,15980.0,30.0,32.0,48.0,37.0,2,23.0,3.57143,1,1.8,1.5,0,3.0,18.0,2.0,33.0,33.0,-0.8340620900743332,0.4562604905708281,9.89943156974202
159,1597004,12.5,12.66667,0,N,0,13.0,15980.0,23.0,37.0,41.0,20.0,2,23.0,3.57143,1,1.8,1.5,0,3.0,18.0,2.0,33.0,33.0,0.6659379099256668,0.4562604905708281,9.89943156974202
159,1597005,10.0,11.33333,0,N,0,11.0,15980.0,24.0,36.0,42.0,35.0,2,23.0,3.57143,1,1.8,1.5,0,3.0,18.0,2.0,33.0,33.0,-1.8340620900743332,0.4562604905708281,9.89943156974202
159,1597006,12.5,10.66667,1,N,0,18.0,15980.0,27.0,39.0,54.0,38.0,2,23.0,3.57143,1,1.8,1.5,0,3.0,18.0,2.0,33.0,33.0,0.6659379099256668,0.4562604905708281,9.89943156974202
159,1597007,12.0,14.33333,1,N,0,15.0,15980.0,27.0,42.0,42.0,35.0,2,23.0,3.57143,1,1.8,1.5,0,3.0,18.0,2.0,33.0,33.0,0.16593790992566682,0.4562604905708281,9.89943156974202
159,1597008,9.5,9.66667,1,N,1,12.0,15980.0,20.0,27.0,32.0,23.0,2,23.0,3.57143,1,1.8,1.5,0,3.0,18.0,2.0,33.0,33.0,-2.334062090074333,0.4562604905708281,9.89943156974202
159,1597009,16.5,10.66667,0,N,0,18.0,15980.0,27.0,41.0,51.0,20.0,2,23.0,3.57143,1,1.8,1.5,0,3.0,18.0,2.0,33.0,33.0,4.665937909925667,0.4562604905708281,9.89943156974202
159,1597010,10.5,12.33333,0,N,1,13.0,15980.0,20.0,14.0,34.0,20.0,2,23.0,3.57143,1,1.8,1.5,0,3.0,18.0,2.0,33.0,33.0,-1.3340620900743332,0.4562604905708281,9.89943156974202
159,1597011,14.0,13.66667,0,N,0,11.0,15980.0,24.0,37.0,38.0,20.0,2,23.0,3.57143,1,1.8,1.5,0,3.0,18.0,2.0,33.0,33.0,2.165937909925667,0.4562604905708281,9.89943156974202
159,1597012,11.0,11.66667,0,N,0,12.0,15980.0,17.0,33.0,32.0,33.0,2,23.0,3.57143,1,1.8,1.5,0,3.0,18.0,2.0,33.0,33.0,-0.8340620900743332,0.4562604905708281,9.89943156974202
159,1597013,10.5,13.0,0,N,1,14.0,15980.0,20.0,31.0,21.0,30.0,2,23.0,3.57143,1,1.8,1.5,0,3.0,18.0,2.0,33.0,33.0,-1.3340620900743332,0.4562604905708281,9.89943156974202
159,1597014,11.5,9.33333,1,N,0,11.0,15980.0,21.0,38.0,46.0,23.0,2,23.0,3.57143,1,1.8,1.5,0,3.0,18.0,2.0,33.0,33.0,-0.3340620900743332,0.4562604905708281,9.89943156974202
159,1597015,12.0,15.0,0,Y,0,13.0,15980.0,21.0,36.0,44.0,10.0,2,23.0,3.57143,1,1.8,1.5,0,3.0,18.0,2.0,33.0,33.0,0.16593790992566682,0.4562604905708281,9.89943156974202
159,1597017,11.5,14.66667,1,N,0,16.0,15980.0,21.0,34.0,43.0,23.0,2,23.0,3.57143,1,1.8,1.5,0,3.0,18.0,2.0,33.0,33.0,-0.3340620900743332,0.4562604905708281,9.89943156974202
159,1597018,10.0,12.66667,1,N,0,14.0,15980.0,27.0,38.0,46.0,23.0,2,23.0,3.57143,1,1.8,1.5,0,3.0,18.0,2.0,33.0,33.0,-1.8340620900743332,0.4562604905708281,9.89943156974202
159,1597019,14.0,12.66667,1,N,0,16.0,15980.0,28.0,47.0,57.0,40.0,2,23.0,3.57143,1,1.8,1.5,0,3.0,18.0,2.0,33.0,33.0,2.165937909925667,0.4562604905708281,9.89943156974202
159,1597020,12.0,10.66667,1,N,0,17.0,15980.0,24.0,43.0,44.0,40.0,2,23.0,3.57143,1,1.8,1.5,0,3.0,18.0,2.0,33.0,33.0,0.16593790992566682,0.4562604905708281,9.89943156974202
159,1597021,11.0,11.33333,0,N,0,13.0,15980.0,29.0,38.0,50.0,45.0,2,23.0,3.57143,1,1.8,1.5,0,3.0,18.0,2.0,33.0,33.0,-0.8340620900743332,0.4562604905708281,9.89943156974202
159,1597022,14.0,10.66667,0,N,0,12.0,15980.0,19.0,39.0,43.0,25.0,2,23.0,3.57143,1,1.8,1.5,0,3.0,18.0,2.0,33.0,33.0,2.165937909925667,0.4562604905708281,9.89943156974202
159,1597024,12.5,10.33333,0,N,0,11.0,15980.0,19.0,36.0,39.0,20.0,2,23.0,3.57143,1,1.8,1.5,0,3.0,18.0,2.0,33.0,33.0,0.6659379099256668,0.4562604905708281,9.89943156974202
159,1597025,13.5,13.33333,1,N,0,14.0,15980.0,26.0,42.0,52.0,30.0,2,23.0,3.57143,1,1.8,1.5,0,3.0,18.0,2.0,33.0,33.0,1.6659379099256668,0.4562604905708281,9.89943156974202
159,1597026,13.0,10.0,1,N,0,14.0,15980.0,15.0,34.0,38.0,30.0,2,23.0,3.57143,1,1.8,1.5,0,3.0,18.0,2.0,33.0,33.0,1.1659379099256668,0.4562604905708281,9.89943156974202
159,1597027,12.5,16.66667,1,N,0,17.0,15980.0,27.0,44.0,51.0,23.0,2,23.0,3.57143,1,1.8,1.5,0,3.0,18.0,2.0,33.0,33.0,0.6659379099256668,0.4562604905708281,9.89943156974202
159,1597028,12.5,7.66667,1,N,0,9.0,15980.0,10.0,31.0,43.0,20.0,2,23.0,3.57143,1,1.8,1.5,0,3.0,18.0,2.0,33.0,33.0,0.6659379099256668,0.4562604905708281,9.89943156974202
159,1597029,11.0,8.66667,1,N,0,9.0,15980.0,9.0,32.0,40.0,20.0,2,23.0,3.57143,1,1.8,1.5,0,3.0,18.0,2.0,33.0,33.0,-0.8340620900743332,0.4562604905708281,9.89943156974202
159,1597030,11.5,10.66667,0,N,0,13.0,15980.0,17.0,33.0,42.0,20.0,2,23.0,3.57143,1,1.8,1.5,0,3.0,18.0,2.0,33.0,33.0,-0.3340620900743332,0.4562604905708281,9.89943156974202
159,1597031,11.0,15.33333,0,N,0,16.0,15980.0,25.0,32.0,38.0,30.0,2,23.0,3.57143,1,1.8,1.5,0,3.0,18.0,2.0,33.0,33.0,-0.8340620900743332,0.4562604905708281,9.89943156974202
159,1597033,15.0,13.33333,1,N,0,16.0,15980.0,28.0,44.0,54.0,33.0,2,23.0,3.57143,1,1.8,1.5,0,3.0,18.0,2.0,33.0,33.0,3.165937909925667,0.4562604905708281,9.89943156974202
159,1597034,17.5,15.0,0,N,0,15.0,15980.0,29.0,45.0,51.0,20.0,2,23.0,3.57143,1,1.8,1.5,0,3.0,18.0,2.0,33.0,33.0,5.665937909925667,0.4562604905708281,9.89943156974202
160,1607001,14.5,10.33333,1,N,0,14.0,16080.0,27.0,39.0,50.0,50.0,1,18.0,3.28571,1,2.0,2.0,0,27.0,25.0,2.33333,26.0,26.0,2.665937909925667,-0.07319252485694187,2.8994315697420205
160,1607003,12.5,10.33333,0,N,0,4.0,16080.0,24.0,31.0,45.0,45.0,1,18.0,3.28571,1,2.0,2.0,0,27.0,25.0,2.33333,26.0,26.0,0.6659379099256668,-0.07319252485694187,2.8994315697420205
160,1607004,12.5,7.33333,1,Y,1,6.0,16080.0,17.0,28.0,43.0,10.0,1,18.0,3.28571,1,2.0,2.0,0,27.0,25.0,2.33333,26.0,26.0,0.6659379099256668,-0.07319252485694187,2.8994315697420205
160,1607005,12.0,13.66667,1,N,0,14.0,16080.0,30.0,44.0,51.0,20.0,1,18.0,3.28571,1,2.0,2.0,0,27.0,25.0,2.33333,26.0,26.0,0.16593790992566682,-0.07319252485694187,2.8994315697420205
160,1607006,9.5,11.66667,1,Y,0,8.0,16080.0,27.0,34.0,44.0,10.0,1,18.0,3.28571,1,2.0,2.0,0,27.0,25.0,2.33333,26.0,26.0,-2.334062090074333,-0.07319252485694187,2.8994315697420205
160,1607007,5.0,9.33333,0,Y,1,8.0,16080.0,10.0,25.0,23.0,10.0,1,18.0,3.28571,1,2.0,2.0,0,27.0,25.0,2.33333,26.0,26.0,-6.834062090074333,-0.07319252485694187,2.8994315697420205
160,1607008,12.0,10.0,0,N,0,9.0,16080.0,22.0,29.0,40.0,45.0,1,18.0,3.28571,1,2.0,2.0,0,27.0,25.0,2.33333,26.0,26.0,0.16593790992566682,-0.07319252485694187,2.8994315697420205
160,1607009,8.0,7.33333,1,Y,1,9.0,16080.0,13.0,36.0,34.0,10.0,1,18.0,3.28571,1,2.0,2.0,0,27.0,25.0,2.33333,26.0,26.0,-3.834062090074333,-0.07319252485694187,2.8994315697420205
160,1607010,7.5,9.0,1,Y,0,11.0,16080.0,12.0,17.0,20.0,10.0,1,18.0,3.28571,1,2.0,2.0,0,27.0,25.0,2.33333,26.0,26.0,-4.334062090074333,-0.07319252485694187,2.8994315697420205
160,1607012,12.0,8.33333,0,N,0,9.0,16080.0,18.0,34.0,44.0,50.0,1,18.0,3.28571,1,2.0,2.0,0,27.0,25.0,2.33333,26.0,26.0,0.16593790992566682,-0.07319252485694187,2.8994315697420205
160,1607013,15.0,13.0,1,N,0,13.0,16080.0,29.0,44.0,52.0,35.0,1,18.0,3.28571,1,2.0,2.0,0,27.0,25.0,2.33333,26.0,26.0,3.165937909925667,-0.07319252485694187,2.8994315697420205
160,1607014,12.0,9.66667,1,N,0,7.0,16080.0,14.0,30.0,40.0,35.0,1,18.0,3.28571,1,2.0,2.0,0,27.0,25.0,2.33333,26.0,26.0,0.16593790992566682,-0.07319252485694187,2.8994315697420205
160,1607015,9.5,10.66667,1,Y,1,11.0,16080.0,14.0,39.0,33.0,10.0,1,18.0,3.28571,1,2.0,2.0,0,27.0,25.0,2.33333,26.0,26.0,-2.334062090074333,-0.07319252485694187,2.8994315697420205
160,1607016,12.0,8.66667,1,N,0,10.0,16080.0,19.0,36.0,47.0,50.0,1,18.0,3.28571,1,2.0,2.0,0,27.0,25.0,2.33333,26.0,26.0,0.16593790992566682,-0.07319252485694187,2.8994315697420205
160,1607017,13.0,11.33333,1,N,0,12.0,16080.0,23.0,38.0,52.0,40.0,1,18.0,3.28571,1,2.0,2.0,0,27.0,25.0,2.33333,26.0,26.0,1.1659379099256668,-0.07319252485694187,2.8994315697420205
160,1607019,17.5,10.66667,0,N,0,7.0,16080.0,20.0,44.0,50.0,40.0,1,18.0,3.28571,1,2.0,2.0,0,27.0,25.0,2.33333,26.0,26.0,5.665937909925667,-0.07319252485694187,2.8994315697420205
160,1607021,9.5,10.66667,1,N,0,11.0,16080.0,18.0,31.0,30.0,50.0,1,18.0,3.28571,1,2.0,2.0,0,27.0,25.0,2.33333,26.0,26.0,-2.334062090074333,-0.07319252485694187,2.8994315697420205
160,1607022,12.5,9.0,0,N,1,10.0,16080.0,24.0,37.0,50.0,25.0,1,18.0,3.28571,1,2.0,2.0,0,27.0,25.0,2.33333,26.0,26.0,0.6659379099256668,-0.07319252485694187,2.8994315697420205
160,1607023,12.5,9.33333,0,N,0,13.0,16080.0,23.0,40.0,44.0,35.0,1,18.0,3.28571,1,2.0,2.0,0,27.0,25.0,2.33333,26.0,26.0,0.6659379099256668,-0.07319252485694187,2.8994315697420205
160,1607024,13.5,13.33333,0,N,0,12.0,16080.0,29.0,47.0,52.0,37.0,1,18.0,3.28571,1,2.0,2.0,0,27.0,25.0,2.33333,26.0,26.0,1.6659379099256668,-0.07319252485694187,2.8994315697420205
160,1607025,11.5,14.0,0,N,0,9.0,16080.0,25.0,36.0,53.0,40.0,1,18.0,3.28571,1,2.0,2.0,0,27.0,25.0,2.33333,26.0,26.0,-0.3340620900743332,-0.07319252485694187,2.8994315697420205
160,1607026,12.0,15.0,1,N,0,11.0,16080.0,26.0,26.0,42.0,35.0,1,18.0,3.28571,1,2.0,2.0,0,27.0,25.0,2.33333,26.0,26.0,0.16593790992566682,-0.07319252485694187,2.8994315697420205
160,1607027,14.5,13.0,1,N,0,16.0,16080.0,27.0,41.0,54.0,50.0,1,18.0,3.28571,1,2.0,2.0,0,27.0,25.0,2.33333,26.0,26.0,2.665937909925667,-0.07319252485694187,2.8994315697420205
161,1617001,11.0,10.33333,1,N,0,12.0,16180.0,22.0,34.0,51.0,20.0,1,25.0,3.71429,1,3.0,3.0,0,6.0,17.0,2.66667,36.0,36.0,-0.8340620900743332,0.40787339379663456,12.89943156974202
161,1617002,8.0,10.0,0,N,0,9.0,16180.0,22.0,38.0,45.0,20.0,1,25.0,3.71429,1,3.0,3.0,0,6.0,17.0,2.66667,36.0,36.0,-3.834062090074333,0.40787339379663456,12.89943156974202
161,1617003,15.0,16.0,0,N,0,15.0,16180.0,27.0,44.0,52.0,47.0,1,25.0,3.71429,1,3.0,3.0,0,6.0,17.0,2.66667,36.0,36.0,3.165937909925667,0.40787339379663456,12.89943156974202
161,1617004,13.5,10.66667,1,N,0,16.0,16180.0,24.0,43.0,51.0,37.0,1,25.0,3.71429,1,3.0,3.0,0,6.0,17.0,2.66667,36.0,36.0,1.6659379099256668,0.40787339379663456,12.89943156974202
161,1617005,14.0,11.33333,1,Y,0,12.0,16180.0,23.0,39.0,50.0,20.0,1,25.0,3.71429,1,3.0,3.0,0,6.0,17.0,2.66667,36.0,36.0,2.165937909925667,0.40787339379663456,12.89943156974202
161,1617006,11.5,10.0,0,N,0,10.0,16180.0,19.0,32.0,44.0,48.0,1,25.0,3.71429,1,3.0,3.0,0,6.0,17.0,2.66667,36.0,36.0,-0.3340620900743332,0.40787339379663456,12.89943156974202
