U,Y,G
4.0,6.0,143
4.0,10.0,143
10.0,2.0,143
6.0,9.0,143
7.0,3.0,143
7.0,1.0,143
14.0,4.0,144
26.0,9.0,144
18.0,9.0,144
33.0,0.0,144
14.0,5.0,144
27.0,6.0,144
25.0,-6.0,144
26.0,7.0,144
25.0,1.0,144
22.0,8.0,144
20.0,9.0,144
21.0,6.0,144
22.0,12.0,144
38.0,0.0,144
22.0,10.0,144
21.0,3.0,144
26.0,6.0,144
33.0,5.0,144
27.0,6.0,144
25.0,2.0,144
25.0,11.0,144
19.0,14.0,144
20.0,12.0,144
19.0,7.0,144
7.0,6.0,145
11.0,7.0,145
8.0,4.0,145
12.0,3.0,145
11.0,9.0,145
22.0,7.0,145
6.0,6.0,145
17.0,10.0,145
12.0,5.0,145
11.0,4.0,145
8.0,5.0,145
18.0,13.0,145
13.0,6.0,145
15.0,-10.0,145
17.0,6.0,145
21.0,8.0,145
15.0,5.0,145
22.0,9.0,145
8.0,-1.0,145
26.0,4.0,145
7.0,3.0,145
10.0,0.0,145
14.0,11.0,145
13.0,13.0,145
15.0,10.0,146
13.0,6.0,146
19.0,14.0,146
34.0,4.0,146
21.0,4.0,146
26.0,11.0,146
20.0,0.0,146
24.0,6.0,146
9.0,17.0,146
7.0,16.0,146
14.0,4.0,146
12.0,8.0,146
14.0,8.0,146
23.0,-2.0,146
30.0,-1.0,146
29.0,3.0,146
9.0,6.0,146
5.0,7.0,146
13.0,15.0,146
14.0,-7.0,147
18.0,3.0,147
9.0,1.0,147
12.0,-5.0,147
10.0,-1.0,147
19.0,-11.0,147
30.0,-1.0,147
12.0,-9.0,147
9.0,-2.0,147
23.0,3.0,147
14.0,-6.0,147
16.0,15.0,147
26.0,4.0,147
8.0,-1.0,147
6.0,8.0,147
11.0,-2.0,147
13.0,8.0,147
10.0,0.0,147
12.0,1.0,147
29.0,0.0,147
22.0,4.0,147
16.0,3.0,147
13.0,-7.0,147
18.0,3.0,147
15.0,6.0,147
16.0,-4.0,147
12.0,1.0,147
20.0,8.0,147
9.0,3.0,147
26.0,-9.0,147
10.0,-2.0,148
4.0,8.0,148
7.0,1.0,148
7.0,0.0,148
13.0,-6.0,148
10.0,-3.0,148
8.0,3.0,148
11.0,-6.0,148
9.0,-4.0,148
11.0,0.0,148
10.0,-3.0,148
5.0,-1.0,148
4.0,2.0,148
13.0,-1.0,148
5.0,2.0,148
7.0,3.0,148
7.0,4.0,148
10.0,-6.0,148
4.0,10.0,148
9.0,-2.0,148
8.0,0.0,148
9.0,4.0,149
14.0,-2.0,149
11.0,4.0,149
5.0,6.0,149
15.0,11.0,149
19.0,6.0,149
6.0,6.0,149
7.0,5.0,149
14.0,6.0,149
8.0,13.0,149
11.0,1.0,149
4.0,9.0,149
11.0,3.0,149
12.0,6.0,149
14.0,3.0,149
9.0,3.0,149
6.0,3.0,149
12.0,1.0,150
24.0,-2.0,150
23.0,-1.0,150
13.0,-1.0,150
14.0,6.0,150
22.0,-3.0,150
12.0,-1.0,150
19.0,-1.0,150
7.0,7.0,150
16.0,6.0,150
15.0,-5.0,150
27.0,-2.0,150
16.0,2.0,150
12.0,-1.0,150
8.0,1.0,150
15.0,5.0,150
10.0,9.0,150
2.0,6.0,150
17.0,-3.0,150
19.0,3.0,150
16.0,-6.0,150
14.0,3.0,150
10.0,2.0,150
14.0,4.0,150
8.0,2.0,150
13.0,-5.0,150
9.0,2.0,151
17.0,11.0,151
12.0,14.0,151
30.0,5.0,151
6.0,4.0,151
15.0,18.0,151
7.0,7.0,151
9.0,3.0,151
8.0,2.0,151
11.0,-3.0,151
9.0,3.0,151
8.0,-1.0,151
9.0,-3.0,151
18.0,6.0,151
4.0,6.0,151
14.0,2.0,151
20.0,2.0,151
7.0,-3.0,151
9.0,1.0,151
8.0,12.0,151
21.0,6.0,151
21.0,10.0,151
11.0,0.0,151
16.0,12.0,151
17.0,2.0,151
22.0,5.0,151
16.0,2.0,151
14.0,2.0,151
9.0,6.0,151
25.0,-1.0,152
30.0,1.0,152
24.0,-7.0,152
31.0,6.0,152
26.0,-6.0,152
16.0,13.0,152
27.0,3.0,152
22.0,-13.0,152
22.0,3.0,152
16.0,3.0,152
17.0,5.0,152
29.0,1.0,152
35.0,-3.0,152
31.0,0.0,152
21.0,-3.0,152
16.0,2.0,152
26.0,-7.0,152
26.0,-4.0,152
25.0,2.0,152
32.0,3.0,152
18.0,12.0,152
22.0,-7.0,152
20.0,7.0,152
24.0,8.0,152
30.0,1.0,152
27.0,4.0,152
15.0,0.0,152
27.0,-1.0,152
21.0,4.0,152
16.0,8.0,152
24.0,9.0,152
32.0,5.0,152
13.0,5.0,153
18.0,14.0,153
19.0,6.0,153
8.0,3.0,153
10.0,9.0,153
20.0,5.0,153
12.0,16.0,153
14.0,12.0,153
24.0,13.0,153
15.0,9.0,153
12.0,8.0,153
14.0,6.0,153
15.0,14.0,153
16.0,1.0,153
9.0,6.0,153
15.0,10.0,153
19.0,7.0,153
21.0,11.0,153
11.0,-3.0,153
9.0,8.0,153
18.0,11.0,153
19.0,8.0,154
18.0,9.0,154
29.0,0.0,154
20.0,6.0,154
26.0,9.0,154
19.0,8.0,154
27.0,6.0,154
12.0,20.0,154
19.0,7.0,155
11.0,6.0,155
10.0,7.0,155
6.0,-2.0,155
12.0,-2.0,155
11.0,5.0,155
19.0,11.0,155
21.0,6.0,155
14.0,4.0,156
12.0,6.0,156
15.0,4.0,156
21.0,0.0,156
11.0,9.0,156
7.0,26.0,156
18.0,-3.0,156
12.0,7.0,156
16.0,5.0,156
18.0,7.0,156
26.0,6.0,156
13.0,4.0,156
19.0,2.0,156
27.0,8.0,156
23.0,0.0,156
17.0,9.0,156
16.0,4.0,156
12.0,7.0,156
16.0,0.0,156
23.0,9.0,156
9.0,8.0,156
17.0,8.0,156
21.0,1.0,156
6.0,15.0,156
8.0,14.0,157
19.0,11.0,157
32.0,5.0,157
25.0,12.0,157
29.0,6.0,157
24.0,10.0,157
21.0,7.0,157
32.0,6.0,157
18.0,8.0,157
19.0,2.0,157
30.0,4.0,157
24.0,11.0,157
22.0,9.0,157
15.0,15.0,157
20.0,8.0,157
22.0,12.0,158
17.0,-1.0,158
19.0,11.0,158
11.0,13.0,158
16.0,9.0,158
15.0,18.0,158
23.0,9.0,158
24.0,5.0,158
31.0,-1.0,158
23.0,4.0,158
24.0,7.0,158
19.0,13.0,158
9.0,20.0,158
12.0,11.0,158
24.0,8.0,158
17.0,-1.0,158
16.0,8.0,158
25.0,7.0,158
11.0,19.0,158
11.0,12.0,158
20.0,15.0,158
8.0,5.0,158
15.0,7.0,158
23.0,10.0,158
20.0,5.0,158
16.0,14.0,158
10.0,14.0,158
15.0,9.0,159
21.0,3.0,159
20.0,9.0,159
14.0,2.0,159
11.0,6.0,159
20.0,8.0,159
13.0,7.0,159
25.0,5.0,159
17.0,9.0,159
13.0,4.0,159
12.0,9.0,159
29.0,3.0,159
7.0,9.0,159
9.0,1.0,159
16.0,-1.0,159
13.0,2.0,160
8.0,2.0,160
7.0,11.0,160
17.0,7.0,160
17.0,9.0,160
15.0,-2.0,160
16.0,3.0,160
7.0,8.0,160
8.0,8.0,160
10.0,3.0,160
11.0,-2.0,160
9.0,8.0,160
14.0,13.0,160
9.0,10.0,160
17.0,7.0,160
12.0,8.0,160
15.0,15.0,160
8.0,2.0,160
8.0,8.0,161
13.0,5.0,161
13.0,4.0,161
10.0,-2.0,161
8.0,-4.0,161
9.0,3.0,161
9.0,0.0,161
9.0,1.0,161
5.0,6.0,161
18.0,12.0,161
12.0,9.0,161
9.0,4.0,161
11.0,4.0,161
5.0,8.0,161
9.0,-4.0,161
17.0,9.0,162
23.0,5.0,162
17.0,4.0,162
10.0,12.0,162
7.0,6.0,162
11.0,5.0,162
6.0,11.0,162
11.0,4.0,162
15.0,16.0,162
17.0,15.0,162
23.0,7.0,162
16.0,6.0,162
10.0,0.0,162
12.0,3.0,162
11.0,6.0,162
9.0,6.0,162
18.0,9.0,162
23.0,9.0,162
13.0,-1.0,163
7.0,7.0,163
4.0,8.0,163
13.0,5.0,163
6.0,3.0,163
10.0,4.0,163
13.0,-2.0,163
8.0,6.0,163
10.0,3.0,163
6.0,7.0,163
10.0,-2.0,163
6.0,10.0,163
6.0,0.0,163
18.0,0.0,163
21.0,-11.0,163
8.0,-2.0,163
4.0,8.0,163
11.0,-2.0,163
16.0,14.0,164
24.0,9.0,164
30.0,2.0,164
19.0,13.0,164
27.0,6.0,164
25.0,4.0,164
30.0,8.0,164
20.0,8.0,164
28.0,8.0,164
23.0,4.0,164
24.0,-2.0,164
22.0,3.0,164
28.0,4.0,164
35.0,1.0,164
30.0,5.0,164
27.0,3.0,164
26.0,3.0,164
35.0,3.0,164
21.0,4.0,164
25.0,9.0,164
30.0,3.0,164
18.0,11.0,164
27.0,6.0,164
23.0,10.0,164
24.0,7.0,164
22.0,6.0,164
24.0,9.0,165
17.0,4.0,165
15.0,5.0,165
12.0,10.0,165
13.0,6.0,165
27.0,4.0,165
10.0,3.0,165
18.0,8.0,165
19.0,2.0,165
19.0,6.0,165
13.0,11.0,165
11.0,3.0,165
13.0,12.0,165
17.0,13.0,165
14.0,15.0,165
15.0,7.0,165
22.0,-3.0,165
11.0,3.0,165
22.0,10.0,165
14.0,6.0,165
25.0,6.0,165
23.0,3.0,165
20.0,12.0,165
33.0,4.0,166
25.0,4.0,166
16.0,12.0,166
25.0,2.0,166
24.0,5.0,166
31.0,1.0,166
24.0,8.0,166
37.0,-1.0,167
35.0,0.0,167
33.0,2.0,167
28.0,6.0,167
32.0,-2.0,167
31.0,1.0,167
15.0,-3.0,167
33.0,3.0,167
36.0,0.0,167
30.0,0.0,167
18.0,7.0,167
28.0,6.0,167
32.0,3.0,167
28.0,7.0,167
32.0,3.0,167
30.0,1.0,167
34.0,4.0,167
33.0,-1.0,167
14.0,12.0,167
32.0,-8.0,167
22.0,10.0,167
21.0,3.0,168
6.0,2.0,168
12.0,13.0,168
18.0,0.0,168
14.0,6.0,168
20.0,4.0,168
14.0,-7.0,168
14.0,6.0,168
15.0,9.0,168
14.0,0.0,168
12.0,-1.0,168
13.0,9.0,168
23.0,2.0,168
13.0,-2.0,168
13.0,1.0,168
25.0,1.0,168
17.0,-4.0,168
22.0,2.0,168
13.0,9.0,168
12.0,11.0,168
18.0,-5.0,168
15.0,-1.0,168
26.0,-14.0,169
25.0,-5.0,169
25.0,2.0,169
22.0,0.0,169
20.0,9.0,169
20.0,-3.0,169
18.0,7.0,169
16.0,-2.0,169
14.0,-1.0,169
21.0,4.0,169
21.0,-5.0,169
12.0,1.0,169
29.0,3.0,169
22.0,0.0,169
35.0,0.0,169
23.0,2.0,169
27.0,3.0,169
14.0,3.0,169
31.0,4.0,169
18.0,3.0,169
20.0,6.0,169
12.0,2.0,169
15.0,5.0,169
6.0,10.0,170
15.0,1.0,170
21.0,2.0,170
15.0,-4.0,170
13.0,-2.0,170
7.0,7.0,170
13.0,3.0,170
10.0,7.0,170
11.0,10.0,170
10.0,-2.0,170
12.0,2.0,170
12.0,-2.0,170
16.0,3.0,170
6.0,5.0,170
7.0,5.0,170
11.0,17.0,171
13.0,15.0,171
16.0,7.0,171
18.0,11.0,171
8.0,13.0,171
10.0,8.0,171
11.0,4.0,171
14.0,-4.0,171
14.0,8.0,171
6.0,7.0,171
7.0,11.0,171
11.0,1.0,171
21.0,7.0,171
14.0,0.0,171
10.0,3.0,171
10.0,1.0,171
6.0,3.0,171
8.0,0.0,171
18.0,14.0,171
22.0,7.0,171
15.0,1.0,172
24.0,-8.0,172
9.0,10.0,172
17.0,-2.0,172
17.0,7.0,172
22.0,6.0,172
12.0,9.0,172
17.0,4.0,172
22.0,8.0,172
15.0,-5.0,172
17.0,3.0,172
20.0,6.0,172
22.0,-2.0,172
10.0,5.0,172
6.0,5.0,172
22.0,6.0,172
20.0,-4.0,172
13.0,5.0,172
24.0,6.0,173
27.0,6.0,173
24.0,9.0,173
27.0,2.0,173
17.0,8.0,173
14.0,6.0,173
10.0,11.0,173
27.0,7.0,173
13.0,0.0,173
33.0,6.0,173
5.0,14.0,173
9.0,3.0,173
27.0,0.0,173
7.0,11.0,173
16.0,15.0,173
32.0,4.0,173
15.0,11.0,173
17.0,17.0,173
18.0,11.0,173
16.0,7.0,173
15.0,8.0,173
24.0,8.0,173
16.0,15.0,173
9.0,3.0,173
21.0,8.0,173
8.0,7.0,173
12.0,5.0,173
18.0,1.0,173
33.0,-3.0,173
12.0,11.0,174
12.0,3.0,174
20.0,12.0,174
10.0,8.0,174
27.0,4.0,174
21.0,10.0,174
12.0,12.0,174
17.0,10.0,174
13.0,5.0,174
14.0,0.0,174
8.0,5.0,174
18.0,11.0,174
17.0,11.0,174
14.0,15.0,174
22.0,6.0,174
13.0,4.0,174
9.0,18.0,174
14.0,2.0,174
11.0,14.0,174
17.0,6.0,174
24.0,7.0,174
15.0,11.0,174
21.0,5.0,174
11.0,10.0,174
15.0,7.0,174
16.0,0.0,175
19.0,3.0,175
16.0,3.0,175
13.0,9.0,175
15.0,7.0,175
24.0,6.0,175
16.0,9.0,175
19.0,12.0,175
15.0,4.0,175
14.0,5.0,175
15.0,3.0,175
15.0,8.0,175
10.0,14.0,175
16.0,2.0,175
7.0,9.0,175
13.0,5.0,175
16.0,14.0,175
20.0,4.0,175
16.0,15.0,175
15.0,16.0,175
21.0,7.0,175
18.0,3.0,175
11.0,0.0,176
14.0,-5.0,176
20.0,-1.0,176
20.0,-8.0,176
9.0,1.0,176
15.0,3.0,176
11.0,1.0,176
16.0,-4.0,176
21.0,-14.0,176
17.0,-1.0,176
13.0,5.0,176
19.0,5.0,176
16.0,-3.0,176
19.0,-2.0,176
30.0,0.0,176
23.0,-8.0,176
15.0,-6.0,176
20.0,-2.0,176
21.0,-2.0,176
25.0,-10.0,176
15.0,3.0,176
9.0,1.0,177
11.0,3.0,177
10.0,5.0,177
12.0,9.0,177
12.0,0.0,177
16.0,1.0,177
9.0,1.0,177
14.0,-1.0,177
9.0,-3.0,177
3.0,1.0,177
7.0,9.0,177
17.0,7.0,177
8.0,6.0,178
10.0,-2.0,178
10.0,7.0,178
14.0,1.0,178
13.0,-3.0,178
14.0,-6.0,178
11.0,8.0,178
10.0,3.0,178
14.0,1.0,178
10.0,3.0,178
13.0,10.0,178
14.0,11.0,178
10.0,8.0,178
11.0,6.0,178
12.0,-1.0,178
13.0,3.0,178
9.0,-3.0,179
7.0,-1.0,179
4.0,-1.0,179
12.0,-9.0,179
6.0,-1.0,179
13.0,-8.0,179
6.0,4.0,179
13.0,-6.0,179
6.0,2.0,179
8.0,1.0,179
2.0,1.0,179
9.0,-5.0,179
7.0,-1.0,180
5.0,4.0,180
4.0,5.0,180
8.0,-2.0,180
10.0,-4.0,180
13.0,-7.0,180
9.0,-5.0,180
10.0,4.0,180
8.0,4.0,180
5.0,6.0,180
11.0,-5.0,180
10.0,3.0,180
7.0,1.0,181
9.0,0.0,181
12.0,-3.0,181
6.0,4.0,181
8.0,1.0,181
8.0,3.0,181
7.0,4.0,181
8.0,2.0,181
8.0,-1.0,181
8.0,0.0,181
10.0,-5.0,181
6.0,1.0,181
8.0,1.0,181
7.0,5.0,181
4.0,4.0,181
7.0,-3.0,182
4.0,0.0,182
5.0,3.0,182
6.0,-1.0,182
11.0,-3.0,182
10.0,-2.0,182
2.0,4.0,182
5.0,0.0,182
8.0,-1.0,182
13.0,-1.0,182
8.0,-7.0,182
5.0,0.0,182
8.0,0.0,182
4.0,4.0,182
6.0,2.0,182
4.0,6.0,182
9.0,-1.0,182
8.0,3.0,183
7.0,0.0,183
10.0,0.0,183
12.0,-3.0,183
13.0,1.0,183
9.0,-1.0,183
10.0,1.0,183
9.0,6.0,183
5.0,3.0,183
14.0,-1.0,183
9.0,1.0,183
18.0,-2.0,183
18.0,-1.0,183
12.0,-3.0,183
12.0,-3.0,183
8.0,7.0,183
12.0,7.0,183
12.0,-1.0,183
12.0,6.0,183
7.0,7.0,183
10.0,5.0,184
7.0,9.0,184
8.0,2.0,184
7.0,0.0,184
7.0,2.0,184
15.0,-3.0,184
11.0,-1.0,184
9.0,2.0,184
9.0,-2.0,184
9.0,-2.0,184
11.0,-3.0,184
11.0,5.0,184
6.0,12.0,184
7.0,10.0,184
13.0,-2.0,184
9.0,2.0,184
14.0,-9.0,184
8.0,-3.0,184
11.0,6.0,184
7.0,2.0,184
10.0,2.0,185
10.0,-2.0,185
6.0,-1.0,185
5.0,2.0,185
9.0,-5.0,185
12.0,5.0,185
8.0,0.0,185
7.0,4.0,185
6.0,1.0,185
7.0,-2.0,185
12.0,3.0,185
11.0,8.0,185
9.0,5.0,185
9.0,1.0,185
7.0,-1.0,185
8.0,-1.0,185
4.0,1.0,185
6.0,2.0,185
5.0,4.0,185
10.0,1.0,185
12.0,-1.0,185
11.0,-1.0,186
10.0,4.0,186
16.0,4.0,186
11.0,-4.0,186
5.0,0.0,186
6.0,5.0,186
6.0,1.0,186
11.0,-1.0,186
11.0,7.0,186
7.0,2.0,186
12.0,-5.0,186
9.0,-2.0,186
9.0,2.0,186
10.0,-3.0,186
11.0,11.0,186
13.0,-1.0,187
17.0,5.0,187
14.0,-4.0,187
4.0,5.0,187
8.0,0.0,187
11.0,-3.0,187
4.0,1.0,187
4.0,4.0,187
26.0,5.0,187
8.0,-5.0,187
5.0,5.0,187
6.0,3.0,187
7.0,3.0,187
9.0,4.0,187
5.0,0.0,187
8.0,3.0,187
11.0,5.0,187
7.0,-2.0,187
21.0,3.0,188
10.0,0.0,188
14.0,1.0,188
7.0,2.0,188
5.0,3.0,188
11.0,-2.0,188
9.0,3.0,188
12.0,1.0,188
12.0,-4.0,188
5.0,3.0,188
13.0,-4.0,188
14.0,3.0,188
19.0,-1.0,188
6.0,-1.0,188
5.0,-1.0,188
12.0,1.0,188
7.0,1.0,188
6.0,2.0,188
31.0,4.0,189
33.0,4.0,189
20.0,5.0,189
30.0,2.0,189
32.0,1.0,189
29.0,2.0,189
29.0,6.0,189
13.0,7.0,189
31.0,-2.0,189
22.0,5.0,189
31.0,6.0,189
37.0,1.0,189
32.0,1.0,189
28.0,7.0,189
37.0,0.0,189
29.0,5.0,189
32.0,2.0,189
31.0,0.0,189
28.0,-2.0,189
29.0,3.0,189
22.0,11.0,189
35.0,-2.0,189
29.0,4.0,189
33.0,-1.0,189
31.0,3.0,189
31.0,-6.0,189
28.0,4.0,189
24.0,2.0,189
30.0,2.0,189
36.0,-2.0,189
32.0,0.0,189
31.0,6.0,189
16.0,5.0,190
13.0,5.0,190
11.0,-2.0,190
14.0,-1.0,190
10.0,1.0,190
13.0,7.0,190
8.0,9.0,190
15.0,9.0,190
5.0,14.0,190
18.0,3.0,190
8.0,6.0,190
6.0,0.0,190
7.0,15.0,190
17.0,1.0,190
20.0,6.0,190
10.0,6.0,190
9.0,6.0,190
11.0,1.0,190
20.0,-3.0,190
7.0,-1.0,190
13.0,8.0,190
11.0,1.0,190
12.0,5.0,190
16.0,3.0,190
12.0,12.0,190
