item,tar,dir,rt,subj,c1,c2,c3,srt,lrt,qrt,prt
155,val,ver,329.3,39,-0.75,-0.5,0.25,0.32930000000000004,5.7969691893823185,18.14662503056698,11.696829273861782
158,val,ver,429.3,39,-0.75,-0.5,0.25,0.4293,6.062155975230515,20.719555979798407,13.089641277679494
159,val,ver,593.4,39,-0.75,-0.5,0.25,0.5933999999999999,6.385868707856721,24.359802954868087,15.016561805233708
162,val,ver,374.6,39,-0.75,-0.5,0.25,0.37460000000000004,5.925858790009988,19.354586019855862,12.354225926059597
173,val,ver,612.8,39,-0.75,-0.5,0.25,0.6127999999999999,6.418038618426381,24.75479751482528,15.222910146223438
176,val,ver,359.7,39,-0.75,-0.5,0.25,0.35969999999999996,5.885270350701578,18.965758619153625,12.14331562557299
179,val,ver,292.2,39,-0.75,-0.5,0.25,0.2922,5.677438499316599,17.093858546273278,11.118471939050846
180,val,ver,376.9,39,-0.75,-0.5,0.25,0.37689999999999996,5.93197990027309,19.41391253714717,12.386349467693034
181,val,ver,332.7,39,-0.75,-0.5,0.25,0.3327,5.807241183024431,18.240065789355036,11.747913072549595
182,val,ver,375.8,39,-0.75,-0.5,0.25,0.3758,5.929057086979365,19.385561637466168,12.371000158517111
187,val,ver,249.3,39,-0.75,-0.5,0.25,0.24930000000000002,5.518656990529513,15.789236840328922,10.39418046624802
188,val,ver,357.7,39,-0.75,-0.5,0.25,0.35769999999999996,5.879694646264972,18.912958520548813,12.114625190138064
190,val,ver,288.0,39,-0.75,-0.5,0.25,0.288,5.662960480135946,16.97056274847714,11.050389542019335
195,val,ver,513.8,39,-0.75,-0.5,0.25,0.5137999999999999,6.241834084675783,22.66715685744465,14.126439392733973
205,val,ver,472.9,39,-0.75,-0.5,0.25,0.4729,6.15888394964983,21.74626404695758,13.637962229186918
207,val,ver,249.8,39,-0.75,-0.5,0.25,0.24980000000000002,5.520660597691477,15.80506248010428,10.40301942446925
211,val,ver,340.6,39,-0.75,-0.5,0.25,0.3406,5.830708768228588,18.45535152740256,11.86545870220976
212,val,ver,311.9,39,-0.75,-0.5,0.25,0.31189999999999996,5.742682623613757,17.66069081321566,11.430522177766338
213,val,ver,350.9,39,-0.75,-0.5,0.25,0.3509,5.860501282589169,18.73232500251904,12.016380794352363
218,val,ver,420.1,39,-0.75,-0.5,0.25,0.42010000000000003,6.040492778175336,20.49634113689563,12.969892853590478
222,val,ver,374.3,39,-0.75,-0.5,0.25,0.3743,5.925057614910384,19.346834366376324,12.35002753547738
223,val,ver,353.4,39,-0.75,-0.5,0.25,0.3534,5.867600559885596,18.79893614011176,12.052626424510237
226,val,ver,309.0,39,-0.75,-0.5,0.25,0.309,5.733341276897746,17.578395831246947,11.38531275568722
231,val,ver,331.4,39,-0.75,-0.5,0.25,0.3314,5.803326104992462,18.204395073717773,11.728416683186119
235,val,ver,334.8,39,-0.75,-0.5,0.25,0.3348,5.81353333861532,18.297540818372287,11.779314805805212
236,val,ver,332.4,39,-0.75,-0.5,0.25,0.3324,5.806339062981293,18.231840280125315,11.743417804282531
240,val,ver,366.0,39,-0.75,-0.5,0.25,0.366,5.902633333401366,19.131126469708992,12.233094837484046
241,val,ver,325.5,39,-0.75,-0.5,0.25,0.3255,5.785362461648624,18.041618552668716,11.639374938906112
242,val,ver,322.2,39,-0.75,-0.5,0.25,0.3222,5.7751724707428735,17.94993036198191,11.58916626835141
243,val,ver,306.0,39,-0.75,-0.5,0.25,0.306,5.723585101952381,17.4928556845359,11.338286570668666
244,val,ver,301.3,39,-0.75,-0.5,0.25,0.3013,5.708106446136256,17.35799527595281,11.264075418432638
253,val,ver,396.7,39,-0.75,-0.5,0.25,0.3967,5.983180327520285,19.917329138215294,12.658341291555743
255,val,ver,314.4,39,-0.75,-0.5,0.25,0.31439999999999996,5.7506660605550515,17.7313282074412,11.46930195383848
256,val,ver,326.5,39,-0.75,-0.5,0.25,0.3265,5.788429948716486,18.069310999592652,11.65453177928676
257,val,ver,378.2,39,-0.75,-0.5,0.25,0.3782,5.935423156224357,19.447364860052378,12.40445634417055
262,val,ver,361.8,39,-0.75,-0.5,0.25,0.3618,5.891091572961195,19.02104098097683,12.173341903820068
265,val,ver,345.2,39,-0.75,-0.5,0.25,0.3452,5.844123959209273,18.579558659989747,11.933180969080196
269,val,ver,329.0,39,-0.75,-0.5,0.25,0.329,5.796057750765372,18.138357147217054,11.69230732885773
274,val,ver,349.8,39,-0.75,-0.5,0.25,0.3498,5.857361562584502,18.70294094520966,12.000385617147412
275,val,ver,333.3,39,-0.75,-0.5,0.25,0.3333,5.8090429853136945,18.256505689753446,11.756896612804324
281,val,ver,318.2,39,-0.75,-0.5,0.25,0.3182,5.762680115903686,17.838161340227867,11.527908687465489
287,val,ver,345.0,39,-0.75,-0.5,0.25,0.345,5.84354441703136,18.57417562100671,11.930247364676971
288,val,ver,352.0,39,-0.75,-0.5,0.25,0.352,5.863631175598097,18.76166303929372,12.032347128094244
294,val,ver,267.5,39,-0.75,-0.5,0.25,0.2675,5.589119566336061,16.355427233796124,10.70958637281368
297,val,ver,518.3,39,-0.75,-0.5,0.25,0.5183,6.2505542251956605,22.76620302114518,14.178796232928857
308,val,ver,304.9,39,-0.75,-0.5,0.25,0.3049,5.719983853994209,17.461385970191483,11.320977155266643
316,val,ver,314.1,39,-0.75,-0.5,0.25,0.31410000000000005,5.749711406544601,17.722866585290316,11.464657777442177
319,val,ver,363.2,39,-0.75,-0.5,0.25,0.36319999999999997,5.894953646727139,19.05780679931455,12.193303712107141
325,val,ver,353.0,39,-0.75,-0.5,0.25,0.353,5.8664680569332965,18.788294228055936,12.046837066930053
329,val,ver,304.4,39,-0.75,-0.5,0.25,0.3044,5.718342625987531,17.44706279005151,11.313097353194506
331,val,ver,358.0,39,-0.75,-0.5,0.25,0.358,5.8805329864007,18.920887928424502,12.118934633080755
333,val,ver,363.1,39,-0.75,-0.5,0.25,0.36310000000000003,5.89467827842029,19.0551830219497,12.191879339412422
336,val,ver,329.6,39,-0.75,-0.5,0.25,0.3296,5.797879798035317,18.15488914865635,11.701348847596073
340,val,ver,391.7,39,-0.75,-0.5,0.25,0.3917,5.970496240671785,19.791412279066897,12.59040815022808
345,val,ver,330.6,39,-0.75,-0.5,0.25,0.3306,5.8009091853869235,18.18240908130713,11.716397011135795
347,val,ver,374.5,39,-0.75,-0.5,0.25,0.3745,5.925591802957274,19.352002480363627,12.352826677699994
350,val,ver,362.5,39,-0.75,-0.5,0.25,0.3625,5.893024474294729,19.03943276465977,12.183328356394764
353,val,ver,321.9,39,-0.75,-0.5,0.25,0.32189999999999996,5.774240938304763,17.941571837495175,11.584587190522871
354,val,ver,315.8,39,-0.75,-0.5,0.25,0.3158,5.7551091018215415,17.770762504743573,11.490941112217191
355,val,ver,423.9,39,-0.75,-0.5,0.25,0.4239,6.049497578358592,20.588831924128186,13.01953538773565
361,val,ver,320.3,39,-0.75,-0.5,0.25,0.32030000000000003,5.769258056615112,17.896927110540513,11.560123845374195
375,val,ver,324.9,39,-0.75,-0.5,0.25,0.32489999999999997,5.783517442675055,18.02498266295976,11.630267962761932
377,val,ver,353.5,39,-0.75,-0.5,0.25,0.3535,5.867883485336628,18.801595676963167,12.054073174334421
380,val,ver,330.6,39,-0.75,-0.5,0.25,0.3306,5.8009091853869235,18.18240908130713,11.716397011135795
384,val,ver,319.5,39,-0.75,-0.5,0.25,0.3195,5.766757273817589,17.874562931719478,11.547865784822433
387,val,ver,323.9,39,-0.75,-0.5,0.25,0.32389999999999997,5.7804348261772835,17.997222007854432,11.615068125714236
389,val,ver,332.9,39,-0.75,-0.5,0.25,0.3329,5.807842144580979,18.245547402037573,11.750908621635899
400,val,ver,310.8,39,-0.75,-0.5,0.25,0.3108,5.739149618493492,17.62952069683121,11.413402382422506
402,val,ver,295.0,39,-0.75,-0.5,0.25,0.295,5.68697535633982,17.175564037317667,11.16354768240174
404,val,ver,307.3,39,-0.75,-0.5,0.25,0.3073,5.727824469136439,17.529974329701684,11.358697027547453
407,val,ver,348.0,39,-0.75,-0.5,0.25,0.348,5.8522024797744745,18.65475810617763,11.974149100234204
408,val,ver,327.3,39,-0.75,-0.5,0.25,0.32730000000000004,5.790877181507135,18.0914344373242,11.66663801821771
412,val,ver,296.4,39,-0.75,-0.5,0.25,0.2964,5.6917098934219315,17.216271373325874,11.18599320121515
415,val,ver,295.3,39,-0.75,-0.5,0.25,0.2953,5.687991788749877,17.18429515575195,11.16836259089591
416,val,ver,341.6,39,-0.75,-0.5,0.25,0.3416,5.833640461914415,18.482424083436676,11.880225519099374
417,val,ver,281.3,39,-0.75,-0.5,0.25,0.2813,5.6394217154958115,16.772000476985447,10.940588045524743
419,val,ver,356.4,39,-0.75,-0.5,0.25,0.3564,5.876053695596654,18.878559267062727,12.095926849541906
420,val,ver,346.4,39,-0.75,-0.5,0.25,0.3464,5.84759417668828,18.611824198610947,11.950762079731161
425,val,ver,344.4,39,-0.75,-0.5,0.25,0.3444,5.841803772553575,18.558017135459274,11.921440671960614
426,val,ver,326.2,39,-0.75,-0.5,0.25,0.3262,5.787510690186913,18.061007723823163,11.649987537006371
430,val,ver,400.1,39,-0.75,-0.5,0.25,0.4001,5.9917145158631895,20.002499843769527,12.704254655935285
439,val,ver,338.0,39,-0.75,-0.5,0.25,0.338,5.823045895483019,18.384776310850235,11.826947766436271
441,val,ver,354.6,39,-0.75,-0.5,0.25,0.3546,5.870990393640108,18.83082579177026,12.069971894666285
443,val,ver,328.4,39,-0.75,-0.5,0.25,0.32839999999999997,5.794232377578273,18.121810064118872,11.683256311399996
445,val,ver,373.6,39,-0.75,-0.5,0.25,0.37360000000000004,5.923185706354688,19.328735085359313,12.340223750391262
448,val,ver,314.7,39,-0.75,-0.5,0.25,0.3147,5.751619804070361,17.73978579352073,11.473943579483008
452,val,ver,342.8,39,-0.75,-0.5,0.25,0.3428,5.837147186723625,18.51485889765299,11.897912883451937
455,val,ver,420.3,39,-0.75,-0.5,0.25,0.4203,6.040968742011071,20.501219475923865,12.972512048714453
459,val,ver,587.8,39,-0.75,-0.5,0.25,0.5878,6.376386753984817,24.244587024736056,14.956276870564679
467,val,ver,288.3,39,-0.75,-0.5,0.25,0.2883,5.664001604644357,16.97939928266015,11.055271452756656
474,val,ver,337.4,39,-0.75,-0.5,0.25,0.3374,5.821269170111868,18.368451213970108,11.818036427187089
475,val,ver,332.6,39,-0.75,-0.5,0.25,0.3326,5.806940566758827,18.237324365158393,11.746414909201755
484,val,ver,338.9,39,-0.75,-0.5,0.25,0.3389,5.825705078613006,18.409236811991963,11.840297714683066
498,val,ver,367.6,39,-0.75,-0.5,0.25,0.36760000000000004,5.906995390481532,19.172897537930986,12.25575396878997
504,val,ver,337.6,39,-0.75,-0.5,0.25,0.3376,5.821861762721802,18.373894524569362,11.821007886647369
511,val,ver,340.9,39,-0.75,-0.5,0.25,0.3409,5.831589179143857,18.46347746227671,11.869891365269197
512,val,ver,332.7,39,-0.75,-0.5,0.25,0.3327,5.807241183024431,18.240065789355036,11.747913072549595
515,val,ver,351.2,39,-0.75,-0.5,0.25,0.3512,5.861355861760962,18.740330840195966,12.020738103526721
521,val,ver,272.3,39,-0.75,-0.5,0.25,0.2723,5.606904399679714,16.501515081955354,10.790696593150054
527,val,ver,334.7,39,-0.75,-0.5,0.25,0.3347,5.8132346082172806,18.294808006644946,11.777822060932984
533,val,ver,362.9,39,-0.75,-0.5,0.25,0.3629,5.894127314219024,19.04993438308909,12.189029916294235
536,val,ver,322.8,39,-0.75,-0.5,0.25,0.32280000000000003,5.777032936395794,17.966635745180564,11.598317065217612
538,val,ver,236.0,39,-0.75,-0.5,0.25,0.236,5.4638318050256105,15.362291495737216,10.155210592464128
541,val,ver,382.3,39,-0.75,-0.5,0.25,0.38230000000000003,5.946205640702368,19.552493447128427,12.46132905526909
543,val,ver,638.4,39,-0.75,-0.5,0.25,0.6384,6.458965046135599,25.26657871576601,15.489529028658481
545,val,ver,353.7,39,-0.75,-0.5,0.25,0.3537,5.868449096211435,18.806913622388976,12.056965967233491
548,val,ver,328.9,39,-0.75,-0.5,0.25,0.32889999999999997,5.795753753195012,18.13560034848585,11.690799486318722
549,val,ver,322.3,39,-0.75,-0.5,0.25,0.32230000000000003,5.775482788821392,17.952715672009067,11.590692082087799
550,val,ver,322.0,39,-0.75,-0.5,0.25,0.322,5.7745515455444085,17.944358444926362,11.586113822702412
559,val,ver,529.6,39,-0.75,-0.5,0.25,0.5296000000000001,6.272122004622799,23.01303978182804,14.309126972341792
561,val,ver,338.5,39,-0.75,-0.5,0.25,0.3385,5.82452409235233,18.398369492974098,11.8343669275355
563,val,ver,356.7,39,-0.75,-0.5,0.25,0.35669999999999996,5.876895092364846,18.886503117305754,12.10024533207252
565,val,ver,372.0,39,-0.75,-0.5,0.25,0.372,5.918893854273146,19.28730152198591,12.317775312610182
566,val,ver,355.7,39,-0.75,-0.5,0.25,0.3557,5.874087678954409,18.86001060445089,12.085842244352284
577,val,ver,330.8,39,-0.75,-0.5,0.25,0.33080000000000004,5.801513963149536,18.18790807102345,11.71940349771819
578,val,ver,359.0,39,-0.75,-0.5,0.25,0.359,5.883322388488279,18.947295321496416,12.133284445349663
580,val,ver,326.4,39,-0.75,-0.5,0.25,0.32639999999999997,5.788123623089952,18.066543665017942,11.65301729907547
581,val,ver,297.3,39,-0.75,-0.5,0.25,0.2973,5.694741730004052,17.242389625571047,11.200390245255061
586,val,ver,329.0,39,-0.75,-0.5,0.25,0.329,5.796057750765372,18.138357147217054,11.69230732885773
591,val,ver,323.1,39,-0.75,-0.5,0.25,0.3231,5.777961872830453,17.97498261473429,11.602888791439376
592,val,ver,368.2,39,-0.75,-0.5,0.25,0.36819999999999997,5.908626268798978,19.188538245525635,12.264236500744953
593,val,ver,452.4,39,-0.75,-0.5,0.25,0.45239999999999997,6.114566744241966,21.26969675383267,13.383947280878184
596,val,ver,284.3,39,-0.75,-0.5,0.25,0.2843,5.650030018656954,16.861198059449986,10.989936991867895
600,val,ver,435.4,39,-0.75,-0.5,0.25,0.43539999999999995,6.076265148800447,20.866240677227893,13.16822695668495
602,val,ver,453.3,39,-0.75,-0.5,0.25,0.45330000000000004,6.116554157946804,21.290843102141352,13.395236639219727
39,dod,hor,329.7,40,0.25,0.5,-0.75,0.3297,5.798183150077685,18.157643018850216,11.702854845813231
52,dod,hor,322.0,40,0.25,0.5,-0.75,0.322,5.7745515455444085,17.944358444926362,11.586113822702412
89,dod,hor,449.5,40,0.25,0.5,-0.75,0.4495,6.108135853911675,21.20141504711419,13.347482241736907
103,dod,hor,382.4,40,0.25,0.5,-0.75,0.38239999999999996,5.946467181177246,19.555050498528505,12.462711796865614
104,dod,hor,324.6,40,0.25,0.5,-0.75,0.3246,5.782593655080491,18.016658957753517,11.625710843345761
120,dod,hor,394.1,40,0.25,0.5,-0.75,0.3941,5.976604684200958,19.85195204507607,12.623077980894278
161,dod,hor,230.3,40,0.25,0.5,-0.75,0.2303,5.439382806826639,15.17563837207516,10.050422171464911
194,dod,hor,483.1,40,0.25,0.5,-0.75,0.48310000000000003,6.180223671560361,21.979535936866366,13.761990092599705
248,dod,hor,303.8,40,0.25,0.5,-0.75,0.3038,5.716369590161673,17.429859437184227,11.303631747532297
270,dod,hor,329.5,40,0.25,0.5,-0.75,0.3295,5.797576353942562,18.152134860671346,11.699842586282347
277,dod,hor,371.4,40,0.25,0.5,-0.75,0.37139999999999995,5.917279648918606,19.271740969616626,12.309342818896974
289,dod,hor,214.8,40,0.25,0.5,-0.75,0.21480000000000002,5.36970736263471,14.656056768449009,9.757687061520413
299,dod,hor,366.6,40,0.25,0.5,-0.75,0.36660000000000004,5.904271335405605,19.146801299433804,12.241598682555336
304,dod,hor,341.8,40,0.25,0.5,-0.75,0.3418,5.83422577068149,18.487833837418595,11.883175894627199
320,dod,hor,225.3,40,0.25,0.5,-0.75,0.2253,5.4174328474381985,15.00999666888704,9.957266100964755
378,dod,hor,336.0,40,0.25,0.5,-0.75,0.336,5.817111159963204,18.33030277982336,11.797207757208561
479,dod,hor,357.6,40,0.25,0.5,-0.75,0.35760000000000003,5.8794150432993595,18.9103146457165,12.113188246746061
494,dod,hor,329.8,40,0.25,0.5,-0.75,0.32980000000000004,5.7984864101254985,18.16039647144302,11.70436058105956
503,dod,hor,363.2,40,0.25,0.5,-0.75,0.36319999999999997,5.894953646727139,19.05780679931455,12.193303712107141
508,dod,hor,408.7,40,0.25,0.5,-0.75,0.4087,6.012981390570231,20.216330032921405,12.819394905226469
542,dod,hor,329.6,40,0.25,0.5,-0.75,0.3296,5.797879798035317,18.15488914865635,11.701348847596073
554,dod,hor,372.2,40,0.25,0.5,-0.75,0.3722,5.91943134420815,19.29248558377069,12.320584403502156
587,dod,hor,366.0,40,0.25,0.5,-0.75,0.366,5.902633333401366,19.131126469708992,12.233094837484046
590,dod,hor,369.3,40,0.25,0.5,-0.75,0.3693,5.911609321858518,19.2171798139061,12.27976716364362
4,dod,ver,267.9,40,0.25,0.5,-0.75,0.26789999999999997,5.590613776550563,16.36765102267274,10.716377403901749
40,dod,ver,300.6,40,0.25,0.5,-0.75,0.30060000000000003,5.705780477318874,17.337819932159867,11.252965807708526
79,dod,ver,312.3,40,0.25,0.5,-0.75,0.3123,5.7439642642890325,17.67201177002777,11.436738937573473
116,dod,ver,352.8,40,0.25,0.5,-0.75,0.3528,5.865901324132636,18.782971010998235,12.043940971695998
164,dod,ver,334.3,40,0.25,0.5,-0.75,0.3343,5.812038793426053,18.283872675120005,11.77184851216196
167,dod,ver,322.2,40,0.25,0.5,-0.75,0.3222,5.7751724707428735,17.94993036198191,11.58916626835141
169,dod,ver,302.2,40,0.25,0.5,-0.75,0.30219999999999997,5.711089049838639,17.383900597967074,11.278337389762191
177,dod,ver,342.6,40,0.25,0.5,-0.75,0.3426,5.83656358589002,18.509457042279767,11.894967467817006
209,dod,ver,412.9,40,0.25,0.5,-0.75,0.4129,6.023205432892045,20.319940944796073,12.87511938671005
247,dod,ver,322.3,40,0.25,0.5,-0.75,0.32230000000000003,5.775482788821392,17.952715672009067,11.590692082087799
264,dod,ver,329.5,40,0.25,0.5,-0.75,0.3295,5.797576353942562,18.152134860671346,11.699842586282347
273,dod,ver,223.6,40,0.25,0.5,-0.75,0.2236,5.409858741280944,14.953260514014994,9.925322225767257
298,dod,ver,360.8,40,0.25,0.5,-0.75,0.3608,5.888323788188469,18.994736112934024,12.15905622619572
300,dod,ver,218.1,40,0.25,0.5,-0.75,0.2181,5.384953673207583,14.768209099278083,9.821005559210978
360,dod,ver,335.0,40,0.25,0.5,-0.75,0.335,5.814130531825066,18.303005217723125,11.78229952561136
392,dod,ver,401.1,40,0.25,0.5,-0.75,0.4011,5.9942107727760074,20.0274811197015,12.717715804443143
454,dod,ver,258.4,40,0.25,0.5,-0.75,0.25839999999999996,5.554508771908447,16.074825037928093,10.553482607355045
465,dod,ver,341.4,40,0.25,0.5,-0.75,0.3414,5.83305481036034,18.477012745571184,11.87727414884744
486,dod,ver,413.6,40,0.25,0.5,-0.75,0.4136,6.024899323194219,20.33715811021786,12.884375022643443
500,dod,ver,376.6,40,0.25,0.5,-0.75,0.37660000000000005,5.931183616223052,19.406184581210187,12.382165853254248
514,dod,ver,330.8,40,0.25,0.5,-0.75,0.33080000000000004,5.801513963149536,18.18790807102345,11.71940349771819
537,dod,ver,379.7,40,0.25,0.5,-0.75,0.3797,5.939381467237757,19.485892332659542,12.425304421710978
570,dod,ver,435.6,40,0.25,0.5,-0.75,0.43560000000000004,6.076724391058805,20.871032557111302,13.170792770363041
583,dod,ver,347.0,40,0.25,0.5,-0.75,0.347,5.849324779946859,18.627936010197157,11.959539486336038
23,dos,hor,348.3,40,0.25,0.5,0.25,0.3483,5.853064177371955,18.66279721799495,11.978527269921509
28,dos,hor,351.1,40,0.25,0.5,0.25,0.3511,5.861071083174386,18.737662607700035,12.01928590533192
43,dos,hor,284.7,40,0.25,0.5,0.25,0.2847,5.651435994283992,16.87305544351704,10.99649415797254
50,dos,hor,294.6,40,0.25,0.5,0.25,0.29460000000000003,5.68561850402853,17.16391563717324,11.157123416906602
69,dos,hor,350.8,40,0.25,0.5,0.25,0.3508,5.860216260498028,18.72965562950905,12.014927881353676
82,dos,hor,390.7,40,0.25,0.5,0.25,0.3907,5.967940002061025,19.766132651583618,12.576761709477633
149,dos,hor,357.8,40,0.25,0.5,0.25,0.3578,5.879974171074619,18.915602025840997,12.11606190225663
170,dos,hor,311.7,40,0.25,0.5,0.25,0.3117,5.7420411867732915,17.655027612552747,11.427412076414027
215,dos,hor,333.3,40,0.25,0.5,0.25,0.3333,5.8090429853136945,18.256505689753446,11.756896612804324
225,dos,hor,341.7,40,0.25,0.5,0.25,0.3417,5.833933159121246,18.48512915832616,11.881700831146453
234,dos,hor,328.6,40,0.25,0.5,0.25,0.3286,5.794841205603168,18.127327436773463,11.686274374318808
260,dos,hor,195.2,40,0.25,0.5,0.25,0.19519999999999998,5.274024673978992,13.971399357258385,9.369528508664235
283,dos,hor,281.1,40,0.25,0.5,0.25,0.2811,5.638710477912486,16.76603709884957,10.93728736489149
295,dos,hor,328.8,40,0.25,0.5,0.25,0.32880000000000004,5.7954496631820245,18.13284313062902,11.689291379800265
311,dos,hor,180.8,40,0.25,0.5,0.25,0.18080000000000002,5.1973914479580765,13.446189051177289,9.069813872245708
394,dos,hor,339.4,40,0.25,0.5,0.25,0.3394,5.827179352800126,18.422811946062957,11.847705533765124
418,dos,hor,368.6,40,0.25,0.5,0.25,0.36860000000000004,5.909712045235723,19.198958305074783,12.269887101452746
458,dos,hor,331.6,40,0.25,0.5,0.25,0.3316,5.80392942326114,18.20988742414406,11.73141899023086
468,dos,hor,357.2,40,0.25,0.5,0.25,0.35719999999999996,5.878295849002344,18.89973544788392,12.107438158404198
509,dos,hor,357.0,40,0.25,0.5,0.25,0.357,5.877735781779639,18.894443627691185,12.10456172393927
513,dos,hor,360.2,40,0.25,0.5,0.25,0.36019999999999996,5.8866594327418555,18.97893569197177,12.150473874777163
571,dos,hor,384.0,40,0.25,0.5,0.25,0.384,5.950642552587727,19.595917942265423,12.48480740866433
576,dos,hor,343.5,40,0.25,0.5,0.25,0.3435,5.839187111662404,18.533752992850637,11.908214053848617
584,dos,hor,411.5,40,0.25,0.5,0.25,0.4115,6.019809020117124,20.285462775100793,12.856580974189773
10,dos,ver,316.4,40,0.25,0.5,0.25,0.31639999999999996,5.757007235893499,17.787636155487327,11.500198128315054
17,dos,ver,329.2,40,0.25,0.5,0.25,0.3292,5.796665468802915,18.143869488066763,11.695322222502986
71,dos,ver,162.5,40,0.25,0.5,0.25,0.1625,5.090678001769792,12.747548783981962,8.668358283172106
77,dos,ver,342.4,40,0.25,0.5,0.25,0.3424,5.835979644267587,18.504053609952603,11.892021062029261
92,dos,ver,272.4,40,0.25,0.5,0.25,0.2724,5.607271574275357,16.504544828622205,10.792377600428626
117,dos,ver,302.4,40,0.25,0.5,0.25,0.3024,5.711750644305378,17.389652095427326,11.281503394479445
191,dos,ver,349.2,40,0.25,0.5,0.25,0.3492,5.855644823965447,18.686893802876924,11.991648766760294
201,dos,ver,375.9,40,0.25,0.5,0.25,0.37589999999999996,5.9293231505701325,19.388140705080517,12.37239661829976
246,dos,ver,285.6,40,0.25,0.5,0.25,0.2856,5.654592230465429,16.899704139422088,11.011228413514315
286,dos,ver,260.4,40,0.25,0.5,0.25,0.26039999999999996,5.562218910334414,16.136914203155445,10.588059193366664
296,dos,ver,300.8,40,0.25,0.5,0.25,0.3008,5.706445592075685,17.34358671094304,11.256141500755227
317,dos,ver,246.0,40,0.25,0.5,0.25,0.246,5.5053315359323625,15.684387141358123,10.335585683819216
330,dos,ver,308.9,40,0.25,0.5,0.25,0.30889999999999995,5.733017599924536,17.575551200460257,11.383749461859344
351,dos,ver,392.3,40,0.25,0.5,0.25,0.39230000000000004,5.972026853215507,19.806564568344506,12.59858638833917
364,dos,ver,299.6,40,0.25,0.5,0.25,0.29960000000000003,5.702448251643064,17.308957218735046,11.237069065598682
393,dos,ver,365.8,40,0.25,0.5,0.25,0.3658,5.9020867359567655,19.12589867169645,12.230258438978279
421,dos,ver,361.5,40,0.25,0.5,0.25,0.3615,5.890262041598819,19.013153341831543,12.169058590192531
434,dos,ver,372.2,40,0.25,0.5,0.25,0.3722,5.91943134420815,19.29248558377069,12.320584403502156
435,dos,ver,368.1,40,0.25,0.5,0.25,0.36810000000000004,5.908354640384975,19.185932346383378,12.262823298387795
488,dos,ver,362.9,40,0.25,0.5,0.25,0.3629,5.894127314219024,19.04993438308909,12.189029916294235
502,dos,ver,456.5,40,0.25,0.5,0.25,0.4565,6.1235887000350235,21.365860619221497,13.435272400245497
520,dos,ver,412.7,40,0.25,0.5,0.25,0.4127,6.022720936758536,20.315019074566482,12.87247326016574
552,dos,ver,364.5,40,0.25,0.5,0.25,0.3645,5.898526551448713,19.091883092036785,12.211800046831685
603,dos,ver,357.5,40,0.25,0.5,0.25,0.3575,5.879135362134062,18.907670401189037,12.1117510719787
56,sod,hor,293.6,40,0.25,-0.5,0.25,0.2936,5.682218296740361,17.134759992483115,11.141040749045677
105,sod,hor,329.1,40,0.25,-0.5,0.25,0.3291,5.796361655949294,18.141113527013715,11.693814907543711
115,sod,hor,317.6,40,0.25,-0.5,0.25,0.31760000000000005,5.760792729372981,17.82133552795637,11.518681885900783
125,sod,hor,336.0,40,0.25,-0.5,0.25,0.336,5.817111159963204,18.33030277982336,11.797207757208561
127,sod,hor,305.0,40,0.25,-0.5,0.25,0.305,5.720311776607412,17.46424919657298,11.322552222697528
139,sod,hor,402.8,40,0.25,-0.5,0.25,0.4028,5.998440160844408,20.06987792688336,12.740555483408812
168,sod,hor,324.7,40,0.25,-0.5,0.25,0.3247,5.7829016791088,18.019433953373785,11.627230152487591
185,sod,hor,360.0,40,0.25,-0.5,0.25,0.36,5.886104031450156,18.973665961010276,12.147611262044059
203,sod,hor,416.5,40,0.25,-0.5,0.25,0.4165,6.031886461606898,20.40833163195855,12.922624032778765
227,sod,hor,286.4,40,0.25,-0.5,0.25,0.2864,5.657389435086491,16.923356641044943,11.024303102968835
285,sod,hor,292.5,40,0.25,-0.5,0.25,0.2925,5.678464666671911,17.10263137648707,11.123313344977708
315,sod,hor,332.4,40,0.25,-0.5,0.25,0.3324,5.806339062981293,18.231840280125315,11.743417804282531
326,sod,hor,271.7,40,0.25,-0.5,0.25,0.2717,5.604698516432302,16.48332490731163,10.780603077314282
332,sod,hor,270.5,40,0.25,-0.5,0.25,0.2705,5.600272098286537,16.446884203398525,10.760377475896027
352,sod,hor,317.8,40,0.25,-0.5,0.25,0.3178,5.761422254102616,17.826945896591486,11.521758600668681
359,sod,hor,339.5,40,0.25,-0.5,0.25,0.3395,5.827473946998751,18.425525772688278,11.84918634343715
422,sod,hor,341.3,40,0.25,-0.5,0.25,0.3413,5.832761855912661,18.474306482247176,11.875798090412983
424,sod,hor,305.1,40,0.25,-0.5,0.25,0.30510000000000004,5.720639591722624,17.467111953611564,11.32412699282608
437,sod,hor,300.9,40,0.25,-0.5,0.25,0.3009,5.706777983635999,17.34646938140439,11.257728891394253
510,sod,hor,413.2,40,0.25,-0.5,0.25,0.4132,6.0239317372454835,20.32732151563506,12.879087193211106
522,sod,hor,346.2,40,0.25,-0.5,0.25,0.3462,5.847016642742108,18.606450494385005,11.947834332526362
544,sod,hor,335.0,40,0.25,-0.5,0.25,0.335,5.814130531825066,18.303005217723125,11.78229952561136
555,sod,hor,347.8,40,0.25,-0.5,0.25,0.3478,5.851627601920183,18.649396773086256,11.97122911306163
579,sod,hor,407.7,40,0.25,-0.5,0.25,0.4077,6.0105316098252075,20.19158240455661,12.806078630603462
